DLiP-ID,C101PF
IC3,5.174823786018655
IC4,5.2933305843022245
IC5,5.2933305843022245
Mpe,0.964637082903337
Mse,1.0031752724856569
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,117.41950000000004
SdO,12.504648171874592
SdS,0
Spe,54.98431372549021
SsF,0
SsI,0
Sse,57.18099053168245
StN,0
fMF,0.43859649122807015
nBr,0
nCl,1
BIC0,0.24911256555914055
BIC1,0.5254673943198331
BIC2,0.7277328145381421
BIC3,0.8561360632400168
BIC4,0.8757421306048213
BIC5,0.8757421306048213
CIC0,4.327155487840775
CIC1,2.656757986023332
CIC2,1.434186069506219
CIC3,0.6580662281460867
CIC4,0.5395594298625168
CIC5,0.5395594298625168
GGI1,4.0
GGI2,2.4444444444444455
GGI3,1.0625
GGI4,0.8755555555555555
GGI5,0.6527777777777778
GGI6,0.4269387755102041
GGI7,0.2152777777777778
GGI8,0.16049382716049382
GGI9,0.169375
JGI1,0.13333333333333333
JGI2,0.06432748538011698
JGI3,0.02796052631578947
JGI4,0.02736111111111111
JGI5,0.021759259259259263
JGI6,0.014722026741731174
JGI7,0.007175925925925925
JGI8,0.005534269902085993
JGI9,0.006514423076923077
MIC0,16.218155717949845
MIC1,30.543311101612115
MIC2,39.24594035603612
MIC3,41.33219945764125
MIC4,41.4516543103111
MIC5,41.4516543103111
MPC2,38
MPC3,47
MPC4,55
MPC5,64
MPC6,56
MPC7,59
MPC8,59
MPC9,64
Mare,0.9754385964912281
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,3
NssS,0
NtCH,0
NtsC,0
RNCG,0.1986605022793502
RPCG,0.07427285258756522
SIC0,0.2581455372323842
SIC1,0.5445211585386331
SIC2,0.754120844723044
SIC3,0.8871800725629968
SIC4,0.9074970677396219
SIC5,0.9074970677396219
SaaN,0
SaaO,0
SaaS,0
Sare,55.6
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,16.495672788984514
SssS,0
StCH,0
StsC,0
TIC0,85.82686800046608
TIC1,181.03952560406032
TIC2,250.72612484553576
TIC3,294.96495580306333
TIC4,301.7198433052268
TIC5,301.7198433052268
Vabc,396.3282660526301
WPol,38
apol,63.56820399999997
bpol,36.385796000000006
nRot,9
ABCGG,15.725263549893937
ATS0Z,1450.0
ATS0d,164.0
ATS0i,9215.169080585873
ATS0m,5823.295128000001
ATS0p,85.12907733577201
ATS0v,12224.081823792832
ATS1Z,1361.0
ATS1d,204.0
ATS1i,8410.913765043388
ATS1m,5097.769550000002
ATS1p,102.18368511000003
ATS1v,14775.525448974251
ATS2Z,1834.0
ATS2d,313.0
ATS2i,15381.811703375035
ATS2m,6660.930349999998
ATS2p,143.82392988248995
ATS2v,20400.31146624205
ATS3Z,1940.0
ATS3d,349.0
ATS3i,19774.00472876488
ATS3m,6878.528213999997
ATS3p,164.16722875667796
ATS3v,22357.86011528234
ATS4Z,1740.0
ATS4d,320.0
ATS4i,20398.095484377427
ATS4m,6005.708672
ATS4p,160.39407060007395
ATS4v,20996.612052648616
ATS5Z,1632.0
ATS5d,302.0
ATS5i,20824.582470173256
ATS5m,5660.169722000001
ATS5p,151.43530366026195
ATS5v,19528.08979856677
ATS6Z,1553.0
ATS6d,287.0
ATS6i,19267.816689732666
ATS6m,5441.959413
ATS6p,135.491662993413
ATS6v,17840.18412719942
ATS7Z,1511.0
ATS7d,270.0
ATS7i,16050.681518531774
ATS7m,5393.438070000001
ATS7p,125.01827698722502
ATS7v,17093.391109730554
ATS8Z,1472.0
ATS8d,258.0
ATS8i,13990.824412401342
ATS8m,5203.998068999999
ATS8p,128.286021971641
ATS8v,17423.492751540507
C1SP1,0
C1SP2,0
C1SP3,6
C2SP1,0
C2SP2,13
C2SP3,1
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.34782608695652173
GGI10,0.09896949290888685
JGI10,0.004712832995661278
JGT10,0.31340119404193756
Kier1,25.26222222222222
Kier2,14.13573407202216
Kier3,8.56858306926211
MAXdO,12.504648171874592
MINdO,12.504648171874592
MPC10,70
MWC01,30.0
MWC02,4.919980925828125
MWC03,5.726847747587197
MWC04,6.54965074223381
MWC05,7.368339686311381
MWC06,8.19450550976564
MWC07,9.017119634313227
MWC08,9.844745532512365
MWC09,10.66958310460134
MWC10,11.498309165395948
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,2
NdssC,1
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,4.114200000000004
SRW02,4.110873864173311
SRW03,0.0
SRW04,5.3612921657094255
SRW05,0.0
SRW06,6.810142450115136
SRW07,0.0
SRW08,8.344029572407049
SRW09,0.0
SRW10,9.918425424900335
SaaCH,14.928682861691088
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.9380701070889796
SaasN,0
SdCH2,0
SddsN,0
SdsCH,3.3397060781915506
SdssC,-0.065117727774203
SdssS,0
SsCH3,1.6194117144054658
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.384383625774804
SsssP,0
WPath,2800002554
Xc-3d,1.1439505508593788
Xc-4d,0.0
Xc-5d,0.20118446353109126
Xc-6d,0.0
Xp-1d,13.758351493073063
Xp-2d,11.348702679472822
Xp-3d,9.411271008966622
Xp-4d,7.368048583903034
Xp-5d,5.768398169024504
Xp-6d,3.342562120947335
Xp-7d,2.3655598346245688
ZMIC0,98.07765001401697
ZMIC1,60.5552575418813
ZMIC2,34.07550068976089
ZMIC3,26.929978580610427
ZMIC4,26.431760026104676
ZMIC5,26.431760026104676
nAcid,0
nAtom,57
nBase,1
nRing,3
piPC1,3.6635616461296463
piPC2,4.127134385045092
piPC3,4.634728988229636
piPC4,5.087596335232384
piPC5,5.558274890984963
piPC6,5.592618112178575
piPC7,5.872205813770178
piPC8,6.050838387022764
piPC9,6.377895482583036
AATS0Z,25.43859649122807
AATS0d,2.8771929824561404
AATS0i,161.6696329927346
AATS0m,102.16307242105265
AATS0p,1.4934925848381055
AATS0v,214.4575758560146
AATS1Z,23.46551724137931
AATS1d,3.5172413793103448
AATS1i,145.01575456971358
AATS1m,87.8925784482759
AATS1p,1.7617876743103453
AATS1v,254.75043877541813
AATS2Z,18.525252525252526
AATS2d,3.1616161616161618
AATS2i,155.37183538762662
AATS2m,67.28212474747473
AATS2p,1.4527669685099995
AATS2v,206.0637521842631
AATS3Z,15.52
AATS3d,2.792
AATS3i,158.19203783011906
AATS3m,55.02822571199998
AATS3p,1.3133378300534237
AATS3v,178.8628809222587
AATS4Z,13.488372093023257
AATS4d,2.4806201550387597
AATS4i,158.12477119672425
AATS4m,46.55588117829457
AATS4p,1.2433648883726662
AATS4v,162.76443451665594
AATS5Z,12.553846153846154
AATS5d,2.3230769230769233
AATS5i,160.18909592440966
AATS5m,43.5397670923077
AATS5p,1.1648869512327842
AATS5v,150.21607537359054
AATS6Z,13.050420168067227
AATS6d,2.411764705882353
AATS6i,161.91442596414007
AATS6m,45.73075136974789
AATS6p,1.1385854033059917
AATS6v,149.9175136739447
AATS7Z,15.11
AATS7d,2.7
AATS7i,160.50681518531775
AATS7m,53.93438070000001
AATS7p,1.2501827698722503
AATS7v,170.93391109730553
AATS8Z,16.175824175824175
AATS8d,2.8351648351648353
AATS8i,153.74532321320154
AATS8m,57.18679196703296
AATS8p,1.409736505182868
AATS8v,191.46695331363193
ATS0dv,368.44444444444446
ATS0pe,351.63910000000004
ATS0se,437.2329849999999
ATS1dv,342.0
ATS1pe,373.132
ATS1se,448.5429439999998
ATS2dv,432.0
ATS2pe,629.8689999999999
ATS2se,771.0035359999999
ATS3dv,432.0
ATS3pe,769.9031000000002
ATS3se,955.2954319999999
ATS4dv,367.0
ATS4pe,774.1191000000001
ATS4se,968.9100080000001
ATS5dv,363.0
ATS5pe,763.2995999999999
ATS5se,963.9198640000004
ATS6dv,361.0
ATS6pe,708.5906000000001
ATS6se,893.8930120000002
ATS7dv,346.0
ATS7pe,613.6660999999999
ATS7se,765.9136720000001
ATS8dv,314.0
ATS8pe,562.3204999999998
ATS8se,693.7857639999997
ATSC0Z,585.3684210526314
ATSC0c,1.0476068627176471
ATSC0d,28.140350877192983
ATSC0i,76.9977498383148
ATSC0m,2758.988375368421
ATSC0p,14.235804357076981
ATSC0v,2968.836474504396
ATSC1Z,-33.72576177285321
ATSC1c,-0.30641071583173524
ATSC1d,10.313327177593104
ATSC1i,-13.132418931752724
ATSC1m,-161.35081662049902
ATSC1p,-2.2809203525492148
ATSC1v,-182.70080399694598
ATSC2Z,-83.85041551246539
ATSC2c,-0.32765203442669955
ATSC2d,-2.191135734072018
ATSC2i,11.230447217390118
ATSC2m,-384.00992332410016
ATSC2p,0.7727539072793783
ATSC2v,44.6478009255633
ATSC3Z,-70.29916897506925
ATSC3c,0.08298002136648046
ATSC3d,-7.658664204370573
ATSC3i,14.59283179499526
ATSC3m,-326.27587987811637
ATSC3p,0.4216903726732472
ATSC3v,-60.95007220001938
ATSC4Z,-88.88642659279779
ATSC4c,-0.033468078985742104
ATSC4d,-5.51061865189289
ATSC4i,-8.140651154017304
ATSC4m,-427.4762409916895
ATSC4p,-2.72713367596633
ATSC4v,-660.8318429497552
ATSC5Z,87.01939058171747
ATSC5c,-0.020178313567613605
ATSC5d,5.1184979993844255
ATSC5i,-7.9472076538701
ATSC5m,402.49069291412775
ATSC5p,-0.5923159601973625
ATSC5v,99.91284707927059
ATSC6Z,113.79224376731302
ATSC6c,0.08056537193550477
ATSC6d,5.584179747614649
ATSC6i,3.0639712241739057
ATSC6m,540.5902135817175
ATSC6p,1.989351305547442
ATSC6v,579.817221205313
ATSC7Z,40.63434903047093
ATSC7c,0.0969445745735687
ATSC7d,0.4204370575561729
ATSC7i,22.1590767224508
ATSC7m,206.26340742382268
ATSC7p,4.1269765351050305
ATSC7v,721.684205282619
ATSC8Z,-138.78116343490302
ATSC8c,-0.27423796637375825
ATSC8d,-3.697753154816864
ATSC8i,-12.989598281713354
ATSC8m,-657.1946482022161
ATSC8p,-2.6022739144040097
ATSC8v,-715.3637065048401
AXp-1d,0.45861171643576876
AXp-2d,0.2986500705124427
AXp-3d,0.2002398087014175
AXp-4d,0.1339645197073279
AXp-5d,0.09013122139100788
AXp-6d,0.05968860930263098
AXp-7d,0.04009423448516218
GATS1Z,0.793370083525042
GATS1c,1.2474130142081379
GATS1d,0.7376816579241551
GATS1i,1.3735245420192257
GATS1m,0.8010982907812947
GATS1p,1.2110476079941388
GATS1v,1.0860218852599597
GATS2Z,0.7711279309912651
GATS2c,1.514713779282529
GATS2d,1.1960250887931685
GATS2i,1.0441047292176322
GATS2m,0.7739502380666079
GATS2p,0.8995423611933945
GATS2v,0.9376883357597224
GATS3Z,0.7534673619852547
GATS3c,1.1157202740093832
GATS3d,1.209935162094763
GATS3i,0.9737682957702283
GATS3m,0.7586697328916763
GATS3p,0.9097667119429776
GATS3v,0.9660784261115307
GATS4Z,0.758655587291896
GATS4c,0.9449667539156391
GATS4d,0.9872991938757756
GATS4i,1.0573393054409086
GATS4m,0.7674958193352883
GATS4p,1.022186521655394
GATS4v,1.0773605293179125
GATS5Z,0.6354446488595025
GATS5c,0.8050829139269492
GATS5d,0.742432380586994
GATS5i,1.0107681783949096
GATS5m,0.6447743352059909
GATS5p,0.9504791889739704
GATS5v,0.9727460548129025
GATS6Z,0.6330854586035098
GATS6c,0.9763791972186309
GATS6d,0.8361449317881765
GATS6i,0.9364827726258987
GATS6m,0.6383137833137233
GATS6p,0.8450009343738526
GATS6v,0.8703620899650613
GATS7Z,0.6873619852544507
GATS7c,1.1386397326720819
GATS7d,1.124364089775561
GATS7i,0.8417910944960665
GATS7m,0.6888378213287025
GATS7p,0.7464739729198805
GATS7v,0.8091343099110636
GATS8Z,0.8168425712032978
GATS8c,1.079197049627622
GATS8d,1.115288701323614
GATS8i,1.183699450422516
GATS8m,0.8249525310452549
GATS8p,1.0760933824037653
GATS8v,1.1327890294843965
MATS1Z,-0.05662123532731034
MATS1c,-0.2874434897020014
MATS1d,0.3601771433485252
MATS1i,-0.1676152607418909
MATS1m,-0.05747356799498534
MATS1p,-0.15746171297021758
MATS1v,-0.06047850451746523
MATS2Z,-0.08247372120776188
MATS2c,-0.1800753199956834
MATS2d,-0.044831104058036635
MATS2i,0.08397667565786963
MATS2m,-0.08013684453832189
MATS2p,0.03125351438896312
MATS2v,0.008658715238972691
MATS3Z,-0.054762812443805084
MATS3c,0.036119360315142846
MATS3d,-0.12410473815461341
MATS3i,0.08642241250544416
MATS3m,-0.053926215330484494
MATS3p,0.013507547948522351
MATS3v,-0.009361658401158155
MATS4Z,-0.0670951769591382
MATS4c,-0.014116193271992834
MATS4d,-0.08652786638056023
MATS4i,-0.04671606524628
MATS4m,-0.06846163338601376
MATS4p,-0.08464660824716293
MATS4v,-0.09835350245694185
MATS5Z,0.0651805845655873
MATS5c,-0.008445357438250924
MATS5d,0.07975254172261652
MATS5i,-0.045255152283102895
MATS5m,0.06396427400967694
MATS5p,-0.01824328015819855
MATS5v,0.0147559291387925
MATS6Z,0.09311320284272676
MATS6c,0.036836467486539785
MATS6d,0.09505123745258699
MATS6i,0.0190605111422575
MATS6m,0.0938525772136178
MATS6p,0.0669356317506331
MATS6v,0.09354761669387127
MATS7Z,0.03956752382664991
MATS7c,0.05274727521695083
MATS7d,0.008516209476309263
MATS7i,0.16403951749654655
MATS7m,0.04261349677338862
MATS7p,0.1652436747517144
MATS7v,0.13855933142284754
MATS8Z,-0.14850281888584352
MATS8c,-0.16396936255385794
MATS8d,-0.08230796634786652
MATS8i,-0.10566986435238265
MATS8m,-0.1492030190133701
MATS8p,-0.1144997295338931
MATS8v,-0.1509294846205083
MAXssO,5.832947494207865
MINssO,5.3082012605995565
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,6.1878757130965445
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,571
TMWC10,132.78908204854903
TSRW10,63.54476347730527
Xc-3dv,0.5106730616168207
Xc-4dv,0.0
Xc-5dv,0.039283710065919304
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2687287392826324
Xch-7d,0.2970580013778089
Xp-0dv,17.528201788949094
Xp-1dv,9.644730504753113
Xp-2dv,6.623394376844646
Xp-3dv,4.662858235288205
Xp-4dv,3.1079030150134708
Xp-5dv,2.015535495917592
Xp-6dv,0.9519900377038146
Xp-7dv,0.5714072318313559
Xpc-4d,2.829757516662883
Xpc-5d,4.058291120184432
Xpc-6d,5.437991551202316
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,58
nFRing,0
nHBAcc,5
nHBDon,0
nHRing,1
nSpiro,0
naRing,2
piPC10,6.696339561983806
AATS0dv,6.4639376218323585
AATS0pe,6.16910701754386
AATS0se,7.670754122807017
AATS1dv,5.896551724137931
AATS1pe,6.433310344827587
AATS1se,7.733499034482755
AATS2dv,4.363636363636363
AATS2pe,6.3623131313131305
AATS2se,7.787914505050504
AATS3dv,3.456
AATS3pe,6.159224800000001
AATS3se,7.642363455999999
AATS4dv,2.8449612403100777
AATS4pe,6.000923255813954
AATS4se,7.510930294573644
AATS5dv,2.792307692307692
AATS5pe,5.871535384615385
AATS5se,7.4147681846153874
AATS6dv,3.033613445378151
AATS6pe,5.954542857142858
AATS6se,7.511705983193279
AATS7dv,3.46
AATS7pe,6.136660999999999
AATS7se,7.659136720000001
AATS8dv,3.4505494505494507
AATS8pe,6.179346153846152
AATS8se,7.624019384615382
AATSC0Z,10.269621421975991
AATSC0c,0.018379067766976266
AATSC0d,0.49369036626654356
AATSC0i,1.3508377164616632
AATSC0m,48.40330483102493
AATSC0p,0.24975095363292948
AATSC0v,52.084850429901685
AATSC1Z,-0.5814786512560899
AATSC1c,-0.0052829433764092285
AATSC1d,0.17781598582057076
AATSC1i,-0.22642101606470214
AATSC1m,-2.7819106313879143
AATSC1p,-0.03932621297498646
AATSC1v,-3.15001386201631
AATSC2Z,-0.846973894065307
AATSC2c,-0.0033096165093606015
AATSC2d,-0.022132684182545635
AATSC2i,0.11343886078171836
AATSC2m,-3.87888811438485
AATSC2p,0.007805595023024023
AATSC2v,0.4509878881370031
AATSC3Z,-0.562393351800554
AATSC3c,0.0006638401709318436
AATSC3d,-0.06126931363496458
AATSC3i,0.11674265435996208
AATSC3m,-2.610207039024931
AATSC3p,0.0033735229813859776
AATSC3v,-0.487600577600155
AATSC4Z,-0.6890420666108356
AATSC4c,-0.0002594424727576907
AATSC4d,-0.04271797404568132
AATSC4i,-0.06310582289935894
AATSC4m,-3.313769310013097
AATSC4p,-0.021140571131521936
AATSC4v,-5.122727464726784
AATSC5Z,0.6693799275516729
AATSC5c,-0.0001552177966739508
AATSC5d,0.03937306153372635
AATSC5i,-0.06113236656823154
AATSC5m,3.0960822531855983
AATSC5p,-0.004556276616902789
AATSC5v,0.7685603621482353
AATSC6Z,0.9562373425824624
AATSC6c,0.0006770199322311325
AATSC6d,0.04692588023205588
AATSC6i,0.02574765734599921
AATSC6m,4.542774904048047
AATSC6p,0.01671723786174321
AATSC6v,4.872413623574059
AATSC7Z,0.4063434903047093
AATSC7c,0.000969445745735687
AATSC7d,0.004204370575561729
AATSC7i,0.221590767224508
AATSC7m,2.0626340742382268
AATSC7p,0.04126976535105031
AATSC7v,7.21684205282619
AATSC8Z,-1.5250677300538793
AATSC8c,-0.0030136040260852555
AATSC8d,-0.04063465005293257
AATSC8i,-0.1427428382605863
AATSC8m,-7.221919211013363
AATSC8p,-0.028596416641802305
AATSC8v,-7.86113963192132
ATS0are,345.70380000000006
ATS1are,364.00100000000003
ATS2are,620.499
ATS3are,759.4240000000001
ATS4are,763.143
ATS5are,753.0449999999996
ATS6are,700.4800000000002
ATS7are,606.5580000000001
ATS8are,553.0139999999999
ATSC0dv,211.2202729044834
ATSC0pe,6.747098245614032
ATSC0se,4.689715508771929
ATSC1dv,57.43668137204609
ATSC1pe,0.12377196060326584
ATSC1se,-0.1437538334872271
ATSC2dv,-32.32994767620805
ATSC2pe,-2.201046075715599
ATSC2se,-1.510081024007387
ATSC3dv,-35.350501008857414
ATSC3pe,-1.478031240381653
ATSC3se,-0.9174630104647583
ATSC4dv,-9.59792756745665
ATSC4pe,-0.7813065558633424
ATSC4se,-0.35233062511541974
ATSC5dv,67.21887076365377
ATSC5pe,1.6080197907048273
ATSC5se,0.9512857168359493
ATSC6dv,43.181457542491714
ATSC6pe,1.093701908279467
ATSC6se,0.4648093237919359
ATSC7dv,-27.54823706439588
ATSC7pe,-0.39846183441058647
ATSC7se,-0.28965636626654356
ATSC8dv,-67.76491912041311
ATSC8pe,-1.8057393044013508
ATSC8se,-0.9945072683902735
AXp-0dv,0.6044207513430722
AXp-1dv,0.3214910168251038
AXp-2dv,0.17429985202222753
AXp-3dv,0.09920974968698308
AXp-4dv,0.05650732754569947
AXp-5dv,0.03149274212371238
AXp-6dv,0.016999822101853832
AXp-7dv,0.009684868336124676
BertzCT,802.9697731704091
ECIndex,6000000000
GATS1dv,0.6158340132971649
GATS1pe,0.7508586739006728
GATS1se,0.8022494872091257
GATS2dv,1.229220851133805
GATS2pe,1.2714386095826749
GATS2se,1.2785991326344635
