DLiP-ID,P000EO
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,187.099714036
MZ,0.6172839506172841
Mi,1.118500260337778
Mm,0.5773781441086412
Mp,0.6788713461964961
Mv,0.6294312368546033
SZ,16.66666666666667
Si,30.199507029120007
Sm,15.589209890933313
Sp,18.329526347305396
Sv,16.99464339507429
nB,0
nC,12
nF,0
nH,13
nI,0
nN,1
nO,1
nP,0
nS,0
nX,0
ABC,10.594671173979751
AMW,6.92961903837037
IC0,1.379877637552799
IC1,2.931951170723705
IC2,3.7225059102772753
IC3,4.152492594515676
IC4,4.328599539040249
IC5,4.328599539040249
MID,28.2546038326251
Mpe,0.9539578794480756
Mse,0.9912869898303257
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,56.05400000000003
SdO,0
SdS,0
Spe,25.756862745098044
SsF,0
SsI,0
Sse,26.764748725418794
StN,0
fMF,0.4074074074074074
nBr,0
nCl,0
AMID,2.01818598804465
BIC0,0.2735467540605832
BIC1,0.5812295989070321
BIC2,0.7379490623049699
BIC3,0.8231895637535536
BIC4,0.8581009803394904
BIC5,0.8581009803394904
CIC0,3.375009864610669
CIC1,1.822936331439763
CIC2,1.032381591886193
CIC3,0.6023949076477919
CIC4,0.4262879631232188
CIC5,0.4262879631232188
GGI1,2.0
GGI2,1.5555555555555562
GGI3,1.2847222222222223
GGI4,0.6461111111111111
GGI5,0.17388888888888893
GGI6,0.1248526077097506
GGI7,0.027777777777777776
GGI8,0.0
GGI9,0.0
JGI1,0.13333333333333333
JGI2,0.07777777777777783
JGI3,0.06761695906432748
JGI4,0.038006535947712417
JGI5,0.01337606837606838
JGI6,0.020808767951625097
JGI7,0.027777777777777776
JGI8,0.0
JGI9,0.0
MIC0,12.041343276282579
MIC1,25.59091616086664
MIC2,29.996271151444923
MIC3,32.3674024397611
MIC4,32.54491823984187
MIC5,32.54491823984187
MPC2,20
MPC3,27
MPC4,35
MPC5,36
MPC6,29
MPC7,27
MPC8,24
MPC9,16
Mare,0.9654814814814813
NaaN,1
NaaO,1
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.43541330976077963
RPCG,0.1739714097823373
SIC0,0.2902019526066508
SIC1,0.6166184098760845
SIC2,0.7828799122131784
SIC3,0.873310376455026
SIC4,0.910347413492063
SIC5,0.910347413492063
SaaN,3.988787792894936
SaaO,5.248991874527589
SaaS,0
Sare,26.067999999999994
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,37.25669621392557
TIC1,79.16268160954004
TIC2,100.50765957748644
TIC3,112.11730005192327
TIC4,116.87218755408674
TIC5,116.87218755408674
Vabc,176.20005654904733
WPol,19
apol,30.61030899999998
bpol,14.777690999999997
nRot,2
ABCGG,9.964792417733818
ATS0Z,558.0
ATS0d,83.0
ATS0i,4322.153098007737
ATS0m,2196.5423339999998
ATS0p,41.099971763037004
ATS0s,75.61111111111111
ATS0v,5945.996448780089
ATS1Z,656.0
ATS1d,102.0
ATS1i,4027.053148497701
ATS1m,2473.061654999998
ATS1p,52.001416029999966
ATS1s,86.16666666666667
ATS1v,7426.976649958283
ATS2Z,901.0
ATS2d,161.0
ATS2i,7083.000467622743
ATS2m,3350.1580999999996
ATS2p,73.95679653394296
ATS2s,122.91666666666664
ATS2v,10312.774812541134
ATS3Z,899.0
ATS3d,163.0
ATS3i,8437.387042076689
ATS3m,3259.5793670000003
ATS3p,76.72358812049
ATS3s,137.66666666666666
ATS3v,10509.941450654667
ATS4Z,864.0
ATS4d,156.0
ATS4i,8240.193582796095
ATS4m,3039.846092999999
ATS4p,74.835547575396
ATS4s,144.66666666666669
ATS4v,10194.720872709977
ATS5Z,737.0
ATS5d,128.0
ATS5i,8097.238454959297
ATS5m,2487.275253
ATS5p,70.485232581698
ATS5s,136.5
ATS5v,9162.255997891192
ATS6Z,460.0
ATS6d,94.0
ATS6i,9142.188756984882
ATS6m,1377.4203099999993
ATS6p,57.388556349584
ATS6s,115.33333333333334
ATS6v,6595.20550326782
ATS7Z,166.0
ATS7d,58.0
ATS7i,7429.399279492173
ATS7m,381.51808900000003
ATS7p,31.87562755722499
ATS7s,65.0
ATS7v,3090.6395636064567
ATS8Z,35.0
ATS8d,18.0
ATS8i,2646.5843631183393
ATS8m,59.605056
ATS8p,9.344919193338999
ATS8s,19.0
ATS8v,800.8676542223075
C1SP1,0
C1SP2,0
C1SP3,2
C2SP1,0
C2SP2,7
C2SP3,1
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.25
GGI10,0.0
JGI10,0.0
JGT10,0.3786972202286223
Kier1,10.515555555555556
Kier2,4.68
Kier3,2.1728395061728394
MID_C,24.24235036641873
MID_N,2.0007027846066405
MID_O,2.011550681599731
MID_X,0.0
MID_h,4.012253466206372
MPC10,10
MWC01,15.0
MWC02,4.2626798770413155
MWC03,5.10594547390058
MWC04,5.973809611869261
MWC05,6.838405200847344
MWC06,7.714677473800927
MWC07,8.585038738311304
MWC08,9.463508636396089
MWC09,10.336081328032545
MWC10,11.215233459889129
NaaCH,5
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.2124200000000016
SRW02,3.4339872044851463
SRW03,0.0
SRW04,4.709530201312334
SRW05,2.3978952727983707
SRW06,6.20050917404269
SRW07,4.727387818712341
SRW08,7.786136437783072
SRW09,6.803505257608338
SRW10,9.421492310438014
SaaCH,10.23390589569161
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.261990740740742
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,4.052962962962963
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.3709837273813537
VE1_D,3.687695147819436
VE2_A,0.24078455195581097
VE2_D,0.2634067962728169
VE3_A,1.551676845623679
VE3_D,1.64147387832942
VR1_A,68.47977324677761
VR1_D,61.12510481091909
VR2_A,4.891412374769829
VR2_D,4.366078915065649
VR3_A,4.563010657216414
VR3_D,4.449394899112842
WPath,288
Xc-3d,0.6801467048399602
Xc-4d,0.0
Xc-5d,0.18967853124294973
Xc-6d,0.0
Xp-0d,9.966255326250886
Xp-1d,6.825698502695489
Xp-2d,5.698402464776963
Xp-3d,4.912734403417425
Xp-4d,4.171356122772143
Xp-5d,3.0241726593152407
Xp-6d,1.569499970799094
Xp-7d,0.9532575588021397
ZMIC0,46.67926626957006
ZMIC1,31.19140496522445
ZMIC2,23.413532331247495
ZMIC3,19.399722694079447
ZMIC4,18.871401860505728
ZMIC5,18.871401860505728
nAcid,0
nAtom,27
nBase,0
nRing,2
piPC1,3.068052935133617
piPC2,3.657130755799356
piPC3,4.264438892446495
piPC4,4.851541863421509
piPC5,5.182836366672891
piPC6,5.23810281689052
piPC7,5.5575517380066
piPC8,5.791583470370451
piPC9,5.768125664217802
AATS0Z,20.666666666666668
AATS0d,3.074074074074074
AATS0i,160.07974437065693
AATS0m,81.35341977777777
AATS0p,1.5222211764087779
AATS0s,2.800411522633745
AATS0v,220.22209069555885
AATS1Z,23.428571428571427
AATS1d,3.642857142857143
AATS1i,143.82332673206074
AATS1m,88.32363053571422
AATS1p,1.8571934296428558
AATS1s,3.0773809523809526
AATS1v,265.24916606993867
AATS2Z,19.170212765957448
AATS2d,3.425531914893617
AATS2i,150.70213760899452
AATS2m,71.27995957446808
AATS2p,1.5735488624243184
AATS2s,2.6152482269503543
AATS2v,219.42074069236457
AATS3Z,16.64814814814815
AATS3d,3.0185185185185186
AATS3i,156.24790818660534
AATS3m,60.36258087037037
AATS3p,1.4208071874164816
AATS3s,2.5493827160493825
AATS3v,194.62854538249383
AATS4Z,16.30188679245283
AATS4d,2.943396226415094
AATS4i,155.47535061879424
AATS4m,57.35558666037734
AATS4p,1.411991463686717
AATS4s,2.7295597484276732
AATS4v,192.3532240133958
AATS5Z,14.173076923076923
AATS5d,2.4615384615384617
AATS5i,155.71612413383264
AATS5m,47.83221640384615
AATS5p,1.3554852419557308
AATS5s,2.625
AATS5v,176.19723072867677
AATS6Z,8.214285714285714
AATS6d,1.6785714285714286
AATS6i,163.25337066044432
AATS6m,24.59679124999999
AATS6p,1.0247956490997143
AATS6s,2.0595238095238098
AATS6v,117.77152684406822
AATS7Z,3.86046511627907
AATS7d,1.3488372093023255
AATS7i,172.77672743005053
AATS7m,8.87251369767442
AATS7p,0.7412936641215114
AATS7s,1.5116279069767442
AATS7v,71.87533868852225
AATS8Z,2.3333333333333335
AATS8d,1.2
AATS8i,176.4389575412226
AATS8m,3.9736704
AATS8p,0.6229946128892666
AATS8s,1.2666666666666666
AATS8v,53.391176948153834
AMID_C,1.731596454744195
AMID_N,0.14290734175761718
AMID_O,0.14368219154283793
AMID_X,0.0
AMID_h,0.2865895333004551
ATS0dv,176.0
ATS0pe,162.0252
ATS0se,201.37957600000004
ATS1dv,196.0
ATS1pe,177.94160000000008
ATS1se,213.4908920000001
ATS2dv,253.0
ATS2pe,286.68700000000007
ATS2se,351.3629360000001
ATS3dv,196.0
ATS3pe,328.6549999999999
ATS3se,406.52648400000004
ATS4dv,159.0
ATS4pe,331.6139999999999
ATS4se,407.94785999999976
ATS5dv,115.0
ATS5pe,318.1265000000001
ATS5se,392.77632399999993
ATS6dv,48.0
ATS6pe,316.78600000000006
ATS6se,405.4910880000001
ATS7dv,3.0
ATS7pe,225.9085
ATS7se,300.01661199999995
ATS8dv,0.0
ATS8pe,75.68000000000002
ATS8se,102.37363199999999
ATSC0Z,187.62962962962965
ATSC0c,0.21544209037612663
ATSC0d,14.518518518518519
ATSC0i,39.27349796147472
ATSC0m,898.0398686666666
ATSC0p,6.396600760241408
ATSC0s,11.310699588477368
ATSC0v,1415.6533404441886
ATSC1Z,14.161865569272981
ATSC1c,-0.027512888939781804
ATSC1d,8.980795610425242
ATSC1i,1.9848376291448382
ATSC1m,64.10240090123449
ATSC1p,0.011183825362801159
ATSC1s,1.6140070111263514
ATSC1v,4.647052272548255
ATSC2Z,53.126200274348435
ATSC2c,-0.06693022734078868
ATSC2d,4.689986282578876
ATSC2i,-6.668642954260082
ATSC2m,250.6495793580246
ATSC2p,-0.04345545827422648
ATSC2s,1.8223212924859005
ATSC2v,170.64654617642657
ATSC3Z,17.51851851851852
ATSC3c,-0.0146106044624161
ATSC3d,-5.814814814814815
ATSC3i,6.837073619334307
ATSC3m,86.94398411111112
ATSC3p,0.9856716895380373
ATSC3s,-1.2222222222222239
ATSC3v,229.31170381749035
ATSC4Z,-101.56927297668037
ATSC4c,0.010691513825455136
ATSC4d,-16.9437585733882
ATSC4i,-7.187166890747729
ATSC4m,-478.78399579012336
ATSC4p,-1.1356309152452435
ATSC4s,-4.57696997408932
ATSC4v,-464.2475226199705
ATSC5Z,-157.10150891632372
ATSC5c,0.012977529903480297
ATSC5d,-10.850480109739365
ATSC5i,-18.2611042605105
ATSC5m,-753.6117652469137
ATSC5p,-4.4911201041222295
ATSC5s,-5.3514708123761645
ATSC5v,-1112.065228772762
ATSC6Z,-71.82441700960217
ATSC6c,-0.021651597704967218
ATSC6d,1.9245541838134415
ATSC6i,-14.944039473801332
ATSC6m,-346.8165253086418
ATSC6p,-2.7281515375970677
ATSC6s,-3.3604633440024365
ATSC6v,-615.7635828422857
ATSC7Z,74.36762688614543
ATSC7c,-0.01571807742263352
ATSC7d,6.211248285322358
ATSC7i,9.853492020412043
ATSC7m,357.04640719753087
ATSC7p,2.1525871263632004
ATSC7s,2.280902301478438
ATSC7v,542.5977358758469
ATSC8Z,55.5761316872428
ATSC8c,0.010645515987432227
ATSC8d,3.4897119341563783
ATSC8i,5.725991023467618
ATSC8m,266.06594474074075
ATSC8p,1.39656611656018
ATSC8s,2.2533150434385023
ATSC8v,373.736798223701
AXp-0d,0.7118753804464919
AXp-1d,0.4550465668463659
AXp-2d,0.2849201232388482
AXp-3d,0.18195312605249722
AXp-4d,0.11918160350777551
AXp-5d,0.08400479609209002
AXp-6d,0.05412068864824462
AXp-7d,0.03530583551119036
GATS1Z,0.8190527889007951
GATS1c,1.110882415560154
GATS1d,0.5436406705539358
GATS1i,1.042519576285127
GATS1m,0.8260167169828105
GATS1p,1.0343572373346068
GATS1s,0.7183463707476805
GATS1v,0.9795365627908685
GATS2Z,0.7591914389631335
GATS2c,1.1179023572053468
GATS2d,1.0859205384281374
GATS2i,1.1139505927052276
GATS2m,0.7641417976167626
GATS2p,1.010260484003047
GATS2s,0.7295546119933891
GATS2v,0.914459780173148
GATS3Z,0.9238057639163048
GATS3c,1.1827579096951162
GATS3d,1.4260204081632653
GATS3i,0.9199551895011794
GATS3m,0.9203991376378245
GATS3p,0.889638076482706
GATS3s,1.0831362561397124
GATS3v,0.8713354115240709
GATS4Z,1.2772050443578722
GATS4c,1.6268404605659774
GATS4d,1.841499807470158
GATS4i,1.1006486302502625
GATS4m,1.2661485502019494
GATS4p,1.0399680126587487
GATS4s,1.4619929910311285
GATS4v,1.0825591833940233
GATS5Z,1.3830438215554677
GATS5c,0.9616453530047585
GATS5d,1.239795918367347
GATS5i,1.27909998513962
GATS5m,1.3824794784370833
GATS5p,1.3024214416562765
GATS5s,1.3231080589412407
GATS5v,1.3318166463856542
GATS6Z,1.144446872708815
GATS6c,0.769605542067644
GATS6d,0.5276512390670555
GATS6i,1.0760007387385988
GATS6m,1.1475507804666172
GATS6p,1.1498248911228686
GATS6s,1.0547149094311181
GATS6v,1.1775455409967273
GATS7Z,0.7411929966305235
GATS7c,0.48495897719027325
GATS7d,0.31235168485999054
GATS7i,0.6380028015233516
GATS7m,0.7438946890546461
GATS7p,0.7232405151014868
GATS7s,0.6548645984490483
GATS7v,0.760446194159898
GATS8Z,0.4619028819581524
GATS8c,0.20223017460278228
GATS8d,0.17908163265306123
GATS8i,0.48256368722781157
GATS8m,0.4673461752759317
GATS8p,0.5454361858091318
GATS8s,0.30649445151901034
GATS8v,0.5512943583192196
MATS1Z,0.07278213298742317
MATS1c,-0.12314346614927235
MATS1d,0.5964832361516036
MATS1i,0.04873389614641866
MATS1m,0.06883105260376786
MATS1p,0.0016859584383391156
MATS1s,0.13760102913277358
MATS1v,0.003165383778595979
MATS2Z,0.16265718053607278
MATS2c,-0.17846688856885676
MATS2d,0.18557316543638736
MATS2i,-0.09754472473905686
MATS2m,0.1603382977866107
MATS2p,-0.003902662498084854
MATS2s,0.09255532031011106
MATS2v,0.06924788139250998
MATS3Z,0.046683774180813264
MATS3c,-0.03390842624323867
MATS3d,-0.2002551020408163
MATS3i,0.08704436801174578
MATS3m,0.048407641545023035
MATS3p,0.0770465225580874
MATS3s,-0.05402947062033843
MATS3v,0.08099147484282394
MATS4Z,-0.27577114168448175
MATS4c,0.025281133511073216
MATS4d,-0.5945321524836348
MATS4i,-0.0932279296893535
MATS4m,-0.27160133592527497
MATS4p,-0.09044318670299738
MATS4s,-0.2061467489985963
MATS4v,-0.16706311366128665
MATS5Z,-0.43474976464514553
MATS5c,0.03127677058245842
MATS5d,-0.38804945054945045
MATS5i,-0.24142813103862637
MATS5m,-0.43572499420485594
MATS5p,-0.36455733815145136
MATS5s,-0.24566546787758364
MATS5v,-0.4078812712646844
MATS6Z,-0.18456375838926167
MATS6c,-0.04845461330678491
MATS6d,0.06391217201166176
MATS6i,-0.1834611700801927
MATS6m,-0.1862000967339383
MATS6p,-0.20563402756530447
MATS6s,-0.1432469658774915
MATS6v,-0.20971660552360105
MATS7Z,0.24887301572728368
MATS7c,-0.04581040992243598
MATS7d,0.26862838158519214
MATS7i,0.15753820530524404
MATS7m,0.24964585417976634
MATS7p,0.21130355408364768
MATS7s,0.12662297828413835
MATS7v,0.2406669021210672
MATS8Z,0.5331622581918674
MATS8c,0.08894236378752367
MATS8d,0.4326530612244897
MATS8i,0.2624361051911428
MATS8m,0.5332933617350322
MATS8p,0.39299295110508853
MATS8s,0.3585955975986904
MATS8v,0.4752054882246673
MAXaaN,3.988787792894936
MAXaaO,5.248991874527589
MINaaN,3.988787792894936
MINaaO,5.248991874527589
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,18.349620449865967
SpAD_D,84.979337454411
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.8800273998488285
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,253
TMWC10,98.4953798000885
TSRW10,59.4804436771803
VE1_Dt,3.7049491984592815
VE2_Dt,0.2646392284613773
VE3_Dt,1.64614178365833
VR1_Dt,59.64123338623011
VR2_Dt,4.2600880990164365
VR3_Dt,4.424819406824202
Xc-3dv,0.329805515857026
Xc-4dv,0.0
Xc-5dv,0.0668263789642565
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.32188405478043614
Xch-7d,0.36841501434014673
Xp-0dv,8.449320013098498
Xp-1dv,4.831648903119747
Xp-2dv,3.2857395120477446
Xp-3dv,2.316988087055697
Xp-4dv,1.6326395393930484
Xp-5dv,1.005751501108759
Xp-6dv,0.4106584472557533
Xp-7dv,0.2006227156409954
Xpc-4d,1.8479006421325703
Xpc-5d,3.370368353709635
Xpc-6d,4.829859676945077
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,28
nFRing,0
nHBAcc,2
nHBDon,0
nHRing,1
nSpiro,0
naRing,2
piPC10,5.674905991665257
AATS0dv,6.518518518518518
AATS0pe,6.000933333333334
AATS0se,7.458502814814817
AATS1dv,7.0
AATS1pe,6.355057142857146
AATS1se,7.624674714285717
AATS2dv,5.382978723404255
AATS2pe,6.099723404255321
AATS2se,7.475807148936172
AATS3dv,3.6296296296296298
AATS3pe,6.086203703703702
AATS3se,7.528268222222223
AATS4dv,3.0
AATS4pe,6.256867924528301
AATS4se,7.697129433962259
AATS5dv,2.2115384615384617
AATS5pe,6.1178173076923095
AATS5se,7.553390846153845
AATS6dv,0.8571428571428571
AATS6pe,5.656892857142858
AATS6se,7.240912285714288
AATS7dv,0.06976744186046512
AATS7pe,5.253686046511628
AATS7se,6.977130511627906
AATS8dv,0.0
AATS8pe,5.045333333333335
AATS8se,6.824908799999999
AATSC0Z,6.949245541838135
AATSC0c,0.007979336680597283
AATSC0d,0.5377229080932785
AATSC0i,1.4545739985731376
AATSC0m,33.26073587654321
AATSC0p,0.2369111392682003
AATSC0s,0.41891479957323585
AATSC0v,52.431605201636614
AATSC1Z,0.5057809131883207
AATSC1c,-0.0009826031764207787
AATSC1d,0.32074270037233005
AATSC1i,0.07088705818374422
AATSC1m,2.2893714607583746
AATSC1p,0.00039942233438575566
AATSC1s,0.057643107540226834
AATSC1v,0.16596615259100908
AATSC2Z,1.1303446866882645
AATSC2c,-0.0014240473902295465
AATSC2d,0.09978694218252927
AATSC2i,-0.141886020303406
AATSC2m,5.332969773574991
AATSC2p,-0.0009245842186005633
AATSC2s,0.03877279345714682
AATSC2v,3.6307775782218417
AATSC3Z,0.3244170096021948
AATSC3c,-0.00027056674930400185
AATSC3d,-0.10768175582990398
AATSC3i,0.1266124744321168
AATSC3m,1.610073779835391
AATSC3p,0.01825317943588958
AATSC3s,-0.02263374485596711
AATSC3v,4.246513033657229
AATSC4Z,-1.9164013769184975
AATSC4c,0.0002017266759519837
AATSC4d,-0.3196935579884566
AATSC4i,-0.13560692246693828
AATSC4m,-9.033660297926856
AATSC4p,-0.02142699840085365
AATSC4s,-0.08635792403942114
AATSC4v,-8.759387219244726
AATSC5Z,-3.021182863775456
AATSC5c,0.0002495678827592365
AATSC5d,-0.20866307903344933
AATSC5i,-0.3511750819328942
AATSC5m,-14.492533947056033
AATSC5p,-0.08636769431004288
AATSC5s,-0.10291290023800316
AATSC5v,-21.38586978409158
AATSC6Z,-1.2825788751714673
AATSC6c,-0.00038663567330298604
AATSC6d,0.0343670389966686
AATSC6i,-0.2668578477464524
AATSC6m,-6.193152237654318
AATSC6p,-0.048716991742804784
