DLiP-ID,I000L7
GGI7,0.3967545351473923
GGI8,0.30840576971529354
GGI9,0.175
JGI1,0.13513513513513514
JGI2,0.07547169811320756
JGI3,0.04337002096436059
JGI4,0.028938271604938275
JGI5,0.017178362573099418
JGI6,0.015268707482993193
JGI7,0.009446536551128388
JGI8,0.00790784024911009
JGI9,0.00564516129032258
MIC0,11.96706751625242
MIC1,30.642557666756147
MIC2,39.07722969319265
MIC3,41.3800943663704
MIC4,41.560776476406765
MIC5,41.560776476406765
MPC2,53
MPC3,75
MPC4,102
MPC5,125
MPC6,134
MPC7,158
MPC8,189
MPC9,208
Mare,0.9658666666666669
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.17459160307354227
RPCG,0.09525188663944847
SIC0,0.2353904422023868
SIC1,0.6012216224432247
SIC2,0.8130300495838004
SIC3,0.9301525139679874
SIC4,0.9604981115602843
SIC5,0.9604981115602843
SaaN,4.384271895437721
SaaO,0
SaaS,0
Sare,57.95200000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,10.138819845706351
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,83.42553536048456
TIC1,213.08102084918278
TIC2,288.1487732300207
TIC3,329.65854823434756
TIC4,340.41343573651113
TIC5,340.41343573651113
Vabc,384.22198617039044
WPol,53
apol,68.96220399999999
bpol,32.079795999999995
nRot,5
ABCGG,18.391401199520352
ATS0Z,1260.0
ATS0d,208.0
ATS0i,9631.553408151472
ATS0m,4964.333256000002
ATS0p,93.232665335772
ATS0s,172.02777777777777
ATS0v,13494.948661149043
ATS1Z,1570.0
ATS1d,274.0
ATS1i,9458.246109246256
ATS1m,5948.480253000003
ATS1p,123.01296033600003
ATS1s,180.44444444444446
ATS1v,17751.140669185883
ATS2Z,2367.0
ATS2d,448.0
ATS2i,17457.753860615798
ATS2m,8778.634621000005
ATS2p,194.1975433099431
ATS2s,297.3333333333332
ATS2v,27213.220797926748
ATS3Z,2562.0
ATS3d,506.0
ATS3i,24823.863099167127
ATS3m,9205.381457000003
ATS3p,223.58790266322492
ATS3s,383.1111111111111
ATS3v,30058.266308056514
ATS4Z,2325.0
ATS4d,476.0
ATS4i,25795.75279971753
ATS4m,8071.168809000001
ATS4p,220.84940944352695
ATS4s,373.91666666666674
ATS4v,28791.28556592205
ATS5Z,2045.0
ATS5d,448.0
ATS5i,26485.566064848375
ATS5m,6973.008978
ATS5p,209.06025326541302
ATS5s,351.6666666666666
ATS5v,26289.067591686617
ATS6Z,1960.0
ATS6d,424.0
ATS6i,24743.469347527258
ATS6m,6902.180808
ATS6p,192.93669918475206
ATS6s,314.5277777777777
ATS6v,24729.89777757362
ATS7Z,2025.0
ATS7d,418.0
ATS7i,21624.122516378626
ATS7m,7219.311765999999
ATS7p,188.25455860062098
ATS7s,306.4722222222221
ATS7v,24819.917242821615
ATS8Z,1956.0
ATS8d,398.0
ATS8i,21366.095314557384
ATS8m,6870.204570999999
ATS8p,185.06219561837602
ATS8s,309.2499999999999
ATS8v,24187.1990414623
C1SP1,0
C1SP2,2
C1SP3,2
C2SP1,0
C2SP2,13
C2SP3,6
C3SP2,4
C3SP3,0
C4SP3,0
FCSP3,0.2962962962962963
GGI10,0.11825732068156311
JGI10,0.005141622638328831
JGT10,0.3435033566026241
Kier1,22.463111760409056
Kier2,9.932360270558918
Kier3,4.64
MID_C,57.405460434464594
MID_N,8.468816563599873
MID_O,1.778550104376234
MID_X,0.0
MID_h,10.247366667976106
MPC10,237
MWC01,37.0
MWC02,5.198497031265826
MWC03,6.07993319509559
MWC04,6.974478911025045
MWC05,7.865187954187467
MWC06,8.76201995356159
MWC07,9.654962088618868
MWC08,10.552186379610337
MWC09,11.445962674331183
MWC10,12.343244279429417
NaaCH,10
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,5.281400000000005
SRW02,4.31748811353631
SRW03,0.0
SRW04,5.659482215759621
SRW05,3.044522437723423
SRW06,7.201170883281678
SRW07,5.41610040220442
SRW08,8.833899942908635
SRW09,7.515889085215125
SRW10,10.512845432366365
SaaCH,21.25704427567074
SaaNH,3.3991778313410066
SaaSe,0
SaaaC,2.5478320337505425
SaasC,8.312672273219174
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.5905220708172614
SssPH,0
SssSe,0
SsssB,0
SsssN,2.5326208986553502
SsssP,0
VE1_A,5.065561385340041
VE1_D,5.578027709336922
VE2_A,0.1582987932918763
VE2_D,0.17431336591677882
VE3_A,2.7856157775618917
VE3_D,2.881986066610135
VR1_A,298.0081881594665
VR1_D,220.82411021738542
VR2_A,9.312755879983328
VR2_D,6.9007534442932945
VR3_A,6.860271772978788
VR3_D,6.560517313072415
WPath,3269
Xc-3d,1.817490792912598
Xc-4d,0.0
Xc-5d,0.49198750914037903
Xc-6d,0.0
Xp-0d,21.492988584816832
Xp-1d,15.759152830872498
Xp-2d,14.226195974481517
Xp-3d,12.885166371861528
Xp-4d,11.350106108232751
Xp-5d,9.154678114584598
Xp-6d,6.390542940577322
Xp-7d,4.86634009174949
ZMIC0,106.42873950442647
ZMIC1,56.203140323799545
ZMIC2,31.071597199788105
ZMIC3,24.03165549948817
ZMIC4,23.160895715767406
ZMIC5,23.160895715767406
nAcid,0
nAtom,60
nBase,0
nRing,6
piPC1,3.8918202981106265
piPC2,4.524502282920636
piPC3,5.1597734320999695
piPC4,5.756730648974297
piPC5,6.240884821500411
piPC6,6.463492493228552
piPC7,6.829075574289535
piPC8,7.209701346172933
piPC9,7.365607744231211
AATS0Z,21.0
AATS0d,3.466666666666667
AATS0i,160.52589013585788
AATS0m,82.73888760000003
AATS0p,1.5538777555962
AATS0s,2.8671296296296296
AATS0v,224.9158110191507
AATS1Z,24.153846153846153
AATS1d,4.2153846153846155
AATS1i,145.51147860378856
AATS1m,91.51508081538466
AATS1p,1.8925070820923082
AATS1s,2.7760683760683764
AATS1v,273.094471833629
AATS2Z,20.405172413793103
AATS2d,3.8620689655172415
AATS2i,150.49787810875688
AATS2m,75.67788466379315
AATS2p,1.6741167526719232
AATS2s,2.5632183908045967
AATS2v,234.5967310166099
AATS3Z,16.21518987341772
AATS3d,3.2025316455696204
AATS3i,157.11305758966537
AATS3m,58.26190795569622
AATS3p,1.4151133079950944
AATS3s,2.4247538677918423
AATS3v,190.2421918231425
AATS4Z,14.263803680981596
AATS4d,2.920245398773006
AATS4i,158.25615214550632
AATS4m,49.5163730613497
AATS4p,1.3549043524142759
AATS4s,2.2939672801635997
AATS4v,176.6336537786629
AATS5Z,12.319277108433734
AATS5d,2.6987951807228914
AATS5i,159.55160280029142
AATS5m,42.00607818072289
AATS5p,1.259399116056705
AATS5s,2.1184738955823286
AATS5v,158.36787705835312
AATS6Z,12.727272727272727
AATS6d,2.7532467532467533
AATS6i,160.67187888004713
AATS6m,44.81935589610389
AATS6p,1.2528357089918964
AATS6s,2.042388167388167
AATS6v,160.5837518024261
AATS7Z,14.781021897810218
AATS7d,3.051094890510949
AATS7i,157.84031033853012
AATS7m,52.695706321167876
AATS7p,1.3741208656979633
AATS7s,2.2370235198702346
AATS7v,181.16727914468333
AATS8Z,14.382352941176471
AATS8d,2.926470588235294
AATS8i,157.1036420188043
AATS8m,50.516210080882345
AATS8p,1.360751438370412
AATS8s,2.2738970588235285
AATS8v,177.84705177545808
AMID_C,1.7939206385770186
AMID_N,0.26465051761249603
AMID_O,0.05557969076175731
AMID_X,0.0
AMID_h,0.3202302083742533
ATS0dv,378.0
ATS0pe,359.88749999999993
ATS0se,445.8691839999999
ATS1dv,429.0
ATS1pe,415.30150000000003
ATS1se,496.5339959999998
ATS2dv,608.0
ATS2pe,723.1305
ATS2se,876.7944679999997
ATS3dv,574.0
ATS3pe,957.4431000000001
ATS3se,1182.0701719999997
ATS4dv,453.0
ATS4pe,977.6481
ATS4se,1213.1904039999993
ATS5dv,419.0
ATS5pe,966.1237999999998
ATS5se,1213.6597840000002
ATS6dv,434.0
ATS6pe,886.5790000000002
ATS6se,1119.1102320000005
ATS7dv,449.0
ATS7pe,810.2895
ATS7se,1008.9716079999998
ATS8dv,398.0
ATS8pe,807.6120000000001
ATS8se,1004.9658039999997
ATSC0Z,408.7333333333333
ATSC0c,0.8234414233292433
ATSC0d,34.60000000000001
ATSC0i,92.36692616123668
ATSC0m,1960.3165175999993
ATSC0p,13.969572326811734
ATSC0s,34.516203703703695
ATSC0v,3123.2962627696425
ATSC1Z,25.038888888888884
ATSC1c,-0.3474888712960277
ATSC1d,13.049999999999997
ATSC1i,-4.170370135628751
ATSC1m,122.61324719999985
ATSC1p,0.8404970772800227
ATSC1s,-2.630979938271608
ATSC1v,210.95339214051245
ATSC2Z,-10.01777777777776
ATSC2c,-0.06458587667315341
ATSC2d,-2.1599999999999957
ATSC2i,-17.878395861959497
ATSC2m,-47.95321556000021
ATSC2p,-1.0627103355344845
ATSC2s,-0.7345679012345708
ATSC2v,-157.52958949338054
ATSC3Z,-28.964444444444425
ATSC3c,0.05633115470773962
ATSC3d,-18.28
ATSC3i,-18.04536383695479
ATSC3m,-141.33711628000012
ATSC3p,-1.657160038018964
ATSC3s,2.6624228395061693
ATSC3v,-331.42631051303806
ATSC4Z,-210.0922222222222
ATSC4c,-0.22747801580731059
ATSC4d,-16.83
ATSC4i,-6.880826467705542
ATSC4m,-1004.5890790799998
ATSC4p,-4.643770838995142
ATSC4s,-9.959297839506172
ATSC4v,-1281.5297600890083
ATSC5Z,-89.69555555555559
ATSC5c,0.3279031265683335
ATSC5d,2.9399999999999995
ATSC5i,1.690113368391756
ATSC5m,-438.62405675999986
ATSC5p,-3.207035779236596
ATSC5s,1.4116512345679049
ATSC5v,-820.6673058833799
ATSC6Z,156.01777777777778
ATSC6c,-0.19993672928559517
ATSC6d,12.259999999999998
ATSC6i,12.8602946228481
ATSC6m,752.3709417599998
ATSC6p,4.803811768898951
ATSC6s,1.8676697530864244
ATSC6v,1185.8077578430282
ATSC7Z,25.025555555555552
ATSC7c,0.052427449720017796
ATSC7d,-2.070000000000001
ATSC7i,3.0081021922427134
ATSC7m,121.17063507999993
ATSC7p,0.7318060858181419
ATSC7s,3.547260802469136
ATSC7v,225.15914113286317
ATSC8Z,-76.99555555555557
ATSC8c,-0.08232657367710729
ATSC8d,-9.66
ATSC8i,-18.49795826812175
ATSC8m,-369.7837073599999
ATSC8p,-2.716856153587596
ATSC8s,-4.040895061728394
ATSC8v,-607.7286502107262
AXp-0d,0.671655893275526
AXp-1d,0.4259230494830405
AXp-2d,0.2684187919713494
AXp-3d,0.17180221829148704
AXp-4d,0.11127555008071324
AXp-5d,0.07323742491667679
AXp-6d,0.04769061895953225
AXp-7d,0.03079962083385753
GATS1Z,0.8427725430661331
GATS1c,1.4444912692955922
GATS1d,0.6820809248554911
GATS1i,1.181419930234249
GATS1m,0.8429730812709919
GATS1p,0.9496866755031304
GATS1s,0.943060105342984
GATS1v,0.8966070000710658
GATS2Z,0.9407533225721181
GATS2c,1.0849671857969134
GATS2d,1.2348016743073547
GATS2i,1.1957376266691755
GATS2m,0.9416257121357392
GATS2p,1.028823857323907
GATS2s,0.8073939859256881
GATS2v,0.9879728643062966
GATS3Z,1.0017595783205913
GATS3c,1.0635862630680977
GATS3d,1.3328638325894484
GATS3i,1.1090061345327888
GATS3m,1.0015059069527366
GATS3p,1.0157766467904559
GATS3s,0.9155257905768319
GATS3v,1.0041385630014559
GATS4Z,1.163200090458527
GATS4c,1.1928425460341596
GATS4d,1.13505798077946
GATS4i,1.0540402224249965
GATS4m,1.1624065916267978
GATS4p,1.0901477915205398
GATS4s,0.953712682982424
GATS4v,1.1170009183329677
GATS5Z,1.0513084797189083
GATS5c,0.7199647576991232
GATS5d,0.8628734591545368
GATS5i,0.9530888670609408
GATS5m,1.0548118118667884
GATS5p,1.0755935852706875
GATS5s,0.6879129420909446
GATS5v,1.0943158708888794
GATS6Z,0.8328152438004013
GATS6c,0.8718137563043782
GATS6d,0.8526011560693639
GATS6i,0.880060238939452
GATS6m,0.8342091187493464
GATS6p,0.8668072882286878
GATS6s,0.6937265001781132
GATS6v,0.8638521056270945
GATS7Z,0.9361572813522759
GATS7c,0.8544525449691103
GATS7d,1.070418969663727
GATS7i,0.98489655312145
GATS7m,0.9377469628657874
GATS7p,0.9659618010376564
GATS7s,0.6115438218098921
GATS7v,0.958577945545235
GATS8Z,1.0497100079633879
GATS8c,0.9708740033987611
GATS8d,1.109635328119687
GATS8i,1.0778968197714554
GATS8m,1.0507540002822149
GATS8p,1.077194538631422
GATS8s,0.9414299352629525
GATS8v,1.0727075888789568
MATS1Z,0.05654743234257179
MATS1c,-0.38953463966210805
MATS1d,0.3481547354379723
MATS1i,-0.04167695724948369
MATS1m,0.05773631856778579
MATS1p,0.05553809650004227
MATS1s,-0.07036106539828635
MATS1v,0.06234637759180317
MATS2Z,-0.012677236654874302
MATS2c,-0.040569355618915115
MATS2d,-0.032290213274865386
MATS2i,-0.1001164217520225
MATS2m,-0.012652746194776443
MATS2p,-0.03934821674563523
MATS2s,-0.011007841931090032
MATS2v,-0.02608808620655598
MATS3Z,-0.026910347703825117
MATS3c,0.025978262850353522
MATS3d,-0.2006292529450501
MATS3i,-0.07418964878770273
MATS3m,-0.027379416617723216
MATS3p,-0.04504799900370258
MATS3s,0.02929194231766707
MATS3v,-0.040296559151350185
MATS4Z,-0.18920541590408996
MATS4c,-0.10168815482822285
MATS4d,-0.17904890244334898
MATS4i,-0.027421282313144214
MATS4m,-0.1886365736106333
MATS4p,-0.12236333790518722
MATS4s,-0.10621096213813414
MATS4v,-0.1510355426951138
MATS5Z,-0.0793184154003062
MATS5c,0.14393155240467898
MATS5d,0.03071244515634792
MATS5i,0.006613669799455602
MATS5m,-0.08087409062414234
MATS5p,-0.08297817081596885
MATS5s,0.01478248854852046
MATS5v,-0.09497233438983545
MATS6Z,0.1487183506429959
MATS6c,-0.09459984011909656
MATS6d,0.1380526987463403
MATS6i,0.05424565487613886
MATS6m,0.14953275816373163
MATS6p,0.13397797234662034
MATS6s,0.02108179527534372
MATS6v,0.14792161347081265
MATS7Z,0.026814787123473266
MATS7c,0.027884104727020364
MATS7d,-0.026201426100164557
MATS7i,0.01426286521866887
MATS7m,0.027070848480564676
MATS7p,0.0229426505113292
MATS7s,0.04500914672800711
MATS7v,0.031572362829412386
MATS8Z,-0.0831070643883063
MATS8c,-0.04410823427323034
MATS8d,-0.12317239034342058
MATS8i,-0.08835266345848437
MATS8m,-0.08322118873632128
MATS8p,-0.08580169678030958
MATS8s,-0.05164959149778884
MATS8v,-0.08584378759431671
MAXaaN,4.384271895437721
MAXsOH,10.138819845706351
MINaaN,4.384271895437721
MINsOH,10.138819845706351
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,43.55033351516214
SpAD_D,422.0350408730617
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,7.10001235638118
SssNH2,0
SsssAs,0
SsssCH,-0.429640147645993
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1350
TMWC10,147.87647246712532
TSRW10,84.50139851299558
VE1_Dt,5.595316943308379
VE2_Dt,0.17485365447838686
VE3_Dt,2.8850807975627206
VR1_Dt,218.3885860317764
VR2_Dt,6.824643313493013
VR3_Dt,6.549426790551472
Xc-3dv,0.9245421138257907
Xc-4dv,0.0
Xc-5dv,0.17767299684247098
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.19245008972987526
Xch-6d,0.7114036059616667
Xch-7d,1.10062888921504
Xp-0dv,18.142241215891595
Xp-1dv,11.618393381886438
Xp-2dv,8.945369551837393
Xp-3dv,6.9718538938604135
Xp-4dv,5.327814909586062
Xp-5dv,3.6463984183947504
Xp-6dv,2.2068866171126627
Xp-7dv,1.446714281746789
Xpc-4d,4.984139297595199
Xpc-5d,8.564051752116802
Xpc-6d,12.564597708871041
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,65
nFRing,3
nHBAcc,4
nHBDon,3
nHRing,3
nSpiro,0
naRing,4
piPC10,7.708405405119589
AATS0dv,6.3
AATS0pe,5.998124999999999
AATS0se,7.431153066666665
AATS1dv,6.6
AATS1pe,6.389253846153847
AATS1se,7.63898455384615
AATS2dv,5.241379310344827
AATS2pe,6.233883620689655
AATS2se,7.558572999999997
AATS3dv,3.632911392405063
AATS3pe,6.059766455696203
AATS3se,7.481456784810125
AATS4dv,2.7791411042944785
AATS4pe,5.997841104294478
AATS4se,7.442885914110425
AATS5dv,2.5240963855421685
AATS5pe,5.820022891566264
AATS5se,7.31120351807229
AATS6dv,2.8181818181818183
AATS6pe,5.757006493506495
AATS6se,7.266949558441562
AATS7dv,3.2773722627737225
AATS7pe,5.914521897810219
AATS7se,7.364756262773722
AATS8dv,2.926470588235294
AATS8pe,5.9383235294117656
AATS8se,7.389454441176468
AATSC0Z,6.812222222222221
AATSC0c,0.013724023722154055
AATSC0d,0.5766666666666668
AATSC0i,1.5394487693539447
AATSC0m,32.67194195999999
AATSC0p,0.23282620544686225
AATSC0s,0.5752700617283949
AATSC0v,52.054937712827375
AATSC1Z,0.38521367521367517
AATSC1c,-0.005345982635323503
AATSC1d,0.20076923076923073
AATSC1i,-0.06415954054813464
AATSC1m,1.886357649230767
AATSC1p,0.012930724265846502
AATSC1s,-0.040476614434947815
AATSC1v,3.24543680216173
AATSC2Z,-0.08636015325670482
AATSC2c,-0.0005567747989064949
AATSC2d,-0.018620689655172377
AATSC2i,-0.15412410225827153
AATSC2m,-0.41338978931034664
AATSC2p,-0.009161295995986935
AATSC2s,-0.0063324819071945765
AATSC2v,-1.3580137025291426
AATSC3Z,-0.1833192686357242
AATSC3c,0.0003565262956186052
AATSC3d,-0.11569620253164557
AATSC3i,-0.11421116352503033
AATSC3m,-0.8945387106329121
AATSC3p,-0.010488354671006101
AATSC3s,0.01685077746522892
AATSC3v,-2.097634876664798
AATSC4Z,-1.2889093387866393
AATSC4c,-0.0013955706491246048
AATSC4d,-0.10325153374233127
AATSC4i,-0.04221365931107694
AATSC4m,-6.163123184539876
AATSC4p,-0.028489391650276943
AATSC4s,-0.06109998674543664
AATSC4v,-7.862145767417228
AATSC5Z,-0.5403346720214192
