DLiP-ID,C001AT
MINdO,11.506073650942877
MPC10,378
MWC01,28.0
MWC02,4.962844630259907
MWC03,5.8888779583328805
MWC04,6.836259277277067
MWC05,7.783640596221253
MWC06,8.739216115061744
MWC07,9.69393867348769
MWC08,10.652849646423808
MWC09,11.610895739945756
MWC10,12.571357914003604
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,7
NaasC,1
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.2901000000000016
SRW02,4.04305126783455
SRW03,0.0
SRW04,5.43372200355424
SRW05,2.3978952727983707
SRW06,7.046647277848756
SRW07,4.844187086458591
SRW08,8.76732914779405
SRW09,7.080867896690782
SRW10,10.547628295541239
SaaCH,15.96395907817264
SaaNH,0
SaaSe,0
SaaaC,4.546699525489209
SaasC,0.18792695473251064
SaasN,1.6040480914588056
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.0090505584950027
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.359471142453131
VE1_D,4.825290318911236
VE2_A,0.18164463093554714
VE2_D,0.20105376328796817
VE3_A,2.347819489755201
VE3_D,2.4493396400572602
VR1_A,179.05064617312317
VR1_D,148.17728472025243
VR2_A,7.460443590546799
VR2_D,6.174053530010518
VR3_A,6.063137442689474
VR3_D,5.873878163975927
WPath,1137
Xc-3d,1.7311688928798237
Xc-4d,0.0
Xc-5d,0.6847573121980968
Xc-6d,0.0
Xp-0d,16.421920772951363
Xp-1d,11.664703797946451
Xp-2d,11.029454788887588
Xp-3d,10.161633225754663
Xp-4d,9.543691739351326
Xp-5d,8.478716256940773
Xp-6d,6.604735385573798
Xp-7d,5.41255246209629
ZMIC0,69.45929349231874
ZMIC1,55.95613260681989
ZMIC2,33.20069865376152
ZMIC3,25.196741451899364
ZMIC4,24.240264125957502
ZMIC5,24.240264125957502
nAcid,1
nAtom,34
nBase,0
nRing,5
piPC1,3.7612001156935624
piPC2,4.564348191467836
piPC3,5.395330640718035
piPC4,6.218973555931831
piPC5,6.981731546034552
piPC6,7.606923359988646
piPC7,8.271262681302645
piPC8,8.909898066257137
piPC9,9.476572896272135
AATS0Z,28.941176470588236
AATS0d,4.470588235294118
AATS0i,154.03244908764677
AATS0m,115.04338352941174
AATS0p,1.8172012073085295
AATS0s,6.493464052287583
AATS0v,279.2193898495002
AATS1Z,29.894736842105264
AATS1d,5.2368421052631575
AATS1i,141.51305116598024
AATS1m,116.52777778947366
AATS1p,2.0930970204210526
AATS1s,3.7777777777777772
AATS1v,318.37425328511756
AATS2Z,29.048387096774192
AATS2d,5.161290322580645
AATS2i,143.76475495512258
AATS2m,112.71578791935481
AATS2p,2.007044611129032
AATS2s,4.143369175627241
AATS2v,302.09559388386026
AATS3Z,25.753086419753085
AATS3d,4.54320987654321
AATS3i,148.21908611680178
AATS3m,99.02228327160493
AATS3p,1.8002657919147402
AATS3s,3.714677640603566
AATS3v,269.65869636655015
AATS4Z,25.270588235294117
AATS4d,4.117647058823529
AATS4i,151.91701338288115
AATS4m,96.04746527058823
AATS4p,1.6846782613240818
AATS4s,4.330718954248366
AATS4v,255.15026936681667
AATS5Z,22.675
AATS5d,3.6375
AATS5i,152.6213936289306
AATS5m,84.6295730875
AATS5p,1.5792243062568374
AATS5s,4.272222222222223
AATS5v,234.92522127852007
AATS6Z,20.085714285714285
AATS6d,3.2
AATS6i,154.13564411029063
AATS6m,73.68244292857142
AATS6p,1.466773510146357
AATS6s,4.0888888888888895
AATS6v,212.7667380632927
AATS7Z,18.454545454545453
AATS7d,2.8
AATS7i,157.94329899916173
AATS7m,66.74840281818182
AATS7p,1.3536315895107998
AATS7s,5.191919191919192
AATS7v,187.75039239432473
AATS8Z,14.55
AATS8d,2.55
AATS8i,157.92368547062352
AATS8m,51.223150075
AATS8p,1.2620518351198
AATS8s,3.0833333333333335
AATS8v,168.63528377730213
AMID_C,1.7116194961086357
AMID_N,0.18385004085507775
AMID_O,0.2189891158660866
AMID_X,0.0
AMID_h,0.4028391567211644
ATS0dv,388.0
ATS0pe,225.9315
ATS0se,270.912864
ATS1dv,422.0
ATS1pe,253.184
ATS1se,298.29544799999996
ATS2dv,678.0
ATS2pe,413.7778
ATS2se,488.17143599999997
ATS3dv,742.0
ATS3pe,528.2875
ATS3se,631.7794920000001
ATS4dv,738.0
ATS4pe,569.7156
ATS4se,680.68784
ATS5dv,579.0
ATS5pe,529.6474999999999
ATS5se,638.210916
ATS6dv,427.0
ATS6pe,453.88849999999996
ATS6se,552.2378359999999
ATS7dv,319.0
ATS7pe,356.28009999999995
ATS7se,435.828748
ATS8dv,163.0
ATS8pe,241.24949999999998
ATS8se,300.8131
ATSC0Z,212.11764705882354
ATSC0c,0.8524745212181132
ATSC0d,23.88235294117647
ATSC0i,52.51194656380173
ATSC0m,1006.0488635294118
ATSC0p,7.392547064816469
ATSC0s,78.0294117647059
ATSC0v,1476.4128986330838
ATSC1Z,2.280276816608999
ATSC1c,-0.6139021003391436
ATSC1d,10.249134948096886
ATSC1i,-3.004232897904343
ATSC1m,14.345006173010503
ATSC1p,0.482911989961592
ATSC1s,-8.353133410226834
ATSC1v,88.49949214869324
ATSC2Z,11.4325259515571
ATSC2c,0.24497167188443814
ATSC2d,6.214532871972318
ATSC2i,-1.9435575459438255
ATSC2m,45.49456985813171
ATSC2p,-0.39116647781032865
ATSC2s,18.599961553248757
ATSC2v,-152.98092603332447
ATSC3Z,55.95501730103807
ATSC3c,-0.03451599407328962
ATSC3d,-2.3079584775086497
ATSC3i,-12.983142029675806
ATSC3m,267.40784776816616
ATSC3p,-0.032111155760826564
ATSC3s,-1.0602652825836183
ATSC3v,232.06518562790313
ATSC4Z,-48.52941176470588
ATSC4c,0.06649928638407607
ATSC4d,-12.999999999999998
ATSC4i,-2.3653132807971193
ATSC4m,-227.36871082352928
ATSC4p,-1.1461708476691763
ATSC4s,-11.299019607843142
ATSC4v,-199.9220858033458
ATSC5Z,-105.33564013840831
ATSC5c,0.031131839356644497
ATSC5d,-13.193771626297577
ATSC5i,-8.710090820526558
ATSC5m,-494.1664201280277
ATSC5p,-1.936675107443519
ATSC5s,-29.255478662053065
ATSC5v,-469.60360279696465
ATSC6Z,-82.83044982698962
ATSC6c,-0.5035436894058796
ATSC6d,-9.16955017301038
ATSC6i,-10.63529700389803
ATSC6m,-389.7142610899655
ATSC6p,-1.894937824501851
ATSC6s,-29.12591311034219
ATSC6v,-433.07071951660754
ATSC7Z,-18.660899653979246
ATSC7c,0.6452838291624087
ATSC7d,0.19031141868512047
ATSC7i,14.163169989643215
ATSC7m,-105.00008894463679
ATSC7p,0.1615549180782379
ATSC7s,43.14850057670128
ATSC7v,-325.5187155796474
ATSC8Z,27.332179930795846
ATSC8c,-0.35529214920746316
ATSC8d,-1.5674740484429064
ATSC8i,-2.1725706712977133
ATSC8m,126.73843708304483
ATSC8p,-0.6274424458900242
ATSC8s,-1.737216455209531
ATSC8v,24.69351934072875
AXp-0d,0.6842466988729735
AXp-1d,0.4165965642123733
AXp-2d,0.2564989485787811
AXp-3d,0.15396413978416157
AXp-4d,0.09543691739351326
AXp-5d,0.0592917220765089
AXp-6d,0.03669297436429887
AXp-7d,0.023032138136579956
GATS1Z,0.5956848235397145
GATS1c,1.524016279094364
GATS1d,0.5272556390977443
GATS1i,0.9878596046319128
GATS1m,0.5964522763417596
GATS1p,0.7612730476599208
GATS1s,0.635612778648468
GATS1v,0.6873052516775034
GATS2Z,0.6210415436637862
GATS2c,0.6056077297942638
GATS2d,0.8468933735897028
GATS2i,0.9954093889197537
GATS2m,0.629531980086027
GATS2p,0.8548271960432557
GATS2s,0.42443328510227807
GATS2v,0.8210971747835278
GATS3Z,0.7087261970789425
GATS3c,0.7967915552275089
GATS3d,1.0747126436781609
GATS3i,1.08283582656057
GATS3m,0.7115655707112802
GATS3p,0.9043027862302935
GATS3s,0.6833974737815254
GATS3v,0.825900845551418
GATS4Z,0.9627287853577371
GATS4c,0.9645013324444957
GATS4d,1.2192118226600983
GATS4i,1.0537833535777736
GATS4m,0.9596158966709712
GATS4p,0.9583947166153555
GATS4s,1.0315868827742174
GATS4v,0.9117908753762753
GATS5Z,1.1648606489184692
GATS5c,1.0319649464284255
GATS5d,1.209051724137931
GATS5i,1.0476054561453807
GATS5m,1.159720304731889
GATS5p,1.0639181037428131
GATS5s,1.2972405452946345
GATS5v,1.059520986104184
GATS6Z,1.2401473734252437
GATS6c,1.2682573622909974
GATS6d,1.125158339197748
GATS6i,1.043278613532241
GATS6m,1.2368949378067011
GATS6p,1.135173074008288
GATS6s,1.3587062265539456
GATS6v,1.1598800019439461
GATS7Z,1.217720465890183
GATS7c,0.49023287658592785
GATS7d,0.8793103448275862
GATS7i,0.8049962452418482
GATS7m,1.2257108839365531
GATS7p,1.0460514460631278
GATS7s,0.8607865309712271
GATS7v,1.2324999911411527
GATS8Z,1.1415245424292846
GATS8c,1.1137599627439263
GATS8d,0.94996921182266
GATS8i,0.9614299890899782
GATS8m,1.1503036339632697
GATS8p,1.2009686341475971
GATS8s,0.801781002638522
GATS8v,1.250136359421782
MATS1Z,0.009618472137081483
MATS1c,-0.6443369425685103
MATS1d,0.38397718434016076
MATS1i,-0.05118831107800913
MATS1m,0.012757835119650422
MATS1p,0.05844794021933364
MATS1s,-0.09578255224693215
MATS1v,0.05363252800510784
MATS2Z,0.029556473977063333
MATS2c,0.15758747105387733
MATS2d,0.1426982361353885
MATS2i,-0.020296750544921104
MATS2m,0.024798631545556345
MATS2p,-0.029017150278652797
MATS2s,0.13071966948892647
MATS2v,-0.05682202178463314
MATS3Z,0.11072766240079977
MATS3c,-0.0169954581427335
MATS3d,-0.040564373897707215
MATS3i,-0.10378045940005412
MATS3m,0.11157039533822777
MATS3p,-0.0018232899460677314
MATS3s,-0.005703613736448662
MATS3v,0.0659775310877269
MATS4Z,-0.09151414309484192
MATS4c,0.031202943773171905
MATS4d,-0.21773399014778322
MATS4i,-0.018017334611073896
MATS4m,-0.09040066305561992
MATS4p,-0.06201764223452431
MATS4s,-0.057921849478577724
MATS4v,-0.05416427504485794
MATS5Z,-0.211051026067665
MATS5c,0.015520735690338168
MATS5d,-0.23479064039408862
MATS5i,-0.07049421781053448
MATS5m,-0.2087579800225795
MATS5p,-0.11134009881125186
MATS5s,-0.1593447669305189
MATS5v,-0.13518002407963906
MATS6Z,-0.1896680136280802
MATS6c,-0.2869040157073919
MATS6d,-0.1864883884588318
MATS6i,-0.09837219957807693
MATS6m,-0.1881516801220951
MATS6p,-0.12450355254163666
MATS6s,-0.18130179072508515
MATS6v,-0.14247276990639213
MATS7Z,-0.05438410729592096
MATS7c,0.4679350770330891
MATS7d,0.00492610837438422
MATS7i,0.16673185338460128
MATS7m,-0.06451887999290064
MATS7p,0.013509594476460628
MATS7s,0.34184056928120254
MATS7v,-0.13629639217832784
MATS8Z,0.10952579034941763
MATS8c,-0.35426082458724273
MATS8d,-0.055788177339901476
MATS8i,-0.03516695135952243
MATS8m,0.10707995945908515
MATS8p,-0.07214375158256246
MATS8s,-0.018924069187921385
MATS8v,0.014216545696025998
MAXaaN,4.5968551587301585
MAXsOH,9.425087210835768
MINaaN,4.5968551587301585
MINsOH,9.425087210835768
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,32.3949912212369
SpAD_D,196.0662485584752
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1851
TMWC10,130.73988055101373
TSRW10,74.16132824852058
VE1_Dt,4.894326900276372
VE2_Dt,0.2039302875115155
VE3_Dt,2.463545496276918
VR1_Dt,138.49283813522547
VR2_Dt,5.770534922301061
VR3_Dt,5.806287351429296
Xc-3dv,0.6774633718234159
Xc-4dv,0.0
Xc-5dv,0.17246097552489306
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.44580026110631715
Xch-7d,0.9209236627026213
Xp-0dv,12.354289790134235
Xp-1dv,7.481939884532615
Xp-2dv,5.758657151727732
Xp-3dv,4.506234282506107
Xp-4dv,3.49045643628218
Xp-5dv,2.589661354050864
Xp-6dv,1.6323104866543616
Xp-7dv,1.1021730887400119
Xpc-4d,4.938371694389721
Xpc-5d,9.200718611924627
Xpc-6d,16.446301250951926
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,38
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,2
nSpiro,0
naRing,5
piPC10,9.930566368849112
AATS0dv,11.411764705882353
AATS0pe,6.645044117647059
AATS0se,7.968025411764707
AATS1dv,11.105263157894736
AATS1pe,6.6627368421052635
AATS1se,7.849880210526315
AATS2dv,10.935483870967742
AATS2pe,6.673835483870968
AATS2se,7.873732838709677
AATS3dv,9.160493827160494
AATS3pe,6.522067901234569
AATS3se,7.799746814814816
AATS4dv,8.68235294117647
AATS4pe,6.702536470588235
AATS4se,8.008092235294118
AATS5dv,7.2375
AATS5pe,6.620593749999999
AATS5se,7.97763645
AATS6dv,6.1
AATS6pe,6.484121428571428
AATS6se,7.8891119428571415
AATS7dv,5.8
AATS7pe,6.4778199999999995
AATS7se,7.924159054545455
AATS8dv,4.075
AATS8pe,6.0312375
AATS8se,7.5203275000000005
AATSC0Z,6.2387543252595155
AATSC0c,0.025072780035826858
AATSC0d,0.7024221453287197
AATSC0i,1.5444690165824038
AATSC0m,29.589672456747408
AATSC0p,0.2174278548475432
AATSC0s,2.294982698961938
AATSC0v,43.423908783326
AATSC1Z,0.060007284647605234
AATSC1c,-0.01615531842997746
AATSC1d,0.269714077581497
AATSC1i,-0.07905876047116692
AATSC1m,0.37750016244764484
AATSC1p,0.012708210262147157
AATSC1s,-0.2198193002691272
AATSC1v,2.32893400391298
AATSC2Z,0.18439557986382418
AATSC2c,0.0039511559981360985
AATSC2d,0.10023440116084384
AATSC2i,-0.031347702353932666
AATSC2m,0.733783384808576
AATSC2p,-0.006309136738876268
AATSC2s,0.299999379891109
AATSC2v,-2.467434290860072
AATSC3Z,0.690802682728865
AATSC3c,-0.0004261233836208595
AATSC3d,-0.028493314537143825
AATSC3i,-0.16028570407007167
AATSC3m,3.301331453927977
AATSC3p,-0.00039643402173859956
AATSC3s,-0.013089694846711337
AATSC3v,2.865002291702508
AATSC4Z,-0.5709342560553633
AATSC4c,0.0007823445456950125
AATSC4d,-0.15294117647058822
AATSC4i,-0.027827215068201405
AATSC4m,-2.67492600968858
AATSC4p,-0.013484362913755016
AATSC4s,-0.13292964244521344
AATSC4v,-2.3520245388628918
AATSC5Z,-1.3166955017301039
AATSC5c,0.00038914799195805623
AATSC5d,-0.1649221453287197
AATSC5i,-0.10887613525658198
AATSC5m,-6.177080251600346
AATSC5p,-0.024208438843043988
AATSC5s,-0.3656934832756633
AATSC5v,-5.870045034962058
