DLiP-ID,I001HK
AATSC4i,-0.005290582712823093
AATSC4m,-3.3439121230829194
AATSC4p,-0.016634575402405656
AATSC4s,-0.17611695958166232
AATSC4v,-4.918077044552952
AATSC5Z,-0.11903225806451614
AATSC5c,-0.0003934797123330953
AATSC5d,-0.032840501792114715
AATSC5i,-0.07220884615202582
AATSC5m,-0.5505644232404302
AATSC5p,-0.00596361205498105
AATSC5s,-0.07786862803663874
AATSC5v,-0.6933489065004718
AATSC6Z,-0.7028205128205129
AATSC6c,-0.0008971028814247115
AATSC6d,-0.033824786324786325
AATSC6i,0.012704808624992498
AATSC6m,-3.3582171446241125
AATSC6p,-0.004650957990685898
AATSC6s,0.022567663817663786
AATSC6v,-2.323104989399097
AATSC7Z,-0.37513513513513513
AATSC7c,-0.0021034216449886227
AATSC7d,-0.004294294294294295
AATSC7i,0.08889882179735262
AATSC7m,-1.6429551224265793
AATSC7p,0.009380819862440876
AATSC7s,-0.09316232899566235
AATSC7v,0.6987260757434055
AATSC8Z,-0.16517730496453908
AATSC8c,0.003216998872143152
AATSC8d,-0.02468676122931443
AATSC8i,0.12036185246043012
AATSC8m,-0.8577792395591948
AATSC8p,-0.004397333088352397
AATSC8s,0.16799694641449958
AATSC8v,-2.6117318453426277
ATS0are,375.0096
ATS1are,406.2499
ATS2are,687.703
ATS3are,879.7799
ATS4are,990.5067999999999
ATS5are,963.3538999999997
ATS6are,976.4249999999998
ATS7are,907.918
ATS8are,853.2698999999998
ATSC0dv,247.39999999999998
ATSC0pe,7.4383933333333285
ATSC0se,4.600090933333333
ATSC1dv,87.94000000000005
ATSC1pe,0.45899711111111574
ATSC1se,0.14894807111110958
ATSC2dv,37.68999999999999
ATSC2pe,0.9522254444444498
ATSC2se,0.4512080044444414
ATSC3dv,-46.500000000000014
ATSC3pe,-0.437141111111104
ATSC3se,-0.3164191111111154
ATSC4dv,-66.33000000000004
ATSC4pe,-0.6065025555555453
ATSC4se,-0.14495580888889617
ATSC5dv,-42.04999999999999
ATSC5pe,-0.9246927777777735
ATSC5se,-0.7693147777777818
ATSC6dv,-76.74000000000001
ATSC6pe,-1.988545999999993
ATSC6se,-0.9708265600000056
ATSC7dv,-39.11999999999999
ATSC7pe,-1.5712935555555538
ATSC7se,-1.0035211022222235
ATSC8dv,35.010000000000026
ATSC8pe,2.0318989999999983
ATSC8se,1.87506870666667
AXp-0dv,0.5602911222560447
AXp-1dv,0.2943350060205982
AXp-2dv,0.15516733236981928
AXp-3dv,0.08295053200921146
AXp-4dv,0.044309712765416495
AXp-5dv,0.024106898999298996
AXp-6dv,0.012337671854521665
AXp-7dv,0.006650759661267224
BertzCT,1427.9918235759626
ECIndex,999
ETA_eta,29.211491643953085
GATS1dv,0.43038222514147134
GATS1pe,0.5485659383545193
GATS1se,0.5632023855716822
GATS2dv,0.829210949841656
GATS2pe,0.6937504861030505
GATS2se,0.6849489249479634
GATS3dv,1.0535714285714286
GATS3pe,0.946399315238711
GATS3se,0.9552863952908855
GATS4dv,1.1567048900926322
GATS4pe,1.0945962676014043
GATS4se,1.1458509709504543
GATS5dv,1.0862388192035883
GATS5pe,1.0389635679505194
GATS5se,1.0942742897175939
GATS6dv,1.1717632609912318
GATS6pe,1.22261638972629
GATS6se,1.2496729105908018
GATS7dv,1.076383578404597
GATS7pe,1.020399218367485
GATS7se,1.0348131982168083
GATS8dv,0.8693533313839822
GATS8pe,0.7221359935636218
GATS8se,0.6378141415390114
LogEE_A,4.4981215871267946
LogEE_D,230.71773361558036
MATS1dv,0.33324070331447075
MATS1pe,0.05784983025008151
MATS1se,0.03035566441845959
MATS2dv,0.0838592926064094
MATS2pe,0.07046693709488835
MATS2se,0.05399271062089523
MATS3dv,-0.08055202679293223
MATS3pe,-0.025186378574072115
MATS3se,-0.029479458654511306
MATS4dv,-0.10246178086494455
MATS4pe,-0.03116054848796344
MATS4se,-0.012042615074132158
MATS5dv,-0.06579393433645395
MATS5pe,-0.04812135838445149
MATS5se,-0.06473769173980515
MATS6dv,-0.11930228219638085
MATS6pe,-0.10282131507996561
MATS6se,-0.0811711846962691
MATS7dv,-0.06410452489676417
MATS7pe,-0.08563823830695974
MATS7se,-0.08844018198233294
MATS8dv,0.060217754003336885
MATS8pe,0.1162398697667362
MATS8se,0.17345343578388522
MAXaaCH,2.108714111479344
MAXaasC,1.2762288815738145
MAXaasN,1.6227938397581254
MAXdssC,-0.07429776836252278
MAXsCH3,1.837660567313345
MAXsssN,1.8509834044838622
MDEC-11,0.16666666666666669
MDEC-12,4.52888668011005
MDEC-13,4.2646015619216096
MDEC-22,20.036399694891564
MDEC-23,30.925504843085513
MDEC-33,9.985757777959693
MDEN-23,1.2164403991146802
MDEN-33,0.5952753944880748
MDEO-11,0.12499999999999997
MINaaCH,1.298102280117834
MINaasC,-0.41978164946656427
MINaasN,1.6227938397581254
MINdssC,-0.36676371966012833
MINsCH3,1.5804835005272762
MINsssN,1.358558600590527
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.404761904761905
SM1_Dzi,1.6009699071037353
SM1_Dzm,1.436320845043609
SM1_Dzp,-6.235520469269131
SM1_Dzv,-2.621947134390474
SddssSe,0
SpAD_Dt,877.1823470452931
SpAbs_A,46.38627773063699
SpAbs_D,461.4354672311607
SpMAD_A,1.3253222208753426
SpMAD_D,13.183870492318878
SpMax_A,2.4778760235902926
SpMax_D,230.71773361558036
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,58.440000000000005
TpiPC10,8.985878569337878
VAdjMat,6.285402218862249
VE1_DzZ,5.8241975960485295
VE1_Dzi,5.822561399225071
VE1_Dzm,5.824415689250764
VE1_Dzp,5.822666087528955
VE1_Dzv,5.828764977837455
VE2_DzZ,0.16640564560138657
VE2_Dzi,0.1663588971207163
VE2_Dzm,0.1664118768357361
VE2_Dzp,0.166361888215113
VE2_Dzv,0.1665361422239273
VE3_DzZ,3.014784206707163
VE3_Dzi,3.0145032363814463
VE3_Dzm,3.0148216520574236
VE3_Dzp,3.014521215987943
VE3_Dzv,3.0155681072807474
VR1_DzZ,246.41852117901584
VR1_Dzi,246.80279388580934
VR1_Dzm,246.38493817412214
VR1_Dzp,246.58028140490126
VR1_Dzv,245.7297248602829
VR2_DzZ,7.04052917654331
VR2_Dzi,7.051508396737409
VR2_Dzm,7.039569662117775
VR2_Dzp,7.045150897282893
VR2_Dzv,7.020849281722368
VR3_DzZ,6.759794364452455
VR3_Dzi,6.761352580907458
VR3_Dzm,6.75965807074628
VR3_Dzp,6.760450594166778
VR3_Dzv,6.7569952210073065
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.028867513459481287
Xch-6dv,0.18059683100440066
Xch-7dv,0.21790672595488944
Xpc-4dv,2.260156001685885
Xpc-5dv,3.003094241704251
Xpc-6dv,3.859900644204367
Zagreb1,190.0
Zagreb2,228.0
fragCpx,331.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,23
nBondsD,2
nBondsM,25
nBondsO,39
nBondsS,39
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,7
naHRing,1
AATS0are,6.250159999999999
AATS1are,6.3476546875
AATS2are,6.309201834862385
AATS3are,6.284142142857143
AATS4are,6.308960509554139
AATS5are,6.215186451612902
AATS6are,6.259134615384615
AATS7are,6.134581081081081
AATS8are,6.051559574468084
AATSC0dv,4.123333333333333
AATSC0pe,0.12397322222222214
AATSC0se,0.07666818222222221
AATSC1dv,1.3740625000000009
AATSC1pe,0.0071718298611111835
AATSC1se,0.002327313611111087
AATSC2dv,0.3457798165137614
AATSC2pe,0.008736013251783943
AATSC2se,0.004139522976554509
AATSC3dv,-0.33214285714285724
AATSC3pe,-0.003122436507936457
AATSC3se,-0.0022601365079365386
AATSC4dv,-0.4224840764331213
AATSC4pe,-0.00386307360226462
AATSC4se,-0.0009232854069356444
AATSC5dv,-0.2712903225806451
AATSC5pe,-0.005965759856630797
AATSC5se,-0.004963321146953431
AATSC6dv,-0.49192307692307696
AATSC6pe,-0.012747089743589698
AATSC6se,-0.006223247179487215
AATSC7dv,-0.26432432432432423
AATSC7pe,-0.010616848348348336
AATSC7se,-0.006780547987987997
AATSC8dv,0.24829787234042572
AATSC8pe,0.014410631205673747
AATSC8se,0.013298359621749432
AETA_eta,0.8346140469700881
ATSC0are,8.065859999999995
ATSC1are,0.435546000000006
ATSC2are,0.8940210000000084
ATSC3are,-0.5339099999999889
ATSC4are,-0.3476369999999865
ATSC5are,-1.1284649999999923
ATSC6are,-2.0718559999999866
ATSC7are,-1.6909679999999971
ATSC8are,2.639508999999993
BCUTZ-1h,9.004071880147448
BCUTZ-1l,5.688120278265917
BCUTc-1h,0.4327308832440963
BCUTc-1l,-0.4193873494956633
BCUTd-1h,3.2475715022367324
BCUTd-1l,0.977278500565613
BCUTi-1h,17.42477392993657
BCUTi-1l,10.948628588681132
BCUTm-1h,19.000143232730117
BCUTm-1l,11.699266138719427
BCUTp-1h,2.0014832586134896
BCUTp-1l,0.545855214157593
BCUTs-1h,8.001921795178834
BCUTs-1l,1.3531397096937456
BCUTv-1h,20.906355624194866
BCUTv-1l,13.304118794209238
BalabanJ,1.212783776659356
Diameter,17
ETA_beta,48.5
GATS1are,0.5562719559662578
GATS2are,0.7043530192734186
GATS3are,0.9583016300449407
GATS4are,1.0915913010472498
GATS5are,1.0478919392872375
GATS6are,1.2331314186727003
GATS7are,1.01298350183466
GATS8are,0.6850059016803738
HybRatio,0.17857142857142858
Lipinski,True
LogEE_Dt,438.59117352264656
MATS1are,0.050623786552209664
MATS2are,0.0610129175780576
MATS3are,-0.02836877548439556
MATS4are,-0.01647126338153571
MATS5are,-0.05415729522832281
MATS6are,-0.09879513062558581
MATS7are,-0.0849912554355725
MATS8are,0.1392530144521395
MAXssCH2,0.8154194435317131
MINssCH2,0.559123128622969
NsssssAs,0
RotRatio,0.10256410256410256
SM1_Dzpe,1.52147518498244
SM1_Dzse,1.3715415728862168
SMR_VSA1,13.979489415818463
SMR_VSA2,0.0
SMR_VSA3,14.680394474296701
SMR_VSA4,0.0
SMR_VSA5,19.88931522852921
SMR_VSA6,18.492338119440245
SMR_VSA7,112.75820319583477
SMR_VSA8,0.0
SMR_VSA9,5.687386274683562
SpAD_DzZ,356.2369934227472
SpAD_Dzi,339.75202179470176
SpAD_Dzm,356.1440633363118
SpAD_Dzp,512.9576068847738
SpAD_Dzv,462.0576794983075
SpAbs_Dt,877.1823470452931
SpDiam_A,4.906029352596046
SpDiam_D,344.59280470351496
SpMAD_Dt,25.06235277272266
SpMax_Dt,438.59117352264656
SsssssAs,0
VE1_Dzpe,5.8238813365762825
VE1_Dzse,5.8241439249385865
VE2_Dzpe,0.1663966096164652
VE2_Dzse,0.16640411214110248
VE3_Dzpe,3.0147299042811313
VE3_Dzse,3.0147749914708397
VMcGowan,348.6000000000012
VR1_Dzpe,246.47245611144368
VR1_Dzse,246.4262700844626
VR2_Dzpe,7.042070174612676
VR2_Dzse,7.040750573841788
VR3_Dzpe,6.760013215821736
VR3_Dzse,6.75982581007422
mZagreb1,10.694444444444443
mZagreb2,7.583333333333333
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,13
nBondsKS,51
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.1344309999999999
AATSC1are,0.0068054062500000935
AATSC2are,0.008202027522935857
AATSC3are,-0.0038136428571427777
AATSC4are,-0.002214248407643226
AATSC5are,-0.00728041935483866
AATSC6are,-0.013281128205128119
AATSC7are,-0.01142545945945944
AATSC8are,0.018719921985815555
AETA_beta,1.3857142857142857
BCUTdv-1h,7.00406242784394
BCUTdv-1l,0.9953947420697887
BCUTpe-1h,3.988680268438981
BCUTpe-1l,2.237848937442103
BCUTse-1h,4.0099622563422255
BCUTse-1l,2.433804248945802
ETA_alpha,16.552380952380954
ETA_dBeta,3.5
ETA_eta_B,0.49548956900315844
ETA_eta_F,41.57118189053733
ETA_eta_L,7.084785620187645
ETA_eta_R,70.78267353449041
ETA_psi_1,0.5757826735133348
LabuteASA,202.76692978531747
LogEE_DzZ,178.15863276579537
LogEE_Dzi,169.92175289469674
LogEE_Dzm,178.1130694065857
LogEE_Dzp,255.231699348533
LogEE_Dzv,230.50445032227566
PEOE_VSA1,9.799819461700956
PEOE_VSA2,9.589074368143644
PEOE_VSA3,9.072217982820003
PEOE_VSA4,5.098681808301038
PEOE_VSA5,0.0
PEOE_VSA6,42.46456947923127
PEOE_VSA7,60.86966421678028
PEOE_VSA8,31.518499064034366
PEOE_VSA9,11.250837766380558
SM1_Dzare,1.7043434836395828
SpAD_Dzpe,352.3653828516014
SpAD_Dzse,356.8660845613159
SpAbs_DzZ,354.912503626829
SpAbs_Dzi,338.2425358822898
SpAbs_Dzm,354.78981796812786
SpAbs_Dzp,516.6989191663354
SpAbs_Dzv,463.63084777894176
SpDiam_Dt,645.6415681214655
SpMAD_DzZ,10.178199812078493
SpMAD_Dzi,9.707200622705765
SpMAD_Dzm,10.175544666751765
SpMAD_Dzp,14.655931625279251
SpMAD_Dzv,13.201647985665929
SpMax_DzZ,178.15863276579537
SpMax_Dzi,169.92175289469674
SpMax_Dzm,178.1130694065857
SpMax_Dzp,255.231699348533
SpMax_Dzv,230.50445032227566
VE1_Dzare,5.823357066332379
VE2_Dzare,0.1663816304666394
VE3_Dzare,3.0146398794656135
VR1_Dzare,246.54262205145045
VR2_Dzare,7.044074915755727
VR3_Dzare,6.76029785596192
n10AHRing,0
n10FARing,1
n10FHRing,1
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,23
nAromBond,23
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47292517006802726
AETA_dBeta,0.1
AETA_eta_B,0.014156844828661669
AETA_eta_F,1.1877480540153524
AETA_eta_L,0.2024224462910756
AETA_eta_R,2.0223621009854402
BCUTare-1h,4.107726680986845
BCUTare-1l,2.1879210296046234
ETA_beta_s,22.5
ETA_dPsi_A,0.13821732648666518
ETA_dPsi_B,0.0
ETA_eta_BR,0.9254895690031584
ETA_eta_FL,9.833938373182292
ETA_eta_RL,16.918723993369937
LogEE_Dzpe,176.22616214537163
LogEE_Dzse,178.47222918274042
PEOE_VSA10,5.817220841045895
PEOE_VSA11,5.693927994848461
PEOE_VSA12,0.0
PEOE_VSA13,11.814359458703011
SlogP_VSA1,4.899909730850478
SlogP_VSA2,40.087182321589474
SlogP_VSA3,12.965578028838586
SlogP_VSA4,12.740958040736519
SlogP_VSA5,37.66728483293155
SlogP_VSA6,78.86277189000094
SlogP_VSA7,0.0
SlogP_VSA8,5.687386274683562
SlogP_VSA9,0.0
SpAD_Dzare,347.16205234091234
SpAbs_Dzpe,350.93084910576084
SpAbs_Dzse,355.57291679259475
SpDiam_DzZ,267.1749114502028
SpDiam_Dzi,253.63819201570362
SpDiam_Dzm,267.1473336980041
SpDiam_Dzp,390.06894249330844
SpDiam_Dzv,352.2359017523359
SpMAD_Dzpe,10.067582367188612
SpMAD_Dzse,10.196173844609026
SpMax_Dzpe,176.22616214537163
SpMax_Dzse,178.47222918274042
n10FAHRing,1
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,35
AETA_beta_s,0.6428571428571429
AETA_eta_BR,0.026442559114375954
AETA_eta_FL,0.2809696678052083
AETA_eta_RL,0.4833921140962839
DetourIndex,7396
EState_VSA1,5.817220841045895
EState_VSA2,17.50828745355147
EState_VSA3,35.72166484773773
EState_VSA4,11.984273114623004
EState_VSA5,22.59609535947069
EState_VSA6,35.99494319166882
EState_VSA7,42.15548227284915
EState_VSA8,17.231415945224256
EState_VSA9,0.0
ETA_beta_ns,26.0
ETA_shape_p,0.11795166858457996
ETA_shape_x,0.0
ETA_shape_y,0.37456846950517836
GhoseFilter,False
LogEE_Dzare,173.62972169856013
SlogP_VSA10,10.077801322358383
SlogP_VSA11,0.0
SpAbs_Dzare,345.55509991348066
SpDiam_Dzpe,264.038490197263
SpDiam_Dzse,267.66209964337264
SpMAD_Dzare,9.918915781168923
SpMax_Dzare,173.62972169856013
TopoPSA(NO),58.440000000000005
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,15.26776593135938
VSA_EState9,66.8989007353073
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7428571428571429
EState_VSA10,13.979489415818463
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.027074829931972744
FilterItLogS,-6.303312265532912
SpDiam_Dzare,259.85584137383245
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6041269841269833
ETA_epsilon_2,0.8213605442176867
ETA_epsilon_3,0.4443298969072154
ETA_epsilon_4,0.5280952380952367
ETA_epsilon_5,0.8213605442176867
AETA_beta_ns_d,0.02857142857142857
ETA_dEpsilon_A,0.15979708721976787
ETA_dEpsilon_B,0.07603174603174656
ETA_dEpsilon_C,-0.08376534118802131
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.47058823529411764
TopoShapeIndex,0.8888888888888888
CDK Descriptors
FMFDescriptor,0.8571428571428571
MDEDescriptor,"0.16666666666666669,4.52888668011005,4.2646015619216096,0.0,20.036399694891564,30.925504843085513,0.0,9.985757777959693,0.0,0.0,0.12499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,1.2164403991146802,0.5952753944880748"
APolDescriptor,72.51082499999997
BCUTDescriptor,"11.994253661962988,18.9984087224652,-0.2750442926705727,0.2576723196474582,4.249719676102831,11.166123619473446"
BPolDescriptor,36.389174999999994
TPSADescriptor,58.440000000000005
ALOGPDescriptor,"5.454,29.746115999999997,135.6625"
XLogPDescriptor,4.694
VAdjMaDescriptor,6.285402218862249
WeightDescriptor,468.19615446
ChiPathDescriptor,"24.52636877963644,16.91872399336994,15.471745048703767,13.697754221122844,11.283121525966687,9.215623156286318,6.181854942195073,4.410203832145077,19.61018927896157,11.479065234803329,8.689370612709883,6.3871909647092835,4.475280989307066,3.085683071910273,1.6902610440694685,1.0441692668189544"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.5253775377200258,0.7832062073568784,0.0,0.0,0.028867513459481284,0.18059683100440066,0.21790672595488944"
AtomCountDescriptor,60
BondCountDescriptor,39
SmallRingDescriptor,"5,4,4,4,0,0,1,4,0,0,0"
ChiClusterDescriptor,"2.343309287977151,0.0,0.7690231551471447,0.0,1.0369153873801666,0.0,0.21147445268929121,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,18,3,3,1,0,0"
ZagrebIndexDescriptor,190.0
LargestChainDescriptor,18
MannholdLogPDescriptor,3.77
WeightedPathDescriptor,"72.10563231650269,2.0601609233286484,21.04908709503758,5.1593741867717196,13.36928464267188"
FractionalPSADescriptor,0.1248194788515564
WienerNumbersDescriptor,"3897.0,60.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.228041755270766,9.808074942695754,14.233709872506987,2.2601560016858846,3.0030942417042517,3.574974280290168"
FractionalCSP3Descriptor,0.17857142857142858
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,3,0,0,13,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,23
PetitjeanNumberDescriptor,0.47058823529411764
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"26.600920447074294,11.806760204081632,5.872153820205768"
AromaticAtomsCountDescriptor,23
AromaticBondsCountDescriptor,23
FragmentComplexityDescriptor,2906.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.17857142857142858
AutocorrelationDescriptorMass,"39.49090341523046,42.101586765690776,61.427406369155335,66.72820302584756,64.57214516553907"
PetitjeanShapeIndexDescriptor,"0.8888888888888888,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.5437896931003559,-0.2709193596865359,0.002642963492586365,-0.07583041683180636,0.17446092614126574"
EccentricConnectivityIndexDescriptor,999
AutocorrelationDescriptorPolarizability,"2527.4683965734434,3018.261307692743,4316.485952244977,4484.570043338212,4195.949727819832"
