DLiP-ID,T002CB
AATSC5m,-2.9439517237227566
AATSC5p,0.008936183345843163
AATSC5s,0.2913131688385441
AATSC5v,-1.7381618906672607
AATSC6Z,-0.4384174722520586
AATSC6c,-0.0001263063221410805
AATSC6d,-0.018245321759208507
AATSC6i,0.0044216434957614235
AATSC6m,-1.763617935063607
AATSC6p,0.0023012368329767816
AATSC6s,-0.0946304895431539
AATSC6v,1.821715984408758
AATSC7Z,-1.4243753576196836
AATSC7c,-0.0006991863803061556
AATSC7d,-0.044860591575939926
AATSC7i,0.08810744341039325
AATSC7m,-6.381828740575385
AATSC7p,0.005628400233860138
AATSC7s,-0.2805452918643018
AATSC7v,-0.4474995054256414
AATSC8Z,-1.0326530612244897
AATSC8c,0.00022688610946050477
AATSC8d,-0.07341385533805359
AATSC8i,-0.09754651272185441
AATSC8m,-4.822523369956962
AATSC8p,-0.02382322518146792
AATSC8s,-0.0736403698961738
AATSC8v,-5.3665187217420085
ATS0are,293.6434
ATS1are,308.12480000000005
ATS2are,569.331
ATS3are,759.9808999999999
ATS4are,768.5158
ATS5are,745.45
ATS6are,679.116
ATS7are,641.693
ATS8are,605.332
ATSC0dv,166.530612244898
ATSC0pe,5.442881632653059
ATSC0se,3.535326204081631
ATSC1dv,14.03225507890231
ATSC1pe,0.13559017076218605
ATSC1se,0.41728619991670085
ATSC2dv,60.15845249664491
ATSC2pe,2.4827838400666433
ATSC2se,1.9092710004164928
ATSC3dv,-11.109445138599666
ATSC3pe,0.1902561432736368
ATSC3se,-0.19967173719283624
ATSC4dv,-52.197140080522
ATSC4pe,-1.9513592669720887
ATSC4se,-1.5521340512286543
ATSC5dv,-2.605581007913374
ATSC5pe,0.16537151187006158
ATSC5se,0.49828227571845085
ATSC6dv,-14.112036651395258
ATSC6pe,-1.0992123698458967
ATSC6se,-1.1459971686797163
ATSC7dv,-49.97954555972049
ATSC7pe,-2.5626231570179057
ATSC7se,-1.6956454864639725
ATSC8dv,-23.52478134110788
ATSC8pe,-1.0002137026239075
ATSC8se,-0.5554200291545187
AXp-0dv,0.6312025740397076
AXp-1dv,0.4151716396766778
AXp-2dv,0.25018837791377413
AXp-3dv,0.15529219759837165
AXp-4dv,0.09732704377710086
AXp-5dv,0.06158453379566069
AXp-6dv,0.042596255020033814
AXp-7dv,0.027676259807078944
BertzCT,601.5243115639634
ECIndex,489
ETA_eta,21.835415781373317
GATS1dv,0.7045751633986926
GATS1pe,0.6360424924972214
GATS1se,0.49623374442068646
GATS2dv,0.7808524843629205
GATS2pe,0.6345737259282985
GATS2se,0.5506987922981454
GATS3dv,1.0606158088235291
GATS3pe,0.9916461287013331
GATS3se,1.023709688605706
GATS4dv,1.3618797385620909
GATS4pe,1.5101341816234801
GATS4se,1.6570666008801294
GATS5dv,1.2538235294117641
GATS5pe,1.4330901398268923
GATS5se,1.508132288851976
GATS6dv,1.1390350877192978
GATS6pe,1.2289813469155748
GATS6se,1.3281522262358771
GATS7dv,1.2473734041903362
GATS7pe,1.3856651171149972
GATS7se,1.4487738059607167
GATS8dv,0.9278431372549016
GATS8pe,0.9079770169763014
GATS8se,0.8610464926990198
LogEE_A,4.03620332077235
LogEE_D,119.33419552074535
MATS1dv,0.08257706971677557
MATS1pe,0.024413238485616776
MATS1se,0.11567262886412967
MATS2dv,0.19033370815470746
MATS2pe,0.240338392307229
MATS2se,0.2845451682238957
MATS3dv,-0.0255378540305011
MATS3pe,0.013381226115593095
MATS3se,-0.021620872440535812
MATS4dv,-0.1228679738562091
MATS4pe,-0.14053820830202451
MATS4se,-0.17210195409384735
MATS5dv,-0.006388888888888898
MATS5pe,0.01240642461801253
MATS5se,0.05755204777146954
MATS6dv,-0.03642393360853114
MATS6pe,-0.08680484100993129
MATS6se,-0.13933020659556888
MATS7dv,-0.13743917089161725
MATS7pe,-0.21560963229093585
MATS7se,-0.21964325356441564
MATS8dv,-0.06592320261437908
MATS8pe,-0.08575721944008262
MATS8se,-0.07331601064314608
MAXaaCH,1.9250405206465813
MAXaasC,0.9992770965773314
MAXdssC,-0.15348508230452662
MAXsCH3,2.057609151493982
MAXssNH,2.856342092201129
MAXsssN,1.400018896447468
MDEC-12,1.8803871509424166
MDEC-13,0.43412681107162016
MDEC-22,16.840589906793973
MDEC-23,10.337734791195908
MDEC-33,0.9654893846056297
MDEN-23,0.33333333333333337
MDEO-11,0.814325284978472
MINaaCH,1.904551102501867
MINaasC,0.9992770965773314
MINdssC,-0.15348508230452662
MINsCH3,2.057609151493982
MINssNH,2.856342092201129
MINsssN,1.400018896447468
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.6607142857142856
SM1_Dzi,0.883001233280407
SM1_Dzm,1.6581557966933946
SM1_Dzp,-3.8591084983466093
SM1_Dzv,-1.6780538154894666
SddssSe,0
SpAD_Dt,352.66833929966845
SpAbs_A,28.947751375293436
SpAbs_D,238.66839104149085
SpMAD_A,1.2585978858823232
SpMAD_D,10.37688656702134
SpMax_A,2.4323438011084435
SpMax_D,119.33419552074535
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,74.86
TpiPC10,6.944268001914294
VAdjMat,5.584962500721156
VE1_DzZ,4.678596042879057
VE1_Dzi,4.70396306435203
VE1_Dzm,4.678592349268399
VE1_Dzp,4.703849308818662
VE1_Dzv,4.709322688052123
VE2_DzZ,0.20341721925561118
VE2_Dzi,0.20452013323269697
VE2_Dzm,0.20341705866384344
VE2_Dzp,0.20451518733994184
VE2_Dzv,0.2047531603500923
VE3_DzZ,2.3759071970205987
VE3_Dzi,2.381314481534623
VE3_Dzm,2.375906407550407
VE3_Dzp,2.381290298328398
VE3_Dzv,2.382453217661461
VR1_DzZ,126.31165723446473
VR1_Dzi,124.76374421304168
VR1_Dzm,126.31212456201112
VR1_Dzp,125.00749452490393
VR1_Dzv,124.45951421091598
VR2_DzZ,5.491811184107163
VR2_Dzi,5.424510617958334
VR2_Dzm,5.491831502696136
VR2_Dzp,5.435108457604519
VR2_Dzv,5.411283226561564
VR3_DzZ,5.671661446009113
VR3_Dzi,5.659331025550455
VR3_Dzm,5.671665145799711
VR3_Dzp,5.6612828146393355
VR3_Dzv,5.656889598894173
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.09128709291752768
Xch-6dv,0.18952196028873253
Xch-7dv,0.29038186748243777
Xpc-4dv,2.270739371614233
Xpc-5dv,3.4578075698383492
Xpc-6dv,4.538932166666375
Zagreb1,112.0
Zagreb2,127.0
fragCpx,70.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,6
nBondsD,3
nBondsM,9
nBondsO,24
nBondsS,41
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,0
AATS0are,5.992722448979592
AATS1are,6.162496000000001
AATS2are,6.121838709677419
AATS3are,5.937350781249999
AATS4are,6.1481264
AATS5are,6.212083333333334
AATS6are,5.9571578947368415
AATS7are,5.997130841121495
AATS8are,5.765066666666667
AATSC0dv,3.3985839233652655
AATSC0pe,0.11107921699291956
AATSC0se,0.07214951436901287
AATSC1dv,0.2806451015780462
AATSC1pe,0.002711803415243721
AATSC1se,0.008345723998334017
AATSC2dv,0.6468650806090851
AATSC2pe,0.02669660043082412
AATSC2se,0.020529795703403148
AATSC3dv,-0.08679254014530989
AATSC3pe,0.0014863761193252875
AATSC3se,-0.001559935446819033
AATSC4dv,-0.41757712064417596
AATSC4pe,-0.01561087413577671
AATSC4se,-0.012417072409829234
AATSC5dv,-0.021713175065944782
AATSC5pe,0.001378095932250513
AATSC5se,0.004152352297653757
AATSC6dv,-0.1237897951876777
AATSC6pe,-0.00964221377057804
AATSC6se,-0.01005260674280453
AATSC7dv,-0.4670985566329018
AATSC7pe,-0.023949749131008464
AATSC7se,-0.015847154079102546
AATSC8dv,-0.2240455365819798
AATSC8pe,-0.009525844786894357
AATSC8se,-0.005289714563376369
AETA_eta,0.9493659035379703
ATSC0are,5.710983673469386
ATSC1are,-0.16000783007080077
ATSC2are,2.9675779258642274
ATSC3are,0.20693040399833545
ATSC4are,-2.3901461057892455
ATSC5are,0.5292195751770195
ATSC6are,-1.3108518117451036
ATSC7are,-2.660054144106617
ATSC8are,-0.9585201166180778
BCUTZ-1h,16.013122137214463
BCUTZ-1l,5.6942461114450635
BCUTc-1h,0.4227045797643063
BCUTc-1l,-0.3826778451125404
BCUTd-1h,4.043723843533393
BCUTd-1l,0.9714681429969545
BCUTi-1h,14.543245453270679
BCUTi-1l,10.3201833984716
BCUTm-1h,32.066543817422435
BCUTm-1l,11.705247454593088
BCUTp-1h,2.95440093608047
BCUTp-1l,0.7517342569956654
BCUTs-1h,7.014572073646175
BCUTs-1l,0.2966647305536369
BCUTv-1h,24.44182297487405
BCUTv-1l,14.701064153909837
BalabanJ,1.8283536391120203
Diameter,14
ETA_beta,24.25
GATS1are,0.6685391201058325
GATS2are,0.6002965630761609
GATS3are,0.9942715781833931
GATS4are,1.57812617148052
GATS5are,1.4619232828112814
GATS6are,1.2580964737179516
GATS7are,1.4065370765618053
GATS8are,0.8835585706311718
HybRatio,0.5882352941176471
Lipinski,True
LogEE_Dt,176.33416964983422
MATS1are,-0.02745720920160241
MATS2are,0.27378165522576253
MATS3are,0.013870735727824251
MATS4are,-0.16405882542126074
MATS5are,0.0378390143542478
MATS6are,-0.0986583638236966
MATS7are,-0.21330049352884703
MATS8are,-0.07832440317297658
MAXddssS,-3.4104841558536987
MAXssCH2,1.004003182665822
MAXsssCH,-0.5346023347610656
MINddssS,-3.4104841558536987
MINssCH2,0.05134259259259233
MINsssCH,-0.5346023347610656
NsssssAs,0
RotRatio,0.3333333333333333
SM1_Dzpe,1.1101591187270503
SM1_Dzse,1.0973664910406058
SMR_VSA1,13.212334168400758
SMR_VSA2,0.0
SMR_VSA3,9.622004595302565
SMR_VSA4,0.0
SMR_VSA5,45.069686143468644
SMR_VSA6,18.842366418571938
SMR_VSA7,35.89528683400505
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,184.2585824820693
SpAD_Dzi,206.77213015155905
SpAD_Dzm,184.26983658056088
SpAD_Dzp,243.97352283183363
SpAD_Dzv,241.13481638484296
SpAbs_Dt,352.66833929966833
SpDiam_A,4.787103548061163
SpDiam_D,176.11317919888907
SpMAD_Dt,15.333406056507323
SpMax_Dt,176.33416964983422
SsssssAs,0
VE1_Dzpe,4.701549659961469
VE1_Dzse,4.700196380382966
VE2_Dzpe,0.20441520260702037
VE2_Dzse,0.2043563643644768
VE3_Dzpe,2.380801292192528
VE3_Dzse,2.3805134138384347
VMcGowan,265.3900000000002
VR1_Dzpe,124.79474509541808
VR1_Dzse,124.88017602646542
VR2_Dzpe,5.425858482409482
VR2_Dzse,5.429572870715888
VR3_Dzpe,5.659579471376697
VR3_Dzse,5.660263808706193
mZagreb1,8.006944444444445
mZagreb2,5.263888888888888
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,44
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.11655068721366094
AATSC1are,-0.0032001566014160155
AATSC2are,0.03190944006305621
AATSC3are,0.0016166437812369957
AATSC4are,-0.019121168846313964
AATSC5are,0.004410163126475162
AATSC6are,-0.011498700103027224
AATSC7are,-0.024860319103800158
AATSC8are,-0.009128763015410265
AETA_beta,1.0543478260869565
BCUTdv-1h,6.022477948482705
BCUTdv-1l,0.6405419586516673
BCUTpe-1h,3.536877018028824
BCUTpe-1l,2.244118479717548
BCUTse-1h,3.7681808198543614
BCUTse-1l,2.44017848353098
ETA_alpha,11.133333333333333
ETA_dBeta,-3.25
ETA_eta_B,0.37137157735899073
ETA_eta_F,17.162813020160183
ETA_eta_L,6.86217221795665
ETA_eta_R,38.9982288015335
ETA_psi_1,0.5719178082191783
LabuteASA,138.6719290706007
LogEE_DzZ,91.81485215573571
LogEE_Dzi,103.42445643374823
LogEE_Dzm,91.82008799852467
LogEE_Dzp,121.3392678321745
LogEE_Dzv,120.34853160779238
PEOE_VSA1,5.316788604006331
PEOE_VSA2,4.794537184071822
PEOE_VSA3,8.417796984328938
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,43.67639416492468
PEOE_VSA7,31.246737983401033
PEOE_VSA8,13.08951281182515
PEOE_VSA9,5.752853606746789
SM1_Dzare,1.2038881980944245
SpAD_Dzpe,207.43176790584607
SpAD_Dzse,206.63112066110344
SpAbs_DzZ,182.88668807213145
SpAbs_Dzi,205.96591163421607
SpAbs_Dzm,182.9000557050315
SpAbs_Dzp,246.5376441626957
SpAbs_Dzv,242.37511703107424
SpDiam_Dt,263.1400833574459
SpMAD_DzZ,8.011242716611708
SpMAD_Dzi,8.990092615285176
SpMAD_Dzm,8.011732025241777
SpMAD_Dzp,10.60754447094929
SpMAD_Dzv,10.484122451514912
SpMax_DzZ,91.81485215573571
SpMax_Dzi,103.42445643374823
SpMax_Dzm,91.82008799852467
SpMax_Dzp,121.3392678321745
SpMax_Dzv,120.34853160779238
VE1_Dzare,4.701842184339171
VE2_Dzare,0.2044279210582248
VE3_Dzare,2.380863508971886
VR1_Dzare,124.76642232694188
VR2_Dzare,5.424627057693125
VR3_Dzare,5.659352490802031
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4840579710144927
AETA_dBeta,-0.14130434782608695
AETA_eta_B,0.01614659031995612
AETA_eta_F,0.7462092617460949
AETA_eta_L,0.29835531382420216
AETA_eta_R,1.6955751652840652
BCUTare-1h,3.5808763862699897
BCUTare-1l,2.1940361393857306
ETA_beta_s,13.75
ETA_dPsi_A,0.1420821917808217
ETA_dPsi_B,0.0
ETA_eta_BR,0.5433715773589907
ETA_eta_FL,4.180669767057455
ETA_eta_RL,11.042841985014105
LogEE_Dzpe,103.76415174069378
LogEE_Dzse,103.36327191711872
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,15.930470882759089
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,43.51439995269657
SlogP_VSA3,21.238649960405414
SlogP_VSA4,0.0
SlogP_VSA5,38.17047518309165
SlogP_VSA6,30.33183534230805
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,206.8501661942047
SpAbs_Dzpe,206.4181443626606
SpAbs_Dzse,205.62917734319686
SpDiam_DzZ,134.97431195453134
SpDiam_Dzi,154.6159259443488
SpDiam_Dzm,134.98221116139823
SpDiam_Dzp,182.06204548966704
SpDiam_Dzv,180.92176418578927
SpMAD_Dzpe,9.018772517645482
SpMAD_Dzse,8.983961767874062
SpMax_Dzpe,103.76415174069378
SpMax_Dzse,103.36327191711872
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,23
AETA_beta_s,0.5978260869565217
AETA_eta_BR,0.023624851189521335
AETA_eta_FL,0.18176825074162847
AETA_eta_RL,0.48012356456583066
DetourIndex,1949
EState_VSA1,16.065131982555545
EState_VSA2,11.660033336098294
EState_VSA3,25.93115605767717
EState_VSA4,24.825916360475023
EState_VSA5,4.305215991296234
EState_VSA6,0.0
EState_VSA7,30.33183534230805
EState_VSA8,12.240525803696954
EState_VSA9,0.0
ETA_beta_ns,10.5
ETA_shape_p,0.13473053892215567
ETA_shape_x,0.07485029940119761
ETA_shape_y,0.17065868263473055
GhoseFilter,True
LogEE_Dzare,103.47742606223689
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,205.75096392637937
SpDiam_Dzpe,155.01445756518066
SpDiam_Dzse,154.21935331916748
SpMAD_Dzare,8.993485486704552
SpMax_Dzare,103.47742606223689
TopoPSA(NO),66.48
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,26.593821649029984
VSA_EState9,31.89999584015705
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.45652173913043476
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.015942028985507267
FilterItLogS,-4.160200847564957
SpDiam_Dzare,154.68454073459432
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5564625850340139
ETA_epsilon_2,0.8463768115942026
ETA_epsilon_3,0.4373134328358213
ETA_epsilon_4,0.5284848484848488
ETA_epsilon_5,0.823611111111111
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.11914915219819261
ETA_dEpsilon_B,0.027977736549165133
ETA_dEpsilon_C,-0.09117141564902748
ETA_dEpsilon_D,0.022765700483091678
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6086956521739131
MDEDescriptor,"0.0,1.8803871509424166,0.43412681107162016,0.0,16.840589906793973,10.337734791195908,0.0,0.9654893846056297,0.0,0.0,0.814325284978472,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0"
APolDescriptor,54.762617999999975
BCUTDescriptor,"11.849999999999998,31.97207215227776,-0.2788772537183336,0.21878822668708994,5.170076546295963,12.220632575200264"
BPolDescriptor,38.497381999999995
TPSADescriptor,74.86000000000001
ALOGPDescriptor,"-0.8644999999999996,0.7473602499999993,83.6365"
XLogPDescriptor,2.5909999999999997
VAdjMaDescriptor,5.584962500721157
WeightDescriptor,338.1664139
ChiPathDescriptor,"16.708896013370172,11.042841985014105,9.705609317528797,7.4887711980879095,5.807815374112961,4.266129795211496,2.4908321245992027,1.4673436381931357,13.904904392883791,8.756491781774471,6.474251529901157,4.651757082499614,3.2803317084904755,2.0457072877846194,1.203072754077611,0.7118429831058314"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.22902901945882193,0.38186117556156246,0.0,0.0,0.09128709291752768,0.13358535500990895,0.17718836497495138"
AtomCountDescriptor,49
BondCountDescriptor,24
SmallRingDescriptor,"2,1,2,1,0,0,1,1,0,0,0"
ChiClusterDescriptor,"1.7442371149651092,0.20412414523193154,0.42885536416183107,0.08333333333333333,0.6555512961464725,0.03225470832150765,0.14126936958256694,0.013167929531666034"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,5,1,4,6,0,0"
ZagrebIndexDescriptor,112.0
LargestChainDescriptor,15
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"45.78861815115337,1.9908094848327553,17.366789366498985,7.5190880263604845,6.373278740560384"
FractionalPSADescriptor,0.22137029853632076
WienerNumbersDescriptor,"1314.0,31.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.3828150621634845,5.1346411663765785,7.157427046355319,1.405385951093355,2.0411158203377817,2.2824334955252032"
FractionalCSP3Descriptor,0.5882352941176471
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,8,0,0,5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,6
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"19.32638888888889,9.474609375,5.7856673241288625"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,1994.06
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.5882352941176471
AutocorrelationDescriptorMass,"32.17112074762581,33.892859088733985,41.4375769708801,41.74786433315686,43.493346546140785"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.39378118197669243,-0.213404979919198,0.06721841747271481,0.048815769799917,-0.2216624290513784"
EccentricConnectivityIndexDescriptor,489
AutocorrelationDescriptorPolarizability,"1680.7239455704648,1908.9207256263314,2583.1460122432545,2424.1286439232344,2314.570980117388"
