DLiP-ID,C001AK
fr_unbrch_alkane,0
MaxAbsEStateIndex,12.56453067748883
MinAbsEStateIndex,0.2033456160241882
NumAliphaticRings,0
NumRotatableBonds,6
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.4856952913159904
MinAbsPartialCharge,0.41591405457582453
NumRadicalElectrons,0
NumValenceElectrons,118
fr_para_hydroxylation,0
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,309.1340488560005
MZ,0.675
Mi,1.1469890322637941
Mm,0.6438519057530597
Mp,0.6581627844311377
Mv,0.6322219214329332
SZ,27.0
Si,45.87956129055176
Sm,25.75407623012239
Sp,26.32651137724551
Sv,25.288876857317327
nB,0
nC,17
nF,3
nH,18
nI,0
nN,1
nO,1
nP,0
nS,0
nX,3
ABC,16.638162163745744
AMW,7.728351221400013
IC0,1.589417949152841
IC1,3.1265896566842346
IC2,4.0520784069005815
IC3,4.765311532225104
IC4,4.98418371977919
IC5,4.98418371977919
MID,43.94639710630526
Mpe,0.9938235294117648
Mse,1.0213583394027677
NdO,0
NdS,0
NsF,3
NsI,0
NtN,0
SMR,79.79870000000004
SdO,0
SdS,0
Spe,39.75294117647059
SsF,37.69359203246649
SsI,0
Sse,40.854333576110704
StN,0
fMF,0.35
nBr,0
nCl,0
AMID,1.9975635048320575
BIC0,0.2861450219979456
BIC1,0.5628840838039559
BIC2,0.7295010513112493
BIC3,0.8579053570789221
BIC4,0.8973092073725367
BIC5,0.8973092073725367
CIC0,3.732510145734522
CIC1,2.195338438203128
CIC2,1.269849687986781
CIC3,0.556616562662259
CIC4,0.3377443751081728
CIC5,0.3377443751081728
GGI1,5.0
GGI2,2.4444444444444455
GGI3,1.1875
GGI4,0.8133333333333335
GGI5,0.6527777777777779
GGI6,0.243265306122449
GGI7,0.3229166666666667
GGI8,0.3076341647770219
GGI9,0.1856250000000001
JGI1,0.21739130434782608
JGI2,0.07885304659498213
JGI3,0.03958333333333333
JGI4,0.030123456790123463
JGI5,0.025106837606837608
JGI6,0.00973061224489796
JGI7,0.015376984126984128
JGI8,0.018096127339824818
JGI9,0.013258928571428573
MIC0,16.14095230902372
MIC1,28.406667610237598
MIC2,35.32916366874376
MIC3,38.45635333872849
MIC4,38.67697650378301
MIC5,38.67697650378301
MPC2,31
MPC3,36
MPC4,42
MPC5,51
MPC6,51
MPC7,52
MPC8,52
MPC9,54
Mare,1.0097
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.2764195826874517
RPCG,0.2367055877527517
SIC0,0.2986545328712264
SIC1,0.5874919016075899
SIC2,0.7613929265209929
SIC3,0.8954107322124503
SIC4,0.936537215631937
SIC5,0.936537215631937
SaaN,0
SaaO,0
SaaS,0
Sare,40.388
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.862915721844294
SssS,0
StCH,0
StsC,0
TIC0,63.57671796611364
TIC1,125.06358626736939
TIC2,162.08313627602325
TIC3,190.61246128900416
TIC4,199.3673487911676
TIC5,199.3673487911676
Vabc,278.2462005820155
WPol,30
apol,43.96527399999998
bpol,23.702725999999995
nRot,6
ABCGG,13.701098022658076
ATS0Z,986.0
ATS0d,126.0
ATS0i,6791.375018098982
ATS0m,4005.761231449311
ATS0p,58.19828328728201
ATS0s,284.6736111111111
ATS0v,8750.131696727833
ATS1Z,1027.0
ATS1d,155.0
ATS1i,6051.995312775597
ATS1m,3933.5390825055983
ATS1p,73.42937557000003
ATS1s,135.6388888888889
ATS1v,10882.719315320013
ATS2Z,1575.0
ATS2d,226.0
ATS2i,11197.548030540089
ATS2m,6020.364943954908
ATS2p,104.29811169024495
ATS2s,395.2222222222221
ATS2v,15239.767394841685
ATS3Z,1533.0
ATS3d,256.0
ATS3i,14181.820276638833
ATS3m,5640.825461011199
ATS3p,115.56707108643302
ATS3s,285.4722222222222
ATS3v,16261.851775397781
ATS4Z,1479.0
ATS4d,243.0
ATS4i,15445.531251633582
ATS4m,5314.013480564799
ATS4p,110.08834555928203
ATS4s,325.83333333333337
ATS4v,15477.326072775211
ATS5Z,1351.0
ATS5d,230.0
ATS5i,14544.88198668808
ATS5m,4824.602332059199
ATS5p,110.98531220613098
ATS5s,266.59722222222223
ATS5v,15190.00201378531
ATS6Z,1336.0
ATS6d,225.0
ATS6i,14238.16441170968
ATS6m,4776.891596390401
ATS6p,115.03916323128199
ATS6s,277.1111111111111
ATS6v,15145.498185515766
ATS7Z,1140.0
ATS7d,213.0
ATS7i,14207.757846037779
ATS7m,3962.7548845056
ATS7p,110.95716693697997
ATS7s,213.87500000000003
ATS7v,14155.215845875573
ATS8Z,1020.0
ATS8d,182.0
ATS8i,14015.967779449375
ATS8m,3552.1743432879994
ATS8p,90.49361718937598
ATS8s,240.37500000000003
ATS8v,11673.854009647477
C1SP1,0
C1SP2,0
C1SP3,2
C2SP1,0
C2SP2,10
C2SP3,2
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.29411764705882354
GGI10,0.11162126313641466
JGI10,0.010147387557855875
JGT10,0.457668018514094
Kier1,18.340264650283554
Kier2,8.74089490114464
Kier3,5.864197530864198
MAXsF,12.56453067748883
MID_C,34.93542417031725
MID_N,1.8665682649023259
MID_O,2.0738996287013043
MID_X,5.0705050423843945
MID_h,9.010972935988026
MINsF,12.56453067748883
MPC10,46
MWC01,23.0
MWC02,4.6913478822291435
MWC03,5.493061443340548
MWC04,6.3473892096560105
MWC05,7.173958319756794
MWC06,8.033009498596668
MWC07,8.867990898182093
MWC08,9.728836502046393
MWC09,10.567283159381214
MWC10,11.428858838851779
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.435000000000003
SRW02,3.8501476017100584
SRW03,0.0
SRW04,5.14166355650266
SRW05,0.0
SRW06,6.626717749249025
SRW07,0.0
SRW08,8.193953023563742
SRW09,0.0
SRW10,9.802395690974855
SaaCH,14.432939648451464
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.7517963041698164
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,1.8473992163440216
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.053965293047634
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.147643698093129
VE1_D,4.6131616148483685
VE2_A,0.18852925900423312
VE2_D,0.20968916431128948
VE3_A,2.2109977497647164
VE3_D,2.3173707989779713
VR1_A,166.33136709699974
VR1_D,117.01194529620454
VR2_A,7.560516686227261
VR2_D,5.318724786191115
VR3_A,5.9024393463176885
VR3_D,5.550733386499285
WPath,1148
Xc-3d,2.04782044964711
Xc-4d,0.28867513459481287
Xc-5d,0.5163460352255527
Xc-6d,0.14433756729740643
Xp-0d,16.001789232183626
Xp-1d,10.503349863289461
Xp-2d,9.619775308331544
Xp-3d,6.95254590285081
Xp-4d,5.3102162327738345
Xp-5d,4.2073438776929155
Xp-6d,2.8034332720323247
Xp-7d,1.9048870254109873
ZMIC0,72.40837216583918
ZMIC1,51.29874750987591
ZMIC2,34.10629331872505
ZMIC3,27.07659357055058
ZMIC4,26.302728109491
ZMIC5,26.302728109491
nAcid,0
nAtom,40
nBase,1
nRing,2
piPC1,3.4011973816621555
piPC2,3.912023005428146
piPC3,4.3694478524670215
piPC4,4.8283137373023015
piPC5,5.326661839557179
piPC6,5.319650684484429
piPC7,5.531906175723785
piPC8,5.666426688112432
piPC9,6.002188093804204
AATS0Z,24.65
AATS0d,3.15
AATS0i,169.78437545247453
AATS0m,100.14403078623278
AATS0p,1.4549570821820503
AATS0s,7.1168402777777775
AATS0v,218.75329241819583
AATS1Z,25.048780487804876
AATS1d,3.7804878048780486
AATS1i,147.60964177501455
AATS1m,95.93997762208777
AATS1p,1.7909603797560985
AATS1s,3.308265582655827
AATS1v,265.43217842243934
AATS2Z,22.5
AATS2d,3.2285714285714286
AATS2i,159.9649718648584
AATS2m,86.00521348507012
AATS2p,1.4899730241463565
AATS2s,5.646031746031745
AATS2v,217.71096278345263
AATS3Z,17.224719101123597
AATS3d,2.8764044943820224
AATS3i,159.34629524313294
AATS3m,63.38006135967639
AATS3p,1.2985064167014946
AATS3s,3.2075530586766536
AATS3v,182.71743567862674
AATS4Z,15.903225806451612
AATS4d,2.6129032258064515
AATS4i,166.0809812003611
AATS4m,57.13992989854622
AATS4p,1.1837456511750757
AATS4s,3.5035842293906816
AATS4v,166.42286099758292
AATS5Z,15.179775280898877
AATS5d,2.5842696629213484
AATS5i,163.42564029986607
AATS5m,54.2090149669573
AATS5p,1.2470259798441683
AATS5s,2.995474406991261
AATS5v,170.67417993017202
AATS6Z,15.01123595505618
AATS6d,2.5280898876404496
AATS6i,159.97937541246833
AATS6m,53.6729392852854
AATS6p,1.2925748677672133
AATS6s,3.113607990012484
AATS6v,170.17413691590747
AATS7Z,12.808988764044944
AATS7d,2.393258426966292
AATS7i,159.63772860716605
AATS7m,44.5253357809618
AATS7p,1.2467097408649435
AATS7s,2.4030898876404496
AATS7v,159.0473690547817
AATS8Z,12.142857142857142
AATS8d,2.1666666666666665
AATS8i,166.85675927915923
AATS8m,42.28778980104761
AATS8p,1.0773049665401904
AATS8s,2.8616071428571432
AATS8v,138.9744524958033
AMID_C,1.5879738259235112
AMID_N,0.08484401204101481
AMID_O,0.09426816494096837
AMID_X,0.23047750192656338
AMID_h,0.40958967890854664
ATS0dv,362.0
ATS0pe,266.2589
ATS0se,320.674476
ATS1dv,302.0
ATS1pe,269.593
ATS1se,320.48806399999984
ATS2dv,507.0
ATS2pe,473.14620000000014
ATS2se,564.4200039999997
ATS3dv,392.0
ATS3pe,557.4390000000001
ATS3se,685.4644399999997
ATS4dv,364.0
ATS4pe,597.5616
ATS4se,734.458836
ATS5dv,314.0
ATS5pe,554.1115
ATS5se,684.9440360000001
ATS6dv,322.0
ATS6pe,544.2946
ATS6se,674.7401839999999
ATS7dv,221.0
ATS7pe,521.6324999999999
ATS7se,653.0323919999998
ATS8dv,225.0
ATS8pe,503.73300000000006
ATS8se,630.6159479999999
ATSC0Z,329.9
ATSC0c,0.717662850895751
ATSC0d,23.6
ATSC0i,119.03078241384752
ATSC0m,1613.6008340488522
ATSC0p,9.874650339905099
ATSC0s,130.29010416666665
ATSC0v,1978.8662569685375
ATSC1Z,6.602500000000023
ATSC1c,-0.34862331623995635
ATSC1d,3.9599999999999973
ATSC1i,-4.345503383041529
ATSC1m,30.472688644531075
ATSC1p,-0.24858481051557874
ATSC1s,-12.265585937499996
ATSC1v,12.199017970655316
ATSC2Z,38.02500000000003
ATSC2c,-0.06445119905091594
ATSC2d,-1.2000000000000035
ATSC2i,62.71402201999503
ATSC2m,213.5864125229774
ATSC2p,-0.056392587305626296
ATSC2s,109.08884548611108
ATSC2v,-184.4749536660132
ATSC3Z,48.47249999999997
ATSC3c,0.08873810591001784
ATSC3d,-2.5600000000000014
ATSC3i,-32.580488764713635
ATSC3m,248.621761027503
ATSC3p,-2.0329291625891983
ATSC3s,17.662677951388897
ATSC3v,-46.70252453678286
ATSC4Z,-53.31749999999998
ATSC4c,0.09670036154412939
ATSC4d,-0.52
ATSC4i,-14.673949012987707
ATSC4m,-256.39030511464773
ATSC4p,-0.2483898441589074
ATSC4s,-18.382131076388887
ATSC4v,-90.22517689859659
ATSC5Z,-24.17749999999999
ATSC5c,-0.32477722005700144
ATSC5d,-2.960000000000001
ATSC5i,1.8722712311494725
ATSC5m,-126.6499240404751
ATSC5p,0.8091144619165028
ATSC5s,-20.3670095486111
ATSC5v,107.57242849924094
ATSC6Z,13.472499999999991
ATSC6c,0.252531211009226
ATSC6d,-3.1599999999999997
ATSC6i,15.404024054260526
ATSC6m,72.7062178998016
ATSC6p,0.3565249020675017
ATSC6s,43.19062934027779
ATSC6v,-233.97044645386828
ATSC7Z,-8.377500000000008
ATSC7c,-0.05823775351145637
ATSC7d,-3.96
ATSC7i,-25.31433271620625
ATSC7m,-30.445876829878223
ATSC7p,-3.1613507632767983
ATSC7s,8.440976562500014
ATSC7v,-522.6910180785071
ATSC8Z,32.60999999999999
ATSC8c,-0.10648043758096795
ATSC8d,-1.359999999999999
ATSC8i,-38.125219852029524
ATSC8m,166.16219841482797
ATSC8p,-2.54139540597406
ATSC8s,-8.914253472222216
ATSC8v,-213.83785588523182
AXp-0d,0.7273540560083466
AXp-1d,0.45666738536041135
AXp-2d,0.31031533252682403
AXp-3d,0.19312627507918917
AXp-4d,0.12643371982794843
AXp-5d,0.08249693877829246
AXp-6d,0.05496927984377107
AXp-7d,0.03663244279636514
GATS1Z,0.7179559216022594
GATS1c,1.6581905753632542
GATS1d,1.1285655229433649
GATS1i,0.9601463831337126
GATS1m,0.7113344713494366
GATS1p,1.115968640863809
GATS1s,0.5925800548475071
GATS1v,1.0106179908945394
GATS2Z,0.8216126098817824
GATS2c,1.143797285334331
GATS2d,1.085956416464891
GATS2i,0.712242607357349
GATS2m,0.8068347575321457
GATS2p,1.0209871910804424
GATS2s,0.3669489846090941
GATS2v,1.015069355556854
GATS3Z,0.8255310598036177
GATS3c,1.1475428526425864
GATS3d,1.095505617977528
GATS3i,0.8558056675884769
GATS3m,0.810860061970873
GATS3p,1.0695701577238912
GATS3s,0.48010837957807445
GATS3v,1.0135140788202315
GATS4Z,1.05315393716571
GATS4c,1.1524769895998128
GATS4d,0.9506560962274466
GATS4i,0.9443018492615713
GATS4m,1.0454238075425286
GATS4p,0.9704134080426714
GATS4s,0.9420621484116578
GATS4v,0.9838829218811249
GATS5Z,0.9616805909860324
GATS5c,1.048927079993562
GATS5d,0.9469624833365071
GATS5i,0.8133301441255195
GATS5m,0.958575622956791
GATS5p,0.938635797382266
GATS5s,0.786225351602789
GATS5v,0.9770936966052183
GATS6Z,0.8467836695491653
GATS6c,0.7690025846491556
GATS6d,0.7891354027804227
GATS6i,0.564597936906197
GATS6m,0.831328381922486
GATS6p,0.936013323661189
GATS6s,0.2051718262504181
GATS6v,1.0678967916380324
GATS7Z,0.846119525494617
GATS7c,0.6216974926590415
GATS7d,0.8912588078461244
GATS7i,0.7181133258862836
GATS7m,0.8365954216322357
GATS7p,1.1032958440822567
GATS7s,0.30445868758464634
GATS7v,1.1670631794798136
GATS8Z,0.9007058415970207
GATS8c,0.7240467526910361
GATS8d,0.954146489104116
GATS8i,0.9504775608702616
GATS8m,0.8997768178783585
GATS8p,1.07187692748197
GATS8s,0.7765532769230448
GATS8v,1.0737065525681693
MATS1Z,0.019525502924019913
MATS1c,-0.4739277058890055
MATS1d,0.163704009921455
MATS1i,-0.03561696739008468
MATS1m,0.018424291627025653
MATS1p,-0.024560035850240844
MATS1s,-0.09184446801554963
MATS1v,0.006014292732047945
MATS2Z,0.06586411466678219
MATS2c,-0.051318326641200604
MATS2d,-0.02905569007263931
MATS2i,0.30106988532452644
MATS2m,0.07563790003647422
MATS2p,-0.0032633394088893604
MATS2s,0.4784437278151225
MATS2v,-0.05327002715140937
MATS3Z,0.06603635422378586
MATS3c,0.055572466571510784
MATS3d,-0.04875261854884786
MATS3i,-0.12301789505034967
MATS3m,0.06924892139238242
MATS3p,-0.09252743101572523
MATS3s,0.06092774486686036
MATS3v,-0.010607032483525106
MATS4Z,-0.06951275557598098
MATS4c,0.05795416789429913
MATS4d,-0.00947694550756333
MATS4i,-0.05302305665454794
MATS4m,-0.06834118929686438
MATS4p,-0.01081905058875739
MATS4s,-0.06068222131411868
MATS4v,-0.01961048532798248
MATS5Z,-0.0329381392386525
MATS5c,-0.20339256759782115
MATS5d,-0.056370215197105326
MATS5i,0.0070693496184988614
MATS5m,-0.03527595733367793
MATS5p,0.03682631148025554
MATS5s,-0.07025638835141117
MATS5v,0.024431746564887752
MATS6Z,0.018354216974159676
MATS6c,0.15814831901307286
MATS6d,-0.06017901352123405
MATS6i,0.05816274360231315
MATS6m,0.02025095127342384
MATS6p,0.016226995946786484
MATS6s,0.1489869006458701
MATS6v,-0.053139142912209
MATS7Z,-0.011413060137392685
MATS7c,-0.036471542603096374
MATS7d,-0.075414206817749
MATS7i,-0.0955822347491804
MATS7m,-0.008480127091856476
MATS7p,-0.14388679647501976
MATS7s,0.02911730983504162
MATS7v,-0.11871308162878703
MATS8Z,0.047070540856536607
MATS8c,-0.07065291203712717
MATS8d,-0.02744148506860369
MATS8i,-0.1525224503110758
MATS8m,0.049036201964195184
MATS8p,-0.12255505227040848
MATS8s,-0.03258023802321981
MATS8v,-0.0514575202154038
MAXssO,5.862915721844294
MINssO,5.862915721844294
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,27.653982734846416
SpAD_D,216.56464820056084
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.473939712459058
SssNH2,0
SsssAs,0
SsssCH,-0.2033456160241882
SsssNH,0
SssssB,0
SssssC,-4.329868979425258
SssssN,0
TMPC10,460
TMWC10,117.33173575204064
TSRW10,55.61487762200034
VE1_Dt,4.622377248683183
VE2_Dt,0.21010805675832647
VE3_Dt,2.319366489111409
VR1_Dt,116.59740139430619
VR2_Dt,5.299881881559372
VR3_Dt,5.547184347534083
Xc-3dv,0.4650734127762405
Xc-4dv,0.013498731178900972
Xc-5dv,0.06349206349206349
Xc-6dv,0.004499577059633658
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1853954059492991
Xch-7d,0.15951779686442458
Xp-0dv,12.2298579637609
Xp-1dv,7.039300738362114
Xp-2dv,4.931541664038122
Xp-3dv,3.2878685536430816
Xp-4dv,2.1235066311368156
Xp-5dv,1.423234166348095
Xp-6dv,0.7450884927926164
Xp-7dv,0.4286834076647873
Xpc-4d,3.1895909395575543
Xpc-5d,4.155017788614363
Xpc-6d,5.358353992274749
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,41
nFRing,0
nHBAcc,2
nHBDon,1
nHRing,0
nSpiro,0
naRing,2
piPC10,6.170786818873342
AATS0dv,9.05
AATS0pe,6.6564725
AATS0se,8.0168619
AATS1dv,7.365853658536586
AATS1pe,6.575439024390245
AATS1se,7.8167820487804835
AATS2dv,7.242857142857143
AATS2pe,6.7592314285714306
AATS2se,8.063142914285711
AATS3dv,4.404494382022472
AATS3pe,6.263359550561798
AATS3se,7.701847640449436
AATS4dv,3.913978494623656
AATS4pe,6.425393548387097
AATS4se,7.897406838709678
AATS5dv,3.5280898876404496
AATS5pe,6.225971910112359
AATS5se,7.6960004044943835
AATS6dv,3.6179775280898876
AATS6pe,6.115669662921348
AATS6se,7.581350382022471
AATS7dv,2.4831460674157304
AATS7pe,5.861039325842696
AATS7se,7.337442606741571
AATS8dv,2.6785714285714284
AATS8pe,5.99682142857143
AATS8se,7.507332714285713
AATSC0Z,8.247499999999999
AATSC0c,0.017941571272393774
AATSC0d,0.5900000000000001
AATSC0i,2.975769560346188
AATSC0m,40.340020851221304
AATSC0p,0.24686625849762747
AATSC0s,3.2572526041666663
AATSC0v,49.471656424213435
AATSC1Z,0.16103658536585422
AATSC1c,-0.008503007713169667
AATSC1d,0.09658536585365847
AATSC1i,-0.10598788739125681
AATSC1m,0.743236308403197
AATSC1p,-0.0060630441589165545
AATSC1s,-0.29916063262195114
AATSC1v,0.2975370236745199
AATSC2Z,0.5432142857142861
AATSC2c,-0.0009207314150130848
AATSC2d,-0.017142857142857192
AATSC2i,0.8959146002856433
AATSC2m,3.051234464613963
AATSC2p,-0.0008056083900803756
AATSC2s,1.5584120783730155
AATSC2v,-2.6353564809430456
AATSC3Z,0.5446348314606738
AATSC3c,0.0009970573697754813
AATSC3d,-0.02876404494382024
AATSC3i,-0.36607290746869253
AATSC3m,2.793502932893292
AATSC3p,-0.02284190070324942
AATSC3s,0.19845705563358312
AATSC3v,-0.5247474667054254
AATSC4Z,-0.5733064516129031
AATSC4c,0.001039788833807843
AATSC4d,-0.005591397849462366
AATSC4i,-0.15778439798911514
AATSC4m,-2.7568850012327712
AATSC4p,-0.0026708585393430905
AATSC4s,-0.19765732340203104
AATSC4v,-0.9701631924580278
AATSC5Z,-0.2716573033707864
AATSC5c,-0.0036491822478314766
AATSC5d,-0.033258426966292144
AATSC5i,0.02103675540617385
AATSC5m,-1.4230328543873607
