DLiP-ID,C001SV
MID_h,11.377814341680633
MINdO,12.143584656084656
MINtN,9.305841994205089
MPC10,69
MWC01,22.0
MWC02,4.6913478822291435
MWC03,5.572154032177765
MWC04,6.490723534502507
MWC05,7.395721608602045
MWC06,8.321907968230423
MWC07,9.234545060673
MWC08,10.162345677674331
MWC09,11.077964602632951
MWC10,12.005967900998689
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,1
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.2279
SRW02,3.8066624897703196
SRW03,0.0
SRW04,5.153291594497779
SRW05,2.3978952727983707
SRW06,6.70808408385307
SRW07,4.442651256490317
SRW08,8.375860015299594
SRW09,6.293419278846481
SRW10,10.108670778473344
SaaCH,7.202676681783824
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.9671669501133793
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.26342876039304675
SdssS,0
SsCH3,1.6576425107079868
SsNH2,5.807863756613757
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.9924969874496594
VE1_D,4.405248892351827
VE2_A,0.19962484937248298
VE2_D,0.22026244461759137
VE3_A,2.0775640271143203
VE3_D,2.175943940588407
VR1_A,118.32203310601712
VR1_D,107.67624810735944
VR2_A,5.916101655300856
VR2_D,5.383812405367972
VR3_A,5.4665571819285965
VR3_D,5.372276202864186
WPath,705
Xc-3d,1.4517179744293547
Xc-4d,0.0
Xc-5d,0.36830153430757584
Xc-6d,0.0
Xp-0d,14.27565640300939
Xp-1d,9.613392202930193
Xp-2d,8.798266065606395
Xp-3d,7.44050298551452
Xp-4d,6.9714049744913025
Xp-5d,5.119792168528629
Xp-6d,4.094738564953213
Xp-7d,2.527705189906452
ZMIC0,62.62107370688852
ZMIC1,30.778976652286094
ZMIC2,25.412898382519973
ZMIC3,24.90700901361462
ZMIC4,24.90700901361462
ZMIC5,24.90700901361462
nAcid,0
nAtom,30
nBase,0
nRing,3
piPC1,3.481240089335692
piPC2,4.1067670822206574
piPC3,4.706146103328094
piPC4,5.334830089480193
piPC5,5.770077265149487
piPC6,6.1921068330756786
piPC7,6.457211080892621
piPC8,6.853727987470213
piPC9,6.985641817639208
AATS0Z,35.333333333333336
AATS0d,3.933333333333333
AATS0i,157.01537652433635
AATS0m,140.59993450000007
AATS0p,1.8750113682830005
AATS0s,6.11307727480567
AATS0v,265.75506609676665
AATS1Z,32.6875
AATS1d,4.59375
AATS1i,143.6230064820875
AATS1m,127.12405649999997
AATS1p,2.0839905962499996
AATS1s,3.8398919753086416
AATS1v,304.9590243214981
AATS2Z,30.5
AATS2d,4.5
AATS2i,146.03375073762354
AATS2m,117.9163324038461
AATS2p,1.9176788455653069
AATS2s,3.7317188983855663
AATS2v,275.3860834701617
AATS3Z,26.825396825396826
AATS3d,4.063492063492063
AATS3i,149.29908263722442
AATS3m,100.87709193650795
AATS3p,1.7537970489158412
AATS3s,3.5841171859690384
AATS3v,253.23457899715157
AATS4Z,28.434782608695652
AATS4d,3.579710144927536
AATS4i,153.10961411518977
AATS4m,108.80151102898553
AATS4p,1.6965944333658698
AATS4s,4.708534621578101
AATS4v,243.75739911026096
AATS5Z,29.38235294117647
AATS5d,3.088235294117647
AATS5i,155.11440955651022
AATS5m,111.74599398529412
AATS5p,1.5894135812683088
AATS5s,4.218001089324621
AATS5v,229.44810949067093
AATS6Z,22.94736842105263
AATS6d,2.5789473684210527
AATS6i,157.70857620149891
AATS6m,83.78302670175437
AATS6p,1.4149101211876844
AATS6s,5.532596924409791
AATS6v,199.0969412863859
AATS7Z,11.191489361702128
AATS7d,1.9148936170212767
AATS7i,168.78837456744031
AATS7m,34.39375465957446
AATS7p,1.0776380629594469
AATS7s,3.2261623325453117
AATS7v,131.29162530941386
AATS8Z,8.444444444444445
AATS8d,1.5555555555555556
AATS8i,164.3334003151992
AATS8m,24.995271074074072
AATS8p,1.0582649165995555
AATS8s,1.9547325102880662
AATS8v,110.45461490553738
AMID_C,1.4680540179303434
AMID_N,0.17642219073241386
AMID_O,0.29144887576690215
AMID_X,0.0
AMID_h,0.5688907170840316
ATS0dv,316.44444444444446
ATS0pe,200.07540000000003
ATS0se,241.95413300000007
ATS1dv,314.6666666666667
ATS1pe,215.31050000000002
ATS1se,255.47617200000002
ATS2dv,463.0
ATS2pe,345.1672000000001
ATS2se,414.19316200000003
ATS3dv,498.33333333333337
ATS3pe,422.96500000000003
ATS3se,509.856188
ATS4dv,550.6666666666667
ATS4pe,466.3584
ATS4se,560.980004
ATS5dv,413.3333333333333
ATS5pe,457.2819999999998
ATS5se,554.932308
ATS6dv,326.6666666666667
ATS6pe,383.9964000000001
ATS6se,465.09909800000014
ATS7dv,51.66666666666667
ATS7pe,293.935
ATS7se,369.305702
ATS8dv,11.0
ATS8pe,146.355
ATS8se,191.525644
ATSC0Z,329.8666666666666
ATSC0c,0.9387803944412237
ATSC0d,20.800000000000004
ATSC0i,50.14701430408665
ATSC0m,1485.646267500001
ATSC0p,9.240419100326669
ATSC0s,62.79899405578416
ATSC0v,1412.6084247801753
ATSC1Z,9.342222222222198
ATSC1c,-0.549521019880175
ATSC1d,9.48
ATSC1i,5.734964522536717
ATSC1m,47.2550840000005
ATSC1p,0.8050813225442283
ATSC1s,-4.380106691053192
ATSC1v,113.1736746872811
ATSC2Z,54.36444444444442
ATSC2c,0.3798460933891385
ATSC2d,4.679999999999997
ATSC2i,4.9574278598888935
ATSC2m,263.5992660000005
ATSC2p,0.777771532353784
ATSC2s,16.273238835543363
ATSC2v,227.88498927039362
ATSC3Z,-170.85333333333338
ATSC3c,-0.7225712902927753
ATSC3d,-4.28
ATSC3i,-12.460931013427489
ATSC3m,-755.4666772499993
ATSC3p,-2.009003517198661
ATSC3s,-14.65212162780064
ATSC3v,-263.8077189703569
ATSC4Z,64.63999999999999
ATSC4c,0.42093097142144836
ATSC4d,-10.039999999999997
ATSC4i,4.092408001046266
ATSC4m,293.66368775000046
ATSC4p,1.524965023683003
ATSC4s,12.950196616369462
ATSC4v,18.313503259662866
ATSC5Z,96.03555555555553
ATSC5c,-0.18027626452586162
ATSC5d,-12.48
ATSC5i,-22.518726673254097
ATSC5m,398.50040700000056
ATSC5p,-2.3578212139047756
ATSC5s,-46.10211400701112
ATSC5v,-96.28466680727553
ATSC6Z,-175.94666666666672
ATSC6c,0.5920420018716026
ATSC6d,-13.919999999999998
ATSC6i,-31.234442614909568
ATSC6m,-808.82762275
ATSC6p,-6.610536235913002
ATSC6s,36.047846364883405
ATSC6v,-1107.7365535033737
ATSC7Z,-145.5911111111111
ATSC7c,-0.4944464333040153
ATSC7d,2.880000000000002
ATSC7i,22.238149519843137
ATSC7m,-685.7817862500013
ATSC7p,2.561456155048878
ATSC7s,-44.017692424935234
ATSC7v,-255.82496555389085
ATSC8Z,21.786666666666683
ATSC8c,0.09029401005453658
ATSC8d,5.280000000000001
ATSC8i,-3.594859580726231
ATSC8m,131.32704824999894
ATSC8p,-0.7014012542530034
ATSC8s,15.396817558299038
ATSC8v,343.4811214543952
AXp-0d,0.7137828201504696
AXp-1d,0.4369723728604633
AXp-2d,0.27494581455019984
AXp-3d,0.16534451078921156
AXp-4d,0.10725238422294311
AXp-5d,0.06320731072257567
AXp-6d,0.04402944693498078
AXp-7d,0.02689048074368566
GATS1Z,0.6785885711398546
GATS1c,1.529118923466668
GATS1d,0.653545673076923
GATS1i,0.8705009922471446
GATS1m,0.670360609705163
GATS1p,0.7781946744810327
GATS1s,0.6424055310343423
GATS1v,0.7228438469451628
GATS2Z,0.7870021298426716
GATS2c,0.6989922623118924
GATS2d,1.0054548816568045
GATS2i,0.868062674906821
GATS2m,0.7713018947803828
GATS2p,0.9244613194905853
GATS2s,0.4364982011138779
GATS2v,0.8030905373564933
GATS3Z,1.1749817145936794
GATS3c,1.516149099724787
GATS3d,1.1729242979242978
GATS3i,1.0539891470942062
GATS3m,1.160501608606483
GATS3p,1.0867267525004365
GATS3s,0.833184460316374
GATS3v,0.968044978114535
GATS4Z,0.7689316719974695
GATS4c,0.9354270325811993
GATS4d,1.2628901895206242
GATS4i,0.9393852696981884
GATS4m,0.7687196640272524
GATS4p,0.8269830692860968
GATS4s,1.0020799643617389
GATS4v,0.872317995563833
GATS5Z,0.930210958676114
GATS5c,1.15663402911017
GATS5d,1.1891968325791853
GATS5i,1.2020461839991787
GATS5m,0.9278140535682033
GATS5p,1.1362926622560967
GATS5s,1.6463001221987048
GATS5v,0.9407622607417458
GATS6Z,1.2554780240820325
GATS6c,0.803084857902318
GATS6d,1.1740890688259107
GATS6i,1.3506235235546007
GATS6m,1.258117598979529
GATS6p,1.3182338784266323
GATS6s,0.9652954339754036
GATS6v,1.3135664468316486
GATS7Z,1.2195772201104254
GATS7c,1.2221932073188526
GATS7d,0.7564443535188214
GATS7i,0.6857974193116271
GATS7m,1.2590815396875032
GATS7p,0.6888145361706793
GATS7s,1.6491268737396105
GATS7v,1.202278425875483
GATS8Z,1.4668665229497895
GATS8c,0.17507649479664264
GATS8d,0.490562678062678
GATS8i,0.9786363957497328
GATS8m,1.4409677083013472
GATS8p,1.4148516778263434
GATS8s,0.2395350807064246
GATS8v,1.1851347897122972
MATS1Z,0.02655113177041222
MATS1c,-0.5487715329252317
MATS1d,0.4272836538461538
MATS1i,0.10721534102260641
MATS1m,0.02981977757366825
MATS1p,0.08168068262818635
MATS1s,-0.06538878662952323
MATS1v,0.07510950533643955
MATS2Z,0.09508115166967226
MATS2c,0.23343263052027075
MATS2d,0.1298076923076922
MATS2i,0.05703339619001422
MATS2m,0.10236386880390747
MATS2p,0.048559956070916586
MATS2s,0.14949932179114353
MATS2v,0.09307045525720764
MATS3Z,-0.24664125957577868
MATS3c,-0.36651976206947323
MATS3d,-0.09798534798534796
MATS3i,-0.11832761641757691
MATS3m,-0.2421478414179193
MATS3p,-0.10353083893016839
MATS3s,-0.1111037028546243
MATS3v,-0.08892961497009796
MATS4Z,0.08519911426663386
MATS4c,0.19494811237972723
MATS4d,-0.20986622073578584
MATS4i,0.035481829800520205
MATS4m,0.08594230472775079
MATS4p,0.07175305188734173
MATS4s,0.08965940223477382
MATS4v,0.005636659517184762
MATS5Z,0.12844167578106425
MATS5c,-0.08472018225486094
MATS5d,-0.2647058823529411
MATS5i,-0.19811214074688752
MATS5m,0.11833840055619797
MATS5p,-0.1125723011190914
MATS5s,-0.32387728896106815
MATS5v,-0.030070986926478496
MATS6Z,-0.28073011955920535
MATS6c,0.33192113455043193
MATS6d,-0.35222672064777316
MATS6i,-0.3278197227047459
MATS6m,-0.2865411222902623
MATS6p,-0.3765229217499399
MATS6s,0.3021155195815147
MATS6v,-0.4127253019722811
MATS7Z,-0.2817213918368049
MATS7c,-0.33618523377037224
MATS7d,0.08837970540098204
MATS7i,0.2830589960397177
MATS7m,-0.2946415069515813
MATS7p,0.17693699778218783
MATS7s,-0.447402061810313
MATS7v,-0.11559645853734883
MATS8Z,0.07338543070151808
MATS8c,0.10686916602906896
MATS8d,0.28205128205128205
MATS8i,-0.07965157005775392
MATS8m,0.09821916945649967
MATS8p,-0.0843397597539954
MATS8s,0.27241797933228196
MATS8v,0.2701709007322916
MAXaaO,5.1281481481481475
MAXaaS,1.4501490457294026
MAXssO,5.404789304610732
MAXtsC,2.030513747165533
MINaaO,5.1281481481481475
MINaaS,1.4501490457294026
MINssO,5.404789304610732
MINtsC,2.030513747165533
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,25.33212481946411
SpAD_D,145.68954697045456
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,-0.5272222222222227
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,700
TMWC10,116.95267826772086
TSRW10,67.28653477002926
VE1_Dt,4.45136076601076
VE2_Dt,0.222568038300538
VE3_Dt,2.1863570201086038
VR1_Dt,101.88247988625879
VR2_Dt,5.094123994312939
VR3_Dt,5.3169671716221
Xc-3dv,0.6979994232402236
Xc-4dv,0.0
Xc-5dv,0.13316424961244028
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.18424981005154034
Xch-7d,0.44058411215744947
Xp-0dv,11.360804953420892
Xp-1dv,6.751099349622337
Xp-2dv,5.341929396605093
Xp-3dv,4.021457343615575
Xp-4dv,3.1010801061872417
Xp-5dv,1.9223502538705608
Xp-6dv,1.1891621401673769
Xp-7dv,0.7003997334986692
Xpc-4d,3.4222575405813713
Xpc-5d,6.5521689062737725
Xpc-6d,10.832841260849603
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,32
nFRing,1
nHBAcc,6
nHBDon,1
nHRing,3
nSpiro,0
naRing,2
piPC10,7.188731322450008
AATS0dv,10.54814814814815
AATS0pe,6.669180000000001
AATS0se,8.06513776666667
AATS1dv,9.833333333333334
AATS1pe,6.728453125000001
AATS1se,7.983630375000001
AATS2dv,8.903846153846153
AATS2pe,6.637830769230771
AATS2se,7.965253115384616
AATS3dv,7.910052910052911
AATS3pe,6.71373015873016
AATS3se,8.092955365079364
AATS4dv,7.980676328502416
AATS4pe,6.758817391304348
AATS4se,8.130144985507247
AATS5dv,6.078431372549019
AATS5pe,6.724735294117644
AATS5se,8.160769235294119
AATS6dv,5.730994152046784
AATS6pe,6.736778947368423
AATS6se,8.159633298245616
AATS7dv,1.0992907801418441
AATS7pe,6.253936170212766
AATS7se,7.857568127659574
AATS8dv,0.4074074074074074
AATS8pe,5.420555555555556
AATS8se,7.09354237037037
AATSC0Z,10.995555555555553
AATSC0c,0.03129267981470746
AATSC0d,0.6933333333333335
AATSC0i,1.6715671434695552
AATSC0m,49.52154225000003
AATSC0p,0.308013970010889
AATSC0s,2.093299801859472
AATSC0v,47.08694749267251
AATSC1Z,0.2919444444444437
AATSC1c,-0.01717253187125547
AATSC1d,0.29625
AATSC1i,0.1792176413292724
AATSC1m,1.4767213750000157
AATSC1p,0.025158791329507133
AATSC1s,-0.13687833409541225
AATSC1v,3.5366773339775346
AATSC2Z,1.0454700854700851
AATSC2c,0.00730473256517574
AATSC2d,0.08999999999999994
AATSC2i,0.09533515115170949
AATSC2m,5.069216653846164
AATSC2p,0.014957144852957386
AATSC2s,0.3129469006835262
AATSC2v,4.382403639815262
AATSC3Z,-2.7119576719576726
AATSC3c,-0.011469385560202784
AATSC3d,-0.06793650793650793
AATSC3i,-0.1977925557686903
AATSC3m,-11.991534559523798
AATSC3p,-0.03188894471743906
AATSC3s,-0.2325733591714387
AATSC3v,-4.187424110640586
AATSC4Z,0.9368115942028984
AATSC4c,0.006100448861180411
AATSC4d,-0.14550724637681156
AATSC4i,0.059310260884728495
AATSC4m,4.255995474637688
AATSC4p,0.022100942372217436
AATSC4s,0.18768400893289075
AATSC4v,0.26541309071975167
AATSC5Z,1.412287581699346
