DLiP-ID,T001TP
AMID_C,1.675612235854895
AMID_N,0.12274062240810381
AMID_O,0.2679289795833072
AMID_X,0.0
AMID_h,0.390669601991411
ATS0dv,434.0
ATS0pe,453.32120000000003
ATS0se,567.03486
ATS1dv,418.0
ATS1pe,503.47900000000004
ATS1se,606.0446039999997
ATS2dv,594.0
ATS2pe,951.9418999999999
ATS2se,1168.974808
ATS3dv,621.0
ATS3pe,1331.6287999999997
ATS3se,1660.0937239999994
ATS4dv,527.0
ATS4pe,1451.5589999999995
ATS4se,1836.167124
ATS5dv,505.0
ATS5pe,1264.7029
ATS5se,1581.444524
ATS6dv,407.0
ATS6pe,1124.6875000000005
ATS6se,1411.323124
ATS7dv,420.0
ATS7pe,1199.9385999999997
ATS7se,1512.7202800000002
ATS8dv,439.0
ATS8pe,1248.8466
ATS8se,1582.7435960000003
ATSC0Z,550.7466666666666
ATSC0c,1.4641041751450916
ATSC0d,44.34666666666667
ATSC0i,101.06532966799458
ATSC0m,2620.629760746666
ATSC0p,16.939021999847995
ATSC0s,85.30129629629629
ATSC0v,3774.5264440294463
ATSC1Z,45.20017777777782
ATSC1c,-0.8093652777634505
ATSC1d,14.968177777777782
ATSC1i,-13.52829439915508
ATSC1m,211.90622038684404
ATSC1p,-0.918990169247361
ATSC1s,2.747171604938275
ATSC1v,45.52158145951797
ATSC2Z,24.33013333333339
ATSC2c,-0.01336526078009809
ATSC2d,-2.2271999999999914
ATSC2i,8.186664365424901
ATSC2m,112.30105337013299
ATSC2p,1.1487068071946782
ATSC2s,19.494244444444448
ATSC2v,103.79968488122009
ATSC3Z,-112.28017777777771
ATSC3c,0.3954628380423689
ATSC3d,-13.808177777777777
ATSC3i,-30.36691070703706
ATSC3m,-556.2995892001777
ATSC3p,-6.490011370431639
ATSC3s,2.7706061728395035
ATSC3v,-1348.2006359779389
ATSC4Z,110.92088888888888
ATSC4c,-0.36904081090121627
ATSC4d,-19.58577777777777
ATSC4i,-42.64041743136087
ATSC4m,519.5072175342221
ATSC4p,-3.727149979640398
ATSC4s,-6.985253086419754
ATSC4v,-11.361911547181577
ATSC5Z,-212.21102222222214
ATSC5c,0.15797803947159195
ATSC5d,-2.0403555555555557
ATSC5i,31.306128074841297
ATSC5m,-990.6218116776887
ATSC5p,1.8518909951477194
ATSC5s,-11.187046913580241
ATSC5v,-363.56230294220205
ATSC6Z,-132.01173333333332
ATSC6c,-0.24843421160424434
ATSC6d,-1.8597333333333328
ATSC6i,-5.564997482093758
ATSC6m,-613.9446353317334
ATSC6p,-0.8595373019160408
ATSC6s,-31.440085185185186
ATSC6v,-407.3914552842846
ATSC7Z,-53.39768888888888
ATSC7c,0.14550731167117953
ATSC7d,-0.907022222222221
ATSC7i,9.005990795154366
ATSC7m,-252.24419926435573
ATSC7p,-0.37810866973928015
ATSC7s,-7.607880246913577
ATSC7v,-163.58688039645216
ATSC8Z,-43.77724444444442
ATSC8c,0.06034086694349018
ATSC8d,-1.4599111111111123
ATSC8i,-13.343427535662187
ATSC8m,-208.569513083911
ATSC8p,-1.47718512137828
ATSC8s,-15.388979012345679
ATSC8v,-335.4471929401579
AXp-0d,0.6975896661607773
AXp-1d,0.4354212001470779
AXp-2d,0.2765822230127889
AXp-3d,0.17434348907441122
AXp-4d,0.1135828448183248
AXp-5d,0.07113968410075848
AXp-6d,0.04589640358105527
AXp-7d,0.028505302591420846
GATS1Z,0.8912181820521985
GATS1c,1.5691791833382227
GATS1d,0.9716312596573219
GATS1i,1.4465381039805765
GATS1m,0.900329337298384
GATS1p,1.3020149825996
GATS1s,0.5368576727818959
GATS1v,1.1514992967539248
GATS2Z,0.9708388754233115
GATS2c,1.1266988135964202
GATS2d,1.4450909648285049
GATS2i,1.1337378980706014
GATS2m,0.9744105877725012
GATS2p,1.0784566929478465
GATS2s,0.5209134803767261
GATS2v,1.0535562442141253
GATS3Z,1.038729705872494
GATS3c,0.9150759818006525
GATS3d,1.2043123831705769
GATS3i,1.1952248562263916
GATS3m,1.0448205981002414
GATS3p,1.1722746893389986
GATS3s,0.7156765772547664
GATS3v,1.1479995761281647
GATS4Z,0.935057119734545
GATS4c,1.1760581392954117
GATS4d,1.2395842281590927
GATS4i,1.096352716575711
GATS4m,0.9347321134094875
GATS4p,1.0157040332113656
GATS4s,1.2094038813023404
GATS4v,0.9617142272740303
GATS5Z,1.245518834796374
GATS5c,1.4258745962917274
GATS5d,0.9954201222888373
GATS5i,0.8835957295148962
GATS5m,1.2323004998156943
GATS5p,0.8587513742595057
GATS5s,2.063177091784515
GATS5v,0.939793085431443
GATS6Z,1.1131906166877268
GATS6c,1.1817929380382426
GATS6d,1.0720763098170814
GATS6i,1.034182200829763
GATS6m,1.108734308597302
GATS6p,1.0105182008730227
GATS6s,1.5393792311279502
GATS6v,1.0251138301234908
GATS7Z,1.0203609573178305
GATS7c,0.9072759091562504
GATS7d,0.9665075046289955
GATS7i,0.9681053902806397
GATS7m,1.0204980024941948
GATS7p,1.0010192959968578
GATS7s,1.1792161005596182
GATS7v,1.0071079433987666
GATS8Z,1.014377622511783
GATS8c,0.8329561251768735
GATS8d,0.9169819830041184
GATS8i,0.9949423920002871
GATS8m,1.013872040874876
GATS8p,1.0152085007593483
GATS8s,1.3129633732216768
GATS8v,1.0157462393903145
MATS1Z,0.0779152444828257
MATS1c,-0.5248156315749991
MATS1d,0.32043660610304703
MATS1i,-0.12707936054573143
MATS1m,0.076766582796182
MATS1p,-0.05150586742523844
MATS1s,0.03057484964151646
MATS1v,0.011449566429027487
MATS2Z,0.02165521222288369
MATS2c,-0.004474817115365068
MATS2d,-0.02461886739061219
MATS2i,0.039707689872959556
MATS2m,0.021006224072669784
MATS2p,0.033242271729696495
MATS2s,0.11202645907579428
MATS2v,0.013480419126927002
MATS3Z,-0.06918631566240085
MATS3c,0.09166481987266509
MATS3d,-0.10566821668303751
MATS3i,-0.1019688227133659
MATS3m,-0.07203972731145623
MATS3p,-0.13002477631508705
MATS3s,0.011022704278342142
MATS3v,-0.12121630600970605
MATS4Z,0.06165334482216845
MATS4c,-0.07716095529561574
MATS4d,-0.13519947967160398
MATS4i,-0.12915595340638322
MATS4m,0.060684963620667366
MATS4p,-0.06735715199448901
MATS4s,-0.025068115895091184
MATS4v,-0.0009214761744256557
MATS5Z,-0.14306254743035912
MATS5c,0.040062185239846976
MATS5d,-0.01708263129379685
MATS5i,0.11501038429508224
MATS5m,-0.1403499012364712
MATS5p,0.04059167585258398
MATS5s,-0.04869335763540726
MATS5v,-0.035762367960402136
MATS6Z,-0.0966515838517563
MATS6c,-0.06842073605477204
MATS6d,-0.016909782165926323
MATS6i,-0.022202971137480654
MATS6m,-0.09446520237477028
MATS6p,-0.020460899203239076
MATS6s,-0.14861970748566627
MATS6v,-0.04352088945047547
MATS7Z,-0.03599817445551266
MATS7c,0.036899691206581854
MATS7d,-0.007593934378404757
MATS7i,0.03308561377607946
MATS7m,-0.035737602419906866
MATS7p,-0.008287779679972103
MATS7s,-0.03311447932345852
MATS7v,-0.01609147637939314
MATS8Z,-0.02812042930397977
MATS8c,0.014580249942118026
MATS8d,-0.01164637674582195
MATS8i,-0.04670792852234687
MATS8m,-0.02815597435812533
MATS8p,-0.030851195303010216
MATS8s,-0.06382334747088579
MATS8v,-0.03144032973479271
MAXssO,5.662375362181909
MINssO,5.290191637142858
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,13
NssNH2,0
NsssAs,0
NsssCH,4
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,45.76355897464745
SpAD_D,510.3278036825127
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,12.411899083363657
SssNH2,0
SsssAs,0
SsssCH,1.8442188955483876
SsssNH,0
SssssB,0
SssssC,-0.04448739596710127
SssssN,0
TMPC10,1242
TMWC10,153.31578914720959
TSRW10,71.96773910456936
VE1_Dt,5.822869735304088
VE2_Dt,0.16636770672297393
VE3_Dt,3.0145561903812643
VR1_Dt,244.5512420191516
VR2_Dt,6.987178343404332
VR3_Dt,6.75218783426216
Xc-3dv,1.6761816461142354
Xc-4dv,0.08838834764831845
Xc-5dv,0.0800121654060369
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.3961927921179246
Xch-7d,0.8849001794597503
Xp-0dv,21.222295087571773
Xp-1dv,13.447231368515299
Xp-2dv,11.293398467021866
Xp-3dv,8.74813485969788
Xp-4dv,7.563450746773257
Xp-5dv,5.774214578173495
Xp-6dv,3.90522540759639
Xp-7dv,2.4425982691018877
Xpc-4d,5.560045458008546
Xpc-5d,10.317569755951915
Xpc-6d,15.404925538640509
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,6
n7Ring,0
n8Ring,0
n9Ring,0
nARing,5
nBonds,79
nFRing,1
nHBAcc,5
nHBDon,1
nHRing,1
nSpiro,0
naRing,1
piPC10,5.690148283380397
AATS0dv,5.786666666666667
AATS0pe,6.044282666666667
AATS0se,7.5604648
AATS1dv,5.291139240506329
AATS1pe,6.373151898734178
AATS1se,7.6714506835443
AATS2dv,3.8823529411764706
AATS2pe,6.22184248366013
AATS2se,7.640358222222222
AATS3dv,2.8099547511312215
AATS3pe,6.025469683257917
AATS3se,7.5117363076923045
AATS4dv,2.1510204081632653
AATS4pe,5.924730612244896
AATS4se,7.494559689795919
AATS5dv,2.5
AATS5pe,6.260905445544554
AATS5se,7.828933287128713
AATS6dv,2.1881720430107525
AATS6pe,6.046706989247315
AATS6se,7.587758731182796
AATS7dv,2.0792079207920793
AATS7pe,5.9402900990099
AATS7se,7.488714257425744
AATS8dv,2.0707547169811322
AATS8pe,5.890785849056604
AATS8se,7.465771679245284
AATSC0Z,7.343288888888887
AATSC0c,0.019521389001934553
AATSC0d,0.591288888888889
AATSC0i,1.3475377289065944
AATSC0m,34.94173014328888
AATSC0p,0.22585362666463993
AATSC0s,1.1373506172839505
AATSC0v,50.32701925372595
AATSC1Z,0.5721541490857952
AATSC1c,-0.010245130098271524
AATSC1d,0.18947060478199726
AATSC1i,-0.1712442329006972
AATSC1m,2.6823572200866335
AATSC1p,-0.01163278695249824
AATSC1s,0.03477432411314272
AATSC1v,0.5762225501204806
AATSC2Z,0.1590204793028326
AATSC2c,-8.735464562155615e-05
AATSC2d,-0.014556862745097984
AATSC2i,0.0535076102315353
AATSC2m,0.7339938128766862
AATSC2p,0.007507887628723387
AATSC2s,0.12741336238198986
AATSC2v,0.6784293129491509
AATSC3Z,-0.5080551030668674
AATSC3c,0.0017894246065265562
AATSC3d,-0.062480442433383604
AATSC3i,-0.13740683577844823
AATSC3m,-2.5171927113130215
AATSC3p,-0.02936656728702099
AATSC3s,0.012536679515110876
AATSC3v,-6.100455366416013
AATSC4Z,0.4527383219954648
AATSC4c,-0.001506289024086597
AATSC4d,-0.07994195011337865
AATSC4i,-0.17404252012800356
AATSC4m,2.120437622588662
AATSC4p,-0.015212857059756727
AATSC4s,-0.028511237087427567
AATSC4v,-0.046375149172169707
