DLiP-ID,T0009G
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,2
NssS,0
NtCH,0
NtsC,0
RNCG,0.1758802246181157
RPCG,0.11754210257251435
SIC0,0.2498921328974789
SIC1,0.5019317357095288
SIC2,0.6621221748158894
SIC3,0.7628783461815859
SIC4,0.7685214731015453
SIC5,0.7685214731015453
SaaN,0
SaaO,0
SaaS,0
Sare,58.616000000000014
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,10.408784044927797
SssS,0
StCH,0
StsC,0
TIC0,88.56512938372035
TIC1,177.89135095800452
TIC2,234.66499485383022
TIC3,270.3743357192034
TIC4,272.3743357192034
TIC5,272.3743357192034
Vabc,398.6415919674449
WPol,44
apol,62.61737599999997
bpol,40.45862400000002
nRot,8
ABCGG,18.581402863573135
ATS0Z,1206.0
ATS0d,166.0
ATS0i,9929.782897298468
ATS0m,4734.292692000002
ATS0p,78.43053295516799
ATS0s,281.52777777777777
ATS0v,11457.116989790846
ATS1Z,1315.0
ATS1d,197.0
ATS1i,8864.844737001204
ATS1m,4884.003028000003
ATS1p,98.43612591000004
ATS1s,182.88888888888889
ATS1v,14144.230130567003
ATS2Z,1915.0
ATS2d,324.0
ATS2i,17090.42225773528
ATS2m,7051.8758629999975
ATS2p,139.80766203037612
ATS2s,316.8888888888891
ATS2v,19715.781462752635
ATS3Z,2264.0
ATS3d,368.0
ATS3i,21714.52040113054
ATS3m,8130.806103999997
ATS3p,169.59104219152687
ATS3s,425.4722222222222
ATS3v,23924.856400367753
ATS4Z,2465.0
ATS4d,401.0
ATS4i,24910.47423434256
ATS4m,8793.466282999996
ATS4p,189.27135465316792
ATS4s,539.916666666667
ATS4v,26342.89068823897
ATS5Z,2352.0
ATS5d,381.0
ATS5i,25724.04310430308
ATS5m,8046.884652999996
ATS5p,203.290189677282
ATS5s,571.0555555555559
ATS5v,27072.808190866865
ATS6Z,2191.0
ATS6d,401.0
ATS6i,29604.24253775823
ATS6m,7614.754643999998
ATS6p,202.728124552638
ATS6s,445.27777777777794
ATS6v,25864.761539227376
ATS7Z,2131.0
ATS7d,360.0
ATS7i,26569.829662904558
ATS7m,7298.267435
ATS7p,171.101268681111
ATS7s,545.138888888889
ATS7v,22664.17329184535
ATS8Z,1746.0
ATS8d,314.0
ATS8i,22059.929221359078
ATS8m,5937.058451000001
ATS8p,149.98955084831897
ATS8s,364.2777777777778
ATS8v,20132.81588860006
C1SP1,0
C1SP2,3
C1SP3,7
C2SP1,0
C2SP2,4
C2SP3,4
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.5714285714285714
GGI10,0.1487603305785124
JGI10,0.009917355371900825
JGT10,0.5806881923063557
Kier1,26.035714285714285
Kier2,12.0
Kier3,7.650520597555455
MAXdO,12.961510837563779
MID_C,40.90749797768229
MID_N,4.109842411206839
MID_O,9.105258978039192
MID_X,0.0
MID_h,13.215101389246033
MINdO,11.56891020256353
MPC10,49
MWC01,28.0
MWC02,4.90527477843843
MWC03,5.726847747587197
MWC04,6.5998704992128365
MWC05,7.444833273892193
MWC06,8.323365694436081
MWC07,9.17895289873455
MWC08,10.060277603300317
MWC09,10.922244615954773
MWC10,11.805035220749161
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,8
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.0241000000000007
SRW02,4.04305126783455
SRW03,0.0
SRW04,5.3612921657094255
SRW05,0.0
SRW06,6.85751406254539
SRW07,0.0
SRW08,8.44009614103127
SRW09,0.0
SRW10,10.070991535979658
SaaCH,4.728105158730159
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.986242021499959
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.1512945827754613
SdssS,0
SsCH3,14.294658386844674
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.579601179978164
SssPH,0
SssSe,0
SsssB,0
SsssN,1.7713895150831478
SsssP,0
VE1_A,4.380210172735827
VE1_D,5.201723170393392
VE2_A,0.1564360775977081
VE2_D,0.18577582751404972
VE3_A,2.50671612506117
VE3_D,2.678609366796478
VR1_A,241.79804368880534
VR1_D,163.88090999394424
VR2_A,8.635644417457334
VR2_D,5.852889642640866
VR3_A,6.517722264712105
VR3_D,6.128759422651004
WPath,2110
Xc-3d,2.554999035979351
Xc-4d,0.0
Xc-5d,0.7135303902726997
Xc-6d,0.0
Xp-0d,21.59349364820517
Xp-1d,12.98817742059091
Xp-2d,12.126918662126876
Xp-3d,8.83606255044801
Xp-4d,7.121151690060566
Xp-5d,4.236812367522562
Xp-6d,3.131323153687573
Xp-7d,2.1544563143720623
ZMIC0,96.51003370053223
ZMIC1,52.21477412738915
ZMIC2,38.04607416933575
ZMIC3,33.08210423871585
ZMIC4,32.95187455219557
ZMIC5,32.95187455219557
nAcid,0
nAtom,60
nBase,0
nRing,1
piPC1,3.5553480614894135
piPC2,4.034240638152395
piPC3,4.468777561082536
piPC4,4.893164709621917
piPC5,5.295500904038462
piPC6,5.579729825986222
piPC7,5.889656740875595
piPC8,5.884714177161102
piPC9,6.0386164653231065
AATS0Z,20.1
AATS0d,2.7666666666666666
AATS0i,165.49638162164112
AATS0m,78.90487820000003
AATS0p,1.3071755492527999
AATS0s,4.69212962962963
AATS0v,190.95194982984742
AATS1Z,21.916666666666668
AATS1d,3.283333333333333
AATS1i,147.74741228335338
AATS1m,81.40005046666671
AATS1p,1.6406020985000007
AATS1s,3.0481481481481483
AATS1v,235.73716884278338
AATS2Z,17.897196261682243
AATS2d,3.02803738317757
AATS2i,159.7235725021989
AATS2m,65.90538189719624
AATS2p,1.3066136638352908
AATS2s,2.961578400830739
AATS2v,184.25963983880968
AATS3Z,16.895522388059703
AATS3d,2.746268656716418
AATS3i,162.0486597099294
AATS3m,60.677657492537286
AATS3p,1.2656047924740812
AATS3s,3.1751658374792697
AATS3v,178.54370448035635
AATS4Z,15.903225806451612
AATS4d,2.587096774193548
AATS4i,160.71273699575846
AATS4m,56.73204053548385
AATS4p,1.221105513891406
AATS4s,3.483333333333335
AATS4v,169.95413347250948
AATS5Z,14.518518518518519
AATS5d,2.3518518518518516
AATS5i,158.79038953273508
AATS5m,49.6721274876543
AATS5p,1.2548777140572962
AATS5s,3.5250342935528143
AATS5v,167.11609994362263
AATS6Z,11.972677595628415
AATS6d,2.191256830601093
AATS6i,161.77181714621983
AATS6m,41.61068111475409
AATS6p,1.1078039593040327
AATS6s,2.433211900425016
AATS6v,141.33749474987638
AATS7Z,13.236024844720497
AATS7d,2.2360248447204967
AATS7i,165.0299979062395
AATS7m,45.33085363354037
AATS7p,1.062740799261559
AATS7s,3.3859558316080065
AATS7v,140.77126268226925
AATS8Z,13.029850746268657
AATS8d,2.343283582089552
AATS8i,164.62633747282894
AATS8m,44.30640635074627
AATS8p,1.1193250063307385
AATS8s,2.7184908789386406
AATS8v,150.24489469104523
AMID_C,1.4609820706315104
AMID_N,0.14678008611452995
AMID_O,0.32518782064425683
AMID_X,0.0
AMID_h,0.4719679067587869
ATS0dv,388.0
ATS0pe,369.08369999999996
ATS0se,460.5035359999999
ATS1dv,360.0
ATS1pe,384.802
ATS1se,463.66450399999974
ATS2dv,497.0
ATS2pe,669.0567999999998
ATS2se,825.2573880000001
ATS3dv,527.0
ATS3pe,851.4617
ATS3se,1049.7376559999998
ATS4dv,522.0
ATS4pe,972.6422000000003
ATS4se,1207.1821800000002
ATS5dv,500.0
ATS5pe,1014.4944000000002
ATS5se,1257.4624119999994
ATS6dv,414.0
ATS6pe,1057.6045000000001
ATS6se,1341.62008
ATS7dv,418.0
ATS7pe,997.0861000000004
ATS7se,1249.0602999999999
ATS8dv,259.0
ATS8pe,830.0220000000002
ATS8se,1040.3952920000002
ATSC0Z,456.9333333333333
ATSC0c,1.2843040134353605
ATSC0d,36.93333333333333
ATSC0i,79.5347831933767
ATSC0m,2166.7408584000004
ATSC0p,13.081603336411735
ATSC0s,108.69398148148149
ATSC0v,2928.9002433745422
ATSC1Z,14.733333333333375
ATSC1c,-0.7357550430769035
ATSC1d,18.066666666666666
ATSC1i,-19.99855514506996
ATSC1m,65.32963600000001
ATSC1p,-1.9437023097333266
ATSC1s,-7.200000000000003
ATSC1v,-199.3797326052444
ATSC2Z,180.3688888888888
ATSC2c,0.11927778815752342
ATSC2d,4.1688888888888975
ATSC2i,-3.477912389645499
ATSC2m,851.2057385199998
ATSC2p,1.924928388033747
ATSC2s,24.575362654320983
ATSC2v,767.9635599527478
ATSC3Z,0.7822222222222468
ATSC3c,0.08295975158504804
ATSC3d,-3.7511111111111064
ATSC3i,25.6699712763819
ATSC3m,14.966139039999945
ATSC3p,1.899480154516266
ATSC3s,-5.461929012345686
ATSC3v,427.1241712380896
ATSC4Z,22.288888888888902
ATSC4c,-0.12608681684031697
ATSC4d,-7.711111111111109
ATSC4i,1.9542215660001196
ATSC4m,115.47130539999989
ATSC4p,1.440657102229693
ATSC4s,-12.411304012345681
ATSC4v,342.2300617438365
ATSC5Z,-307.1866666666665
ATSC5c,0.054546080396826006
ATSC5d,0.5466666666666677
ATSC5i,-6.732289606434893
ATSC5m,-1464.4172738799994
ATSC5p,-3.5802044384819425
ATSC5s,-26.45152777777779
ATSC5v,-1627.2633539862572
ATSC6Z,203.85333333333318
ATSC6c,-0.4086109537583901
ATSC6d,-4.680000000000001
ATSC6i,-34.49594531102176
ATSC6m,948.3265244799998
ATSC6p,-3.149008115512719
ATSC6s,21.127800925925936
ATSC6v,223.93719877077106
ATSC7Z,-63.6711111111111
ATSC7c,0.8638645682694889
ATSC7d,-9.404444444444447
ATSC7i,-1.7412017426519304
ATSC7m,-318.6237648399999
ATSC7p,-2.555033401938351
ATSC7s,18.014668209876522
ATSC7v,-718.2878649157158
ATSC8Z,-149.75111111111113
ATSC8c,-0.47014351847491237
ATSC8d,-31.351111111111116
ATSC8i,22.110032198540928
ATSC8m,-680.1598283600005
ATSC8p,3.1760277297994626
ATSC8s,-44.30961419753084
ATSC8v,158.23734574719774
AXp-0d,0.7711962017216132
AXp-1d,0.4638634793068182
AXp-2d,0.3109466323622276
AXp-3d,0.18800133086059598
AXp-4d,0.12716342303679581
AXp-5d,0.0718103791105519
AXp-6d,0.04744429020738747
AXp-7d,0.029923004366278642
GATS1Z,0.9081558214181501
GATS1c,1.6576488388652528
GATS1d,0.9318592057761734
GATS1i,1.624890436024396
GATS1m,0.919748862232775
GATS1p,1.4389368036457282
GATS1s,0.6125441372524799
GATS1v,1.249706420011558
GATS2Z,0.7668862442014898
GATS2c,1.1730000461044645
GATS2d,1.3660632949829619
GATS2i,1.167476187845766
GATS2m,0.7701114541954411
GATS2p,0.9837613470136848
GATS2s,0.5272371277136226
GATS2v,0.888650439237672
GATS3Z,1.030082662264981
GATS3c,1.4984363117777946
GATS3d,1.335201250067353
GATS3i,0.9952543626136189
GATS3m,1.0259256852091245
GATS3p,0.9514965897296217
GATS3s,0.927522631159071
GATS3v,0.9279400143441083
GATS4Z,1.0108978039666032
GATS4c,1.1750557492727736
GATS4d,1.3295097240013976
GATS4i,1.0422896727369193
GATS4m,1.0063831572173332
GATS4p,0.9966943409581643
GATS4s,1.4704950393293679
GATS4v,0.9612350153283046
GATS5Z,1.2549511504501294
GATS5c,0.8586910039790829
GATS5d,1.0304686455408478
GATS5i,1.127737962975893
GATS5m,1.2557554678096363
GATS5p,1.1772376274612262
GATS5s,1.4890930525207864
GATS5v,1.236527019432305
GATS6Z,0.7567377192688727
GATS6c,0.7845462354531769
GATS6d,0.9558649464401966
GATS6i,1.1324011376792231
GATS6m,0.766613719970177
GATS6p,1.1201163405951506
GATS6s,0.512446340363756
GATS6v,1.014558850692597
GATS7Z,1.0843013192640834
GATS7c,0.9578850595066106
GATS7d,1.0616745520999171
GATS7i,0.9889020554064544
GATS7m,1.0828793260470193
GATS7p,1.0279617960311076
GATS7s,1.1259339726888393
GATS7v,1.0447755089240414
GATS8Z,1.187148587381157
GATS8c,1.53320266980489
GATS8d,1.6213158036532143
GATS8i,0.8646352858248333
GATS8m,1.1761224353685862
GATS8p,0.8583767521790363
GATS8s,1.2383659246901804
GATS8v,0.9341379256217351
MATS1Z,0.032243945141523296
MATS1c,-0.5728823046412869
MATS1d,0.4891696750902527
MATS1i,-0.2514441398104591
MATS1m,0.030151107247888317
MATS1p,-0.14858288084023813
MATS1s,-0.06624101814898269
MATS1v,-0.06807324116151132
MATS2Z,0.22134833605589468
MATS2c,0.05207858912159093
MATS2d,0.06329498296163852
MATS2i,-0.024520482337752735
MATS2m,0.22029013170919734
MATS2p,0.08251275232365879
MATS2s,0.12678325884756284
MATS2v,0.147029170047787
MATS3Z,0.0007665204761137654
MATS3c,0.028923180989506806
MATS3d,-0.04547658817824231
MATS3i,0.14451560094756005
MATS3m,0.003092781612802367
MATS3p,0.06501599843307154
MATS3s,-0.02250023251462969
MATS3v,0.06529741985757376
MATS4Z,0.01888231030620218
MATS4c,-0.03800330728287955
MATS4d,-0.08081984395015719
MATS4i,0.009511220548861778
MATS4m,0.020629402754358477
MATS4p,0.042630379675241574
MATS4s,-0.04420093625453396
MATS4v,0.04523068111751909
MATS5Z,-0.24899220784835013
MATS5c,0.015730116691596897
MATS5d,0.005482016312341233
MATS5i,-0.03135031611154915
MATS5m,-0.2503191676111254
MATS5p,-0.10136384736505252
MATS5s,-0.09013251705741242
MATS5v,-0.20577352624739098
MATS6Z,0.14627332609413182
MATS6c,-0.10431393432509146
MATS6d,-0.04154583653903061
MATS6i,-0.14220376984136357
MATS6m,0.14349973054336748
MATS6p,-0.07892470446214338
MATS6s,0.0637307397350798
MATS6v,0.025068123282773854
MATS7Z,-0.051929598167275944
MATS7c,0.2506704820817648
MATS7d,-0.0948942753996906
MATS7i,-0.008158632403582479
MATS7m,-0.05480201993534814
MATS7p,-0.07278820007639808
MATS7s,0.06176552607858859
MATS7v,-0.09139434475710105
MATS8Z,-0.14674511887600228
MATS8c,-0.1639113644398162
MATS8d,-0.3800851338973006
MATS8i,0.12447402280819396
MATS8m,-0.1405563455809396
MATS8p,0.10871006649533559
MATS8s,-0.18253196257668286
MATS8v,0.024190835120504683
MAXssO,5.778626936885866
MINssO,4.6301571080419315
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,4
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,32.59883936462721
SpAD_D,313.1452995661152
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,-0.9296191499872541
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,598
TMWC10,130.96670233230554
TSRW10,62.77294517310029
VE1_Dt,5.234395605247636
VE2_Dt,0.18694270018741557
VE3_Dt,2.684870802163726
VR1_Dt,159.70221636636475
VR2_Dt,5.703650584513027
VR3_Dt,6.102930350617436
Xc-3dv,1.3301879937173686
Xc-4dv,0.0
Xc-5dv,0.23529822739944367
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.06804138174397717
Xch-7d,0.12667994256430742
Xp-0dv,18.029906932146655
Xp-1dv,9.511411879492933
Xp-2dv,7.495772564777257
Xp-3dv,4.085388557206914
Xp-4dv,2.9188596591494713
Xp-5dv,1.3844908296058969
Xp-6dv,0.8179094668492042
Xp-7dv,0.4614293286923682
Xpc-4d,5.139428119963646
Xpc-5d,8.087316537613386
Xpc-6d,10.537835677345663
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,60
nFRing,0
nHBAcc,5
nHBDon,1
nHRing,0
nSpiro,0
naRing,1
piPC10,5.669988675795667
AATS0dv,6.466666666666667
AATS0pe,6.151394999999999
AATS0se,7.6750589333333314
AATS1dv,6.0
AATS1pe,6.413366666666667
AATS1se,7.727741733333329
AATS2dv,4.644859813084112
AATS2pe,6.2528672897196245
AATS2se,7.7126858691588795
AATS3dv,3.9328358208955225
AATS3pe,6.354191791044776
AATS3se,7.833863104477611
AATS4dv,3.367741935483871
AATS4pe,6.275110967741938
AATS4se,7.78827212903226
AATS5dv,3.0864197530864197
AATS5pe,6.262311111111112
AATS5se,7.762113654320984
AATS6dv,2.262295081967213
AATS6pe,5.77925956284153
AATS6se,7.331257267759562
AATS7dv,2.5962732919254656
AATS7pe,6.19308136645963
AATS7se,7.758138509316769
AATS8dv,1.9328358208955223
AATS8pe,6.194194029850747
AATS8se,7.764143970149255
AATSC0Z,7.615555555555555
AATSC0c,0.021405066890589342
AATSC0d,0.6155555555555555
AATSC0i,1.3255797198896115
AATSC0m,36.11234764000001
AATSC0p,0.21802672227352893
AATSC0s,1.8115663580246915
AATSC0v,48.81500405624237
AATSC1Z,0.24555555555555625
AATSC1c,-0.012262584051281725
AATSC1d,0.3011111111111111
AATSC1i,-0.33330925241783266
AATSC1m,1.0888272666666667
AATSC1p,-0.032395038495555445
AATSC1s,-0.12000000000000005
AATSC1v,-3.32299554342074
AATSC2Z,1.6856905503634467
AATSC2c,0.0011147456837151723
AATSC2d,0.03896157840083082
AATSC2i,-0.03250385410883644
AATSC2m,7.955193817943924
AATSC2p,0.017989984934894832
AATSC2s,0.22967628648898114
AATSC2v,7.177229532268671
AATSC3Z,0.005837479270315275
AATSC3c,0.0006191026237690152
AATSC3d,-0.02799336650082915
AATSC3i,0.19156694982374553
AATSC3m,0.11168760477611898
AATSC3p,0.014175225033703479
AATSC3s,-0.04076066427123646
AATSC3v,3.187493815209624
AATSC4Z,0.14379928315412194
AATSC4c,-0.0008134633344536579
AATSC4d,-0.04974910394265231
AATSC4i,0.012607881070968514
AATSC4m,0.744976163870967
AATSC4p,0.009294561949868987
AATSC4s,-0.08007292911190762
AATSC4v,2.2079358822182997
AATSC5Z,-1.8962139917695462
AATSC5c,0.00033670419998040746
AATSC5d,0.0033744855967078255
