DLiP-ID,C001RY
BIC4,0.9131441219578625
BIC5,0.9131441219578625
CIC0,3.4956420611215266
CIC1,1.6995412415818296
CIC2,0.5574221429807702
CIC3,0.05714285714285783
CIC4,0.05714285714285783
CIC5,0.05714285714285783
GGI1,3.0
GGI2,2.222222222222223
GGI3,0.625
GGI4,0.8816666666666667
GGI5,0.5866666666666667
GGI6,0.23501133786848072
GGI7,0.15284863945578225
GGI8,0.11589033761652812
GGI9,0.037175925925925946
JGI1,0.12
JGI2,0.06535947712418302
JGI3,0.020833333333333332
JGI4,0.03148809523809524
JGI5,0.022564102564102562
JGI6,0.009038897610326184
JGI7,0.006368693310657595
JGI8,0.007243146101033007
JGI9,0.003717592592592595
MIC0,17.912277391622922
MIC1,35.591224532016824
MIC2,44.4846543422328
MIC3,44.98893586235742
MIC4,44.98893586235742
MIC5,44.98893586235742
MPC2,34
MPC3,46
MPC4,60
MPC5,69
MPC6,78
MPC7,91
MPC8,103
MPC9,114
Mare,0.9857142857142859
NaaN,2
NaaO,1
NaaS,1
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.2770244212138649
RPCG,0.09508536434556049
SIC0,0.318493042872968
SIC1,0.6686591018730553
SIC2,0.8913255242225308
SIC3,0.988859484463212
SIC4,0.988859484463212
SIC5,0.988859484463212
SaaN,8.725080388636936
SaaO,5.162173570377034
SaaS,1.7304401798598226
Sare,34.50000000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,57.17743345382039
TIC1,120.04096213770978
TIC2,160.01513058874687
TIC3,177.5249055930738
TIC4,177.5249055930738
TIC5,177.5249055930738
Vabc,246.123774651637
WPol,30
apol,44.060309
bpol,20.087691
nRot,4
ABCGG,14.080798153191376
ATS0Z,1092.0
ATS0d,131.0
ATS0i,5485.934811277837
ATS0m,4338.098637000001
ATS0p,65.874471763037
ATS0s,108.83676268861454
ATS0v,9146.98654073675
ATS1Z,1159.0
ATS1d,165.0
ATS1i,5458.977299727099
ATS1m,4487.267687
ATS1p,79.31618402000001
ATS1s,121.95987654320987
ATS1v,11353.555890668804
ATS2Z,1659.0
ATS2d,249.0
ATS2i,9082.963848440277
ATS2m,6299.036526999999
ATS2p,117.70755966684898
ATS2s,184.76851851851853
ATS2v,16381.894410042798
ATS3Z,1494.0
ATS3d,256.0
ATS3i,10916.844776862064
ATS3m,5451.196317000001
ATS3p,117.79651380509401
ATS3s,188.99074074074076
ATS3v,15831.79934831345
ATS4Z,1405.0
ATS4d,237.0
ATS4i,11244.628692057422
ATS4m,5122.198103
ATS4p,110.812020519094
ATS4s,200.39506172839504
ATS4v,15041.65679179466
ATS5Z,1370.0
ATS5d,233.0
ATS5i,11671.375541434236
ATS5m,5015.149971999999
ATS5p,107.10028591503699
ATS5s,186.63580246913583
ATS5v,14304.651919703514
ATS6Z,1370.0
ATS6d,212.0
ATS6i,10290.88468708989
ATS6m,5126.930967
ATS6p,99.460463449037
ATS6s,171.78395061728398
ATS6v,13300.634018680203
ATS7Z,1344.0
ATS7d,180.0
ATS7i,8766.185175350458
ATS7m,4983.730969
ATS7p,93.47262699939598
ATS7s,167.97839506172843
ATS7v,12445.905111709872
ATS8Z,940.0
ATS8d,148.0
ATS8i,8189.458920149776
ATS8m,3347.2839419999996
ATS8p,79.836322065094
ATS8s,131.60802469135803
ATS8v,10109.119137894586
C1SP1,0
C1SP2,4
C1SP3,1
C2SP1,0
C2SP2,8
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.058823529411764705
GGI10,0.01388429752066117
JGI10,0.0017355371900826463
JGT10,0.2883488750644062
Kier1,15.5232
Kier2,7.26643598615917
Kier3,3.5916824196597354
MID_C,35.82536941855296
MID_N,6.183392213772395
MID_O,1.9981353928765793
MID_X,0.0
MID_h,10.186956084562494
MPC10,107
MWC01,25.0
MWC02,4.77912349311153
MWC03,5.631211781821365
MWC04,6.4967749901858625
MWC05,7.3632795869630385
MWC06,8.235625719964311
MWC07,9.108418382250798
MWC08,9.984560498562606
MWC09,10.861092957544496
MWC10,11.739845874965935
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.563400000000002
SRW02,3.9318256327243257
SRW03,0.0
SRW04,5.231108616854587
SRW05,3.044522437723423
SRW06,6.7226297948554485
SRW07,5.1298987149230735
SRW08,8.308691916838898
SRW09,6.968850378341948
SRW10,9.949464238776152
SaaCH,19.34493409451833
SaaNH,0
SaaSe,0
SaaaC,1.9385931594860168
SaasC,4.270073879860587
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.398428996598639
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.055493378036364
VE1_D,4.620402665420182
VE2_A,0.184340608092562
VE2_D,0.21001830297364465
VE3_A,2.188529712055881
VE3_D,2.318939218677321
VR1_A,211.58453012409024
VR1_D,124.77051162371848
VR2_A,9.617478642004102
VR2_D,5.671386891987203
VR3_A,6.143081948621424
VR3_D,5.614933503313525
WPath,1091
Xc-3d,1.0068735753865523
Xc-4d,0.0
Xc-5d,0.21941609682128765
Xc-6d,0.0
Xp-0d,14.777810114122522
Xp-1d,10.898979485566358
Xp-2d,9.46041919515874
Xp-3d,8.330938103822382
Xp-4d,7.05836063820373
Xp-5d,5.052182477691484
Xp-6d,3.732279786419544
Xp-7d,2.8514054008947616
ZMIC0,68.41101963088907
ZMIC1,42.90666073392471
ZMIC2,25.54349300746748
ZMIC3,23.62696710700241
ZMIC4,23.62696710700241
ZMIC5,23.62696710700241
nAcid,0
nAtom,35
nBase,0
nRing,4
piPC1,3.597312260588446
piPC2,4.23410650459726
piPC3,4.880906187421472
piPC4,5.49870393073963
piPC5,5.937536205082426
piPC6,6.345087964872982
piPC7,6.830604219793722
piPC8,7.2889703848668415
piPC9,7.726536539382021
AATS0Z,31.2
AATS0d,3.742857142857143
AATS0i,156.7409946079382
AATS0m,123.94567534285717
AATS0p,1.8821277646581998
AATS0s,3.1096217911032724
AATS0v,261.3424725924786
AATS1Z,30.5
AATS1d,4.342105263157895
AATS1i,143.65729736123944
AATS1m,118.08599176315788
AATS1p,2.0872680005263162
AATS1s,3.209470435347628
AATS1v,298.77778659654746
AATS2Z,27.19672131147541
AATS2d,4.081967213114754
AATS2i,148.90104669574225
AATS2m,103.26289388524589
AATS2p,1.929632125686049
AATS2s,3.0289921068609598
AATS2v,268.55564606627536
AATS3Z,20.75
AATS3d,3.5555555555555554
AATS3i,151.62284412308423
AATS3m,75.71105995833335
AATS3p,1.6360626917374168
AATS3s,2.6248713991769552
AATS3v,219.88610205990904
AATS4Z,19.51388888888889
AATS4d,3.2916666666666665
AATS4i,156.17539850079754
AATS4m,71.14164031944443
AATS4p,1.5390558405429724
AATS4s,2.783264746227709
AATS4v,208.91189988603693
AATS5Z,18.513513513513512
AATS5d,3.1486486486486487
AATS5i,157.72129110046265
AATS5m,67.77229691891891
AATS5p,1.4473011610140134
AATS5s,2.5221054387721056
AATS5v,193.30610702302047
AATS6Z,21.076923076923077
AATS6d,3.2615384615384615
AATS6i,158.321302878306
AATS6m,78.87586103076923
AATS6p,1.5301609761390307
AATS6s,2.642830009496677
AATS6v,204.6251387489262
AATS7Z,24.0
AATS7d,3.2142857142857144
AATS7i,156.53902098840103
AATS7m,88.99519587500001
AATS7p,1.6691540535606426
AATS7s,2.999614197530865
AATS7v,222.2483055662477
AATS8Z,17.735849056603772
AATS8d,2.792452830188679
AATS8i,154.51809283301463
AATS8m,63.156300792452825
AATS8p,1.5063456993413962
AATS8s,2.4831702771954345
AATS8v,190.7380969414073
AMID_C,1.6284258826614981
AMID_N,0.28106328244419976
AMID_O,0.09082433603984451
AMID_X,0.0
AMID_h,0.4630434583892043
ATS0dv,292.44444444444446
ATS0pe,219.67730000000003
ATS0se,268.229277
ATS1dv,310.66666666666663
ATS1pe,248.7595
ATS1se,295.7301279999999
ATS2dv,429.3333333333333
ATS2pe,396.5732
ATS2se,476.251522
ATS3dv,371.6666666666667
ATS3pe,446.55820000000006
ATS3se,546.3242220000001
ATS4dv,355.6666666666667
ATS4pe,450.33059999999995
ATS4se,549.820814
ATS5dv,327.0
ATS5pe,452.34369999999996
ATS5se,559.1054600000001
ATS6dv,320.66666666666663
ATS6pe,401.207
ATS6se,494.40832199999994
ATS7dv,288.0
ATS7pe,359.613
ATS7se,437.89835400000004
ATS8dv,166.66666666666666
ATS8pe,320.51699999999994
ATS8se,397.756908
ATSC0Z,360.57142857142856
ATSC0c,0.6493266914775834
ATSC0d,17.6
ATSC0i,59.97032273846665
ATSC0m,1638.7577329714288
ATSC0p,10.408448072308968
ATSC0s,15.525024495394868
ATSC0v,1766.0223775525128
ATSC1Z,23.979591836734716
ATSC1c,-0.28788019594516845
ATSC1d,5.52
ATSC1i,-5.419986594275169
ATSC1m,112.71167557387793
ATSC1p,0.29036649154811844
ATSC1s,-0.09180790011477943
ATSC1v,51.89379956058882
ATSC2Z,-51.36734693877547
ATSC2c,-0.029399731672548002
ATSC2d,-3.360000000000001
ATSC2i,17.355534323986177
ATSC2m,-231.72127837877508
ATSC2p,0.7622094736882512
ATSC2s,-1.6294753786288187
ATSC2v,-55.658296334416235
ATSC3Z,-160.20408163265307
ATSC3c,-0.013859409764406963
ATSC3d,-7.520000000000001
ATSC3i,-40.22828497853324
ATSC3m,-725.2302215412243
ATSC3p,-6.443126683401938
ATSC3s,1.7426519414350103
ATSC3v,-729.3661450733011
ATSC4Z,-89.20408163265307
ATSC4c,0.02788383168170578
ATSC4d,-1.32
ATSC4i,-8.107906722263618
ATSC4m,-420.4030874555102
ATSC4p,-2.6688302070611987
ATSC4s,-2.455378628817783
ATSC4v,-554.3567504066673
ATSC5Z,63.877551020408156
ATSC5c,-0.019892179639938737
ATSC5d,2.96
ATSC5i,-7.250969680280511
ATSC5m,285.387501860408
ATSC5p,0.8692555761974881
ATSC5s,-4.079187592732566
ATSC5v,140.58136806333778
ATSC6Z,122.65306122448979
ATSC6c,-0.13152901730803743
ATSC6d,-2.2
ATSC6i,2.4612185174174868
ATSC6m,573.4742442244897
ATSC6p,3.5185768094197956
ATSC6s,2.006867108983511
ATSC6v,588.1495997438515
ATSC7Z,-63.99999999999998
ATSC7c,0.24668661890084204
ATSC7d,-5.760000000000001
ATSC7i,12.841433317528164
ATSC7m,-298.4431788114283
ATSC7p,-0.7585939011343542
ATSC7s,2.297144816774445
ATSC7v,-238.55648180595608
ATSC8Z,-68.9795918367347
ATSC8c,-0.11250544603395583
ATSC8d,-2.4799999999999995
ATSC8i,-6.3387196473581175
ATSC8m,-329.5449177281633
ATSC8p,-1.7736960690204426
ATSC8s,-4.033083340332017
ATSC8v,-501.1792049949653
AXp-0d,0.6717186415510237
AXp-1d,0.4359591794226543
AXp-2d,0.2782476233870218
AXp-3d,0.18110735008309525
AXp-4d,0.11763934397006218
AXp-5d,0.07322003590857223
AXp-6d,0.04784974085153261
AXp-7d,0.03133412528455782
GATS1Z,0.6823963633330553
GATS1c,1.3689570116054495
GATS1d,0.6354665071770335
GATS1i,1.070664804321798
GATS1m,0.6774042628412735
GATS1p,0.8057617920143846
GATS1s,0.8117581264044916
GATS1v,0.7724711002363192
GATS2Z,0.9699994803980152
GATS2c,1.1110224501844934
GATS2d,1.2034277198211625
GATS2i,0.8597136557970643
GATS2m,0.9604105625041696
GATS2p,0.871976872779328
GATS2s,1.0023399146832968
GATS2v,0.8583128777718916
GATS3Z,1.2055324440922697
GATS3c,0.8630136815291477
GATS3d,1.341540404040404
GATS3i,1.3087077118182817
GATS3m,1.19760959270434
GATS3p,1.287829941226093
GATS3s,0.7774392606327639
GATS3v,1.149183079714997
GATS4Z,0.8866327698538476
GATS4c,0.9792948418671396
GATS4d,0.9659090909090908
GATS4i,1.077601737524618
GATS4m,0.9066300842613211
GATS4p,0.9367321442954536
GATS4s,0.9804372608229416
GATS4v,1.0655724819589203
GATS5Z,0.7479868933910139
GATS5c,1.02439546684659
GATS5d,0.9528562653562653
GATS5i,1.002988698579242
GATS5m,0.7670585899064478
GATS5p,0.8318478396899335
GATS5s,1.0697147752491951
GATS5v,0.9506678173686758
GATS6Z,0.7587102279653786
GATS6c,1.0705813214732744
GATS6d,1.1888111888111887
GATS6i,0.9756956316335785
GATS6m,0.7603885711473218
GATS6p,0.7552014125297342
GATS6s,0.9555221374665431
GATS6v,0.8034089372116642
GATS7Z,1.2426703645007924
GATS7c,0.9004486425638227
GATS7d,1.0349025974025974
GATS7i,0.9659135149252799
GATS7m,1.2257854390653637
GATS7p,1.0914807913869382
GATS7s,1.0771759923104303
GATS7v,0.9928978377662364
GATS8Z,1.1146353496994887
GATS8c,0.9419847608127415
GATS8d,0.8930102915951972
GATS8i,0.9886113855926069
GATS8m,1.1225538360304848
GATS8p,1.1124613299751909
GATS8s,1.111989592183406
GATS8v,1.201836676910812
MATS1Z,0.061254066227375156
MATS1c,-0.4083503967030659
MATS1d,0.2888755980861244
MATS1i,-0.08324272219695247
MATS1m,0.06334883021955678
MATS1p,0.025694783631985997
MATS1s,-0.005446684353093127
MATS1v,0.027064731033675425
MATS2Z,-0.08173988724636923
MATS2c,-0.025978754180359536
MATS2d,-0.10953800298062596
MATS2i,0.16605035640728397
MATS2m,-0.08113147488591728
MATS2p,0.04201714814129921
MATS2s,-0.060221798017421516
MATS2v,-0.018083059686360647
MATS3Z,-0.21598212713505904
MATS3c,-0.010375690955486681
MATS3d,-0.20770202020202022
MATS3i,-0.32608489359464155
MATS3m,-0.21512787504320402
MATS3p,-0.300916663977107
MATS3s,0.05456496843416812
MATS3v,-0.2007635869709514
MATS4Z,-0.12026215002641312
MATS4c,0.02087491639991692
MATS4d,-0.036458333333333336
MATS4i,-0.06572156636096817
MATS4m,-0.12470581089920184
MATS4p,-0.1246437517205788
MATS4s,-0.07688147827445542
MATS4v,-0.15259091805257544
MATS5Z,0.08379020859211032
MATS5c,-0.014489568142970873
MATS5d,0.07954545454545454
MATS5i,-0.05718683058577863
MATS5m,0.08236762059971947
MATS5p,0.03950006680066533
MATS5s,-0.1242732649872135
MATS5v,0.03765025202549988
MATS6Z,0.18316469584298428
MATS6c,-0.1090719324210395
MATS6d,-0.06730769230769232
MATS6i,0.022098789015330418
MATS6m,0.18843165014591604
MATS6p,0.182026971632379
MATS6s,0.0696050915289481
MATS6v,0.1793272510864293
MATS7Z,-0.11093502377179079
MATS7c,0.2374446312412971
MATS7d,-0.20454545454545456
MATS7i,0.13383112607975126
MATS7m,-0.11382218555205728
MATS7p,-0.045551573578998916
MATS7s,0.09247750371729842
MATS7v,-0.0844257711702122
MATS8Z,-0.1263343599557456
MATS8c,-0.11442013741748608
MATS8d,-0.09305317324185247
MATS8i,-0.06980030698166681
MATS8m,-0.13279815429381078
MATS8p,-0.11253442556350116
MATS8s,-0.17155251018449524
MATS8v,-0.18740838379616495
MAXaaN,4.387732190098261
MAXaaO,5.162173570377034
MAXaaS,1.7304401798598226
MINaaN,4.337348198538675
MINaaO,5.162173570377034
MINaaS,1.7304401798598226
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.967922270891076
SpAD_D,205.37090656508573
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.7636090639959686
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,749
TMWC10,121.19993328536994
TSRW10,71.28699173103786
VE1_Dt,4.6511229403661325
VE2_Dt,0.2114146791075515
VE3_Dt,2.325566043360759
VR1_Dt,121.98971768949838
VR2_Dt,5.5449871677044715
VR3_Dt,5.592394120312044
Xc-3dv,0.6092868721896549
Xc-4dv,0.0
Xc-5dv,0.0625491081994736
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.28867513459481287
Xch-6d,0.32147816943725344
Xch-7d,0.461037423708175
Xp-0dv,12.508029825938177
Xp-1dv,7.815661169351226
Xp-2dv,5.931391179734266
Xp-3dv,4.376390666683155
Xp-4dv,3.0343607397009955
Xp-5dv,1.6978871205934283
Xp-6dv,1.028764831851191
Xp-7dv,0.6450754343287193
Xpc-4d,2.7172201286494735
Xpc-5d,4.395594716730799
Xpc-6d,6.252434971190221
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,38
nFRing,1
nHBAcc,5
nHBDon,1
nHRing,3
nSpiro,0
naRing,4
piPC10,7.881520824289388
AATS0dv,8.355555555555556
AATS0pe,6.2764942857142865
AATS0se,7.663693628571429
AATS1dv,8.175438596491228
AATS1pe,6.546302631578947
AATS1se,7.782371789473682
AATS2dv,7.038251366120218
AATS2pe,6.5012
AATS2se,7.807402000000001
AATS3dv,5.162037037037037
AATS3pe,6.202197222222223
AATS3se,7.587836416666668
AATS4dv,4.939814814814815
AATS4pe,6.254591666666666
AATS4se,7.636400194444445
AATS5dv,4.418918918918919
AATS5pe,6.112752702702702
AATS5se,7.555479189189191
AATS6dv,4.933333333333333
AATS6pe,6.172415384615385
AATS6se,7.6062818769230764
AATS7dv,5.142857142857143
AATS7pe,6.421660714285714
AATS7se,7.819613464285715
AATS8dv,3.144654088050314
AATS8pe,6.047490566037735
AATS8se,7.504847320754717
AATSC0Z,10.30204081632653
AATSC0c,0.01855219118507381
AATSC0d,0.5028571428571429
AATSC0i,1.7134377925276185
AATSC0m,46.821649513469396
AATSC0p,0.29738423063739905
AATSC0s,0.4435721284398534
AATSC0v,50.45778221578608
AATSC1Z,0.6310418904403873
AATSC1c,-0.007575794630136012
AATSC1d,0.14526315789473684
AATSC1i,-0.14263122616513604
AATSC1m,2.9660967256283666
AATSC1p,0.00764122346179259
AATSC1s,-0.002415997371441564
AATSC1v,1.3656263042260215
AATSC2Z,-0.8420876547340241
AATSC2c,-0.0004819628143040656
AATSC2d,-0.05508196721311477
AATSC2i,0.28451695613092093
AATSC2m,-3.7987094816192637
AATSC2p,0.012495237273577889
AATSC2s,-0.026712711125062603
AATSC2v,-0.9124310874494465
AATSC3Z,-2.225056689342404
AATSC3c,-0.00019249180228343005
AATSC3d,-0.10444444444444446
AATSC3i,-0.5587261802574061
AATSC3m,-10.072641965850337
AATSC3p,-0.08948787060280469
AATSC3s,0.024203499186597366
AATSC3v,-10.130085348240293
AATSC4Z,-1.2389455782312926
AATSC4c,0.0003872754400236914
AATSC4d,-0.018333333333333333
AATSC4i,-0.11260981558699469
AATSC4m,-5.83893177021542
AATSC4p,-0.037067086209183316
AATSC4s,-0.03410248095580254
AATSC4v,-7.699399311203712
AATSC5Z,0.8632101489244345
AATSC5c,-0.0002688132383775505
AATSC5d,0.04
AATSC5i,-0.09798607676054744
