DLiP-ID,C001AA
Sse,29.512745812090312
StN,0
fMF,0.5517241379310345
nBr,1
nCl,0
AMID,2.041732984916075
BIC0,0.3392547942275465
BIC1,0.4997724801833838
BIC2,0.7020538545419919
BIC3,0.8869060003233117
BIC4,0.8998647468549743
BIC5,0.8998647468549743
CIC0,3.052491374402761
CIC1,2.1982277917880837
CIC2,1.1217008625165796
CIC3,0.1379310344827589
CIC4,0.06896551724137989
CIC5,0.06896551724137989
GGI1,4.5
GGI2,3.333333333333335
GGI3,1.8472222222222223
GGI4,1.2094444444444448
GGI5,0.6461111111111112
GGI6,0.2515192743764172
GGI7,0.12932256235827666
GGI8,0.11288265306122447
GGI9,0.030000000000000006
JGI1,0.21428571428571425
JGI2,0.10752688172043016
JGI3,0.05958781362007168
JGI4,0.04479423868312757
JGI5,0.03076719576719577
JGI6,0.013973293020912068
JGI7,0.01175659657802515
JGI8,0.016126093294460637
JGI9,0.010000000000000002
MIC0,31.986096400403518
MIC1,42.24665629118841
MIC2,53.39738726754332
MIC3,55.14785484040831
MIC4,55.21737208178762
MIC5,55.21737208178762
MPC2,31
MPC3,42
MPC4,54
MPC5,65
MPC6,68
MPC7,67
MPC8,68
MPC9,60
Mare,0.9965517241379309
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,1
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.21647272968079534
RPCG,0.24025539494788736
SIC0,0.3716543194663935
SIC1,0.5475017720339275
SIC2,0.7691014304828248
SIC3,0.9716073334537331
SIC4,0.9858036667268665
SIC5,0.9858036667268665
SaaN,0
SaaO,0
SaaS,0
Sare,28.899999999999995
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,3.2990831785091346
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,52.35919900101951
TIC1,77.13284289684516
TIC2,108.35212384571878
TIC3,136.88144885869957
TIC4,138.88144885869957
TIC5,138.88144885869957
Vabc,228.84552088585102
WPol,31
apol,38.70193
bpol,19.77807
nRot,2
ABCGG,12.868901949587073
ATS0Z,2172.0
ATS0d,114.0
ATS0i,4453.33581755759
ATS0m,10150.483201
ATS0p,63.69963704849001
ATS0s,164.3499657064472
ATS0v,8216.355495446336
ATS1Z,1322.0
ATS1d,145.0
ATS1i,4316.086557293999
ATS1m,5296.964632000002
ATS1p,71.63214310000005
ATS1s,84.94444444444446
ATS1v,9866.938272425154
ATS2Z,1941.0
ATS2d,217.0
ATS2i,7410.983829645902
ATS2m,7773.568464999996
ATS2p,108.50649818999995
ATS2s,216.0771604938272
ATS2v,14710.604657467476
ATS3Z,2148.0
ATS3d,233.0
ATS3i,9716.550435764086
ATS3m,8332.870108000001
ATS3p,123.319108939094
ATS3s,225.71604938271608
ATS3v,15867.61643622897
ATS4Z,1781.0
ATS4d,202.0
ATS4i,10089.509564416167
ATS4m,6638.4316309999995
ATS4p,105.513951010245
ATS4s,278.4814814814814
ATS4v,14065.931239156891
ATS5Z,1626.0
ATS5d,159.0
ATS5i,8638.595324408305
ATS5m,6411.804107000001
ATS5p,86.075710861943
ATS5s,223.97470850480113
ATS5v,11383.534560059295
ATS6Z,1530.0
ATS6d,129.0
ATS6i,7010.889305962476
ATS6m,6255.577422999999
ATS6p,73.52121374824499
ATS6s,160.47222222222226
ATS6v,9990.096425117576
ATS7Z,886.0
ATS7d,102.0
ATS7i,5949.528488885795
ATS7m,3498.323105
ATS7p,61.29519960109399
ATS7s,96.01543209876542
ATS7v,7548.528338724867
ATS8Z,901.0
ATS8d,66.0
ATS8i,4689.964390867992
ATS8m,3714.4082919999996
ATS8p,47.616342228791986
ATS8s,57.098765432098766
ATS8v,5334.338170004256
C1SP1,0
C1SP2,1
C1SP3,0
C2SP1,0
C2SP2,12
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.012345679012345678
JGI10,0.012345679012345678
JGT10,0.521163505982283
Kier1,13.959183673469388
Kier2,5.4131113423517165
Kier3,2.6122448979591835
MAXdO,12.567849584278155
MID_C,29.031418126861478
MID_N,2.233659820647148
MID_O,3.509772719042997
MID_X,1.7583033278108031
MID_h,9.761508586543945
MINdO,12.567849584278155
MPC10,59
MWC01,21.0
MWC02,4.653960350157523
MWC03,5.5254529391317835
MWC04,6.431331081933479
MWC05,7.325807502595773
MWC06,8.23827262463303
MWC07,9.140668698726863
MWC08,10.056680631152522
MWC09,10.962960458076914
MWC10,11.880847917864688
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,2
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.6408000000000014
SRW02,3.7612001156935624
SRW03,0.0
SRW04,5.117993812416755
SRW05,2.3978952727983707
SRW06,6.683360945766275
SRW07,4.727387818712341
SRW08,8.338783971442199
SRW09,6.86171134048073
SRW10,10.040332200263972
SaaCH,17.413535199860736
SaaNH,0
SaaSe,0
SaaaC,1.591301322226422
SaasC,1.1258029940371217
SaasN,1.3110827664399092
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.857912726762529
VE1_D,4.29519607295698
VE2_A,0.20304803825065942
VE2_D,0.2260629512082621
VE3_A,1.9919801790321359
VE3_D,2.099351092011782
VR1_A,121.12168645383417
VR1_D,98.76188190705882
VR2_A,6.374825602833377
VR2_D,5.197993784582043
VR3_A,5.438649599590838
VR3_D,5.234565605824837
WPath,667
Xc-3d,1.764296864767557
Xc-4d,0.16666666666666666
Xc-5d,0.6810920318262312
Xc-6d,0.15137471507731048
Xp-0d,13.457819157813608
Xp-1d,9.087353528756823
Xp-2d,8.670397541773053
Xp-3d,7.356870571980328
Xp-4d,5.962790092126222
Xp-5d,4.611350664212419
Xp-6d,3.1987722817159074
Xp-7d,1.8987423597756126
ZMIC0,61.87447729364775
ZMIC1,52.584766288633304
ZMIC2,34.10948212335731
ZMIC3,29.916705692887184
ZMIC4,29.71960355529218
ZMIC5,29.71960355529218
nAcid,0
nAtom,29
nBase,0
nRing,3
piPC1,3.4657359027997265
piPC2,4.185859671057874
piPC3,4.823301195478757
piPC4,5.437807532864993
piPC5,5.95518949124327
piPC6,6.281653240982725
piPC7,6.592177291758091
piPC8,6.925215244043533
piPC9,7.0109779642330965
AATS0Z,74.89655172413794
AATS0d,3.9310344827586206
AATS0i,153.56330405371003
AATS0m,350.01666210344825
AATS0p,2.196539208568621
AATS0s,5.667240196774041
AATS0v,283.32260329125296
AATS1Z,42.645161290322584
AATS1d,4.67741935483871
AATS1i,139.22859862238707
AATS1m,170.86982683870974
AATS1p,2.3107142935483886
AATS1s,2.7401433691756276
AATS1v,318.2883313685533
AATS2Z,38.05882352941177
AATS2d,4.254901960784314
AATS2i,145.31340842442944
AATS2m,152.4229110784313
AATS2p,2.127578395882352
AATS2s,4.236807068506415
AATS2v,288.44322857779366
AATS3Z,33.04615384615385
AATS3d,3.5846153846153848
AATS3i,149.48539131944747
AATS3m,128.19800166153848
AATS3p,1.897217060601446
AATS3s,3.4725546058879395
AATS3v,244.11717594198413
AATS4Z,27.4
AATS4d,3.1076923076923078
AATS4i,155.22322406794103
AATS4m,102.12971739999999
AATS4p,1.6232915540037691
AATS4s,4.284330484330483
AATS4v,216.39894214087525
AATS5Z,29.563636363636363
AATS5d,2.890909090909091
AATS5i,157.06536953469646
AATS5m,116.57825649090911
AATS5p,1.5650129247626
AATS5s,4.07226742736002
AATS5v,206.97335563744173
AATS6Z,33.26086956521739
AATS6d,2.8043478260869565
AATS6i,152.41063708614078
AATS6m,135.99081354347823
AATS6p,1.5982872553966303
AATS6s,3.48852657004831
AATS6v,217.17600924168642
AATS7Z,22.71794871794872
AATS7d,2.6153846153846154
AATS7i,152.5520125355332
AATS7m,89.70059243589743
AATS7p,1.5716717846434356
AATS7s,2.4619341563786006
AATS7v,193.552008685253
AATS8Z,30.033333333333335
AATS8d,2.2
AATS8i,156.3321463622664
AATS8m,123.81360973333332
AATS8p,1.5872114076263995
AATS8s,1.9032921810699588
AATS8v,177.81127233347522
AMID_C,1.5279693750979726
AMID_N,0.11756104319195515
AMID_O,0.1847248799496314
AMID_X,0.0925422804110949
AMID_h,0.5137636098181023
ATS0dv,251.5116598079561
ATS0pe,187.76180000000002
ATS0se,228.76274200000006
ATS1dv,204.03703703703704
ATS1pe,202.35960000000006
ATS1se,242.2987020000001
ATS2dv,401.22222222222223
ATS2pe,340.03080000000006
ATS2se,406.16468000000015
ATS3dv,359.2222222222222
ATS3pe,417.48299999999995
ATS3se,510.13819800000005
ATS4dv,353.7037037037037
ATS4pe,430.74399999999997
ATS4se,527.135248
ATS5dv,268.17283950617286
ATS5pe,357.0097999999999
ATS5se,439.70979700000015
ATS6dv,176.4074074074074
ATS6pe,292.56770000000006
ATS6se,359.159326
ATS7dv,95.81481481481482
ATS7pe,229.9945
ATS7se,287.1491520000001
ATS8dv,44.59259259259259
ATS8pe,172.426
ATS8se,218.41839399999995
ATSC0Z,1198.7586206896551
ATSC0c,0.2891150302526535
ATSC0d,20.758620689655178
ATSC0i,44.43261491725892
ATSC0m,6252.812262758619
ATSC0p,12.050003057976205
ATSC0s,63.59123858852468
ATSC0v,1545.4683296425337
ATSC1Z,56.7063020214031
ATSC1c,-0.19382258733749755
ATSC1d,4.395957193816887
ATSC1i,-9.01897844815664
ATSC1m,227.07456201664743
ATSC1p,-1.7559264109990433
ATSC1s,-16.787339807107934
ATSC1v,2.821421227062963
ATSC2Z,8.700356718192625
ATSC2c,0.06126891124981657
ATSC2d,-2.7479191438763384
ATSC2i,0.010266787999272164
ATSC2m,32.894955286564
ATSC2p,0.8139136674621921
ATSC2s,24.653314200711478
ATSC2v,-194.10190899346645
ATSC3Z,-293.4934601664685
ATSC3c,0.06224541630488289
ATSC3d,-8.079667063020214
ATSC3i,-17.13516557200166
ATSC3m,-1447.1076601486316
ATSC3p,-3.759365278706115
ATSC3s,11.930338417423895
ATSC3v,-316.1364359595651
ATSC4Z,-446.1486325802615
ATSC4c,-0.0246450275270213
ATSC4d,-5.010701545778834
ATSC4i,-7.876966435788103
ATSC4m,-2132.3458835969077
ATSC4p,-4.037058359674777
ATSC4s,-14.109359326296838
ATSC4v,-498.92248881252056
ATSC5Z,250.83709869203338
ATSC5c,-0.09004354214359497
ATSC5d,-3.0594530321046367
ATSC5i,14.955596127071608
ATSC5m,1260.1815286302008
ATSC5p,4.619757548431568
ATSC5s,-26.7472990259163
ATSC5v,256.4694301660695
ATSC6Z,171.41736028537457
ATSC6c,0.05522266971794922
ATSC6d,-1.030915576694411
ATSC6i,-2.690159734881279
ATSC6m,850.2043311414981
ATSC6p,-2.54929900218726
ATSC6s,-19.915311235399756
ATSC6v,-175.36985588874018
ATSC7Z,109.32461355529135
ATSC7c,-0.026801559015556135
ATSC7d,-0.33055885850178274
ATSC7i,-2.813237647267009
ATSC7m,549.2091545659919
ATSC7p,1.0702736891415123
ATSC7s,-5.449133404774838
ATSC7v,-90.9850181150674
ATSC8Z,48.21521997621879
ATSC8c,-0.001113726767526719
ATSC8d,1.077288941736029
ATSC8i,-0.5465249493592903
ATSC8m,197.69253097384032
ATSC8p,1.4621505008686804
ATSC8s,5.516619936094106
ATSC8v,201.80907942343725
AXp-0d,0.7083062714638741
AXp-1d,0.4327311204169916
AXp-2d,0.2796902432830017
AXp-3d,0.17516358504715066
AXp-4d,0.1104220387430782
AXp-5d,0.07094385637249875
AXp-6d,0.04704076884876335
AXp-7d,0.02833943820560616
GATS1Z,0.5281808025358083
GATS1c,1.6776825004870783
GATS1d,0.9137284321080268
GATS1i,1.1777450713010962
GATS1m,0.5107699722399707
GATS1p,0.980976091246184
GATS1s,0.7456784965853231
GATS1v,0.7649997944253016
GATS2Z,0.5969901250109986
GATS2c,1.0137903161073238
GATS2d,1.1637026903784768
GATS2i,1.014872393333393
GATS2m,0.5861628533768944
GATS2p,0.732500993896703
GATS2s,0.5889060591638506
GATS2v,0.8308288297525802
GATS3Z,1.0424630254109026
GATS3c,1.0862192300807176
GATS3d,1.3384615384615381
GATS3i,1.194393744747373
GATS3m,1.0193985616646761
GATS3p,1.1892003677565144
GATS3s,0.8138214683612899
GATS3v,1.030196683880928
GATS4Z,0.9449005602612782
GATS4c,1.4345439015174293
GATS4d,1.1828264758497313
GATS4i,1.140324430029239
GATS4m,0.9085075020703757
GATS4p,1.1480589955114293
GATS4s,1.7012472563269632
GATS4v,1.0491095686823313
GATS5Z,0.37924080292047163
GATS5c,1.3755270535829716
GATS5d,1.0668076109936573
GATS5i,0.8429170281162949
GATS5m,0.354923460760154
GATS5p,0.6581099608634763
GATS5s,1.860181552277355
GATS5v,0.8370915464274765
GATS6Z,0.7923776720545492
GATS6c,0.6335826853229938
GATS6d,0.806370070778564
GATS6i,0.9173190841939433
GATS6m,0.8072179509733769
GATS6p,0.9747293667277905
GATS6s,1.3443661055330978
GATS6v,1.0257630331230005
GATS7Z,0.6827575829992123
GATS7c,0.4559402099688693
GATS7d,0.6744186046511627
GATS7i,0.8883082398015538
GATS7m,0.694070420236337
GATS7p,0.7141904047289683
GATS7s,0.5150343260880822
GATS7v,1.1010007955327306
GATS8Z,1.5684558738925327
GATS8c,0.314399328000098
GATS8d,0.6294573643410851
GATS8i,0.8469539867374641
GATS8m,1.623111464364109
GATS8p,0.9868861072256234
GATS8s,0.11174155963873991
GATS8v,1.1161808765973444
MATS1Z,0.04425230401490604
MATS1c,-0.6271479698755693
MATS1d,0.19810309720287222
MATS1i,-0.18988549034459354
MATS1m,0.033972648041718165
MATS1p,-0.13631870699058232
MATS1s,-0.24695675024700814
MATS1v,0.0017078279771245188
MATS2Z,0.004126987349996953
MATS2c,0.12050284897980434
MATS2d,-0.07527196925281741
MATS2i,0.00013138946471310587
MATS2m,0.0029914498930534964
MATS2p,0.038407762373203765
MATS2s,0.22044784035231832
MATS2v,-0.07141632838695039
MATS3Z,-0.10923236239080217
MATS3c,0.09605530319749243
MATS3d,-0.1736519294658829
MATS3i,-0.17205649585710073
MATS3m,-0.10325476301589204
MATS3p,-0.13919127407040288
MATS3s,0.08370282587656938
MATS3v,-0.09126391276186994
MATS4Z,-0.16604754697609372
MATS4c,-0.0380314845967682
MATS4d,-0.10769230769230763
MATS4i,-0.07909367652333565
MATS4m,-0.15214822983944232
MATS4p,-0.14947291761259865
MATS4s,-0.09899075831697866
MATS4v,-0.14403154244373403
MATS5Z,0.11033043587410177
MATS5c,-0.16421665797817625
MATS5d,-0.07771066143159162
MATS5i,0.17747499157083052
MATS5m,0.10626568071090844
MATS5p,0.20214701607796814
MATS5s,-0.22177774199100153
MATS5v,0.08750055456459871
MATS6Z,0.09014947997178492
MATS6c,0.12041674813060879
MATS6d,-0.03130868120756895
MATS6i,-0.0381694903799997
MATS6m,0.0857211699555633
MATS6p,-0.13337480119431713
MATS6s,-0.19743765317286052
MATS6v,-0.07153770468975479
MATS7Z,0.06781403692000863
MATS7c,-0.068932301370727
MATS7d,-0.011840872305988551
MATS7i,-0.047080160928717606
MATS7m,0.0653124189979588
MATS7p,0.06604517312157826
MATS7s,-0.06371820711751343
MATS7v,-0.04377671479449847
MATS8Z,0.03888025927204388
MATS8c,-0.0037237861380007378
MATS8d,0.05016611295681063
MATS8i,-0.011890082364747432
MATS8m,0.030562692739005755
MATS8p,0.11729558441100567
MATS8s,0.08385954925956236
MATS8v,0.12622847480442714
MAXsBr,3.2990831785091346
MINsBr,3.2990831785091346
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,-3.5431712962962947
SdssSe,0
SdsssP,0
SpAD_A,24.47661580623711
SpAD_D,145.22417944329513
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,554
TMWC10,114.21598220427256
TSRW10,66.9286654775742
VE1_Dt,4.30733529078425
VE2_Dt,0.22670185740969737
VE3_Dt,2.102173337086275
VR1_Dt,96.96225942795807
VR2_Dt,5.103276811997794
VR3_Dt,5.216175710902982
Xc-3dv,1.2544038826479351
Xc-4dv,0.04564354645876384
Xc-5dv,0.26661844699786896
Xc-6dv,0.028390672403622863
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.3508619525870898
Xch-7d,0.5684198592154468
Xp-0dv,12.225918751839465
Xp-1dv,7.894607128923757
Xp-2dv,6.859941299608897
Xp-3dv,5.166985282154208
Xp-4dv,3.6049837819974666
Xp-5dv,2.8105023623553196
Xp-6dv,1.9285892052801568
Xp-7dv,0.9813470777727538
Xpc-4d,4.104148564114902
Xpc-5d,6.333229606220616
Xpc-6d,9.567786730916433
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,31
nFRing,1
nHBAcc,3
nHBDon,0
nHRing,1
nSpiro,0
naRing,3
piPC10,7.366096932682283
AATS0dv,8.672815855446762
AATS0pe,6.474544827586207
AATS0se,7.888370413793106
AATS1dv,6.58183990442055
AATS1pe,6.527729032258066
AATS1se,7.8160871612903255
AATS2dv,7.867102396514161
AATS2pe,6.667270588235295
AATS2se,7.9640133333333365
AATS3dv,5.5264957264957255
AATS3pe,6.422815384615384
AATS3se,7.84827996923077
AATS4dv,5.4415954415954415
AATS4pe,6.626830769230769
AATS4se,8.109773046153848
AATS5dv,4.875869809203143
AATS5pe,6.491087272727271
AATS5se,7.994723581818184
AATS6dv,3.834943639291465
AATS6pe,6.3601673913043495
AATS6se,7.807811434782609
AATS7dv,2.4567901234567904
AATS7pe,5.897294871794871
AATS7se,7.362798769230771
AATS8dv,1.4864197530864196
AATS8pe,5.747533333333333
AATS8se,7.280613133333332
AATSC0Z,41.33650416171225
AATSC0c,0.009969483801815638
AATSC0d,0.7158145065398337
AATSC0i,1.5321591350778936
AATSC0m,215.61421595719375
AATSC0p,0.4155173468267657
AATSC0s,2.1928013306387824
AATSC0v,53.29201136698392
AATSC1Z,1.8292355490775192
AATSC1c,-0.0062523415270160495
AATSC1d,0.1418050707682867
AATSC1i,-0.29093478865021416
AATSC1m,7.324985871504756
AATSC1p,-0.05664278745158204
AATSC1s,-0.5415270905518689
AATSC1v,0.091013587969773
AATSC2Z,0.17059522976848285
AATSC2c,0.0012013512009767956
AATSC2d,-0.053880767526987026
AATSC2i,0.0002013095686131797
AATSC2m,0.6449991232659608
AATSC2p,0.01595909151886651
AATSC2s,0.4833983176610094
AATSC2v,-3.8059197841856167
AATSC3Z,-4.515284002561054
AATSC3c,0.0009576217893058906
AATSC3d,-0.12430257020031098
AATSC3i,-0.26361793187694865
AATSC3m,-22.26319477151741
AATSC3p,-0.057836388903171
AATSC3s,0.1835436679603676
AATSC3v,-4.863637476301002
AATSC4Z,-6.863825116619408
AATSC4c,-0.00037915426964648156
AATSC4d,-0.07708771608890513
AATSC4i,-0.12118409901212467
AATSC4m,-32.80532128610627
AATSC4p,-0.06210859014884273
AATSC4s,-0.2170670665584129
AATSC4v,-7.675730597115701
AATSC5Z,4.560674521673334
AATSC5c,-0.0016371553117017269
AATSC5d,-0.05562641876553885
