DLiP-ID,J100HG
GATS2pe,0.7766269730066271
GATS2se,0.6954857690707046
GATS3dv,0.7839756977958716
GATS3pe,0.6701561030640907
GATS3se,0.5885692318532302
GATS4dv,0.8527255164412114
GATS4pe,0.7664789090766009
GATS4se,0.7498914440643676
GATS5dv,1.183807205989824
GATS5pe,1.0665296678555316
GATS5se,1.0715931050103735
GATS6dv,1.57637218718998
GATS6pe,1.3082561871016196
GATS6se,1.2522446637497426
GATS7dv,1.5699497526176647
GATS7pe,1.4807671706309637
GATS7se,1.3846137214356797
GATS8dv,1.4482760029854822
GATS8pe,1.185736610839145
GATS8se,1.0042788617781324
MATS1dv,0.5476829921040725
MATS1pe,0.19550822644284846
MATS1se,0.16347994632560725
MATS2dv,0.3220562765160315
MATS2pe,0.12654219574558026
MATS2se,0.154503554015321
MATS3dv,0.14137260765550239
MATS3pe,0.10324845306634424
MATS3se,0.10823793018516696
MATS4dv,0.16702522100702927
MATS4pe,0.12112872296760353
MATS4se,0.05361696544971123
MATS5dv,-0.01042091608952981
MATS5pe,-0.02699026359285829
MATS5se,-0.09053754028646813
MATS6dv,-0.34985035600321346
MATS6pe,-0.23017839207920054
MATS6se,-0.21734904709555383
MATS7dv,-0.4188332729554135
MATS7pe,-0.3850375403228906
MATS7se,-0.34964253993695427
MATS8dv,-0.5142738921979368
MATS8pe,-0.2995752277795271
MATS8se,-0.20776035839146106
MAXaaCH,1.541605331947594
MAXaaaC,0.6434356103552534
MAXaasC,1.2507264634248765
MAXaasN,1.8494066515495087
MAXsCH3,2.116931167911507
MDEC-11,0.4999999999999999
MDEC-12,1.951861297511603
MDEC-13,1.3454618559398
MDEC-22,3.573515065007159
MDEC-23,9.04271242968779
MDEC-33,4.6105395574086385
MDEN-22,4.023580535599607
MDEN-23,4.837970321995926
MDEN-33,0.6850067105944414
MINaaCH,1.541605331947594
MINaaaC,0.6434356103552534
MINaasC,0.7808796296296298
MINaasN,1.7966624149659864
MINsCH3,2.116931167911507
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,116.42
TpiPC10,8.858339198756864
VAdjMat,5.700439718141092
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.13420823662303455
Xch-6dv,0.15931662749897726
Xch-7dv,0.23096793689216014
Xpc-4dv,1.8629031323751146
Xpc-5dv,2.5956365008993525
Xpc-6dv,3.4025326453319513
Zagreb1,126.0
Zagreb2,151.0
fragCpx,124.11
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,15
nBondsD,0
nBondsM,15
nBondsO,26
nBondsS,29
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,11
naHRing,3
AATS0are,6.360871428571427
AATS1are,6.674513636363637
AATS2are,6.474806329113926
AATS3are,6.0592
AATS4are,6.0996319587628856
AATS5are,6.527404878048779
AATS6are,6.780005263157896
AATS7are,6.559253246753247
AATS8are,6.149320967741935
AATSC0dv,4.060524621371182
AATSC0pe,0.11194518140589564
AATSC0se,0.06414161678004533
AATSC1dv,2.223880274144825
AATSC1pe,0.021886203875489594
AATSC1se,0.010485868068439479
AATSC2dv,1.3077174402604717
AATSC2pe,0.014165789058239339
AATSC2se,0.009910107752805753
AATSC3dv,0.5740469541726155
AATSC3pe,0.011558166808390008
AATSC3se,0.00694255583900228
AATSC4dv,0.6782100222890056
AATSC4pe,0.013559776866072855
AATSC4se,0.0034390788507843084
AATSC5dv,-0.04231438635877889
AATSC5pe,-0.0030214299540954623
AATSC5se,-0.005807224213262554
AATSC6dv,-1.4205759843465218
AATSC6pe,-0.025767361857023476
AATSC6se,-0.013941119286311037
AATSC7dv,-1.7006828170849335
AATSC7pe,-0.04310309729952585
AATSC7se,-0.022426637806637815
AATSC8dv,-2.0882218013981118
AATSC8pe,-0.03353600321849167
AATSC8se,-0.01332608529002997
ATSC0are,4.656599999999996
ATSC1are,1.1285999999999994
ATSC2are,1.1096999999999992
ATSC3are,0.8081999999999988
ATSC4are,1.0142999999999982
ATSC5are,-0.12779999999999947
ATSC6are,-1.7945999999999975
ATSC7are,-3.0374999999999974
ATSC8are,-2.0420999999999982
BalabanJ,1.6899983460766724e-06
Diameter,100000000
GATS1are,0.6521286502442282
GATS2are,0.8671522167801032
GATS3are,0.7314648160675172
GATS4are,0.8416029393597649
GATS5are,1.164717819868574
GATS6are,1.4353816145504854
GATS7are,1.5757910431277267
GATS8are,1.2412933152112924
HybRatio,0.5384615384615384
Lipinski,True
MATS1are,0.23134905295709327
MATS2are,0.12669481780861466
MATS3are,0.07593254735214529
MATS4are,0.09431375752672952
MATS5are,-0.014057152554517383
MATS6are,-0.2129778446890321
MATS7are,-0.3557999789155568
MATS8are,-0.2970747035425266
MAXssCH2,1.123006795693484
MAXsssNH,1.361036522633745
MINssCH2,0.7831753117913831
MINsssNH,1.361036522633745
NsssssAs,0
RotRatio,0.19230769230769232
SMR_VSA1,17.306942892030456
SMR_VSA2,0.0
SMR_VSA3,39.78929167856703
SMR_VSA4,0.0
SMR_VSA5,35.98961773518055
SMR_VSA6,20.640100371266954
SMR_VSA7,17.584699561309996
SMR_VSA8,0.0
SMR_VSA9,0.0
SsssssAs,0
VMcGowan,254.05999999999995
mZagreb2,4.9722222222222205
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,1
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,38
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.11087142857142847
AATSC1are,0.025649999999999985
AATSC2are,0.014046835443037965
AATSC3are,0.008418749999999987
AATSC4are,0.010456701030927816
AATSC5are,-0.0015585365853658473
AATSC6are,-0.023613157894736808
AATSC7are,-0.03944805194805191
AATSC8are,-0.03293709677419352
LabuteASA,148.80229238304602
PEOE_VSA1,17.306942892030456
PEOE_VSA2,0.0
PEOE_VSA3,9.665781456092393
PEOE_VSA4,14.598058222863868
PEOE_VSA5,5.098681808301038
PEOE_VSA6,0.0
PEOE_VSA7,41.451120009478885
PEOE_VSA8,5.563451491696996
PEOE_VSA9,32.87878477202799
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,1
n12FHRing,1
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,14
nAromBond,15
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
PEOE_VSA10,11.353280053433782
PEOE_VSA11,0.0
PEOE_VSA12,5.156436481820707
PEOE_VSA13,5.777653723919194
SlogP_VSA1,17.306942892030456
SlogP_VSA2,60.42939204983399
SlogP_VSA3,19.386399651764595
SlogP_VSA4,0.0
SlogP_VSA5,17.678201109471466
SlogP_VSA6,16.50971653525449
SlogP_VSA7,0.0
SlogP_VSA8,5.777653723919194
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,1
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,1
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,24
EState_VSA1,0.0
EState_VSA2,12.407033161179976
EState_VSA3,5.777653723919194
EState_VSA4,48.22830213594159
EState_VSA5,10.463361222547473
EState_VSA6,22.60460291777128
EState_VSA7,4.681802935145185
EState_VSA8,44.68743481516061
EState_VSA9,0.0
GhoseFilter,False
SlogP_VSA10,0.0
SlogP_VSA11,0.0
TopoPSA(NO),91.12
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,3.646069066515495
VSA_EState9,42.137168839758125
nBridgehead,0
nG12FAHRing,1
nG12FaHRing,0
EState_VSA10,0.0
FilterItLogS,-4.122047712606728
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.75
MDEDescriptor,"0.4999999999999999,1.951861297511603,1.3454618559398,0.0,3.573515065007159,9.04271242968779,0.0,4.6105395574086385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.023580535599607,4.837970321995926,0.6850067105944414"
APolDescriptor,49.862274
BCUTDescriptor,"11.899999999999999,34.968854010935424,-0.358580946072574,0.23085688718275482,2.3429960655998094,12.67294429228922"
BPolDescriptor,29.877725999999996
TPSADescriptor,116.42
XLogPDescriptor,0.7189999999999998
VAdjMaDescriptor,5.700439718141093
WeightDescriptor,367.10944040000004
ChiPathDescriptor,"15.81119030894213,11.220346690612276,10.267195072552811,8.647347347639835,7.600582464675722,5.614010670822383,4.5251931487782455,3.4568985685596316,15.231834391441346,9.34006821338423,7.789679664461065,5.389483981210223,3.9660595273319545,2.686165797205334,1.9758296109529252,1.232745470957022"
ChiChainDescriptor,"0.0,0.0,0.3535533905932738,0.514777017983939,0.6935812821317743,0.0,0.0,0.13420823662303455,0.15931662749897726,0.23096793689216016"
AtomCountDescriptor,42
BondCountDescriptor,26
SmallRingDescriptor,"4,3,2,2,0,0,3,1,0,0,0"
ChiClusterDescriptor,"1.483163247594393,0.0,0.3305272079323988,0.0,1.169632722526255,0.0,0.155711596793204,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,1,1,2,3,0,0"
ZagrebIndexDescriptor,126.0
LargestChainDescriptor,11
MannholdLogPDescriptor,1.6799999999999997
WeightedPathDescriptor,"48.74599348992493,2.031083062080205,32.757923344616984,0.0,28.563459161328662"
FractionalPSADescriptor,0.31712614056764526
WienerNumbersDescriptor,"2.3000001147E10,33.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.4212503404034065,5.72726752056095,7.480740159840864,1.9824762882441649,2.6610685574477326,3.1586782938742024"
FractionalCSP3Descriptor,0.5384615384615384
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,5,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,3
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,3
KappaShapeIndicesDescriptor,"18.781065088757398,8.131482834185537,3.9077277970011535"
AromaticAtomsCountDescriptor,14
AromaticBondsCountDescriptor,15
FragmentComplexityDescriptor,1384.11
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.5384615384615384
AutocorrelationDescriptorMass,"41.08052565778711,32.939856745557684,49.358014391539655,49.23219623153797,47.644903194972756"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.4163421349605121,-0.3119512581538853,0.15502004152257953,-0.03928421986062977,-0.019197232262658223"
EccentricConnectivityIndexDescriptor,460392396
AutocorrelationDescriptorPolarizability,"1769.1474148987936,2119.625853229167,3044.148219865151,2804.0299437982317,2669.9023527146132"
