DLiP-ID,J0000N
Sm,30.92566893680792
Sp,33.636649101796415
Sv,31.51394300834521
nB,0
nC,19
nF,3
nH,28
nI,0
nN,3
nO,1
nP,0
nS,0
nX,3
ABC,19.535538973713226
AMW,6.874415688444459
IC0,1.5914368433233208
IC1,3.1105020856546766
IC2,4.143414353855063
IC3,4.647953474185369
IC4,4.861097455746979
IC5,4.9722085668580895
MID,51.64315659895681
Mpe,0.9771241830065358
Mse,1.011477974697203
NdO,1
NdS,0
NsF,3
NsI,0
NtN,0
SMR,97.21270000000005
SdO,12.690012676366843
SdS,0
Spe,52.764705882352935
SsF,38.54142765894119
SsI,0
Sse,54.61981063364895
StN,0
fMF,0.2777777777777778
nBr,0
nCl,0
AMID,1.986275253806031
BIC0,0.27053092121507566
BIC1,0.5287592770042555
BIC2,0.7043457029582217
BIC3,0.7901131235031482
BIC4,0.8263458134306344
BIC5,0.845233770795847
CIC0,4.163450658840148
CIC1,2.6443854165087917
CIC2,1.6114731483084048
CIC3,1.1069340279780988
CIC4,0.8937900464164894
CIC5,0.7826789353053787
GGI1,6.5
GGI2,3.1111111111111125
GGI3,1.875
GGI4,1.3822222222222227
GGI5,0.9374999999999999
GGI6,0.649795918367347
GGI7,0.3524305555555556
GGI8,0.38599143361048116
GGI9,0.248125
JGI1,0.2407407407407407
JGI2,0.08408408408408412
JGI3,0.04934210526315789
JGI4,0.037357357357357374
JGI5,0.02678571428571429
JGI6,0.022406755805770583
JGI7,0.011747685185185186
JGI8,0.014295979022610414
JGI9,0.010338541666666668
MIC0,16.21486223651125
MIC1,30.038483052977526
MIC2,34.18599144920677
MIC3,35.66341923780165
MIC4,36.28578688973427
MIC5,36.39778688973427
MPC2,37
MPC3,44
MPC4,53
MPC5,63
MPC6,61
MPC7,70
MPC8,64
MPC9,62
Mare,0.9934074074074076
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.1527906855155115
RPCG,0.1977148287302179
SIC0,0.276536568738319
SIC1,0.5404974614161141
SIC2,0.7199818158560711
SIC3,0.8076532290923215
SIC4,0.8446902661293585
SIC5,0.8639975264484072
SaaN,0
SaaO,0
SaaS,0
Sare,53.64400000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,85.93758953945932
TIC1,167.96711262535254
TIC2,223.74437510817341
TIC3,250.98948760600996
TIC4,262.49926261033687
TIC5,268.4992626103368
Vabc,351.0046101206532
WPol,38
apol,56.17320399999997
bpol,36.28679600000001
nRot,6
ABCGG,16.098343328691858
ATS0Z,1166.0
ATS0d,156.0
ATS0i,9316.620376141473
ATS0m,4696.842211449313
ATS0p,70.64221233577197
ATS0s,336.9236111111111
ATS0v,10394.631290979165
ATS1Z,1255.0
ATS1d,196.0
ATS1i,8285.033062779601
ATS1m,4727.610314505601
ATS1p,91.45857867000002
ATS1s,158.25
ATS1v,13229.901361992377
ATS2Z,1951.0
ATS2d,309.0
ATS2i,16750.230045437987
ATS2m,7292.760601954909
ATS2p,136.76440938788602
ATS2s,450.7777777777778
ATS2v,19130.069491610535
ATS3Z,2019.0
ATS3d,369.0
ATS3i,22775.95052955512
ATS3m,7236.843369011201
ATS3p,163.289166750866
ATS3s,365.5
ATS3v,21988.258769528748
ATS4Z,2089.0
ATS4d,369.0
ATS4i,25698.84753955686
ATS4m,7344.839866564798
ATS4p,166.626058073111
ATS4s,445.29166666666663
ATS4v,22444.504075578505
ATS5Z,2044.0
ATS5d,347.0
ATS5i,25516.83440793601
ATS5m,7153.2280716496
ATS5p,164.562848960111
ATS5s,471.5833333333333
ATS5v,21830.478600133214
ATS6Z,1735.0
ATS6d,330.0
ATS6i,26201.345124374053
ATS6m,5838.477479059199
ATS6p,158.55006293675203
ATS6s,408.38888888888886
ATS6v,20295.448603114357
ATS7Z,1720.0
ATS7d,310.0
ATS7i,22866.19296916235
ATS7m,6106.604855257599
ATS7p,149.704938743903
ATS7s,451.125
ATS7v,18989.225263130218
ATS8Z,1540.0
ATS8d,290.0
ATS8i,20484.253431638765
ATS8m,5352.0425620112
ATS8p,142.02832587686598
ATS8s,296.2083333333333
ATS8v,18220.89016575723
C1SP1,0
C1SP2,0
C1SP3,7
C2SP1,0
C2SP2,5
C2SP3,5
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.631578947368421
GGI10,0.08682787470666259
JGI10,0.005107522041568387
JGT10,0.5022064854528556
Kier1,22.290809327846365
Kier2,10.51862673484295
Kier3,6.8429752066115705
MAXdO,12.690012676366843
MAXsF,12.847142552980397
MID_C,38.336520257943945
MID_N,6.450110120527229
MID_O,1.7855213616950847
MID_X,5.07100485879055
MID_h,13.306636341012862
MINdO,12.690012676366843
MINsF,12.847142552980397
MPC10,56
MWC01,27.0
MWC02,4.859812404361672
MWC03,5.673323267171493
MWC04,6.541029999189903
MWC05,7.3783837129967145
MWC06,8.247220052745229
MWC07,9.094143577573671
MWC08,9.96199228190869
MWC09,10.813860810646245
MWC10,11.680530936053497
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,4.823700000000004
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.313205979041787
SRW05,0.0
SRW06,6.810142450115136
SRW07,0.0
SRW08,8.39185670010494
SRW09,0.0
SRW10,10.016146370675067
SaaCH,4.779513594832234
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,-0.5837385652176763
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.319337023389602
SdssS,0
SsCH3,4.147574754664887
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.646369205089443
SssPH,0
SssSe,0
SsssB,0
SsssN,4.175477920047725
SsssP,0
VE1_A,4.565385521084429
VE1_D,5.013013863038648
VE2_A,0.17559175081093958
VE2_D,0.19280822550148644
VE3_A,2.474014407005678
VE3_D,2.5675487487226225
VR1_A,194.24719370298314
VR1_D,149.6680345084861
VR2_A,7.4710459116531975
VR2_D,5.756462865711004
VR3_A,6.224642987339347
VR3_D,5.963931183314736
WPath,1814
Xc-3d,2.4570629520958454
Xc-4d,0.28867513459481287
Xc-5d,0.5972791285011341
Xc-6d,0.14433756729740643
Xp-0d,19.15648977056287
Xp-1d,12.345885118390559
Xp-2d,11.330576774654265
Xp-3d,8.259416723897546
Xp-4d,6.623692035766178
Xp-5d,5.210998178686038
Xp-6d,3.1073262148232046
Xp-7d,2.455054378760209
ZMIC0,86.17498478880121
ZMIC1,47.96354610826978
ZMIC2,36.21865997057074
ZMIC3,31.44127154071852
ZMIC4,29.55021042864587
ZMIC5,28.826902094831766
nAcid,0
nAtom,54
nBase,1
nRing,2
piPC1,3.4657359027997265
piPC2,3.901972669574645
piPC3,4.26619481914876
piPC4,4.673996376917944
piPC5,5.064570927761894
piPC6,5.073218780398023
piPC7,5.333322475746727
piPC8,5.232110788309768
piPC9,5.3067194698121805
AATS0Z,21.59259259259259
AATS0d,2.888888888888889
AATS0i,172.53000696558283
AATS0m,86.97855947128357
AATS0p,1.3081891173291107
AATS0s,6.239326131687243
AATS0v,192.4931720551697
AATS1Z,22.818181818181817
AATS1d,3.5636363636363635
AATS1i,150.63696477781093
AATS1m,85.95655117282911
AATS1p,1.662883248545455
AATS1s,2.8772727272727274
AATS1v,240.54366112713413
AATS2Z,19.127450980392158
AATS2d,3.0294117647058822
AATS2i,164.21794162194107
AATS2m,71.49765296034225
AATS2p,1.3408275430184904
AATS2s,4.419389978213508
AATS2v,187.5497008981425
AATS3Z,14.630434782608695
AATS3d,2.6739130434782608
AATS3i,165.04311977938494
AATS3m,52.44089397834203
AATS3p,1.1832548315280145
AATS3s,2.648550724637681
AATS3v,159.33520847484598
AATS4Z,13.743421052631579
AATS4d,2.4276315789473686
AATS4i,169.07136539182144
AATS4m,48.321314911610514
AATS4p,1.0962240662704672
AATS4s,2.929550438596491
AATS4v,147.6612110235428
AATS5Z,13.447368421052632
AATS5d,2.2828947368421053
AATS5i,167.8739105785264
AATS5m,47.060710997694734
AATS5p,1.0826503221059935
AATS5s,3.102521929824561
AATS5v,143.62156973771852
AATS6Z,11.266233766233766
AATS6d,2.142857142857143
AATS6i,170.13860470372762
AATS6m,37.912191422462335
AATS6p,1.0295458632256624
AATS6s,2.6518759018759015
AATS6v,131.78862729295037
AATS7Z,12.554744525547445
AATS7d,2.2627737226277373
AATS7i,166.90651802308287
AATS7m,44.57375806757372
AATS7p,1.0927367791525766
AATS7s,3.292883211678832
AATS7v,138.60748367248334
AATS8Z,12.32
AATS8d,2.32
AATS8i,163.87402745311013
AATS8m,42.8163404960896
AATS8p,1.1362266070149278
AATS8s,2.3696666666666664
AATS8v,145.76712132605786
AMID_C,1.4744815483824594
AMID_N,0.2480811584818165
AMID_O,0.06867389852673403
AMID_X,0.19503864841502117
AMID_h,0.5117937054235716
ATS0dv,392.0
ATS0pe,346.1470999999999
ATS0se,423.34341999999987
ATS1dv,329.0
ATS1pe,356.93050000000005
ATS1se,426.7143279999999
ATS2dv,554.0
ATS2pe,663.7629999999999
ATS2se,802.9801719999998
ATS3dv,440.0
ATS3pe,841.2255000000001
ATS3se,1044.94596
ATS4dv,443.0
ATS4pe,941.3445999999998
ATS4se,1170.3405959999998
ATS5dv,418.0
ATS5pe,937.8046000000002
ATS5se,1168.4891960000002
ATS6dv,341.0
ATS6pe,927.5092
ATS6se,1168.5134880000003
ATS7dv,404.0
ATS7pe,813.2046999999999
ATS7se,1022.7091439999999
ATS8dv,252.0
ATS8pe,739.6045000000001
ATS8se,928.3918520000001
ATSC0Z,439.9999999999999
ATSC0c,0.812762604062192
ATSC0d,31.48148148148148
ATSC0i,133.56928619241052
ATSC0m,2141.7723519114297
ATSC0p,12.20834478714948
ATSC0s,162.383359053498
ATSC0v,2605.617413637704
ATSC1Z,14.444444444444478
ATSC1c,-0.571390545490935
ATSC1d,8.491083676268858
ATSC1i,-24.14553576835081
ATSC1m,65.84359511772399
ATSC1p,-1.1853437902106874
ATSC1s,-8.863066319920739
ATSC1v,-107.93527688023462
ATSC2Z,92.00000000000003
ATSC2c,0.3098663740634218
ATSC2d,0.572016460905346
ATSC2i,50.421961668590065
ATSC2m,468.0103502677551
ATSC2p,-0.13042328832679345
ATSC2s,132.3437785779607
ATSC2v,-158.78237625130467
ATSC3Z,72.00000000000003
ATSC3c,-0.17117166173341125
ATSC3d,-3.7119341563786055
ATSC3i,-42.520969882792826
ATSC3m,363.9929771297557
ATSC3p,-1.627577545977338
ATSC3s,24.99252686328304
ATSC3v,125.78052711513237
ATSC4Z,-10.777777777777777
ATSC4c,-0.03624546943346956
ATSC4d,-7.873799725651579
ATSC4i,-22.656764784528896
ATSC4m,-49.59969382753205
ATSC4p,-0.9458445521531696
ATSC4s,-12.519285360463346
ATSC4v,31.213656733101146
ATSC5Z,-8.111111111111118
ATSC5c,0.244430081811536
ATSC5d,0.49657064471879275
ATSC5i,-7.526920060100096
ATSC5m,-27.88871593421487
ATSC5p,-2.2523652389595408
ATSC5s,-1.808894413961286
ATSC5v,-371.3175166559948
ATSC6Z,-48.22222222222224
ATSC6c,-0.44218015565467006
ATSC6d,4.812071330589851
ATSC6i,15.576602035819594
ATSC6m,-223.22963191213051
ATSC6p,2.2922987166096247
ATSC6s,-35.01715153939948
ATSC6v,256.1145602488191
ATSC7Z,206.8888888888889
ATSC7c,0.3003527976155622
ATSC7d,-1.2400548696845006
ATSC7i,43.09230982897746
ATSC7m,1002.7237984225206
ATSC7p,1.8397738697992412
ATSC7s,127.46117445892396
ATSC7v,433.4862593770481
ATSC8Z,12.222222222222214
ATSC8c,-0.02721935083613969
ATSC8d,-12.466392318244171
ATSC8i,-37.674234395014196
ATSC8m,80.47295416017698
ATSC8p,-3.07965864913565
ATSC8s,-1.8196325826855628
ATSC8v,-358.9389326412431
AXp-0d,0.736788068098572
AXp-1d,0.4572550043848355
AXp-2d,0.3062318047203855
AXp-3d,0.18771401645221697
AXp-4d,0.12497532142955052
AXp-5d,0.0827142568045403
AXp-6d,0.05093977401349516
AXp-7d,0.035072205410860126
GATS1Z,0.8212809917355374
GATS1c,1.9743524487269022
GATS1d,1.0866417112299467
GATS1i,1.275930161065699
GATS1m,0.8170642069551171
GATS1p,1.3588268342015128
GATS1s,0.5507387493526641
GATS1v,1.2149959647960098
GATS2Z,0.8331439393939396
GATS2c,0.9114731054191356
GATS2d,1.1883737024221455
GATS2i,0.8535802890521932
GATS2m,0.8238695224957284
GATS2p,1.0736602392272323
GATS2s,0.3136108115516504
GATS2v,1.0687150675545498
GATS3Z,0.8357625164690384
GATS3c,1.219211053349833
GATS3d,1.1528516624040923
GATS3i,0.9175099451657891
GATS3m,0.8242465966271803
GATS3p,1.03965164506415
GATS3s,0.4579157059726624
GATS3v,0.9960806322309188
GATS4Z,0.9715610047846892
GATS4c,1.2175236712255615
GATS4d,1.0798955108359134
GATS4i,0.9343601479698203
GATS4m,0.9643162328685235
GATS4p,0.9817932499720246
GATS4s,0.8746256330506973
GATS4v,0.9692512211511276
GATS5Z,0.96086273923445
GATS5c,1.0248267218800706
GATS5d,0.8916060371517027
GATS5i,0.8110080643656277
GATS5m,0.9478320346169907
GATS5p,1.0169365445268417
GATS5s,0.8763852181513303
GATS5v,1.0273147041081965
GATS6Z,0.9867104486422671
GATS6c,1.1140822689113123
GATS6d,0.8089686783804432
GATS6i,0.7031987782317918
GATS6m,0.9753730857635468
GATS6p,0.8514824576284538
GATS6s,0.8856309799460665
GATS6v,0.927275405848159
GATS7Z,0.7090992037159922
GATS7c,0.5718728004487194
GATS7d,0.9400729927007301
GATS7i,0.596487988817489
GATS7m,0.7034186390495443
GATS7p,0.9126605516393428
GATS7s,0.25850640937792657
GATS7v,0.9482441676910788
GATS8Z,0.8658272727272729
GATS8c,0.8448490737788488
GATS8d,1.1650023529411764
GATS8i,0.9011887833553212
GATS8m,0.8571585678390892
GATS8p,1.1295272594216248
GATS8s,0.534206696322859
GATS8v,1.1027752466301557
MATS1Z,0.03223140495867777
MATS1c,-0.6902404511208067
MATS1d,0.2648128342245988
MATS1i,-0.17748485975254907
MATS1m,0.030183618153984675
MATS1p,-0.0953275898759952
MATS1s,-0.05358874031354194
MATS1v,-0.04067090461782157
MATS2Z,0.11069518716577545
MATS2c,0.20183864648302208
MATS2d,0.009619377162629693
MATS2i,0.19985118186861578
MATS2m,0.11568465024527338
MATS2p,-0.005655772705937289
MATS2s,0.4314749600771572
MATS2v,-0.03226155059273979
MATS3Z,0.06403162055335973
MATS3c,-0.08241055275689674
MATS3d,-0.046138107416879855
MATS3i,-0.12456935919347864
MATS3m,0.06650194844560442
MATS3p,-0.05216744622378491
MATS3s,0.06022590296054267
MATS3v,0.01888936836022077
MATS4Z,-0.008702153110047848
MATS4c,-0.01584310088327617
MATS4d,-0.0888544891640867
MATS4i,-0.060261711614113256
MATS4m,-0.008227272074016304
MATS4p,-0.027524101615246578
MATS4s,-0.027389757655390416
MATS4v,0.0042558290416713105
MATS5Z,-0.006549043062200964
MATS5c,0.10684177927825829
MATS5d,0.005603715170278636
MATS5i,-0.020019852362768282
MATS5m,-0.004625997381830133
MATS5p,-0.06554388833835796
MATS5s,-0.003957508611398517
MATS5v,-0.05062732266771008
MATS6Z,-0.03842975206611573
MATS6c,-0.19076933864254725
MATS6d,0.05359816653934303
MATS6i,0.040892075902205755
MATS6m,-0.036546986614065274
MATS6p,0.06583964251399406
MATS6s,-0.07561576211042072
MATS6v,0.03446645841904842
MATS7Z,0.1853351028533511
MATS7c,0.14566028690904934
MATS7d,-0.015525976814083313
MATS7i,0.12716463859149882
MATS7m,0.18453604444264962
MATS7p,0.05939923515298223
MATS7s,0.30939236167703915
MATS7v,0.0655749367625608
MATS8Z,0.011999999999999995
MATS8c,-0.014467643445259415
MATS8d,-0.1710682352941177
MATS8i,-0.12184888998509077
MATS8m,0.016231564557349414
MATS8p,-0.10897566866124185
MATS8s,-0.004840897985496068
MATS8v,-0.05951050913669456
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,8
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,31.938746200265328
SpAD_D,290.0166785198022
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,7.293519146942755
SssNH2,0
SsssAs,0
SsssCH,0.13319897171831663
SsssNH,0
SssssB,0
SssssC,-4.4206850066627785
SssssN,0
TMPC10,563
TMWC10,127.25029704264712
TSRW10,60.5386846851694
VE1_Dt,5.028584268207157
VE2_Dt,0.1934070872387368
VE3_Dt,2.5706499319095655
VR1_Dt,148.41901606961392
VR2_Dt,5.708423694985151
VR3_Dt,5.955550908182229
Xc-3dv,0.7249509534256169
Xc-4dv,0.013498731178900972
Xc-5dv,0.0999917319855478
Xc-6dv,0.004499577059633658
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.16666666666666666
Xch-7d,0.20763031929689338
Xp-0dv,15.480174495931973
Xp-1dv,9.319864954657003
Xp-2dv,6.774925099756151
Xp-3dv,4.704248115374067
Xp-4dv,3.4302432155899445
Xp-5dv,2.3938194475177474
Xp-6dv,1.2738911834089643
Xp-7dv,0.8355206311333204
Xpc-4d,4.065799080866741
Xpc-5d,5.646112531750711
Xpc-6d,7.990562353897082
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,55
nFRing,0
nHBAcc,2
nHBDon,1
nHRing,1
nSpiro,0
naRing,1
piPC10,5.271716684750857
AATS0dv,7.2592592592592595
AATS0pe,6.410131481481479
AATS0se,7.83969296296296
AATS1dv,5.9818181818181815
AATS1pe,6.489645454545456
AATS1se,7.758442327272726
AATS2dv,5.431372549019608
AATS2pe,6.507480392156862
AATS2se,7.872354627450979
AATS3dv,3.1884057971014492
AATS3pe,6.09583695652174
AATS3se,7.572072173913043
AATS4dv,2.914473684210526
AATS4pe,6.193056578947367
AATS4se,7.699609184210525
AATS5dv,2.75
AATS5pe,6.169767105263159
AATS5se,7.687428921052633
AATS6dv,2.2142857142857144
AATS6pe,6.0227870129870125
AATS6se,7.587749922077924
AATS7dv,2.948905109489051
AATS7pe,5.935800729927006
AATS7se,7.465030248175182
AATS8dv,2.016
AATS8pe,5.916836000000001
AATS8se,7.427134816000001
AATSC0Z,8.148148148148145
AATSC0c,0.015051159334485038
AATSC0d,0.5829903978052126
AATSC0i,2.473505299859454
AATSC0m,39.662450961322776
AATSC0p,0.22608045902128668
AATSC0s,3.0070992417314444
AATSC0v,48.25217432662415
AATSC1Z,0.26262626262626326
AATSC1c,-0.010388919008926092
AATSC1d,0.15438333956852468
AATSC1i,-0.439009741242742
AATSC1m,1.197156274867709
AATSC1p,-0.02155170527655795
AATSC1s,-0.16114666036219524
AATSC1v,-1.9624595796406294
AATSC2Z,0.9019607843137257
AATSC2c,0.003037905628072763
AATSC2d,0.005608004518679863
AATSC2i,0.49433295753519674
AATSC2m,4.588336767330932
AATSC2p,-0.0012786596894783671
AATSC2s,1.2974880252741245
AATSC2v,-1.556689963248085
AATSC3Z,0.5217391304347828
AATSC3c,-0.001240374360387038
AATSC3d,-0.026898073596946417
AATSC3i,-0.30812297016516543
AATSC3m,2.6376302690562006
AATSC3p,-0.01179404018824158
AATSC3s,0.18110526712523942
AATSC3v,0.9114530950371911
AATSC4Z,-0.070906432748538
AATSC4c,-0.00023845703574651027
AATSC4d,-0.05180131398454986
AATSC4i,-0.14905766305611115
AATSC4m,-0.3263137751811319
AATSC4p,-0.006222661527323484
AATSC4s,-0.08236371947673254
AATSC4v,0.20535300482303387
AATSC5Z,-0.05336257309941525
AATSC5c,0.0016080926434969473
AATSC5d,0.0032669121363078472
