DLiP-ID,T000WK
BIC2,0.7889591526831857
BIC3,0.87394338603806
BIC4,0.8792926063555527
BIC5,0.8792926063555527
CIC0,4.39429687227236
CIC1,2.471093214641168
CIC2,1.0949834019585456
CIC3,0.5740909837484267
CIC4,0.5413040985025219
CIC5,0.5413040985025219
GGI1,6.5
GGI2,4.222222222222224
GGI3,2.1875
GGI4,1.8583333333333338
GGI5,1.1180555555555554
GGI6,0.8849886621315193
GGI7,0.5086805555555556
GGI8,0.3706380700428319
GGI9,0.23125000000000007
JGI1,0.203125
JGI2,0.0938271604938272
JGI3,0.04755434782608695
JGI4,0.0403985507246377
JGI5,0.025410353535353536
JGI6,0.019666414714033756
JGI7,0.012717013888888889
JGI8,0.011231456667964601
JGI9,0.007974137931034483
MIC0,14.43643983528204
MIC1,31.381625993737327
MIC2,37.21097553014952
MIC3,39.265322276966494
MIC4,39.29837145729437
MIC5,39.29837145729437
MPC2,45
MPC3,59
MPC4,73
MPC5,80
MPC6,86
MPC7,91
MPC8,97
MPC9,94
Mare,0.9773770491803281
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.12576775436858262
RPCG,0.08589835961285137
SIC0,0.25906398780457457
SIC1,0.5833413159287522
SIC2,0.8153714555821981
SIC3,0.9032007403004737
SIC4,0.9087290386181629
SIC5,0.9087290386181629
SaaN,0
SaaO,0
SaaS,0
Sare,59.62000000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,93.72286838272213
TIC1,211.03829149822482
TIC2,294.9809900718648
TIC3,326.75542758268205
TIC4,328.7554275826823
TIC5,328.7554275826823
Vabc,393.0980282382553
WPol,46
apol,65.31658299999998
bpol,37.69341700000001
nRot,7
ABCGG,20.2097254682839
ATS0Z,1260.0
ATS0d,185.0
ATS0i,10134.47721818922
ATS0m,4954.1928940000025
ATS0p,83.11841205031898
ATS0s,273.52777777777777
ATS0v,12146.711112845582
ATS1Z,1444.0
ATS1d,235.0
ATS1i,9467.443293268507
ATS1m,5407.232592000004
ATS1p,107.42480557000005
ATS1s,186.05555555555557
ATS1v,15508.360271774503
ATS2Z,2154.0
ATS2d,385.0
ATS2i,17994.797327470937
ATS2m,7921.827428999997
ATS2p,164.53315822273512
ATS2s,314.13888888888897
ATS2v,22988.22314126023
ATS3Z,2426.0
ATS3d,434.0
ATS3i,25072.476730108225
ATS3m,8629.807518000005
ATS3p,192.056324365772
ATS3s,449.8333333333334
ATS3v,26060.02450812718
ATS4Z,2487.0
ATS4d,428.0
ATS4i,27686.957630715755
ATS4m,8772.348078000006
ATS4p,189.821744036262
ATS4s,530.6944444444446
ATS4v,26139.669826657984
ATS5Z,2425.0
ATS5d,419.0
ATS5i,26826.258746803673
ATS5m,8487.997556
ATS5p,185.27360464516798
ATS5s,595.9722222222226
ATS5v,25495.34570896859
ATS6Z,2411.0
ATS6d,421.0
ATS6i,26089.43770454402
ATS6m,8439.948116999996
ATS6p,203.593988970923
ATS6s,468.24999999999983
ATS6v,27251.761159906368
ATS7Z,2357.0
ATS7d,432.0
ATS7i,31643.032562912205
ATS7m,7968.609880000002
ATS7p,213.4584320079029
ATS7s,530.1388888888889
ATS7v,27420.679183757387
ATS8Z,1982.0
ATS8d,386.0
ATS8i,31958.705792408127
ATS8m,6581.789965000003
ATS8p,188.17282656688297
ATS8s,512.8611111111111
ATS8v,23561.348367253
C1SP1,0
C1SP2,4
C1SP3,4
C2SP1,0
C2SP2,6
C2SP3,5
C3SP2,1
C3SP3,1
C4SP3,0
FCSP3,0.5
GGI10,0.1817161514131211
JGI10,0.008259825064232777
JGT10,0.47016426084605994
Kier1,24.638671875
Kier2,11.227654320987654
Kier3,6.081011203677105
MAXdO,13.247439760849753
MID_C,44.6640222035295
MID_N,10.129987100526819
MID_O,5.31854905706078
MID_X,0.0
MID_h,15.448536157587597
MINdO,12.323551934315546
MPC10,102
MWC01,32.0
MWC02,5.043425116919247
MWC03,5.8944028342648505
MWC04,6.771935555839602
MWC05,7.640603826393634
MWC06,8.520985989654934
MWC07,9.395740518379736
MWC08,10.277633977386865
MWC09,11.155521684065778
MWC10,12.03846431639282
NaaCH,5
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,1
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,4
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,3
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,1.8461000000000007
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.501258210544727
SRW05,3.044522437723423
SRW06,7.005789019253503
SRW07,5.2832037287379885
SRW08,8.592115117933497
SRW09,7.285506548522785
SRW10,10.223576309906816
SaaCH,9.450783302525483
SaaNH,3.123216004829313
SaaSe,0
SaaaC,2.004977697658108
SaasC,0.6971817651277431
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.6406438599348809
SdssS,0
SsCH3,7.223212593421872
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,8.664357992277052
SssPH,0
SssSe,0
SsssB,0
SsssN,1.6102637629125724
SsssP,0
VE1_A,4.729286406706645
VE1_D,5.395397646651207
VE2_A,0.15764288022355485
VE2_D,0.1798465882217069
VE3_A,2.6523866144009083
VE3_D,2.7841585911775315
VR1_A,264.5293288661645
VR1_D,188.6184054493093
VR2_A,8.817644295538818
VR2_D,6.287280181643643
VR3_A,6.676564418001364
VR3_D,6.338338243974969
WPath,2604
Xc-3d,2.178595973278884
Xc-4d,0.0
Xc-5d,0.6949982041721248
Xc-6d,0.0
Xp-0d,21.836134335324456
Xp-1d,14.311769505687858
Xp-2d,12.96724655135566
Xp-3d,10.925466285035322
Xp-4d,8.566548376221546
Xp-5d,5.9641134672172
Xp-6d,4.089891301743464
Xp-7d,2.781660583795219
ZMIC0,100.91090394421113
ZMIC1,48.142454664350296
ZMIC2,30.958505063422955
ZMIC3,24.962974243097005
ZMIC4,24.834097609078547
ZMIC5,24.834097609078547
nAcid,0
nAtom,61
nBase,1
nRing,3
piPC1,3.713572066704308
piPC2,4.237723145067448
piPC3,4.735101355580122
piPC4,5.225410595739949
piPC5,5.590287108792099
piPC6,5.846754837821389
piPC7,6.186063937507996
piPC8,6.51608327896519
piPC9,6.2574580352766835
AATS0Z,20.65573770491803
AATS0d,3.0327868852459017
AATS0i,166.1389707899872
AATS0m,81.21627695081972
AATS0p,1.3625969188576883
AATS0s,4.484061930783242
AATS0v,199.12641168599313
AATS1Z,22.92063492063492
AATS1d,3.7301587301587302
AATS1i,150.27687767092868
AATS1m,85.82908876190483
AATS1p,1.7051556439682547
AATS1s,2.9532627865961203
AATS1v,246.16444875832545
AATS2Z,18.894736842105264
AATS2d,3.3771929824561404
AATS2i,157.84909936378014
AATS2m,69.48971428947365
AATS2p,1.4432733177432906
AATS2s,2.755604288499026
AATS2v,201.65108018649326
AATS3Z,15.753246753246753
AATS3d,2.8181818181818183
AATS3i,162.80829045524823
AATS3m,56.037711155844185
AATS3p,1.24711898938813
AATS3s,2.9209956709956715
AATS3v,169.2209383644622
AATS4Z,14.892215568862275
AATS4d,2.562874251497006
AATS4i,165.79016545338774
AATS4m,52.529030407185665
AATS4p,1.1366571499177365
AATS4s,3.1778110445775125
AATS4v,156.5249690219041
AATS5Z,15.062111801242237
AATS5d,2.6024844720496896
AATS5i,166.62272513542655
AATS5m,52.72048171428572
AATS5p,1.150767730715329
AATS5s,3.701690821256041
AATS5v,158.35618452775523
AATS6Z,14.882716049382717
AATS6d,2.5987654320987654
AATS6i,161.04591175644455
AATS6m,52.09844516666664
AATS6p,1.2567530183390307
AATS6s,2.890432098765431
AATS6v,168.2207479006566
AATS7Z,12.212435233160623
AATS7d,2.238341968911917
AATS7i,163.95353659540004
AATS7m,41.28813409326426
AATS7p,1.1060022383829167
AATS7s,2.746833621185953
AATS7v,142.07605794692947
AATS8Z,10.486772486772487
AATS8d,2.0423280423280423
AATS8i,169.09368144131284
AATS8m,34.82428552910054
AATS8p,0.9956234209887989
AATS8s,2.713550852439741
AATS8v,124.66321887435448
AMID_C,1.48880074011765
AMID_N,0.3376662366842273
AMID_O,0.17728496856869266
AMID_X,0.0
AMID_h,0.5149512052529199
ATS0dv,390.0
ATS0pe,374.8037999999999
ATS0se,465.2270639999998
ATS1dv,383.0
ATS1pe,406.8550000000001
ATS1se,487.6003599999998
ATS2dv,539.0
ATS2pe,715.2707999999998
ATS2se,873.2275559999999
ATS3dv,554.0
ATS3pe,956.6096
ATS3se,1182.4770959999998
ATS4dv,533.0
ATS4pe,1041.9089999999997
ATS4se,1295.3644239999999
ATS5dv,524.0
ATS5pe,1023.8274999999996
ATS5se,1269.5514079999998
ATS6dv,459.0
ATS6pe,998.7298999999998
ATS6se,1238.4265719999996
ATS7dv,420.0
ATS7pe,1156.0570999999995
ATS7se,1453.0159439999998
ATS8dv,369.0
ATS8pe,1115.3603
ATS8se,1418.6349479999994
ATSC0Z,452.06557377049165
ATSC0c,1.1606539283498378
ATSC0d,37.04918032786886
ATSC0i,88.89508386629616
ATSC0m,2150.906918852459
ATSC0p,13.179788856943771
ATSC0s,103.52732240437153
ATSC0v,2981.708809169348
ATSC1Z,14.751948400967457
ATSC1c,-0.7221513299077732
ATSC1d,15.588551464660046
ATSC1i,-15.917488775379706
ATSC1m,71.32840511959148
ATSC1p,-0.4101668097254039
ATSC1s,-4.5250306070650055
ATSC1v,22.936586651921388
ATSC2Z,71.87745229776941
ATSC2c,-0.011415059208343813
ATSC2d,-1.9443697930663766
ATSC2i,-14.140089387542156
ATSC2m,334.27906006261765
ATSC2p,-0.1776556582489333
ATSC2s,10.82826450476275
ATSC2v,131.4539230400607
ATSC3Z,-14.329481322225217
ATSC3c,0.6328888120705978
ATSC3d,-6.993012631013169
ATSC3i,6.0371591144772525
ATSC3m,-79.19917910292926
ATSC3p,-1.9620293539263387
ATSC3s,-2.984278419779628
ATSC3v,-389.8084749104778
ATSC4Z,-10.42542327331364
ATSC4c,-0.7093210630918044
ATSC4d,-0.15103466809997257
ATSC4i,-18.59919817721614
ATSC4m,-38.0553025960765
ATSC4p,-0.8540190667717313
ATSC4s,-34.74829794858011
ATSC4v,105.85079483258696
ATSC5Z,-111.86159634506855
ATSC5c,0.15954400966451984
ATSC5d,-6.57242676699812
ATSC5i,27.15331963696615
ATSC5m,-515.6378428073101
ATSC5p,3.400962251920147
ATSC5s,1.5658649108662603
ATSC5v,118.5492123834684
ATSC6Z,-127.17414673474875
ATSC6c,0.254619367577568
ATSC6d,-16.16339693630744
ATSC6i,3.456822003239367
ATSC6m,-607.3575832311205
ATSC6p,-2.4343012776859982
ATSC6s,-16.80616769685568
ATSC6v,-761.50585074752
ATSC7Z,-119.96156947057244
ATSC7c,-0.24416249081660327
ATSC7d,1.5001343724805145
ATSC7i,-37.70795199385198
ATSC7m,-579.3475013856491
ATSC7p,-5.880237141742583
ATSC7s,-11.25721132312102
ATSC7v,-1131.5762829066227
ATSC8Z,30.714861596345067
ATSC8c,0.039650867890372005
ATSC8d,11.20827734479978
ATSC8i,24.62287070401123
ATSC8m,162.89333085057774
ATSC8p,5.118811018436795
ATSC8s,-6.851048105348026
ATSC8v,800.0502468817967
AXp-0d,0.7278711445108151
AXp-1d,0.44724279705274556
AXp-2d,0.2881610344745702
AXp-3d,0.18517739466161562
AXp-4d,0.11734997775645953
AXp-5d,0.074551418340215
AXp-6d,0.047556875601668186
AXp-7d,0.030567698723024384
GATS1Z,0.8869341180046144
GATS1c,1.7310698224279042
GATS1d,0.8868520859671302
GATS1i,1.5303264428194656
GATS1m,0.8935798462329291
GATS1p,1.2196994625901667
GATS1s,0.5626917310430549
GATS1v,1.095019562295038
GATS2Z,0.860960331638496
GATS2c,1.1250500623155688
GATS2d,1.377969259431765
GATS2i,1.2843379458968827
GATS2m,0.8672123147429822
GATS2p,1.0857591788553058
GATS2s,0.5280127160687609
GATS2v,1.0160891675359163
GATS3Z,1.00189464582415
GATS3c,1.0232922817924504
GATS3d,1.25666590047121
GATS3i,1.0497682105680755
GATS3m,1.0036216786262557
GATS3p,1.0606021896670064
GATS3s,0.9760687440083607
GATS3v,1.0387139762280888
GATS4Z,1.049871536300767
GATS4c,1.5655707716496772
GATS4d,1.071564834931906
GATS4i,1.0685924386617314
GATS4m,1.0424067199355467
GATS4p,0.9706706135517065
GATS4s,1.5709835508313565
GATS4v,0.9306119783634248
GATS5Z,1.1701979577164052
GATS5c,1.281875454641444
GATS5d,1.1969988457098881
GATS5i,0.869726415246329
GATS5m,1.1582088740559362
GATS5p,0.8340373605112755
GATS5s,1.7937173825345054
GATS5v,0.9070637920299406
GATS6Z,1.0892388980218979
GATS6c,0.9702045198050891
GATS6d,1.2845788266142246
GATS6i,1.0371671144090968
GATS6m,1.0895172198091034
GATS6p,1.104350243160114
GATS6s,1.181672510264173
GATS6v,1.10333914183356
GATS7Z,1.064199777233639
GATS7c,0.9512073185466858
GATS7d,0.9104268879820255
GATS7i,1.0913844298740658
GATS7m,1.0654524278915585
GATS7p,1.1346742463016426
GATS7s,1.0970963479508928
GATS7v,1.1101269295500125
GATS8Z,0.985950515976626
GATS8c,0.7860992464343336
GATS8d,0.7497541789577187
GATS8i,0.7724498472854321
GATS8m,0.9808655795082731
GATS8p,0.7979873079856318
GATS8s,1.2089013613122248
GATS8v,0.8616093165185431
MATS1Z,0.03159637319776567
MATS1c,-0.6024413253459693
MATS1d,0.40739570164348937
MATS1i,-0.1733748482039826
MATS1m,0.032109251544514904
MATS1p,-0.030132928946995728
MATS1s,-0.04232099063325477
MATS1v,0.007448225988945838
MATS2Z,0.08507779457346588
MATS2c,-0.005262600546341383
MATS2d,-0.028081819593230813
MATS2i,-0.08511368516658678
MATS2m,0.08315962828995707
MATS2p,-0.007212661904122023
MATS2s,0.055966591458633023
MATS2v,0.023590291465083908
MATS3Z,-0.012555619605227972
MATS3c,0.21599007088887287
MATS3d,-0.07476439489713825
MATS3i,0.026900725469141993
MATS3m,-0.014585058579679266
MATS3p,-0.05896661014800569
MATS3s,-0.011418090236279255
MATS3v,-0.051783948577249744
MATS4Z,-0.008423753016160905
MATS4c,-0.22323047044270422
MATS4d,-0.0014890572836627571
MATS4i,-0.07642401355838697
MATS4m,-0.006462594800633792
MATS4p,-0.023668594971881094
MATS4s,-0.12260040895749343
MATS4v,0.012967082051829077
MATS5Z,-0.0937526465537591
MATS5c,0.052081287980252654
MATS5d,-0.06721266421150991
MATS5i,0.11573085108798985
MATS5m,-0.09082954219948804
MATS5p,0.09776813207482844
MATS5s,0.00573064188205104
MATS5v,0.015063899290060153
MATS6Z,-0.10592835244102052
MATS6c,0.08260446255560747
MATS6d,-0.16427400852179602
MATS6i,0.014642461612718276
MATS6m,-0.10632555594489361
MATS6p,-0.06954736732550423
MATS6s,-0.06112635952835475
MATS6v,-0.09616628441330585
MATS7Z,-0.08387127200794868
MATS7c,-0.06648883556123909
MATS7d,0.012797468934843398
MATS7i,-0.134068801643272
MATS7m,-0.08513145336008344
MATS7p,-0.14101292270786125
MATS7s,-0.03436753337874129
MATS7v,-0.11994748158278819
MATS8Z,0.021928814719647333
MATS8c,0.011025999867204346
MATS8d,0.09764011799410023
MATS8i,0.08939824053270827
MATS8m,0.024442730430864878
MATS8p,0.12535125145378265
MATS8s,-0.021358466411381366
MATS8v,0.08660043350127038
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,4
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,37.993253936708655
SpAD_D,359.29646534741124
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.8714703273284623
SssNH2,0
SsssAs,0
SsssCH,-1.705471364110088
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,789
TMWC10,138.7387138192975
TSRW10,81.11035864251838
VE1_Dt,5.384539174841613
VE2_Dt,0.1794846391613871
VE3_Dt,2.7821440199120735
VR1_Dt,187.54572248606743
VR2_Dt,6.251524082868914
VR3_Dt,6.332634957610228
Xc-3dv,1.1529696279817292
Xc-4dv,0.0
Xc-5dv,0.22449222776175198
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.23570226039551584
Xch-6d,0.37079081189859814
Xch-7d,0.573063925979895
Xp-0dv,17.989431233157827
Xp-1dv,10.476131467785457
Xp-2dv,8.199248734052354
Xp-3dv,5.7161351296076806
Xp-4dv,3.7612468712736393
Xp-5dv,2.2358176047182563
Xp-6dv,1.4010177441194283
Xp-7dv,0.7981085228271865
Xpc-4d,5.393494097339754
Xpc-5d,7.902310223412477
Xpc-6d,11.035264504913254
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,63
nFRing,1
nHBAcc,4
nHBDon,4
nHRing,2
nSpiro,0
naRing,2
piPC10,6.495123929594272
AATS0dv,6.39344262295082
AATS0pe,6.144324590163933
AATS0se,7.626673180327866
AATS1dv,6.079365079365079
AATS1pe,6.458015873015874
AATS1se,7.739688253968251
AATS2dv,4.728070175438597
AATS2pe,6.274305263157893
AATS2se,7.659890842105263
AATS3dv,3.5974025974025974
AATS3pe,6.211750649350649
AATS3se,7.6784227012987
AATS4dv,3.191616766467066
AATS4pe,6.238976047904189
AATS4se,7.75667319760479
AATS5dv,3.2546583850931676
AATS5pe,6.359177018633538
AATS5se,7.885412472049688
AATS6dv,2.8333333333333335
AATS6pe,6.164999382716048
AATS6se,7.6446084691358
AATS7dv,2.1761658031088085
AATS7pe,5.989933160621759
AATS7se,7.5285800207253875
AATS8dv,1.9523809523809523
AATS8pe,5.901377248677249
AATS8se,7.506005015873013
AATSC0Z,7.410911045417896
AATSC0c,0.01902711357950554
AATSC0d,0.6073636119322764
AATSC0i,1.4572964568245272
AATSC0m,35.260769161515725
AATSC0p,0.2160621124089143
AATSC0s,1.6971692197437955
AATSC0v,48.880472281464726
AATSC1Z,0.23415791112646758
AATSC1c,-0.011462719522345606
AATSC1d,0.24743732483587375
AATSC1i,-0.2526585519901541
AATSC1m,1.1321969066601822
AATSC1p,-0.0065105842813556174
AATSC1s,-0.07182588265182549
AATSC1v,0.3640728039987522
AATSC2Z,0.630503967524293
AATSC2c,-0.00010013209831880538
AATSC2d,-0.017055875377775233
AATSC2i,-0.12403587182054523
AATSC2m,2.9322724566896285
AATSC2p,-0.0015583829670959063
AATSC2s,0.09498477635756798
AATSC2v,1.1531045880707078
AATSC3Z,-0.09304858001444946
AATSC3c,0.004109667610848037
AATSC3d,-0.04540917292865694
AATSC3i,0.03920233191218995
AATSC3m,-0.514280383785255
AATSC3p,-0.01274045035017103
AATSC3s,-0.019378431297270314
AATSC3v,-2.5312238630550508
AATSC4Z,-0.062427684271339164
AATSC4c,-0.004247431515519787
AATSC4d,-0.0009043992101794764
AATSC4i,-0.11137244417494696
AATSC4m,-0.22787606344955988
AATSC4p,-0.0051138866273756365
