DLiP-ID,T007IO
AATSC6Z,-1.3510044642857142
AATSC6c,-0.0010652833157665123
AATSC6d,-0.09207589285714286
AATSC6i,0.09448907613110998
AATSC6m,-6.810855138532365
AATSC6p,0.0003270621526919563
AATSC6s,-0.07401500046311617
AATSC6v,-1.8826428636027082
AATSC7Z,-0.8433159722222222
AATSC7c,3.536521102830508e-05
AATSC7d,0.010850694444444444
AATSC7i,-0.15522565857754
AATSC7m,-5.274881194625284
AATSC7p,-0.04648319447536631
AATSC7s,-0.46036059792337475
AATSC7v,-3.308010936124552
AATSC8Z,-0.3190104166666667
AATSC8c,0.00011330534967872559
AATSC8d,0.021763392857142856
AATSC8i,-0.18177003131919275
AATSC8m,-1.6910236106305803
AATSC8p,0.014094895916554318
AATSC8s,-0.44416725656553135
AATSC8v,1.6834312129712674
ATS0are,211.8623
ATS1are,218.608
ATS2are,347.77590000000004
ATS3are,440.987
ATS4are,443.2977000000001
ATS5are,409.2409
ATS6are,371.923
ATS7are,352.23
ATS8are,263.91380000000004
ATSC0dv,133.35099451303154
ATSC0pe,4.730871874999998
ATSC0se,3.357192218749999
ATSC1dv,14.424002271947867
ATSC1pe,-0.6909116210937492
ATSC1se,-0.5356576005859375
ATSC2dv,-11.346895361796992
ATSC2pe,0.8736247070312511
ATSC2se,0.8638011064453123
ATSC3dv,-46.8679858967764
ATSC3pe,-0.5574987304687502
ATSC3se,-0.3830881279296875
ATSC4dv,-32.16600758744857
ATSC4pe,-1.9087567382812483
ATSC4se,-1.4431558955078119
ATSC5dv,52.47936492626886
ATSC5pe,1.4755161132812509
ATSC5se,1.0464038955078128
ATSC6dv,-1.293424211248288
ATSC6pe,-0.25103203124999857
ATSC6se,-0.2786641640624996
ATSC7dv,-26.92340749314129
ATSC7pe,-0.5172650390624991
ATSC7se,-0.3320421503906248
ATSC8dv,-29.058159722222214
ATSC8pe,-0.9799193359375006
ATSC8se,-0.7591568808593748
AXp-0dv,0.5961721724782751
AXp-1dv,0.31562709071398926
AXp-2dv,0.17725475562738205
AXp-3dv,0.09945648379092296
AXp-4dv,0.05394856149040127
AXp-5dv,0.02883228191326835
AXp-6dv,0.016429063676228962
AXp-7dv,0.008264502126122966
BertzCT,613.0837589164292
ECIndex,330
ETA_eta,13.899130739989058
GATS1dv,0.5917156424792374
GATS1pe,0.7978710599884421
GATS1se,0.8348908170617256
GATS2dv,0.8301010481786726
GATS2pe,0.592556018814943
GATS2se,0.5453763126763315
GATS3dv,1.1153193293658341
GATS3pe,0.944296784923873
GATS3se,0.9279634695121475
GATS4dv,1.177257611349581
GATS4pe,1.3327269506239152
GATS4se,1.3840141262313235
GATS5dv,0.8929982394771084
GATS5pe,1.0136387559570534
GATS5se,1.0491779083020567
GATS6dv,1.0172406983863287
GATS6pe,1.1221270467643527
GATS6se,1.1851233751207995
GATS7dv,1.1764627275355664
GATS7pe,1.224154198144854
GATS7se,1.281200547659067
GATS8dv,1.1818665259837533
GATS8pe,1.1561152949916516
GATS8se,1.155008169868793
LogEE_A,3.90247280636361
LogEE_D,87.24109396441781
MATS1dv,0.10488794136922017
MATS1pe,-0.14161763899028226
MATS1se,-0.15472022995356927
MATS2dv,-0.05137536255473581
MATS2pe,0.11149562599947095
MATS2se,0.15535014282802967
MATS3dv,-0.16299749092026058
MATS3pe,-0.05465168846272452
MATS3se,-0.05292043104873534
MATS4dv,-0.11520625962783133
MATS4pe,-0.1927012680571396
MATS4se,-0.20531099874387146
MATS5dv,0.20644884389786544
MATS5pe,0.16361492346568762
MATS5se,0.16350961020946633
MATS6dv,-0.005542512464820865
MATS6pe,-0.03032144576944376
MATS6se,-0.047431500731245184
MATS7dv,-0.1196437409863358
MATS7pe,-0.06479301039104027
MATS7se,-0.058610203386943
MATS8dv,-0.1660246355522058
MATS8pe,-0.15781556297872346
MATS8se,-0.17228839008059071
MAXaaCH,1.7770490852575087
MAXaaNH,2.7438948185385774
MAXaasC,0.6124150184765269
MAXdssC,-0.4440641534391532
MAXssNH,2.4894907407407407
MDEC-22,5.231285356694462
MDEC-23,11.98436755012847
MDEC-33,5.688218364190332
MDEN-22,0.8772053214638599
MDEO-11,0.814325284978472
MINaaCH,1.4621518854455364
MINaaNH,2.7438948185385774
MINaasC,0.3896090797430085
MINdssC,-1.1033300264550256
MINssNH,2.4894907407407407
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.007142857142857
SM1_Dzi,1.2420033006675162
SM1_Dzm,2.0249793912848943
SM1_Dzp,-4.348969231169468
SM1_Dzv,-1.930903462271982
SddssSe,0
SpAD_Dt,260.22417034825776
SpAbs_A,24.956060692151254
SpAbs_D,174.48218792883566
SpMAD_A,1.2478030346075628
SpMAD_D,8.724109396441786
SpMax_A,2.3292740444402296
SpMax_D,87.24109396441781
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,95.08
TpiPC10,7.183704730119277
VAdjMat,5.392317422778761
VE1_DzZ,4.423602576921207
VE1_Dzi,4.419865390926581
VE1_Dzm,4.42358656309004
VE1_Dzp,4.422992067257771
VE1_Dzv,4.425199710296818
VE2_DzZ,0.22118012884606034
VE2_Dzi,0.22099326954632903
VE2_Dzm,0.22117932815450198
VE2_Dzp,0.22114960336288852
VE2_Dzv,0.22125998551484088
VE3_DzZ,2.1801016073182247
VE3_Dzi,2.1792564216443053
VE3_Dzm,2.180097987223545
VE3_Dzp,2.1799635859237876
VE3_Dzv,2.1804625902718753
VR1_DzZ,99.08968153559645
VR1_Dzi,99.85053181713896
VR1_Dzm,99.07793788684596
VR1_Dzp,99.8107886192871
VR1_Dzv,99.48601306585832
VR2_DzZ,4.954484076779822
VR2_Dzi,4.992526590856948
VR2_Dzm,4.953896894342298
VR2_Dzp,4.990539430964355
VR2_Dzv,4.974300653292916
VR3_DzZ,5.28917249473515
VR3_Dzi,5.296821566568216
VR3_Dzm,5.289053972356989
VR3_Dzp,5.296423460432386
VR3_Dzv,5.293164242640866
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.037267799624996496
Xch-6dv,0.05413009161251427
Xch-7dv,0.0836578769341416
Xpc-4dv,1.2481669820697427
Xpc-5dv,1.4542622269490593
Xpc-6dv,1.5149553328080183
Zagreb1,98.0
Zagreb2,111.0
fragCpx,61.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,2
nBondsM,13
nBondsO,21
nBondsS,20
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,1
AATS0are,6.620696875
AATS1are,6.624484848484848
AATS2are,6.561809433962265
AATS3are,6.391115942028986
AATS4are,6.616383582089553
AATS5are,6.708867213114754
AATS6are,6.641482142857143
AATS7are,6.522777777777778
AATS8are,6.283661904761906
AATSC0dv,4.1672185785322355
AATSC0pe,0.14783974609374995
AATSC0se,0.10491225683593747
AATSC1dv,0.43709097793781415
AATSC1pe,-0.020936715790719672
AATSC1se,-0.016232048502604166
AATSC2dv,-0.21409236531692438
AATSC2pe,0.01648348503832549
AATSC2se,0.016298134083873816
AATSC3dv,-0.6792461724170493
AATSC3pe,-0.008079691745923916
AATSC3se,-0.005552001854053442
AATSC4dv,-0.480089665484307
AATSC4pe,-0.028488906541511167
AATSC4se,-0.021539640231459878
AATSC5dv,0.8603174578076862
AATSC5pe,0.024188788742315587
AATSC5se,0.017154162221439555
AATSC6dv,-0.023096860915148003
AATSC6pe,-0.004482714843749974
AATSC6se,-0.00497614578683035
AATSC7dv,-0.4985816202433572
AATSC7pe,-0.009578982204861095
AATSC7se,-0.006148928710937496
AATSC8dv,-0.6918609457671956
AATSC8pe,-0.02333141276041668
AATSC8se,-0.018075163829985114
AETA_eta,0.6949565369994529
ATSC0are,5.055346874999998
ATSC1are,-0.8026420898437492
ATSC2are,1.1383067382812502
ATSC3are,-0.4868979492187503
ATSC4are,-2.3056637695312476
ATSC5are,1.8386700195312504
ATSC6are,-0.14520703124999912
ATSC7are,-0.8083447265624991
ATSC8are,-1.1553240234375002
BCUTZ-1h,35.00041797959667
BCUTZ-1l,5.694329903940051
BCUTc-1h,0.45816740585189814
BCUTc-1l,-0.35594703901327623
BCUTd-1h,3.2043732770218214
BCUTd-1l,0.9727397046636808
BCUTi-1h,14.556209284768855
BCUTi-1l,10.952469262858504
BCUTm-1h,79.90417850841551
BCUTm-1l,11.70567285097249
BCUTp-1h,3.058981738162103
BCUTp-1l,0.74147338628628
BCUTs-1h,7.009371301216595
BCUTs-1l,1.043351956565454
BCUTv-1h,26.523891611114436
BCUTv-1l,14.700682429684996
BalabanJ,1.8534985310857803
Diameter,10
ETA_beta,26.25
GATS1are,0.8381308996214872
GATS2are,0.5829622552051562
GATS3are,0.929598476587858
GATS4are,1.3713207837604557
GATS5are,1.015554673988812
GATS6are,1.1325699442872412
GATS7are,1.2532522805371293
GATS8are,1.1552186421195783
HybRatio,0.15384615384615385
Lipinski,True
LogEE_Dt,130.11208517412888
MATS1are,-0.15395968298866272
MATS2are,0.13595101524944123
MATS3are,-0.044667111901241716
MATS4are,-0.21783125349668322
MATS5are,0.1907976308682505
MATS6are,-0.01641340317098833
MATS7are,-0.09475494146427328
MATS8are,-0.1741219537976809
MAXssCH2,0.12006542894935812
MAXsssCH,-1.0297165532879824
MINssCH2,0.12006542894935812
MINsssCH,-1.0297165532879824
NsssssAs,0
RotRatio,0.23809523809523808
SM1_Dzpe,1.3982289357901356
SM1_Dzse,1.3132134234848374
SMR_VSA1,14.69560176298435
SMR_VSA2,0.0
SMR_VSA3,15.284745645900749
SMR_VSA4,0.0
SMR_VSA5,12.462662452073971
SMR_VSA6,0.0
SMR_VSA7,52.51973092260193
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,139.15916362715495
SpAD_Dzi,138.448128701081
SpAD_Dzm,139.1872590609375
SpAD_Dzp,184.8818402760661
SpAD_Dzv,169.7299160393174
SpAbs_Dt,260.2241703482577
SpDiam_A,4.6499460911123585
SpDiam_D,128.47688627144302
SpMAD_Dt,13.011208517412888
SpMax_Dt,130.11208517412888
SsssssAs,0
VE1_Dzpe,4.421518915019273
VE1_Dzse,4.421857327482391
VE2_Dzpe,0.22107594575096362
VE2_Dzse,0.22109286637411954
VE3_Dzpe,2.179630463548775
VE3_Dzse,2.1797069982237685
VMcGowan,207.2599999999998
VR1_Dzpe,99.56770313857606
VR1_Dzse,99.53596814920031
VR2_Dzpe,4.978385156928804
VR2_Dzse,4.976798407460016
VR3_Dzpe,5.293985026888068
VR3_Dzse,5.293666248339795
mZagreb1,7.166666666666666
mZagreb2,4.5
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,26
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.15797958984374993
AATSC1are,-0.0243224875710227
AATSC2are,0.021477485627948118
AATSC3are,-0.007056492017663047
AATSC4are,-0.034412892082555935
AATSC5are,0.030142131467725417
AATSC6are,-0.0025929827008928413
AATSC7are,-0.014969346788194428
AATSC8are,-0.027507714843750003
AETA_beta,1.3125
BCUTdv-1h,6.023230829532019
BCUTdv-1l,0.256015512751657
BCUTpe-1h,3.5012238022619595
BCUTpe-1l,2.2408399343735854
BCUTse-1h,3.7141225205288233
BCUTse-1l,2.437077510214117
ETA_alpha,10.033333333333333
ETA_dBeta,0.75
ETA_eta_B,0.33882616190368786
ETA_eta_F,18.291661494353352
ETA_eta_L,4.175259234208728
ETA_eta_R,32.19079223434241
ETA_psi_1,0.5711574952561671
LabuteASA,122.91176192664119
LogEE_DzZ,69.47647624049625
LogEE_Dzi,69.28616451557387
LogEE_Dzm,69.44907475032413
LogEE_Dzp,91.78857475335762
LogEE_Dzv,84.5753225003179
PEOE_VSA1,15.407294519794245
PEOE_VSA2,4.794537184071822
PEOE_VSA3,9.77851570501903
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,28.06267803487257
PEOE_VSA8,17.0903847103715
PEOE_VSA9,17.584699561309996
SM1_Dzare,1.5017373553477598
SpAD_Dzpe,140.56615052898647
SpAD_Dzse,141.6480762471945
SpAbs_DzZ,137.55344934144068
SpAbs_Dzi,137.33032573048027
SpAbs_Dzm,137.56727554790962
SpAbs_Dzp,187.92611873788474
SpAbs_Dzv,171.08154846290785
SpDiam_Dt,185.71259242591665
SpMAD_DzZ,6.957958181357748
SpMAD_Dzi,6.92240643505405
SpMAD_Dzm,6.959362953046875
SpMAD_Dzp,9.244092013803305
SpMAD_Dzv,8.48649580196587
SpMax_DzZ,69.47647624049625
SpMax_Dzi,69.28616451557387
SpMax_Dzm,69.44907475032413
SpMax_Dzp,91.78857475335762
SpMax_Dzv,84.5753225003179
VE1_Dzare,4.420854501086079
VE2_Dzare,0.22104272505430395
VE3_Dzare,2.179480184002056
VR1_Dzare,99.62049622882554
VR2_Dzare,4.981024811441277
VR3_Dzare,5.294515109409556
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5016666666666667
AETA_dBeta,0.0375
AETA_eta_B,0.016941308095184394
AETA_eta_F,0.9145830747176676
AETA_eta_L,0.20876296171043637
AETA_eta_R,1.6095396117171206
BCUTare-1h,3.5551534173012116
BCUTare-1l,2.1900125015731047
ETA_beta_s,12.75
ETA_dPsi_A,0.14284250474383287
ETA_dPsi_B,0.0
ETA_eta_BR,0.5108261619036878
ETA_eta_FL,5.40012816626068
ETA_eta_RL,9.575387400469408
LogEE_Dzpe,70.35298671128274
LogEE_Dzse,70.88969879477149
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,32.99281028318644
SlogP_VSA3,11.21535880699783
SlogP_VSA4,0.0
SlogP_VSA5,16.051916670617278
SlogP_VSA6,41.26235143605648
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,139.3619155692061
SpAbs_Dzpe,139.30774448677533
SpAbs_Dzse,140.46618416605816
SpDiam_DzZ,105.28986545536466
SpDiam_Dzi,103.7677197624024
SpDiam_Dzm,105.26599608505218
SpDiam_Dzp,140.04523656553872
SpDiam_Dzv,129.0101888124588
SpMAD_Dzpe,7.028307526449323
SpMAD_Dzse,7.082403812359725
SpMax_Dzpe,70.35298671128274
SpMax_Dzse,70.88969879477149
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,20
AETA_beta_s,0.6375
AETA_eta_BR,0.02554130809518439
AETA_eta_FL,0.270006408313034
AETA_eta_RL,0.4787693700234704
DetourIndex,1243
EState_VSA1,17.918325846451317
EState_VSA2,6.4208216229260096
EState_VSA3,15.73009900237787
EState_VSA4,0.0
EState_VSA5,6.3273200747645415
EState_VSA6,30.462311845459514
EState_VSA7,0.0
EState_VSA8,31.2146895438501
EState_VSA9,0.0
ETA_beta_ns,13.5
ETA_shape_p,0.2325581395348837
ETA_shape_x,0.0
ETA_shape_y,0.29900332225913623
GhoseFilter,True
LogEE_Dzare,69.75604465237045
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,138.01035194939317
SpDiam_Dzpe,105.94527837017506
SpDiam_Dzse,106.85397569272052
SpMAD_Dzare,6.968095778460305
SpMax_Dzare,69.75604465237045
TopoPSA(NO),95.08
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.6124150184765269
VSA_EState9,50.045372955509364
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.675
EState_VSA10,14.69560176298435
ETA_dAlpha_A,0.0016666666666666607
ETA_dAlpha_B,0.0
FilterItLogS,-3.4921814210130417
SpDiam_Dzare,104.92016528199329
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6614583333333335
ETA_epsilon_2,0.8783333333333332
ETA_epsilon_3,0.43793103448275894
ETA_epsilon_4,0.589166666666667
ETA_epsilon_5,0.8028985507246376
AETA_beta_ns_d,0.025
ETA_dEpsilon_A,0.22352729885057454
ETA_dEpsilon_B,0.07229166666666653
ETA_dEpsilon_C,-0.151235632183908
ETA_dEpsilon_D,0.07543478260869563
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.75
MDEDescriptor,"0.0,0.0,0.0,0.0,5.231285356694462,11.98436755012847,0.0,5.688218364190332,0.0,0.0,0.814325284978472,0.0,0.0,0.0,0.0,0.0,0.8772053214638599,0.0,0.0"
APolDescriptor,39.637516
BCUTDescriptor,"11.998835901731344,78.91851819109785,-0.3303878910304108,0.2769671690802926,4.450143788925233,10.768050517612146"
BPolDescriptor,18.964484
TPSADescriptor,95.08
ALOGPDescriptor,"1.5635000000000003,2.444532250000001,75.59230000000002"
XLogPDescriptor,1.8419999999999999
VAdjMaDescriptor,5.392317422778761
WeightDescriptor,337.00620344000004
ChiPathDescriptor,"14.535169427003234,9.57538740046941,8.528862995476286,6.6368981161184,5.157413141349967,3.4812962268225953,2.056531920054549,1.3669699340710657,11.923443449565504,6.628168904993775,4.963133157566698,3.3815204488913815,2.1579424596160512,1.1821235584440026,0.6243044196967008,0.3140510807926727"
ChiChainDescriptor,"0.0,0.0,0.14433756729740646,0.1853954059492991,0.19037142086468112,0.0,0.0,0.037267799624996496,0.05413009161251427,0.0836578769341416"
AtomCountDescriptor,32
BondCountDescriptor,21
SmallRingDescriptor,"2,2,2,2,0,0,1,1,0,0,0"
ChiClusterDescriptor,"1.3116114295109176,0.0,0.35911675639654195,0.0,0.652726967916573,0.0,0.11519699992571514,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,6,1,0,2,0,0"
ZagrebIndexDescriptor,98.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.1199999999999997
WeightedPathDescriptor,"39.8281553861043,1.991407769305215,18.948944721824397,7.393879820598874,9.019695063251678"
FractionalPSADescriptor,0.2821313050901387
WienerNumbersDescriptor,"847.0,26.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.872803160681395,3.923287745069988,4.923507679586274,1.248166982069743,1.4542622269490595,1.3817406962575058"
FractionalCSP3Descriptor,0.15384615384615385
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,2,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"16.3718820861678,7.8520408163265305,4.764705882352941"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,709.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.15384615384615385
AutocorrelationDescriptorMass,"66.66143880176769,28.646042991624956,42.9866293866536,46.55631912913206,49.120506783740915"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.5222756402838784,-0.2575752179786403,0.035352406594366885,0.024521306809336552,-0.16836594059934368"
EccentricConnectivityIndexDescriptor,330
AutocorrelationDescriptorPolarizability,"1248.3098441980226,1414.77160051212,1844.9937728423463,1702.8293160295877,1500.0636629067083"
