DLiP-ID,C003FE
AATS4p,1.382539452593693
AATS4s,4.060921717171715
AATS4v,205.4681705899526
AATS5Z,19.21978021978022
AATS5d,2.901098901098901
AATS5i,160.59014469911742
AATS5m,70.62422199999999
AATS5p,1.2850221199201646
AATS5s,4.1541514041514045
AATS5v,186.14807244667944
AATS6Z,18.879518072289155
AATS6d,2.8795180722891565
AATS6i,160.19728015004986
AATS6m,69.37380957831326
AATS6p,1.256384904322108
AATS6s,3.763721552878177
AATS6v,184.69348250044555
AATS7Z,20.37837837837838
AATS7d,2.891891891891892
AATS7i,161.97869918047007
AATS7m,74.86434233783781
AATS7p,1.2645771350066215
AATS7s,4.246246246246244
AATS7v,189.33691811578927
AATS8Z,20.06153846153846
AATS8d,2.923076923076923
AATS8i,157.30403452160292
AATS8m,73.29337503076921
AATS8p,1.341385318834538
AATS8s,3.986324786324787
AATS8v,195.71721625067678
AMID_C,1.50123977936562
AMID_N,0.1580357890365786
AMID_O,0.37631350483052445
AMID_X,0.0
AMID_h,0.5343492938671031
ATS0dv,412.0
ATS0pe,272.1362
ATS0se,330.38656399999996
ATS1dv,405.0
ATS1pe,291.95360000000005
ATS1se,346.26535599999977
ATS2dv,562.0
ATS2pe,456.04220000000015
ATS2se,548.154972
ATS3dv,623.0
ATS3pe,538.4472
ATS3se,646.55446
ATS4dv,588.0
ATS4pe,591.9789000000001
ATS4se,716.1403
ATS5dv,556.0
ATS5pe,592.1844000000001
ATS5se,724.9853360000003
ATS6dv,467.0
ATS6pe,535.828
ATS6se,657.7096120000001
ATS7dv,468.0
ATS7pe,501.1370000000001
ATS7se,610.6992680000001
ATS8dv,334.0
ATS8pe,429.95270000000005
ATS8se,522.963844
ATSC0Z,309.2195121951219
ATSC0c,1.4552046040854487
ATSC0d,24.48780487804878
ATSC0i,60.90380149297556
ATSC0m,1460.1722751219509
ATSC0p,9.212454985843902
ATSC0s,65.5609756097561
ATSC0v,1920.2150454718762
ATSC1Z,10.74538964901841
ATSC1c,-0.6656051037792444
ATSC1d,12.805472932778112
ATSC1i,-1.5933911310763684
ATSC1m,51.049078481856014
ATSC1p,-0.23240276425657858
ATSC1s,-3.9108334985788917
ATSC1v,23.100849277751532
ATSC2Z,37.221296847114786
ATSC2c,-0.16385853094880573
ATSC2d,2.532421177870316
ATSC2i,11.398374637574825
ATSC2m,186.03687633432475
ATSC2p,2.240543076452992
ATSC2s,-1.6878511468041513
ATSC2v,469.3394974972126
ATSC3Z,-4.257584770969691
ATSC3c,0.2363456099230729
ATSC3d,-7.610350981558593
ATSC3i,-22.618052238858596
ATSC3m,-24.826197311124375
ATSC3p,-2.2021902124797097
ATSC3s,0.36544054464934617
ATSC3v,-307.8909772723154
ATSC4Z,-97.15407495538375
ATSC4c,-0.3945907315568658
ATSC4d,-6.70553242117787
ATSC4i,-10.866750466477303
ATSC4m,-464.99001701784647
ATSC4p,-2.8407749604275705
ATSC4s,-3.1694923656553686
ATSC4v,-705.6571042329239
ATSC5Z,51.80547293277811
ATSC5c,0.5101623016925945
ATSC5d,-0.009518143961927461
ATSC5i,-1.5090661231804878
ATSC5m,233.4682485585961
ATSC5p,-0.3640340963796128
ATSC5s,29.403281776720203
ATSC5v,15.062680137400932
ATSC6Z,48.97025580011897
ATSC6c,-0.6500886789518578
ATSC6d,-0.5240928019036282
ATSC6i,-18.035763769079196
ATSC6m,234.81957463117192
ATSC6p,-1.6101942942820702
ATSC6s,-16.08143300945205
ATSC6v,102.63799764522581
ATSC7Z,-19.030339083878644
ATSC7c,0.5054517582523234
ATSC7d,-5.660916121356337
ATSC7i,13.398961863542436
ATSC7m,-86.82070734205828
ATSC7p,1.8341717186765167
ATSC7s,-14.620893647960877
ATSC7v,115.4910022975461
ATSC8Z,-58.372397382510414
ATSC8c,0.3894908766446481
ATSC8d,-11.505056513979774
ATSC8i,-19.570744120007035
ATSC8m,-287.0624318518739
ATSC8p,-3.0177458813689917
ATSC8s,5.999537312446293
ATSC8v,-641.1655411997895
AXp-0d,0.7124476123576851
AXp-1d,0.4502121593718722
AXp-2d,0.27937630832342525
AXp-3d,0.18264811502697753
AXp-4d,0.11641073731257319
AXp-5d,0.07480913709374282
AXp-6d,0.0483652826256794
AXp-7d,0.0308104900841472
GATS1Z,0.7024437131526138
GATS1c,1.3803428168102814
GATS1d,0.588807560455851
GATS1i,1.1403264087317653
GATS1m,0.7058349451186103
GATS1p,1.041732330056745
GATS1s,0.7143674249415528
GATS1v,0.8846047396992708
GATS2Z,0.7818546254280226
GATS2c,1.1258651432962579
GATS2d,1.0689594562924771
GATS2i,0.9362035885505744
GATS2m,0.7782224626396392
GATS2p,0.8515011684855024
GATS2s,0.6532361208372236
GATS2v,0.7756943793807736
GATS3Z,0.8586133459536206
GATS3c,0.9644540766589876
GATS3d,1.2965637450199203
GATS3i,1.2396154681175573
GATS3m,0.8605567741279394
GATS3p,1.109084638473573
GATS3s,0.8242962549603174
GATS3v,0.9939306334866814
GATS4Z,1.0738179236759455
GATS4c,1.1901182298903152
GATS4d,1.104445852951829
GATS4i,1.1207292575481171
GATS4m,1.0734173661778155
GATS4p,1.090839794480776
GATS4s,1.066263922709235
GATS4v,1.075478194953975
GATS5Z,0.9083486319643443
GATS5c,0.7779444822373198
GATS5d,1.0231601068254454
GATS5i,1.0074897008903543
GATS5m,0.9117644801695914
GATS5p,0.9760004108752512
GATS5s,1.004014586603872
GATS5v,0.9653060591769755
GATS6Z,0.9148567768470951
GATS6c,1.1390172210080818
GATS6d,1.0627370037920607
GATS6i,1.1178022580531775
GATS6m,0.9135143950180238
GATS6p,1.0516472698323744
GATS6s,1.4921167806145215
GATS6v,0.9521171305662139
GATS7Z,1.0654549485595393
GATS7c,0.9925223328426442
GATS7d,1.1147302681167224
GATS7i,0.8437955747224046
GATS7m,1.0573133025769854
GATS7p,0.8286284292273277
GATS7s,1.583584142177892
GATS7v,0.8793937425316647
GATS8Z,1.05874500952589
GATS8c,0.9384750184467165
GATS8d,1.294207784247625
GATS8i,1.2002680002607378
GATS8m,1.0625772257600132
GATS8p,1.1741581561629126
GATS8s,0.9130926943426942
GATS8v,1.1492148446716388
MATS1Z,0.03313375669994157
MATS1c,-0.43612198935979557
MATS1d,0.4986102103215048
MATS1i,-0.024945567902730933
MATS1m,0.03333490408482702
MATS1p,-0.024053667963797907
MATS1s,-0.05687734557647354
MATS1v,0.011470793973701423
MATS2Z,0.07257709046704337
MATS2c,-0.06789220921074952
MATS2d,0.062353527068197814
MATS2i,0.1128427002151013
MATS2m,0.07681921852307662
MATS2p,0.14664013886911256
MATS2s,-0.015522571875972615
MATS2v,0.1473710506812237
MATS3Z,-0.00705651522322138
MATS3c,0.08323717829473165
MATS3d,-0.15927539840637445
MATS3i,-0.19032887091213813
MATS3m,-0.008713647244732546
MATS3p,-0.12251050188360452
MATS3s,0.002856703662367703
MATS3v,-0.08217523668724568
MATS4Z,-0.14638457456725332
MATS4c,-0.12633509302037454
MATS4d,-0.12758058674393336
MATS4i,-0.08312975063726226
MATS4m,-0.14836816162154148
MATS4p,-0.1436688571421959
MATS4s,-0.02252399835407651
MATS4v,-0.17121627116816504
MATS5Z,0.07548335872992759
MATS5c,0.15795259585719715
MATS5d,-0.0001751236810997774
MATS5i,-0.011163653104973695
MATS5m,0.07203875385185822
MATS5p,-0.017803654113602786
MATS5s,0.2020658223225187
MATS5v,0.003534230333061677
MATS6Z,0.0782296246034778
MATS6c,-0.22067559552327856
MATS6d,-0.010572169154706462
MATS6i,-0.1462836881575505
MATS6m,0.07943940146042568
MATS6p,-0.08633932895575153
MATS6s,-0.12116720851660612
MATS6v,0.026403656065261044
MATS7Z,-0.034098225058944415
MATS7c,0.1924455124744817
MATS7d,-0.12808226553246477
MATS7i,0.12189303390967442
MATS7m,-0.03294362295345628
MATS7p,0.11031047404037056
MATS7s,-0.12356078176390681
MATS7v,0.03332348539847886
MATS8Z,-0.11907240889730243
MATS8c,0.1688277098375315
MATS8d,-0.29635304934109713
MATS8i,-0.20269052032133117
MATS8m,-0.1240060179247196
MATS8p,-0.2066225833584102
MATS8s,0.05772219678469676
MATS8v,-0.21061573086411486
MAXaaO,5.492690381708239
MAXdsN,3.0785104875283444
MAXsOH,9.196268581506677
MAXssO,5.211661045016925
MINaaO,5.492690381708239
MINdsN,3.0785104875283444
MINsOH,9.196268581506677
MINssO,5.17356879365357
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,32.777106186904646
SpAD_D,250.71799658052225
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,785
TMWC10,127.16493716895661
TSRW10,59.74043556680547
VE1_Dt,4.953324769435715
VE2_Dt,0.19813299077742863
VE3_Dt,2.5163497535780905
VR1_Dt,141.75677086943756
VR2_Dt,5.670270834777503
VR3_Dt,5.870403439615936
Xc-3dv,0.5102379953392217
Xc-4dv,0.0
Xc-5dv,0.06455974866104193
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.20693027063286606
Xch-7d,0.4121148426479015
Xp-0dv,13.646222506372377
Xp-1dv,7.403458514929199
Xp-2dv,5.123391591177023
Xp-3dv,3.644458977274171
Xp-4dv,2.4101350296124693
Xp-5dv,1.6117384035305795
Xp-6dv,0.8498856024444299
Xp-7dv,0.4857491655943027
Xpc-4d,3.7333675194803297
Xpc-5d,5.877131500909688
Xpc-6d,9.135685493110849
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,43
nFRing,1
nHBAcc,6
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,7.630851810509544
AATS0dv,10.048780487804878
AATS0pe,6.637468292682926
AATS0se,8.058208878048779
AATS1dv,9.418604651162791
AATS1pe,6.789618604651164
AATS1se,8.052682697674413
AATS2dv,8.264705882352942
AATS2pe,6.706502941176473
AATS2se,8.061102529411766
AATS3dv,7.7875
AATS3pe,6.730589999999999
AATS3se,8.08193075
AATS4dv,6.681818181818182
AATS4pe,6.7270329545454555
AATS4se,8.137957954545454
AATS5dv,6.1098901098901095
AATS5pe,6.5075208791208805
AATS5se,7.966871824175827
AATS6dv,5.626506024096385
AATS6pe,6.455759036144578
AATS6se,7.924212192771086
AATS7dv,6.324324324324325
AATS7pe,6.772121621621623
AATS7se,8.252692810810812
AATS8dv,5.138461538461539
AATS8pe,6.614656923076923
AATS8se,8.0455976
AATSC0Z,7.541939321832242
AATSC0c,0.03549279522159631
AATSC0d,0.5972635336109459
AATSC0i,1.4854585729994039
AATSC0m,35.61395792980368
AATSC0p,0.2246940240449732
AATSC0s,1.5990481856038072
AATSC0v,46.8345133041921
AATSC1Z,0.24989278253531186
AATSC1c,-0.015479188459982429
AATSC1d,0.2978016961111189
AATSC1i,-0.037055607699450425
AATSC1m,1.1871878716710702
AATSC1p,-0.005404715447827409
AATSC1s,-0.09094961624602074
AATSC1v,0.5372290529709659
AATSC2Z,0.5473720124575704
AATSC2c,-0.0024096842786589076
AATSC2d,0.03724148790985759
AATSC2i,0.1676231564349239
AATSC2m,2.7358364166812463
AATSC2p,0.03294916288901459
AATSC2s,-0.024821340394178694
AATSC2v,6.902051433782539
AATSC3Z,-0.05321980963712114
AATSC3c,0.0029543201240384113
AATSC3d,-0.09512938726948242
AATSC3i,-0.28272565298573243
AATSC3m,-0.3103274663890547
AATSC3p,-0.02752737765599637
AATSC3s,0.004568006808116827
AATSC3v,-3.848637215903943
AATSC4Z,-1.1040235790384516
AATSC4c,-0.004483985585873475
AATSC4d,-0.07619923205883944
AATSC4i,-0.1234858007554239
AATSC4m,-5.2839774661118915
AATSC4p,-0.03228153364122239
AATSC4s,-0.03601695870062919
