DLiP-ID,C001GI
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.4742000000000006
SRW02,3.367295829986474
SRW03,0.0
SRW04,4.61512051684126
SRW05,0.0
SRW06,6.052089168924417
SRW07,0.0
SRW08,7.562681246721884
SRW09,0.0
SRW10,9.107088742165708
SaaCH,7.293451436130008
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.6923102744184098
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.3103495842781556
SdssS,0
SsCH3,2.967610596707819
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.660972222222222
SssPH,0
SssSe,0
SsssB,0
SsssN,1.113139526643991
SsssP,0
VE1_A,3.463834907691086
VE1_D,3.685323891535339
VE2_A,0.24741677912079188
VE2_D,0.2632374208239528
VE3_A,1.5788485667431273
VE3_D,1.640830652982192
VR1_A,58.20665097670003
VR1_D,56.93777288723828
VR2_A,4.157617926907145
VR2_D,4.066983777659877
VR3_A,4.40047186277955
VR3_D,4.378431204380522
WPath,333
Xc-3d,0.964203800617776
Xc-4d,0.0
Xc-5d,0.16666666666666666
Xc-6d,0.0
Xp-0d,10.55204176387779
Xp-1d,6.6302289553358005
Xp-2d,5.724415976931033
Xp-3d,4.455901902781763
Xp-4d,2.7252776679884922
Xp-5d,2.0706968729118893
Xp-6d,1.0998663606779553
Xp-7d,0.664820186336595
ZMIC0,49.63249074663119
ZMIC1,32.64169041116284
ZMIC2,26.18498112849307
ZMIC3,25.235930157401203
ZMIC4,25.235930157401203
ZMIC5,25.235930157401203
nAcid,0
nAtom,25
nBase,0
nRing,1
piPC1,2.9444389791664403
piPC2,3.417726683613366
piPC3,3.7898553714539385
piPC4,4.149069461911347
piPC5,4.6132623558854275
piPC6,4.388257184424518
piPC7,4.440442937595088
piPC8,4.466626251540024
piPC9,3.876395827784995
AATS0Z,71.44
AATS0d,3.0
AATS0i,164.32767778966954
AATS0m,343.94124436
AATS0p,1.71998999813356
AATS0s,4.638686556927298
AATS0v,231.05566670342637
AATS1Z,32.52
AATS1d,3.44
AATS1i,151.27622953881203
AATS1m,129.67519539999995
AATS1p,1.784187815999999
AATS1s,3.477654320987655
AATS1v,257.6079717836146
AATS2Z,30.05
AATS2d,3.125
AATS2i,161.8592555730461
AATS2m,120.62266269999995
AATS2p,1.5317530346773505
AATS2s,3.388425925925927
AATS2v,214.78194038126486
AATS3Z,29.09090909090909
AATS3d,2.8636363636363638
AATS3i,161.51414978029314
AATS3m,112.19050125
AATS3p,1.528046110993136
AATS3s,3.740530303030304
AATS3v,206.61159649299745
AATS4Z,20.6
AATS4d,2.311111111111111
AATS4i,162.83409814582436
AATS4m,74.49575828888888
AATS4p,1.2858151098532449
AATS4s,3.427503429355281
AATS4v,167.98956099748833
AATS5Z,18.136363636363637
AATS5d,2.1363636363636362
AATS5i,171.91449188523936
AATS5m,69.40092731818183
AATS5p,1.0179949563087272
AATS5s,3.210753367003367
AATS5v,138.77507987151054
AATS6Z,23.0
AATS6d,2.3333333333333335
AATS6i,159.98874341334158
AATS6m,86.36763146666668
AATS6p,1.3775560439515666
AATS6s,3.2279835390946503
AATS6v,182.476039688889
AATS7Z,26.633333333333333
AATS7d,1.8333333333333333
AATS7i,159.8715165099731
AATS7m,108.48731840000002
AATS7p,1.2353687453697997
AATS7s,2.3916666666666666
AATS7v,152.11466984946387
AATS8Z,23.23076923076923
AATS8d,1.5769230769230769
AATS8i,166.3100790943419
AATS8m,97.22099603846154
AATS8p,1.0735708564687692
AATS8s,1.6226851851851853
AATS8v,115.17592744598899
AMID_C,1.2728394583731806
AMID_N,0.28895328847751756
AMID_O,0.25642604303304245
AMID_X,0.12558378681911117
AMID_h,0.6709631183296711
ATS0dv,199.06721536351165
ATS0pe,162.6745
ATS0se,199.236413
ATS1dv,184.03703703703704
ATS1pe,168.36060000000003
ATS1se,200.35917800000004
ATS2dv,220.55555555555554
ATS2pe,265.98080000000004
ATS2se,322.6633560000001
ATS3dv,202.55555555555554
ATS3pe,297.4907
ATS3se,360.846816
ATS4dv,145.03703703703704
ATS4pe,290.2275
ATS4se,357.636794
ATS5dv,129.03703703703704
ATS5pe,273.59040000000005
ATS5se,344.18946200000005
ATS6dv,93.03703703703704
ATS6pe,194.01600000000005
ATS6se,239.10917400000002
ATS7dv,36.85185185185185
ATS7pe,181.39629999999997
ATS7se,227.83437600000002
ATS8dv,5.814814814814815
ATS8pe,144.0229
ATS8se,187.057636
ATSC0Z,1110.0
ATSC0c,0.4698754817825121
ATSC0d,14.159999999999998
ATSC0i,36.6373334885018
ATSC0m,5913.1565246400005
ATSC0p,8.85039900330984
ATSC0s,38.29884773662551
ATSC0v,1322.6131149059108
ATSC1Z,1.799999999999999
ATSC1c,-0.29282888790552897
ATSC1d,4.879999999999998
ATSC1i,-7.828369679013996
ATSC1m,5.714507360000109
ATSC1p,-0.511350409839999
ATSC1s,-2.0695679012345685
ATSC1v,-82.57110590945578
ATSC2Z,89.2
ATSC2c,0.12925160664721957
ATSC2d,-3.856
ATSC2i,14.739208947585773
ATSC2m,452.3547560159998
ATSC2p,3.131586195880976
ATSC2s,4.295698216735254
ATSC2v,404.83182594840264
ATSC3Z,-275.84000000000003
ATSC3c,-0.0104574236847126
ATSC3d,-5.6015999999999995
ATSC3i,2.9080556757841616
ATSC3m,-1398.9943166463997
ATSC3p,-0.4132106386039181
ATSC3s,3.238218655692727
ATSC3v,-315.58410374214645
ATSC4Z,-284.6
ATSC4c,-0.09456799224462029
ATSC4d,-0.2079999999999998
ATSC4i,-18.718995307354813
ATSC4m,-1425.9709802719997
ATSC4p,-3.6772044731732323
ATSC4s,-10.93685596707819
ATSC4v,-748.0348864357966
ATSC5Z,230.16000000000003
ATSC5c,0.075980756364667
ATSC5d,1.3984000000000014
ATSC5i,10.276425678776949
ATSC5m,1172.0066255935992
ATSC5p,3.4345403866108803
ATSC5s,-9.447450068587111
ATSC5v,743.4343546781076
ATSC6Z,-136.79999999999998
ATSC6c,-0.0802670643824906
ATSC6d,-3.632
ATSC6i,-2.757572827835845
ATSC6m,-677.3419001279999
ATSC6p,-0.7886769066234479
ATSC6s,-9.359961591220854
ATSC6v,-266.48977326303805
ATSC7Z,169.8
ATSC7c,-0.015530648631172086
ATSC7d,-1.4719999999999995
ATSC7i,-11.481274766224196
ATSC7m,835.8370807519999
ATSC7p,-2.395109233837807
ATSC7s,-5.954220850480107
ATSC7v,-343.7156655176342
ATSC8Z,282.64000000000004
ATSC8c,0.048434310839476705
ATSC8d,-0.2463999999999988
ATSC8i,-2.552173342101953
ATSC8m,1390.0362318143996
ATSC8p,0.7601365093037258
ATSC8s,4.348910288065847
ATSC8v,272.0987307988759
AXp-0d,0.7537172688484136
AXp-1d,0.47358778252398576
AXp-2d,0.3180231098295019
AXp-3d,0.22279509513908816
AXp-4d,0.1362638833994246
AXp-5d,0.09003029882225606
AXp-6d,0.06110368670433085
AXp-7d,0.04155126164603719
GATS1Z,0.492972972972973
GATS1c,1.7120374816186643
GATS1d,0.8474576271186441
GATS1i,1.4500504193521522
GATS1m,0.49036193220955365
GATS1p,0.8163191637914666
GATS1s,0.5953321399176071
GATS1v,0.9276104297844767
GATS2Z,0.5945945945945946
GATS2c,0.9800537335847674
GATS2d,1.3771186440677967
GATS2i,0.8422468690446454
GATS2m,0.5916833580881755
GATS2p,0.5813313011708382
GATS2s,0.6449213033303176
GATS2v,0.6846767434179503
GATS3Z,1.1656019656019656
GATS3c,1.387916074621941
GATS3d,1.3289676425269645
GATS3i,1.0282725514742317
GATS3m,1.1625729516559808
GATS3p,0.9967517477140655
GATS3s,1.0112400928293275
GATS3v,1.0269559318003325
GATS4Z,0.9607207207207207
GATS4c,1.4868287084794676
GATS4d,0.9227871939736346
GATS4i,1.2705910549071049
GATS4m,0.9497983296169543
GATS4p,1.105913216007384
GATS4s,1.5369077781908649
GATS4v,1.2174434396564098
GATS5Z,0.34447174447174445
GATS5c,0.9839693099491262
GATS5d,0.8859784283513097
GATS5i,0.6976422239480661
GATS5m,0.333462031651845
GATS5p,0.4788909571387009
GATS5s,1.773759993130989
GATS5v,0.5778210494663573
GATS6Z,0.9199999999999999
GATS6c,0.9495318847676478
GATS6d,1.1299435028248588
GATS6i,1.012895983798582
GATS6m,0.9101283946694858
GATS6p,0.9802213469097181
GATS6s,1.3499655800566335
GATS6v,1.0927906188573524
GATS7Z,0.7261261261261261
GATS7c,0.4309627495967602
GATS7d,0.7062146892655368
GATS7i,1.1320224178609772
GATS7m,0.7325146248963372
GATS7p,1.163734128310037
GATS7s,0.7109688229095705
GATS7v,1.2285422072263386
GATS8Z,0.7671517671517672
GATS8c,0.12412330717585758
GATS8d,0.7496740547588006
GATS8i,0.8024314228179262
GATS8m,0.7824820828625029
GATS8p,0.9401699269723529
GATS8s,0.19581801407534064
GATS8v,0.9251710030901031
MATS1Z,0.0016216216216216207
MATS1c,-0.6232052942934115
MATS1d,0.34463276836158185
MATS1i,-0.21367192788391212
MATS1m,0.0009664055629489724
MATS1p,-0.05777710243897095
MATS1s,-0.05403734116145283
MATS1v,-0.06243027910344726
MATS2Z,0.050225225225225226
MATS2c,0.1719226843845054
MATS2d,-0.17019774011299438
MATS2i,0.25143766522015554
MATS2m,0.04781231840082439
MATS2p,0.22114724677312828
MATS2s,0.07010162300240762
MATS2v,0.1913030260823863
MATS3Z,-0.14119574119574121
MATS3c,-0.012645303347468157
MATS3d,-0.22476887519260402
MATS3i,0.045098925164942946
MATS3m,-0.13442619540780296
MATS3p,-0.02652747880024874
MATS3s,0.048040530517117035
MATS3v,-0.1355718825351646
MATS4Z,-0.14244244244244245
MATS4c,-0.11181211939368922
MATS4d,-0.008160703075957306
MATS4i,-0.2838482183940347
MATS4m,-0.13397347031995593
MATS4p,-0.23082477673844262
MATS4s,-0.15864788242729969
MATS4v,-0.31420748231302653
MATS5Z,0.11781326781326781
MATS5c,0.09187728658310468
MATS5d,0.05611196712891635
MATS5i,0.1593696284804754
MATS5m,0.11261546226217141
MATS5p,0.22049213834920448
MATS5s,-0.14015746358913114
MATS5v,0.31937221745293476
MATS6Z,-0.1027027027027027
MATS6c,-0.14235520454268497
MATS6d,-0.21374764595103582
MATS6i,-0.06272228728793988
MATS6m,-0.09545689871187105
MATS6p,-0.07426001418396516
MATS6s,-0.20366064395260827
MATS6v,-0.16790610084667867
MATS7Z,0.12747747747747748
MATS7c,-0.027543908321298344
MATS7d,-0.08662900188323916
MATS7i,-0.26114697934707
MATS7m,0.11779341502702267
MATS7p,-0.22551800893779783
MATS7s,-0.12955613554891268
MATS7v,-0.21656349694148574
MATS8Z,0.2448371448371449
MATS8c,0.09911445592690503
MATS8d,-0.01673185571490648
MATS8i,-0.06698120728994507
MATS8m,0.2260338102419689
MATS8p,0.08258390265136988
MATS8s,0.1091846035816028
MATS8v,0.1978155153992492
MAXsBr,3.3064491213151928
MAXssO,4.719916619425548
MINsBr,3.3064491213151928
MINssO,4.719916619425548
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,17.35471406158912
SpAD_D,98.46967774602552
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,167
TMWC10,94.34980378266206
TSRW10,44.704275504639746
VE1_Dt,3.69467272140008
VE2_Dt,0.26390519438571997
VE3_Dt,1.643364213729129
VR1_Dt,56.32233540961133
VR2_Dt,4.0230239578293805
VR3_Dt,4.36756341440125
Xc-3dv,0.5475908080636134
Xc-4dv,0.0
Xc-5dv,0.018633899812498248
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.08333333333333333
Xch-7d,0.1422588984322123
Xp-0dv,9.53707226531012
Xp-1dv,4.769114725888671
Xp-2dv,3.532763380368595
Xp-3dv,2.1840206031728058
Xp-4dv,1.0826648091479478
Xp-5dv,0.7941038099453039
Xp-6dv,0.3572535671449857
Xp-7dv,0.14592768449467033
Xpc-4d,1.9912974332642692
Xpc-5d,2.09134628226051
Xpc-6d,2.560646715933245
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,25
nFRing,0
nHBAcc,2
nHBDon,1
nHRing,0
nSpiro,0
naRing,1
piPC10,2.7842393394597567
AATS0dv,7.962688614540466
AATS0pe,6.5069799999999995
AATS0se,7.96945652
AATS1dv,7.361481481481482
AATS1pe,6.7344240000000015
AATS1se,8.014367120000001
AATS2dv,5.513888888888888
AATS2pe,6.649520000000001
AATS2se,8.066583900000001
AATS3dv,4.603535353535353
AATS3pe,6.761152272727273
AATS3se,8.201064
AATS4dv,3.223045267489712
AATS4pe,6.4495000000000005
AATS4se,7.947484311111111
AATS5dv,2.9326599326599325
AATS5pe,6.2179636363636375
AATS5se,7.822487772727274
AATS6dv,3.1012345679012348
AATS6pe,6.467200000000002
AATS6se,7.970305800000001
AATS7dv,1.228395061728395
AATS7pe,6.046543333333332
AATS7se,7.5944792
AATS8dv,0.22364672364672364
AATS8pe,5.539342307692308
AATS8se,7.194524461538462
AATSC0Z,44.4
AATSC0c,0.018795019271300485
AATSC0d,0.5663999999999999
AATSC0i,1.465493339540072
AATSC0m,236.52626098560003
AATSC0p,0.3540159601323936
AATSC0s,1.5319539094650205
AATSC0v,52.904524596236435
AATSC1Z,0.07199999999999995
AATSC1c,-0.011713155516221159
AATSC1d,0.19519999999999993
AATSC1i,-0.3131347871605598
AATSC1m,0.22858029440000435
AATSC1p,-0.02045401639359996
AATSC1s,-0.08278271604938274
AATSC1v,-3.302844236378231
AATSC2Z,2.23
AATSC2c,0.0032312901661804895
AATSC2d,-0.0964
AATSC2i,0.36848022368964434
AATSC2m,11.308868900399995
AATSC2p,0.0782896548970244
AATSC2s,0.10739245541838136
AATSC2v,10.120795648710066
AATSC3Z,-6.2690909090909095
AATSC3c,-0.00023766872010710452
AATSC3d,-0.1273090909090909
AATSC3i,0.06609217444964004
AATSC3m,-31.795325378327266
AATSC3p,-0.009391150877361774
AATSC3s,0.07359587853847106
AATSC3v,-7.1723659941396924
AATSC4Z,-6.3244444444444445
AATSC4c,-0.0021015109387693396
AATSC4d,-0.004622222222222218
AATSC4i,-0.4159776734967736
AATSC4m,-31.68824400604444
AATSC4p,-0.08171565495940517
AATSC4s,-0.24304124371284866
AATSC4v,-16.622997476351035
AATSC5Z,5.230909090909091
AATSC5c,0.00172683537192425
AATSC5d,0.03178181818181822
AATSC5i,0.2335551290631125
AATSC5m,26.636514218036346
AATSC5p,0.07805773605933819
AATSC5s,-0.2147147742860707
AATSC5v,16.896235333593356
AATSC6Z,-4.56
AATSC6c,-0.0026755688127496863
