DLiP-ID,P000CR
ATS6d,159.0
ATS6i,9697.163723052592
ATS6m,3776.3946480000004
ATS6p,79.11611127109396
ATS6s,228.6666666666667
ATS6v,10869.237361282536
ATS7Z,728.0
ATS7d,118.0
ATS7i,8936.537859610038
ATS7m,2511.426889
ATS7p,60.836770813338994
ATS7s,184.33333333333337
ATS7v,8070.833717111463
ATS8Z,364.0
ATS8d,64.0
ATS8i,6222.982131397646
ATS8m,1053.4376839999998
ATS8p,40.392386978547
ATS8s,124.33333333333334
ATS8v,4851.115877155721
C1SP1,0
C1SP2,4
C1SP3,1
C2SP1,0
C2SP2,8
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.07142857142857142
GGI10,0.0
JGI10,0.0
JGT10,0.41927852055352055
Kier1,13.959183673469388
Kier2,5.78
Kier3,2.741225461035098
MAXdO,11.696036312673218
MID_C,29.132320364468505
MID_N,8.111329998462685
MID_O,1.7182635498230028
MID_X,0.0
MID_h,9.829593548285688
MINdO,11.696036312673218
MPC10,68
MWC01,21.0
MWC02,4.634728988229636
MWC03,5.501258210544727
MWC04,6.401917196727186
MWC05,7.2991214627108
MWC06,8.210939733379021
MWC07,9.11964950669168
MWC08,10.035874540579453
MWC09,10.94948989093194
MWC10,11.867497198712169
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,1
NaasC,4
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.1811
SRW02,3.7612001156935624
SRW03,0.0
SRW04,5.093750200806762
SRW05,2.3978952727983707
SRW06,6.6293632534374485
SRW07,4.844187086458591
SRW08,8.258163361537619
SRW09,7.065613363597717
SRW10,9.938516801455522
SaaCH,12.25659234063996
SaaNH,0
SaaSe,0
SaaaC,0.8300000000000003
SaasC,2.6171631708238863
SaasN,1.8099074074074073
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.012080971277399488
SdssS,0
SsCH3,1.5354771352985637
SsNH2,5.81713136180398
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.7915903892641687
VE1_D,4.288577607981556
VE2_A,0.19955738890864047
VE2_D,0.22571461094639766
VE3_A,1.974639445021805
VE3_D,2.097809004223121
VR1_A,126.3336423937597
VR1_D,99.97931160666491
VR2_A,6.649139073355774
VR2_D,5.262069031929732
VR3_A,5.4807802489723185
VR3_D,5.2468171668237025
WPath,651
Xc-3d,1.33300618854663
Xc-4d,0.0
Xc-5d,0.3707908118985982
Xc-6d,0.0
Xp-0d,13.405412915006313
Xp-1d,9.16470379794645
Xp-2d,8.45145197979841
Xp-3d,6.973128176898797
Xp-4d,6.006953792416885
Xp-5d,5.1369815934383425
Xp-6d,3.6419696615578103
Xp-7d,2.6348403913124945
ZMIC0,61.818022532693924
ZMIC1,33.698795149398535
ZMIC2,22.670102473300467
ZMIC3,21.784607127344255
ZMIC4,21.784607127344255
ZMIC5,21.784607127344255
nAcid,0
nAtom,31
nBase,0
nRing,3
piPC1,3.4339872044851463
piPC2,4.1067670822206574
piPC3,4.7801733619743665
piPC4,5.471482548056005
piPC5,6.0785019654252
piPC6,6.481266016567361
piPC7,6.920540387558498
piPC8,7.302920125226752
piPC9,7.473552813347785
AATS0Z,25.032258064516128
AATS0d,3.6774193548387095
AATS0i,162.08207569656415
AATS0m,99.11750512903224
AATS0p,1.6084889954254198
AATS0s,4.763440860215053
AATS0v,241.67383959718924
AATS1Z,26.96969696969697
AATS1d,4.2727272727272725
AATS1i,148.80757422050297
AATS1m,103.59233481818175
AATS1p,1.881955384848484
AATS1s,3.6161616161616164
AATS1v,281.0398147160804
AATS2Z,24.60377358490566
AATS2d,4.188679245283019
AATS2i,153.385523930798
AATS2m,93.95289890566033
AATS2p,1.7078048581018104
AATS2s,3.4800838574423487
AATS2v,252.39956909753013
AATS3Z,21.80952380952381
AATS3d,3.746031746031746
AATS3i,156.559678162592
AATS3m,81.13928898412699
AATS3p,1.5902091265483647
AATS3s,3.5626102292768973
AATS3v,230.25201006496303
AATS4Z,20.015151515151516
AATS4d,3.3636363636363638
AATS4i,158.56338920975367
AATS4m,73.82423339393941
AATS4p,1.4988797415923334
AATS4s,3.348484848484849
AATS4v,212.82057476105095
AATS5Z,18.78125
AATS5d,3.078125
AATS5i,157.67633977837096
AATS5m,68.89894001562499
AATS5p,1.4200098825748753
AATS5s,3.3142361111111116
AATS5v,199.37013951924357
AATS6Z,17.55
AATS6d,2.65
AATS6i,161.61939538420987
AATS6m,62.93991080000001
AATS6p,1.3186018545182325
AATS6s,3.811111111111112
AATS6v,181.1539560213756
AATS7Z,13.735849056603774
AATS7d,2.2264150943396226
AATS7i,168.61392187943468
AATS7m,47.385413
AATS7p,1.147863600251679
AATS7s,3.4779874213836486
AATS7v,152.27988145493325
AATS8Z,9.578947368421053
AATS8d,1.6842105263157894
AATS8i,163.76268766835912
AATS8m,27.722044315789468
AATS8p,1.0629575520670265
AATS8s,3.2719298245614037
AATS8v,127.66094413567687
AMID_C,1.5332800191825529
AMID_N,0.42691210518224654
AMID_O,0.09043492367489488
AMID_X,0.0
AMID_h,0.5173470288571415
ATS0dv,280.0
ATS0pe,197.91500000000002
ATS0se,240.3470520000001
ATS1dv,300.0
ATS1pe,218.29400000000004
ATS1se,258.419884
ATS2dv,422.0
ATS2pe,345.2816
ATS2se,412.98813600000017
ATS3dv,416.0
ATS3pe,411.2841
ATS3se,495.24496800000003
ATS4dv,395.0
ATS4pe,422.48530000000005
ATS4se,512.467224
ATS5dv,334.0
ATS5pe,402.0155
ATS5se,490.91799600000013
ATS6dv,272.0
ATS6pe,382.2909
ATS6se,467.0913200000001
ATS7dv,132.0
ATS7pe,326.7191
ATS7se,406.244668
ATS8dv,39.0
ATS8pe,231.1810000000001
ATS8se,289.9078480000001
ATSC0Z,213.93548387096774
ATSC0c,0.6200487395043842
ATSC0d,19.93548387096774
ATSC0i,52.962743220547424
ATSC0m,1019.6205709677419
ATSC0p,6.690460699405548
ATSC0s,42.86021505376344
ATSC0v,1468.3850041629987
ATSC1Z,6.5202913631634
ATSC1c,-0.3109349506014049
ATSC1d,9.455775234131112
ATSC1i,-8.320800389268507
ATSC1m,32.460216066597056
ATSC1p,-0.051778402014030916
ATSC1s,-6.292056885189037
ATSC1v,39.20805676310397
ATSC2Z,46.49739854318422
ATSC2c,0.013960311478522159
ATSC2d,3.0780437044745046
ATSC2i,-8.786118145235715
ATSC2m,221.35833544224747
ATSC2p,0.19792560386032554
ATSC2s,3.2425713955370568
ATSC2v,189.21880924539855
ATSC3Z,-59.86888657648281
ATSC3c,-0.08168581488866145
ATSC3d,-1.352757544224766
ATSC3i,-3.6437366483229527
ATSC3m,-279.22178716025
ATSC3p,0.12442339488656559
ATSC3s,-14.271476471268357
ATSC3v,-140.24680059980759
ATSC4Z,-32.927159209157125
ATSC4c,0.19753377262908786
ATSC4d,-7.991675338189384
ATSC4i,16.78591348475047
ATSC4m,-157.59812767325712
ATSC4p,-0.3325761501521337
ATSC4s,-6.960457856399581
ATSC4v,-146.85611071479968
ATSC5Z,-5.0926118626430785
ATSC5c,-0.274711166054186
ATSC5d,-12.931321540062438
ATSC5i,-30.457240469473945
ATSC5m,-28.33817477211241
ATSC5p,-2.4191488011034528
ATSC5s,0.06636605387906158
ATSC5v,-324.75215893507783
ATSC6Z,-60.552549427679516
ATSC6c,0.2548343751261406
ATSC6d,-10.810613943808539
ATSC6i,-8.448127267083919
ATSC6m,-298.90376090530697
ATSC6p,-2.8022557594124815
ATSC6s,7.388831078737426
ATSC6v,-685.9733059703195
ATSC7Z,-31.30905306971905
ATSC7c,-0.024796280044419854
ATSC7d,-6.8574401664932365
ATSC7i,16.36322815952011
ATSC7m,-146.406598977107
ATSC7p,0.6315950690126066
ATSC7s,10.486298994103365
ATSC7v,53.7227399363668
ATSC8Z,-169.0822060353798
ATSC8c,-0.17094348611056234
ATSC8d,3.369406867845993
ATSC8i,-13.955872116432486
ATSC8m,-805.2597099281995
ATSC8p,-3.5043285408472875
ATSC8s,-25.452306625043352
ATSC8v,-1002.8367795844506
AXp-0d,0.705548048158227
AXp-1d,0.43641446656887856
AXp-2d,0.28171506599328033
AXp-3d,0.17007629699753163
AXp-4d,0.10538515425292781
AXp-5d,0.06849308791251123
AXp-6d,0.04387915254888928
AXp-7d,0.02960494821699432
GATS1Z,0.7096446978835399
GATS1c,1.4796756021741444
GATS1d,0.6156222418358341
GATS1i,1.2677964523025658
GATS1m,0.7116659638152724
GATS1p,0.9370331389350325
GATS1s,0.724695525247457
GATS1v,0.8311965615593245
GATS2Z,0.6971772082754853
GATS2c,0.9312906132015967
GATS2d,1.0789521890456129
GATS2i,1.1708677454713794
GATS2m,0.6993752019528543
GATS2p,0.9199189450829847
GATS2s,0.5796230201933182
GATS2v,0.8182355063516474
GATS3Z,1.0183310356712045
GATS3c,1.159194266837679
GATS3d,1.1465557096625059
GATS3i,1.0778517939463714
GATS3m,1.013921709056485
GATS3p,0.9221777447920453
GATS3s,1.2141104978535986
GATS3v,0.9346679720326684
GATS4Z,0.986916054391929
GATS4c,0.8364796108362568
GATS4d,1.2426448955575171
GATS4i,0.8711475252780257
GATS4m,0.9871481371912912
GATS4p,0.9699073191322328
GATS4s,0.9591905000836259
GATS4v,0.9739364059274566
GATS5Z,0.9487381257539205
GATS5c,1.090072728485665
GATS5d,1.3402609223300972
GATS5i,1.2400269779091038
GATS5m,0.9516129344023623
GATS5p,1.1479785956165067
GATS5s,0.908355023833417
GATS5v,1.0717900308088912
GATS6Z,1.1276764173703258
GATS6c,0.8201314660383305
GATS6d,1.1537216828478967
GATS6i,1.0551217085846003
GATS6m,1.1305325013263867
GATS6p,1.1594414971910274
GATS6s,1.075848804147851
GATS6v,1.1803020362777625
GATS7Z,1.1641668752987233
GATS7c,1.0290312217240973
GATS7d,0.9937717530683275
GATS7i,0.763950636953605
GATS7m,1.160655546333124
GATS7p,0.8931117145821903
GATS7s,0.8628312300599269
GATS7v,0.9737706997540101
GATS8Z,1.717807599517491
GATS8c,1.3357078902287576
GATS8d,0.5346193152784875
GATS8i,1.050348369475263
GATS8m,1.713923430668968
GATS8p,1.429635059467969
GATS8s,2.2001346819130116
GATS8v,1.5721297134497738
MATS1Z,0.028630697810432554
MATS1c,-0.47107652920024745
MATS1d,0.44557222712562516
MATS1i,-0.14758505661302446
MATS1m,0.029906154419224413
MATS1p,-0.0072700998075970035
MATS1s,-0.137906916632456
MATS1v,0.025083211006821815
MATS2Z,0.1271252019937639
MATS2c,0.013169069920125022
MATS2d,0.09030958050925075
MATS2i,-0.09703142102161436
MATS2m,0.12698227856367642
MATS2p,0.01730341320767301
MATS2s,0.04425078971368344
MATS2v,0.07537202590854825
MATS3Z,-0.1377017634556838
MATS3c,-0.06482491579338585
MATS3d,-0.033389839215081936
MATS3i,-0.03385303838714161
MATS3m,-0.13475095693673345
MATS3p,0.00915097075268944
MATS3s,-0.16384594758904847
MATS3v,-0.04699743613440841
MATS4Z,-0.07229182658917278
MATS4c,0.14963503432142167
MATS4d,-0.1882906737275669
MATS4i,0.14886488535065168
MATS4m,-0.07259893052941054
MATS4p,-0.023348169421848777
MATS4s,-0.07627833781872917
MATS4v,-0.04697533003174634
MATS5Z,-0.011530269903498187
MATS5c,-0.21460122822579417
MATS5d,-0.3141939724919095
MATS5i,-0.2785491263352457
MATS5m,-0.013462167982952761
MATS5p,-0.17514118282446497
MATS5s,0.0007500209065061094
MATS5v,-0.10712573782639703
MATS6Z,-0.14623793727382392
MATS6c,0.2123452863620812
MATS6d,-0.2801779935275083
MATS6i,-0.08241389114766683
MATS6m,-0.15146184198157092
MATS6p,-0.21640245827791144
MATS6s,0.08907007860846296
MATS6v,-0.2413669033756054
MATS7Z,-0.0855998361290029
MATS7c,-0.023390878216890173
MATS7d,-0.201196800390792
MATS7i,0.1807108958215056
MATS7m,-0.08398619142906356
MATS7p,0.05521645631439484
MATS7s,0.14310463982429067
MATS7v,0.021399520282947275
MATS8Z,-0.6447527141133896
MATS8c,-0.22490795913132205
MATS8d,0.13788111054334865
MATS8i,-0.2149634417775336
MATS8m,-0.6442812293576305
MATS8p,-0.42729409294764586
MATS8s,-0.48445216151266257
MATS8v,-0.5571452216475739
MAXaaN,4.224886621315193
MINaaN,4.224886621315193
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,24.699850874155985
SpAD_D,142.08450440517845
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,647
TMWC10,114.02047672850662
TSRW10,66.98868945578559
VE1_Dt,4.333802980992868
VE2_Dt,0.22809489373646671
VE3_Dt,2.1082993293222327
VR1_Dt,95.16037491908342
VR2_Dt,5.008440785214917
VR3_Dt,5.197417511480469
Xc-3dv,0.5141050684399774
Xc-4dv,0.0
Xc-5dv,0.09668777000197189
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.3719364077963569
Xch-7d,0.625537874160637
Xp-0dv,10.368691230480746
Xp-1dv,5.855198813042209
Xp-2dv,4.287155637145267
Xp-3dv,2.9629113714482487
Xp-4dv,2.102752159865246
Xp-5dv,1.463271704606767
Xp-6dv,0.8478715133610287
Xp-7dv,0.4881733545164657
Xpc-4d,3.094019309429095
Xpc-5d,5.058149926224624
Xpc-6d,8.33750454086477
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,33
nFRing,1
nHBAcc,5
nHBDon,1
nHRing,3
nSpiro,0
naRing,3
piPC10,7.743963979492923
AATS0dv,9.03225806451613
AATS0pe,6.384354838709678
AATS0se,7.753130709677423
AATS1dv,9.090909090909092
AATS1pe,6.614969696969698
AATS1se,7.830905575757576
AATS2dv,7.962264150943396
AATS2pe,6.514747169811321
AATS2se,7.792228981132078
AATS3dv,6.603174603174603
AATS3pe,6.528319047619048
AATS3se,7.861031238095238
AATS4dv,5.984848484848484
AATS4pe,6.401292424242425
AATS4se,7.7646549090909085
AATS5dv,5.21875
AATS5pe,6.2814921875
AATS5se,7.670593687500002
AATS6dv,4.533333333333333
AATS6pe,6.3715150000000005
AATS6se,7.7848553333333355
AATS7dv,2.490566037735849
AATS7pe,6.164511320754717
AATS7se,7.664993735849056
AATS8dv,1.0263157894736843
AATS8pe,6.083710526315792
AATS8se,7.629153894736845
AATSC0Z,6.901144640998959
AATSC0c,0.02000157224207691
AATSC0d,0.643080124869927
AATSC0i,1.7084755877595943
AATSC0m,32.89098616024974
AATSC0p,0.21582131288404996
AATSC0s,1.3825875823794658
AATSC0v,47.36725819880641
AATSC1Z,0.19758458676252727
AATSC1c,-0.009422271230345603
AATSC1d,0.28653864345851854
AATSC1i,-0.25214546634146995
AATSC1m,0.9836429111090017
AATSC1p,-0.0015690424852736642
AATSC1s,-0.19066839046027387
AATSC1v,1.1881229322152718
AATSC2Z,0.877309406475174
AATSC2c,0.0002634021033683426
AATSC2d,0.05807629631083971
AATSC2i,-0.16577581406105124
AATSC2m,4.176572366834858
AATSC2p,0.003734445355855199
AATSC2s,0.061180592368623714
AATSC2v,3.570166212177331
AATSC3Z,-0.9502997869282985
AATSC3c,-0.0012966002363279596
AATSC3d,-0.02147234197182168
AATSC3i,-0.05783708965591988
AATSC3m,-4.432091859686508
AATSC3p,0.0019749745220089777
AATSC3s,-0.2265313725598152
AATSC3v,-2.2261396920604377
AATSC4Z,-0.49889635165389584
AATSC4c,0.0029929359489255735
AATSC4d,-0.12108598997256642
AATSC4i,0.2543320224962192
AATSC4m,-2.3878504192917744
AATSC4p,-0.005039032578062632
AATSC4s,-0.10546148267272093
AATSC4v,-2.225092586587874
AATSC5Z,-0.0795720603537981
AATSC5c,-0.004292361969596656
AATSC5d,-0.2020518990634756
AATSC5i,-0.4758943823355304
AATSC5m,-0.4427839808142564
AATSC5p,-0.03779920001724145
AATSC5s,0.0010369695918603372
AATSC5v,-5.074252483360591
