DLiP-ID,I001HN
Xc-5d,0.6856898218138114
Xc-6d,0.0
Xp-0d,19.672997628507925
Xp-1d,13.558550648063802
Xp-2d,12.127401859423824
Xp-3d,11.06277263529765
Xp-4d,8.86823557602211
Xp-5d,6.732244671193309
Xp-6d,4.478181483058364
Xp-7d,3.266346631764794
ZMIC0,87.24509548748419
ZMIC1,56.900371537052735
ZMIC2,41.03666804791909
ZMIC3,31.695892718682273
ZMIC4,28.164135299648898
ZMIC5,27.10426611282663
nAcid,0
nAtom,46
nBase,0
nRing,4
piPC1,3.7612001156935624
piPC2,4.353498551059343
piPC3,4.981034824319965
piPC4,5.5141845088914705
piPC5,5.964863865310803
piPC6,6.213388605142434
piPC7,6.5390551970156725
piPC8,6.792585524947687
piPC9,6.691948032305859
AATS0Z,25.956521739130434
AATS0d,3.652173913043478
AATS0i,162.7136352174779
AATS0m,103.5927645032559
AATS0p,1.5747781149409124
AATS0s,6.749396135265701
AATS0v,239.33741723332477
AATS1Z,27.081632653061224
AATS1d,4.408163265306122
AATS1i,146.4346889216448
AATS1m,104.31722969051437
AATS1p,1.8836129708163276
AATS1s,3.479591836734694
AATS1v,282.3348604957644
AATS2Z,23.702380952380953
AATS2d,3.9642857142857144
AATS2i,154.1752326768094
AATS2m,89.76824618655235
AATS2p,1.6578671272547143
AATS2s,3.4675925925925917
AATS2v,244.60067250695388
AATS3Z,20.410714285714285
AATS3d,3.3482142857142856
AATS3i,158.64954000246365
AATS3m,76.18087708677146
AATS3p,1.4228538962833472
AATS3s,3.8988095238095224
AATS3v,205.77504342813674
AATS4Z,18.982608695652175
AATS4d,2.965217391304348
AATS4i,160.9374384705964
AATS4m,69.24592739440696
AATS4p,1.2857614568785827
AATS4s,4.158454106280193
AATS4v,187.92369139148065
AATS5Z,17.752380952380953
AATS5d,2.8
AATS5i,163.78892274527988
AATS5m,63.55769550177525
AATS5p,1.237672349209876
AATS5s,4.164021164021163
AATS5v,178.557852253567
AATS6Z,17.70212765957447
AATS6d,2.872340425531915
AATS6i,158.857439166711
AATS6m,63.97928867693617
AATS6p,1.3312465866099892
AATS6s,3.8942080378250576
AATS6v,186.25443451448837
AATS7Z,15.510204081632653
AATS7d,2.704081632653061
AATS7i,162.65588888064056
AATS7m,55.50870959611427
AATS7p,1.2215815803977548
AATS7s,3.674036281179137
AATS7v,164.34251679085693
AATS8Z,14.655172413793103
AATS8d,2.67816091954023
AATS8i,164.82473080147156
AATS8m,52.57500077782067
AATS8p,1.1645658551997242
AATS8s,3.2362707535121333
AATS8v,156.92964203515882
AMID_C,1.5654307151001696
AMID_N,0.2316072734506538
AMID_O,0.1911170390986108
AMID_X,0.06353314598057856
AMID_h,0.48625745852984315
ATS0dv,448.0
ATS0pe,302.7384999999999
ATS0se,365.9432439999999
ATS1dv,426.0
ATS1pe,324.08650000000006
ATS1se,383.79983999999973
ATS2dv,626.0
ATS2pe,552.6587000000001
ATS2se,661.5352879999995
ATS3dv,675.0
ATS3pe,723.3250000000004
ATS3se,878.1495999999995
ATS4dv,589.0
ATS4pe,756.8915999999998
ATS4se,922.357012
ATS5dv,496.0
ATS5pe,694.5524
ATS5se,850.2191280000001
ATS6dv,445.0
ATS6pe,601.2123000000001
ATS6se,736.238408
ATS7dv,423.0
ATS7pe,606.773
ATS7se,750.9280080000001
ATS8dv,350.0
ATS8pe,529.7817
ATS8se,660.4698159999999
ATSC0Z,341.7391304347825
ATSC0c,0.9794230478702911
ATSC0d,28.8695652173913
ATSC0i,92.95663748462158
ATSC0m,1636.1837579744447
ATSC0p,10.599544316519477
ATSC0s,131.10929951690824
ATSC0v,2195.1805774435534
ATSC1Z,13.799621928166369
ATSC1c,-0.45983783114458254
ATSC1d,9.42155009451795
ATSC1i,-14.146295855128795
ATSC1m,65.59667447373025
ATSC1p,-0.39226465103722236
ATSC1s,-2.7601475530350763
ATSC1v,9.5555844639333
ATSC2Z,-8.08884688090734
ATSC2c,-0.3396886902296189
ATSC2d,-4.240075614366727
ATSC2i,-1.2446167628375582
ATSC2m,-36.879552951812855
ATSC2p,-0.095007387481304
ATSC2s,1.4066897710565036
ATSC2v,-9.953363692478575
ATSC3Z,65.3308128544424
ATSC3c,0.45666595184830555
ATSC3d,-13.20415879017013
ATSC3i,3.1143429487044996
ATSC3m,299.28315146888195
ATSC3p,-1.615081664637989
ATSC3s,34.8135895820206
ATSC3v,-69.20271803336136
ATSC4Z,-102.6086956521739
ATSC4c,-0.1069895229922492
ATSC4d,-8.56521739130435
ATSC4i,-39.30449200774584
ATSC4m,-485.5216595319135
ATSC4p,-3.654844728627392
ATSC4s,-57.72735507246378
ATSC4v,-662.0998272280851
ATSC5Z,-159.23062381852552
ATSC5c,0.09339557775388835
ATSC5d,1.1455576559546305
ATSC5i,12.606821304140976
ATSC5m,-746.357121819829
ATSC5p,1.3303265924426233
ATSC5s,-82.42943971854652
ATSC5v,-255.22701990296144
ATSC6Z,-80.94517958412101
ATSC6c,-0.22585724000992008
ATSC6d,-2.211720226843101
ATSC6i,-22.285066131573252
ATSC6m,-380.5206880476467
ATSC6p,-2.6592575993764123
ATSC6s,2.6220594412938465
ATSC6v,-695.9130393483681
ATSC7Z,42.860113421550054
ATSC7c,-0.010322630814544143
ATSC7d,-0.33081285444234576
ATSC7i,-4.305475076236602
ATSC7m,199.10429018745964
ATSC7p,-1.8152788883820201
ATSC7s,66.19226528040326
ATSC7v,-291.61221787153
ATSC8Z,123.49338374291109
ATSC8c,0.14096471645415798
ATSC8d,2.2249527410207928
ATSC8i,-0.4594259000420559
ATSC8m,590.8508424107164
ATSC8p,0.773564752110897
ATSC8s,39.25463400546104
ATSC8v,491.64771933574957
AXp-0d,0.7026070581609973
AXp-1d,0.4373726015504452
AXp-2d,0.27562276953235965
AXp-3d,0.18135692844750245
AXp-4d,0.11517189059768974
AXp-5d,0.07317657251297074
AXp-6d,0.04616681941297283
AXp-7d,0.029966482860227465
GATS1Z,0.6583969465648857
GATS1c,1.481587293157583
GATS1d,0.6998401770346694
GATS1i,1.1569340841323958
GATS1m,0.6610560775575236
GATS1p,1.0135018834829963
GATS1s,0.4952831319293378
GATS1v,0.8957774165423866
GATS2Z,0.8182933478735007
GATS2c,1.3219624243754202
GATS2d,1.2061639414802068
GATS2i,1.013758031868526
GATS2m,0.8176591046002186
GATS2p,0.946521799396807
GATS2s,0.5568327544266782
GATS2v,0.9091886037119725
GATS3Z,0.8476860687022902
GATS3c,0.9421795991746972
GATS3d,1.3082239672977627
GATS3i,0.9622432389091355
GATS3m,0.8512092582047365
GATS3p,1.0304389921757782
GATS3s,0.7142010002506876
GATS3v,0.9759633291333959
GATS4Z,1.1278625954198476
GATS4c,1.2489141056510553
GATS4d,1.1724397590361448
GATS4i,1.12616258235385
GATS4m,1.1209557663642513
GATS4p,1.1019293265792411
GATS4s,1.4865210923142815
GATS4v,1.059835946999736
GATS5Z,1.2540894220283536
GATS5c,1.1418867676113946
GATS5d,0.9871987951807231
GATS5i,0.8105861784047241
GATS5m,1.2378767629696765
GATS5p,0.8836154675928776
GATS5s,1.7046391708486333
GATS5v,0.9776077697668214
GATS6Z,1.0772494721455255
GATS6c,1.0119062764721978
GATS6d,0.9286080492181493
GATS6i,0.971841891933139
GATS6m,1.0703650200518102
GATS6p,1.0928740990500911
GATS6s,0.9572571862665669
GATS6v,1.131357770446055
GATS7Z,0.9425825673780964
GATS7c,0.8467469891594424
GATS7d,0.8827529505778217
GATS7i,0.8653311785649649
GATS7m,0.9431572137572709
GATS7p,1.0452618944992136
GATS7s,0.45928730423068215
GATS7v,1.089720925494826
GATS8Z,0.8506185838378523
GATS8c,0.8334294935470573
GATS8d,0.9137411715828834
GATS8i,0.8384149750346813
GATS8m,0.8506524811053222
GATS8p,0.9315207685702231
GATS8s,0.5144540691789726
GATS8v,0.9376772818387646
MATS1Z,0.03790829308822771
MATS1c,-0.4407538657402143
MATS1d,0.30636833046471573
MATS1i,-0.1428644201022595
MATS1m,0.0376366965181236
MATS1p,-0.03474191313475394
MATS1s,-0.01976334963947304
MATS1v,0.004086474148233414
MATS2Z,-0.012961953229128752
MATS2c,-0.1899281392601463
MATS2d,-0.08042885829030404
MATS2i,-0.007332191274975529
MATS2m,-0.012343323642993544
MATS2p,-0.004908499223707163
MATS2s,0.005875480347769493
MATS2v,-0.002483008278174911
MATS3Z,0.07851690294438395
MATS3c,0.19149971060130744
MATS3d,-0.1878496127366609
MATS3i,0.013760234602484427
MATS3m,0.07512595402733616
MATS3p,-0.06258166317850239
MATS3s,0.10905739433445695
MATS3v,-0.01294770243442079
MATS4Z,-0.1201017811704835
MATS4c,-0.043694917420982825
MATS4d,-0.11867469879518076
MATS4i,-0.1691304378958339
MATS4m,-0.11869612008200774
MATS4p,-0.13792459824640899
MATS4s,-0.17611978794843333
MATS4v,-0.1206460796950287
MATS5Z,-0.2041269841269842
MATS5c,0.041775776016403005
MATS5d,0.017383820998278822
MATS5i,0.05941467473772881
MATS5m,-0.19984032929927276
MATS5p,0.05498441516511838
MATS5s,-0.2754338948694986
MATS5v,-0.050936011005956135
MATS6Z,-0.11591142872611128
MATS6c,-0.11284795027995627
MATS6d,-0.03749038708023585
MATS6i,-0.11731768907818234
MATS6m,-0.1138088864959219
MATS6p,-0.12277309159400444
MATS6s,0.009786761701872872
MATS6v,-0.15513675410929026
MATS7Z,0.058869501999272954
MATS7c,-0.004947113012422913
MATS7d,-0.005378657487091251
MATS7i,-0.02174064526609865
MATS7m,0.057118960719897735
MATS7p,-0.08038738806665555
MATS7s,0.23697662118224033
MATS7v,-0.062354416631387306
MATS8Z,0.1910678248661928
MATS8c,0.07609895298265971
MATS8d,0.0407492037113973
MATS8i,-0.002613206009528737
MATS8m,0.19093447919026718
MATS8p,0.03858762565906686
MATS8s,0.1583055039078194
MATS8v,0.11841926371155154
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,37.212122315757384
SpAD_D,329.0773169531645
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.268102744184096
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,885
TMWC10,135.95720113426844
TSRW10,77.56056212531225
VE1_Dt,5.208847590432217
VE2_Dt,0.1860302710868649
VE3_Dt,2.6799780566242872
VR1_Dt,175.21165286435144
VR2_Dt,6.257559030869694
VR3_Dt,6.195614105254466
Xc-3dv,0.7106503001652273
Xc-4dv,0.0
Xc-5dv,0.137420550511246
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.4325892805483646
Xch-7d,0.6518130178574781
Xp-0dv,15.021716082853558
Xp-1dv,8.995530139336596
Xp-2dv,6.644297453882244
Xp-3dv,4.978329000930206
Xp-4dv,3.439974094750725
Xp-5dv,2.2664240787913306
Xp-6dv,1.1952033238752129
Xp-7dv,0.7327303593958432
Xpc-4d,5.070813856366016
Xpc-5d,7.88517976643074
Xpc-6d,11.615396574315204
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,49
nFRing,1
nHBAcc,3
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,6.828170799639294
AATS0dv,9.73913043478261
AATS0pe,6.581271739130432
AATS0se,7.955287913043476
AATS1dv,8.693877551020408
AATS1pe,6.614010204081634
AATS1se,7.832649795918362
AATS2dv,7.4523809523809526
AATS2pe,6.579270238095239
AATS2se,7.875420095238089
AATS3dv,6.026785714285714
AATS3pe,6.458258928571432
AATS3se,7.840621428571424
AATS4dv,5.121739130434783
AATS4pe,6.5816660869565204
AATS4se,8.02049575652174
AATS5dv,4.723809523809524
AATS5pe,6.614784761904763
AATS5se,8.09732502857143
AATS6dv,4.73404255319149
AATS6pe,6.395875531914895
AATS6se,7.832323489361703
AATS7dv,4.316326530612245
AATS7pe,6.191561224489796
AATS7se,7.662530693877552
AATS8dv,4.022988505747127
AATS8pe,6.089444827586207
AATS8se,7.591607080459769
AATSC0Z,7.429111531190924
AATSC0c,0.02129180538848459
AATSC0d,0.6275992438563326
AATSC0i,2.0207964670569907
AATSC0m,35.56921212987923
AATSC0p,0.2304248764460756
AATSC0s,2.8502021634110486
AATSC0v,47.72131690094681
AATSC1Z,0.2816249373095177
AATSC1c,-0.009384445533562909
AATSC1d,0.19227653254118265
AATSC1i,-0.2886999154107917
AATSC1m,1.3387076423210253
AATSC1p,-0.008005401041575967
AATSC1s,-0.05632954189867503
AATSC1v,0.19501192783537347
AATSC2Z,-0.09629579620127786
AATSC2c,-0.004043912978924034
AATSC2d,-0.050477090647222944
AATSC2i,-0.014816866224256644
AATSC2m,-0.4390422970453911
AATSC2p,-0.001131040327158381
AATSC2s,0.01674630679829171
AATSC2v,-0.11849242491045923
AATSC3Z,0.5833108290575214
AATSC3c,0.004077374570074157
AATSC3d,-0.1178942749122333
AATSC3i,0.027806633470575888
AATSC3m,2.6721709952578747
AATSC3p,-0.014420372005696331
AATSC3s,0.31083562126804104
AATSC3v,-0.617881411012155
AATSC4Z,-0.8922495274102079
AATSC4c,-0.0009303436781934714
AATSC4d,-0.07448015122873347
AATSC4i,-0.34177819137170296
AATSC4m,-4.221927474190552
AATSC4p,-0.03178125850980341
AATSC4s,-0.5019770006301199
AATSC4v,-5.757389801983349
AATSC5Z,-1.516482131605005
AATSC5c,0.0008894816928941748
