DLiP-ID,T001BH
ATS0s,213.44787379972567
ATS0v,11610.40110817726
ATS1Z,1504.0
ATS1d,222.0
ATS1i,7102.305171939046
ATS1m,5829.4534870000025
ATS1p,99.91122062600004
ATS1s,169.54938271604942
ATS1v,14631.400440155285
ATS2Z,2319.0
ATS2d,338.0
ATS2i,12016.956044014796
ATS2m,8906.865911000004
ATS2p,150.88692799054715
ATS2s,288.58024691358014
ATS2v,21581.312881729104
ATS3Z,2298.0
ATS3d,356.0
ATS3i,15660.781228653896
ATS3m,8592.518517999999
ATS3p,160.39127890418794
ATS3s,322.08333333333326
ATS3v,22167.177802077684
ATS4Z,2065.0
ATS4d,328.0
ATS4i,15686.766607167203
ATS4m,7561.784557
ATS4p,145.77582933764094
ATS4s,326.2006172839505
ATS4v,20108.756565854026
ATS5Z,1765.0
ATS5d,300.0
ATS5i,14361.426307827971
ATS5m,6472.040588000001
ATS5p,130.28211573503697
ATS5s,247.39506172839512
ATS5v,17758.356816143798
ATS6Z,1894.0
ATS6d,292.0
ATS6i,13517.873165540697
ATS6m,7060.467048999999
ATS6p,129.519793603037
ATS6s,261.4783950617284
ATS6v,17762.5527410459
ATS7Z,1903.0
ATS7d,288.0
ATS7i,13159.762955430679
ATS7m,7024.254881
ATS7p,131.13256680679203
ATS7s,273.18209876543204
ATS7v,18139.328972968193
ATS8Z,1718.0
ATS8d,277.0
ATS8i,12245.223514925989
ATS8m,6256.247683000002
ATS8p,130.41856883454702
ATS8s,242.87654320987662
ATS8v,17763.56375707857
C1SP1,0
C1SP2,3
C1SP3,0
C2SP1,0
C2SP2,11
C2SP3,3
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.14285714285714285
GGI10,0.1506029996939088
JGI10,0.006547956508430816
JGT10,0.37978747863666806
Kier1,20.877869605142333
Kier2,9.240380262562246
Kier3,4.62109375
MAXdO,11.060096736755114
MID_C,44.84511527847914
MID_N,8.267380004016982
MID_O,5.458197405114081
MID_X,0.0
MID_h,15.801334094853857
MINdO,11.060096736755114
MPC10,198
MWC01,33.0
MWC02,5.081404364984463
MWC03,5.948034989180646
MWC04,6.834108738813838
MWC05,7.715569534520208
MWC06,8.604287898267172
MWC07,9.49046898877305
MWC08,10.380311619626104
MWC09,11.268596580863035
MWC10,12.159080613751282
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.802000000000002
SRW02,4.204692619390966
SRW03,0.0
SRW04,5.541263545158426
SRW05,3.044522437723423
SRW06,7.065613363597717
SRW07,5.351858133476067
SRW08,8.675051276031818
SRW09,7.4127640174265625
SRW10,10.329637251837125
SaaCH,15.027238735257315
SaaNH,0
SaaSe,0
SaaaC,2.0595536633947535
SaasC,3.8863760475948648
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.16887356177038648
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.1015722909279004
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.767297136554401
VE1_D,5.3041364740911146
VE2_A,0.16438955643291037
VE2_D,0.1829012577272798
VE3_A,2.6264902432537642
VE3_D,2.733197719954304
VR1_A,250.25747890231935
VR1_D,189.17144102615975
VR2_A,8.629568238011013
VR2_D,6.523153138833095
VR3_A,6.587201040464743
VR3_D,6.30736443626619
WPath,2438
Xc-3d,1.840206908719886
Xc-4d,0.0
Xc-5d,0.46941609682128765
Xc-6d,0.0
Xp-0d,19.794317972067564
Xp-1d,14.169836433395455
Xp-2d,12.984675097172568
Xp-3d,11.251581618428533
Xp-4d,9.510193871611184
Xp-5d,7.692559306106026
Xp-6d,5.587812338805869
Xp-7d,4.067992840515229
ZMIC0,90.03420231311392
ZMIC1,46.08238121098329
ZMIC2,29.53721710219616
ZMIC3,26.24942166666376
ZMIC4,26.09422819571578
ZMIC5,26.09422819571578
nAcid,1
nAtom,45
nBase,0
nRing,5
piPC1,3.8394523125933104
piPC2,4.48863636973214
piPC3,5.123963979403259
piPC4,5.742201584560146
piPC5,6.227647711929995
piPC6,6.588044899236355
piPC7,6.99955789401256
piPC8,7.437360488533398
piPC9,7.73601024572388
AATS0Z,31.466666666666665
AATS0d,3.911111111111111
AATS0i,158.44461835834633
AATS0m,125.0296747555556
AATS0p,1.7968959661685326
AATS0s,4.743286084438348
AATS0v,258.0089135150502
AATS1Z,30.693877551020407
AATS1d,4.530612244897959
AATS1i,144.94500350896013
AATS1m,118.96843851020414
AATS1p,2.0390045025714296
AATS1s,3.4601914840010086
AATS1v,298.6000089827609
AATS2Z,28.62962962962963
AATS2d,4.172839506172839
AATS2i,148.35748202487403
AATS2m,109.96130754320993
AATS2p,1.8628015801302118
AATS2s,3.5627190976985204
AATS2v,266.43596150282843
AATS3Z,22.752475247524753
AATS3d,3.5247524752475248
AATS3i,155.05723988766232
AATS3m,85.07444077227721
AATS3p,1.5880324643979005
AATS3s,3.188943894389438
AATS3v,219.4770079413632
AATS4Z,20.858585858585858
AATS4d,3.313131313131313
AATS4i,158.45218795118387
AATS4m,76.38166219191919
AATS4p,1.4724831246226358
AATS4s,3.2949557301409143
AATS4v,203.11875319044472
AATS5Z,19.61111111111111
AATS5d,3.3333333333333335
AATS5i,159.5714034203108
AATS5m,71.9115620888889
AATS5p,1.447579063722633
AATS5s,2.74883401920439
AATS5v,197.3150757349311
AATS6Z,22.28235294117647
AATS6d,3.4352941176470586
AATS6i,159.03380194753763
AATS6m,83.0643182235294
AATS6p,1.5237622776827882
AATS6s,3.0762164124909224
AATS6v,208.97120871818706
AATS7Z,22.927710843373493
AATS7d,3.4698795180722892
AATS7i,158.55136090880336
AATS7m,84.62957687951807
AATS7p,1.5799104434553257
AATS7s,3.2913505875353257
AATS7v,218.54613220443605
AATS8Z,21.475
AATS8d,3.4625
AATS8i,153.06529393657485
AATS8m,78.20309603750003
AATS8p,1.6302321104318378
AATS8s,3.035956790123458
AATS8v,222.0445469634821
AMID_C,1.546383285464798
AMID_N,0.28508206910403383
AMID_O,0.18821370362462347
AMID_X,0.0
AMID_h,0.5448735894777192
ATS0dv,432.44444444444446
ATS0pe,293.11609999999985
ATS0se,355.4518009999999
ATS1dv,451.3333333333333
ATS1pe,326.84560000000005
ATS1se,387.4085439999997
ATS2dv,643.6666666666666
ATS2pe,532.2666999999999
ATS2se,637.3361079999996
ATS3dv,599.3333333333333
ATS3pe,642.2475000000001
ATS3se,782.3579579999999
ATS4dv,555.6666666666666
ATS4pe,639.3976999999998
ATS4se,779.643256
ATS5dv,462.0
ATS5pe,565.4715000000001
ATS5se,693.766884
ATS6dv,474.0
ATS6pe,541.6682
ATS6se,662.3011220000001
ATS7dv,449.0
ATS7pe,544.0101999999999
ATS7se,663.2529059999999
ATS8dv,411.6666666666667
ATS8pe,512.4740000000002
ATS8se,624.7120560000001
ATSC0Z,436.00000000000006
ATSC0c,1.156354040040468
ATSC0d,26.577777777777772
ATSC0i,76.44144676481272
ATSC0m,1991.3364943111112
ATSC0p,12.546686757198579
ATSC0s,64.69978661789361
ATSC0v,2154.1280765991337
ATSC1Z,18.44444444444443
ATSC1c,-0.6965172673446576
ATSC1d,7.504197530864203
ATSC1i,4.80827121213447
ATSC1m,89.60740715012392
ATSC1p,1.064944291100927
ATSC1s,-4.4599170180697385
ATSC1v,136.14140109685357
ATSC2Z,78.99999999999994
ATSC2c,0.08448433957933416
ATSC2d,-1.6622222222222214
ATSC2i,-13.86866338181465
ATSC2m,344.23099457333404
ATSC2p,-0.7196747655283051
ATSC2s,21.635003810394764
ATSC2v,-137.79689197494997
ATSC3Z,22.222222222222214
ATSC3c,0.09488345828100321
ATSC3d,-4.71901234567901
ATSC3i,-16.322697372036696
ATSC3m,105.20805103506183
ATSC3p,-2.142239068007208
ATSC3s,16.437849751900963
ATSC3v,-162.0651483502201
ATSC4Z,-123.66666666666663
ATSC4c,0.0070419803732605
ATSC4d,-6.559999999999999
ATSC4i,-21.50259811376979
ATSC4m,-573.3836094177776
ATSC4p,-2.4270866130065376
ATSC4s,3.9108504801097377
ATSC4v,-617.2131554740624
ATSC5Z,-8.333333333333318
ATSC5c,-0.20930601114592884
ATSC5d,-0.6666666666666669
ATSC5i,-13.143663279854028
ATSC5m,-33.827620711111365
ATSC5p,-0.15008477622095592
ATSC5s,-1.6519280597469868
ATSC5v,-15.921187970594644
ATSC6Z,30.444444444444443
ATSC6c,0.2243651057439283
ATSC6d,2.064197530864199
ATSC6i,8.266653718283328
ATSC6m,159.68873379012354
ATSC6p,0.7571313526937304
ATSC6s,9.909997629087709
ATSC6v,299.56461588496546
ATSC7Z,-153.44444444444449
ATSC7c,0.0990516477948378
ATSC7d,-1.2879012345679006
ATSC7i,33.08767656420443
ATSC7m,-675.7882634404937
ATSC7p,2.775689004589111
ATSC7s,-19.20467120527019
ATSC7v,249.9880159588666
ATSC8Z,-240.44444444444449
ATSC8c,-0.5345433045790102
ATSC8d,-13.138271604938275
ATSC8i,-6.7349116612820055
ATSC8m,-1101.6801764864194
ATSC8p,-3.303318754972249
ATSC8s,-15.522848820471133
ATSC8v,-771.5286689221335
AXp-0d,0.682562688691985
AXp-1d,0.4293889828301653
AXp-2d,0.2762696829185653
AXp-3d,0.17580596278794583
AXp-4d,0.111884633783661
AXp-5d,0.07257131420854741
AXp-6d,0.047759079818853585
AXp-7d,0.030586412334700972
GATS1Z,0.6765586968732447
GATS1c,1.4954377297092933
GATS1d,0.6926148385775717
GATS1i,0.9725134394973948
GATS1m,0.6719066663068535
GATS1p,0.7974546562271874
GATS1s,0.710075432339226
GATS1v,0.7611753476763006
GATS2Z,0.7462906331407859
GATS2c,0.7795634014670492
GATS2d,1.0628019323671498
GATS2i,1.1207165256385114
GATS2m,0.7452264208286737
GATS2p,0.9725083582949491
GATS2s,0.45730764143783087
GATS2v,0.915392526206235
GATS3Z,0.9457262239985467
GATS3c,0.6740484382712554
GATS3d,1.0818239014536908
GATS3i,1.1072515402990872
GATS3m,0.9426278942602343
GATS3p,1.0580905010880566
GATS3s,0.5819277248968736
GATS3v,1.0066973747771428
GATS4Z,1.0759429153924565
GATS4c,0.8806668721585076
GATS4d,1.053511705685619
GATS4i,1.1482387280595707
GATS4m,1.079982847549602
GATS4p,1.0226193288514138
GATS4s,0.7701333795686314
GATS4v,1.0773740822075477
GATS5Z,0.9318042813455656
GATS5c,0.9339371405287719
GATS5d,0.9841137123745821
GATS5i,1.107839648422597
GATS5m,0.9396497532916023
GATS5p,0.9226343933401866
GATS5s,0.5103551205396151
GATS5v,0.9952861789642969
GATS6Z,1.0352941176470587
GATS6c,0.836988455646274
GATS6d,0.9543576627975606
GATS6i,0.9955235283230259
GATS6m,1.0222404813362642
GATS6p,0.9917815896915689
GATS6s,0.6110767719856
GATS6v,0.9124213517767168
GATS7Z,1.3398916767989388
GATS7c,1.0747362020621838
GATS7d,1.0371922472498694
GATS7i,0.8113818471975601
GATS7m,1.3141264367738283
GATS7p,0.9600509965716635
GATS7s,1.2466281751642936
GATS7v,0.8806845504291786
GATS8Z,1.3390481651376147
GATS8c,1.1896856219418313
GATS8d,1.2726797658862878
GATS8i,1.0427622805418344
GATS8m,1.3281474117411516
GATS8p,1.1900528698627315
GATS8s,0.999848393492225
GATS8v,1.157423779736135
MATS1Z,0.0388504025463396
MATS1c,-0.5531685736022277
MATS1d,0.25929970650467565
MATS1i,0.05776655810866563
MATS1m,0.041325269237829386
MATS1p,0.07794966768376732
MATS1s,-0.06330534262255264
MATS1v,0.05804103232860458
MATS2Z,0.1006625891946992
MATS2c,0.0405894238144389
MATS2d,-0.03474544778892604
MATS2i,-0.1007936573152836
MATS2m,0.0960357237342692
MATS2p,-0.031866525555282396
MATS2s,0.18577258426392215
MATS2v,-0.03553819742966855
MATS3Z,0.022708692887637376
MATS3c,0.03655870666004849
MATS3d,-0.07910857975429647
MATS3i,-0.09513803356587973
MATS3m,0.023539403991969937
MATS3p,-0.0760729082954672
MATS3s,0.11319657802226468
MATS3v,-0.033520404426673145
MATS4Z,-0.12892688351403941
MATS4c,0.002768097017719456
MATS4d,-0.11219215567041653
MATS4i,-0.12786137164048045
MATS4m,-0.13088140257374223
MATS4p,-0.08792928436643072
MATS4s,0.02747550497560921
MATS4v,-0.1302389757387673
MATS5Z,-0.009556574923547381
MATS5c,-0.0905025640497628
MATS5d,-0.012541806020066895
MATS5i,-0.0859720991433686
MATS5m,-0.008493697777284445
MATS5p,-0.005981052174385631
MATS5s,-0.0127661012972346
MATS5v,-0.0036955063497734293
MATS6Z,0.0369670804101457
MATS6c,0.10272072605562747
MATS6d,0.04111745032461149
MATS6i,0.057252497413790175
MATS6m,0.04245444936151967
MATS6p,0.03194741793595538
MATS6s,0.08108943796107439
MATS6v,0.07362284242145938
MATS7Z,-0.19080910799159947
MATS7c,0.04644140008347241
MATS7d,-0.02627231333360196
MATS7i,0.23467768482810517
MATS7m,-0.18399262415631223
MATS7p,0.11994334903839653
MATS7s,-0.160930532845186
MATS7v,0.06291904031861431
MATS8Z,-0.31020642201834864
MATS8c,-0.2600246969476326
MATS8d,-0.27806229096989976
MATS8i,-0.04955934208214106
MATS8m,-0.31119557194073827
MATS8p,-0.14809621341712448
MATS8s,-0.13495566087539723
MATS8v,-0.20146660775800349
MAXaaN,4.557204745833166
MAXaaO,5.34546480395763
MAXaaS,1.5627101558901006
MAXdsN,4.627698150247753
MAXsOH,9.05501478097625
MINaaN,4.041789763646935
MINaaO,5.34546480395763
MINaaS,1.5627101558901006
MINdsN,4.627698150247753
MINsOH,9.05501478097625
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.85193965335741
SpAD_D,348.2152538379331
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.8441536872886077
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1154
TMWC10,139.48186332877978
TSRW10,80.62540264464211
VE1_Dt,5.33435662814333
VE2_Dt,0.18394333200494242
VE3_Dt,2.7388790199367063
VR1_Dt,185.41052756705344
VR2_Dt,6.393466467829429
VR3_Dt,6.287283171505906
Xc-3dv,0.8707150035662484
Xc-4dv,0.0
Xc-5dv,0.12492773074361564
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.21407617506269555
Xch-6d,0.5596230055411735
Xch-7d,0.9491352930730956
Xp-0dv,16.0702183313958
Xp-1dv,9.99510906318439
Xp-2dv,7.756223220745748
Xp-3dv,5.772162918361609
Xp-4dv,4.241547278415667
Xp-5dv,2.938074657421687
Xp-6dv,1.719023576249534
Xp-7dv,1.0846857894281416
Xpc-4d,4.56099206922084
Xpc-5d,6.860290406897536
Xpc-6d,10.012850065835808
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,49
nFRing,2
nHBAcc,7
nHBDon,2
nHRing,2
nSpiro,0
naRing,4
piPC10,8.095863052867182
AATS0dv,9.609876543209877
AATS0pe,6.5136911111111075
AATS0se,7.898928911111108
AATS1dv,9.210884353741497
AATS1pe,6.6703183673469395
AATS1se,7.906296816326525
AATS2dv,7.946502057613168
AATS2pe,6.571193827160492
AATS2se,7.868347012345675
AATS3dv,5.933993399339934
AATS3pe,6.358886138613862
AATS3se,7.746118396039603
AATS4dv,5.6127946127946124
AATS4pe,6.458562626262624
AATS4se,7.875184404040404
AATS5dv,5.133333333333334
AATS5pe,6.283016666666668
AATS5se,7.708520933333333
AATS6dv,5.576470588235294
AATS6pe,6.372567058823529
AATS6se,7.791777905882354
AATS7dv,5.409638554216867
AATS7pe,6.554339759036144
AATS7se,7.990998867469878
AATS8dv,5.145833333333334
AATS8pe,6.405925000000002
AATS8se,7.808900700000001
AATSC0Z,9.68888888888889
AATSC0c,0.025696756445343732
AATSC0d,0.5906172839506172
AATSC0i,1.6986988169958384
AATSC0m,44.25192209580247
AATSC0p,0.27881526127107953
AATSC0s,1.4377730359531913
AATSC0v,47.86951281331408
AATSC1Z,0.3764172335600904
AATSC1c,-0.014214638109074645
AATSC1d,0.15314688838498372
AATSC1i,0.09812798392111165
AATSC1m,1.8287225949004882
AATSC1p,0.02173355696124341
AATSC1s,-0.09101871465448445
AATSC1v,2.7783959407521137
AATSC2Z,0.975308641975308
AATSC2c,0.0010430165380164711
AATSC2d,-0.020521262002743474
AATSC2i,-0.17121806644215617
AATSC2m,4.249765365102889
AATSC2p,-0.008884873648497594
AATSC2s,0.2670988124740094
AATSC2v,-1.7011961972216045
AATSC3Z,0.22002200220021995
AATSC3c,0.0009394401810000317
AATSC3d,-0.046722894511673364
AATSC3i,-0.16161086506967026
