DLiP-ID,P0006L
ATSC7d,-3.2112382934443295
ATSC7i,-2.6660191019751123
ATSC7m,38.04477067845989
ATSC7p,0.325637167341035
ATSC7s,0.5127471383975024
ATSC7v,89.22585744700744
ATSC8Z,-47.13007284079083
ATSC8c,0.015691310018665517
ATSC8d,-5.097814776274715
ATSC8i,2.589575087695974
ATSC8m,-226.07502918210196
ATSC8p,-0.9671332015879128
ATSC8s,-1.2441900797780097
ATSC8v,-289.531752183247
AXp-0d,0.6661310405559409
AXp-1d,0.42722634025301626
AXp-2d,0.27172805764442726
AXp-3d,0.17340379809697054
AXp-4d,0.11234617806345974
AXp-5d,0.0752146382897926
AXp-6d,0.04817521523627615
AXp-7d,0.03115810438973649
GATS1Z,0.7177537045352488
GATS1c,1.4784920495841987
GATS1d,0.6288032454361054
GATS1i,1.164842932960705
GATS1m,0.7171264208405366
GATS1p,0.850547563652742
GATS1s,0.8506580066935161
GATS1v,0.7740558230178755
GATS2Z,0.8504293893129767
GATS2c,1.0048927447919966
GATS2d,1.2089490968801313
GATS2i,1.1707007845745252
GATS2m,0.8521107693152256
GATS2p,1.0008960774831932
GATS2s,0.903490494558479
GATS2v,0.9400331299273504
GATS3Z,1.096205657835653
GATS3c,1.0422535975647615
GATS3d,1.2445064232589584
GATS3i,1.0321912296886764
GATS3m,1.094738466139004
GATS3p,1.036753099731924
GATS3s,1.0809071700039703
GATS3v,1.0521395212670113
GATS4Z,1.125568309384822
GATS4c,1.0484141998698184
GATS4d,1.1790060851926976
GATS4i,1.0706977161868827
GATS4m,1.127029300705523
GATS4p,1.1452165629198756
GATS4s,0.9435270009643199
GATS4v,1.1506626789362933
GATS5Z,0.9860050890585238
GATS5c,0.7944077772117271
GATS5d,0.7970356926799756
GATS5i,0.8978599438201356
GATS5m,0.9876914032097507
GATS5p,1.0004098052506794
GATS5s,0.9702414183965214
GATS5v,1.0110400551322238
GATS6Z,0.9007156488549614
GATS6c,1.1871999917299816
GATS6d,0.9086206896551723
GATS6i,0.8786067419598397
GATS6m,0.8965116109838728
GATS6p,0.7841546029127653
GATS6s,1.0141513982642234
GATS6v,0.799998477672347
GATS7Z,0.924379770992366
GATS7c,0.9483055586943572
GATS7d,1.1135057471264367
GATS7i,1.0053206082830284
GATS7m,0.9235939764736686
GATS7p,0.9309613021681793
GATS7s,0.9201723722275793
GATS7v,0.9190277630259716
GATS8Z,1.165218176191458
GATS8c,1.025263430477357
GATS8d,1.1074867971419693
GATS8i,0.9336547702542706
GATS8m,1.1649071741931007
GATS8p,1.0799238568308474
GATS8s,1.1078930907764077
GATS8v,1.1213526545663026
MATS1Z,0.047775407873072856
MATS1c,-0.4439134428042499
MATS1d,0.29428668018931736
MATS1i,-0.09279674277159713
MATS1m,0.048799744291132895
MATS1p,0.02750477311510289
MATS1s,-0.05262635430256967
MATS1v,0.04919944897081843
MATS2Z,-0.033274831879316534
MATS2c,-0.011990464982820935
MATS2d,-0.09753010399562116
MATS2i,-0.12749920431683628
MATS2m,-0.034774192911722235
MATS2p,-0.10363667667199762
MATS2s,-0.0489550328328053
MATS2v,-0.08286935651956964
MATS3Z,-0.1718282255650351
MATS3c,-0.027544011111581487
MATS3d,-0.2532961460446247
MATS3i,-0.02472943774052503
MATS3m,-0.17117537403389577
MATS3p,-0.10582075649878893
MATS3s,-0.11226766502164993
MATS3v,-0.13343471687501673
MATS4Z,-0.13978306017063308
MATS4c,-0.019551036171120133
MATS4d,-0.1589756592292089
MATS4i,-0.12161345552893583
MATS4m,-0.14120491576125835
MATS4p,-0.1706531384763383
MATS4s,-0.0364704464235067
MATS4v,-0.16978495150854347
MATS5Z,0.049922436498370575
MATS5c,0.17441766010928983
MATS5d,0.14085501109094573
MATS5i,0.035497956017204235
MATS5m,0.04807831367446343
MATS5p,-0.0027836905000609307
MATS5s,0.033525633434276815
MATS5v,0.004993805770809749
MATS6Z,0.1436673027989821
MATS6c,-0.16673516810064393
MATS6d,0.14854406130268197
MATS6i,0.07806475601934476
MATS6m,0.14677654413700889
MATS6p,0.20254577490060666
MATS6s,0.034877852780456485
MATS6v,0.20517672577783497
MATS7Z,0.029142811704834626
MATS7c,0.01859919344020648
MATS7d,-0.14779693486590037
MATS7i,-0.03837390122146289
MATS7m,0.0303243143199787
MATS7p,0.037315133012249015
MATS7s,0.035637656702025046
MATS7v,0.0457713580355457
MATS8Z,-0.19467368131490256
MATS8c,0.025409601384646617
MATS8d,-0.25365020192606397
MATS8i,0.04029577122185229
MATS8m,-0.19480804219670614
MATS8p,-0.11981069457215375
MATS8s,-0.09348692955250335
MATS8v,-0.1605674586974365
MAXaaN,4.562459845049131
MINaaN,4.084505696957898
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,26.052184733311517
SpAD_D,155.38432974816965
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.7903703703703703
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,688
TMWC10,114.84919553833569
TSRW10,68.71038829164128
VE1_Dt,4.323221733683717
VE2_Dt,0.2275379859833535
VE3_Dt,2.105854782164938
VR1_Dt,99.44086008285772
VR2_Dt,5.233729478045143
VR3_Dt,5.241416982601904
Xc-3dv,0.4621750875030752
Xc-4dv,0.0
Xc-5dv,0.06893001569527106
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.19245008972987526
Xch-6d,0.5749149571305296
Xch-7d,0.7845818621856323
Xp-0dv,10.220336125703472
Xp-1dv,6.236102297083039
Xp-2dv,4.612595449936179
Xp-3dv,3.367226781875223
Xp-4dv,2.4517118228250214
Xp-5dv,1.5815418384140882
Xp-6dv,0.8635910404981352
Xp-7dv,0.5471816219272759
Xpc-4d,2.612166271417986
Xpc-5d,4.536890526102131
Xpc-6d,6.214853210919208
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,34
nFRing,2
nHBAcc,2
nHBDon,2
nHRing,3
nSpiro,0
naRing,4
piPC10,7.859227628314745
AATS0dv,8.193548387096774
AATS0pe,6.212383870967742
AATS0se,7.565672645161293
AATS1dv,8.529411764705882
AATS1pe,6.544911764705884
AATS1se,7.749030352941177
AATS2dv,7.232142857142857
AATS2pe,6.442412500000001
AATS2se,7.6959764999999996
AATS3dv,4.852941176470588
AATS3pe,6.256089705882353
AATS3se,7.611837352941175
AATS4dv,4.0
AATS4pe,6.081964705882353
AATS4se,7.498798882352939
AATS5dv,3.9473684210526314
AATS5pe,6.0143543859649125
AATS5se,7.462866596491229
AATS6dv,4.56
AATS6pe,6.054500000000002
AATS6se,7.500411600000001
AATS7dv,4.925
AATS7pe,6.146725000000001
AATS7se,7.527563199999999
AATS8dv,4.0
AATS8pe,6.137232432432433
AATS8se,7.540220108108107
AATSC0Z,6.543184183142563
AATSC0c,0.016690126442525887
AATSC0d,0.54318418314256
AATSC0i,1.7368699930905005
AATSC0m,31.364905960457847
AATSC0p,0.21816696140017897
AATSC0s,0.3596947624002776
AATSC0v,48.73454780264291
AATSC1Z,0.312603293138275
AATSC1c,-0.007408971489939914
AATSC1d,0.15985186998837014
AATSC1i,-0.16117587797652488
AATSC1m,1.5305993905857729
AATSC1p,0.006000632774523332
AATSC1s,-0.018929424006855624
AATSC1v,2.397712897732041
AATSC2Z,-0.21772335364947187
AATSC2c,-0.0002001223766679604
AATSC2d,-0.052976809870670404
AATSC2i,-0.22144954212082774
AATSC2m,-1.0906892905269878
AATSC2p,-0.022610098839142532
AATSC2s,-0.01760886890309369
AATSC2v,-4.038600616677225
AATSC3Z,-1.1243037277345902
AATSC3c,-0.00045971302818663304
AATSC3d,-0.13758646018240805
AATSC3i,-0.04295181835751767
AATSC3m,-5.368899509319339
AATSC3p,-0.02308659289840902
AATSC3s,-0.04038209109519633
AATSC3v,-6.502880588077625
AATSC4Z,-0.9146263083797515
AATSC4c,-0.00032630926577839224
AATSC4d,-0.08635306359796781
AATSC4i,-0.21122676166425466
AATSC4m,-4.428878904006241
AATSC4p,-0.037230876674786695
AATSC4s,-0.013118228560935296
AATSC4v,-8.274392835462521
AATSC5Z,0.32665169688007734
AATSC5c,0.002911052801033551
AATSC5d,0.07651021414097157
AATSC5i,0.0616553346223284
AATSC5m,1.50797178713694
AATSC5p,-0.000607309297876838
AATSC5s,0.012058994752461003
AATSC5v,0.2433708660546417
AATSC6Z,0.9400416233090528
AATSC6c,-0.0027828310380155563
AATSC6d,0.08068678459937566
AATSC6i,0.13558833224793093
