DLiP-ID,T001CZ
ATS4s,332.6527777777778
ATS4v,18952.553265295774
ATS5Z,1886.0
ATS5d,268.0
ATS5i,15095.232772986237
ATS5m,6939.670895000001
ATS5p,125.76547144673499
ATS5s,352.0771604938272
ATS5v,17276.132662081825
ATS6Z,2081.0
ATS6d,268.0
ATS6i,15010.67057590963
ATS6m,7997.517432999999
ATS6p,128.25262070467798
ATS6s,314.68672839506166
ATS6v,17796.34960006185
ATS7Z,2399.0
ATS7d,244.0
ATS7i,14028.82139044964
ATS7m,9344.421146999997
ATS7p,126.362733013339
ATS7s,342.1404320987653
ATS7v,17819.48512962085
ATS8Z,1883.0
ATS8d,217.0
ATS8i,13098.46755676334
ATS8m,7281.109431999999
ATS8p,119.30512462333901
ATS8s,275.81172839506166
ATS8v,15938.846756392804
C1SP1,0
C1SP2,3
C1SP3,0
C2SP1,0
C2SP2,10
C2SP3,2
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.15789473684210525
GGI10,0.037139067442097745
JGI10,0.0033762788583725223
JGT10,0.4162294782203102
Kier1,19.753086419753085
Kier2,9.273922571219869
Kier3,4.837984173261141
MAXdO,12.531671312043336
MID_C,39.4840221896083
MID_N,4.087788720022617
MID_O,5.38410029645752
MID_X,1.768046898803187
MID_h,11.239935915283324
MINdO,12.16717218600403
MPC10,75
MWC01,27.0
MWC02,4.859812404361672
MWC03,5.707110264748875
MWC04,6.57507584059962
MWC05,7.438971592395862
MWC06,8.312626025674962
MWC07,9.18204377282107
MWC08,10.058223775185438
MWC09,10.930227828966443
MWC10,11.807764366118349
NaaCH,9
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.4445000000000014
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.313205979041787
SRW05,2.3978952727983707
SRW06,6.816735880594968
SRW07,4.727387818712341
SRW08,8.406261630708956
SRW09,6.823286122355687
SRW10,10.038673825091196
SaaCH,16.73789632261945
SaaNH,3.17226476373888
SaaSe,0
SaaaC,2.0044350673643603
SaasC,2.080525143055131
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.811665774334424
SdssS,0
SsCH3,1.3146317554799698
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.7704428854875283
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.10980034281109
VE1_D,4.932825524515458
VE2_A,0.16439201371244358
VE2_D,0.19731302098061831
VE3_A,2.329665180810868
VE3_D,2.5122026844581846
VR1_A,238.9233548013782
VR1_D,144.53100173256388
VR2_A,9.556934192055127
VR2_D,5.781240069302555
VR3_A,6.392433541165621
VR3_D,5.889784761277218
WPath,1523
Xc-3d,1.4792723081624561
Xc-4d,0.0
Xc-5d,0.4463839834155876
Xc-6d,0.0
Xp-0d,17.81119030894213
Xp-1d,12.096555450524589
Xp-2d,10.565717020974352
Xp-3d,9.11906715172792
Xp-4d,7.275914926435683
Xp-5d,5.444585139236597
Xp-6d,3.5465242799112207
Xp-7d,2.4988560887277216
ZMIC0,81.94516832630742
ZMIC1,49.09082697534614
ZMIC2,35.04359691218174
ZMIC3,28.69302105035368
ZMIC4,26.945030142099146
ZMIC5,26.783491217204926
nAcid,0
nAtom,42
nBase,0
nRing,3
piPC1,3.6375861597263857
piPC2,4.230476736546681
piPC3,4.819272992650152
piPC4,5.363344049765109
piPC5,5.796817340623391
piPC6,5.961126144181779
piPC7,6.297957831853224
piPC8,6.586457174434908
piPC9,6.444907237346071
AATS0Z,52.76190476190476
AATS0d,3.4523809523809526
AATS0i,158.8355405616603
AATS0m,245.3151596190476
AATS0p,1.7666578900579286
AATS0s,4.865620305049317
AATS0v,247.96318877687844
AATS1Z,30.045454545454547
AATS1d,4.136363636363637
AATS1i,144.89664629195678
AATS1m,118.36213222727275
AATS1p,1.958390210227273
AATS1s,3.328212682379349
AATS1v,285.4330100805789
AATS2Z,27.45205479452055
AATS2d,3.7945205479452055
AATS2i,150.12726337834027
AATS2m,107.60758815068489
AATS2p,1.7616632951698075
AATS2s,3.314899374260106
AATS2v,249.01802978149533
AATS3Z,25.333333333333332
AATS3d,3.2580645161290325
AATS3i,154.1568090725101
AATS3m,98.50373241935486
AATS3p,1.583538627274085
AATS3s,3.148911456259127
AATS3v,215.68028347533442
AATS4Z,24.622448979591837
AATS4d,2.9489795918367347
AATS4i,158.60203889072952
AATS4m,94.35424737755105
AATS4p,1.4072512475473578
AATS4s,3.394416099773243
AATS4v,193.3934006662834
AATS5Z,20.06382978723404
AATS5d,2.851063829787234
AATS5i,160.58758269134296
AATS5m,73.82628611702128
AATS5p,1.3379305473056915
AATS5s,3.7455017073811403
AATS5v,183.78864534129602
AATS6Z,22.138297872340427
AATS6d,2.851063829787234
AATS6i,159.68798485010245
AATS6m,85.07997269148935
AATS6p,1.3643895819646594
AATS6s,3.347731153138954
AATS6v,189.32286808576436
AATS7Z,26.95505617977528
AATS7d,2.741573033707865
AATS7i,157.62720663426563
AATS7m,104.99349603370783
AATS7p,1.4198059889139214
AATS7s,3.844274517963655
AATS7v,200.2189340406837
AATS8Z,22.686746987951807
AATS8d,2.6144578313253013
AATS8i,157.8128621296788
AATS8m,87.72421002409638
AATS8p,1.437411140040229
AATS8s,3.3230328722296587
AATS8v,192.03429826979283
AMID_C,1.579360887584332
AMID_N,0.16351154880090468
AMID_O,0.21536401185830079
AMID_X,0.07072187595212748
AMID_h,0.44959743661133295
ATS0dv,347.06721536351165
ATS0pe,268.57309999999995
ATS0se,328.3040729999999
ATS1dv,339.03703703703707
ATS1pe,288.21500000000003
ATS1se,343.10926999999987
ATS2dv,467.8148148148148
ATS2pe,473.1852000000001
ATS2se,570.4208399999997
ATS3dv,438.5925925925926
ATS3pe,590.1157000000002
ATS3se,720.2867099999999
ATS4dv,417.3703703703704
ATS4pe,636.0507999999999
ATS4se,779.2804259999998
ATS5dv,482.77777777777777
ATS5pe,600.2107999999998
ATS5se,738.2082340000001
ATS6dv,478.55555555555554
ATS6pe,591.4397
ATS6se,729.984248
ATS7dv,415.14814814814815
ATS7pe,583.5088999999999
ATS7se,714.263222
ATS8dv,289.0740740740741
ATS8pe,524.402
ATS8se,647.2878980000002
ATSC0Z,1225.142857142857
ATSC0c,0.9388420836340046
ATSC0d,24.976190476190478
ATSC0i,62.126215764610066
ATSC0m,6469.675094476191
ATSC0p,12.945616267352975
ATSC0s,70.19589987915604
ATSC0v,2192.521130273387
ATSC1Z,-0.5306122448979362
ATSC1c,-0.5359381312922725
ATSC1d,8.52494331065759
ATSC1i,-1.23376865845959
ATSC1m,-2.4309215464852443
ATSC1p,0.11571882138476347
ATSC1s,-3.2572178791498296
ATSC1v,66.34956807984706
ATSC2Z,29.91836734693878
ATSC2c,-0.02606270379656926
ATSC2d,-2.934807256235827
ATSC2i,0.752980387534141
ATSC2m,157.85051155328793
ATSC2p,1.373885240384612
ATSC2s,5.784003156017779
ATSC2v,27.252009971922483
ATSC3Z,-15.673469387755091
ATSC3c,0.37790075932019906
ATSC3d,-11.06632653061225
ATSC3i,-13.299011688222278
ATSC3m,-84.78244534013604
ATSC3p,-1.032902898217209
ATSC3s,-1.532166098606796
ATSC3v,-309.46404264837224
ATSC4Z,-175.85714285714283
ATSC4c,-0.4630242251799498
ATSC4d,-4.015873015873016
ATSC4i,-22.514873030435577
ATSC4m,-878.7613966825398
ATSC4p,-4.430478800686777
ATSC4s,-37.91630876173056
ATSC4v,-840.9789929961572
ATSC5Z,-151.22448979591837
ATSC5c,0.0701529412814372
ATSC5d,2.434240362811791
ATSC5i,4.105260006312596
ATSC5m,-781.812590351474
ATSC5p,-1.6004616479749703
ATSC5s,26.452714167514284
ATSC5v,-249.7249937616717
ATSC6Z,165.20408163265301
ATSC6c,0.15766158796050778
ATSC6d,-2.6371882086167795
ATSC6i,7.558368815397683
ATSC6m,791.8632314580498
ATSC6p,2.290981855402982
ATSC6s,11.700877012899355
ATSC6v,761.75941839934
ATSC7Z,-42.7551020408163
ATSC7c,0.08048293236552953
ATSC7d,-5.425736961451248
ATSC7i,-6.326817730382228
ATSC7m,-253.67938281859404
ATSC7p,-2.9566395557670924
ATSC7s,-20.240603731776194
ATSC7v,-264.0172477836125
ATSC8Z,23.408163265306097
ATSC8c,-0.11673970829090977
ATSC8d,-5.619614512471655
ATSC8i,5.78400193283276
ATSC8m,181.46521082086164
ATSC8p,2.643516395734975
ATSC8s,-20.906507250248055
ATSC8v,-62.59703345496421
AXp-0d,0.7124476123576852
AXp-1d,0.4480205722416514
AXp-2d,0.2855599194857933
AXp-3d,0.18610341125975347
AXp-4d,0.11927729387599481
AXp-5d,0.07777978770337997
AXp-6d,0.049951046195932686
AXp-7d,0.03203661652215028
GATS1Z,0.49741880088195384
GATS1c,1.5844493817416898
GATS1d,0.7648193084322731
GATS1i,1.1186696448513749
GATS1m,0.49279023635265673
GATS1p,0.7805952976796432
GATS1s,0.5555099637858909
GATS1v,0.8181623689439989
GATS2Z,0.5948146148538132
GATS2c,1.1076032497890647
GATS2d,1.2255507528370138
GATS2i,1.0477520847550381
GATS2m,0.5892531759155211
GATS2p,0.7746565582078475
GATS2s,0.5851381414327881
GATS2v,0.8777867347768139
GATS3Z,0.8844963689616434
GATS3c,0.8803104391002865
GATS3d,1.3326670561825393
GATS3i,1.1134404551913493
GATS3m,0.8845532001263678
GATS3p,0.968899547305088
GATS3s,0.8831117985980832
GATS3v,1.0062177638640828
GATS4Z,1.084042677238806
GATS4c,1.415437586429433
GATS4d,1.1139180171591994
GATS4i,1.1565404377646986
GATS4m,1.0810956370856655
GATS4p,1.111692087959492
GATS4s,1.6600321062621846
GATS4v,1.084871466245725
GATS5Z,0.8006795312003812
GATS5c,1.1600832904162148
GATS5d,0.9604892197229378
GATS5i,0.9879281330919346
GATS5m,0.7903934961442514
GATS5p,0.9328984829346878
GATS5s,1.0734792957185895
GATS5v,0.9801925978286936
GATS6Z,0.6947648310971737
GATS6c,1.1439974724952513
GATS6d,1.108928462771028
GATS6i,0.9155763503009905
GATS6m,0.6910082702439674
GATS6p,0.8241231321326208
GATS6s,1.0125609492320211
GATS6v,0.8101870372358004
GATS7Z,1.1218457833724635
GATS7c,1.2007796439238136
GATS7d,1.0882274183010037
GATS7i,0.9918902076452272
GATS7m,1.1257001538546698
GATS7p,1.1159451921320727
GATS7s,1.709853064165632
GATS7v,0.987607633701084
GATS8Z,0.7979300597914044
GATS8c,1.0470873202510091
GATS8d,1.0482272273077056
GATS8i,0.9091701388064517
GATS8m,0.7867367645723716
GATS8p,0.8207008318320582
GATS8s,1.336366653022085
GATS8v,0.9662606085138306
MATS1Z,-0.00041341587516958864
MATS1c,-0.54490240271553
MATS1d,0.32580812895398187
MATS1i,-0.018956381785032367
MATS1m,-0.0003586617687394033
MATS1p,0.008532531219602506
MATS1s,-0.044292651370794515
MATS1v,0.028886234092428145
MATS2Z,0.014050040891433246
MATS2c,-0.015971781120503008
MATS2d,-0.06760515559502198
MATS2i,0.0069732493359855475
MATS2m,0.014037505935197366
MATS2p,0.061059628644990385
MATS2s,0.04740707994965117
MATS2v,0.007151237175090642
MATS3Z,-0.005777563793933554
MATS3c,0.18178228481965164
MATS3d,-0.20009840400996345
MATS3i,-0.09667424942327313
MATS3m,-0.0059182023399186
MATS3p,-0.03603322290578016
MATS3s,-0.009857356073605073
MATS3v,-0.0637430366415669
MATS4Z,-0.0615171908315565
MATS4c,-0.21136563550756715
MATS4d,-0.06890916519133868
MATS4i,-0.15531657899972637
MATS4m,-0.0582118918879267
MATS4p,-0.1466733286119572
MATS4s,-0.2314928171039156
MATS4v,-0.16438590417688861
MATS5Z,-0.0551514369641156
MATS5c,0.033386798224390564
MATS5d,0.04354704581871285
MATS5i,0.02952481632155651
MATS5m,-0.05399351806576218
MATS5p,-0.055238767355463306
MATS5s,0.16837590001516994
MATS5v,-0.05089084478647549
MATS6Z,0.06024978167672275
MATS6c,0.07503342737772434
MATS6d,-0.04717765653205686
MATS6i,0.054359395171572164
MATS6m,0.05468763514555546
MATS6p,0.07907156906028663
MATS6s,0.07447801709637848
MATS6v,0.15523708597383748
MATS7Z,-0.01646874475934931
MATS7c,0.04045484359694451
MATS7d,-0.10251603988817602
MATS7i,-0.04805844407674126
MATS7m,-0.018503845139215085
MATS7p,-0.10777919537808411
MATS7s,-0.13607269937035077
MATS7v,-0.05682609273229142
MATS8Z,0.009668337529221353
MATS8c,-0.06292123716010188
MATS8d,-0.1138548474163575
MATS8i,0.04711126077022691
MATS8m,0.014193258237873378
MATS8p,0.10333096299212921
MATS8s,-0.15070960637440226
MATS8v,-0.014447116086180737
MAXsBr,3.352099718171372
MAXssO,4.864616520219198
MINsBr,3.352099718171372
MINssO,4.864616520219198
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,32.460277170443206
SpAD_D,251.0235707807146
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.34015802154195063
SssNH2,0
SsssAs,0
SsssCH,-0.7742479213907789
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,650
TMWC10,126.87185587087228
TSRW10,73.53077971453578
VE1_Dt,4.9076608394843175
VE2_Dt,0.1963064335793727
VE3_Dt,2.5070881527255033
VR1_Dt,145.25503519915657
VR2_Dt,5.810201407966263
VR3_Dt,5.894781792748235
Xc-3dv,0.8032474096754132
Xc-4dv,0.0
Xc-5dv,0.163869561431984
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.37079081189859814
Xch-7d,0.5183302655254134
Xp-0dv,15.169315356598329
Xp-1dv,8.573803990037263
Xp-2dv,6.4470119561169446
Xp-3dv,4.699968561905202
Xp-4dv,3.2021463045720355
Xp-5dv,1.965779072826879
Xp-6dv,1.1149022732647833
Xp-7dv,0.6405261618964061
Xpc-4d,3.874148442266022
Xpc-5d,5.9846691811882895
Xpc-6d,8.227637358042696
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,44
nFRing,1
nHBAcc,3
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,6.688466592806395
AATS0dv,8.263505127702658
AATS0pe,6.394597619047618
AATS0se,7.816763642857141
AATS1dv,7.705387205387206
AATS1pe,6.5503409090909095
AATS1se,7.797937954545452
AATS2dv,6.408422120750887
AATS2pe,6.4819890410958925
AATS2se,7.813984109589036
AATS3dv,4.71604938271605
AATS3pe,6.345330107526884
AATS3se,7.745018387096772
AATS4dv,4.258881330309902
AATS4pe,6.490314285714284
AATS4se,7.951841081632651
AATS5dv,5.135933806146572
AATS5pe,6.385221276595743
AATS5se,7.853279085106384
AATS6dv,5.091016548463357
AATS6pe,6.29191170212766
AATS6se,7.7657898723404255
AATS7dv,4.664585934248856
AATS7pe,6.556279775280898
AATS7se,8.025429460674157
AATS8dv,3.4828201695671575
AATS8pe,6.3180963855421695
AATS8se,7.798649373493978
AATSC0Z,29.170068027210885
AATSC0c,0.022353382943666775
AATSC0d,0.594671201814059
AATSC0i,1.4791956134430968
AATSC0m,154.03988320181406
AATSC0p,0.3082289587464994
AATSC0s,1.6713309495037154
AATSC0v,52.20288405412826
AATSC1Z,-0.012059369202225823
AATSC1c,-0.012180412074824376
AATSC1d,0.19374871160585433
AATSC1i,-0.0280401967831725
AATSC1m,-0.055248216965573735
AATSC1p,0.002629973213290079
AATSC1s,-0.07402767907158704
AATSC1v,1.5079447290874333
AATSC2Z,0.40984064858820246
AATSC2c,-0.000357023339679031
AATSC2d,-0.040202839126518175
AATSC2i,0.010314799829234809
AATSC2m,2.162335774702574
AATSC2p,0.018820345758693315
AATSC2s,0.07923291994544904
AATSC2v,0.3733152050948285
AATSC3Z,-0.16853192890059238
AATSC3c,0.004063449024948377
AATSC3d,-0.1189927583936801
AATSC3i,-0.14300012567980944
AATSC3m,-0.9116391972057638
AATSC3p,-0.01110648277652913
AATSC3s,-0.01647490428609458
AATSC3v,-3.327570351057766
AATSC4Z,-1.7944606413994166
AATSC4c,-0.00472473699163214
AATSC4d,-0.040978296080336894
AATSC4i,-0.22974360235138344
