DLiP-ID,J100B1
AATS8i,162.316536577486
AATS8m,62.637935722222224
AATS8p,1.2998661846128516
AATS8s,2.967840268251791
AATS8v,173.6043067664026
AMID_C,1.407283835439593
AMID_N,0.2767659232121696
AMID_O,0.2633394634992575
AMID_X,0.07996212199338325
AMID_h,0.6200675087048103
ATS0dv,349.60493827160496
ATS0pe,228.82870000000003
ATS0se,276.46498899999995
ATS1dv,369.1111111111111
ATS1pe,245.7302
ATS1se,290.2086739999999
ATS2dv,490.66666666666663
ATS2pe,385.30310000000003
ATS2se,461.46518000000003
ATS3dv,440.66666666666663
ATS3pe,443.0721000000001
ATS3se,533.7450880000001
ATS4dv,505.1111111111111
ATS4pe,461.8111
ATS4se,557.45845
ATS5dv,428.1111111111111
ATS5pe,401.32169999999996
ATS5se,482.722074
ATS6dv,343.1111111111111
ATS6pe,391.5717
ATS6se,472.6844740000001
ATS7dv,234.77777777777777
ATS7pe,398.89940000000007
ATS7se,488.24718000000007
ATS8dv,182.22222222222223
ATS8pe,342.71150000000006
ATS8se,423.370968
ATSC0Z,388.9411764705882
ATSC0c,0.681212574121794
ATSC0d,22.117647058823525
ATSC0i,53.315028650363956
ATSC0m,1820.1810729705883
ATSC0p,8.190272262592236
ATSC0s,44.383438903682176
ATSC0v,1576.6841592697822
ATSC1Z,11.17993079584776
ATSC1c,-0.22164423418235896
ATSC1d,8.463667820069206
ATSC1i,2.41646528127202
ATSC1m,50.72336306055372
ATSC1p,0.12429994785857368
ATSC1s,-0.3693751189924308
ATSC1v,13.791709651481344
ATSC2Z,112.27681660899653
ATSC2c,0.0968439347552021
ATSC2d,0.15224913494809877
ATSC2i,-22.00782884661797
ATSC2m,529.8228734619377
ATSC2p,-0.31381406670263656
ATSC2s,7.403399439067702
ATSC2v,241.62429814260852
ATSC3Z,-174.6228373702422
ATSC3c,-0.46626814457178206
ATSC3d,-3.9307958477508644
ATSC3i,-13.966855238473986
ATSC3m,-807.3369871202422
ATSC3p,-1.1495858357444502
ATSC3s,-16.436384437714942
ATSC3v,-398.3457177849739
ATSC4Z,-45.823529411764696
ATSC4c,0.23591526063501025
ATSC4d,-6.411764705882352
ATSC4i,5.76375233207099
ATSC4m,-224.1841292352941
ATSC4p,-1.763906877290765
ATSC4s,19.79468808556802
ATSC4v,-254.0789912172255
ATSC5Z,-24.664359861591688
ATSC5c,0.01851865199948133
ATSC5d,-2.3183391003460203
ATSC5i,9.534042898685994
ATSC5m,-114.13887333217983
ATSC5p,0.565090026400775
ATSC5s,-12.34290447801811
ATSC5v,-16.00969928455831
ATSC6Z,-100.19377162629756
ATSC6c,0.06981972133740884
ATSC6d,-10.96539792387543
ATSC6i,6.452972029114999
ATSC6m,-470.8850453321798
ATSC6p,-0.6561531408655195
ATSC6s,-8.292104070978294
ATSC6v,-268.39202801999886
ATSC7Z,-85.33564013840834
ATSC7c,0.005047189363111831
ATSC7d,-9.446366782006919
ATSC7i,-16.918815947045985
ATSC7m,-407.16690906487884
ATSC7p,-1.806258496278422
ATSC7s,-10.63580606198207
ATSC7v,-619.1419891946002
ATSC8Z,-68.49480968858131
ATSC8c,-0.11969147880078862
ATSC8d,4.460207612456746
ATSC8i,-4.244919606792001
ATSC8m,-319.7165861003461
ATSC8p,-0.3320635012674323
ATSC8s,-18.77149108789539
ATSC8v,-372.74221243491064
AXp-0d,0.7131759075173858
AXp-1d,0.4392380789857581
AXp-2d,0.2886184334076722
AXp-3d,0.1805745856904622
AXp-4d,0.115219888152466
AXp-5d,0.0759126500404268
AXp-6d,0.046890386660915225
AXp-7d,0.03102362145949666
GATS1Z,0.5302858439201453
GATS1c,1.3082952743878533
GATS1d,0.7045656028368796
GATS1i,1.0759010131896374
GATS1m,0.5342505534561799
GATS1p,0.8537316406161928
GATS1s,0.5664494260328269
GATS1v,0.809447008764675
GATS2Z,0.5339429876713188
GATS2c,0.8947200999407745
GATS2d,1.1318782098312548
GATS2i,1.2829934520742847
GATS2m,0.53594889986885
GATS2p,0.93513943328271
GATS2s,0.566333672991836
GATS2v,0.8163616998004866
GATS3Z,1.1499860393689798
GATS3c,1.5855511351215
GATS3d,1.06736906710311
GATS3i,1.1566998048144206
GATS3m,1.1446449604639737
GATS3p,1.0034415226315674
GATS3s,1.1889067723986981
GATS3v,1.0067068606332652
GATS4Z,0.9301837568058078
GATS4c,1.0395879465763593
GATS4d,1.1409574468085109
GATS4i,1.0101160438959613
GATS4m,0.9330553443439009
GATS4p,0.9919565311887111
GATS4s,1.0495717387739087
GATS4v,0.9754626164721473
GATS5Z,0.7277716064835098
GATS5c,1.4419353035169769
GATS5d,1.144740462215701
GATS5i,0.9102223308339855
GATS5m,0.7277082885563776
GATS5p,0.8268057094118337
GATS5s,2.06016597497909
GATS5v,0.8572293658140032
GATS6Z,0.9259887977971089
GATS6c,0.9289763736335785
GATS6d,1.2605007336757157
GATS6i,0.9621628366857125
GATS6m,0.9276140338995519
GATS6p,0.9421396431352788
GATS6s,1.4968356395339828
GATS6v,0.9880734257884866
GATS7Z,0.9465167653446791
GATS7c,1.0494762867292848
GATS7d,1.1618198465294736
GATS7i,1.1039346207928764
GATS7m,0.9508525852564003
GATS7p,1.0732669494012206
GATS7s,0.9093699559072127
GATS7v,1.1846684422691467
GATS8Z,1.004793473146468
GATS8c,0.7976030077951856
GATS8d,0.6493055555555557
GATS8i,1.0063611253022577
GATS8m,1.0084500006663129
GATS8p,0.980997142119424
GATS8s,1.207727238747487
GATS8v,1.169161448805752
MATS1Z,0.02714761040532368
MATS1c,-0.30729125322816797
MATS1d,0.36140661938534296
MATS1i,0.042806264347279153
MATS1m,0.026319029000722173
MATS1p,0.014333393498521928
MATS1s,-0.007860010122367173
MATS1v,0.008261327091511434
MATS2Z,0.1692221040115151
MATS2c,0.08333754337387593
MATS2d,0.004035216434336074
MATS2i,-0.2419794450945936
MATS2m,0.17063457421153944
MATS2p,-0.02246078814452069
MATS2s,0.09778250438247588
MATS2v,0.08983525908655439
MATS3Z,-0.23484573502722328
MATS3c,-0.35802936653924394
MATS3d,-0.09296235679214404
MATS3i,-0.13702964901533266
MATS3m,-0.23200952552475726
MATS3p,-0.07341902716964144
MATS3s,-0.19370949188608458
MATS3v,-0.13215421183424197
MATS4Z,-0.05890804597701149
MATS4c,0.1731583279559597
MATS4d,-0.14494680851063832
MATS4i,0.05405373004551169
MATS4m,-0.06158291956893583
MATS4p,-0.10768304280598391
MATS4s,0.22299633122756735
MATS4v,-0.08057383900365259
MATS5Z,-0.03717379060016271
MATS5c,0.01593593825089381
MATS5d,-0.06144534115920763
MATS5i,0.10482826026187586
MATS5m,-0.03675952667872217
MATS5p,0.04044550169128149
MATS5s,-0.16302242248950874
MATS5v,-0.005952362797044784
MATS6Z,-0.15101070154577884
MATS6c,0.06008227639672278
MATS6d,-0.2906272927366104
MATS6i,0.07095141468514923
MATS6m,-0.15165307735361527
MATS6p,-0.04696321245952118
MATS6s,-0.10952032364776562
MATS6v,-0.09978742849658202
MATS7Z,-0.12229131335971366
MATS7c,0.0041296764339564885
MATS7d,-0.23805371468433906
MATS7i,-0.17687620070565582
MATS7m,-0.12468291955595134
MATS7p,-0.12292229103430556
MATS7s,-0.13356680655923653
MATS7v,-0.2188742323134334
MATS8Z,-0.11088145011315005
MATS8c,-0.11062817148423536
MATS8d,0.1269700551615445
MATS8i,-0.05013083979302626
MATS8m,-0.11059506039378715
MATS8p,-0.025527480969278326
MATS8s,-0.2662949801369926
MATS8v,-0.14885006599635942
MAXaaN,3.8966753800285545
MAXaaO,5.123660294364659
MAXsCl,5.824195238621414
MINaaN,3.8660991355525987
MINaaO,5.016321283984974
MINsCl,5.824195238621414
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,28.28436795168119
SpAD_D,203.618142601249
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,582
TMWC10,120.29978884740203
TSRW10,71.84652238659561
VE1_Dt,4.623391900120131
VE2_Dt,0.21015417727818778
VE3_Dt,2.319585973596624
VR1_Dt,120.56895505558333
VR2_Dt,5.4804070479810605
VR3_Dt,5.580679190752635
Xc-3dv,0.7262112308339386
Xc-4dv,0.0
Xc-5dv,0.06668245882010149
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.21407617506269555
Xch-6d,0.4765620012511172
Xch-7d,0.6142893244939814
Xp-0dv,12.639816827367317
Xp-1dv,6.890398586615249
Xp-2dv,5.182622726170595
Xp-3dv,3.3144406974459732
Xp-4dv,2.1451942612787938
Xp-5dv,1.308972830870206
Xp-6dv,0.6491177345570956
Xp-7dv,0.35318519261266174
Xpc-4d,3.4286826887730486
Xpc-5d,5.648409855348605
Xpc-6d,7.928346478276605
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,36
nFRing,0
nHBAcc,5
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,6.755878054562257
AATS0dv,10.28249818445897
AATS0pe,6.730255882352942
AATS0se,8.131323205882351
AATS1dv,10.253086419753085
AATS1pe,6.825838888888889
AATS1se,8.061352055555552
AATS2dv,8.459770114942527
AATS2pe,6.643156896551725
AATS2se,7.956296206896552
AATS3dv,6.7794871794871785
AATS3pe,6.816493846153848
AATS3se,8.211462892307694
AATS4dv,7.428104575163398
AATS4pe,6.791339705882353
AATS4se,8.19791838235294
AATS5dv,7.381226053639846
AATS5pe,6.919339655172413
AATS5se,8.322794379310345
AATS6dv,5.915708812260536
AATS6pe,6.751236206896552
AATS6se,8.14973231034483
AATS7dv,3.8488160291438978
AATS7pe,6.53933442622951
AATS7se,8.004052131147542
AATS8dv,3.374485596707819
AATS8pe,6.3465092592592605
AATS8se,7.840203111111111
AATSC0Z,11.439446366782006
AATSC0c,0.02003566394475865
AATSC0d,0.6505190311418684
AATSC0i,1.568089077951881
AATSC0m,53.53473744031142
AATSC0p,0.24089036066447753
AATSC0s,1.3053952618730051
AATSC0v,46.37306350793477
AATSC1Z,0.31055363321799334
AATSC1c,-0.0061567842828433045
AATSC1d,0.2351018838908113
AATSC1i,0.06712403559088945
AATSC1m,1.4089823072376033
AATSC1p,0.0034527763294048244
AATSC1s,-0.010260419972011967
AATSC1v,0.3831030458744818
AATSC2Z,1.935807182913733
AATSC2c,0.001669723013020726
AATSC2d,0.002624985085312048
AATSC2i,-0.3794453249416891
AATSC2m,9.134877128654098
AATSC2p,-0.0054105873569420095
AATSC2s,0.12764481791496038
AATSC2v,4.165936174872561
AATSC3Z,-2.6865051903114185
AATSC3c,-0.007173356070335109
AATSC3d,-0.06047378227309022
AATSC3i,-0.21487469597652287
AATSC3m,-12.42056903261911
AATSC3p,-0.017685935934530002
AATSC3s,-0.2528674528879222
AATSC3v,-6.128395658230367
AATSC4Z,-0.6738754325259514
AATSC4c,0.0034693420681619156
AATSC4d,-0.09429065743944635
AATSC4i,0.08476106370692632
AATSC4m,-3.2968254299307955
AATSC4p,-0.025939807018981836
