DLiP-ID,C001JH
ATS3m,8181.249054999998
ATS3p,129.209668032
ATS3s,373.8888888888889
ATS3v,20395.15087628573
ATS4Z,2308.0
ATS4d,296.0
ATS4i,14258.835295940191
ATS4m,8732.919005999998
ATS4p,126.15855242679199
ATS4s,595.1111111111111
ATS4v,20101.25288073181
ATS5Z,1908.0
ATS5d,239.0
ATS5i,13515.31555162229
ATS5m,7066.6346029999995
ATS5p,105.67823637079199
ATS5s,628.3333333333334
ATS5v,16357.117106371217
ATS6Z,1246.0
ATS6d,174.0
ATS6i,10919.674901048493
ATS6m,4430.915470000001
ATS6p,80.51783664509398
ATS6s,370.22222222222223
ATS6v,11947.644941665723
ATS7Z,874.0
ATS7d,121.0
ATS7i,8318.716448146897
ATS7m,3016.630806
ATS7p,60.087353081698
ATS7s,282.1111111111111
ATS7v,8590.269826139529
ATS8Z,400.0
ATS8d,72.0
ATS8i,6890.853347144595
ATS8m,1136.8003159999998
ATS8p,40.950122271396
ATS8s,148.00000000000003
ATS8v,5085.1969130310345
C1SP1,0
C1SP2,0
C1SP3,2
C2SP1,0
C2SP2,8
C2SP3,0
C3SP2,6
C3SP3,0
C4SP3,0
FCSP3,0.125
GGI10,0.0
JGI10,0.0
JGT10,0.5306649567797059
Kier1,16.84375
Kier2,5.8171745152354575
Kier3,2.423469387755102
MAXdO,12.568707482993197
MID_C,33.52136976644646
MID_N,0.0
MID_O,10.699611903634827
MID_X,0.0
MID_h,10.699611903634827
MINdO,12.568707482993196
MPC10,132
MWC01,24.0
MWC02,4.8283137373023015
MWC03,5.746203190540153
MWC04,6.695798917058491
MWC05,7.632885505395133
MWC06,8.583916823459145
MWC07,9.527848201325206
MWC08,10.479117287167616
MWC09,11.426070439393444
MWC10,12.377286910783312
NaaCH,2
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,10
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.901240000000001
SRW02,3.8918202981106265
SRW03,0.0
SRW04,5.303304908059076
SRW05,0.0
SRW06,6.928537818164665
SRW07,0.0
SRW08,8.663023639627777
SRW09,0.0
SRW10,10.457631253015656
SaaCH,2.327464096749811
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,-2.8387274292433
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.650185185185185
SdssS,0
SsCH3,2.934677605610145
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.201403133891268
VE1_D,4.628593625192048
VE2_A,0.19097286972233035
VE2_D,0.21039061932691128
VE3_A,2.223875909359384
VE3_D,2.320710429661925
VR1_A,124.23676810092674
VR1_D,123.49208398828932
VR2_A,5.6471258227693975
VR2_D,5.613276544922242
VR3_A,5.610646525512571
VR3_D,5.60463441711717
WPath,871
Xc-3d,2.157053844946009
Xc-4d,0.0
Xc-5d,0.8882746207734105
Xc-6d,0.0
Xp-0d,16.342416792648606
Xp-1d,10.251795315372462
Xp-2d,10.126408159906553
Xp-3d,9.12803170127928
Xp-4d,8.04427009689523
Xp-5d,6.557972661623791
Xp-6d,4.36337878074208
Xp-7d,3.0977725607399886
ZMIC0,76.68891386085673
ZMIC1,49.0300771165944
ZMIC2,46.083070752476274
ZMIC3,39.20672256953398
ZMIC4,38.71555484218096
ZMIC5,38.71555484218096
nAcid,0
nAtom,34
nBase,0
nRing,3
piPC1,3.4965075614664802
piPC2,4.219507705176107
piPC3,4.901564199041894
piPC4,5.5422434570447745
piPC5,6.128777841816999
piPC6,6.445521387000762
piPC7,6.8047530913924374
piPC8,7.127994617148957
piPC9,7.523211151826211
AATS0Z,28.58823529411765
AATS0d,4.0
AATS0i,157.65968342782318
AATS0m,113.41843264705882
AATS0p,1.5828523193584707
AATS0s,8.92156862745098
AATS0v,248.45941243960533
AATS1Z,28.22222222222222
AATS1d,4.722222222222222
AATS1i,143.55766301660557
AATS1m,108.64174399999999
AATS1p,1.9245462895555552
AATS1s,4.351851851851852
AATS1v,296.8230193724689
AATS2Z,27.620689655172413
AATS2d,4.793103448275862
AATS2i,144.65508240424302
AATS2m,107.45570051724135
AATS2p,1.842082375329207
AATS2s,4.103448275862069
AATS2v,283.3966994166426
AATS3Z,28.373333333333335
AATS3d,4.226666666666667
AATS3i,145.266225617436
AATS3m,109.08332073333331
AATS3p,1.72279557376
AATS3s,4.985185185185186
AATS3v,271.93534501714305
AATS4Z,25.08695652173913
AATS4d,3.217391304347826
AATS4i,154.98734017326294
AATS4m,94.92303267391303
AATS4p,1.3712886133346955
AATS4s,6.4685990338164245
AATS4v,218.49187913838924
AATS5Z,22.44705882352941
AATS5d,2.8117647058823527
AATS5i,159.00371237202694
AATS5m,83.13687768235293
AATS5p,1.243273369068141
AATS5s,7.392156862745098
AATS5v,192.4366718396614
AATS6Z,18.323529411764707
AATS6d,2.5588235294117645
AATS6i,160.5834544271837
AATS6m,65.16052161764708
AATS6p,1.184085833016088
AATS6s,5.444444444444445
AATS6v,175.70066090684887
AATS7Z,16.807692307692307
AATS7d,2.326923076923077
AATS7i,159.97531631051726
AATS7m,58.01213088461539
AATS7p,1.1555260208018845
AATS7s,5.425213675213675
AATS7v,165.1974966565294
AATS8Z,9.523809523809524
AATS8d,1.7142857142857142
AATS8i,164.06793683677608
AATS8m,27.066674190476185
AATS8p,0.9750029112237142
AATS8s,3.5238095238095246
AATS8v,121.0761169769294
AMID_C,1.5236986257475664
AMID_N,0.0
AMID_O,0.4863459956197648
AMID_X,0.0
AMID_h,0.4863459956197648
ATS0dv,384.0
ATS0pe,233.1216
ATS0se,281.38012
ATS1dv,376.0
ATS1pe,244.82899999999998
ATS1se,290.75832
ATS2dv,596.0
ATS2pe,381.90899999999993
ATS2se,456.417656
ATS3dv,768.0
ATS3pe,516.5425
ATS3se,613.259116
ATS4dv,822.0
ATS4pe,642.4713999999999
ATS4se,772.9953840000001
ATS5dv,622.0
ATS5pe,594.5142
ATS5se,720.4343
ATS6dv,308.0
ATS6pe,461.18019999999996
ATS6se,565.1200719999999
ATS7dv,169.0
ATS7pe,350.4502
ATS7se,430.063944
ATS8dv,18.0
ATS8pe,264.145
ATS8se,332.264576
ATSC0Z,256.2352941176471
ATSC0c,1.7278536563229925
ATSC0d,30.117647058823525
ATSC0i,46.56874945478043
ATSC0m,1204.4716877647058
ATSC0p,7.849364525180469
ATSC0s,124.39215686274511
ATSC0v,1545.2864373141306
ATSC1Z,-24.71972318339099
ATSC1c,-0.8661632130952007
ATSC1d,17.40484429065744
ATSC1i,13.425975611447397
ATSC1m,-104.57781528027667
ATSC1p,2.2365685080592668
ATSC1s,-25.513264129181085
ATSC1v,283.78733467272684
ATSC2Z,115.95155709342563
ATSC2c,0.14230629187557406
ATSC2d,6.858131487889277
ATSC2i,11.588531535462925
ATSC2m,555.3231866366782
ATSC2p,2.4477723009042567
ATSC2s,1.8408304498269823
ATSC2v,759.9063452538392
ATSC3Z,-0.4013840830449418
ATSC3c,-0.4913916213971773
ATSC3d,-7.083044982698958
ATSC3i,-24.918164914685413
ATSC3m,-4.766276775086155
ATSC3p,-3.776334265344095
ATSC3s,-35.858515955401764
ATSC3v,-369.18587667923225
ATSC4Z,51.12802768166092
ATSC4c,-0.15326575862526876
ATSC4d,-17.494809688581313
ATSC4i,-21.963933730527394
ATSC4m,229.23107757785493
ATSC4p,-3.3878711934862134
ATSC4s,16.36370626682046
ATSC4v,-285.0252133908549
ATSC5Z,-19.058823529411764
ATSC5c,0.9670235196375079
ATSC5d,-11.588235294117647
ATSC5i,-5.631091942815705
ATSC5m,-109.29006070588218
ATSC5p,-1.4810841997157649
ATSC5s,64.74509803921569
ATSC5v,-490.01576277522827
ATSC6Z,-148.82352941176472
ATSC6c,-0.37839211226845787
ATSC6d,-13.058823529411764
ATSC6i,-1.822082707507819
ATSC6m,-695.225682
ATSC6p,-0.6958699247078829
ATSC6s,-51.89542483660131
ATSC6v,-500.13115670312084
ATSC7Z,-178.5951557093426
ATSC7c,0.21345302200840627
ATSC7d,-13.53287197231834
ATSC7i,-12.15252427615866
ATSC7m,-847.3479294048444
ATSC7p,-2.6926790534528378
ATSC7s,-23.861207227989237
ATSC7v,-957.0233981460145
ATSC8Z,-193.23183391003465
ATSC8c,-0.5179468676604214
ATSC8d,1.619377162629756
ATSC8i,-10.136204143256265
ATSC8m,-909.5405265328723
ATSC8p,-2.255111159709288
ATSC8s,-40.83737024221454
ATSC8v,-869.2381700052141
AXp-0d,0.7428371269385731
AXp-1d,0.42715813814051923
AXp-2d,0.26648442526069877
AXp-3d,0.16300056609427285
AXp-4d,0.10055337621119038
AXp-5d,0.06072196908910917
AXp-6d,0.035765399842148195
AXp-7d,0.022447627251739048
GATS1Z,0.7512626262626262
GATS1c,1.2847169640741425
GATS1d,0.5782877604166667
GATS1i,0.7587332847962215
GATS1m,0.7469251899447004
GATS1p,0.7383595707326276
GATS1s,0.8867565153425807
GATS1v,0.6944911023223619
GATS2Z,0.44187565308254956
GATS2c,0.5427227351391798
GATS2d,1.05792025862069
GATS2i,0.8750636206493446
GATS2m,0.4453987200946888
GATS2p,0.8383326612767922
GATS2s,0.6068128451537156
GATS2v,0.6563370840388039
GATS3Z,0.7177777777777777
GATS3c,0.9786919670722014
GATS3d,1.2125781250000003
GATS3i,1.2492583140562261
GATS3m,0.720942528496887
GATS3p,1.1989967658653815
GATS3s,0.9680138713745269
GATS3v,0.9649843214879853
GATS4Z,0.8665184453227931
GATS4c,1.129420045548444
GATS4d,1.2386209239130437
GATS4i,1.1454618098151081
GATS4m,0.8653449939294606
GATS4p,1.1063606896391647
GATS4s,1.0890348292121277
GATS4v,0.9572925026245725
GATS5Z,1.056060606060606
GATS5c,0.9540937428979679
GATS5d,1.121484375
GATS5i,1.0080790722025421
GATS5m,1.0558506454112004
GATS5p,1.0129566203379912
GATS5s,1.0805800756620427
GATS5v,1.0347845186254014
GATS6Z,1.3484848484848484
GATS6c,1.2043878840923057
GATS6d,1.1440429687500002
GATS6i,0.9733336975594641
GATS6m,1.341753325695782
GATS6p,0.9886246980278125
GATS6s,1.4400220680958384
GATS6v,1.112154021119842
GATS7Z,1.5008741258741256
GATS7c,1.0794685555344923
GATS7d,1.1589167668269234
GATS7i,1.1213004328276681
GATS7m,1.5010284466339263
GATS7p,1.168033353270685
GATS7s,1.2232818411097097
GATS7v,1.3575206882500124
GATS8Z,1.7570346320346317
GATS8c,1.403741441926166
GATS8d,0.6522042410714287
GATS8i,1.1084543238673639
GATS8m,1.7586915207160068
GATS8p,1.194560251284845
GATS8s,1.1046733321323483
GATS8v,1.5312404602029521
MATS1Z,-0.09111315171921226
MATS1c,-0.4734446297557232
MATS1d,0.5457899305555556
MATS1i,0.2722874937792955
MATS1m,-0.08200104465459963
MATS1p,0.2691064601828272
MATS1s,-0.19370884124982485
MATS1v,0.17344445998063784
MATS2Z,0.2652702574332669
MATS2c,0.04828008981830692
MATS2d,0.13348599137931041
MATS2i,0.14587630517310693
MATS2m,0.2702714269902327
MATS2p,0.18280473525917268
MATS2s,0.008675044571030969
MATS2v,0.28827169485514686
MATS3Z,-0.0007101316192224559
MATS3c,-0.12892538721949018
MATS3d,-0.10661458333333329
MATS3i,-0.24257114252752304
MATS3m,-0.0017939086156927193
MATS3p,-0.21809895499151416
MATS3s,-0.13068235953481852
MATS3v,-0.10830630493689047
MATS4Z,0.07374136623148482
MATS4c,-0.03278153401343524
MATS4d,-0.21467391304347827
MATS4i,-0.1743037130892359
MATS4m,0.07033443282931877
MATS4p,-0.1595083716774746
MATS4s,0.04861606082204801
MATS4v,-0.0681656179755762
MATS5Z,-0.029752066115702476
MATS5c,0.2238669961657307
MATS5d,-0.15390625000000002
MATS5i,-0.04836798933828922
MATS5m,-0.036294771165175634
MATS5p,-0.07547536848184343
MATS5s,0.2081967213114754
MATS5v,-0.1268414064713923
MATS6Z,-0.29040404040404044
MATS6c,-0.10949773173316826
MATS6d,-0.21679687500000003
MATS6i,-0.01956336307975279
MATS6m,-0.2886019194399747
MATS6p,-0.044326513469692866
MATS6s,-0.20859604875998317
MATS6v,-0.1618247415580768
MATS7Z,-0.455728614819524
MATS7c,0.08077387628072681
MATS7d,-0.2937950721153847
MATS7i,-0.17062689787717036
MATS7m,-0.45998190761881225
MATS7p,-0.2242981373835178
MATS7s,-0.12542236557053704
MATS7v,-0.4049385621387838
MATS8Z,-0.6104770650225196
MATS8c,-0.24266541318763726
MATS8d,0.04352678571428567
MATS8i,-0.17620182393189676
MATS8m,-0.6113009707364893
MATS8p,-0.23257502834161548
MATS8s,-0.2657629255989912
MATS8v,-0.45536476459935543
MAXsOH,10.068085002519526
MINsOH,9.97659297052154
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,27.395731856801426
SpAD_D,162.98568011628157
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1020
TMWC10,123.2974410124248
TSRW10,57.2443179169778
VE1_Dt,4.686592076828569
VE2_Dt,0.2130269125831168
VE3_Dt,2.3331630426238434
VR1_Dt,114.60861118150967
VR2_Dt,5.209482326432258
VR3_Dt,5.529980303021861
Xc-3dv,0.8816400509593487
Xc-4dv,0.0
Xc-5dv,0.2070564696819157
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.12775887936233993
Xch-7d,0.5365295344390455
Xp-0dv,11.76005150130681
Xp-1dv,6.457376019843031
Xp-2dv,5.280643246435026
Xp-3dv,3.847630544542806
Xp-4dv,2.730333546064185
Xp-5dv,1.8768943080189502
Xp-6dv,1.1295564876321806
Xp-7dv,0.6423555030118101
Xpc-4d,5.76675534333155
Xpc-5d,10.175010033360874
Xpc-6d,18.489674717224215
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,36
nFRing,1
nHBAcc,6
nHBDon,4
nHRing,0
nSpiro,0
naRing,2
piPC10,7.725978282507339
AATS0dv,11.294117647058824
AATS0pe,6.856517647058824
AATS0se,8.27588588235294
AATS1dv,10.444444444444445
AATS1pe,6.800805555555555
AATS1se,8.07662
AATS2dv,10.275862068965518
AATS2pe,6.584637931034481
AATS2se,7.869269931034483
AATS3dv,10.24
AATS3pe,6.8872333333333335
AATS3se,8.176788213333333
AATS4dv,8.934782608695652
AATS4pe,6.983384782608694
AATS4se,8.402123739130435
AATS5dv,7.317647058823529
AATS5pe,6.994284705882352
AATS5se,8.475697647058823
AATS6dv,4.529411764705882
AATS6pe,6.782061764705881
AATS6se,8.310589294117646
AATS7dv,3.25
AATS7pe,6.739426923076923
AATS7se,8.27046046153846
AATS8dv,0.42857142857142855
AATS8pe,6.289166666666667
AATS8se,7.911061333333333
AATSC0Z,7.536332179930796
AATSC0c,0.05081922518597037
AATSC0d,0.8858131487889273
AATSC0i,1.369669101611189
AATSC0m,35.42563787543253
AATSC0p,0.23086366250530793
AATSC0s,3.658592848904268
AATSC0v,45.44960109747443
AATSC1Z,-0.6866589773164163
AATSC1c,-0.024060089252644464
AATSC1d,0.48346789696270664
AATSC1i,0.3729437669846499
AATSC1m,-2.9049393133410186
AATSC1p,0.0621269030016463
AATSC1s,-0.7087017813661413
AATSC1v,7.882981518686857
AATSC2Z,1.9991647774728558
AATSC2c,0.002453556756475415
AATSC2d,0.11824364634291856
AATSC2i,0.19980226785280905
AATSC2m,9.574537700632384
AATSC2p,0.042202970705245806
AATSC2s,0.0317384560314997
AATSC2v,13.101833538859296
AATSC3Z,-0.005351787773932557
AATSC3c,-0.006551888285295697
AATSC3d,-0.09444059976931944
AATSC3i,-0.3322421988624722
AATSC3m,-0.06355035700114874
AATSC3p,-0.05035112353792127
AATSC3s,-0.4781135460720235
AATSC3v,-4.922478355723097
AATSC4Z,0.5557394313224012
AATSC4c,-0.0016659321589703126
AATSC4d,-0.19016097487588385
AATSC4i,-0.2387384101144282
AATSC4m,2.4916421475853796
AATSC4p,-0.03682468688571971
AATSC4s,0.1778663724654398
AATSC4v,-3.098100145552771
AATSC5Z,-0.22422145328719723
AATSC5c,0.011376747289853033
AATSC5d,-0.13633217993079585
AATSC5i,-0.06624814050371418
AATSC5m,-1.2857654200692021
AATSC5p,-0.017424519996656056
AATSC5s,0.7617070357554787
AATSC5v,-5.764891326767391
AATSC6Z,-2.188581314878893
AATSC6c,-0.005564589886300851
AATSC6d,-0.19204152249134948
AATSC6i,-0.026795333933938514
AATSC6m,-10.223907088235293
AATSC6p,-0.01023338124570416
AATSC6s,-0.7631680123029604
