DLiP-ID,T002YX
RNCG,0.31544236956795557
RPCG,0.20814305591623206
SIC0,0.2956478546640366
SIC1,0.5356008332326782
SIC2,0.6930747460828791
SIC3,0.9058207996362423
SIC4,1.0
SIC5,1.0
SaaN,0
SaaO,0
SaaS,0
Sare,26.0
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,17.892366258614455
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,36.13154788479711
TIC1,65.45654516950493
TIC2,84.70165766734145
TIC3,110.70165766734145
TIC4,122.21143267166839
TIC5,122.21143267166839
Vabc,194.80681718268227
WPol,22
apol,30.78392999999999
bpol,10.900069999999998
nRot,2
ABCGG,10.107470257986014
ATS0Z,670.0
ATS0d,90.0
ATS0i,4053.8570068199906
ATS0m,2653.498216
ATS0p,42.631441048490004
ATS0s,176.8888888888889
ATS0v,6465.729497943659
ATS1Z,712.0
ATS1d,109.0
ATS1i,3830.499905600501
ATS1m,2725.300348999999
ATS1p,53.04051045199998
ATS1s,107.88888888888889
ATS1v,7919.345322933164
ATS2Z,1012.0
ATS2d,157.0
ATS2i,5837.3288679147
ATS2m,3839.3057190000013
ATS2p,76.24456157999997
ATS2s,183.0000000000001
ATS2v,11115.872111424917
ATS3Z,1042.0
ATS3d,170.0
ATS3i,8072.056798937944
ATS3m,3816.332301999999
ATS3p,83.879803327396
ATS3s,201.55555555555554
ATS3v,11831.438719307294
ATS4Z,846.0
ATS4d,140.0
ATS4i,8363.252371922796
ATS4m,2965.3679
ATS4p,72.20303740509401
ATS4s,196.33333333333337
ATS4v,9834.0697055936
ATS5Z,626.0
ATS5d,113.0
ATS5i,7470.256527675689
ATS5m,2181.604463999999
ATS5p,57.74988869218799
ATS5s,139.44444444444446
ATS5v,7600.895788684316
ATS6Z,502.0
ATS6d,90.0
ATS6i,5367.03163842309
ATS6m,1813.9005539999994
ATS6p,42.12650938848998
ATS6s,101.66666666666664
ATS6v,5669.1694922958295
ATS7Z,470.0
ATS7d,64.0
ATS7i,3788.585129665397
ATS7m,1731.0583290000002
ATS7p,29.272626381396
ATS7s,117.11111111111109
ATS7v,4407.9195040122395
ATS8Z,362.0
ATS8d,42.0
ATS8i,3293.1872486677985
ATS8m,1276.5206739999999
ATS8p,20.264699585698
ATS8s,116.1111111111111
ATS8v,3179.833382966209
C1SP1,0
C1SP2,1
C1SP3,0
C2SP1,0
C2SP2,9
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.0
JGI10,0.0
JGT10,0.4948772498215116
Kier1,12.456747404844291
Kier2,5.55765595463138
Kier3,3.25
MAXdO,10.660333308866859
MID_C,26.990482982992248
MID_N,0.0
MID_O,5.179953741406165
MID_X,0.0
MID_h,5.179953741406165
MINdO,10.660333308866859
MPC10,32
MWC01,17.0
MWC02,4.394449154672439
MWC03,5.209486152841421
MWC04,6.052089168924417
MWC05,6.88653164253051
MWC06,7.732369222284388
MWC07,8.57300625623545
MWC08,9.420358156071465
MWC09,10.263780941997572
MWC10,11.11186563934097
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.7574000000000005
SRW02,3.5553480614894135
SRW03,0.0
SRW04,4.844187086458591
SRW05,0.0
SRW06,6.333279628139691
SRW07,0.0
SRW08,7.902117546276448
SRW09,0.0
SRW10,9.508591395777199
SaaCH,13.37282879818594
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.3409011505836914
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.9330961829176119
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.7225378086705696
VE1_D,3.935051211708914
VE2_A,0.2326586130419106
VE2_D,0.24594070073180713
VE3_A,1.7844092715655002
VE3_D,1.8399275254418295
VR1_A,75.22347244631597
VR1_D,73.33562644577738
VR2_A,4.701467027894748
VR2_D,4.583476652861086
VR3_A,4.790466945092601
VR3_D,4.765050156156247
WPath,471
Xc-3d,1.1220084679281461
Xc-4d,0.0
Xc-5d,0.25
Xc-6d,0.0
Xp-0d,11.543605595440512
Xp-1d,7.66470379794645
Xp-2d,6.93882869429487
Xp-3d,5.486485805960474
Xp-4d,4.040318621543377
Xp-5d,3.210076318445267
Xp-6d,2.1488302766186966
Xp-7d,1.4657231361611447
ZMIC0,52.92944315306186
ZMIC1,44.5098995262995
ZMIC2,30.874451474228945
ZMIC3,22.566556794392604
ZMIC4,20.248048016607783
ZMIC5,20.248048016607783
nAcid,1
nAtom,26
nBase,0
nRing,2
piPC1,3.2188758248682006
piPC2,3.8066624897703196
piPC3,4.350277936359301
piPC4,4.861748513388538
piPC5,5.425500526716335
piPC6,5.614495783829436
piPC7,5.981098504858804
piPC8,6.123862485115446
piPC9,6.441718770297513
AATS0Z,25.76923076923077
AATS0d,3.4615384615384617
AATS0i,155.91757718538426
AATS0m,102.05762369230769
AATS0p,1.6396708095573078
AATS0s,6.803418803418804
AATS0v,248.68190376706383
AATS1Z,26.37037037037037
AATS1d,4.037037037037037
AATS1i,141.8703668740926
AATS1m,100.93704996296293
AATS1p,1.9644633500740734
AATS1s,3.995884773662551
AATS1v,293.30908603456163
AATS2Z,24.682926829268293
AATS2d,3.8292682926829267
AATS2i,142.3738748271878
AATS2m,93.64160290243906
AATS2p,1.859623453170731
AATS2s,4.4634146341463445
AATS2v,271.1188319859736
AATS3Z,19.296296296296298
AATS3d,3.1481481481481484
AATS3i,149.48253331366564
AATS3m,70.67282040740739
AATS3p,1.553329691248074
AATS3s,3.732510288065843
AATS3v,219.10071702420916
AATS4Z,15.666666666666666
AATS4d,2.5925925925925926
AATS4i,154.87504392449623
AATS4m,54.91422037037037
AATS4p,1.3370932852795188
AATS4s,3.635802469135803
AATS4v,182.11240195543704
AATS5Z,13.319148936170214
AATS5d,2.404255319148936
AATS5i,158.9416282484189
AATS5m,46.41711625531913
AATS5p,1.2287210360039997
AATS5s,2.966903073286052
AATS5v,161.72118699328334
AATS6Z,14.764705882352942
AATS6d,2.6470588235294117
AATS6i,157.8538717183262
AATS6m,53.35001629411763
AATS6p,1.2390149820144112
AATS6s,2.9901960784313717
AATS6v,166.74027918517146
AATS7Z,19.583333333333332
AATS7d,2.6666666666666665
AATS7i,157.8577137360582
AATS7m,72.127430375
AATS7p,1.2196927658915
AATS7s,4.879629629629629
AATS7v,183.66331266717665
AATS8Z,18.1
AATS8d,2.1
AATS8i,164.65936243338993
AATS8m,63.826033699999996
AATS8p,1.0132349792849
AATS8s,5.805555555555555
AATS8v,158.99166914831045
AMID_C,1.6869051864370155
AMID_N,0.0
AMID_O,0.3237471088378853
AMID_X,0.0
AMID_h,0.3237471088378853
ATS0dv,238.0
ATS0pe,168.4333
ATS0se,205.26649600000002
ATS1dv,228.0
ATS1pe,177.36700000000002
ATS1se,211.55226800000003
ATS2dv,308.0
ATS2pe,264.9466000000001
ATS2se,317.33391600000004
ATS3dv,272.0
ATS3pe,338.986
ATS3se,414.0797200000001
ATS4dv,206.0
ATS4pe,335.6955
ATS4se,415.31131999999997
ATS5dv,164.0
ATS5pe,279.78049999999996
ATS5se,351.7075439999999
ATS6dv,146.0
ATS6pe,201.04299999999998
ATS6se,252.21012
ATS7dv,136.0
ATS7pe,157.12550000000005
ATS7se,192.69973199999993
ATS8dv,102.0
ATS8pe,139.1105
ATS8se,170.679664
ATSC0Z,187.53846153846155
ATSC0c,0.8992951642616048
ATSC0d,15.538461538461537
ATSC0i,35.67348461420534
ATSC0m,888.4902006153845
ATSC0p,6.183350808301537
ATSC0s,67.4871794871795
ATSC0v,1273.5953792057417
ATSC1Z,-10.366863905325438
ATSC1c,-0.592433581019851
ATSC1d,3.5562130177514786
ATSC1i,6.874111544107068
ATSC1m,-43.45005348520712
ATSC1p,1.1340652950841719
ATSC1s,-12.347797501643658
ATSC1v,142.01515296965232
ATSC2Z,-10.579881656804725
ATSC2c,0.18869213589482717
ATSC2d,-6.502958579881655
ATSC2i,-4.055775642005836
ATSC2m,-57.582976739644934
ATSC2p,-0.8696381803497328
ATSC2s,20.475345167652865
ATSC2v,-229.41047217809455
ATSC3Z,-49.502958579881664
ATSC3c,0.016405623867642986
ATSC3d,-7.041420118343196
ATSC3i,-10.955106969233656
ATSC3m,-237.8103522011834
ATSC3p,-1.9560864565833485
ATSC3s,-3.3622616699539773
ATSC3v,-413.6586025349858
ATSC4Z,-90.42603550295857
ATSC4c,-0.07765152888642578
ATSC4d,0.18934911242603528
ATSC4i,-10.91640463350563
ATSC4m,-429.2408095857986
ATSC4p,-2.0750779562668873
ATSC4s,-18.840894148586457
ATSC4v,-548.8920467697156
ATSC5Z,20.603550295857985
ATSC5c,-0.06352383633433045
ATSC5d,3.911242603550295
ATSC5i,4.086008730603279
ATSC5m,100.66187719526627
ATSC5p,0.7932275211813723
ATSC5s,-8.773833004602233
ATSC5v,195.8353395180027
ATSC6Z,73.21893491124261
ATSC6c,0.08405005927006294
ATSC6d,-2.1656804733727832
ATSC6i,-2.8463064512593395
ATSC6m,343.49320642603556
ATSC6p,-0.16948982359662754
ATSC6s,10.200525969756747
ATSC6v,224.08148207483958
ATSC7Z,15.041420118343197
ATSC7c,0.09567861987838101
ATSC7d,-2.6508875739644973
ATSC7i,-8.308158064270497
ATSC7m,69.75370858579882
ATSC7p,-1.2024361535573431
ATSC7s,-2.073635765943462
ATSC7v,-66.48485523993041
ATSC8Z,-50.875739644970416
ATSC8c,-0.09514012360370955
ATSC8d,1.1242603550295858
ATSC8i,-2.747947752915354
ATSC8m,-235.17536031952662
ATSC8p,-0.4798115889201068
ATSC8s,-26.05851413543722
ATSC8v,-154.08462163031018
AXp-0d,0.721475349715032
AXp-1d,0.4508649292909676
AXp-2d,0.3016882040997769
AXp-3d,0.1959459216414455
AXp-4d,0.12625995692323053
AXp-5d,0.08025190796113167
AXp-6d,0.05372075691546742
AXp-7d,0.03664307840402862
GATS1Z,0.7652751192537902
GATS1c,1.4734161237877934
GATS1d,0.8342500916758343
GATS1i,0.7840275100438221
GATS1m,0.7637283142550831
GATS1p,0.7747977612329227
GATS1s,0.856739464895493
GATS1v,0.7529209147330703
GATS2Z,0.7575681786350267
GATS2c,0.49101948224270026
GATS2d,1.4127022458343397
GATS2i,1.0310346912706834
GATS2m,0.7695998581002618
GATS2p,1.041808892232031
GATS2s,0.4256554723601945
GATS2v,1.0030390477587496
GATS3Z,0.9825145079451888
GATS3c,0.6959175357654752
GATS3d,1.2215804913824717
GATS3i,1.1032929972252363
GATS3m,0.9890543784720409
GATS3p,1.1132041734769185
GATS3s,0.7454548013058648
GATS3v,1.1060149637564811
GATS4Z,1.1898793789687965
GATS4c,0.8253119017635604
GATS4d,0.7746607994132747
GATS4i,1.1027030329588048
GATS4m,1.1921017282690376
GATS4p,1.1247286648437456
GATS4s,1.0133764400165108
GATS4v,1.1861723550602499
GATS5Z,0.9685956399560155
GATS5c,0.6593674697578962
GATS5d,0.650410785759427
GATS5i,0.8987382761204272
GATS5m,0.9719114027174998
GATS5p,0.9228392143529811
GATS5s,0.8153199034253807
GATS5v,0.9845130374115035
GATS6Z,0.7174998793610964
GATS6c,0.5841820571662352
GATS6d,1.1357018054746653
GATS6i,1.01794090530686
GATS6m,0.7276639815092745
GATS6p,1.0169407593197504
GATS6s,0.49331567733476345
GATS6v,0.9495981808974124
GATS7Z,0.9636912086409626
GATS7c,1.3121993271140686
GATS7d,1.2737211221122113
GATS7i,1.205331704064762
GATS7m,0.9581323474056103
GATS7p,1.1468064312465995
GATS7s,1.3068325734549133
GATS7v,0.9813643392764472
GATS8Z,1.5463494667760458
GATS8c,2.116186905545894
GATS8d,0.8044554455445545
GATS8i,1.061690298572579
GATS8m,1.5154199636275492
GATS8p,1.0022227039176737
GATS8s,2.571476063829787
GATS8v,0.993099656763498
MATS1Z,-0.05323124601221399
MATS1c,-0.6343763640784779
MATS1d,0.2203887055372204
MATS1i,0.18555840260178366
MATS1m,-0.04709201318825415
MATS1p,0.17661344319677905
MATS1s,-0.1761885999474652
MATS1v,0.10737737802926092
MATS2Z,-0.03577502551071447
MATS2c,0.13305801298161266
MATS2d,-0.26539483216614346
MATS2i,-0.07209711394861236
MATS2m,-0.04109897217181131
MATS2p,-0.089187543706123
MATS2s,0.1923975090814738
MATS2v,-0.11422765346075564
MATS3Z,-0.12709263816728952
MATS3c,0.008783550049339393
MATS3d,-0.21818848551521822
MATS3i,-0.14785999154213045
MATS3m,-0.12887174288489955
MATS3p,-0.15231537627739972
MATS3s,-0.023987766895568308
MATS3v,-0.15638322816490818
MATS4Z,-0.23215750615258404
MATS4c,-0.041574529312894466
MATS4d,0.005867253392005861
MATS4i,-0.1473376299577591
MATS4m,-0.23260976966154082
MATS4p,-0.1615809355716282
MATS4s,-0.1344187399151938
MATS4v,-0.20750809885703286
MATS5Z,0.06077531286544603
MATS5c,-0.039075986426114935
MATS5d,0.13924583947756475
MATS5i,0.06336205390844453
MATS5m,0.06267406633075463
MATS5p,0.07096584480632878
MATS5s,-0.07191898941559417
MATS5v,0.08506190027572151
MATS6Z,0.2985571587125416
MATS6c,0.07147105565579724
MATS6d,-0.10658124635993023
MATS6i,-0.061014148457771214
MATS6m,0.29563778567319204
MATS6p,-0.020961104928624467
MATS6s,0.11558346742952506
MATS6v,0.13454542177740847
MATS7Z,0.08688815969373803
MATS7c,0.11525897427313102
MATS7d,-0.18481848184818486
MATS7i,-0.25230236594387334
MATS7m,0.08505047954639977
MATS7p,-0.21066881157784442
MATS7s,-0.03328689631881126
MATS7v,-0.056552701917131167
MATS8Z,-0.35266611977030354
MATS8c,-0.13753233154141956
MATS8d,0.09405940594059406
MATS8i,-0.10013970088493798
MATS8m,-0.3440983009195058
MATS8p,-0.100876544924268
MATS8s,-0.5019630192502533
MATS8v,-0.15727915740737336
MAXsOH,9.142758044958622
MINsOH,8.749608213655833
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,20.337423853151606
SpAD_D,122.28713383895791
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,332
TMWC10,102.64393633489863
TSRW10,48.14352371814135
VE1_Dt,3.9642804806058187
VE2_Dt,0.24776753003786367
VE3_Dt,1.8473280001744532
VR1_Dt,72.21665994864516
VR2_Dt,4.513541246790322
VR3_Dt,4.749674395737625
Xc-3dv,0.37017914570875676
Xc-4dv,0.0
Xc-5dv,0.042992293264032394
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.16666666666666666
Xch-7d,0.22767090063073975
Xp-0dv,8.421477634980787
Xp-1dv,4.794072150823726
Xp-2dv,3.429376857940082
Xp-3dv,2.332488799157492
Xp-4dv,1.4591351613856862
Xp-5dv,0.974488206551568
Xp-6dv,0.4983491004562645
Xp-7dv,0.27362207446968817
Xpc-4d,2.3914974465658063
Xpc-5d,2.84302597228115
Xpc-6d,3.7271278243022055
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,27
nFRing,0
nHBAcc,2
nHBDon,2
nHRing,0
nSpiro,0
naRing,2
piPC10,6.751448630891297
AATS0dv,9.153846153846153
AATS0pe,6.478203846153846
AATS0se,7.8948652307692315
AATS1dv,8.444444444444445
AATS1pe,6.569148148148149
AATS1se,7.835269185185187
AATS2dv,7.512195121951219
AATS2pe,6.462112195121954
AATS2se,7.739851609756099
AATS3dv,5.037037037037037
AATS3pe,6.2775185185185185
AATS3se,7.668142962962965
AATS4dv,3.814814814814815
AATS4pe,6.216583333333333
AATS4se,7.69095037037037
AATS5dv,3.4893617021276597
AATS5pe,5.95277659574468
AATS5se,7.483139234042552
AATS6dv,4.294117647058823
AATS6pe,5.913029411764705
AATS6se,7.417944705882353
AATS7dv,5.666666666666667
AATS7pe,6.546895833333335
AATS7se,8.029155499999996
AATS8dv,5.1
AATS8pe,6.955525
AATS8se,8.5339832
AATSC0Z,7.21301775147929
AATSC0c,0.03458827554852326
AATSC0d,0.5976331360946745
AATSC0i,1.3720571005463593
AATSC0m,34.17270002366864
AATSC0p,0.2378211849346745
AATSC0s,2.595660749506904
AATSC0v,48.984437661759294
AATSC1Z,-0.3839579224194607
AATSC1c,-0.021941984482216705
AATSC1d,0.13171159325005477
AATSC1i,0.25459672385581733
AATSC1m,-1.6092612401928563
AATSC1p,0.04200241833645081
AATSC1s,-0.45732583339420957
AATSC1v,5.259820480357494
AATSC2Z,-0.25804589406840794
AATSC2c,0.004602247216947004
AATSC2d,-0.1586087458507721
AATSC2i,-0.09892135712209356
AATSC2m,-1.404462847308413
AATSC2p,-0.02121068732560324
AATSC2s,0.4993986626256796
AATSC2v,-5.595377370197428
AATSC3Z,-0.9167214551829937
AATSC3c,0.000303807849400796
AATSC3d,-0.13039666885820733
AATSC3i,-0.20287235128210473
AATSC3m,-4.403895411133026
AATSC3p,-0.03622382327006201
AATSC3s,-0.06226410499914773
AATSC3v,-7.660344491388626
AATSC4Z,-1.6745562130177514
AATSC4c,-0.0014379912756745513
AATSC4d,0.0035064650449265792
AATSC4i,-0.20215564136121536
AATSC4m,-7.9489038812184925
AATSC4p,-0.038427369560497915
AATSC4s,-0.3489054471960455
AATSC4v,-10.164667532772512
AATSC5Z,0.43837341055016993
AATSC5c,-0.001351570985836818
AATSC5d,0.08321792773511266
AATSC5i,0.08693635597028253
AATSC5m,2.1417420679843886
AATSC5p,0.016877181301731325
AATSC5s,-0.18667729797026028
AATSC5v,4.166709351446866
AATSC6Z,2.1534980856247827
AATSC6c,0.002472060566766557
AATSC6d,-0.06369648451096421
AATSC6i,-0.08371489562527469
AATSC6m,10.102741365471633
AATSC6p,-0.004984994811665516
AATSC6s,0.30001546969872783
AATSC6v,6.590631825730576
AATSC7Z,0.6267258382642998
