DLiP-ID,T002FQ
AATSC4s,-0.4104984987770073
AATSC4v,-3.7440847215169604
AATSC5Z,2.379123641567081
AATSC5c,0.003763514970970833
AATSC5d,-0.002196697219321662
AATSC5i,-0.12181788134219457
AATSC5m,11.107627593735941
AATSC5p,-0.048602816814063234
AATSC5s,0.4653038528972979
AATSC5v,0.10669217282055887
AATSC6Z,-0.4426301816759454
AATSC6c,0.0013435428467065934
AATSC6d,-0.02495859652626936
AATSC6i,-0.026804089146729753
AATSC6m,-2.556920690041942
AATSC6p,-0.007662922431053714
AATSC6s,0.015480887430738709
AATSC6v,0.20396763868781834
AATSC7Z,-0.7250271096424938
AATSC7c,-0.0015366017485742983
AATSC7d,-0.01801617186232572
AATSC7i,0.110786439151248
AATSC7m,-3.8890404478893434
AATSC7p,0.040582705072235166
AATSC7s,-0.2760349195006743
AATSC7v,3.860720930529338
AATSC8Z,-1.4581196581196583
AATSC8c,0.0013261367234660294
AATSC8d,0.03852728468113079
AATSC8i,-0.09038703321924549
AATSC8m,-10.17078629840355
AATSC8p,-0.08520681998030309
AATSC8s,-0.42959949961445093
AATSC8v,-1.702824942657624
ATS0are,245.58390000000006
ATS1are,262.183
ATS2are,422.44300000000004
ATS3are,555.186
ATS4are,577.0300000000001
ATS5are,534.0626000000002
ATS6are,499.13800000000003
ATS7are,489.73900000000015
ATS8are,405.82300000000004
ATSC0dv,149.08910414688194
ATSC0pe,4.649174358974358
ATSC0se,3.185385435897436
ATSC1dv,18.369890828808217
ATSC1pe,-0.5426961209730465
ATSC1se,-0.36835556081525306
ATSC2dv,-9.819869643915222
ATSC2pe,1.0585030243261
ATSC2se,1.0374746614069694
ATSC3dv,-49.23032897460248
ATSC3pe,0.009536094674556642
ATSC3se,0.17889750690335302
ATSC4dv,-56.08944732591455
ATSC4pe,-2.6894651545036163
ATSC4se,-1.7298744641683097
ATSC5dv,54.07718833451026
ATSC5pe,2.22771742274819
ATSC5se,1.3708868191978956
ATSC6dv,34.291213220671914
ATSC6pe,0.5013904010519369
ATSC6se,0.06288570677186063
ATSC7dv,-8.199525977873554
ATSC7pe,-1.2395775805391225
ATSC7se,-1.056266219592373
ATSC8dv,-44.58022580985544
ATSC8pe,-1.2989418803418815
ATSC8se,-1.1013756239316237
AXp-0dv,0.6158242672373351
AXp-1dv,0.3255694678453288
AXp-2dv,0.18566350765629072
AXp-3dv,0.0969603328503218
AXp-4dv,0.05404978106696192
AXp-5dv,0.029568175407594776
AXp-6dv,0.016553132084967618
AXp-7dv,0.008661800677812387
BertzCT,903.925081459323
ECIndex,481
ETA_eta,17.98125747624106
GATS1dv,0.6023268695279076
GATS1pe,0.7742491965797605
GATS1se,0.7877060610491646
GATS2dv,0.8277583031932616
GATS2pe,0.5393469284728948
GATS2se,0.4700679063237792
GATS3dv,1.071802091989182
GATS3pe,0.8613137448906465
GATS3se,0.8149867250564121
GATS4dv,1.1953022245450058
GATS4pe,1.369651092314637
GATS4se,1.3813972544934603
GATS5dv,0.8965241221238034
GATS5pe,0.931384096289044
GATS5se,0.9766866663269044
GATS6dv,0.9229198479288071
GATS6pe,1.1104209280436637
GATS6se,1.2010192303397416
GATS7dv,1.1522711442536056
GATS7pe,1.4632518511337909
GATS7se,1.6017706935749678
GATS8dv,1.2772570490742894
GATS8pe,1.4123672358698371
GATS8se,1.5449920579590606
LogEE_A,4.104450179626778
LogEE_D,119.81669841036631
MATS1dv,0.11720372654490892
MATS1pe,-0.11103544406023284
MATS1se,-0.1099983044200518
MATS2dv,-0.038339780474089064
MATS2pe,0.132527520780986
MATS2se,0.18958558493796487
MATS3dv,-0.1430898835815913
MATS3pe,0.0008888261384155734
MATS3se,0.02433685170963061
MATS4dv,-0.1594821329097061
MATS4pe,-0.24522619952370928
MATS4se,-0.23021275249044162
MATS5dv,0.1664232041253675
MATS5pe,0.21985176109052063
MATS5se,0.1974628004887691
MATS6dv,0.11354668546797662
MATS6pe,0.05323995712905258
MATS6se,0.009746023898307407
MATS7dv,-0.02785586973563306
MATS7pe,-0.13504290156940954
MATS7se,-0.16795203975096187
MATS8dv,-0.1794103978219704
MATS8pe,-0.16763516874791132
MATS8se,-0.2074553888869641
MAXaaCH,1.9319986272746013
MAXaaNH,3.118290458439268
MAXaaaC,0.9650541992105487
MAXaasC,0.9201422330742319
MAXdssC,-0.38818771310993516
MAXssNH,2.607248441043084
MDEC-22,9.870921898317992
MDEC-23,20.43502099301038
MDEC-33,8.375703536842742
MDEN-22,0.19999999999999996
MDEO-11,0.814325284978472
MINaaCH,1.6687484903838077
MINaaNH,3.118290458439268
MINaaaC,0.9449799990907497
MINaasC,0.45099691882926063
MINdssC,-1.0562414965986393
MINssNH,2.607248441043084
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.9225067385444743
SM1_Dzi,0.8924909665942246
SM1_Dzm,1.9381510979452752
SM1_Dzp,-3.5953959620913727
SM1_Dzv,-1.4685561503367663
SddssSe,0
SpAD_Dt,423.4299335035357
SpAbs_A,30.737907957537708
SpAbs_D,239.63339682073268
SpMAD_A,1.2807461648974046
SpMAD_D,9.984724867530527
SpMax_A,2.4155166587390884
SpMax_D,119.81669841036631
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,82.19
TpiPC10,8.231811595837273
VAdjMat,5.700439718141092
VE1_DzZ,4.8498483939654875
VE1_Dzi,4.841081015274024
VE1_Dzm,4.849930082624084
VE1_Dzp,4.852199977630531
VE1_Dzv,4.8523568746497965
VE2_DzZ,0.20207701641522866
VE2_Dzi,0.201711708969751
VE2_Dzm,0.20208042010933683
VE2_Dzp,0.2021749990679388
VE2_Dzv,0.2021815364437415
VE3_DzZ,2.4544161828385316
VE3_Dzi,2.452606783406712
VE3_Dzm,2.454433026245584
VE3_Dzp,2.454900943091424
VE3_Dzv,2.4549332778021515
VR1_DzZ,133.6836418860974
VR1_Dzi,134.7694390963185
VR1_Dzm,133.66970153159977
VR1_Dzp,134.3795249993979
VR1_Dzv,134.0760962282226
VR2_DzZ,5.5701517452540585
VR2_Dzi,5.6153932956799375
VR2_Dzm,5.56957089714999
VR2_Dzp,5.599146874974912
VR2_Dzv,5.586504009509276
VR3_DzZ,5.770944864583062
VR3_Dzi,5.779034197193521
VR3_Dzm,5.770840580459796
VR3_Dzp,5.77613681008298
VR3_Dzv,5.773876258420846
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.03608439182435161
Xch-6dv,0.12273774037621366
Xch-7dv,0.1923747535425539
Xpc-4dv,1.5552238981769104
Xpc-5dv,1.9929143674977183
Xpc-6dv,2.327980535454637
Zagreb1,124.0
Zagreb2,144.0
fragCpx,124.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,2
nBondsM,18
nBondsO,26
nBondsS,23
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,6
naHRing,1
AATS0are,6.297023076923078
AATS1are,6.394707317073171
AATS2are,6.305119402985075
AATS3are,6.168733333333334
AATS4are,6.272065217391305
AATS5are,6.283089411764708
AATS6are,6.31820253164557
AATS7are,6.360246753246755
AATS8are,6.24343076923077
AATSC0dv,3.822797542227742
AATSC0pe,0.11920959894806046
AATSC0se,0.0816765496383958
AATSC1dv,0.44804611777581016
AATSC1pe,-0.01323649075544016
AATSC1se,-0.008984281971103732
AATSC2dv,-0.14656521856589885
AATSC2pe,0.01579855260188209
AATSC2se,0.015484696438909991
AATSC3dv,-0.5470036552733609
AATSC3pe,0.00010595660749507379
AATSC3se,0.0019877500767039222
AATSC4dv,-0.6096679057164625
AATSC4pe,-0.02923331689677844
AATSC4se,-0.01880298330617728
AATSC5dv,0.6362022157001207
AATSC5pe,0.026208440267625765
AATSC5se,0.016128080225857596
AATSC6dv,0.4340659901350875
AATSC6pe,0.00634671393736629
AATSC6se,0.0007960216047070966
AATSC7dv,-0.1064873503619942
AATSC7pe,-0.01609841013687172
AATSC7se,-0.013717743111589261
AATSC8dv,-0.6858496278439299
AATSC8pe,-0.019983721236028946
AATSC8se,-0.016944240368178827
AETA_eta,0.7492190615100441
ATSC0are,5.073066666666667
ATSC1are,-0.5867777777777776
ATSC2are,1.3524444444444441
ATSC3are,0.38450000000000006
ATSC4are,-2.7621111111111096
ATSC5are,1.8428777777777774
ATSC6are,0.567444444444444
ATSC7are,-1.2987777777777778
ATSC8are,-2.047944444444444
BCUTZ-1h,53.00025795766919
BCUTZ-1l,5.676101987529146
BCUTc-1h,0.45764778583621774
BCUTc-1l,-0.35633857871002683
BCUTd-1h,3.240528851734704
BCUTd-1l,0.9727380211395666
BCUTi-1h,14.548042305305456
BCUTi-1l,10.435588683410312
BCUTm-1h,126.90457551381137
BCUTm-1l,11.687544168135911
BCUTp-1h,5.353307802282304
BCUTp-1l,0.7414719674638346
BCUTs-1h,7.009373002981159
BCUTs-1l,1.0052889922307686
BCUTv-1h,32.516047846337194
BCUTv-1l,14.700682519257132
BalabanJ,1.5418519418970305
Diameter,12
ETA_beta,32.25
GATS1are,0.7917590296724033
GATS2are,0.5218948688537964
GATS3are,0.8259691705214461
GATS4are,1.3676745849636154
GATS5are,0.991438832681937
GATS6are,1.121034905276213
GATS7are,1.486127656248293
GATS8are,1.511314048651096
HybRatio,0.1111111111111111
Lipinski,True
LogEE_Dt,211.71496675176786
MATS1are,-0.1100230902172352
MATS2are,0.15518104389741785
MATS3are,0.03284338204373424
MATS4are,-0.23080613847039883
MATS5are,0.16667545329738284
MATS6are,0.0552192234193184
MATS7are,-0.1296695971186089
MATS8are,-0.2422137825904121
MAXssCH2,0.21727418745275928
MAXsssCH,-0.9911356764928201
MINssCH2,0.21727418745275928
MINsssCH,-0.9911356764928201
NsssssAs,0
RotRatio,0.19230769230769232
SM1_Dzpe,1.1398845952089527
SM1_Dzse,1.0375294653547067
SMR_VSA1,14.69560176298435
SMR_VSA2,0.0
SMR_VSA3,10.30076712495354
SMR_VSA4,0.0
SMR_VSA5,12.462662452073971
SMR_VSA6,0.0
SMR_VSA7,69.42486537376534
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,189.56231117109024
SpAD_Dzi,189.90828706203214
SpAD_Dzm,189.5812265089313
SpAD_Dzp,234.46439599295417
SpAD_Dzv,219.38364068865786
SpAbs_Dt,423.4299335035357
SpDiam_A,4.735525884241516
SpDiam_D,178.3802355767487
SpMAD_Dt,17.642913895980655
SpMax_Dt,211.71496675176786
SsssssAs,0
VE1_Dzpe,4.843578645471437
VE1_Dzse,4.843704716138474
VE2_Dzpe,0.20181577689464322
VE2_Dzse,0.20182102983910308
VE3_Dzpe,2.45312257442886
VE3_Dzse,2.453148602503468
VMcGowan,256.59999999999997
VR1_Dzpe,134.42266310382772
VR1_Dzse,134.41883103070512
VR2_Dzpe,5.6009442959928215
VR2_Dzse,5.60078462627938
VR3_Dzpe,5.776457775511905
VR3_Dzse,5.776429267463806
mZagreb1,7.888888888888889
mZagreb2,5.277777777777778
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,9
nBondsKS,32
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.13007863247863247
AATSC1are,-0.014311653116531162
AATSC2are,0.020185737976782747
AATSC3are,0.004272222222222223
AATSC4are,-0.030022946859903366
AATSC5are,0.021680915032679732
AATSC6are,0.007182841068917012
AATSC7are,-0.016867243867243868
AATSC8are,-0.031506837606837604
AETA_beta,1.34375
BCUTdv-1h,6.023233308326625
BCUTdv-1l,0.15239771379077022
BCUTpe-1h,3.501234795027454
BCUTpe-1l,2.2253435120726657
BCUTse-1h,3.7141334591606383
BCUTse-1l,2.421224638419361
ETA_alpha,12.442857142857141
ETA_dBeta,2.75
ETA_eta_B,0.3724996667149014
ETA_eta_F,23.2608354576228
ETA_eta_L,5.062856330423256
ETA_eta_R,41.24209293386386
ETA_psi_1,0.6329941860465116
LabuteASA,151.76806899283216
LogEE_DzZ,94.5191434778646
LogEE_Dzi,94.99133065462416
LogEE_Dzm,94.49148048821903
LogEE_Dzp,116.30277864549579
LogEE_Dzv,109.38587114634211
PEOE_VSA1,15.407294519794245
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,24.26546827384644
PEOE_VSA7,52.419790392611496
PEOE_VSA8,32.654223889382536
PEOE_VSA9,0.0
SM1_Dzare,1.0972566425718369
SpAD_Dzpe,191.77978673161863
SpAD_Dzse,193.01895152681757
SpAbs_DzZ,187.96022222230317
SpAbs_Dzi,189.09017034265423
SpAbs_Dzm,187.96610059397688
SpAbs_Dzp,236.2620939739999
SpAbs_Dzv,220.24029844302095
SpDiam_Dt,300.8343264006925
SpMAD_DzZ,7.89842963212876
SpMAD_Dzi,7.91284529425134
SpMAD_Dzm,7.899217771205471
SpMAD_Dzp,9.769349833039756
SpMAD_Dzv,9.140985028694077
SpMax_DzZ,94.5191434778646
SpMax_Dzi,94.99133065462416
SpMax_Dzm,94.49148048821903
SpMax_Dzp,116.30277864549579
SpMax_Dzv,109.38587114634211
VE1_Dzare,4.84131588208237
VE2_Dzare,0.2017214950867654
VE3_Dzare,2.4526552975940317
VR1_Dzare,134.60273036510588
VR2_Dzare,5.608447098546079
VR3_Dzare,5.777796439389293
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5184523809523809
AETA_dBeta,0.11458333333333333
AETA_eta_B,0.015520819446454226
AETA_eta_F,0.96920147740095
AETA_eta_L,0.210952347100969
AETA_eta_R,1.718420538910994
BCUTare-1h,3.5551625950880497
BCUTare-1l,2.143463560325731
ETA_beta_s,14.75
ETA_dPsi_A,0.08100581395348838
ETA_dPsi_B,0.0
ETA_eta_BR,0.6304996667149014
ETA_eta_FL,6.4788575652349385
ETA_eta_RL,11.541713895658194
LogEE_Dzpe,95.93738855727636
LogEE_Dzse,96.55270615779857
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,28.008831762239225
SlogP_VSA3,11.21535880699783
SlogP_VSA4,3.5701822710653963
SlogP_VSA5,15.921440167465814
SlogP_VSA6,54.727780119305955
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,191.22465664287805
SpAbs_Dzpe,190.73489251934384
SpAbs_Dzse,192.06788285024248
SpDiam_DzZ,144.8356960272972
SpDiam_Dzi,144.11256316230174
SpDiam_Dzm,144.80995015278603
SpDiam_Dzp,179.212865738852
SpDiam_Dzv,168.45852673853867
SpMAD_Dzpe,7.990824447150776
SpMAD_Dzse,8.042456313617398
SpMax_Dzpe,95.93738855727636
SpMax_Dzse,96.55270615779857
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,24
AETA_beta_s,0.6145833333333334
AETA_eta_BR,0.026270819446454225
AETA_eta_FL,0.26995239855145575
AETA_eta_RL,0.48090474565242475
DetourIndex,2436
EState_VSA1,12.011146117099809
EState_VSA2,12.328001352277514
EState_VSA3,5.563451491696996
EState_VSA4,20.03655869484345
EState_VSA5,0.0
EState_VSA6,24.395944776997904
EState_VSA7,30.33183534230805
EState_VSA8,32.891637752021595
EState_VSA9,0.0
ETA_beta_ns,17.5
ETA_shape_p,0.21239954075774972
ETA_shape_x,0.0
ETA_shape_y,0.3214695752009185
GhoseFilter,True
LogEE_Dzare,95.65804734821285
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,190.21883805385391
SpDiam_Dzpe,146.1486193523076
SpDiam_Dzse,147.1447586820056
SpMAD_Dzare,7.967694026786585
SpMax_Dzare,95.65804734821285
TopoPSA(NO),82.19
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.9201422330742319
VSA_EState9,56.58722054128254
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7291666666666666
EState_VSA10,14.69560176298435
ETA_dAlpha_A,0.018452380952380887
ETA_dAlpha_B,0.0
FilterItLogS,-5.106228980791184
SpDiam_Dzare,145.4842794414609
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6194139194139197
ETA_epsilon_2,0.8190476190476189
ETA_epsilon_3,0.44117647058823567
ETA_epsilon_4,0.5350404312668467
ETA_epsilon_5,0.7613756613756614
AETA_beta_ns_d,0.020833333333333332
ETA_dEpsilon_A,0.178237448825684
ETA_dEpsilon_B,0.0843734881470729
ETA_dEpsilon_C,-0.09386396067861108
ETA_dEpsilon_D,0.05767195767195754
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7916666666666666
MDEDescriptor,"0.0,0.0,0.0,0.0,9.870921898317992,20.43502099301038,0.0,8.375703536842742,0.0,0.0,0.814325284978472,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.0,0.0"
APolDescriptor,51.637894999999986
BCUTDescriptor,"11.849999999999998,126.90447320147696,-0.330395119148483,0.27692818254400425,4.546507055332977,12.36305911087474"
BPolDescriptor,23.224104999999994
TPSADescriptor,82.19
ALOGPDescriptor,"3.3874999999999997,11.475156249999998,97.9605"
XLogPDescriptor,3.956
VAdjMaDescriptor,5.700439718141093
WeightDescriptor,434.01274046
ChiPathDescriptor,"17.10408352775558,11.541713895658194,10.53046352817108,8.486155396237915,6.847504565351609,5.500842620516638,3.3743645351196245,2.4036330780961546,14.779782413696042,8.46480616397855,6.683886275626463,4.460175311114803,3.1348873018837904,2.0402041031240405,1.1090598496928303,0.6323114494803043"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.37079081189859814,0.5183302655254134,0.0,0.0,0.036084391824351615,0.12273774037621366,0.19237475354255382"
AtomCountDescriptor,39
BondCountDescriptor,26
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.6604601584782832,0.0,0.4206005603523789,0.0,0.9581078372043855,0.0,0.08594036113126535,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,10,3,0,2,0,0"
ZagrebIndexDescriptor,124.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"48.72328111630883,2.0301367131795347,16.08703128899813,7.407100256835595,6.158752657526858"
FractionalPSADescriptor,0.18937232098967588
WienerNumbersDescriptor,"1396.0,35.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.6950448344095355,5.177708977484108,7.064175018794774,1.555223898176911,1.9929143674977186,2.168986411633242"
FractionalCSP3Descriptor,0.1111111111111111
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,1,0,0,9,1,0,0,2,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"18.781065088757398,8.589506172839506,4.803402646502835"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1129.06
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.1111111111111111
AutocorrelationDescriptorMass,"137.6820302937324,37.22692352869145,58.453137892231865,57.896314408022654,53.78566714528712"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.4237893374022865,-0.2015570923134512,0.0010414106205550184,0.0975270201711971,-0.2093341009922046"
EccentricConnectivityIndexDescriptor,481
AutocorrelationDescriptorPolarizability,"1821.423995142239,2092.2243841538684,2809.285211174037,2622.024249624725,2238.895599997502"
