DLiP-ID,T006LR
MATS8m,0.03336765767251135
MATS8p,-0.052290015426801
MATS8s,0.12270747291506115
MATS8v,-0.03612846145280154
MAXdNH,7.445333522298911
MAXsOH,8.635565589893115
MINdNH,7.445333522298911
MINsOH,8.635565589893115
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,34.97395474653301
SpAD_D,354.30732090826837
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.6806523815938186
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-0.3946676849752244
SssssN,0
TMPC10,922
TMWC10,134.48862737820372
TSRW10,77.62876354067743
VE1_Dt,5.23868822677773
VE2_Dt,0.18709600809920462
VE3_Dt,2.6856905457730247
VR1_Dt,169.46804475263014
VR2_Dt,6.05243016973679
VR3_Dt,6.162283799695147
Xc-3dv,1.1285115672621835
Xc-4dv,0.08838834764831845
Xc-5dv,0.0893677788895504
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.08333333333333333
Xch-6d,0.4047991029455966
Xch-7d,0.6670002002657511
Xp-0dv,15.402884472145429
Xp-1dv,9.083292217353325
Xp-2dv,7.119892819330672
Xp-3dv,5.190862553985286
Xp-4dv,3.5469133502294308
Xp-5dv,2.569566792693287
Xp-6dv,1.588491223841242
Xp-7dv,0.9631568939946948
Xpc-4d,5.074886017707764
Xpc-5d,7.259002146302337
Xpc-6d,10.099039473461334
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,54
nFRing,0
nHBAcc,4
nHBDon,5
nHRing,2
nSpiro,1
naRing,1
piPC10,6.180792749927461
AATS0dv,8.0
AATS0pe,6.461326923076921
AATS0se,7.9151750769230755
AATS1dv,7.2592592592592595
AATS1pe,6.687685185185185
AATS1se,7.961745037037036
AATS2dv,5.726315789473684
AATS2pe,6.541513684210527
AATS2se,7.887267999999998
AATS3dv,3.4814814814814814
AATS3pe,6.338840740740741
AATS3se,7.7840427555555545
AATS4dv,2.9411764705882355
AATS4pe,6.254773202614379
AATS4se,7.770765490196077
AATS5dv,3.0709219858156027
AATS5pe,6.186631914893616
AATS5se,7.7462883687943265
AATS6dv,4.162162162162162
AATS6pe,6.217665765765767
AATS6se,7.712510414414414
AATS7dv,3.4363636363636365
AATS7pe,6.12852
AATS7se,7.629713381818181
AATS8dv,3.462962962962963
AATS8pe,6.271500925925926
AATS8se,7.807654037037038
AATSC0Z,7.806213017751481
AATSC0c,0.03205474048824407
AATSC0d,0.6597633136094677
AATSC0i,1.503592384879632
AATSC0m,36.93693248520709
AATSC0p,0.20525943805714789
AATSC0s,2.518252280571992
AATSC0v,46.19518406593
AATSC1Z,-0.00350646504492693
AATSC1c,-0.024961099577358616
AATSC1d,0.170721016874863
AATSC1i,-0.2538057719994767
AATSC1m,0.09950631251369568
AATSC1p,0.003485438419803663
AATSC1s,-0.22525509000535707
AATSC1v,1.9604580532587457
AATSC2Z,0.5257707879165369
AATSC2c,0.010343686911172222
AATSC2d,-0.09741513547181566
AATSC2i,0.1290812612401935
AATSC2m,2.3306384896916854
AATSC2p,0.002109849420249646
AATSC2s,0.4871514531212151
AATSC2v,-0.5178127880890171
AATSC3Z,-1.2762984878369497
AATSC3c,-0.00415049718606379
AATSC3d,-0.10677186061801447
AATSC3i,-0.18907487804579834
AATSC3m,-6.006320007714224
AATSC3p,-0.023822507394965584
AATSC3s,-0.23337178041371412
AATSC3v,-5.906512309836449
AATSC4Z,-0.9547801369068338
AATSC4c,0.002378961428209076
AATSC4d,0.007657500870170552
AATSC4i,-0.09761095795071803
AATSC4m,-4.497847212205592
AATSC4p,-0.015610590486076034
AATSC4s,-0.2315277260778297
AATSC4v,-4.461880215754623
AATSC5Z,-0.2715703554492424
AATSC5c,-0.006736392568568792
