DLiP-ID,T006TE
MIC2,38.57718195129529
MIC3,38.90632480843814
MIC4,39.39656970639732
MIC5,39.47885542068304
MPC2,37
MPC3,45
MPC4,53
MPC5,58
MPC6,58
MPC7,60
MPC8,56
MPC9,64
Mare,0.9908571428571429
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,2
NssS,0
NtCH,0
NtsC,0
RNCG,0.20320327589769116
RPCG,0.1092775032883837
SIC0,0.29799702103520365
SIC1,0.5975926580133832
SIC2,0.7819139670767212
SIC3,0.8400702425229286
SIC4,0.8473397769537049
SIC5,0.8618788458152566
SaaN,0
SaaO,0
SaaS,0
Sare,48.552
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,10.682451529612703
SssS,0
StCH,0
StsC,0
TIC0,81.98517356864487
TIC1,164.4101596062171
TIC2,215.12078236164524
TIC3,231.12078236164515
TIC4,233.12078236164524
TIC5,237.12078236164518
Vabc,328.5266755463298
WPol,34
apol,53.50303199999998
bpol,37.35296800000001
nRot,6
ABCGG,15.29821531923174
ATS0Z,1310.0
ATS0d,152.0
ATS0i,8050.594063944576
ATS0m,5176.951296
ATS0p,72.12802971637599
ATS0s,252.21613511659808
ATS0v,10111.156664112727
ATS1Z,1521.0
ATS1d,195.0
ATS1i,7465.327170363001
ATS1m,5806.044987
ATS1p,92.11889142999999
ATS1s,129.72067901234567
ATS1v,13055.341648918728
ATS2Z,2062.0
ATS2d,304.0
ATS2i,14936.590782534871
ATS2m,7595.226814
ATS2p,138.19024872964098
ATS2s,327.1358024691358
ATS2v,19125.266369999175
ATS3Z,2159.0
ATS3d,341.0
ATS3i,20712.26423119171
ATS3m,7661.92883
ATS3p,157.14715972092299
ATS3s,370.3518518518518
ATS3v,20374.643511292852
ATS4Z,1968.0
ATS4d,295.0
ATS4i,19569.19579388115
ATS4m,6911.4003760000005
ATS4p,142.75178582747
ATS4s,377.4567901234568
ATS4v,18518.802342665174
ATS5Z,1736.0
ATS5d,260.0
ATS5i,17973.98095421569
ATS5m,6086.1255759999995
ATS5p,120.76686051577201
ATS5s,387.34722222222223
ATS5v,16587.019075250588
ATS6Z,1432.0
ATS6d,231.0
ATS6i,14291.116789258585
ATS6m,5059.737284000001
ATS6p,108.05971584358399
ATS6s,313.81944444444446
ATS6v,14715.970434757464
ATS7Z,1250.0
ATS7d,219.0
ATS7i,12345.6071786993
ATS7m,4349.8697489999995
ATS7p,111.29839371649
ATS7s,198.2716049382716
ATS7v,14295.051896923043
ATS8Z,1218.0
ATS8d,210.0
ATS8i,14553.775806155725
ATS8m,4211.240676
ATS8p,100.95575095637601
ATS8s,213.58333333333337
ATS8v,12723.664542601657
C1SP1,0
C1SP2,1
C1SP3,5
C2SP1,0
C2SP2,6
C2SP3,5
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.5882352941176471
GGI10,0.11090909090909092
JGI10,0.007393939393939395
JGT10,0.44601664609409714
Kier1,19.753086419753085
Kier2,9.273922571219869
Kier3,5.736296296296296
MAXdO,12.347514028093624
MID_C,34.911866023075675
MID_N,4.196741630631278
MID_O,9.296989031569645
MID_X,0.0
MID_h,15.732682321112435
MINdO,12.030410782186369
MPC10,64
MWC01,27.0
MWC02,4.859812404361672
MWC03,5.680172609017068
MWC04,6.53813982376767
MWC05,7.373374309910049
MWC06,8.234564993267135
MWC07,9.075093222568157
MWC08,9.938613354511503
MWC09,10.782180253994964
MWC10,11.647552507151504
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,1.1450999999999996
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.313205979041787
SRW05,2.3978952727983707
SRW06,6.803505257608338
SRW07,4.442651256490317
SRW08,8.371704884667631
SRW09,6.259581464064923
SRW10,9.981142797101732
SaaCH,6.169910556815319
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.6876681759965491
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.09453877474237249
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.7429685202866882
SssPH,0
SssSe,0
SsssB,0
SsssN,1.7022318427888552
SsssP,0
VE1_A,4.039424377535973
VE1_D,4.925947597338509
VE2_A,0.1615769751014389
VE2_D,0.19703790389354037
VE3_A,2.312392932887932
VE3_D,2.5108073935415995
VR1_A,341.3922100568916
VR1_D,143.3384001430946
VR2_A,13.655688402275665
VR2_D,5.733536005723783
VR3_A,6.7493227243317895
VR3_D,5.881499001104406
WPath,1775
Xc-3d,2.0054316004754016
Xc-4d,0.2041241452319315
Xc-5d,0.46631284272709583
Xc-6d,0.10206207261596575
Xp-0d,17.70045984493289
Xp-1d,12.04364332281354
Xp-2d,11.013561411960646
Xp-3d,8.726269008267733
Xp-4d,6.795267468531806
Xp-5d,4.770943731173577
Xp-6d,3.0838973183925975
Xp-7d,2.118379067501878
ZMIC0,84.06090521937337
ZMIC1,42.687657004641395
ZMIC2,31.991985404424156
ZMIC3,30.215511258688046
ZMIC4,29.3302761948231
ZMIC5,28.90338479170225
nAcid,0
nAtom,49
nBase,0
nRing,3
piPC1,3.5263605246161616
piPC2,4.034240638152395
piPC3,4.385146762010125
piPC4,4.752512023886019
piPC5,5.1361660165434655
piPC6,5.321179035691299
piPC7,5.494603463692364
piPC8,5.381048764145501
piPC9,5.76499515882419
AATS0Z,26.73469387755102
AATS0d,3.1020408163265305
AATS0i,164.29783803968522
AATS0m,105.65206726530613
AATS0p,1.4720006064566529
AATS0s,5.147268063604042
AATS0v,206.35013600230053
AATS1Z,29.823529411764707
AATS1d,3.823529411764706
AATS1i,146.3789641247647
AATS1m,113.84401935294117
AATS1p,1.8062527731372546
AATS1s,2.543542725732268
AATS1v,255.98709115526916
AATS2Z,21.705263157894738
AATS2d,3.2
AATS2i,157.2272713951039
AATS2m,79.9497559368421
AATS2p,1.4546341971541157
AATS2s,3.4435347628330084
AATS2v,201.31859336841237
AATS3Z,17.0
AATS3d,2.6850393700787403
AATS3i,163.088694733793
AATS3m,60.33014826771653
AATS3p,1.2373792104009684
AATS3s,2.9161563137941084
AATS3v,160.43026386844767
AATS4Z,16.4
AATS4d,2.4583333333333335
AATS4i,163.07663161567626
AATS4m,57.595003133333336
AATS4p,1.1895982152289166
AATS4s,3.1454732510288066
AATS4v,154.3233528555431
AATS5Z,15.926605504587156
AATS5d,2.385321100917431
AATS5i,164.8989078368412
AATS5m,55.83601445871559
AATS5p,1.1079528487685506
AATS5s,3.553644240570846
AATS5v,152.17448692890449
AATS6Z,16.272727272727273
AATS6d,2.625
AATS6i,162.399054423393
AATS6m,57.497014590909096
AATS6p,1.2279513164043634
AATS6s,3.5661300505050506
AATS6v,167.22693675860754
AATS7Z,15.625
AATS7d,2.7375
AATS7i,154.32008973374124
AATS7m,54.373371862499994
AATS7p,1.391229921456125
AATS7s,2.4783950617283947
AATS7v,178.68814871153805
AATS8Z,13.533333333333333
AATS8d,2.3333333333333335
AATS8i,161.70862006839695
AATS8m,46.79156306666667
AATS8p,1.1217305661819557
AATS8s,2.3731481481481485
AATS8v,141.37405047335173
AMID_C,1.396474640923027
AMID_N,0.16786966522525112
AMID_O,0.37187956126278576
AMID_X,0.0
AMID_h,0.6293072928444974
ATS0dv,350.44444444444446
ATS0pe,311.0101
ATS0se,385.33760899999993
ATS1dv,255.33333333333331
ATS1pe,333.7936
ATS1se,401.97826
ATS2dv,448.0
ATS2pe,619.3254
ATS2se,755.972134
ATS3dv,416.66666666666663
ATS3pe,793.8233
ATS3se,990.5720960000001
ATS4dv,367.33333333333337
ATS4pe,746.148
ATS4se,936.570766
ATS5dv,360.0
ATS5pe,693.8093000000001
ATS5se,868.682854
ATS6dv,315.3333333333333
ATS6pe,564.2193999999998
ATS6se,700.106554
ATS7dv,208.66666666666666
ATS7pe,482.81999999999994
ATS7se,600.7058539999999
ATS8dv,193.33333333333331
ATS8pe,533.0109
ATS8se,674.067792
ATSC0Z,526.0
ATSC0c,0.9729871462757502
ATSC0d,27.836734693877553
ATSC0i,70.84235468863996
ATSC0m,2406.4629551020407
ATSC0p,13.708143324681629
ATSC0s,105.95334677080709
ATSC0v,2446.507299846088
ATSC1Z,129.0
ATSC1c,-0.45829920091587895
ATSC1d,4.271970012494795
ATSC1i,-17.71239026492406
ATSC1m,560.1627739754266
ATSC1p,-1.7846106333594132
ATSC1s,-15.435361330641264
ATSC1v,-21.664314399446056
ATSC2Z,-6.0
ATSC2c,-0.19216941938351126
ATSC2d,-6.050812161599333
ATSC2i,-4.57158422944137
ATSC2m,-32.87274646314067
ATSC2p,-0.2655120406085325
ATSC2s,36.59747506754446
ATSC2v,-270.63472638043476
ATSC3Z,-41.0
ATSC3c,0.3543452290937045
ATSC3d,-8.944189920866306
ATSC3i,4.846792680752014
ATSC3m,-184.26862114202433
ATSC3p,0.15175387937329896
ATSC3s,6.3532073827263345
ATSC3v,-195.46704837995193
ATSC4Z,-104.0
ATSC4c,-0.23608246583000042
ATSC4d,2.134527280299875
ATSC4i,-11.434983323874983
ATSC4m,-435.3201579641817
ATSC4p,-2.355570909538569
ATSC4s,-22.66591327259048
ATSC4v,-42.66890332754435
ATSC5Z,-84.0
ATSC5c,-0.18754808479501694
ATSC5d,2.9346105789254477
ATSC5i,2.06014912429145
ATSC5m,-352.5572405331113
ATSC5p,0.128775081283797
ATSC5s,-45.09807291943403
ATSC5v,360.40966415491596
ATSC6Z,-64.0
ATSC6c,0.48178174149503483
ATSC6d,-1.2782174094127443
ATSC6i,24.69627560302122
ATSC6m,-299.492792428155
ATSC6p,4.0459245157350265
ATSC6s,-12.347027365998064
ATSC6v,104.58759470682836
ATSC7Z,-150.0
ATSC7c,-0.2469651039925897
ATSC7d,-4.89670970428988
ATSC7i,-20.014002412444498
ATSC7m,-703.4565672482299
ATSC7p,-4.547719686979767
ATSC7s,-8.919130096399016
ATSC7v,-920.2520552738114
ATSC8Z,66.0
ATSC8c,-0.31421415968152344
ATSC8d,1.8917117867555182
ATSC8i,-24.558784556448984
ATSC8m,264.4198686697212
ATSC8p,-3.6320337564322225
ATSC8s,-15.892866426826036
ATSC8v,-478.9910718457834
AXp-0d,0.7080183937973156
AXp-1d,0.44606086380790894
AXp-2d,0.29766382194488233
AXp-3d,0.1939170890726163
AXp-4d,0.12821259374588315
AXp-5d,0.08225765053747545
AXp-6d,0.053170643420562026
AXp-7d,0.03530631779169797
GATS1Z,0.8445537910981884
GATS1c,1.4901943821354984
GATS1d,1.0988442297740209
GATS1i,1.572629399389776
GATS1m,0.8394519208511932
GATS1p,1.4403891643977542
GATS1s,0.6788330625375116
GATS1v,1.1217118524995695
GATS2Z,0.9437662597558535
GATS2c,1.3179083709381536
GATS2d,1.2705664454391108
GATS2i,1.1799195877707342
GATS2m,0.945438049805145
GATS2p,1.033051902154793
GATS2s,0.5629320158220997
GATS2v,1.0490879739961558
GATS3Z,1.0943384928594952
GATS3c,0.9666143691741607
GATS3d,1.249128316438451
GATS3i,1.010150468677653
GATS3m,1.0857629664777455
GATS3p,1.038896358655791
GATS3s,0.8395777949518511
GATS3v,1.0111599397834916
GATS4Z,1.2897338403041825
GATS4c,1.0770136090628477
GATS4d,1.0274193548387096
GATS4i,1.0657285867497128
GATS4m,1.2624068777618822
GATS4p,1.2154566821911432
GATS4s,1.3920769899646201
GATS4v,1.001592687142424
GATS5Z,1.1356612132417063
GATS5c,1.2278884783093686
GATS5d,0.9729075304689391
GATS5i,0.900612150270343
GATS5m,1.1237651934443391
GATS5p,0.9720997462741288
GATS5s,1.8409755305298443
GATS5v,0.8723492703927022
GATS6Z,0.8772900103698582
GATS6c,0.9512227717345999
GATS6d,0.9797387363369768
GATS6i,0.7487843337863798
GATS6m,0.8942113373871983
GATS6p,0.6687296673977741
GATS6s,1.27813406968131
GATS6v,0.913982890497602
GATS7Z,1.03574144486692
GATS7c,0.7813426801249607
GATS7d,1.013049853372434
GATS7i,1.257346793788505
GATS7m,1.046400796306139
GATS7p,1.2605169219316512
GATS7s,0.6041013388697486
GATS7v,1.3033813814975046
GATS8Z,0.7665399239543726
GATS8c,0.8380430029429355
GATS8d,0.7663734115347017
GATS8i,1.1217612421699623
GATS8m,0.7877209906407863
GATS8p,1.054695420449021
GATS8s,0.7610310862112464
GATS8v,1.1174925588827838
MATS1Z,0.23562961306195482
MATS1c,-0.4525513876707598
MATS1d,0.14744695532171817
MATS1i,-0.24022051214867413
MATS1m,0.22364591369565717
MATS1p,-0.1250808269236752
MATS1s,-0.139967764069263
MATS1v,-0.0085079384164987
MATS2Z,-0.005883530118070843
MATS2c,-0.10187078427645613
MATS2d,-0.11211606729433553
MATS2i,-0.03328481999179961
MATS2m,-0.007045783339747635
MATS2p,-0.009990289161605066
MATS2s,0.17815947281111055
MATS2v,-0.05705707196917686
MATS3Z,-0.030073949881740066
MATS3c,0.14051149217680736
MATS3d,-0.12396956612095043
MATS3i,0.026396953928303612
MATS3m,-0.029543678227642797
MATS3p,0.0042712355698149235
MATS3s,0.023135064335675512
MATS3v,-0.030826157864245217
MATS4Z,-0.08073510773130545
MATS4c,-0.09907668419146456
MATS4d,0.031311094819159335
MATS4i,-0.06591092119638002
MATS4m,-0.07386597445509824
MATS4p,-0.07016691455677167
MATS4s,-0.08735210544751923
MATS4v,-0.007121636435137573
MATS5Z,-0.07178986290857084
MATS5c,-0.0866513059796436
MATS5d,0.047391643573946034
MATS5i,0.013072999725481793
MATS5m,-0.06585974423543454
MATS5p,0.004223016499635961
MATS5s,-0.19134313584437518
MATS5v,0.06622462289235308
MATS6Z,-0.06774974075354304
MATS6c,0.2757126179511058
MATS6d,-0.02556818181818181
MATS6i,0.1941117759198385
MATS6m,-0.06929798432755187
MATS6p,0.1643435058465518
MATS6s,-0.06488751453662088
MATS6v,0.02380384245289469
MATS7Z,-0.17466730038022812
MATS7c,-0.15546569836452032
MATS7d,-0.10774376832844576
MATS7i,-0.173040217698862
MATS7m,-0.17904582596047935
MATS7p,-0.2031988025146943
MATS7s,-0.051560119151890606
MATS7v,-0.23039145801472552
MATS8Z,0.06831432192648922
MATS8c,-0.17582159667698438
MATS8d,0.03699902248289344
MATS8i,-0.18874152154926582
MATS8m,0.05982303953307893
MATS8p,-0.14425298553479604
MATS8s,-0.08166596993958412
MATS8v,-0.10659442055265182
MAXssO,5.474861977198287
MINssO,5.207589552414415
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,9
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,-3.503478862549254
SdssSe,0
SdsssP,0
SpAD_A,32.41656322689648
SpAD_D,293.9589074358747
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,6.103023673086943
SssNH2,0
SsssAs,0
SsssCH,0.034324500330958685
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,547
TMWC10,126.12950347854972
TSRW10,72.57702009700557
VE1_Dt,4.9131628492977875
VE2_Dt,0.1965265139719115
VE3_Dt,2.508208631121911
VR1_Dt,144.98513863435358
VR2_Dt,5.799405545374143
VR3_Dt,5.892921976865176
Xc-3dv,1.0469803608170265
Xc-4dv,0.05103103630798288
Xc-5dv,0.14962888542371705
Xc-6dv,0.017010345435994292
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.2874574785652648
Xch-7d,0.21054883317240747
Xp-0dv,14.963912295837924
Xp-1dv,10.135173206585277
Xp-2dv,8.069887543470752
Xp-3dv,6.073525969946405
Xp-4dv,4.400257559355415
Xp-5dv,2.660114569036373
Xp-6dv,1.6720869609721252
Xp-7dv,1.0338604911352598
Xpc-4d,3.8642562840865855
Xpc-5d,5.433414367194833
Xpc-6d,6.899122941636496
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,51
nFRing,0
nHBAcc,5
nHBDon,1
nHRing,1
nSpiro,0
naRing,1
piPC10,5.655991810819852
AATS0dv,7.1519274376417235
AATS0pe,6.3471448979591845
AATS0se,7.864032836734692
AATS1dv,5.006535947712418
AATS1pe,6.544972549019608
AATS1se,7.881926666666666
AATS2dv,4.71578947368421
AATS2pe,6.5192147368421045
AATS2se,7.9576014105263155
AATS3dv,3.280839895013123
AATS3pe,6.250577165354331
AATS3se,7.7997802834645675
AATS4dv,3.0611111111111113
AATS4pe,6.2179
AATS4se,7.804756383333333
AATS5dv,3.302752293577982
AATS5pe,6.365222935779817
AATS5se,7.969567467889909
AATS6dv,3.583333333333333
AATS6pe,6.411584090909089
AATS6se,7.955756295454545
AATS7dv,2.6083333333333334
AATS7pe,6.03525
AATS7se,7.508823174999999
AATS8dv,2.148148148148148
AATS8pe,5.922343333333333
AATS8se,7.489642133333334
AATSC0Z,10.73469387755102
AATSC0c,0.0198568805362398
AATSC0d,0.5680966264056644
AATSC0i,1.4457623405844888
AATSC0m,49.111488879633484
AATSC0p,0.27975802703431896
AATSC0s,2.162313199404226
AATSC0v,49.9287204050222
AATSC1Z,2.5294117647058822
AATSC1c,-0.008986258841487823
AATSC1d,0.0837641178920548
AATSC1i,-0.3473017699004718
AATSC1m,10.983583803439737
AATSC1p,-0.034992365359988495
AATSC1s,-0.302654143738064
AATSC1v,-0.4247904784205109
AATSC2Z,-0.06315789473684211
AATSC2c,-0.002022835993510645
AATSC2d,-0.06369275959578245
AATSC2i,-0.048121939257277584
AATSC2m,-0.3460289101383229
AATSC2p,-0.002794863585352974
AATSC2s,0.3852365796583627
AATSC2v,-2.848786593478261
AATSC3Z,-0.3228346456692913
AATSC3c,0.002790119914123657
AATSC3d,-0.07042669229028588
AATSC3i,0.03816372189568515
AATSC3m,-1.450934024740349
AATSC3p,0.001194912436010228
AATSC3s,0.050025254982097124
AATSC3v,-1.5391106171649758
AATSC4Z,-0.8666666666666667
AATSC4c,-0.00196735388191667
AATSC4d,0.017787727335832292
AATSC4i,-0.09529152769895818
AATSC4m,-3.6276679830348475
AATSC4p,-0.019629757579488077
AATSC4s,-0.18888261060492068
AATSC4v,-0.3555741943962029
AATSC5Z,-0.7706422018348624
AATSC5c,-0.0017206246311469444
AATSC5d,0.02692303283417842
AATSC5i,0.018900450681572936
AATSC5m,-3.2344700966340487
