DLiP-ID,P000EE
ATS5s,393.97222222222223
ATS5v,28710.432357359
ATS6Z,2430.0
ATS6d,496.0
ATS6i,29115.364860805148
ATS6m,8673.738753
ATS6p,211.987915846393
ATS6s,382.25
ATS6v,27928.554400091252
ATS7Z,2469.0
ATS7d,478.0
ATS7i,24053.12677558548
ATS7m,8809.694653999999
ATS7p,213.79810268898
ATS7s,357.11111111111114
ATS7v,28860.63861893463
ATS8Z,2416.0
ATS8d,472.0
ATS8i,25945.97438166438
ATS8m,8441.805965999998
ATS8p,224.332243376376
ATS8s,372.75000000000006
ATS8v,29266.15159580555
C1SP1,0
C1SP2,1
C1SP3,8
C2SP1,0
C2SP2,12
C2SP3,2
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.4074074074074074
GGI10,0.26568309356188147
JGI10,0.0068123870144072155
JGT10,0.37903844218528326
Kier1,25.641274238227147
Kier2,12.029903880384479
Kier3,6.1234567901234565
MID_C,56.0033226576834
MID_N,8.60781120088474
MID_O,5.881026666521722
MID_X,0.0
MID_h,14.488837867406462
MPC10,266
MWC01,38.0
MWC02,5.209486152841421
MWC03,6.07073772800249
MWC04,6.951772164398911
MWC05,7.828436359157585
MWC06,8.717845704894916
MWC07,9.603530449208735
MWC08,10.499159711712238
MWC09,11.39158234974406
MWC10,12.292163182009622
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,7
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,4.434140000000004
SRW02,4.343805421853684
SRW03,0.0
SRW04,5.666426688112432
SRW05,3.044522437723423
SRW06,7.180069874302796
SRW07,5.476463551931511
SRW08,8.77786371462117
SRW09,7.6093665379542115
SRW10,10.42129872047583
SaaCH,14.835572903209156
SaaNH,0
SaaSe,0
SaaaC,2.1923231193176185
SaasC,7.1868794776849585
SaasN,2.3942779195011337
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,5.639556425053601
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.4730333422523176
SsssP,0
VE1_A,4.4353083021974635
VE1_D,5.721071709636541
VE2_A,0.13045024418227835
VE2_D,0.16826681498931004
VE3_A,2.7133725606828776
VE3_D,2.967931581288358
VR1_A,822.0212664090906
VR1_D,240.16446922671284
VR2_A,24.177096070855605
VR2_D,7.063660859609201
VR3_A,7.935541697887539
VR3_D,6.705099408705838
WPath,3696
Xc-3d,1.967053594573846
Xc-4d,0.0
Xc-5d,0.4043287148627427
Xc-6d,0.0
Xp-0d,23.49298858481683
Xp-1d,16.618524838379198
Xp-2d,14.719707303489814
Xp-3d,12.900917989165004
Xp-4d,10.885864766419768
Xp-5d,8.480046509152427
Xp-6d,5.821509642131644
Xp-7d,4.624424264296991
ZMIC0,113.39110211733261
ZMIC1,52.46369293207106
ZMIC2,30.880560293517327
ZMIC3,26.718365616291422
ZMIC4,26.718365616291422
ZMIC5,26.718365616291422
nAcid,0
nAtom,66
nBase,1
nRing,5
piPC1,3.901972669574645
piPC2,4.5217885770490405
piPC3,5.143124477142335
piPC4,5.756928218865288
piPC5,6.238934790413249
piPC6,6.603583834337497
piPC7,7.1268594329045785
piPC8,7.63996352954442
piPC9,7.96874006383136
AATS0Z,21.09090909090909
AATS0d,3.242424242424242
AATS0i,162.75949375535558
AATS0m,83.03535627272728
AATS0p,1.4590534084116364
AATS0s,2.6931818181818183
AATS0v,212.9100786788102
AATS1Z,24.2
AATS1d,3.8714285714285714
AATS1i,146.48227707904002
AATS1m,91.49374614285713
AATS1p,1.7698573988571427
AATS1s,2.8539682539682545
AATS1v,257.7808476800069
AATS2Z,19.616
AATS2d,3.56
AATS2i,156.9243357650935
AATS2m,72.57831076000001
AATS2p,1.483380208675464
AATS2s,2.5879999999999996
AATS2v,211.80647697742015
AATS3Z,16.88235294117647
AATS3d,3.1633986928104574
AATS3i,158.6626350608345
AATS3m,60.4934066993464
AATS3p,1.4178776680792875
AATS3s,2.4620551924473495
AATS3v,194.6671797688608
AATS4Z,14.258620689655173
AATS4d,2.896551724137931
AATS4i,157.35793599509415
AATS4m,49.34741604022989
AATS4p,1.3358460879972816
AATS4s,2.2568646232439336
AATS4v,174.38356628849715
AATS5Z,12.902702702702703
AATS5d,2.637837837837838
AATS5i,161.47526456563787
AATS5m,44.75110134594594
AATS5p,1.2082023457940703
AATS5s,2.1295795795795796
AATS5v,155.1915262559946
AATS6Z,13.728813559322035
AATS6d,2.8022598870056497
AATS6i,164.49358678420987
AATS6m,49.00417374576271
AATS6p,1.1976718409400735
AATS6s,2.1596045197740112
AATS6v,157.78844293836866
AATS7Z,16.24342105263158
AATS7d,3.1447368421052633
AATS7i,158.24425510253604
AATS7m,57.95851746052631
AATS7p,1.406566465059079
AATS7s,2.3494152046783627
AATS7v,189.87262249299098
AATS8Z,14.55421686746988
AATS8d,2.8433734939759034
AATS8i,156.3010504919541
AATS8m,50.8542528072289
AATS8p,1.3513990564841927
AATS8s,2.2454819277108435
AATS8v,176.3021180470214
AMID_C,1.647156548755394
AMID_N,0.2531709176730806
AMID_O,0.17297137254475653
AMID_X,0.0
AMID_h,0.4261422902178371
ATS0dv,450.0
ATS0pe,402.9147
ATS0se,499.44647199999986
ATS1dv,475.0
ATS1pe,453.1631
ATS1se,541.972904
ATS2dv,629.0
ATS2pe,792.6616000000001
ATS2se,967.2028759999998
ATS3dv,548.0
ATS3pe,953.9682
ATS3se,1172.585676
ATS4dv,500.0
ATS4pe,1047.1755
ATS4se,1299.6008920000002
ATS5dv,531.0
ATS5pe,1088.6665999999998
ATS5se,1366.753396
ATS6dv,567.0
ATS6pe,1048.2198
ATS6se,1316.623364
ATS7dv,543.0
ATS7pe,932.2827
ATS7se,1148.4866879999997
ATS8dv,492.0
ATS8pe,994.0753
ATS8se,1234.020664
ATSC0Z,475.09090909090907
ATSC0c,0.9595418818340294
ATSC0d,37.272727272727266
ATSC0i,97.7783927289486
ATSC0m,2266.210876363635
ATSC0p,15.038019495207756
ATSC0s,27.746212121212118
ATSC0v,3346.3627317246046
ATSC1Z,49.93388429752071
ATSC1c,-0.2653602553138597
ATSC1d,18.256198347107436
ATSC1i,-22.44617124805476
ATSC1m,229.74524119008277
ATSC1p,-1.6249021893357394
ATSC1s,3.084825528007348
ATSC1v,-97.20198734366916
ATSC2Z,66.20661157024799
ATSC2c,-0.2562791787281279
ATSC2d,2.438016528925612
ATSC2i,7.030977611849934
ATSC2m,328.87022091735554
ATSC2p,3.1679533705705523
ATSC2s,1.0501033057851241
ATSC2v,739.2436249853472
ATSC3Z,-129.4380165289256
ATSC3c,0.03708624834960418
ATSC3d,-17.76859504132232
ATSC3i,34.3751029403237
ATSC3m,-598.2363127520659
ATSC3p,2.5744383565692592
ATSC3s,-6.995006887052341
ATSC3v,25.077885329975025
ATSC4Z,-245.3305785123967
ATSC4c,-0.03548873029831421
ATSC4d,-11.900826446280997
ATSC4i,-42.81231237923555
ATSC4m,-1175.8695426859504
ATSC4p,-7.3656263492323575
ATSC4s,-7.087235996326906
ATSC4v,-1785.2000590537368
ATSC5Z,14.760330578512391
ATSC5c,-0.025546508005315785
ATSC5d,16.280991735537192
ATSC5i,-32.407944683724104
ATSC5m,63.22682549586779
ATSC5p,-2.6526618262147443
ATSC5s,-1.9148875114784196
ATSC5v,-340.267827195593
ATSC6Z,241.0743801652892
ATSC6c,0.08413071545322909
ATSC6d,6.132231404958676
ATSC6i,29.382553688921565
ATSC6m,1158.4697636611568
ATSC6p,7.51577435334577
ATSC6s,9.890208907254362
ATSC6v,1783.5846968185526
ATSC7Z,-108.23966942148756
ATSC7c,-0.21556415838834508
ATSC7d,-18.26446280991736
ATSC7i,15.782224697704944
ATSC7m,-513.8619285950411
ATSC7p,-0.8578678003615013
ATSC7s,-7.493801652892563
ATSC7v,-422.9037203223441
ATSC8Z,-145.65289256198344
ATSC8c,0.3868279257620689
ATSC8d,-16.23140495867769
ATSC8i,-21.778491643605427
ATSC8m,-718.312673520661
ATSC8p,-7.108698736939025
ATSC8s,2.5259412304866844
ATSC8v,-1567.7646637821576
AXp-0d,0.6909702524946126
AXp-1d,0.4373296010099789
AXp-2d,0.27773032648093987
AXp-3d,0.1791794165161806
AXp-4d,0.11458805017283967
AXp-5d,0.07373953486219502
AXp-6d,0.045480544079153466
AXp-7d,0.028723132076378825
GATS1Z,0.8111229566453448
GATS1c,1.2952081930346433
GATS1d,0.6352787456445994
GATS1i,1.4246710600624048
GATS1m,0.8181520772573027
GATS1p,1.2036463755338183
GATS1s,0.7520689094750529
GATS1v,1.0545056191392705
GATS2Z,0.9150248756218906
GATS2c,1.490991881287313
GATS2d,1.2067804878048782
GATS2i,1.074071033952001
GATS2m,0.9098767907109526
GATS2p,0.8884033977052725
GATS2s,0.9860004550625712
GATS2v,0.8512893452962874
GATS3Z,1.097210028289923
GATS3c,1.143497556057318
GATS3d,1.3392714809501038
GATS3i,0.9452343134214723
GATS3m,1.0926620490246963
GATS3p,0.9144064200730233
GATS3s,1.095836772327437
GATS3v,0.9650352840943821
GATS4Z,1.1322696860524963
GATS4c,0.805176463731545
GATS4d,1.1225119147743203
GATS4i,1.2167898865796254
GATS4m,1.1370286989807707
GATS4p,1.2025007898791054
GATS4s,0.9213199429864138
GATS4v,1.2081119539044491
GATS5Z,0.9429205324727714
GATS5c,0.735681340290688
GATS5d,0.7871127224785762
GATS5i,1.1094776997401805
GATS5m,0.9476270276860979
GATS5p,1.0495010750787823
GATS5s,0.8260873843126405
GATS5v,1.035949499294853
GATS6Z,0.7926820698766057
GATS6c,0.8787368862032529
GATS6d,1.0492972302604382
GATS6i,0.8799087761457478
GATS6m,0.7927660056150401
GATS6p,0.7683013124749811
GATS6s,0.7134237031038096
GATS6v,0.7790219074031476
GATS7Z,1.045021602513747
GATS7c,1.031359179546386
GATS7d,1.3652920410783058
GATS7i,1.0370444292491554
GATS7m,1.0473286721965078
GATS7p,1.021438945085428
GATS7s,0.9743967427100175
GATS7v,1.0411720029659666
GATS8Z,1.0459000179823774
GATS8c,0.5794712329501203
GATS8d,1.1345871290038203
GATS8i,1.1269233121485438
GATS8m,1.055088377823905
GATS8p,1.2249410533752831
GATS8s,0.7007209726277125
GATS8v,1.2089892513836071
MATS1Z,0.09909791700836487
MATS1c,-0.26074610904409057
MATS1d,0.46181184668989556
MATS1i,-0.21644386147449232
MATS1m,0.09558551852027576
MATS1p,-0.1018784844738124
MATS1s,0.10482691370063392
MATS1v,-0.027387224701625794
MATS2Z,0.07357979334098744
MATS2c,-0.14102084435315645
MATS2d,0.03453658536585355
MATS2i,0.037967040318895244
MATS2m,0.07662282378725155
MATS2p,0.11123003133453133
MATS2s,0.019983071672354955
MATS2v,0.11664026445546297
MATS3Z,-0.11752699549012104
MATS3c,0.016672528617057415
MATS3d,-0.2056432329029174
MATS3i,0.1516539121202867
MATS3m,-0.1138740996433826
MATS3p,0.0738489557432103
MATS3s,-0.10875192397778223
MATS3v,0.0032327372093453725
MATS4Z,-0.19587077873233305
MATS4c,-0.01402882227633201
MATS4d,-0.12111017661900765
MATS4i,-0.16608120176868435
MATS4m,-0.19681287666580585
MATS4p,-0.18578631789171532
MATS4s,-0.09688752893177986
MATS4v,-0.20235249561153287
MATS5Z,0.01108387377044093
MATS5c,-0.00949816731815506
MATS5d,0.155833882663151
MATS5i,-0.11824445990402106
MATS5m,0.009953441420299578
MATS5p,-0.06293082876999911
MATS5s,-0.02462134489438243
MATS5v,-0.03627605737660318
MATS6Z,0.18921040170723954
MATS6c,0.032693492433895244
MATS6d,0.06134766432410087
MATS6i,0.11205140680362305
MATS6m,0.1906141130932942
MATS6p,0.18636045342600696
MATS6s,0.1329145215094194
MATS6v,0.19874279433744382
MATS7Z,-0.09892591697383524
MATS7c,-0.09754678606599208
MATS7d,-0.21277278562259316
MATS7i,0.07008509652455812
MATS7m,-0.09845697097126499
MATS7p,-0.024770231826274802
MATS7s,-0.11727321717262443
MATS7v,-0.054874280436249666
MATS8Z,-0.12189285269666493
MATS8c,0.16028383724856105
MATS8d,-0.1731413458712901
MATS8i,-0.088556562678714
MATS8m,-0.12602278034885758
MATS8p,-0.18794696343687123
MATS8s,0.036195567251942916
MATS8v,-0.18627033866523848
MAXaaN,5.099126826656589
MAXaaO,5.400210985652393
MAXssO,5.520056208696986
MINaaN,4.126622639666315
MINaaO,5.400210985652393
MINssO,5.297950836075316
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,8
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,45.367270947791916
SpAD_D,453.7358289122192
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,7.334389316233618
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1394
TMWC10,150.56471380197
TSRW10,86.51981694697506
VE1_Dt,5.76562882887939
VE2_Dt,0.16957731849645266
VE3_Dt,2.975689656390233
VR1_Dt,233.7054007993293
VR2_Dt,6.873688258803803
VR3_Dt,6.677836782867074
Xc-3dv,0.9825722642708875
Xc-4dv,0.0
Xc-5dv,0.13878814110212073
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.17479246499677625
Xch-6d,0.7236646552009294
Xch-7d,0.9882318380669091
Xp-0dv,20.211905387211182
Xp-1dv,11.975873946714705
Xp-2dv,8.884421170112706
Xp-3dv,6.689209793839408
Xp-4dv,4.785201597315586
Xp-5dv,3.1443795602578515
Xp-6dv,1.8912330845572236
Xp-7dv,1.308706269958552
Xpc-4d,4.9411210525396205
Xpc-5d,8.258153774796064
Xpc-6d,11.58214442362095
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,70
nFRing,1
nHBAcc,7
nHBDon,0
nHRing,3
nSpiro,0
naRing,4
piPC10,8.347922660773166
AATS0dv,6.818181818181818
AATS0pe,6.104768181818182
AATS0se,7.567370787878786
AATS1dv,6.785714285714286
AATS1pe,6.473758571428571
AATS1se,7.742470057142857
AATS2dv,5.032
AATS2pe,6.3412928000000015
AATS2se,7.737623007999999
AATS3dv,3.581699346405229
AATS3pe,6.235086274509804
AATS3se,7.663958666666666
AATS4dv,2.8735632183908044
AATS4pe,6.01825
AATS4se,7.468970643678162
AATS5dv,2.8702702702702703
AATS5pe,5.884684324324323
AATS5se,7.387856194594595
AATS6dv,3.2033898305084745
AATS6pe,5.922145762711865
AATS6se,7.4385500790960455
AATS7dv,3.5723684210526314
AATS7pe,6.133438815789473
AATS7se,7.555833473684209
AATS8dv,2.963855421686747
AATS8pe,5.988405421686747
AATS8se,7.433859421686746
AATSC0Z,7.198347107438016
AATSC0c,0.014538513361121658
AATSC0d,0.5647382920110192
AATSC0i,1.4814907989234636
AATSC0m,34.33652842975205
AATSC0p,0.22784878023042054
AATSC0s,0.42039715335169875
AATSC0v,50.70246563219098
AATSC1Z,0.7133412042502959
AATSC1c,-0.0037908607901979956
AATSC1d,0.26080283353010625
AATSC1i,-0.32065958925792515
AATSC1m,3.2820748741440395
AATSC1p,-0.023212888419081992
AATSC1s,0.04406893611439069
AATSC1v,-1.3885998191952738
AATSC2Z,0.5296528925619839
AATSC2c,-0.002050233429825023
AATSC2d,0.019504132231404896
AATSC2i,0.056247820894799475
AATSC2m,2.630961767338844
AATSC2p,0.02534362696456442
AATSC2s,0.008400826446280993
AATSC2v,5.913948999882778
AATSC3Z,-0.8460001080321935
AATSC3c,0.00024239378006277241
AATSC3d,-0.11613460811321778
AATSC3i,0.22467387542695227
AATSC3m,-3.9100412598174246
AATSC3p,0.01682639448738078
AATSC3s,-0.045718999261780004
AATSC3v,0.16390774725473872
AATSC4Z,-1.4099458535195213
AATSC4c,-0.00020395822010525408
AATSC4d,-0.06839555428897125
AATSC4i,-0.24604777229445718
AATSC4m,-6.757870934976726
AATSC4p,-0.042331185915128494
AATSC4s,-0.04073124135820061
AATSC4v,-10.259770454331822
AATSC5Z,0.07978557069466158
AATSC5c,-0.0001380892324611664
