DLiP-ID,C001D2
ATSC8p,1.251727587247073
ATSC8s,-1.0271269001427712
ATSC8v,170.73232147497805
AXp-0d,0.6963983015001797
AXp-1d,0.4368591721508941
AXp-2d,0.28389345241926117
AXp-3d,0.17939788508903828
AXp-4d,0.11438884778324485
AXp-5d,0.07516993181234098
AXp-6d,0.04680852620829345
AXp-7d,0.03078670361939931
GATS1Z,0.5472920277296363
GATS1c,1.2960662614005485
GATS1d,0.7269230769230768
GATS1i,0.886554687203589
GATS1m,0.5487579025130406
GATS1p,0.6794661886844724
GATS1s,0.9920781520838041
GATS1v,0.7007860731218091
GATS2Z,0.6350759615030054
GATS2c,0.6420296121030367
GATS2d,1.1342062193126021
GATS2i,1.170871072615651
GATS2m,0.6396032549269522
GATS2p,0.9065706543228694
GATS2s,0.6231512259417646
GATS2v,0.9064759042579047
GATS3Z,0.9846826434071089
GATS3c,0.9871017858928177
GATS3d,1.0989911727616644
GATS3i,1.1264098892869439
GATS3m,0.9845545307530496
GATS3p,1.0120643892973988
GATS3s,0.9380596212792296
GATS3v,0.9829174745652584
GATS4Z,0.9029348718416494
GATS4c,1.125887007815733
GATS4d,1.1619433198380564
GATS4i,1.0597133198287652
GATS4m,0.9047103882420173
GATS4p,0.9671428017391579
GATS4s,1.1455745683448955
GATS4v,0.9918373033448563
GATS5Z,0.775489601386482
GATS5c,1.1921288841405573
GATS5d,1.1469230769230767
GATS5i,0.9392098165642924
GATS5m,0.7799083370174249
GATS5p,0.9723304736481467
GATS5s,1.2880933755369657
GATS5v,0.9378580857041645
GATS6Z,1.236906009431301
GATS6c,1.4095158616356365
GATS6d,1.0143112701252235
GATS6i,0.9348935935148488
GATS6m,1.236664756932833
GATS6p,1.1349076682475365
GATS6s,1.5254588856348157
GATS6v,1.172720341454386
GATS7Z,0.7447479975642889
GATS7c,1.0553003219422206
GATS7d,0.8295218295218293
GATS7i,0.9711251785063573
GATS7m,0.7528715574186335
GATS7p,0.9831767941088287
GATS7s,1.1536284532327938
GATS7v,1.10093233755857
GATS8Z,0.9050155381581309
GATS8c,0.6616056914672142
GATS8d,0.7519893899204242
GATS8i,0.9548601377145416
GATS8m,0.9077760985851392
GATS8p,0.9574312245421716
GATS8s,0.6876827243172442
GATS8v,1.0697691493185488
MATS1Z,-0.008030040439052595
MATS1c,-0.4835954554674511
MATS1d,0.24843304843304806
MATS1i,0.04047888955414908
MATS1m,-0.00607669965512758
MATS1p,0.08061606732842078
MATS1s,-0.18039451464426964
MATS1v,0.06016750549032283
MATS2Z,-0.010619860614329476
MATS2c,0.03181434562645959
MATS2d,-0.07583196944899077
MATS2i,-0.2292445592154275
MATS2m,-0.012093073286239816
MATS2p,-0.11998641502022539
MATS2s,-0.0031928523209592942
MATS2v,-0.11048749204966976
MATS3Z,-0.10105974941046113
MATS3c,-0.08207560147218512
MATS3d,-0.054504693848956155
MATS3i,-0.12454542904539796
MATS3m,-0.1009293557402099
MATS3p,-0.10808611155201292
MATS3s,-0.02086938329900788
MATS3v,-0.08211715343248813
MATS4Z,-0.04521268509228011
MATS4c,0.06375941577600353
MATS4d,-0.17918728445044232
MATS4i,-0.00787396274487936
MATS4m,-0.04573126563281135
MATS4p,-0.04690162350764826
MATS4s,0.024087802594888727
MATS4v,-0.06692158703815883
MATS5Z,0.15202772963604855
MATS5c,0.0904335420586374
MATS5d,-0.15521367521367518
MATS5i,0.07137421803497832
MATS5m,0.14793388545675806
MATS5p,-0.014654329268150431
MATS5s,-0.026828313278234196
MATS5v,0.02041693588691406
MATS6Z,-0.25573334408125437
MATS6c,-0.1172766296185496
MATS6d,-0.10117272907970573
MATS6i,-0.016133675090955854
MATS6m,-0.2559780057411685
MATS6p,-0.1379398604281639
MATS6s,-0.16693164674593672
MATS6v,-0.18686496678349737
MATS7Z,0.04463909316595627
MATS7c,-0.012573313090615927
MATS7d,-0.03303303303303294
MATS7i,-0.05693983594812288
MATS7m,0.04463146059906776
MATS7p,0.03028279244338226
MATS7s,-0.10493224402335863
MATS7v,-0.022108786238209385
MATS8Z,0.20354987151138473
MATS8c,-0.007300964550024291
MATS8d,0.06454465075154739
MATS8i,-0.04089663834990396
MATS8m,0.20551691262602484
MATS8p,0.16991989278982933
MATS8s,-0.03813919402496347
MATS8v,0.11683882397455964
MAXaaN,4.528765432098766
MAXsCl,5.908549527027761
MAXsOH,10.039160367850844
MINaaN,4.528765432098766
MINsCl,5.908549527027761
MINsOH,10.039160367850844
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,23.908970793159533
SpAD_D,135.8392286811433
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,568
TMWC10,110.6094456554578
TSRW10,51.361401462530075
VE1_Dt,4.220311982468816
VE2_Dt,0.23446177680382313
VE3_Dt,2.0276957197123693
VR1_Dt,87.83581668410825
VR2_Dt,4.87976759356157
VR3_Dt,5.063256017259098
Xc-3dv,0.538133520797021
Xc-4dv,0.0
Xc-5dv,0.05878437377059326
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.22565900991549848
Xch-7d,0.3805611699836176
Xp-0dv,10.224473032734233
Xp-1dv,5.9638348461889485
Xp-2dv,4.490553975694961
Xp-3dv,3.053545979115033
Xp-4dv,2.1091119966023895
Xp-5dv,1.5176335473562195
Xp-6dv,0.7629057872739773
Xp-7dv,0.46085794721267476
Xpc-4d,2.6406575447975924
Xpc-5d,4.209595368529242
Xpc-6d,6.899313802565127
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,30
nFRing,1
nHBAcc,2
nHBDon,1
nHRing,1
nSpiro,0
naRing,3
piPC10,7.715805483888833
AATS0dv,8.128747795414462
AATS0pe,6.321367857142858
AATS0se,7.711477035714288
AATS1dv,8.403703703703703
AATS1pe,6.481066666666668
AATS1se,7.709859800000003
AATS2dv,7.460992907801419
AATS2pe,6.4108085106383
AATS2se,7.665546638297874
AATS3dv,5.876138433515483
AATS3pe,6.333032786885246
AATS3se,7.706727540983606
AATS4dv,5.249512670565302
AATS4pe,6.331799999999998
AATS4se,7.740860912280702
AATS5dv,4.362222222222222
AATS5pe,6.3047460000000015
AATS5se,7.7362040400000005
AATS6dv,3.5142118863049094
AATS6pe,6.194779069767441
AATS6se,7.659800232558136
AATS7dv,2.6786786786786787
AATS7pe,5.9147567567567565
AATS7se,7.405116810810811
AATS8dv,1.6091954022988504
AATS8pe,5.75703448275862
AATS8se,7.314223862068965
AATSC0Z,11.775510204081629
AATSC0c,0.017854577886930196
AATSC0d,0.5969387755102042
AATSC0i,1.4341409040163506
AATSC0m,55.28149328954082
AATSC0p,0.2540198180520664
AATSC0s,0.928655412782397
AATSC0v,50.38840027569565
AATSC1Z,-0.09455782312925196
AATSC1c,-0.008634392725409088
AATSC1d,0.14829931972789098
AATSC1i,0.05805243125876537
AATSC1m,-0.33592903120749035
AATSC1p,0.02047807875483858
AATSC1s,-0.1675243424606544
AATSC1v,3.0317443502365022
AATSC2Z,-0.12505427702996133
AATSC2c,0.0005680317119093398
AATSC2d,-0.045267042987407774
AATSC2i,-0.328768999394043
AATSC2m,-0.6685231497231917
AATSC2p,-0.03047892731215738
AATSC2s,-0.0029650595900736878
AATSC2v,-5.567287974856501
AATSC3Z,-1.1900301104048174
AATSC3c,-0.0014654252191017721
AATSC3d,-0.03253596520575445
AATSC3i,-0.17861569420227127
AATSC3m,-5.579525502070092
AATSC3p,-0.027456014390397677
AATSC3s,-0.019380465762054225
AATSC3v,-4.137751996656927
AATSC4Z,-0.5324024346580738
AATSC4c,0.0011383974549978206
AATSC4d,-0.10696383816684571
AATSC4i,-0.01129237204913235
AATSC4m,-2.5280926542024695
AATSC4p,-0.011913941869759331
AATSC4s,0.02236926826177729
AATSC4v,-3.372071714763553
AATSC5Z,1.7902040816326525
AATSC5c,0.0016146527202769193
