DLiP-ID,P000A3
AATS6i,166.45082647579048
AATS6m,39.1865583939394
AATS6p,1.0454014656935153
AATS6s,2.5606060606060606
AATS6v,132.6366038733477
AATS7Z,12.91304347826087
AATS7d,1.9130434782608696
AATS7i,159.96078442771721
AATS7m,43.51024369565216
AATS7p,1.168514230495478
AATS7s,3.5289855072463765
AATS7v,152.75830014567893
AATS8Z,8.05
AATS8d,1.5
AATS8i,166.15163657415718
AATS8m,24.237916699999992
AATS8p,0.9165982547971497
AATS8s,2.8333333333333335
AATS8v,107.02447117136322
AMID_C,1.658398360483605
AMID_N,0.16221555071684143
AMID_O,0.14105312139823775
AMID_X,0.0
AMID_h,0.3032686721150792
ATS0dv,138.0
ATS0pe,149.02020000000002
ATS0se,186.29854400000002
ATS1dv,124.0
ATS1pe,156.80650000000006
ATS1se,189.13040800000007
ATS2dv,130.0
ATS2pe,255.14460000000005
ATS2se,314.271656
ATS3dv,92.0
ATS3pe,310.57849999999996
ATS3se,389.72070800000006
ATS4dv,72.0
ATS4pe,275.0945000000001
ATS4se,349.50107999999994
ATS5dv,82.0
ATS5pe,245.99800000000005
ATS5se,314.614964
ATS6dv,78.0
ATS6pe,188.542
ATS6se,240.79306799999995
ATS7dv,54.0
ATS7pe,139.94549999999998
ATS7se,175.07830799999996
ATS8dv,21.0
ATS8pe,114.7805
ATS8se,147.604672
ATSC0Z,176.24000000000004
ATSC0c,0.32729971536887303
ATSC0d,10.24
ATSC0i,35.42764848220573
ATSC0m,842.3833559999998
ATSC0p,5.7753816448177595
ATSC0s,35.61111111111111
ATSC0v,1290.0323787214163
ATSC1Z,-0.04000000000000181
ATSC1c,-0.19439322153475525
ATSC1d,1.52
ATSC1i,-1.781109973336045
ATSC1m,-0.07704560000006566
ATSC1p,-0.08844591959999934
ATSC1s,-1.3888888888888893
ATSC1v,-7.313064301099978
ATSC2Z,-11.563199999999991
ATSC2c,0.11039237575388569
ATSC2d,-3.6431999999999998
ATSC2i,-3.991488606717385
ATSC2m,-60.48713032000008
ATSC2p,-1.0708557021155163
ATSC2s,6.579999999999999
ATSC2v,-226.4600158210687
ATSC3Z,-87.8992
ATSC3c,-0.10296246345752479
ATSC3d,-2.4191999999999996
ATSC3i,5.8448196787715005
ATSC3m,-413.2179117200001
ATSC3p,-0.27744565564946133
ATSC3s,-15.875555555555554
ATSC3v,-285.69485103296114
ATSC4Z,-37.140799999999984
ATSC4c,0.03035544063996444
ATSC4d,-0.5808000000000003
ATSC4i,-16.432097008469448
ATSC4m,-180.80528927999995
ATSC4p,-2.0367860197004988
ATSC4s,-4.60222222222222
ATSC4v,-417.83969358698175
ATSC5Z,14.4672
ATSC5c,-0.028974098409412882
ATSC5d,1.5471999999999995
ATSC5i,-1.172160590625202
ATSC5m,70.40176652000005
ATSC5p,0.3696223883641325
ATSC5s,-2.4911111111111093
ATSC5v,109.36723963691011
ATSC6Z,64.3232
ATSC6c,0.022685134262106582
ATSC6d,-1.3168000000000006
ATSC6i,4.65039213159605
ATSC6m,306.5267825200001
ATSC6p,1.0660362068361966
ATSC6s,8.114444444444445
ATSC6v,376.93510014457814
ATSC7Z,-34.0208
ATSC7c,-0.0043567323059032735
ATSC7d,-1.8207999999999998
ATSC7i,-4.124379940419818
ATSC7m,-162.86369228
ATSC7p,-1.0694346306748592
ATSC7s,-3.6577777777777802
ATSC7v,-241.52307115609
ATSC8Z,-17.112000000000002
ATSC8c,0.0074920629169689355
ATSC8d,-0.19200000000000034
ATSC8i,-3.601392478108992
ATSC8m,-81.6346524
ATSC8p,-0.5386281910786079
ATSC8s,-3.766666666666667
ATSC8v,-125.75228010213546
AXp-0d,0.7342962323226362
AXp-1d,0.482307808352892
AXp-2d,0.34491331104672424
AXp-3d,0.22275655153635296
AXp-4d,0.15270595708198195
AXp-5d,0.10169461240336074
AXp-6d,0.07368309711860922
AXp-7d,0.052315973896078075
GATS1Z,0.93145710394916
GATS1c,1.623301448902404
GATS1d,1.03125
GATS1i,1.2664403523929368
GATS1m,0.9377041594824675
GATS1p,1.1359651345196562
GATS1s,0.5627457098283932
GATS1v,1.073857261892917
GATS2Z,0.9791842292977108
GATS2c,0.8854641573500643
GATS2d,1.4787946428571428
GATS2i,1.1644637227999208
GATS2m,0.9863763028643155
GATS2p,1.1379470412347754
GATS2s,0.5181635836862047
GATS2v,1.1103741679887935
GATS3Z,1.219054436258249
GATS3c,1.29113445113259
GATS3d,1.1042668269230769
GATS3i,0.9179768943969286
GATS3m,1.2128035720043908
GATS3p,0.9682126792325976
GATS3s,1.3219728789151568
GATS3v,1.0461596025798447
GATS4Z,1.0341012256014523
GATS4c,0.6987692215874005
GATS4d,0.9033203125
GATS4i,1.1549461440040858
GATS4m,1.0387143033129922
GATS4p,1.1514560691755968
GATS4s,0.8514040561622466
GATS4v,1.1393413942974244
GATS5Z,0.9120754995830209
GATS5c,0.9516281510729273
GATS5d,0.7085755813953487
GATS5i,0.9154599908225641
GATS5m,0.9104852535118947
GATS5p,0.8658037810374797
GATS5s,0.9210173058085116
GATS5v,0.8769782197277672
GATS6Z,0.6829529979779638
GATS6c,1.0136110218296233
GATS6d,1.171875
GATS6i,0.8032326558023898
GATS6m,0.6839470348526862
GATS6p,0.7726417349216325
GATS6s,0.6274287335129769
GATS6v,0.7176459567766166
GATS7Z,1.2344826225108052
GATS7c,1.2086428576148742
GATS7d,1.0699728260869563
GATS7i,1.0622540992997969
GATS7m,1.2275533941414758
GATS7p,1.1564900596465784
GATS7s,1.9668995455470397
GATS7v,1.1375483881635693
GATS8Z,1.113254652746255
GATS8c,0.6917374380237188
GATS8d,0.7031249999999999
GATS8i,0.9274445887360141
GATS8m,1.1075421012947937
GATS8p,1.0230809011392783
GATS8s,1.776599063962559
GATS8v,1.0360158175307863
MATS1Z,-0.00022696323195643328
MATS1c,-0.5939303103752179
MATS1d,0.1484375
MATS1i,-0.05027457507462411
MATS1m,-9.146144620652462e-05
MATS1p,-0.015314298697361709
MATS1s,-0.03900156006240251
MATS1v,-0.005668899805715063
MATS2Z,-0.03905388755593019
MATS2c,0.20076322827991114
MATS2d,-0.21177455357142858
MATS2i,-0.06706304756919874
MATS2m,-0.04274092547252951
MATS2p,-0.11036744367777734
MATS2s,0.10998439937597504
MATS2v,-0.10449166291354886
MATS3Z,-0.2397822898844233
MATS3c,-0.15124114696766675
MATS3d,-0.11358173076923075
MATS3i,0.07931684944766294
MATS3m,-0.23583378771991356
MATS3p,-0.023095847625333062
MATS3s,-0.2143285731429257
MATS3v,-0.1064727490809037
MATS4Z,-0.10976036465425927
MATS4c,0.04830473291275703
MATS4d,-0.029541015625000014
MATS4i,-0.24157357954131395
MATS4m,-0.11178927127330374
MATS4p,-0.18368068418114336
MATS4s,-0.06731019240769628
MATS4v,-0.1686971924112322
MATS5Z,0.04772561728720876
MATS5c,-0.051467829823802755
MATS5d,0.08784520348837205
MATS5i,-0.019236069699123844
MATS5m,0.04858982470761353
MATS5p,0.03720909727478076
MATS5s,-0.040670464027863416
MATS5v,0.04928992906603268
MATS6Z,0.2764962379124884
MATS6c,0.0525075549025594
MATS6d,-0.09741950757575761
MATS6i,0.0994427937797715
MATS6m,0.27566696069057733
MATS6p,0.13983546658284993
MATS6s,0.17262326856710633
MATS6v,0.22135637737398922
MATS7Z,-0.20982257396040968
MATS7c,-0.0144686303440137
MATS7d,-0.19327445652173908
MATS7i,-0.12654019858588858
MATS7m,-0.21014868256521077
MATS7p,-0.20127309637255955
MATS7s,-0.111646204978634
MATS7v,-0.2035027040203218
MATS8Z,-0.12136858828869723
MATS8c,0.02861315854080883
MATS8d,-0.023437500000000038
MATS8i,-0.1270685690555311
MATS8m,-0.12113643363580419
MATS8p,-0.11657848437642172
MATS8s,-0.1322152886115445
MATS8v,-0.12184992618825943
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,14.688155854650281
SpAD_D,80.13674553347882
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.6247685185185183
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,123
TMWC10,86.80260451289553
TSRW10,41.17201196642135
VE1_Dt,3.4206941383635696
VE2_Dt,0.2850578448636308
VE3_Dt,1.4121650517077666
VR1_Dt,44.107036051422774
VR2_Dt,3.6755863376185647
VR3_Dt,3.9689408741716923
Xc-3dv,0.21991320281372367
Xc-4dv,0.0
Xc-5dv,0.0
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.10206207261596575
Xch-7d,0.07216878364870322
Xp-0dv,7.209213198785088
Xp-1dv,4.071914528941439
Xp-2dv,2.7185614727980227
Xp-3dv,1.6304452756176413
Xp-4dv,1.0275458414477465
Xp-5dv,0.6107601898626795
Xp-6dv,0.2923272320154852
Xp-7dv,0.14258606605165236
Xpc-4d,0.7216878364870322
Xpc-5d,0.8164965809277261
Xpc-6d,0.826295748134966
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,25
nFRing,0
nHBAcc,1
nHBDon,1
nHRing,0
nSpiro,0
naRing,1
piPC10,3.840795496139778
AATS0dv,5.52
AATS0pe,5.960808000000001
AATS0se,7.45194176
AATS1dv,4.96
AATS1pe,6.272260000000002
AATS1se,7.565216320000003
AATS2dv,3.0952380952380953
AATS2pe,6.07487142857143
AATS2se,7.482658476190476
AATS3dv,1.7692307692307692
AATS3pe,5.972663461538461
AATS3se,7.4946290000000015
AATS4dv,1.5
AATS4pe,5.731135416666668
AATS4se,7.281272499999999
AATS5dv,1.9069767441860466
AATS5pe,5.7208837209302335
AATS5se,7.316627069767441
AATS6dv,2.3636363636363638
AATS6pe,5.7133939393939395
AATS6se,7.2967596363636344
AATS7dv,2.347826086956522
AATS7pe,6.084586956521738
AATS7se,7.612100347826085
AATS8dv,1.05
AATS8pe,5.739025
AATS8se,7.3802335999999995
AATSC0Z,7.049600000000002
AATSC0c,0.013091988614754921
AATSC0d,0.4096
AATSC0i,1.4171059392882293
AATSC0m,33.695334239999994
AATSC0p,0.23101526579271037
AATSC0s,1.4244444444444442
AATSC0v,51.60129514885665
AATSC1Z,-0.0016000000000000725
AATSC1c,-0.00777572886139021
AATSC1d,0.0608
AATSC1i,-0.0712443989334418
AATSC1m,-0.0030818240000026263
AATSC1p,-0.0035378367839999734
AATSC1s,-0.05555555555555557
AATSC1v,-0.2925225720439991
AATSC2Z,-0.2753142857142855
AATSC2c,0.00262838989890204
AATSC2d,-0.08674285714285714
AATSC2i,-0.0950354430170806
AATSC2m,-1.4401697695238114
AATSC2p,-0.025496564336083723
AATSC2s,0.15666666666666665
AATSC2v,-5.391905138596874
AATSC3Z,-1.6903692307692306
AATSC3c,-0.001980047374183169
AATSC3d,-0.04652307692307692
AATSC3i,0.11240037843791348
AATSC3m,-7.946498302307694
AATSC3p,-0.005335493377874256
AATSC3s,-0.30529914529914526
AATSC3v,-5.494131750633868
AATSC4Z,-0.7737666666666664
AATSC4c,0.0006324050133325925
AATSC4d,-0.012100000000000007
AATSC4i,-0.3423353543431135
AATSC4m,-3.766776859999999
AATSC4p,-0.042433042077093724
AATSC4s,-0.09587962962962959
AATSC4v,-8.704993616395454
AATSC5Z,0.33644651162790695
AATSC5c,-0.0006738162420793694
AATSC5d,0.035981395348837195
AATSC5i,-0.027259548619190742
AATSC5m,1.6372503841860477
AATSC5p,0.008595869496840292
AATSC5s,-0.05793281653746766
AATSC5v,2.5434241776025606
AATSC6Z,1.9491878787878787
AATSC6c,0.0006874283109729267
AATSC6d,-0.03990303030303032
AATSC6i,0.14092097368472878
AATSC6m,9.288690379393943
AATSC6p,0.032304127479884745
AATSC6s,0.24589225589225588
AATSC6v,11.422275761956913
AATSC7Z,-1.4791652173913044
AATSC7c,-0.00018942314373492493
