DLiP-ID,C000BF
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,248.044190384
MZ,0.773809523809524
Mi,1.1040467584598734
Mm,0.7384956646883213
Mp,0.7707766467065872
Mv,0.6836072664359861
SZ,21.66666666666667
Si,30.913309236876458
Sm,20.677878611272995
Sp,21.58174610778444
Sv,19.14100346020761
nB,0
nC,12
nF,0
nH,12
nI,0
nN,2
nO,0
nP,0
nS,2
nX,0
ABC,12.158714650613906
AMW,8.858721085142857
IC0,1.5916727785823275
IC1,2.521640636343318
IC2,2.950212064914747
IC3,3.521640636343319
IC4,3.6644977792004623
IC5,3.6644977792004623
MID,32.30186666484434
Mpe,0.9557422969187677
Mse,0.9931068567266674
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,73.42280000000001
SdO,0
SdS,0
Spe,26.760784313725495
SsF,0
SsI,0
Sse,27.806991988346688
StN,0
fMF,0.5
nBr,0
nCl,0
AMID,2.0188666665527712
BIC0,0.3103109680873757
BIC1,0.4916165920291182
BIC2,0.5751704585550267
BIC3,0.6865756139229047
BIC4,0.7144269027648742
BIC5,0.7144269027648742
CIC0,3.2156821434752763
CIC1,2.2857142857142856
CIC2,1.8571428571428568
CIC3,1.2857142857142847
CIC4,1.1428571428571415
CIC5,1.1428571428571415
GGI1,2.5
GGI2,2.000000000000001
GGI3,0.75
GGI4,0.5244444444444445
GGI5,0.3472222222222222
GGI6,0.20571428571428566
GGI7,0.09375
GGI8,0.07306626354245402
GGI9,0.0
JGI1,0.14705882352941177
JGI2,0.09090909090909097
JGI3,0.03571428571428571
JGI4,0.03746031746031746
JGI5,0.028935185185185185
JGI6,0.014693877551020404
JGI7,0.007211538461538462
JGI8,0.012177710590409004
JGI9,0.0
MIC0,19.350430877082665
MIC1,26.18998521860641
MIC2,31.337556647177838
MIC3,33.48541379003498
MIC4,33.62941379003499
MIC5,33.62941379003499
MPC2,22
MPC3,27
MPC4,30
MPC5,34
MPC6,28
MPC7,27
MPC8,26
MPC9,26
Mare,0.963142857142857
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,2
NtCH,0
NtsC,0
RNCG,0.3046741457992284
RPCG,0.11967545796861433
SIC0,0.3310911726694548
SIC1,0.5245380624536926
SIC2,0.6136871757436253
SIC3,0.7325526601302024
SIC4,0.7622690312268466
SIC5,0.7622690312268466
SaaN,0
SaaO,0
SaaS,0
Sare,26.967999999999996
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,3.251944444444444
StCH,0
StsC,0
TIC0,44.566837800305166
TIC1,70.60593781761291
TIC2,82.60593781761291
TIC3,98.60593781761293
TIC4,102.60593781761294
TIC5,102.60593781761294
Vabc,212.78818019616338
WPol,21
apol,36.04151599999999
bpol,13.358483999999997
nRot,3
ABCGG,10.296104196678908
ATS0Z,1054.0
ATS0d,90.0
ATS0i,4377.683837391189
ATS0m,4191.441518000001
ATS0p,58.04215485818801
ATS0s,87.95130315500685
ATS0v,7135.390574139772
ATS1Z,1040.0
ATS1d,108.0
ATS1i,4205.037277274501
ATS1m,4018.967453999998
ATS1p,67.07904368
ATS1s,90.80281207133058
ATS1v,8592.233952727394
ATS2Z,1298.0
ATS2d,156.0
ATS2i,6308.392759924498
ATS2m,4958.731607999998
ATS2p,93.03291200969794
ATS2s,118.24691358024688
ATS2v,11739.570668206527
ATS3Z,1608.0
ATS3d,161.0
ATS3i,8238.084534052558
ATS3m,6051.0488430000005
ATS3p,106.721384869094
ATS3s,130.53086419753083
ATS3v,12419.186543322649
ATS4Z,1320.0
ATS4d,130.0
ATS4i,7964.248398989895
ATS4m,4703.580381999999
ATS4p,93.91209839879204
ATS4s,102.33333333333334
ATS4v,9908.93564753938
ATS5Z,784.0
ATS5d,109.0
ATS5i,6146.97926436279
ATS5m,2694.940522
ATS5p,67.60253650848999
ATS5s,78.51851851851853
ATS5v,7570.80742844033
ATS6Z,636.0
ATS6d,104.0
ATS6i,4781.478057400655
ATS6m,2329.57579
ATS6p,54.24538273939601
ATS6s,91.29629629629625
ATS6v,7292.782207733436
ATS7Z,652.0
ATS7d,102.0
ATS7i,5829.124178970649
ATS7m,2318.8714370000016
ATS7p,57.278732324849
ATS7s,128.3333333333333
ATS7v,7644.712566128127
ATS8Z,424.0
ATS8d,82.0
ATS8i,7263.660385948193
ATS8m,1300.9695339999992
ATS8p,48.75225645879201
ATS8s,115.33333333333333
ATS8v,5804.693284065273
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,12
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.0
JGI10,0.0
JGT10,0.3741608294012589
Kier1,12.456747404844291
Kier2,6.074380165289257
Kier3,3.49519890260631
MID_C,24.682144229123068
MID_N,3.540251269881427
MID_O,0.0
MID_X,0.0
MID_h,7.6197224357212665
MPC10,24
MWC01,17.0
MWC02,4.3694478524670215
MWC03,5.176149732573829
MWC04,5.998936561946683
MWC05,6.818924065275521
MWC06,7.644440761556566
MWC07,8.46821300919452
MWC08,9.294589604421082
MWC09,10.119606488913373
MWC10,10.946287579718035
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,2
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.650400000000002
SRW02,3.5553480614894135
SRW03,0.0
SRW04,4.812184355372417
SRW05,0.0
SRW06,6.278521424165844
SRW07,0.0
SRW08,7.833203948641057
SRW09,0.0
SRW10,9.423433587436891
SaaCH,15.634754661123708
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.7319548374905525
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,11.714679390274629
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.822410070282479
VE1_D,3.953535729574494
VE2_A,0.23890062939265494
VE2_D,0.24709598309840589
VE3_A,1.810884761376064
VE3_D,1.8446139291877695
VR1_A,71.04003189824851
VR1_D,72.13093575039987
VR2_A,4.440001993640532
VR2_D,4.508183484399992
VR3_A,4.733247176947687
VR3_D,4.7484866487868285
WPath,472
Xc-3d,0.804737854124365
Xc-4d,0.0
Xc-5d,0.23570226039551584
Xc-6d,0.0
Xp-0d,11.380468888623982
Xp-1d,7.770856947829095
Xp-2d,6.620991449099086
Xp-3d,5.486485805960475
Xp-4d,4.071981408008266
Xp-5d,3.036130191048865
Xp-6d,1.6813629809452457
Xp-7d,1.0786980110593314
ZMIC0,56.5160076263014
ZMIC1,49.55865617581403
ZMIC2,40.92418541532028
ZMIC3,36.38678423171067
ZMIC4,35.870397111122784
ZMIC5,35.870397111122784
nAcid,0
nAtom,28
nBase,0
nRing,2
piPC1,3.1780538303479458
piPC2,3.7376696182833684
piPC3,4.241326752570746
piPC4,4.670489652108734
piPC5,5.118742035422107
piPC6,4.879006851617819
piPC7,4.965027560618124
piPC8,5.23810281689052
piPC9,5.614495783829436
AATS0Z,37.642857142857146
AATS0d,3.2142857142857144
AATS0i,156.3458513353996
AATS0m,149.69433992857148
AATS0p,2.0729341020781433
AATS0s,3.1411179698216736
AATS0v,254.83537764784901
AATS1Z,35.86206896551724
AATS1d,3.7241379310344827
AATS1i,145.00128542325868
AATS1m,138.58508462068957
AATS1p,2.3130704717241377
AATS1s,3.1311314507355372
AATS1v,296.2839294043929
AATS2Z,29.5
AATS2d,3.5454545454545454
AATS2i,143.37256272555678
AATS2m,112.6984456363636
AATS2p,2.114384363856771
AATS2s,2.68742985409652
AATS2v,266.80842427742107
AATS3Z,29.236363636363638
AATS3d,2.9272727272727272
AATS3i,149.78335516459197
AATS3m,110.01906987272729
AATS3p,1.940388815801709
AATS3s,2.373288439955106
AATS3v,225.80339169677544
AATS4Z,25.384615384615383
AATS4d,2.5
AATS4i,153.15862305749798
AATS4m,90.45346888461538
AATS4p,1.8060018922844623
AATS4s,1.967948717948718
AATS4v,190.55645476037267
AATS5Z,19.6
AATS5d,2.725
AATS5i,153.67448160906974
AATS5m,67.37351305
AATS5p,1.6900634127122498
AATS5s,1.9629629629629632
AATS5v,189.27018571100825
AATS6Z,19.875
AATS6d,3.25
AATS6i,149.42118929377048
AATS6m,72.7992434375
AATS6p,1.6951682106061252
AATS6s,2.8530092592592577
AATS6v,227.89944399166987
AATS7Z,17.157894736842106
AATS7d,2.6842105263157894
AATS7i,153.39800470975393
AATS7m,61.02293255263162
AATS7p,1.507335061180237
AATS7s,3.377192982456139
AATS7v,201.17664647705598
AATS8Z,9.636363636363637
AATS8d,1.8636363636363635
AATS8i,165.08319058973166
AATS8m,29.56748940909089
AATS8p,1.1080058286089094
AATS8s,2.621212121212121
AATS8v,131.92484736511983
AMID_C,1.5426340143201918
AMID_N,0.2212657043675892
AMID_O,0.0
AMID_X,0.0
AMID_h,0.47623265223257916
ATS0dv,154.88888888888889
ATS0pe,167.906
ATS0se,208.99873000000005
ATS1dv,163.77777777777777
ATS1pe,184.98040000000003
ATS1se,223.06778100000002
ATS2dv,188.66666666666666
ATS2pe,270.3920000000001
ATS2se,330.0781880000001
ATS3dv,139.33333333333331
ATS3pe,333.25190000000003
ATS3se,414.73593600000004
ATS4dv,90.0
ATS4pe,308.6664
ATS4se,392.70301600000005
ATS5dv,125.0
ATS5pe,232.878
ATS5se,297.1989880000001
ATS6dv,150.0
ATS6pe,194.06500000000003
ATS6se,238.10258399999998
ATS7dv,123.0
ATS7pe,233.9056000000001
ATS7se,285.4727240000001
ATS8dv,54.0
ATS8pe,257.158
ATS8se,324.26991200000003
ATSC0Z,450.4285714285714
ATSC0c,0.48055781595209623
ATSC0d,14.428571428571429
ATSC0i,50.22557559424169
ATSC0m,1988.452837857143
ATSC0p,11.649623587536002
ATSC0s,18.924799137762093
ATSC0v,1593.7019623107776
ATSC1Z,114.41326530612244
ATSC1c,-0.2987164563644882
ATSC1d,5.556122448979596
ATSC1i,19.56886252609374
ATSC1m,475.00200886224513
ATSC1p,4.015654636809002
ATSC1s,-5.06710163489264
ATSC1v,276.55937122875093
ATSC2Z,55.04081632653062
ATSC2c,0.032910545749479325
ATSC2d,-4.5306122448979576
ATSC2i,-3.428313660147629
ATSC2m,249.69178436734688
ATSC2p,1.1960863079900044
ATSC2s,-0.250384927633604
ATSC2v,-8.36604117690409
ATSC3Z,63.586734693877574
ATSC3c,0.09311538828264415
ATSC3d,-5.9846938775510194
ATSC3i,-14.100584943695827
ATSC3m,287.3467557091835
ATSC3p,-0.08492537525099625
ATSC3s,-5.684123134850648
ATSC3v,-188.36903529895602
ATSC4Z,-261.22448979591843
ATSC4c,-0.05582124804023196
ATSC4d,0.9183673469387749
ATSC4i,-18.923023893789463
ATSC4m,-1138.3576360204086
ATSC4p,-6.718689871305997
ATSC4s,-5.5138294000727885
ATSC4v,-613.6859019700605
ATSC5Z,-275.8979591836735
ATSC5c,-0.08120369644997247
ATSC5d,3.387755102040817
ATSC5i,-2.946835162391886
ATSC5m,-1177.15737622449
ATSC5p,-5.085805029548001
ATSC5s,4.765082164553063
ATSC5v,-22.398664727737746
ATSC6Z,-57.77551020408163
ATSC6c,0.06380608369555102
ATSC6d,-6.775510204081632
ATSC6i,-11.91658109145455
ATSC6m,-250.53031269387765
ATSC6p,-2.1327414455779987
ATSC6s,4.8574018084600095
ATSC6v,-87.24745149800742
ATSC7Z,-79.58163265306122
ATSC7c,0.19316286260398555
ATSC7d,-9.01020408163265
ATSC7i,-18.25378064073988
ATSC7m,-392.38374037755085
ATSC7p,-3.6869490961550007
ATSC7s,5.33755703927662
ATSC7v,-789.0966753310719
ATSC8Z,-57.53061224489789
ATSC8c,-0.3284543199369224
ATSC8d,0.32653061224489666
ATSC8i,1.0019512000002437
ATSC8m,-300.13918220408124
ATSC8p,-0.7736907457780047
ATSC8s,-10.665581870608325
ATSC8v,-554.0046917459787
AXp-0d,0.7112793055389989
AXp-1d,0.4571092322252409
AXp-2d,0.3009541567772312
AXp-3d,0.20320317799853613
AXp-4d,0.13573271360027556
AXp-5d,0.08929794679555486
AXp-6d,0.06004867789090163
AXp-7d,0.039951778187382644
GATS1Z,0.5642901670002297
GATS1c,1.7192975047015893
GATS1d,0.7097985660635028
GATS1i,0.6515191997129786
GATS1m,0.5750490281322436
GATS1p,0.49860575399357787
GATS1s,1.4121395435321258
GATS1v,0.6666084995445903
GATS2Z,0.7520110717065999
GATS2c,0.6200229752106111
GATS2d,1.4034653465346534
GATS2i,0.9595247755048485
GATS2m,0.7482052072288188
GATS2p,0.8034283328297305
GATS2s,0.6993722734721152
GATS2v,0.9030499365474884
GATS3Z,1.137825447625638
GATS3c,0.789610192576611
GATS3d,1.2588658865886588
GATS3i,1.1637662309349504
GATS3m,1.1178034924126434
GATS3p,1.145914632326473
GATS3s,1.1353282235363977
GATS3v,1.0301565355191349
GATS4Z,2.0507392227182906
GATS4c,1.0870352713489928
GATS4d,0.7916984006092916
GATS4i,1.328386544591745
GATS4m,2.0010878060833153
GATS4p,1.848182456994549
GATS4s,1.2713104480875324
GATS4v,1.2792644242189697
GATS5Z,2.0035918173168414
GATS5c,0.960226622501554
GATS5d,0.842079207920792
GATS5i,1.0918374107404412
GATS5m,1.9550350917874226
GATS5p,1.7371416088593117
GATS5s,0.7015339392637198
GATS5v,1.0981581281335733
GATS6Z,0.7062024262607042
GATS6c,0.7374694011328632
GATS6d,1.7543316831683167
GATS6i,1.0873197610173928
GATS6m,0.72075432304795
GATS6p,0.8456284456524688
GATS6s,0.5851161715330075
GATS6v,0.9295950286889196
GATS7Z,0.4937402974610647
GATS7c,0.9229321157233679
GATS7d,1.4280875455966648
GATS7i,1.1663536211519774
GATS7m,0.5390866653564351
GATS7p,0.7262933035768045
GATS7s,0.9511329483060791
GATS7v,1.1709771979208285
GATS8Z,0.5721823371680651
GATS8c,1.8127272981136076
GATS8d,0.6379387938793879
GATS8i,0.9084477981833101
GATS8m,0.6207814640763942
GATS8p,0.639795329514335
GATS8s,1.6356604489809083
GATS8v,1.1177948548860548
MATS1Z,0.24525082843925325
MATS1c,-0.6001689689142298
MATS1d,0.37179924889040655
MATS1i,0.37618432321741624
MATS1m,0.23064295039581653
MATS1p,0.3328162286215054
MATS1s,-0.2585165610845511
MATS1v,0.1675487936271423
MATS2Z,0.07776143932185799
MATS2c,0.043580759427161546
MATS2d,-0.19981998199819975
MATS2i,-0.04343711588278537
MATS2m,0.07990874555584775
MATS2p,0.0653365172392033
MATS2s,-0.008419421621317565
MATS2v,-0.0033405520675793927
MATS3Z,0.07186806216301937
MATS3c,0.09864410919473988
MATS3d,-0.21116111611161112
MATS3i,-0.14292478528653635
MATS3m,0.07356755880916761
MATS3p,-0.0037112560905120883
MATS3s,-0.15290706089089703
MATS3v,-0.060172457393399895
MATS4Z,-0.312278904096221
MATS4c,-0.06254730253223618
MATS4d,0.034272658035034244
MATS4i,-0.20287115553460222
MATS4m,-0.30826066997472656
MATS4p,-0.3105470367660669
MATS4s,-0.15688330639417003
MATS4v,-0.2073450762574373
MATS5Z,-0.4287662543609262
MATS5c,-0.11828459683329136
MATS5d,0.1643564356435644
MATS5i,-0.04107040266375397
MATS5m,-0.4143976400492042
MATS5p,-0.30559472535168714
MATS5s,0.17625325853691373
MATS5v,-0.009838141434351166
MATS6Z,-0.11223437995559785
MATS6c,0.1161781608379303
MATS6d,-0.41089108910891087
MATS6i,-0.20760356315793377
MATS6m,-0.11024351165571471
MATS6p,-0.16018961907725088
MATS6s,0.22458503001607596
MATS6v,-0.04790200543523559
MATS7Z,-0.13018512026975146
MATS7c,0.2961777451435039
MATS7d,-0.4601354872329337
MATS7i,-0.2677949231482117
MATS7m,-0.1454019204410211
MATS7p,-0.23320061061162178
MATS7s,0.2078192078633524
MATS7v,-0.3648358785127246
MATS8Z,-0.0812790127728281
MATS8c,-0.4349453457546942
MATS8d,0.014401440144014344
MATS8i,0.012694833290554961
MATS8m,-0.0960534028096064
MATS8p,-0.042263052767726454
MATS8s,-0.35863992075727735
MATS8v,-0.22121353210283504
MAXssS,1.625972222222222
MINssS,1.625972222222222
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,20.684128127837152
SpAD_D,121.08953337946582
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,277
TMWC10,101.83659565606662
TSRW10,47.902691377105626
VE1_Dt,3.951757259754439
VE2_Dt,0.24698482873465244
VE3_Dt,1.8441639851180278
VR1_Dt,72.01032964918767
VR2_Dt,4.500645603074229
VR3_Dt,4.746813205321163
Xc-3dv,0.5202200572599405
Xc-4dv,0.0
Xc-5dv,0.11785113019775792
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.16666666666666666
Xch-7d,0.2845177968644246
Xp-0dv,10.222992434679437
Xp-1dv,6.956795678960466
Xp-2dv,5.455304979586283
Xp-3dv,4.572619633513363
Xp-4dv,3.4283230689621274
Xp-5dv,2.3639169999177017
Xp-6dv,1.5164185129029086
Xp-7dv,0.9626276283094354
Xpc-4d,2.040440114519881
Xpc-5d,2.6193319195898983
Xpc-6d,3.2976993264202012
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,29
nFRing,0
nHBAcc,4
nHBDon,2
nHRing,0
nSpiro,0
naRing,2
piPC10,5.901266279189834
AATS0dv,5.531746031746032
AATS0pe,5.996642857142858
AATS0se,7.464240357142859
AATS1dv,5.647509578544061
AATS1pe,6.378634482758621
AATS1se,7.691992448275863
AATS2dv,4.287878787878788
AATS2pe,6.145272727272729
AATS2se,7.501777000000003
AATS3dv,2.5333333333333328
AATS3pe,6.059125454545455
AATS3se,7.540653381818182
AATS4dv,1.7307692307692308
AATS4pe,5.935892307692308
AATS4se,7.551981076923078
AATS5dv,3.125
AATS5pe,5.821949999999999
AATS5se,7.4299747000000025
AATS6dv,4.6875
AATS6pe,6.064531250000001
AATS6se,7.440705749999999
AATS7dv,3.236842105263158
AATS7pe,6.1554105263157926
AATS7se,7.51244010526316
AATS8dv,1.2272727272727273
AATS8pe,5.8445
AATS8se,7.369770727272728
AATSC0Z,16.08673469387755
AATSC0c,0.017162779141146296
AATSC0d,0.5153061224489796
AATSC0i,1.793770556937203
AATSC0m,71.01617278061225
AATSC0p,0.41605798526914295
AATSC0s,0.6758856834915034
AATSC0v,56.917927225384915
AATSC1Z,3.945285010555946
AATSC1c,-0.01030056746084442
AATSC1d,0.19159042927515849
AATSC1i,0.6747883629687496
AATSC1m,16.379379615939488
AATSC1p,0.138470849545138
AATSC1s,-0.1747276425825048
AATSC1v,9.536530042370721
AATSC2Z,1.2509276437847867
AATSC2c,0.0007479669488518029
AATSC2d,-0.10296846011131722
AATSC2i,-0.07791621954880976
AATSC2m,5.674813281076066
AATSC2p,0.027183779727045554
AATSC2s,-0.005690566537127364
AATSC2v,-0.19013729947509297
AATSC3Z,1.1561224489795923
AATSC3c,0.001693007059684439
AATSC3d,-0.10881261595547308
AATSC3i,-0.2563742717035605
AATSC3m,5.224486467439701
AATSC3p,-0.0015440977318362955
AATSC3s,-0.10334769336092087
AATSC3v,-3.4248915508901097
AATSC4Z,-5.023547880690739
AATSC4c,-0.00107348553923523
AATSC4d,0.017660910518053363
AATSC4i,-0.36390430564979737
AATSC4m,-21.891493000392472
AATSC4p,-0.12920557444819225
AATSC4s,-0.10603518077063055
AATSC4v,-11.801651960962703
AATSC5Z,-6.897448979591838
AATSC5c,-0.0020300924112493118
AATSC5d,0.08469387755102042
AATSC5i,-0.07367087905979715
AATSC5m,-29.42893440561225
AATSC5p,-0.12714512573870002
AATSC5s,0.11912705411382658
AATSC5v,-0.5599666181934436
AATSC6Z,-1.8054846938775508
AATSC6c,0.0019939401154859693
AATSC6d,-0.211734693877551
AATSC6i,-0.3723931591079547
AATSC6m,-7.8290722716836765
AATSC6p,-0.06664817017431246
AATSC6s,0.1517938065143753
AATSC6v,-2.726482859312732
AATSC7Z,-2.0942534908700323
AATSC7c,0.0050832332264206725
AATSC7d,-0.23711063372717503
