DLiP-ID,I000KT
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.25053516202490167
RPCG,0.08989510806010587
SIC0,0.26022861756714644
SIC1,0.6000254426300128
SIC2,0.811754958675947
SIC3,0.9583706247923556
SIC4,0.9833482499169424
SIC5,0.9833482499169424
SaaN,4.0181483493709935
SaaO,5.5836212897944915
SaaS,0
Sare,42.80400000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,62.51081508409551
TIC1,144.1351064331698
TIC2,194.9957102711674
TIC3,230.214991220041
TIC4,236.2149912200411
TIC5,236.2149912200411
Vabc,294.16223212501023
WPol,34
apol,51.84106699999999
bpol,23.076932999999993
nRot,6
ABCGG,14.132213683841139
ATS0Z,986.0
ATS0d,149.0
ATS0i,6995.288340583232
ATS0m,3893.4079049999996
ATS0p,71.28774919213097
ATS0s,125.91666666666667
ATS0v,10430.779377553008
ATS1Z,1184.0
ATS1d,188.0
ATS1i,6822.889307941898
ATS1m,4513.097468000002
ATS1p,89.87587787000002
ATS1s,146.3888888888889
ATS1v,13126.314154030631
ATS2Z,1658.0
ATS2d,286.0
ATS2i,11501.442000460544
ATS2m,6171.4069329999975
ATS2p,131.37836522569796
ATS2s,223.13888888888897
ATS2v,18663.55863946614
ATS3Z,1645.0
ATS3d,303.0
ATS3i,15529.116298458288
ATS3m,5907.388358000001
ATS3p,142.163495459037
ATS3s,252.52777777777786
ATS3v,19277.125623943557
ATS4Z,1405.0
ATS4d,276.0
ATS4i,15790.473210476683
ATS4m,4873.271218999999
ATS4p,133.004974791584
ATS4s,236.1944444444445
ATS4v,17342.96518910301
ATS5Z,1238.0
ATS5d,247.0
ATS5i,14880.731790492879
ATS5m,4296.694876000001
ATS5p,121.99636919982898
ATS5s,212.38888888888894
ATS5v,15603.767377826822
ATS6Z,1154.0
ATS6d,228.0
ATS6i,13644.038156749477
ATS6m,4049.7092349999994
ATS6p,111.370479667829
ATS6s,194.86111111111114
ATS6v,14360.724427314006
ATS7Z,1082.0
ATS7d,209.0
ATS7i,12235.388758353982
ATS7m,3857.488213999999
ATS7p,97.21761257697999
ATS7s,180.3611111111112
ATS7v,12816.855111831455
ATS8Z,977.0
ATS8d,183.0
ATS8i,10078.005287221187
ATS8m,3486.614059999999
ATS8p,85.10845175018797
ATS8s,159.4444444444445
ATS8v,11488.738132048353
C1SP1,0
C1SP2,3
C1SP3,1
C2SP1,0
C2SP2,14
C2SP3,1
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.09523809523809523
GGI10,0.07346393225181104
JGI10,0.005247423732272217
JGT10,0.2851653954816921
Kier1,18.367346938775512
Kier2,9.273922571219869
Kier3,5.041666666666667
MID_C,43.98390090078867
MID_N,6.114072474360804
MID_O,2.0555165328067058
MID_X,0.0
MID_h,8.16958900716751
MPC10,84
MWC01,28.0
MWC02,4.875197323201151
MWC03,5.707110264748875
MWC04,6.555356891810665
MWC05,7.399398083331354
MWC06,8.252446090246952
MWC07,9.101529466118004
MWC08,9.956886129260823
MWC09,10.80898019431077
MWC10,11.665946936052631
NaaCH,13
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,5.226000000000003
SRW02,4.04305126783455
SRW03,0.0
SRW04,5.3230099791384085
SRW05,2.3978952727983707
SRW06,6.799055862058796
SRW07,4.727387818712341
SRW08,8.359134886757962
SRW09,6.823286122355687
SRW10,9.960670966063581
SaaCH,25.735893255631773
SaaNH,0
SaaSe,0
SaaaC,2.143738980378452
SaasC,4.42340405269452
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,6.808797589740779
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.5309727676493874
VE1_D,4.931950681173753
VE2_A,0.1412389107059755
VE2_D,0.1972780272469501
VE3_A,2.1778641364285534
VE3_D,2.512025317364242
VR1_A,950.0175902861115
VR1_D,146.72510975236534
VR2_A,38.00070361144446
VR2_D,5.869004390094614
VR3_A,7.7727712323879645
VR3_D,5.90485156633235
WPath,1859
Xc-3d,1.0817885325170824
Xc-4d,0.0
Xc-5d,0.13608276348795434
Xc-6d,0.0
Xp-0d,16.899130457682162
Xp-1d,12.38214273316075
Xp-2d,10.603214351738831
Xp-3d,9.026643872851507
Xp-4d,7.534825958727237
Xp-5d,6.014094336833877
Xp-6d,3.686961552914744
Xp-7d,2.7142927701959754
ZMIC0,80.65236708169168
ZMIC1,51.876316927479756
ZMIC2,29.29517231819659
ZMIC3,22.37580495066507
ZMIC4,21.90406427539634
ZMIC5,21.90406427539634
nAcid,0
nAtom,44
nBase,0
nRing,4
piPC1,3.6888794541139363
piPC2,4.293878247897177
piPC3,4.89128853646369
piPC4,5.472533244238822
piPC5,5.9517812269685875
piPC6,6.036041981129654
piPC7,6.378943346164854
piPC8,6.7379164255608694
piPC9,6.720771307505188
AATS0Z,22.40909090909091
AATS0d,3.3863636363636362
AATS0i,158.98382592234617
AATS0m,88.48654329545454
AATS0p,1.6201761180029768
AATS0s,2.8617424242424243
AATS0v,237.06316767165927
AATS1Z,25.19148936170213
AATS1d,4.0
AATS1i,145.16785761578507
AATS1m,96.02335038297876
AATS1p,1.9122527206382984
AATS1s,3.1146572104018917
AATS1v,279.2832798729922
AATS2Z,21.532467532467532
AATS2d,3.7142857142857144
AATS2i,149.3693766293577
AATS2m,80.14814198701295
AATS2p,1.7062125353986748
AATS2s,2.897907647907649
AATS2v,242.3838784346252
AATS3Z,16.616161616161616
AATS3d,3.0606060606060606
AATS3i,156.85976059048775
AATS3m,59.67058947474749
AATS3p,1.4359949036266364
AATS3s,2.5507856341189683
AATS3v,194.7184406458945
AATS4Z,14.05
AATS4d,2.76
AATS4i,157.90473210476682
AATS4m,48.732712189999994
AATS4p,1.33004974791584
AATS4s,2.361944444444445
AATS4v,173.42965189103012
AATS5Z,13.170212765957446
AATS5d,2.627659574468085
AATS5i,158.30565734566892
AATS5m,45.70951995744682
AATS5p,1.2978337148917976
AATS5s,2.259456264775414
AATS5v,165.99752529603
AATS6Z,13.418604651162791
AATS6d,2.6511627906976742
AATS6i,158.65160647383112
AATS6m,47.08964226744185
AATS6p,1.2950055775328955
AATS6s,2.2658268733850133
AATS6v,166.98516775946518
AATS7Z,14.236842105263158
AATS7d,2.75
AATS7i,160.99195734676292
AATS7m,50.75642386842104
AATS7p,1.2791791128549999
AATS7s,2.3731725146198843
AATS7v,168.64283041883493
AATS8Z,15.507936507936508
AATS8d,2.9047619047619047
AATS8i,159.9683378923998
AATS8m,55.3430803174603
AATS8p,1.3509278055585392
AATS8s,2.5308641975308652
AATS8v,182.36092273092623
AMID_C,1.7593560360315468
AMID_N,0.24456289897443217
AMID_O,0.08222066131226823
AMID_X,0.0
AMID_h,0.32678356028670036
ATS0dv,314.0
ATS0pe,268.07089999999994
ATS0se,329.95827599999996
ATS1dv,343.0
ATS1pe,302.85200000000003
ATS1se,361.0598719999998
ATS2dv,448.0
ATS2pe,487.7765000000001
ATS2se,588.4564119999999
ATS3dv,379.0
ATS3pe,605.2674999999999
ATS3se,745.1219040000003
ATS4dv,290.0
ATS4pe,599.3535999999999
ATS4se,745.7445079999998
ATS5dv,266.0
ATS5pe,551.0627
ATS5se,690.68924
ATS6dv,270.0
ATS6pe,501.77600000000007
ATS6se,629.1719559999999
ATS7dv,266.0
ATS7pe,449.099
ATS7se,561.5953999999999
ATS8dv,234.0
ATS8pe,383.03899999999993
ATS8se,474.82163200000014
ATSC0Z,297.90909090909093
ATSC0c,0.7369885067295752
ATSC0d,21.159090909090903
ATSC0i,68.76549456862892
ATSC0m,1427.3548047954546
ATSC0p,10.208289471710795
ATSC0s,16.138257575757578
ATSC0v,2259.6980089037766
ATSC1Z,16.869834710743795
ATSC1c,-0.29714453347152464
ATSC1d,5.807334710743799
ATSC1i,-3.81695838545106
ATSC1m,80.69034405940107
ATSC1p,0.04074995561956141
ATSC1s,-0.13190140036730913
ATSC1v,80.52154503794006
ATSC2Z,-44.431818181818194
ATSC2c,-0.023732036501270114
ATSC2d,-5.051136363636364
ATSC2i,-18.71848808682128
ATSC2m,-214.61485991477247
ATSC2p,-2.2790262928280485
ATSC2s,-0.9591224747474756
ATSC2v,-435.6390702936392
ATSC3Z,-65.3409090909091
ATSC3c,-0.1083568425162715
ATSC3d,-9.357954545454547
ATSC3i,-5.58830713915204
ATSC3m,-311.3453727215908
ATSC3p,-1.6194160934315847
ATSC3s,-3.0295138888888897
ATSC3v,-375.86580003376395
ATSC4Z,-111.7479338842975
ATSC4c,-0.08827729252890064
ATSC4d,-7.884297520661158
ATSC4i,-4.778761386866134
ATSC4m,-533.203885966942
ATSC4p,-2.30724418286233
ATSC4s,-6.0743227731864105
ATSC4v,-683.3532432140187
ATSC5Z,-16.6694214876033
ATSC5c,0.27270120133610354
ATSC5d,0.2283057851239677
ATSC5i,1.1104389019953582
ATSC5m,-82.79593594938017
ATSC5p,-0.4013238225896777
ATSC5s,0.16738406795225044
ATSC5v,-193.9818052176352
ATSC6Z,27.314049586776868
ATSC6c,-0.15237666214913925
ATSC6d,4.007231404958677
ATSC6i,-11.026659894478483
ATSC6m,128.71405039979328
ATSC6p,-0.2985838263725096
ATSC6s,1.1155016069788803
ATSC6v,41.083324335437965
ATSC7Z,63.884297520661164
ATSC7c,0.06596774504811254
ATSC7d,1.9752066115702482
ATSC7i,1.852254457476831
ATSC7m,305.8562203987603
ATSC7p,1.213822995212762
ATSC7s,3.5238177226813594
ATSC7v,408.00783203953335
ATSC8Z,-15.051652892561982
ATSC8c,-0.09927077693572932
ATSC8d,-2.136880165289256
ATSC8i,10.578198726591927
ATSC8m,-65.57652350258266
ATSC8p,1.1322469902622696
ATSC8s,-1.9145001147842065
ATSC8v,164.47255119108365
AXp-0d,0.6759652183072865
AXp-1d,0.44221938332716965
AXp-2d,0.28657336085780627
AXp-3d,0.18805508068440638
AXp-4d,0.12352173702831536
AXp-5d,0.08352908801158163
AXp-6d,0.055029276909175286
AXp-7d,0.03667963202967534
GATS1Z,0.7846531921386322
GATS1c,1.4065682652988387
GATS1d,0.7134401352926392
GATS1i,1.1316379820858236
GATS1m,0.7857612514138581
GATS1p,0.9383845343229327
GATS1s,0.8566636786379248
GATS1v,0.8595190362315378
GATS2Z,0.9738218754086926
GATS2c,1.1039244010915117
GATS2d,1.2932330827067673
GATS2i,1.2061535143407027
GATS2m,0.9740706323981431
GATS2p,1.071264025955069
GATS2s,0.9597688623624547
GATS2v,1.0183224293363207
GATS3Z,1.0599464279659578
GATS3c,1.2037315815739678
GATS3d,1.2521780642081397
GATS3i,1.0589826027094786
GATS3m,1.058621796982268
GATS3p,1.02153401756437
GATS3s,1.0178687078112028
GATS3v,1.0206662036342493
GATS4Z,1.1539929813854135
GATS4c,1.1596533374134612
GATS4d,1.127883995703545
GATS4i,0.9885839134881809
GATS4m,1.152398396004081
GATS4p,1.0806039018068523
GATS4s,1.1368430935336227
GATS4v,1.1118421701244028
GATS5Z,1.0157496802342567
GATS5c,0.663078341473583
GATS5d,0.9188244166647626
GATS5i,0.9156476131481429
GATS5m,1.018337353752917
GATS5p,1.025649113839039
GATS5s,0.9003629747449146
GATS5v,1.0559221706239235
GATS6Z,0.9373664937442783
GATS6c,0.8355869607094718
GATS6d,0.8270676691729326
GATS6i,1.0188067944573542
GATS6m,0.9408958179059453
GATS6p,1.0170223127670166
GATS6s,0.8137151351562805
GATS6v,1.0093158675678657
GATS7Z,0.8831288245025134
GATS7c,0.8843841670888918
GATS7d,0.976002035163096
GATS7i,0.9616288677178082
GATS7m,0.8838321757370174
GATS7p,0.9079127681847662
GATS7s,0.8258317428355538
GATS7v,0.8918785181696735
GATS8Z,1.0447418515773719
GATS8c,1.3830970281441772
GATS8d,1.0967554941776212
GATS8i,0.8952409668408765
GATS8m,1.0384922676076445
GATS8p,0.8791602069483022
GATS8s,1.1818619296614834
GATS8v,0.9048023659631167
MATS1Z,0.053012939961952714
MATS1c,-0.37745210214567265
MATS1d,0.25694174646342294
MATS1i,-0.05196389215612052
MATS1m,0.052922998761385724
MATS1p,0.003737050632065863
MATS1s,-0.007651517610642356
MATS1v,0.03335926820902107
MATS2Z,-0.08522603426478924
MATS2c,-0.018400780461543236
MATS2d,-0.13641245972073046
MATS2i,-0.15554718211297067
MATS2m,-0.0859191158333024
MATS2p,-0.12757286540196766
MATS2s,-0.033960914491368684
MATS2v,-0.11016366373537198
MATS3Z,-0.09748075814600074
MATS3c,-0.06534511221566361
MATS3d,-0.19656283566058014
MATS3i,-0.03611828981127434
MATS3m,-0.09694556724417633
MATS3p,-0.07050549339966675
MATS3s,-0.08343221757140312
MATS3v,-0.07392645655456977
MATS4Z,-0.16504729935916992
MATS4c,-0.05270368310773219
MATS4d,-0.16395273899033305
MATS4i,-0.03057718152703199
MATS4m,-0.1643667776485854
MATS4p,-0.09944736023333899
MATS4s,-0.16561279974963816
MATS4v,-0.13306000440299176
MATS5Z,-0.026191573766872908
MATS5c,0.17320130459648275
MATS5d,0.005050620472153045
MATS5i,0.007558731524188308
MATS5m,-0.027152004783069842
MATS5p,-0.018402074579829758
MATS5s,0.004854922465231932
MATS5v,-0.040182357807939065
MATS6Z,0.04690904187749715
MATS6c,-0.10578204682379488
MATS6d,0.0968950615742013
MATS6i,-0.08204037443700911
MATS6m,0.04613688200249726
MATS6p,-0.014964683218223156
MATS6s,0.03536452121480084
MATS6v,0.009301851468012653
MATS7Z,0.12415077975683794
MATS7c,0.05182150338511249
MATS7d,0.05404488665272205
MATS7i,0.015594417673127439
MATS7m,0.12405791000258498
MATS7p,0.06884009615468097
MATS7s,0.12641420474081577
MATS7v,0.10453390662102642
MATS8Z,-0.03528682350775728
MATS8c,-0.09407469799070817
MATS8d,-0.07053347654851418
MATS8i,0.10743685278976017
MATS8m,-0.03208696014340018
MATS8p,0.07746407250011131
MATS8s,-0.08285350416555677
MATS8v,0.050834101654101536
MAXaaN,4.0181483493709935
MAXaaO,5.5836212897944915
MINaaN,4.0181483493709935
MINaaO,5.5836212897944915
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,33.83066865260236
SpAD_D,306.99296376511086
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.7863964823889966
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,655
TMWC10,127.32285137908123
TSRW10,73.43349217571969
VE1_Dt,4.924662965363604
VE2_Dt,0.19698651861454416
VE3_Dt,2.5105465707278234
VR1_Dt,148.18959983433626
VR2_Dt,5.92758399337345
VR3_Dt,5.914783265717216
Xc-3dv,0.4831564213635479
Xc-4dv,0.0
Xc-5dv,0.04647312798543377
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.47285288451456386
Xch-7d,0.5857331359726219
Xp-0dv,13.775228947802056
Xp-1dv,8.344740510994967
Xp-2dv,5.872115780301555
Xp-3dv,4.1385228232393345
Xp-4dv,2.84121851350688
Xp-5dv,1.870846757481984
Xp-6dv,0.9633757580126397
Xp-7dv,0.5961146760098261
Xpc-4d,2.626747326718472
Xpc-5d,4.214781694372535
Xpc-6d,5.7067956039113295
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,47
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,2
nSpiro,0
naRing,4
piPC10,7.023456287612566
AATS0dv,7.136363636363637
AATS0pe,6.092520454545453
AATS0se,7.499051727272726
AATS1dv,7.297872340425532
AATS1pe,6.443659574468086
AATS1se,7.682124936170209
AATS2dv,5.818181818181818
AATS2pe,6.3347597402597415
AATS2se,7.642291064935064
AATS3dv,3.8282828282828283
AATS3pe,6.1138131313131305
AATS3se,7.526483878787882
AATS4dv,2.9
AATS4pe,5.993535999999999
AATS4se,7.457445079999998
AATS5dv,2.8297872340425534
AATS5pe,5.862369148936169
AATS5se,7.347757872340426
AATS6dv,3.13953488372093
AATS6pe,5.834604651162792
AATS6se,7.315952976744185
AATS7dv,3.5
AATS7pe,5.909197368421053
AATS7se,7.389413157894736
AATS8dv,3.7142857142857144
AATS8pe,6.079984126984126
AATS8se,7.536851301587304
AATSC0Z,6.770661157024794
AATSC0c,0.016749738789308525
AATSC0d,0.48088842975206597
AATSC0i,1.562852149287021
AATSC0m,32.439881927169424
AATSC0p,0.23200657890251808
AATSC0s,0.3667785812672177
AATSC0v,51.35677292963128
AATSC1Z,0.35893265342008074
AATSC1c,-0.006322224116415418
AATSC1d,0.12356031299454891
AATSC1i,-0.08121188054151192
AATSC1m,1.7168158310510866
AATSC1p,0.0008670203323310938
AATSC1s,-0.0028064127737725346
AATSC1v,1.7132243625093628
AATSC2Z,-0.5770365997638727
AATSC2c,-0.00030820826625026123
AATSC2d,-0.06559917355371901
AATSC2i,-0.24309724788079587
AATSC2m,-2.7872059729191228
AATSC2p,-0.02959774406270193
AATSC2s,-0.0124561360356815
AATSC2v,-5.657650263553756
AATSC3Z,-0.6600091827364555
AATSC3c,-0.0010945135607704193
AATSC3d,-0.09452479338842977
AATSC3i,-0.056447546860121614
AATSC3m,-3.1449027547635438
AATSC3p,-0.016357738317490753
AATSC3s,-0.030601150392817068
AATSC3v,-3.7966242427652923
AATSC4Z,-1.117479338842975
AATSC4c,-0.0008827729252890064
AATSC4d,-0.07884297520661158
AATSC4i,-0.047787613868661344
AATSC4m,-5.332038859669421
AATSC4p,-0.0230724418286233
AATSC4s,-0.06074322773186411
AATSC4v,-6.833532432140187
AATSC5Z,-0.17733427114471598
AATSC5c,0.0029010766099585483
AATSC5d,0.002428784948127316
AATSC5i,0.011813179808461258
