DLiP-ID,T006FB
ATS1v,11935.430841150845
ATS2Z,1746.0
ATS2d,242.0
ATS2i,10865.402779161026
ATS2m,6526.943808
ATS2p,124.51463812939596
ATS2s,250.2654320987655
ATS2v,16656.07126752382
ATS3Z,1877.0
ATS3d,270.0
ATS3i,14971.44532720541
ATS3m,6758.333526
ATS3p,143.10846306588596
ATS3s,272.108024691358
ATS3v,18228.613860341135
ATS4Z,1930.0
ATS4d,258.0
ATS4i,14678.710844555257
ATS4m,7038.326989999999
ATS4p,135.204357536433
ATS4s,281.45061728395063
ATS4v,17534.165415187428
ATS5Z,1714.0
ATS5d,252.0
ATS5i,14231.556238298397
ATS5m,6231.692594000001
ATS5p,130.337808646735
ATS5s,300.04629629629636
ATS5v,17603.33013813491
ATS6Z,1635.0
ATS6d,237.0
ATS6i,14750.774200716396
ATS6m,5856.595249
ATS6p,126.401797598735
ATS6s,343.6543209876543
ATS6v,16973.5020763334
ATS7Z,1402.0
ATS7d,205.0
ATS7i,14502.371192801782
ATS7m,4972.228645
ATS7p,105.68914635297999
ATS7s,291.7592592592593
ATS7v,13952.784338653706
ATS8Z,938.0
ATS8d,159.0
ATS8i,11431.670813201843
ATS8m,3199.094073999999
ATS8p,78.75726822328197
ATS8s,195.212962962963
ATS8v,9927.068658059412
C1SP1,0
C1SP2,4
C1SP3,1
C2SP1,0
C2SP2,8
C2SP3,3
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.23529411764705882
GGI10,0.1197836955412713
JGI10,0.00855597825294795
JGT10,0.4083872324249196
Kier1,20.3136
Kier2,10.87109375
Kier3,7.424397370343316
MAXdO,11.51292244705356
MID_C,35.048025575401866
MID_N,5.729068296443445
MID_O,5.15855401334117
MID_X,0.0
MID_h,12.960165908746214
MINdO,11.118743952166017
MPC10,52
MWC01,25.0
MWC02,4.74493212836325
MWC03,5.53338948872752
MWC04,6.368187186350492
MWC05,7.180069874302796
MWC06,8.021256180143997
MWC07,8.84404789894249
MWC08,9.687133400997965
MWC09,10.515939729390396
MWC10,11.359576130646547
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.6770000000000014
SRW02,3.9318256327243257
SRW03,0.0
SRW04,5.187385805840755
SRW05,0.0
SRW06,6.6240652277998935
SRW07,0.0
SRW08,8.144098463338524
SRW09,0.0
SRW10,9.708749225727084
SaaCH,14.291861106915288
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.4732540376624077
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.9870019856291208
SdssS,0
SsCH3,0
SsNH2,5.339795364747774
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.7549620741445238
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.277309990553867
VE1_D,4.813145748232277
VE2_A,0.17822124960641114
VE2_D,0.2005477395096782
VE3_A,2.3287930424744223
VE3_D,2.4468196094171395
VR1_A,199.85879364502577
VR1_D,132.8738062907512
VR2_A,8.327449735209408
VR2_D,5.536408595447966
VR3_A,6.173079822769256
VR3_D,5.764868590274821
WPath,1534
Xc-3d,1.4385050488558722
Xc-4d,0.0
Xc-5d,0.08333333333333333
Xc-6d,0.0
Xp-0d,17.363596551749424
Xp-1d,11.579718698118977
Xp-2d,10.039721579110516
Xp-3d,7.210236465367194
Xp-4d,6.002922448450799
Xp-5d,4.63193820338233
Xp-6d,2.883680268669015
Xp-7d,2.079739362059087
ZMIC0,77.9594954042403
ZMIC1,40.055763604180314
ZMIC2,25.677435210374806
ZMIC3,23.60442566031159
ZMIC4,23.60442566031159
ZMIC5,23.60442566031159
nAcid,1
nAtom,43
nBase,1
nRing,2
piPC1,3.5263605246161616
piPC2,4.007333185232471
piPC3,4.394449154672439
piPC4,4.882801922586371
piPC5,5.374120329963537
piPC6,5.343828350554423
piPC7,5.654679761648469
piPC8,5.92408867115025
piPC9,6.167254402038721
AATS0Z,28.511627906976745
AATS0d,3.0930232558139537
AATS0i,162.00798360531005
AATS0m,112.93327960465118
AATS0p,1.6239199347007207
AATS0s,5.560157271828245
AATS0v,227.12257119188482
AATS1Z,27.386363636363637
AATS1d,3.6818181818181817
AATS1i,147.4658291490806
AATS1m,104.36090834090915
AATS1p,1.9127470349090918
AATS1s,3.4526515151515156
AATS1v,271.25979184433737
AATS2Z,24.25
AATS2d,3.361111111111111
AATS2i,150.90837193279202
AATS2m,90.65199733333333
AATS2p,1.7293699740193884
AATS2s,3.475908779149521
AATS2v,231.33432316005306
AATS3Z,19.757894736842104
AATS3d,2.8421052631578947
AATS3i,157.59416133900433
AATS3m,71.14035290526316
AATS3p,1.506404874377747
AATS3s,2.8642949967511373
AATS3v,191.88014589832773
AATS4Z,20.752688172043012
AATS4d,2.774193548387097
AATS4i,157.83560047908878
AATS4m,75.68093537634407
AATS4p,1.4538102960906776
AATS4s,3.02635072348334
AATS4v,188.5394130665315
AATS5Z,18.835164835164836
AATS5d,2.769230769230769
AATS5i,156.39072789338897
AATS5m,68.48013839560441
AATS5p,1.4322836115025823
AATS5s,3.297212047212048
AATS5v,193.44318833115284
AATS6Z,17.393617021276597
AATS6d,2.521276595744681
AATS6i,156.92312979485527
AATS6m,62.304204776595746
AATS6p,1.3446999744546277
AATS6s,3.655897031783556
AATS6v,180.5691710248234
AATS7Z,15.752808988764045
AATS7d,2.303370786516854
AATS7i,162.9479909303571
AATS7m,55.86773758426966
AATS7p,1.1875184983480898
AATS7s,3.2781939242613403
AATS7v,156.7728577376821
AATS8Z,13.594202898550725
AATS8d,2.3043478260869565
AATS8i,165.67638859712815
AATS8m,46.36368223188405
AATS8p,1.141409684395391
AATS8s,2.829173376274826
AATS8v,143.87056026173062
AMID_C,1.4603343989750777
AMID_N,0.23871117901847685
AMID_O,0.21493975055588208
AMID_X,0.0
AMID_h,0.5400069128644256
ATS0dv,320.44444444444446
ATS0pe,272.38449999999995
ATS0se,335.2434929999999
ATS1dv,286.66666666666663
ATS1pe,287.55350000000004
ATS1se,344.37504799999977
ATS2dv,348.0
ATS2pe,457.67570000000006
ATS2se,556.7174319999999
ATS3dv,319.66666666666663
ATS3pe,590.2690000000001
ATS3se,733.0922899999999
ATS4dv,328.33333333333337
ATS4pe,575.3817999999999
ATS4se,715.649458
ATS5dv,380.66666666666663
ATS5pe,564.1956999999999
ATS5se,697.6844440000001
ATS6dv,386.6666666666667
ATS6pe,584.5657000000001
ATS6se,723.41619
ATS7dv,272.3333333333333
ATS7pe,546.1966999999999
ATS7se,682.4859560000001
ATS8dv,195.33333333333334
ATS8pe,418.098
ATS8se,526.6677300000001
ATSC0Z,455.6744186046511
ATSC0c,1.031221354489303
ATSC0d,22.279069767441865
ATSC0i,68.61758591557445
ATSC0m,2081.4123279069768
ATSC0p,12.465327422026602
ATSC0s,92.78816154655948
ATSC0v,2180.2679228430916
ATSC1Z,8.170362358031337
ATSC1c,-0.6405744453048539
ATSC1d,4.109789075175769
ATSC1i,5.403019257499679
ATSC1m,41.38013423472165
ATSC1p,1.570174917769871
ATSC1s,-8.502681907915962
ATSC1v,169.0455893184157
ATSC2Z,1.103299080584062
ATSC2c,0.3060028026389244
ATSC2d,-2.65332612222823
ATSC2i,-2.898093089291824
ATSC2m,-5.521034565170126
ATSC2p,-0.05318060228417337
ATSC2s,21.664385004759172
ATSC2v,-294.5255214918013
ATSC3Z,-133.07138994050842
ATSC3c,-0.36891529280368823
ATSC3d,1.1276365603028657
ATSC3i,8.934990586070604
ATSC3m,-591.5812898875067
ATSC3p,1.5414166835999437
ATSC3s,-33.044218837750876
ATSC3v,-66.70440073563876
ATSC4Z,19.54137371552187
ATSC4c,0.29026257200598776
ATSC4d,-1.5803136830719302
ATSC4i,7.5529371815577555
ATSC4m,81.74648892212025
ATSC4p,-1.8175222285586319
ATSC4s,-3.7605189770023557
ATSC4v,34.554933722463744
ATSC5Z,-20.65981611681991
ATSC5c,-0.19704544836313756
ATSC5d,-4.7068685776095185
ATSC5i,-4.376586117396942
ATSC5m,-88.61297991941588
ATSC5p,-1.2994978785718365
ATSC5s,-5.974195260701477
ATSC5v,-17.067441054275015
ATSC6Z,-67.07896160086531
ATSC6c,0.24381895599907732
ATSC6d,-3.9588967009194156
ATSC6i,-25.74643187421705
ATSC6m,-310.08121033153054
ATSC6p,-3.9014363029053674
ATSC6s,3.845238519171379
ATSC6v,-608.5590582482797
ATSC7Z,50.53434288804762
ATSC7c,-0.10342983418808907
ATSC7d,0.910762574364521
ATSC7i,-16.342352866659724
ATSC7m,211.409276750676
ATSC7p,-1.177441335019414
ATSC7s,-17.752494953339248
ATSC7v,-156.8996322041391
ATSC8Z,-56.45429962141697
ATSC8c,-0.29916550945376874
ATSC8d,1.2963764196863166
ATSC8i,-3.7385438904639154
ATSC8m,-247.2294117577071
ATSC8p,0.05316534448598237
ATSC8s,-20.29922525133149
ATSC8v,3.537865405592072
AXp-0d,0.723483189656226
AXp-1d,0.4631887479247591
AXp-2d,0.31374129934720363
AXp-3d,0.19487125582073497
AXp-4d,0.1304983140967565
AXp-5d,0.0842170582433151
AXp-6d,0.055455389782096444
AXp-7d,0.03713820289391227
GATS1Z,0.7845015171620257
GATS1c,1.5728514646582779
GATS1d,0.9640111975706964
GATS1i,1.0886629505996437
GATS1m,0.7840304702363031
GATS1p,0.8648583394983413
GATS1s,0.7331527379544178
GATS1v,0.8797354011394548
GATS2Z,1.0004401857711545
GATS2c,0.6428962941005018
GATS2d,1.2829679888656922
GATS2i,1.1414095522742314
GATS2m,0.9916388185246586
GATS2p,1.1064350660946267
GATS2s,0.5091813254840495
GATS2v,1.0766993084054952
GATS3Z,1.3782000934765208
GATS3c,1.004781114993291
GATS3d,1.0517305790572462
GATS3i,0.9927116454026471
GATS3m,1.3475001888434757
GATS3p,1.15507435022772
GATS3s,1.075580849185861
GATS3v,1.027301166512279
GATS4Z,1.246291656102757
GATS4c,0.7451540926480635
GATS4d,1.0844838036231395
GATS4i,0.9920521014038512
GATS4m,1.2198311600610456
GATS4p,1.289199574004584
GATS4s,0.8833632412673361
GATS4v,1.0172590354296107
GATS5Z,0.9455131476668683
GATS5c,0.9235085794145347
GATS5d,1.1393929661153042
GATS5i,1.0110232340928527
GATS5m,0.9462303363300463
GATS5p,1.035849596818185
GATS5s,0.9492369545366137
GATS5v,0.9969556833354867
GATS6Z,0.9334772477028358
GATS6c,0.7637865188009766
GATS6d,0.9526162661573313
GATS6i,1.107329575607577
GATS6m,0.9425650146164967
GATS6p,1.0741848316484588
GATS6s,0.9974659027127804
GATS6v,1.1090375404267017
GATS7Z,0.8046845342474709
GATS7c,1.0494718063521453
GATS7d,0.8260889962703196
GATS7i,1.0323514420584474
GATS7m,0.8227561330552389
GATS7p,0.9055319511473896
GATS7s,1.0643334967389353
GATS7v,0.9981010667006198
GATS8Z,1.0866835899188305
GATS8c,1.242767285953234
GATS8d,0.9152673141508576
GATS8i,0.9650512558545862
GATS8m,1.0855103230974017
GATS8p,0.9460812928628002
GATS8s,1.05061476601236
GATS8v,0.9784590383067204
MATS1Z,0.017522757430382147
MATS1c,-0.6070626179907941
MATS1d,0.18027614348073626
MATS1i,0.07695145923350388
MATS1m,0.019428959892412688
MATS1p,0.12310058711114998
MATS1s,-0.08955279422269809
MATS1v,0.07577217569261226
MATS2Z,0.0014460208907488194
MATS2c,0.17721866697451352
MATS2d,-0.07112618881929941
MATS2i,-0.025223935991034032
MATS2m,-0.0015841572992374275
MATS2p,-0.0025479184300564958
MATS2s,0.13944076420921186
MATS2v,-0.08067686755539692
MATS3Z,-0.13218278420354249
MATS3c,-0.16192712723861294
MATS3d,0.02290957037688164
MATS3i,0.05893910202304372
MATS3m,-0.1286474427615047
MATS3p,0.05597076143229202
MATS3s,-0.16119359084519058
MATS3v,-0.01384807706950934
MATS4Z,0.019828321375536258
MATS4c,0.13014414915086162
MATS4d,-0.03279682133477
MATS4i,0.0508939249340323
MATS4m,0.018159190847678648
MATS4p,-0.06741577751109118
MATS4s,-0.018738754511178277
MATS4v,0.007328004140640778
MATS5Z,-0.02142391649383587
MATS5c,-0.09029039912986193
MATS5d,-0.09983023239808206
MATS5i,-0.030138879833179977
MATS5m,-0.02011714203526166
MATS5p,-0.04926051497302194
MATS5s,-0.03042383144436326
MATS5v,-0.003699010887327814
MATS6Z,-0.06733987173668013
MATS6c,0.10815738327239095
MATS6d,-0.0812863678763381
MATS6i,-0.17164146675005568
MATS6m,-0.0681487556038027
MATS6p,-0.14317310127112964
MATS6s,0.018957074471989497
MATS6v,-0.1276831145701123
MATS7Z,0.053580951747439334
MATS7c,-0.048458769229215624
MATS7d,0.019750885505852536
MATS7i,-0.11506880363820406
MATS7m,0.0490731986679469
MATS7p,-0.045636679356062186
MATS7s,-0.09243687966831464
MATS7v,-0.0347688646354771
MATS8Z,-0.07720790008180557
MATS8c,-0.18079190863759964
MATS8d,0.03626214032858309
MATS8i,-0.03395364578939364
MATS8m,-0.07402209591713653
MATS8p,0.002657934697754333
MATS8s,-0.13633465317605054
MATS8v,0.0010112320045330089
MAXaaN,4.0547686271540195
MAXsOH,9.125551401147334
MAXssS,1.4544494572520363
MINaaN,4.0547686271540195
MINsOH,9.125551401147334
MINssS,1.4544494572520363
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,30.144653905420235
SpAD_D,266.21326956960337
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.5885812177422993
SssNH2,0
SsssAs,0
SsssCH,-0.22788770035613526
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,497
TMWC10,121.25453201786546
TSRW10,57.59612435543058
VE1_Dt,4.828140282554312
VE2_Dt,0.20117251177309634
VE3_Dt,2.4499300962056565
VR1_Dt,132.04158467702683
VR2_Dt,5.501732694876118
VR3_Dt,5.758585645759051
Xc-3dv,0.770401029515696
Xc-4dv,0.0
Xc-5dv,0.08333333333333333
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1853954059492991
Xch-7d,0.17677669529663687
Xp-0dv,13.830491678775136
Xp-1dv,8.345394722201805
Xp-2dv,6.378085598730044
Xp-3dv,4.471710955420297
Xp-4dv,3.2114379840661567
Xp-5dv,2.221879595342202
Xp-6dv,1.3051355830226676
Xp-7dv,0.8181966334215671
Xpc-4d,2.3191024727956777
Xpc-5d,3.626113655724075
Xpc-6d,5.05427316120163
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,44
nFRing,0
nHBAcc,5
nHBDon,3
nHRing,1
nSpiro,0
naRing,2
piPC10,6.2777002615881745
AATS0dv,7.452196382428941
AATS0pe,6.334523255813952
AATS0se,7.796360302325579
AATS1dv,6.515151515151515
AATS1pe,6.5353068181818195
AATS1se,7.826705636363631
AATS2dv,4.833333333333333
AATS2pe,6.3566069444444455
AATS2se,7.732186555555554
AATS3dv,3.364912280701754
AATS3pe,6.213357894736843
AATS3se,7.71676094736842
AATS4dv,3.530465949820789
AATS4pe,6.186901075268816
AATS4se,7.695155462365591
AATS5dv,4.1831501831501825
AATS5pe,6.199952747252746
AATS5se,7.666862021978023
AATS6dv,4.113475177304965
AATS6pe,6.218784042553192
AATS6se,7.695916914893617
AATS7dv,3.0599250936329585
AATS7pe,6.137041573033706
AATS7se,7.668381528089888
AATS8dv,2.8309178743961354
AATS8pe,6.059391304347827
AATS8se,7.632865652173915
AATSC0Z,10.597079502433747
AATSC0c,0.02398189196486751
AATSC0d,0.5181179015684154
AATSC0i,1.5957578119901035
AATSC0m,48.404937858301786
AATSC0p,0.2898913353959675
AATSC0s,2.157864222013011
AATSC0v,50.70390518239748
AATSC1Z,0.1856900535916213
AATSC1c,-0.01455851012056486
AATSC1d,0.09340429716308565
AATSC1i,0.1227958922159018
AATSC1m,0.9404575962436739
AATSC1p,0.03568579358567889
AATSC1s,-0.1932427706344537
AATSC1v,3.841945211782175
AATSC2Z,0.015323598341445303
AATSC2c,0.004250038925540617
AATSC2d,-0.03685175169761431
AATSC2i,-0.04025129290683089
AATSC2m,-0.07668103562736286
AATSC2p,-0.0007386194761690746
AATSC2s,0.3008942361772107
AATSC2v,-4.090632242941685
AATSC3Z,-1.4007514730579833
AATSC3c,-0.0038833188716177708
AATSC3d,0.01186985852950385
AATSC3i,0.09405253248495374
AATSC3m,-6.22717147250007
AATSC3p,0.01622543877473625
AATSC3s,-0.3478338825026408
AATSC3v,-0.7021515866909342
AATSC4Z,0.2101222980163642
AATSC4c,0.0031211029247955675
AATSC4d,-0.01699262024808527
AATSC4i,0.08121437829631996
AATSC4m,0.8789945045389275
AATSC4p,-0.019543249769447654
