DLiP-ID,C000XQ
ABCGG,18.657976450317662
ATS0Z,1588.0
ATS0d,196.0
ATS0i,9107.045970014578
ATS0m,6290.663999
ATS0p,88.492529716376
ATS0s,315.5772462277092
ATS0v,12715.369519302742
ATS1Z,1830.0
ATS1d,246.0
ATS1i,8632.714845697854
ATS1m,7042.095851000001
ATS1p,111.41620711600002
ATS1s,182.33641975308643
ATS1v,16076.014066708503
ATS2Z,2603.0
ATS2d,384.0
ATS2i,16057.695734360288
ATS2m,9877.488459000002
ATS2p,169.00971796849004
ATS2s,398.6574074074074
ATS2v,23944.401335549723
ATS3Z,2883.0
ATS3d,439.0
ATS3i,20887.221822145864
ATS3m,10574.122829000002
ATS3p,204.57250655958399
ATS3s,424.6604938271604
ATS3v,27660.27965345587
ATS4Z,2812.0
ATS4d,430.0
ATS4i,25949.425219096225
ATS4m,9966.321521000002
ATS4p,198.82918420607396
ATS4s,548.0740740740741
ATS4v,27028.65118796452
ATS5Z,2459.0
ATS5d,380.0
ATS5i,23134.62357703848
ATS5m,8743.913149999998
ATS5p,171.74084668922495
ATS5s,456.62345679012344
ATS5v,23490.64608243715
ATS6Z,2133.0
ATS6d,338.0
ATS6i,18707.420896568467
ATS6m,7727.166115
ATS6p,148.905861729829
ATS6s,482.4861111111111
ATS6v,20269.71393068939
ATS7Z,1988.0
ATS7d,310.0
ATS7i,16297.641944086341
ATS7m,7276.312001999999
ATS7p,143.082425344735
ATS7s,347.1234567901235
ATS7v,19419.537931594237
ATS8Z,1828.0
ATS8d,295.0
ATS8i,18658.88671518458
ATS8m,6467.0341549999985
ATS8p,136.01943060498002
ATS8s,380.65123456790116
ATS8v,18561.046567235873
C1SP1,0
C1SP2,3
C1SP3,2
C2SP1,0
C2SP2,10
C2SP3,2
C3SP2,2
C3SP3,1
C4SP3,0
FCSP3,0.3181818181818182
GGI10,0.2265095398428732
JGI10,0.00838924221640271
JGT10,0.5133558995162459
Kier1,25.103673469387754
Kier2,10.726643598615917
Kier3,5.8142125194920915
MAXdO,12.947860037195458
MID_C,45.464957841532176
MID_N,8.370891069009128
MID_O,8.984294675096796
MID_X,0.0
MID_h,19.613825194287422
MINdO,11.17331818483521
MPC10,178
MWC01,35.0
MWC02,5.153291594497779
MWC03,6.013715156042802
MWC04,6.900730664045173
MWC05,7.77863014732581
MWC06,8.667507952075105
MWC07,9.551160286590816
MWC08,10.441821333718718
MWC09,11.328485666285154
MWC10,12.220581875722731
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,3.0691000000000006
SRW02,4.2626798770413155
SRW03,0.0
SRW04,5.616771097666572
SRW05,2.3978952727983707
SRW06,7.161622002939187
SRW07,4.59511985013459
SRW08,8.784315349902657
SRW09,6.6052979209482015
SRW10,10.44729330359671
SaaCH,13.245198712470867
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.8531304656566014
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.1626754129078003
SdssS,0
SsCH3,3.938274016490982
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,3.3818463460494677
SsssP,0
VE1_A,4.828146812999488
VE1_D,5.564883402824078
VE2_A,0.150879587906234
VE2_D,0.17390260633825244
VE3_A,2.737613521236355
VE3_D,2.8796268424402145
VR1_A,337.3466503457161
VR1_D,212.59159102316633
VR2_A,10.542082823303629
VR2_D,6.643487219473948
VR3_A,6.984261847515208
VR3_D,6.522523721888795
WPath,3399
Xc-3d,2.866025403784439
Xc-4d,0.16666666666666666
Xc-5d,1.1220084679281461
Xc-6d,0.16666666666666666
Xp-0d,22.880104409694468
Xp-1d,15.252057326703273
Xp-2d,14.552785385712989
Xp-3d,12.140199254944827
Xp-4d,9.368873763416195
Xp-5d,7.213141223003343
Xp-6d,5.321662031958211
Xp-7d,3.9882586016419572
ZMIC0,104.19453755856762
ZMIC1,51.97166384593344
ZMIC2,34.41404085189083
ZMIC3,31.355372550894366
ZMIC4,31.219395589392306
ZMIC5,31.219395589392306
nAcid,1
nAtom,56
nBase,0
nRing,4
piPC1,3.8607297110405954
piPC2,4.480173695813406
piPC3,5.013132174294843
piPC4,5.50151328005255
piPC5,5.955837369464831
piPC6,6.241858412912352
piPC7,6.568955335351746
piPC8,6.7032264560640495
piPC9,7.005222222208345
AATS0Z,28.357142857142858
AATS0d,3.5
AATS0i,162.62582089311746
AATS0m,112.33328569642858
AATS0p,1.5802237449352856
AATS0s,5.635307968351951
AATS0v,227.06016998754896
AATS1Z,31.016949152542374
AATS1d,4.169491525423729
AATS1i,146.31720077453988
AATS1m,119.35755679661018
AATS1p,1.8884102901016953
AATS1s,3.0904477924251936
AATS1v,272.4748146899746
AATS2Z,25.271844660194176
AATS2d,3.7281553398058254
AATS2i,155.89995858602222
AATS2m,95.89794620388352
AATS2p,1.6408710482377673
AATS2s,3.870460266091334
AATS2v,232.46991587912353
AATS3Z,21.355555555555554
AATS3d,3.251851851851852
AATS3i,154.7201616455249
AATS3m,78.32683577037038
AATS3p,1.515351900441363
AATS3s,3.1456332876085957
AATS3v,204.89096039596942
AATS4Z,17.68553459119497
AATS4d,2.7044025157232703
AATS4i,163.20393219557374
AATS4m,62.681267427672964
AATS4p,1.250498013874679
AATS4s,3.4470067551828563
AATS4v,169.99151690543724
AATS5Z,17.43971631205674
AATS5d,2.6950354609929077
AATS5i,164.07534451800342
AATS5m,62.0135684397163
AATS5p,1.2180201892852833
AATS5s,3.238464232554067
AATS5v,166.60032682579538
AATS6Z,18.387931034482758
AATS6d,2.913793103448276
AATS6i,161.27086979800401
AATS6m,66.61350099137931
AATS6p,1.2836712218088708
AATS6s,4.159363026819923
AATS6v,174.7389131955982
AATS7Z,19.115384615384617
AATS7d,2.980769230769231
AATS7i,156.70809561621482
AATS7m,69.96453848076922
AATS7p,1.3757925513916827
AATS7s,3.3377255460588797
AATS7v,186.7263262653292
AATS8Z,16.035087719298247
AATS8d,2.587719298245614
AATS8i,163.6744448700402
AATS8m,56.72836978070174
AATS8p,1.1931529000436845
AATS8s,3.339045917262291
AATS8v,162.81619795820941
AMID_C,1.4207799325478805
AMID_N,0.26159034590653524
AMID_O,0.2807592085967749
AMID_X,0.0
AMID_h,0.6129320373214819
ATS0dv,480.44444444444446
ATS0pe,362.0058
ATS0se,443.44346099999996
ATS1dv,418.0
ATS1pe,391.1077
ATS1se,467.5591639999999
ATS2dv,708.6666666666666
ATS2pe,676.8625999999998
ATS2se,817.3279639999997
ATS3dv,610.3333333333334
ATS3pe,853.5330000000002
ATS3se,1047.50418
ATS4dv,582.6666666666666
ATS4pe,1020.9274999999999
ATS4se,1264.0804580000006
ATS5dv,515.0
ATS5pe,900.7001
ATS5se,1116.943182
ATS6dv,533.3333333333334
ATS6pe,737.9558000000001
ATS6se,911.4584680000003
ATS7dv,449.0
ATS7pe,653.0526999999998
ATS7se,802.9136439999997
ATS8dv,410.66666666666663
ATS8pe,719.4786999999999
ATS8se,890.87691
ATSC0Z,559.4285714285714
ATSC0c,1.153269917306903
ATSC0d,38.21428571428571
ATSC0i,88.11340805036765
ATSC0m,2569.0966545535716
ATSC0p,15.228406352214854
ATSC0s,123.08727556094453
ATSC0v,2752.775135049923
ATSC1Z,119.38775510204081
ATSC1c,-0.6834854419381907
ATSC1d,12.738520408163263
ATSC1i,-18.801011309580918
ATSC1m,517.7771770060583
ATSC1p,-1.4115932103485096
ATSC1s,-18.347268069071767
ATSC1v,-7.54087472409892
ATSC2Z,140.55102040816328
ATSC2c,0.12424904487593619
ATSC2d,-7.286989795918371
ATSC2i,28.509617654266833
ATSC2m,646.3983888211095
ATSC2p,4.3415664656558155
ATSC2s,59.06463238426803
ATSC2v,538.0831752944816
ATSC3Z,-135.97959183673473
ATSC3c,0.21860763632671731
ATSC3d,-13.195153061224488
ATSC3i,-45.52767154143893
ATSC3m,-597.1248953166457
ATSC3p,-6.901043159542674
ATSC3s,16.253860184441578
ATSC3v,-743.0587839557271
ATSC4Z,-271.8775510204082
ATSC4c,-0.21215058641753828
ATSC4d,1.784438775510205
ATSC4i,-16.699283962133418
ATSC4m,-1216.395028357462
ATSC4p,-1.9402203588526117
ATSC4s,-65.24139623860091
ATSC4v,-420.42866646722143
ATSC5Z,-102.63265306122446
ATSC5c,-0.3762750291841959
ATSC5d,0.10331632653061185
ATSC5i,10.013012234739753
ATSC5m,-484.7688512330996
ATSC5p,-0.28128096710140893
ATSC5s,-69.98618380447601
ATSC5v,-117.26095850762073
ATSC6Z,59.326530612244895
ATSC6c,0.3560430842142573
ATSC6d,-6.586734693877553
ATSC6i,22.150361808912592
ATSC6m,240.02120751403064
ATSC6p,-0.3400126609372046
ATSC6s,79.10226379003244
ATSC6v,-197.7989673236252
ATSC7Z,71.06122448979589
ATSC7c,0.157298391569875
ATSC7d,-6.290816326530614
ATSC7i,-33.62828147247077
ATSC7m,289.12599602551035
ATSC7p,-4.017865450130164
ATSC7s,27.310680998222335
ATSC7v,-771.4505164301071
ATSC8Z,-55.265306122448976
ATSC8c,-0.06575595042227188
ATSC8d,3.5280612244897958
ATSC8i,-6.972822548439431
ATSC8m,-271.4243282161988
ATSC8p,-1.8195072938768164
ATSC8s,-21.607582188611037
ATSC8v,-485.75262826052017
AXp-0d,0.7150032628029521
AXp-1d,0.43577306647723635
AXp-2d,0.28534873305319586
AXp-3d,0.18119700380514667
AXp-4d,0.1156651081903234
AXp-5d,0.07213141223003343
AXp-6d,0.04627532201702792
AXp-7d,0.030444722149938604
GATS1Z,0.7948486002666159
GATS1c,1.585421709118543
GATS1d,0.8781878663076195
GATS1i,1.420102127357132
GATS1m,0.7867706642888689
GATS1p,1.2754226912968596
GATS1s,0.7296767923764128
GATS1v,0.9897980498661761
GATS2Z,0.761699574560925
GATS2c,0.9208242631952431
GATS2d,1.2995190999001909
GATS2i,0.9674094791588332
GATS2m,0.7601908766067786
GATS2p,0.838835516107017
GATS2s,0.44977717373249587
GATS2v,0.8438435474666864
GATS3Z,1.2551498127340823
GATS3c,0.7450928753892886
GATS3d,1.3006576670128074
GATS3i,1.3018090017917339
GATS3m,1.2279029456468424
GATS3p,1.3891948943777732
GATS3s,0.6909546740885428
GATS3v,1.136494757290178
GATS4Z,1.2783990530704543
GATS4c,0.9761831805268566
GATS4d,0.9232939516840065
GATS4i,1.052432605415947
GATS4m,1.2628589229910991
GATS4p,1.075742505926233
GATS4s,1.4102589113096584
GATS4v,1.0116835397108344
GATS5Z,1.0898278747310541
GATS5c,1.02894964669418
GATS5d,0.9135679724265926
GATS5i,0.9196184664242101
GATS5m,1.0904418443307355
GATS5p,0.963451052719658
GATS5s,1.3468950575586993
GATS5v,0.9704432765176716
GATS6Z,0.8716945951181712
GATS6c,0.7298633443522892
GATS6d,1.1042539477924591
GATS6i,0.8408420864429019
GATS6m,0.883769898584714
GATS6p,0.9458664665033187
GATS6s,0.7488134027775751
GATS6v,1.010458146290461
GATS7Z,0.7539028738115816
GATS7c,0.7885628743762887
GATS7d,1.0033249460819555
GATS7i,1.1937504625256266
GATS7m,0.7738814271471193
GATS7p,1.0697176282153307
GATS7s,0.6121739917665866
GATS7v,1.1493026757498321
GATS8Z,0.8718953282081607
GATS8c,0.964752354553081
GATS8d,0.7133136579767176
GATS8i,0.992427509116837
GATS8m,0.8923079440124105
GATS8p,0.8845780899319895
GATS8s,1.0318902201596425
GATS8v,1.0373971286448391
MATS1Z,0.20255881996502828
MATS1c,-0.5625152751798072
MATS1d,0.316394741010613
MATS1i,-0.20252340794115462
MATS1m,0.1912927343807359
MATS1p,-0.087981450810427
MATS1s,-0.14147974316592812
MATS1v,-0.0026000817592985435
MATS2Z,0.13659668574035325
MATS2c,0.05857508095350972
MATS2d,-0.10367480264948742
MATS2i,0.1759139158267452
MATS2m,0.13679512605933558
MATS2p,0.15500396210467207
MATS2s,0.26089463507615196
MATS2v,0.10627459982595212
MATS3Z,-0.10082850981727388
MATS3c,0.07863006293594306
MATS3d,-0.143232952578747
MATS3i,-0.21433233667021806
MATS3m,-0.09641375400690479
MATS3p,-0.18798125516517938
MATS3s,0.05477692126751698
MATS3v,-0.11197129323733393
MATS4Z,-0.17116683048419323
MATS4c,-0.06478943243991377
MATS4d,0.016446246987597727
MATS4i,-0.06674930577523475
MATS4m,-0.16675739244173465
MATS4p,-0.04487324773923277
MATS4s,-0.18668137478197241
MATS4v,-0.05379135523474564
MATS5Z,-0.07286346612189307
MATS5c,-0.129581603178683
MATS5d,0.0010737721216941697
MATS5i,0.04513273602078045
MATS5m,-0.0749416373137802
MATS5p,-0.007335923672272966
MATS5s,-0.22582294578959108
MATS5v,-0.016918101158583602
MATS6Z,0.05119580148638652
MATS6c,0.1490395835891945
MATS6d,-0.08320979697067357
MATS6i,0.12135812643332256
MATS6m,0.045102354117491895
MATS6p,-0.010778806357973946
MATS6s,0.31024571456858296
MATS6v,-0.03468832431068138
MATS7Z,0.06839789424059084
MATS7c,0.07344259366448092
MATS7d,-0.08864126527677932
MATS7i,-0.205502619614186
MATS7m,0.060598431885846585
MATS7p,-0.1420677884192321
MATS7s,0.11947417992409627
MATS7v,-0.15090096776697687
MATS8Z,-0.048527856925254916
MATS8c,-0.028008333646570432
MATS8d,0.04535169699950812
MATS8i,-0.0388731549480839
MATS8m,-0.05189810539513429
MATS8p,-0.05869248797076182
MATS8s,-0.08623353511804002
MATS8v,-0.0866817355056991
MAXaaN,4.530465089464007
MAXaaO,5.479050004528901
MAXsOH,9.134385553624535
MINaaN,4.090547881698623
MINaaO,5.479050004528901
MINsOH,9.134385553624535
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,-3.7732364243200283
SdssSe,0
SdsssP,0
SpAD_A,41.19209707234408
SpAD_D,441.35633145421605
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.6638808158198493
SssNH2,0
SsssAs,0
SsssCH,-0.03323864113546682
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1072
TMWC10,145.0559246763041
TSRW10,81.8709946750276
VE1_Dt,5.591128196160482
VE2_Dt,0.17472275613001506
VE3_Dt,2.8843319006090513
VR1_Dt,211.25496001476998
VR2_Dt,6.601717500461562
VR3_Dt,6.516216555127186
Xc-3dv,1.6524361923602693
Xc-4dv,0.04564354645876384
Xc-5dv,0.3987723306933857
Xc-6dv,0.03803628871563654
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.3860827634879543
Xch-7d,0.5075172228590032
Xp-0dv,18.618385558199655
Xp-1dv,11.64374030689774
Xp-2dv,9.846801845898765
Xp-3dv,7.5002034989461785
Xp-4dv,5.224793015394953
Xp-5dv,3.7933443238076077
Xp-6dv,2.5561530405860977
Xp-7dv,1.6832367684438023
Xpc-4d,6.794462165752742
Xpc-5d,8.881824949808937
Xpc-6d,12.484126972316393
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,59
nFRing,0
nHBAcc,7
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,7.274068004935738
AATS0dv,8.579365079365079
AATS0pe,6.464389285714286
AATS0se,7.918633232142857
AATS1dv,7.084745762711864
AATS1pe,6.628944067796611
AATS1se,7.924731593220337
AATS2dv,6.880258899676375
AATS2pe,6.571481553398057
AATS2se,7.935222951456308
AATS3dv,4.520987654320988
AATS3pe,6.322466666666669
AATS3se,7.759290222222221
AATS4dv,3.6645702306079664
AATS4pe,6.420927672955974
AATS4se,7.950191559748431
AATS5dv,3.652482269503546
AATS5pe,6.387943971631206
AATS5se,7.92158285106383
AATS6dv,4.597701149425288
AATS6pe,6.361687931034483
AATS6se,7.857400586206899
AATS7dv,4.3173076923076925
AATS7pe,6.279352884615383
AATS7se,7.7203234999999975
AATS8dv,3.6023391812865495
AATS8pe,6.311216666666666
AATS8se,7.814709736842105
AATSC0Z,9.989795918367347
AATSC0c,0.020594105666194695
AATSC0d,0.6823979591836734
AATSC0i,1.5734537151851367
AATSC0m,45.876725974170924
AATSC0p,0.2719358277181224
AATSC0s,2.1979870635882954
AATSC0v,49.15669884017719
AATSC1Z,2.023521272915946
AATSC1c,-0.011584499015901537
AATSC1d,0.21590712556208919
AATSC1i,-0.31866120863696473
AATSC1m,8.775884356034886
AATSC1p,-0.02392530864997474
AATSC1s,-0.31097064523850454
AATSC1v,-0.1278114360016766
AATSC2Z,1.3645730136714882
AATSC2c,0.0012063014065624874
AATSC2d,-0.07074747374678031
AATSC2i,0.27679240441035763
AATSC2m,6.275712512826306
AATSC2p,0.04215113073452248
AATSC2s,0.5734430328569712
AATSC2v,5.224108498004676
AATSC3Z,-1.0072562358276647
AATSC3c,0.0016193158246423506
AATSC3d,-0.0977418745275888
AATSC3i,-0.33724201141806615
AATSC3m,-4.423147372715895
AATSC3p,-0.051118838218834624
AATSC3s,0.12039896432919688
AATSC3v,-5.504139140412794
AATSC4Z,-1.7099217045308692
