DLiP-ID,T005PC
C3SP3,0
C4SP3,0
FCSP3,0.16666666666666666
GGI10,0.2231404958677686
JGI10,0.007694499857509262
JGT10,0.4305479415563548
Kier1,24.638671875
Kier2,12.296376419686316
Kier3,6.75
MAXdO,11.738854606325745
MAXtN,8.883827308304145
MID_C,49.672755711683315
MID_N,3.790168328312424
MID_O,7.2400983837272275
MID_X,0.0
MID_h,11.030266712039651
MINdO,11.738854606325745
MINtN,8.883827308304145
MPC10,104
MWC01,32.0
MWC02,5.017279836814924
MWC03,5.855071922202427
MWC04,6.717804695023691
MWC05,7.575071699507561
MWC06,8.441391477999955
MWC07,9.304650051446924
MWC08,10.172560035738737
MWC09,11.038640684660965
MWC10,11.90779463386499
NaaCH,11
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.350280000000002
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.4680601411351315
SRW05,0.0
SRW06,6.966967138613983
SRW07,0.0
SRW08,8.555836815008442
SRW09,0.0
SRW10,10.191107123034703
SaaCH,19.95396257722726
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,5.215952859450926
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.9492276829745256
SdssS,0
SsCH3,3.2200862805093857
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.012081149787228
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.2446666626820235
VE1_D,5.391952306107979
VE2_A,0.14148888875606744
VE2_D,0.17973174353693264
VE3_A,2.5442755806560924
VE3_D,2.783519816932612
VR1_A,532.4755160634012
VR1_D,188.33480922439256
VR2_A,17.74918386878004
VR2_D,6.277826974146419
VR3_A,7.376149205970953
VR3_D,6.33683356770543
WPath,2773
Xc-3d,1.7234835468069054
Xc-4d,0.0
Xc-5d,0.3333333333333333
Xc-6d,0.0
Xp-0d,21.509860921691395
Xp-1d,14.549575153157901
Xp-2d,12.396216166666639
Xp-3d,10.481640737091809
Xp-4d,8.315538558913072
Xp-5d,7.03843950798935
Xp-6d,4.44369310439384
Xp-7d,3.046986545119727
ZMIC0,97.3270342229451
ZMIC1,57.95738119541211
ZMIC2,30.883040316323516
ZMIC3,25.735652265733805
ZMIC4,24.881704638470477
ZMIC5,24.14942406320973
nAcid,1
nAtom,52
nBase,0
nRing,3
piPC1,3.8066624897703196
piPC2,4.350277936359301
piPC3,4.914491433543353
piPC4,5.442958689707289
piPC5,5.989118046226858
piPC6,6.145793782421832
piPC7,6.478029496234972
piPC8,6.768565048148786
piPC9,7.046579281629319
AATS0Z,23.846153846153847
AATS0d,3.3076923076923075
AATS0i,159.14496460622075
AATS0m,94.24916180769235
AATS0p,1.5713057674361153
AATS0s,4.966346153846154
AATS0v,234.62383603394568
AATS1Z,25.5
AATS1d,3.925925925925926
AATS1i,143.9366944557491
AATS1m,97.18816214814815
AATS1p,1.874645675666667
AATS1s,3.578189300411523
AATS1v,277.4816486855952
AATS2Z,21.886363636363637
AATS2d,3.7045454545454546
AATS2i,150.04996886460614
AATS2m,81.99594607954545
AATS2p,1.657890774544807
AATS2s,3.4378156565656557
AATS2v,240.00355598255453
AATS3Z,19.794642857142858
AATS3d,3.357142857142857
AATS3i,152.46262830527226
AATS3m,72.84320581249999
AATS3p,1.5433459628896513
AATS3s,3.2643849206349205
AATS3v,218.47010862635165
AATS4Z,17.64566929133858
AATS4d,2.9133858267716537
AATS4i,155.07464288080465
AATS4m,63.63924202362205
AATS4p,1.4135017882353225
AATS4s,3.2412510936132986
AATS4v,196.59333933883315
AATS5Z,16.610294117647058
AATS5d,2.7205882352941178
AATS5i,156.32920193285312
AATS5m,59.83233950735295
AATS5p,1.3408325287318161
AATS5s,3.1623774509803924
AATS5v,185.05005334984108
AATS6Z,14.445255474452555
AATS6d,2.4525547445255476
AATS6i,158.5315613990159
AATS6m,49.82328858394161
AATS6p,1.2502571485764962
AATS6s,3.2623682076236817
AATS6v,168.07891536770626
AATS7Z,12.21774193548387
AATS7d,2.3306451612903225
AATS7i,160.20221198656182
AATS7m,41.88789790322581
AATS7p,1.1825350272811777
AATS7s,2.649417562724014
AATS7v,151.69112103144442
AATS8Z,13.676767676767676
AATS8d,2.585858585858586
AATS8i,160.74176259138403
AATS8m,48.731378535353535
AATS8p,1.2074593884274645
AATS8s,2.686868686868687
AATS8v,159.69031142244194
AMID_C,1.6557585237227772
AMID_N,0.12633894427708078
AMID_O,0.2413366127909076
AMID_X,0.0
AMID_h,0.3676755570679884
ATS0dv,432.0
ATS0pe,328.35759999999993
ATS0se,402.5887279999999
ATS1dv,416.0
ATS1pe,351.9015
ATS1se,420.04999999999995
ATS2dv,552.0
ATS2pe,564.6890999999999
ATS2se,683.9463319999998
ATS3dv,594.0
ATS3pe,709.7532000000001
ATS3se,864.229068
ATS4dv,572.0
ATS4pe,797.1800999999998
ATS4se,978.91098
ATS5dv,520.0
ATS5pe,838.2435
ATS5se,1036.440932
ATS6dv,435.0
ATS6pe,849.3835999999999
ATS6se,1055.8671359999998
ATS7dv,343.0
ATS7pe,727.308
ATS7se,918.2655359999999
ATS8dv,362.0
ATS8pe,583.1425
ATS8se,734.1456280000001
ATSC0Z,375.69230769230774
ATSC0c,1.363631024607082
ATSC0d,29.76923076923077
ATSC0i,76.53677389663726
ATSC0m,1786.2255966923076
ATSC0p,12.113317036621918
ATSC0s,84.08279914529916
ATSC0v,2598.7576656996434
ATSC1Z,7.781065088757435
ATSC1c,-0.6462841522360083
ATSC1d,12.393491124260361
ATSC1i,-1.1301971123042494
ATSC1m,38.80806820414229
ATSC1p,0.04806444069446841
ATSC1s,-4.443355522682445
ATSC1v,67.80757075181998
ATSC2Z,4.8284023668639335
ATSC2c,-0.17213026841231202
ATSC2d,-2.224852071005912
ATSC2i,6.58320564123766
ATSC2m,29.443665059171874
ATSC2p,2.006653576898364
ATSC2s,14.071416831032215
ATSC2v,276.4778635394016
ATSC3Z,-59.491124260355
ATSC3c,0.15611053620273696
ATSC3d,-8.964497041420112
ATSC3i,-5.781420551811226
ATSC3m,-286.83965210650865
ATSC3p,-1.813320158741523
ATSC3s,-5.64681952662722
ATSC3v,-462.9506902863392
ATSC4Z,-108.24852071005915
ATSC4c,0.05590365971432889
ATSC4d,-13.628698224852071
ATSC4i,-16.649292266974005
ATSC4m,-518.7862611139051
ATSC4p,-3.1431018519595026
ATSC4s,-22.23640902366864
ATSC4v,-767.3183589080566
ATSC5Z,-5.887573964497029
ATSC5c,0.1227513349777752
ATSC5d,-13.819526627218933
ATSC5i,-22.634198942168343
ATSC5m,-34.2121144260355
ATSC5p,-3.4633433703511827
ATSC5s,9.881204799474034
ATSC5v,-405.08016656527275
ATSC6Z,-228.49704142011836
ATSC6c,-0.19677116013903673
ATSC6d,1.2233727810650863
ATSC6i,-8.73324678124042
ATSC6m,-1076.1142866701182
ATSC6p,-2.8777728825268376
ATSC6s,-28.472417406311642
ATSC6v,-1057.5332229722617
ATSC7Z,33.19526627218933
ATSC7c,-0.06344127367305562
ATSC7d,9.62721893491124
ATSC7i,-3.546337687135793
ATSC7m,159.84038319526587
ATSC7p,0.3722506480739498
ATSC7s,-21.449046679815904
ATSC7v,178.73823149904052
ATSC8Z,153.81656804733726
ATSC8c,-0.2426135274137833
ATSC8d,4.170118343195265
ATSC8i,1.5652784462227465
ATSC8m,733.9192608357986
ATSC8p,2.3828288365443373
ATSC8s,11.031465729783044
ATSC8v,855.888493273001
AXp-0d,0.7169953640563799
AXp-1d,0.4546742235361844
AXp-2d,0.28828409689922413
AXp-3d,0.18717215601949658
AXp-4d,0.11879340798447247
AXp-5d,0.07998226713624261
AXp-6d,0.05290110838564095
AXp-7d,0.033119418968692686
GATS1Z,0.7692465192465192
GATS1c,1.418748492549077
GATS1d,0.7296870513924777
GATS1i,1.0841782251829015
GATS1m,0.7725915355633725
GATS1p,1.006937104753735
GATS1s,0.6715988047665332
GATS1v,0.9026634631495052
GATS2Z,0.8746579740897923
GATS2c,1.1351937840087019
GATS2d,1.2654157857646229
GATS2i,0.9741332318068577
GATS2m,0.8737094719021232
GATS2p,0.900454828473976
GATS2s,0.5138783885948806
GATS2v,0.8820931835249508
GATS3Z,0.9714565417690417
GATS3c,0.9339779149424505
GATS3d,1.2848837209302324
GATS3i,1.0714719698813502
GATS3m,0.9744251082971258
GATS3p,1.0520628550417848
GATS3s,0.7835291531020008
GATS3v,1.033918843869673
GATS4Z,1.0646172299715606
GATS4c,0.9739627578760478
GATS4d,1.2275529512299332
GATS4i,1.0867196726392685
GATS4m,1.0656690523164034
GATS4p,1.0873143836636192
GATS4s,1.0469268887560343
GATS4v,1.083259957963992
GATS5Z,0.9722051597051596
GATS5c,0.9723814083408562
GATS5d,1.1526162790697674
GATS5i,1.0810536543214881
GATS5m,0.9746143392938296
GATS5p,1.100243173321703
GATS5s,0.7334660076364489
GATS5v,1.0491641856201974
GATS6Z,1.2484980003228177
GATS6c,1.1187704206232127
GATS6d,0.8065693430656934
GATS6i,0.9765308665398269
GATS6m,1.2432695577934454
GATS6p,1.0749242615786143
GATS6s,1.2196694792125709
GATS6v,1.1320086204339381
GATS7Z,0.9737828921296663
GATS7c,0.6777724182373528
GATS7d,0.8013253313328331
GATS7i,0.9280870504786151
GATS7m,0.9770602503679024
GATS7p,0.9989945300268778
GATS7s,1.0838051207369288
GATS7v,1.0252441804412251
GATS8Z,0.795299431663068
GATS8c,0.8543645774715183
GATS8d,0.8998512254326209
GATS8i,0.9218155480406655
GATS8m,0.7985327560317761
GATS8p,0.8997204966575547
GATS8s,0.6513891479870524
GATS8v,0.8766494842147496
MATS1Z,0.019944186610853374
MATS1c,-0.4563901018110945
MATS1d,0.400899607617954
MATS1i,-0.014219804475512418
MATS1m,0.020921619538949554
MATS1p,0.0038209415376789617
MATS1s,-0.05088777779895483
MATS1v,0.025125920782965397
MATS2Z,0.00759437123073491
MATS2c,-0.07459007502030462
MATS2d,-0.04416255579046267
MATS2i,0.050826235059043434
MATS2m,0.00974038743222873
MATS2p,0.09788812076078231
MATS2s,0.09888976356578623
MATS2v,0.06286591672508708
MATS3Z,-0.07351994851994847
MATS3c,0.053152128765402665
MATS3d,-0.13981173864894783
MATS3i,-0.0350711276922755
MATS3m,-0.07455696134371137
MATS3p,-0.0695019079071983
MATS3s,-0.031180427673823605
MATS3v,-0.08270928634694011
MATS4Z,-0.11797481088819668
MATS4c,0.016785836512250723
MATS4d,-0.18745040590856374
MATS4i,-0.08906872745120495
MATS4m,-0.11891914563689934
MATS4p,-0.1062416955710002
MATS4s,-0.10828221115156483
MATS4v,-0.12089530313662157
MATS5Z,-0.005991954521366272
MATS5c,0.034418646331117485
MATS5d,-0.17749658002735977
MATS5i,-0.11307312937437072
MATS5m,-0.007323320525069131
MATS5p,-0.10931931525892719
MATS5s,0.044933182004528664
MATS5v,-0.059599090420302245
MATS6Z,-0.23085062501120895
MATS6c,-0.05477058115770609
MATS6d,0.015598181783888762
MATS6i,-0.04331001724394314
MATS6m,-0.22866772190620197
MATS6p,-0.0901729355856199
MATS6s,-0.12852865333213442
MATS6v,-0.15445821547391397
MATS7Z,0.03705318221447251
MATS7c,-0.019509973452214877
MATS7d,0.13561723764274397
MATS7i,-0.01943084079827177
MATS7m,0.037525964378893745
MATS7p,0.012887065533798467
MATS7s,-0.10697504843228585
MATS7v,0.02884252857849816
MATS8Z,0.21504976050430588
MATS8c,-0.09345150237486802
MATS8d,0.07357815884947666
MATS8i,0.010742110161478462
MATS8m,0.21581425425731057
MATS8p,0.1033232152560323
MATS8s,0.06891189744756705
MATS8v,0.1729894242775391
MAXsOH,9.617944966222383
MAXssO,5.4635497527398424
MAXtsC,2.043156566897973
MINsOH,9.617944966222383
MINssO,5.4635497527398424
MINtsC,2.043156566897973
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.84118835549569
SpAD_D,383.0682556067392
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.3042403628117911
SssNH2,0
SsssAs,0
SsssCH,-0.8013118333753255
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,808
TMWC10,138.03026503726016
TSRW10,65.3563584876879
VE1_Dt,5.403917891022989
VE2_Dt,0.18013059636743295
VE3_Dt,2.7857365145394146
VR1_Dt,187.62789484732386
VR2_Dt,6.2542631615774615
VR3_Dt,6.333073007402506
Xc-3dv,0.7029689606809547
Xc-4dv,0.0
Xc-5dv,0.06893001569527106
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2347080484106438
Xch-7d,0.3603979726599627
Xp-0dv,16.754482073853566
Xp-1dv,9.35198590831837
Xp-2dv,6.662895585152099
Xp-3dv,4.7632553798007455
Xp-4dv,3.2211711480562393
Xp-5dv,2.2485097339729014
Xp-6dv,1.1832925455212993
Xp-7dv,0.7141316658698682
Xpc-4d,4.156532397371148
Xpc-5d,6.129267472273118
Xpc-6d,9.747907819533852
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,54
nFRing,0
nHBAcc,5
nHBDon,2
nHRing,0
nSpiro,0
naRing,3
piPC10,7.240257592303936
AATS0dv,8.307692307692308
AATS0pe,6.314569230769229
AATS0se,7.742090923076921
AATS1dv,7.703703703703703
AATS1pe,6.516694444444444
AATS1se,7.778703703703703
AATS2dv,6.2727272727272725
AATS2pe,6.41692159090909
AATS2se,7.772117409090907
AATS3dv,5.303571428571429
AATS3pe,6.3370821428571436
AATS3se,7.7163309642857145
AATS4dv,4.503937007874016
AATS4pe,6.277008661417321
AATS4se,7.707960472440945
AATS5dv,3.823529411764706
AATS5pe,6.1635551470588235
AATS5se,7.620889205882353
AATS6dv,3.1751824817518246
AATS6pe,6.1998802919708025
AATS6se,7.707059386861313
AATS7dv,2.7661290322580645
AATS7pe,5.865387096774193
AATS7se,7.405367225806451
AATS8dv,3.6565656565656566
AATS8pe,5.890328282828283
AATS8se,7.415612404040405
AATSC0Z,7.224852071005918
AATSC0c,0.026223673550136193
AATSC0d,0.5724852071005917
AATSC0i,1.4718610364737934
AATSC0m,34.35049224408284
AATSC0p,0.2329484045504215
AATSC0s,1.6169769066403685
AATSC0v,49.97610895576237
AATSC1Z,0.1440937979399525
AATSC1c,-0.011968225041407562
AATSC1d,0.22950909489371038
AATSC1i,-0.020929576153782395
AATSC1m,0.7186679297063386
AATSC1p,0.0008900822350827483
AATSC1s,-0.0822843615311564
AATSC1v,1.255695754663333
AATSC2Z,0.05486820871436288
AATSC2c,-0.0019560257774126366
AATSC2d,-0.025282409897794456
AATSC2i,0.07480915501406432
AATSC2m,0.33458710294513494
AATSC2p,0.02280288155566323
AATSC2s,0.15990246398900243
AATSC2v,3.1417939038568363
AATSC3Z,-0.5311707523245982
AATSC3c,0.0013938440732387228
AATSC3d,-0.08004015215553671
AATSC3i,-0.05161982635545737
AATSC3m,-2.5610683223795414
AATSC3p,-0.01619035856019217
AATSC3s,-0.050418031487743036
AATSC3v,-4.1334883061280285
AATSC4Z,-0.8523505567721193
AATSC4c,0.0004401862969632196
AATSC4d,-0.1073125844476541
AATSC4i,-0.13109678950373232
AATSC4m,-4.084931189873268
AATSC4p,-0.024748833479996082
