DLiP-ID,C000OO
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,259.1320767840001
MZ,0.638888888888889
Mi,1.133915247472191
Mm,0.5997025874429921
Mp,0.6590066699933469
Mv,0.6196951455322613
SZ,23.000000000000004
Si,40.82094890899887
Sm,21.589293147947714
Sp,23.724240119760488
Sv,22.309025239161407
nB,0
nC,14
nF,0
nH,17
nI,0
nN,3
nO,2
nP,0
nS,0
nX,0
ABC,14.666671734447162
AMW,7.198113244000003
IC0,1.5714604261027096
IC1,3.272598264670141
IC2,3.6269006952857925
IC3,4.1132833342948745
IC4,4.245363542688304
IC5,4.245363542688304
MID,37.80256519174682
Mpe,0.9705882352941173
Mse,1.0054827223436114
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,74.28640000000003
SdO,11.736910903250191
SdS,0
Spe,34.941176470588225
SsF,0
SsI,0
Sse,36.19737800437001
StN,0
fMF,0.3888888888888889
nBr,0
nCl,0
AMID,1.9896086943024642
BIC0,0.289602608265837
BIC1,0.603103315560541
BIC2,0.6683972970804498
BIC3,0.758032186087222
BIC4,0.7823730935740851
BIC5,0.7823730935740851
CIC0,3.5984645753396025
CIC1,1.8973267367721713
CIC2,1.5430243061565196
CIC3,1.0566416671474377
CIC4,0.9245614587540079
CIC5,0.9245614587540079
GGI1,5.5
GGI2,1.7777777777777781
GGI3,1.3125
GGI4,0.9261111111111113
GGI5,0.44472222222222224
GGI6,0.3453061224489796
GGI7,0.1163548752834467
GGI8,0.1773904006046863
GGI9,0.11000000000000001
JGI1,0.275
JGI2,0.0634920634920635
JGI3,0.057065217391304345
JGI4,0.0441005291005291
JGI5,0.026160130718954244
JGI6,0.023020408163265307
JGI7,0.007272179705215418
JGI8,0.016126400054971485
JGI9,0.011000000000000003
MIC0,14.77065694846835
MIC1,28.41077244489172
MIC2,32.7771878279052
MIC3,34.72074006097927
MIC4,34.85387691103984
MIC5,34.85387691103984
MPC2,28
MPC3,31
MPC4,37
MPC5,39
MPC6,37
MPC7,34
MPC8,32
MPC9,31
Mare,0.9845555555555559
NaaN,1
NaaO,1
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.2130428314542517
RPCG,0.19271212243995936
SIC0,0.30396193864791105
SIC1,0.6330069128192667
SIC2,0.7015383577661098
SIC3,0.7956176024115138
SIC4,0.8211654021100746
SIC5,0.8211654021100746
SaaN,3.8173055240614766
SaaO,5.187669595616024
SaaS,0
Sare,35.44400000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,56.57257533969755
TIC1,117.81353752812507
TIC2,130.56842503028852
TIC3,148.0782000346155
TIC4,152.83308753677895
TIC5,152.83308753677895
Vabc,238.93931619595034
WPol,23
apol,39.61948099999998
bpol,20.798518999999995
nRot,2
ABCGG,12.604677723375694
ATS0Z,796.0
ATS0d,113.0
ATS0i,5923.343829707233
ATS0m,3137.4949309999997
ATS0p,51.51942738243301
ATS0s,148.4236111111111
ATS0v,7620.3843534101925
ATS1Z,898.0
ATS1d,132.0
ATS1i,5536.557138071099
ATS1m,3390.630239999999
ATS1p,64.38278924999999
ATS1s,123.58333333333334
ATS1v,9417.153259104607
ATS2Z,1299.0
ATS2d,212.0
ATS2i,9617.686201505738
ATS2m,4878.3181479999985
ATS2p,93.84994389364098
ATS2s,197.04166666666669
ATS2v,13383.224161345133
ATS3Z,1273.0
ATS3d,205.0
ATS3i,12334.930394348445
ATS3m,4452.894919
ATS3p,102.499278387396
ATS3s,237.33333333333337
ATS3v,13908.687493834244
ATS4Z,1164.0
ATS4d,200.0
ATS4i,15766.673120890317
ATS4m,4072.450932999999
ATS4p,91.88254387971499
ATS4s,262.34722222222223
ATS4v,12166.806596169863
ATS5Z,969.0
ATS5d,164.0
ATS5i,10799.40633111079
ATS5m,3408.5151049999995
ATS5p,67.81651688103697
ATS5s,224.08333333333337
ATS5v,9422.136272820084
ATS6Z,765.0
ATS6d,122.0
ATS6i,7129.519488668745
ATS6m,2732.382971
ATS6p,56.263613977396
ATS6s,143.48611111111114
ATS6v,8054.7352019624905
ATS7Z,808.0
ATS7d,128.0
ATS7i,7761.0595610660885
ATS7m,2943.076416
ATS7p,59.171280109339
ATS7s,159.16666666666669
ATS7v,8295.156648901748
ATS8Z,654.0
ATS8d,111.0
ATS8i,7781.757743108697
ATS8m,2163.504623
ATS8p,53.24680496054699
ATS8s,166.16666666666669
ATS8v,7413.999857063309
C1SP1,0
C1SP2,1
C1SP3,3
C2SP1,0
C2SP2,8
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,1
FCSP3,0.2857142857142857
GGI10,0.06203448627691052
JGI10,0.008862069468130073
JGT10,0.5320989980944335
Kier1,15.39
Kier2,6.635204081632653
Kier3,4.795005202913631
MAXdO,11.736910903250191
MID_C,27.948201207076266
MID_N,6.0652426721646755
MID_O,3.7891213125058827
MID_X,0.0
MID_h,9.854363984670558
MINdO,11.736910903250191
MPC10,32
MWC01,20.0
MWC02,4.574710978503383
MWC03,5.3706380281276624
MWC04,6.236369590203704
MWC05,7.053585727193677
MWC06,7.918264686095274
MWC07,8.744966011114109
MWC08,9.608646582885868
MWC09,10.44117903543668
MWC10,11.30426403960442
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.616100000000001
SRW02,3.713572066704308
SRW03,0.0
SRW04,5.030437921392435
SRW05,2.3978952727983707
SRW06,6.508769136971682
SRW07,4.59511985013459
SRW08,8.056109659545061
SRW09,6.6052979209482015
SRW10,9.638935897473202
SaaCH,10.930219931049656
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.8475990620013443
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.34726001511715787
SdssS,0
SsCH3,6.045635786722096
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.334661044973545
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.5778054958319316
VE1_D,4.300818143525411
VE2_A,0.18830555241220692
VE2_D,0.22635884965923214
VE3_A,1.916603508638745
VE3_D,2.100659156709786
VR1_A,190.6926439543899
VR1_D,93.22156065410087
VR2_A,10.03645494496789
VR2_D,4.906397929163203
VR3_A,5.892516824119673
VR3_D,5.176832918599902
WPath,797
Xc-3d,2.207286396140521
Xc-4d,0.28867513459481287
Xc-5d,0.4330127018922193
Xc-6d,0.14433756729740643
Xp-0d,13.880468888623984
Xp-1d,8.948508308423069
Xp-2d,8.822638843280153
Xp-3d,5.962122063431835
Xp-4d,4.732738338029126
Xp-5d,3.300787239656216
Xp-6d,2.0421322720343817
Xp-7d,1.2582413812108797
ZMIC0,63.18067264565233
ZMIC1,39.29005973175751
ZMIC2,30.509942367561447
ZMIC3,26.28345938058896
ZMIC4,25.81804583886219
ZMIC5,25.81804583886219
nAcid,0
nAtom,36
nBase,0
nRing,2
piPC1,3.3141860046725258
piPC2,3.865979066926739
piPC3,4.2853092151720755
piPC4,4.793204560188733
piPC5,5.050256568039992
piPC6,5.025934331385425
piPC7,5.07634500412429
piPC8,5.163713970962179
piPC9,5.23810281689052
AATS0Z,22.11111111111111
AATS0d,3.138888888888889
AATS0i,164.5373286029787
AATS0m,87.15263697222221
AATS0p,1.4310952050675836
AATS0s,4.122878086419752
AATS0v,211.67734315028312
AATS1Z,24.27027027027027
AATS1d,3.5675675675675675
AATS1i,149.636679407327
AATS1m,91.63865513513511
AATS1p,1.7400753851351347
AATS1s,3.3400900900900905
AATS1v,254.51765565147588
AATS2Z,20.951612903225808
AATS2d,3.4193548387096775
AATS2i,155.12397099202803
AATS2m,78.68255077419353
AATS2p,1.5137087724780804
AATS2s,3.1780913978494625
AATS2v,215.85845421524408
AATS3Z,16.32051282051282
AATS3d,2.628205128205128
AATS3i,158.1401332608775
AATS3m,57.0883963974359
AATS3p,1.3140933126589232
AATS3s,3.042735042735043
AATS3v,178.31650633120827
AATS4Z,12.516129032258064
AATS4d,2.150537634408602
AATS4i,169.53411957946577
AATS4m,43.78979497849461
AATS4p,0.9879843427926343
AATS4s,2.820937873357228
AATS4v,130.82587737817056
AATS5Z,15.380952380952381
AATS5d,2.6031746031746033
AATS5i,171.41914811286966
AATS5m,54.10341436507936
AATS5p,1.0764526489053488
AATS5s,3.5568783068783074
AATS5v,149.5577186161918
AATS6Z,17.790697674418606
AATS6d,2.8372093023255816
AATS6i,165.80277880624988
AATS6m,63.543790023255816
AATS6p,1.3084561390092093
AATS6s,3.3368863049095614
AATS6v,187.31942330145327
AATS7Z,16.833333333333332
AATS7d,2.6666666666666665
AATS7i,161.6887408555435
AATS7m,61.314091999999995
AATS7p,1.2327350022778958
AATS7s,3.3159722222222228
AATS7v,172.8157635187864
AATS8Z,14.217391304347826
AATS8d,2.4130434782608696
AATS8i,169.16864658931948
AATS8m,47.03270919565217
AATS8p,1.1575392382727607
AATS8s,3.6123188405797104
AATS8v,161.17390993615888
AMID_C,1.470957958267172
AMID_N,0.31922329853498294
AMID_O,0.1994274375003096
AMID_X,0.0
AMID_h,0.5186507360352925
ATS0dv,266.0
ATS0pe,224.707
ATS0se,277.08945199999994
ATS1dv,274.0
ATS1pe,242.31760000000003
ATS1se,289.40063199999986
ATS2dv,356.0
ATS2pe,392.3244
ATS2se,476.755528
ATS3dv,293.0
ATS3pe,492.4966
ATS3se,603.7027320000001
ATS4dv,275.0
ATS4pe,561.0267
ATS4se,709.313868
ATS5dv,256.0
ATS5pe,404.3997
ATS5se,499.761412
ATS6dv,194.0
ATS6pe,281.076
ATS6se,343.03968399999997
ATS7dv,166.0
ATS7pe,297.877
ATS7se,368.47669599999995
ATS8dv,120.0
ATS8pe,304.75200000000007
ATS8se,375.74450800000005
ATSC0Z,266.99999999999994
ATSC0c,0.6444854111784387
ATSC0d,22.750000000000004
ATSC0i,54.350530654756255
ATSC0m,1269.6850009722218
ATSC0p,7.916558640506304
ATSC0s,43.645640432098766
ATSC0v,1765.3501591973786
ATSC1Z,11.861111111111097
ATSC1c,-0.4906407025990883
ATSC1d,6.256944444444447
ATSC1i,-2.9366831601548427
ATSC1m,54.31042488966065
ATSC1p,-0.15454867111314274
ATSC1s,-2.4527338391632374
ATSC1v,-0.8935573555690723
ATSC2Z,101.72222222222223
ATSC2c,0.4270207597527681
ATSC2d,-7.819444444444442
ATSC2i,3.366679660318365
ATSC2m,473.3549308533951
ATSC2p,0.1954905319420056
ATSC2s,17.096204132373106
ATSC2v,223.96676093439623
ATSC3Z,-164.50000000000003
ATSC3c,-0.29240763818032217
ATSC3d,-0.041666666666665464
ATSC3i,-36.9999946010294
ATSC3m,-794.7617225787036
ATSC3p,-6.593598842305797
ATSC3s,-14.04375643004115
ATSC3v,-1431.6853291145808
ATSC4Z,138.58333333333334
ATSC4c,-0.03741303260940122
ATSC4d,4.062499999999997
ATSC4i,-3.0784950056863187
ATSC4m,668.2177706550924
ATSC4p,3.2928064879053163
ATSC4s,14.251848636831273
ATSC4v,899.335823581461
ATSC5Z,-25.750000000000007
ATSC5c,0.15872782586145243
ATSC5d,-4.229166666666666
ATSC5i,2.6793527034574343
ATSC5m,-122.56937903472217
ATSC5p,0.08404787803240751
ATSC5s,-1.4309895833333353
ATSC5v,-39.63353661955253
ATSC6Z,-71.30555555555557
ATSC6c,-0.1822720944335074
ATSC6d,-2.9513888888888875
ATSC6i,12.176326178655492
ATSC6m,-328.8159976334876
ATSC6p,0.756603307923552
ATSC6s,-13.992825145747599
ATSC6v,2.5693075126819394
ATSC7Z,52.83333333333333
ATSC7c,0.20007593986077518
ATSC7d,-1.8333333333333324
ATSC7i,-14.675172207559264
ATSC7m,248.58459195370367
ATSC7p,-0.9051964142759344
ATSC7s,6.288451646090534
ATSC7v,91.86279769834886
ATSC8Z,-203.38888888888886
ATSC8c,-0.1375873243989186
ATSC8d,-0.09722222222222232
ATSC8i,26.401267843047666
ATSC8m,-943.5554232422837
ATSC8p,1.7753305328851632
ATSC8s,-41.72274734224966
ATSC8v,-243.46568938156162
AXp-0d,0.7305509941381044
AXp-1d,0.44742541542115344
AXp-2d,0.3150942444028626
AXp-3d,0.19232651817522048
AXp-4d,0.12791184697376015
AXp-5d,0.08463557024759528
AXp-6d,0.05519276410903735
AXp-7d,0.037007099447378816
GATS1Z,0.8166312379795527
GATS1c,1.8268940158863307
GATS1d,1.0395010395010393
GATS1i,1.2992536290646037
GATS1m,0.8231155211596048
GATS1p,1.1167404461507733
GATS1s,0.633041564540422
GATS1v,1.0104825686869667
GATS2Z,0.6808022230276671
GATS2c,0.5984236258255627
GATS2d,1.823821339950372
GATS2i,1.0834080487271494
GATS2m,0.6896405737406044
GATS2p,1.0419203796473366
GATS2s,0.44097123065787147
GATS2v,0.9364889705983989
GATS3Z,1.220109478536445
GATS3c,1.2808309546089645
GATS3d,0.9763313609467453
GATS3i,1.3784678515496733
GATS3m,1.2249313343680077
GATS3p,1.381941870438725
GATS3s,1.0493335241743043
GATS3v,1.3383286894479922
GATS4Z,0.8541742177117315
GATS4c,1.1550996734480228
GATS4d,0.6699751861042182
GATS4i,0.8560092515023233
GATS4m,0.8464441884130636
GATS4p,0.7468460871699002
GATS4s,0.8141583104375532
GATS4v,0.7462132167605907
GATS5Z,1.1142322097378279
GATS5c,1.1142488816865985
GATS5d,1.0744810744810742
GATS5i,0.9826571770698133
GATS5m,1.106234793391051
GATS5p,0.8213572998276628
GATS5s,1.667381187046703
GATS5v,0.871200413991351
GATS6Z,1.2331242923090324
GATS6c,1.8924097805943765
GATS6d,1.1270125223613592
GATS6i,0.9273759688614596
GATS6m,1.2203397573886992
GATS6p,0.8093365982163855
GATS6s,1.6412534842504531
GATS6v,0.8781863747054228
GATS7Z,0.8288467540574284
GATS7c,1.1717758124106
GATS7d,1.0897435897435896
GATS7i,1.1869672306313421
GATS7m,0.8296228183365738
GATS7p,1.0630068132477426
GATS7s,1.160754931295551
GATS7v,0.931063353044108
GATS8Z,1.7012701514411337
GATS8c,1.5200545018140486
GATS8d,0.8528428093645484
GATS8i,0.6029436003519988
GATS8m,1.671091522105793
GATS8p,0.6805357889963771
GATS8s,3.3145489096085923
GATS8v,0.9413134472628191
MATS1Z,0.04322299827917802
MATS1c,-0.740715204393061
MATS1d,0.26759726759726765
MATS1i,-0.052571949355299935
MATS1m,0.041618649923292714
MATS1p,-0.018994576662715115
MATS1s,-0.05467771149136311
MATS1v,-0.0004924842543222057
MATS2Z,0.221215416213604
MATS2c,0.3847217231303826
MATS2d,-0.19957461892945755
MATS2i,0.03596738119809573
MATS2m,0.21647199893082167
MATS2p,0.014338380678367239
MATS2s,0.22744146053573477
MATS2v,0.07366539456713168
MATS3Z,-0.2843560933448575
MATS3c,-0.2094032993253828
MATS3d,-0.0008453085376162053
MATS3i,-0.31419970291671984
MATS3m,-0.2889008710410509
MATS3p,-0.384409388456822
MATS3s,-0.1485081596414184
MATS3v,-0.3743041236120284
MATS4Z,0.2009182070798599
MATS4c,-0.022471360848054147
MATS4d,0.06912442396313358
MATS4i,-0.021925737830267883
MATS4m,0.20372371358354707
MATS4p,0.16100869423108521
MATS4s,0.12640081756148996
MATS4v,0.1972016681287524
MATS5Z,-0.0551096843231675
MATS5c,0.14073493861113986
MATS5d,-0.10622710622710621
MATS5i,0.02817007799639539
MATS5m,-0.05516300902118848
MATS5p,0.00606669653527506
MATS5s,-0.018735166335924786
MATS5v,-0.012829032865338017
MATS6Z,-0.22358679557529842
MATS6c,-0.2367778856856837
MATS6d,-0.10861231791464342
MATS6i,0.18756272334626745
MATS6m,-0.2168158336606553
MATS6p,0.08001397530523345
MATS6s,-0.2684099319394927
MATS6v,0.0012184824290781503
MATS7Z,0.14840823970037456
MATS7c,0.2328321980496082
MATS7d,-0.0604395604395604
MATS7i,-0.20250729888147415
MATS7m,0.14683834480404062
MATS7p,-0.08575661995772596
MATS7s,0.10805978988681111
MATS7v,0.03902744048528361
MATS8Z,-0.5961569776909299
MATS8c,-0.16707443584987164
MATS8d,-0.003344481605351173
MATS8i,0.38015933867249335
MATS8m,-0.5815888810955041
MATS8p,0.17550417748233565
MATS8s,-0.7481293561803067
MATS8v,-0.10793233546912305
MAXaaN,3.8173055240614766
MAXaaO,5.187669595616024
MINaaN,3.8173055240614766
MINaaO,5.187669595616024
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,23.14387667150358
SpAD_D,173.00688489252673
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-0.13607516589050705
SssssN,0
TMPC10,340
TMWC10,110.25262467916478
TSRW10,65.54613772596785
VE1_Dt,4.293729020802232
VE2_Dt,0.22598573793695956
VE3_Dt,2.0990094771640564
VR1_Dt,93.55784226693126
VR2_Dt,4.924096961417435
VR3_Dt,5.180433765062908
Xc-3dv,1.5078396571769854
Xc-4dv,0.25
Xc-5dv,0.17677669529663687
Xc-6dv,0.05892556509887896
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.24432097104817804
Xch-7d,0.33872466804447554
Xp-0dv,11.227811791565442
Xp-1dv,6.052463145761482
Xp-2dv,5.271552483305939
Xp-3dv,2.522610860636639
Xp-4dv,1.4877206385562771
Xp-5dv,0.8752520284624283
Xp-6dv,0.40250980962610844
Xp-7dv,0.1861165931829704
Xpc-4d,2.9630524050519336
Xpc-5d,3.889854518601675
Xpc-6d,4.734451723816987
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,37
nFRing,0
nHBAcc,3
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,5.614495783829436
AATS0dv,7.388888888888889
AATS0pe,6.241861111111111
AATS0se,7.69692922222222
AATS1dv,7.405405405405405
AATS1pe,6.549124324324325
AATS1se,7.821638702702699
AATS2dv,5.741935483870968
AATS2pe,6.327812903225807
AATS2se,7.689605290322581
AATS3dv,3.7564102564102564
AATS3pe,6.314058974358974
AATS3se,7.739778615384616
AATS4dv,2.956989247311828
AATS4pe,6.032545161290322
AATS4se,7.627030838709677
AATS5dv,4.063492063492063
AATS5pe,6.419042857142857
AATS5se,7.932720825396825
AATS6dv,4.511627906976744
AATS6pe,6.536651162790698
AATS6se,7.977667069767441
AATS7dv,3.4583333333333335
AATS7pe,6.205770833333333
AATS7se,7.676597833333332
AATS8dv,2.608695652173913
AATS8pe,6.625043478260871
AATS8se,8.16835886956522
AATSC0Z,7.416666666666665
AATSC0c,0.01790237253273441
AATSC0d,0.6319444444444445
AATSC0i,1.5097369626321182
AATSC0m,35.26902780478394
AATSC0p,0.21990440668073066
AATSC0s,1.2123789008916324
AATSC0v,49.037504422149404
AATSC1Z,0.3205705705705702
AATSC1c,-0.01326055952970509
AATSC1d,0.16910660660660667
AATSC1i,-0.07936981513932007
AATSC1m,1.4678493213421797
AATSC1p,-0.0041769911111660205
AATSC1s,-0.06629010376116858
AATSC1v,-0.024150198799164118
AATSC2Z,1.6406810035842294
AATSC2c,0.006887431608915614
AATSC2d,-0.12612007168458778
AATSC2i,0.0543012848438446
AATSC2m,7.634756949248308
AATSC2p,0.0031530730958388
AATSC2s,0.2757452279415017
AATSC2v,3.6123671118451006
AATSC3Z,-2.1089743589743595
AATSC3c,-0.0037488158741066945
AATSC3d,-0.0005341880341880187
AATSC3i,-0.47435890514140255
AATSC3m,-10.189252853573123
AATSC3p,-0.08453331849109996
AATSC3s,-0.1800481593595019
AATSC3v,-18.3549401168536
AATSC4Z,1.4901433691756274
AATSC4c,-0.000402290673219368
AATSC4d,0.0436827956989247
AATSC4i,-0.03310209683533676
AATSC4m,7.185137318871961
AATSC4p,0.03540652137532598
AATSC4s,0.15324568426700294
AATSC4v,9.670277672918935
AATSC5Z,-0.40873015873015883
AATSC5c,0.002519489299388134
AATSC5d,-0.06712962962962962
