DLiP-ID,C000GL
ATS0i,4903.762098644486
ATS0m,2649.7224479999995
ATS0p,43.39778866788601
ATS0s,162.89583333333331
ATS0v,6436.785143397059
ATS1Z,746.0
ATS1d,125.0
ATS1i,4588.8107121074
ATS1m,2817.708784999998
ATS1p,55.53405631999997
ATS1s,99.95833333333334
ATS1v,8098.9581941699635
ATS2Z,1112.0
ATS2d,198.0
ATS2i,8327.325910357345
ATS2m,4133.491616
ATS2p,85.27976423424495
ATS2s,167.6666666666667
ATS2v,12062.249500797498
ATS3Z,1382.0
ATS3d,231.0
ATS3i,11599.418656842683
ATS3m,5112.310557
ATS3p,102.39697760988602
ATS3s,238.125
ATS3v,14571.672504728052
ATS4Z,1413.0
ATS4d,204.0
ATS4i,12280.844949226746
ATS4m,5055.695185999999
ATS4p,99.439148152245
ATS4s,360.58333333333337
ATS4v,14136.869284696171
ATS5Z,1010.0
ATS5d,162.0
ATS5i,13076.959591059189
ATS5m,3315.9160640000005
ATS5p,87.73450149049002
ATS5s,277.91666666666663
ATS5v,11604.592615133368
ATS6Z,540.0
ATS6d,112.0
ATS6i,11271.142990512973
ATS6m,1637.9646869999992
ATS6p,61.64229154037601
ATS6s,162.33333333333331
ATS6v,7152.584818484952
ATS7Z,160.0
ATS7d,55.0
ATS7i,6798.104087383178
ATS7m,372.394681
ATS7p,28.469396198677995
ATS7s,67.0
ATS7v,2822.1582867282004
ATS8Z,27.0
ATS8d,15.0
ATS8i,2123.626511356941
ATS8m,45.46584
ATS8p,7.342149073640999
ATS8s,14.5
ATS8v,623.9635489899282
C1SP1,0
C1SP2,2
C1SP3,1
C2SP1,0
C2SP2,5
C2SP3,1
C3SP2,1
C3SP3,0
C4SP3,1
FCSP3,0.3333333333333333
GGI10,0.0
JGI10,0.0
JGT10,0.47869504555748454
Kier1,12.456747404844291
Kier2,5.104166666666667
Kier3,2.08
MAXdO,11.986207482993198
MID_C,24.539522291812325
MID_N,3.9888755977016137
MID_O,3.5458333476687853
MID_X,0.0
MID_h,7.534708945370399
MINdO,11.986207482993198
MPC10,12
MWC01,17.0
MWC02,4.418840607796598
MWC03,5.303304908059076
MWC04,6.20455776256869
MWC05,7.109062135687172
MWC06,8.019941687677365
MWC07,8.92996487470684
MWC08,9.843790625278
MWC09,10.755708986503604
MWC10,11.670655445736113
NaaCH,5
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,1
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,0.5378999999999999
SRW02,3.5553480614894135
SRW03,0.0
SRW04,4.875197323201151
SRW05,0.0
SRW06,6.46302945692067
SRW07,0.0
SRW08,8.171599480345463
SRW09,0.0
SRW10,9.935712699830864
SaaCH,9.16396234882842
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.742777777777778
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.435277777777777
SdssS,0
SsCH3,1.8447222222222222
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.36374149659864
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.5224468287935933
VE1_D,3.944501096817611
VE2_A,0.22015292679959958
VE2_D,0.2465313185511007
VE3_A,1.7291594991868346
VE3_D,1.8423261108612246
VR1_A,83.76233765853561
VR1_D,74.78987864834995
VR2_A,5.235146103658476
VR2_D,4.674367415521872
VR3_A,4.897987104426873
VR3_D,4.784686192882813
WPath,385
Xc-3d,1.002364293219481
Xc-4d,0.06804138174397717
Xc-5d,0.6353797494515143
Xc-6d,0.13024573573692622
Xp-0d,11.596011838247808
Xp-1d,7.714379275798965
Xp-2d,6.533858492681309
Xp-3d,6.086892113368856
Xp-4d,5.183765874213054
Xp-5d,3.367846990424973
Xp-6d,1.9000963125595112
Xp-7d,1.1432351369979488
ZMIC0,53.06894339117237
ZMIC1,34.87529253040008
ZMIC2,28.501881156330274
ZMIC3,24.63611399380395
ZMIC4,24.13022462489859
ZMIC5,24.13022462489859
nAcid,0
nAtom,30
nBase,0
nRing,2
piPC1,3.1354942159291497
piPC2,3.624340932976365
piPC3,4.154969184038536
piPC4,4.611400735738727
piPC5,4.9010994070279486
piPC6,4.842709617586033
piPC7,5.049455285945838
piPC8,5.112364223520032
piPC9,4.420345498976018
AATS0Z,22.4
AATS0d,3.2
AATS0i,163.45873662148287
AATS0m,88.32408159999999
AATS0p,1.4465929555962005
AATS0s,5.42986111111111
AATS0v,214.55950477990197
AATS1Z,24.06451612903226
AATS1d,4.032258064516129
AATS1i,148.02615200346452
AATS1m,90.89383177419349
AATS1p,1.7914211716129023
AATS1s,3.224462365591398
AATS1v,261.25671594096656
AATS2Z,20.59259259259259
AATS2d,3.6666666666666665
AATS2i,154.20973908069158
AATS2m,76.54614103703705
AATS2p,1.5792548932267583
AATS2s,3.104938271604939
AATS2v,223.3749907555092
AATS3Z,18.675675675675677
AATS3d,3.1216216216216215
AATS3i,156.74890076814435
AATS3m,69.0852777972973
AATS3p,1.3837429406741355
AATS3s,3.2179054054054053
AATS3v,196.91449330713584
AATS4Z,18.350649350649352
AATS4d,2.6493506493506493
AATS4i,159.4914928471006
AATS4m,65.65837903896103
AATS4p,1.2914175084707142
AATS4s,4.682900432900434
AATS4v,183.59570499605417
AATS5Z,12.784810126582279
AATS5d,2.050632911392405
AATS5i,165.53113406404037
AATS5m,41.97362106329115
AATS5p,1.1105633100062027
AATS5s,3.5179324894514763
AATS5v,146.8935774067515
AATS6Z,8.059701492537313
AATS6d,1.671641791044776
AATS6i,168.22601478377572
AATS6m,24.447234134328347
AATS6p,0.9200342020951643
AATS6s,2.422885572139303
AATS6v,106.75499729082019
AATS7Z,4.102564102564102
AATS7d,1.4102564102564104
AATS7i,174.31036121495328
AATS7m,9.548581564102564
AATS7p,0.7299845179148203
AATS7s,1.7179487179487178
AATS7v,72.36303299303079
AATS8Z,2.25
AATS8d,1.25
AATS8i,176.96887594641177
AATS8m,3.78882
AATS8p,0.61184575613675
AATS8s,1.2083333333333333
AATS8v,51.99696241582735
AMID_C,1.5337201432382703
AMID_N,0.24930472485635086
AMID_O,0.22161458422929908
AMID_X,0.0
AMID_h,0.47091930908564994
ATS0dv,222.0
ATS0pe,187.9404
ATS0se,231.65139200000007
ATS1dv,214.0
ATS1pe,200.77550000000005
ATS1se,240.06562000000008
ATS2dv,320.0
ATS2pe,342.50930000000005
ATS2se,415.5193600000001
ATS3dv,358.0
ATS3pe,461.9674999999999
ATS3se,567.737748
ATS4dv,314.0
ATS4pe,505.6562999999998
ATS4se,616.9433359999999
ATS5dv,170.0
ATS5pe,498.122
ATS5se,619.8162879999999
ATS6dv,75.0
ATS6pe,382.81950000000006
ATS6se,491.7676599999999
ATS7dv,6.0
ATS7pe,208.81450000000007
ATS7se,276.25834000000003
ATS8dv,0.0
ATS8pe,60.390000000000015
ATS8se,81.819072
ATSC0Z,223.4666666666666
ATSC0c,0.6359334882539326
ATSC0d,19.199999999999996
ATSC0i,44.565447830005816
ATSC0m,1061.8663967999996
ATSC0p,6.702695017005867
ATSC0s,64.79374999999999
ATSC0v,1479.8778891111601
ATSC1Z,3.084444444444422
ATSC1c,-0.39341422938293513
ATSC1d,10.760000000000005
ATSC1i,-1.7449754697707864
ATSC1m,16.314452839999902
ATSC1p,0.17579749769600655
ATSC1s,-3.011180555555555
ATSC1v,55.233535888162386
ATSC2Z,20.82666666666663
ATSC2c,0.1681687307128627
ATSC2d,1.8399999999999954
ATSC2i,18.39252117996545
ATSC2m,94.7792841599999
ATSC2p,0.8352209767622417
ATSC2s,3.2288888888888883
ATSC2v,107.50791678481121
ATSC3Z,87.18222222222218
ATSC3c,-0.3491881488789785
ATSC3d,-14.760000000000003
ATSC3i,-13.269323674302246
ATSC3m,413.01006515999995
ATSC3p,-0.33547819838546955
ATSC3s,-7.537083333333332
ATSC3v,293.6450875818189
ATSC4Z,-111.4977777777778
ATSC4c,0.47734062013247097
ATSC4d,-16.48
ATSC4i,-23.217021898536547
ATSC4m,-539.4545183200003
ATSC4p,-3.8327012020165228
ATSC4s,11.861319444444433
ATSC4v,-951.6013799391319
ATSC5Z,-240.99555555555548
ATSC5c,-0.1974380031557625
ATSC5d,-3.759999999999997
ATSC5i,-5.57945206521149
ATSC5m,-1133.0884470400001
ATSC5p,-2.276258976714917
ATSC5s,-45.277708333333344
ATSC5v,-955.640312828975
ATSC6Z,-12.675555555555537
ATSC6c,-0.036325869855964546
ATSC6d,3.5200000000000036
ATSC6i,-9.613779607025704
ATSC6m,-62.1593405199997
ATSC6p,-1.1575837584725046
ATSC6s,-2.541458333333332
ATSC6v,-186.737092251236
ATSC7Z,70.29333333333335
ATSC7c,-0.03573355294034059
ATSC7d,6.040000000000003
ATSC7i,8.227942785396966
ATSC7m,336.6501683600003
ATSC7p,1.8611417327835051
ATSC7s,3.753541666666668
ATSC7v,483.54125662611534
ATSC8Z,55.61333333333334
ATSC8c,0.03953733718670248
ATSC8d,2.5200000000000014
ATSC8i,3.0020860782428986
ATSC8m,264.45954528000016
ATSC8p,0.9927614280728527
ATSC8s,5.820000000000001
ATSC8v,308.14692837279136
AXp-0d,0.724750739890488
AXp-1d,0.4537870162234685
AXp-2d,0.2722441038617212
AXp-3d,0.1739112032391102
AXp-4d,0.12055269474914079
AXp-5d,0.07654197705511302
AXp-6d,0.0513539543935003
AXp-7d,0.033624562852880846
GATS1Z,0.8037570251751484
GATS1c,1.6595240269160625
GATS1d,0.7552083333333335
GATS1i,1.2735687373204776
GATS1m,0.8098347242217803
GATS1p,1.064827832458961
GATS1s,0.5402170451940659
GATS1v,0.9705177624193279
GATS2Z,0.8182925616547336
GATS2c,0.9312998145618021
GATS2d,1.4404899691358029
GATS2i,0.919086184905651
GATS2m,0.8258854834596655
GATS2p,0.970277675557259
GATS2s,0.5551218828658997
GATS2v,0.9525272191722802
GATS3Z,0.7742553860543122
GATS3c,1.2823538253770006
GATS3d,1.7757601351351355
GATS3i,1.134979264338941
GATS3m,0.7763771409924268
GATS3p,1.0396203844494976
GATS3s,1.005235485316512
GATS3v,0.9097298971382276
GATS4Z,1.1949253014288816
GATS4c,0.9730381563994546
GATS4d,1.4025297619047623
GATS4i,1.2199834986879943
GATS4m,1.19123832107244
GATS4p,1.1733253385893248
GATS4s,1.4757873767230383
GATS4v,1.155528081537747
GATS5Z,1.4316127156279268
GATS5c,1.2127489355311991
GATS5d,0.6882911392405064
GATS5i,1.002205882951402
GATS5m,1.4206768136905474
GATS5p,1.0298583623280708
GATS5s,1.6400228356313455
GATS5v,1.1437748710915188
GATS6Z,1.0168800983151072
GATS6c,0.6978570840122897
GATS6d,0.41705534825870655
GATS6i,0.9184516387275652
GATS6m,1.0199500104732138
GATS6p,1.0061105857226809
GATS6s,0.7561625971937683
GATS6v,1.046750185798503
GATS7Z,0.7819671378740592
GATS7c,0.498239081992263
GATS7d,0.25173611111111116
GATS7i,0.5619175154237536
GATS7m,0.7843688955908744
GATS7p,0.6927575228399279
GATS7s,0.5006517227989208
GATS7v,0.7711246413062979
GATS8Z,0.4055414677804297
GATS8c,0.12052635701740608
GATS8d,0.18880208333333337
GATS8i,0.44468437905575114
GATS8m,0.41329519791524133
GATS8p,0.5443016612454099
GATS8s,0.041960065592746225
GATS8v,0.5514555489489325
MATS1Z,0.0133574563091846
MATS1c,-0.5986843825999485
MATS1d,0.5423387096774197
MATS1i,-0.037892269027101966
MATS1m,0.014868330154641398
MATS1p,0.02538182182568576
MATS1s,-0.0449741788200981
MATS1v,0.03611906719961346
MATS2Z,0.05177671705117998
MATS2c,0.14691327685034727
MATS2d,0.05324074074074061
MATS2i,0.22928227628677
MATS2m,0.04958736619347425
MATS2p,0.06922762449723957
MATS2s,0.027685188162343236
MATS2v,0.04035915454610857
MATS3Z,0.15816293620589558
MATS3c,-0.2226062405484115
MATS3d,-0.31165540540540554
MATS3i,-0.12070910998484503
MATS3m,0.15768133675505977
MATS3p,-0.02029104333049162
MATS3s,-0.04715847322194385
MATS3v,0.08044265452733651
MATS4Z,-0.1943945076403311
MATS4c,0.2924470379713911
MATS4d,-0.3344155844155845
MATS4i,-0.20297323123479066
MATS4m,-0.19793176024132797
MATS4p,-0.22278504464088147
MATS4s,0.07132313363624249
MATS4v,-0.25052998434522905
MATS5Z,-0.40953445515241227
MATS5c,-0.11789984059567991
MATS5d,-0.0743670886075949
MATS5i,-0.0475430937741776
MATS5m,-0.4052174109070616
MATS5p,-0.12896337083265216
MATS5s,-0.26536612645040936
MATS5v,-0.245223871029361
MATS6Z,-0.025398069319274717
MATS6c,-0.025577069239644756
MATS6d,0.08208955223880607
MATS6i,-0.09659226251695664
MATS6m,-0.026210962711710476
MATS6p,-0.0773302506779949
MATS6s,-0.017562904105881315
MATS6v,-0.05650035317866367
MATS7Z,0.24196805581053804
MATS7c,-0.04322362153173906
MATS7d,0.24198717948717965
MATS7i,0.1420200416730972
MATS7m,0.24387405868537515
MATS7p,0.2135928135062406
MATS7s,0.04456201012581839
MATS7v,0.2513415569798951
MATS8Z,0.6221658711217186
MATS8c,0.15543031589380205
MATS8d,0.3281250000000002
MATS8i,0.16840883601654288
MATS8m,0.6226290474888494
MATS8p,0.3702844249790755
MATS8s,0.22455869586186947
MATS8v,0.5205614102354582
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,20.40825860589633
SpAD_D,99.23637957910205
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.6675895219198791
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-1.0699305555555556
SssssN,0
TMPC10,306
TMWC10,105.25582703401346
TSRW10,49.00088702178757
VE1_Dt,3.9557080326578866
VE2_Dt,0.2472317520411179
VE3_Dt,1.845163236606612
VR1_Dt,72.93177488232344
VR2_Dt,4.558235930145215
VR3_Dt,4.759528042738879
Xc-3dv,0.5130604488942544
Xc-4dv,0.04419417382415922
Xc-5dv,0.17744320023490695
Xc-6dv,0.03277358718689555
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1609876377148447
Xch-7d,0.24456952404439608
Xp-0dv,9.117461489248951
Xp-1dv,5.336698845953192
Xp-2dv,3.8134872566213973
Xp-3dv,3.0700477997819493
Xp-4dv,2.1197401247973713
Xp-5dv,1.2200054687307194
Xp-6dv,0.5516056705994721
Xp-7dv,0.2865252725698309
Xpc-4d,3.4778478692519776
Xpc-5d,6.605100003030655
Xpc-6d,9.982890255286065
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,31
nFRing,0
nHBAcc,2
nHBDon,2
nHRing,1
nSpiro,0
naRing,1
piPC10,4.364689715020605
AATS0dv,7.4
AATS0pe,6.26468
AATS0se,7.721713066666669
AATS1dv,6.903225806451613
AATS1pe,6.476629032258066
AATS1se,7.744052258064519
AATS2dv,5.925925925925926
AATS2pe,6.3427648148148155
AATS2se,7.6948029629629655
AATS3dv,4.837837837837838
AATS3pe,6.242804054054053
AATS3se,7.67213172972973
AATS4dv,4.077922077922078
AATS4pe,6.566964935064933
AATS4se,8.012251116883116
AATS5dv,2.151898734177215
AATS5pe,6.305341772151899
AATS5se,7.845775797468352
AATS6dv,1.1194029850746268
AATS6pe,5.713723880597016
AATS6se,7.339815820895521
AATS7dv,0.15384615384615385
AATS7pe,5.354217948717951
AATS7se,7.08354717948718
AATS8dv,0.0
AATS8pe,5.0325000000000015
AATS8se,6.818256000000001
AATSC0Z,7.448888888888887
AATSC0c,0.021197782941797753
AATSC0d,0.6399999999999999
AATSC0i,1.4855149276668604
AATSC0m,35.395546559999985
AATSC0p,0.2234231672335289
AATSC0s,2.159791666666666
AATSC0v,49.32926297037201
AATSC1Z,0.09949820788530393
AATSC1c,-0.012690781592997908
AATSC1d,0.34709677419354856
AATSC1i,-0.056289531282928594
AATSC1m,0.5262726722580614
AATSC1p,0.005670887022451825
AATSC1s,-0.09713485663082436
AATSC1v,1.7817269641342706
AATSC2Z,0.3856790123456783
AATSC2c,0.003114235753941902
AATSC2d,0.034074074074073986
AATSC2i,0.34060224407343426
AATSC2m,1.7551719288888872
AATSC2p,0.0154670551252267
AATSC2s,0.05979423868312756
AATSC2v,1.9908873478668743
AATSC3Z,1.1781381381381375
AATSC3c,-0.004718758768634844
AATSC3d,-0.1994594594594595
AATSC3i,-0.17931518478786818
AATSC3m,5.581217096756756
AATSC3p,-0.0045334891673712106
AATSC3s,-0.10185247747747746
AATSC3v,3.968176859213769
AATSC4Z,-1.4480230880230882
AATSC4c,0.0061992288328892335
AATSC4d,-0.21402597402597404
AATSC4i,-0.30151976491605903
AATSC4m,-7.005902835324679
AATSC4p,-0.049775340285928865
AATSC4s,0.15404310966810952
AATSC4v,-12.358459479728985
AATSC5Z,-3.050576652601968
AATSC5c,-0.002499215229819778
AATSC5d,-0.047594936708860724
AATSC5i,-0.0706259755090062
AATSC5m,-14.342891734683546
AATSC5p,-0.02881340476854325
AATSC5s,-0.5731355485232069
AATSC5v,-12.096712820619937
AATSC6Z,-0.18918739635157517
AATSC6c,-0.0005421771620293216
AATSC6d,0.05253731343283587
AATSC6i,-0.14348924786605527
AATSC6m,-0.9277513510447717
AATSC6p,-0.017277369529440367
AATSC6s,-0.03793221393034824
