DLiP-ID,C000AN
AATS7s,2.851702508960574
AATS7v,169.06224177305992
AATS8Z,16.74
AATS8d,2.66
AATS8i,154.2593459832409
AATS8m,60.02945576000001
AATS8p,1.3449867611188595
AATS8s,3.1666666666666674
AATS8v,184.30472372734346
AMID_C,1.7803863807459224
AMID_N,0.0
AMID_O,0.26634071592415665
AMID_X,0.0
AMID_h,0.26634071592415665
ATS0dv,298.0
ATS0pe,229.9858
ATS0se,283.2798599999999
ATS1dv,296.0
ATS1pe,250.66500000000002
ATS1se,299.7808199999999
ATS2dv,413.0
ATS2pe,413.18500000000006
ATS2se,502.465616
ATS3dv,423.0
ATS3pe,474.5256
ATS3se,576.6461159999999
ATS4dv,313.0
ATS4pe,514.6595
ATS4se,635.0105079999998
ATS5dv,255.0
ATS5pe,489.3525000000001
ATS5se,609.527024
ATS6dv,249.0
ATS6pe,432.57699999999994
ATS6se,542.71706
ATS7dv,264.0
ATS7pe,372.7000999999999
ATS7se,467.0824360000001
ATS8dv,206.0
ATS8pe,309.9846
ATS8se,382.83868
ATSC0Z,264.0
ATSC0c,0.7516777002140691
ATSC0d,22.108108108108105
ATSC0i,50.66687839194223
ATSC0m,1257.10481772973
ATSC0p,8.957096616574702
ATSC0s,43.355855855855864
ATSC0v,1910.8754590209592
ATSC1Z,16.0
ATSC1c,-0.23980011053987674
ATSC1d,11.804967129291454
ATSC1i,-2.778399022095163
ATSC1m,74.70436487947435
ATSC1p,-0.36685658783733244
ATSC1s,-1.6446108270432593
ATSC1v,15.250407197367323
ATSC2Z,23.0
ATSC2c,-0.3403161440100563
ATSC2d,1.5398100803506212
ATSC2i,18.83997005153079
ATSC2m,122.93628201533993
ATSC2p,3.3093569945442005
ATSC2s,-4.753530557584614
ATSC2v,586.5838546456572
ATSC3Z,-28.0
ATSC3c,0.35581047154484985
ATSC3d,-13.327246165084
ATSC3i,-16.464875525726654
ATSC3m,-144.94206739810048
ATSC3p,-2.932361647878772
ATSC3s,4.089481373265155
ATSC3v,-548.5614031467724
ATSC4Z,-103.0
ATSC4c,-0.04280518365882777
ATSC4d,-9.53981008035062
ATSC4i,-17.475955300172433
ATSC4m,-491.63214169101514
ATSC4p,-3.189431601634359
ATSC4s,-12.067040012985961
ATSC4v,-737.0363944252348
ATSC5Z,-105.0
ATSC5c,-0.13561142916442667
ATSC5d,-1.0445580715850982
ATSC5i,-0.2726096357298806
ATSC5m,-490.7779649021184
ATSC5p,-0.3489166595500334
ATSC5s,-9.570469117766416
ATSC5v,-344.7907605034015
ATSC6Z,3.0
ATSC6c,-0.10540305669861753
ATSC6d,5.543462381300219
ATSC6i,-4.591725543817444
ATSC6m,12.986172398100674
ATSC6p,-0.7015670542909276
ATSC6s,-6.444586478370262
ATSC6v,-66.91906000915611
ATSC7Z,117.0
ATSC7c,0.017340887607709382
ATSC7d,1.9539810080350626
ATSC7i,12.953498974404802
ATSC7m,555.4107286420742
ATSC7p,2.5122418962490642
ATSC7s,10.091388685983283
ATSC7v,695.7770298854406
ATSC8Z,-15.0
ATSC8c,0.1812479191239962
ATSC8d,-6.443389335281228
ATSC8i,-13.640608951200441
ATSC8m,-82.49035587801308
ATSC8p,-2.42646631088076
ATSC8s,10.706050645239836
ATSC8v,-440.59646738665606
AXp-0d,0.7056964989228289
AXp-1d,0.44451637610706146
AXp-2d,0.2754601898101668
AXp-3d,0.18012679957859176
AXp-4d,0.11559262199521197
AXp-5d,0.07628065241273983
AXp-6d,0.04882280062039457
AXp-7d,0.031257287617171184
GATS1Z,0.7342657342657344
GATS1c,1.209476914532587
GATS1d,0.584540154222306
GATS1i,1.0499852428492562
GATS1m,0.7403740485741391
GATS1p,1.023850408134173
GATS1s,0.5866773226773225
GATS1v,0.9116116353137331
GATS2Z,0.858041958041958
GATS2c,1.448693201918903
GATS2d,1.1523791611811174
GATS2i,0.7799057916003548
GATS2m,0.8514345338318923
GATS2p,0.7654555838116356
GATS2s,0.7717882117882116
GATS2v,0.7550194565266781
GATS3Z,0.9363636363636364
GATS3c,0.7889213649781436
GATS3d,1.40039119804401
GATS3i,1.1429076215980993
GATS3m,0.942178167178612
GATS3p,1.1332751206545189
GATS3s,0.8678566233766233
GATS3v,1.0734854448307605
GATS4Z,1.1295180722891567
GATS4c,0.985247667292981
GATS4d,1.2163666892508913
GATS4i,1.1263553336458538
GATS4m,1.1287526566299158
GATS4p,1.1237262466483682
GATS4s,1.4134914723830383
GATS4v,1.1195694834002718
GATS5Z,1.1803977272727273
GATS5c,1.13678258501315
GATS5d,0.8955990220048903
GATS5i,0.9731537082852932
GATS5m,1.1748659652679263
GATS5p,0.9840605409777107
GATS5s,1.198655844155844
GATS5v,1.0463211851940184
GATS6Z,0.9722914072229141
GATS6c,0.7502302592836141
GATS6d,0.8810999095689456
GATS6i,1.013248056363829
GATS6m,0.9755526150286637
GATS6p,1.0199923505901605
GATS6s,1.1635153887208678
GATS6v,1.023946267984465
GATS7Z,0.7609970674486805
GATS7c,0.9669360299278015
GATS7d,0.8929726319110342
GATS7i,0.8171089829656966
GATS7m,0.7612184900810244
GATS7p,0.8089165519353884
GATS7s,0.803366568914956
GATS7v,0.7824879479662997
GATS8Z,1.0131818181818182
GATS8c,0.9885273613737932
GATS8d,1.1235696821515895
GATS8i,1.1685871713533558
GATS8m,1.018234263735992
GATS8p,1.164120973753629
GATS8s,0.6668072727272726
GATS8v,1.1242157893268834
MATS1Z,0.057498057498057496
MATS1c,-0.3026598619447392
MATS1d,0.5065826593943954
MATS1i,-0.05202446064609496
MATS1m,0.05637825168526991
MATS1p,-0.03885672382305907
MATS1s,-0.035987567987567984
MATS1v,0.007571574047433028
MATS2Z,0.0495920745920746
MATS2c,-0.2577147364905528
MATS2d,0.03964641715252963
MATS2i,0.21166274665192433
MATS2m,0.05566688902230253
MATS2p,0.21031232644937173
MATS2s,-0.062410389610389624
MATS2v,0.17473748863223787
MATS3Z,-0.05232323232323233
MATS3c,0.23352184840941287
MATS3d,-0.2973920130399348
MATS3i,-0.16031522335342716
MATS3m,-0.056880502119834093
MATS3p,-0.1615067703534574
MATS3s,0.046532987012986984
MATS3v,-0.1416228484566243
MATS4Z,-0.1739229645856152
MATS4c,-0.02538565246052275
MATS4d,-0.19235867676083307
MATS4i,-0.15375895150679314
MATS4m,-0.17433814037186446
MATS4p,-0.1587338923793852
MATS4s,-0.12407281072341315
MATS4v,-0.17194129065005845
MATS5Z,-0.18394886363636365
MATS5c,-0.08344039735472439
MATS5d,-0.021852078239608795
MATS5i,-0.0024884492695551805
MATS5m,-0.1805615614274339
MATS5p,-0.01801632403331178
MATS5s,-0.10209329004329004
MATS5v,-0.08345165875672807
MATS6Z,0.005759651307596513
MATS6c,-0.07107230542904952
MATS6d,0.12708912482834847
MATS6i,-0.04593361621497681
MATS6m,0.005235866168443717
MATS6p,-0.039699111906862324
MATS6s,-0.07534009369625806
MATS6v,-0.017749916443034995
MATS7Z,0.2644794721407625
MATS7c,0.013767329022208357
MATS7d,0.05274469595393961
MATS7i,0.15257134738558653
MATS7m,0.2636651972045474
MATS7p,0.16738025677407878
MATS7s,0.1389035050970535
MATS7v,0.21729400204454744
MATS8Z,-0.042045454545454546
MATS8c,0.17843213935116126
MATS8d,-0.21567237163814187
MATS8i,-0.1992238508519133
MATS8m,-0.04855829242621957
MATS8p,-0.20046507779419429
MATS8s,0.18273142857142857
MATS8v,-0.1706240897735813
MAXssO,5.290835459183674
MINssO,5.220365504621908
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,27.652289702892205
SpAD_D,188.8719646798696
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.6838803067523304
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,643
TMWC10,118.02828887029877
TSRW10,69.22479554146565
VE1_Dt,4.541629507463841
VE2_Dt,0.21626807178399243
VE3_Dt,2.25522321473428
VR1_Dt,110.5959891997249
VR2_Dt,5.266475676177376
VR3_Dt,5.447821169143102
Xc-3dv,0.5414001402513132
Xc-4dv,0.0
Xc-5dv,0.07891639604638144
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.39660880187581576
Xch-7d,0.6465358867799966
Xp-0dv,12.050653806095145
Xp-1dv,6.778710207901906
Xp-2dv,4.947044602182685
Xp-3dv,3.683036786225112
Xp-4dv,2.614763431505515
Xp-5dv,1.7224985065738743
Xp-6dv,0.9354395120656149
Xp-7dv,0.573278479180822
Xpc-4d,3.3050327280564327
Xpc-5d,5.381926341892676
Xpc-6d,7.741196149371375
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,39
nFRing,1
nHBAcc,3
nHBDon,0
nHRing,0
nSpiro,0
naRing,2
piPC10,7.343911234411098
AATS0dv,8.054054054054054
AATS0pe,6.215832432432433
AATS0se,7.65621243243243
AATS1dv,7.589743589743589
AATS1pe,6.427307692307693
AATS1se,7.6866876923076894
AATS2dv,6.3538461538461535
AATS2pe,6.356692307692309
AATS2se,7.730240246153846
AATS3dv,5.64
AATS3pe,6.327008
AATS3se,7.6886148799999985
AATS4dv,3.7710843373493974
AATS4pe,6.200716867469879
AATS4se,7.650729012048191
AATS5dv,3.1875
AATS5pe,6.116906250000001
AATS5se,7.6190878
AATS6dv,3.410958904109589
AATS6pe,5.925712328767123
AATS6se,7.434480273972602
AATS7dv,4.258064516129032
AATS7pe,6.01129193548387
AATS7se,7.533587677419356
AATS8dv,4.12
AATS8pe,6.199692
AATS8se,7.6567736
AATSC0Z,7.135135135135135
AATSC0c,0.020315613519299166
AATSC0d,0.5975164353542731
AATSC0i,1.3693750916741143
AATSC0m,33.975805884587295
AATSC0p,0.24208369233985683
AATSC0s,1.1717798879961046
AATSC0v,51.64528267624214
AATSC1Z,0.41025641025641024
AATSC1c,-0.006148720783073763
AATSC1d,0.302691464853627
AATSC1i,-0.07124100056654263
AATSC1m,1.9154965353711373
AATSC1p,-0.009406579175316216
AATSC1s,-0.0421695083857246
AATSC1v,0.39103608198377754
AATSC2Z,0.35384615384615387
AATSC2c,-0.005235632984770097
AATSC2d,0.023689385851548016
AATSC2i,0.2898456931004737
AATSC2m,1.8913274156206143
AATSC2p,0.05091318453144924
AATSC2s,-0.07313123934745559
AATSC2v,9.024366994548572
AATSC3Z,-0.37333333333333335
AATSC3c,0.004744139620597998
AATSC3d,-0.17769661553445334
AATSC3i,-0.2195316736763554
AATSC3m,-1.9325608986413396
AATSC3p,-0.03909815530505029
AATSC3s,0.054526418310202066
AATSC3v,-7.314152041956965
AATSC4Z,-1.2409638554216869
AATSC4c,-0.0005157251043232261
AATSC4d,-0.11493747084759783
AATSC4i,-0.21055367831533053
AATSC4m,-5.923278815554399
AATSC4p,-0.038426886766679026
AATSC4s,-0.14538602425284292
AATSC4v,-8.879956559340178
AATSC5Z,-1.3125
AATSC5c,-0.0016951428645553333
AATSC5d,-0.013056975894813727
AATSC5i,-0.003407620446623508
AATSC5m,-6.13472456127648
AATSC5p,-0.004361458244375418
AATSC5s,-0.1196308639720802
AATSC5v,-4.309884506292518
AATSC6Z,0.0410958904109589
AATSC6c,-0.001443877489022158
AATSC6d,0.07593784083972903
AATSC6i,-0.06290034991530745
