DLiP-ID,I001CK
apol,56.61144599999999
bpol,24.920553999999996
nRot,7
ABCGG,15.697017893295401
ATS0Z,1074.0
ATS0d,162.0
ATS0i,7888.075715555979
ATS0m,4236.9162670000005
ATS0p,76.62048790667801
ATS0s,160.69444444444446
ATS0v,11190.86168581681
ATS1Z,1277.0
ATS1d,206.0
ATS1i,7659.6049428922515
ATS1m,4844.026889999999
ATS1p,97.381222466
ATS1s,162.88888888888889
ATS1v,14172.838737864859
ATS2Z,1804.0
ATS2d,319.0
ATS2i,12926.980019901197
ATS2m,6680.957815999999
ATS2p,144.939074761698
ATS2s,247.08333333333337
ATS2v,20421.354774070107
ATS3Z,1868.0
ATS3d,350.0
ATS3i,18199.53596226099
ATS3m,6669.539758
ATS3p,162.340268338735
ATS3s,297.5833333333333
ATS3v,21837.4118277858
ATS4Z,1692.0
ATS4d,338.0
ATS4i,19519.820069677626
ATS4m,5897.829008999999
ATS4p,158.978248784376
ATS4s,292.5
ATS4v,20739.487223171607
ATS5Z,1669.0
ATS5d,316.0
ATS5i,18442.00288071093
ATS5m,5899.842809
ATS5p,154.564208871225
ATS5s,287.02777777777777
ATS5v,20157.948830263733
ATS6Z,1631.0
ATS6d,301.0
ATS6i,18922.150092405926
ATS6m,5702.532306999999
ATS6p,147.17696539407405
ATS6s,314.44444444444446
ATS6v,19248.818648688044
ATS7Z,1406.0
ATS7d,271.0
ATS7i,17433.885621130874
ATS7m,4918.584218999999
ATS7p,126.80458528947
ATS7s,272.1666666666667
ATS7v,16521.86402231017
ATS8Z,1187.0
ATS8d,225.0
ATS8i,13701.749883335082
ATS8m,4158.717651
ATS8p,105.62413285928199
ATS8s,220.2777777777778
ATS8v,13933.264324079903
C1SP1,0
C1SP2,3
C1SP3,1
C2SP1,0
C2SP2,14
C2SP3,2
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.13636363636363635
GGI10,0.09009488827670646
JGI10,0.005005271570928137
JGT10,0.32653590195705845
Kier1,20.28
Kier2,10.15625
Kier3,5.538461538461538
MID_C,46.075494297712474
MID_N,8.180116949118709
MID_O,1.7434182242374963
MID_X,0.0
MID_h,9.923535173356203
MPC10,99
MWC01,30.0
MWC02,4.948759890378168
MWC03,5.783825182329737
MWC04,6.639875833826536
MWC05,7.489412083508719
MWC06,8.350666240520924
MWC07,9.206031100388085
MWC08,10.069722070677152
MWC09,10.928507120900864
MWC10,11.793832136141733
NaaCH,13
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.322000000000002
SRW02,4.110873864173311
SRW03,0.0
SRW04,5.3981627015177525
SRW05,2.3978952727983707
SRW06,6.880384082186005
SRW07,4.727387818712341
SRW08,8.445267451844648
SRW09,6.823286122355687
SRW10,10.05151955135521
SaaCH,25.685209831541712
SaaNH,3.2899847775511697
SaaSe,0
SaaaC,2.3244239765991628
SaasC,4.184722578561656
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,6.75468409210726
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.8345043063198947
VE1_D,5.120310525401487
VE2_A,0.14201867801184795
VE2_D,0.18964113057042542
VE3_A,2.337291944278432
VE3_D,2.6264668597150718
VR1_A,746.9529202320738
VR1_D,164.70439247402115
VR2_A,27.664922971558287
VR2_D,6.1001626842230054
VR3_A,7.609253931032535
VR3_D,6.097404079383007
WPath,2167
Xc-3d,1.2859126777490137
Xc-4d,0.0
Xc-5d,0.13608276348795434
Xc-6d,0.0
Xp-0d,18.476480726871785
Xp-1d,13.313994385738889
Xp-2d,11.41798890699526
Xp-3d,9.719456179369432
Xp-4d,8.076483224189332
Xp-5d,6.609004574275187
Xp-6d,4.091541166036503
Xp-7d,3.0516911322984894
ZMIC0,89.05811855536712
ZMIC1,54.951763066327366
ZMIC2,30.78133346256257
ZMIC3,22.75788052434718
ZMIC4,22.066402239966326
ZMIC5,22.066402239966326
nAcid,0
nAtom,49
nBase,0
nRing,4
piPC1,3.7376696182833684
piPC2,4.334017415487521
piPC3,4.920892918595395
piPC4,5.505585568703956
piPC5,5.995674423131505
piPC6,6.108657130704073
piPC7,6.479649065783577
piPC8,6.844070559918486
piPC9,6.853913509726201
AATS0Z,21.918367346938776
AATS0d,3.306122448979592
AATS0i,160.98113705216284
AATS0m,86.46767891836735
AATS0p,1.5636834266668982
AATS0s,3.279478458049887
AATS0v,228.38493236360836
AATS1Z,24.557692307692307
AATS1d,3.9615384615384617
AATS1i,147.30009505562023
AATS1m,93.15436326923076
AATS1p,1.872715816653846
AATS1s,3.1324786324786325
AATS1v,272.5545911127857
AATS2Z,20.976744186046513
AATS2d,3.7093023255813953
AATS2i,150.31372116164184
AATS2m,77.68555599999999
AATS2p,1.6853380786243954
AATS2s,2.8730620155038764
AATS2v,237.457613651978
AATS3Z,16.243478260869566
AATS3d,3.0434782608695654
AATS3i,158.2568344544434
AATS3m,57.995997895652174
AATS3p,1.4116545072933477
AATS3s,2.5876811594202898
AATS3v,189.89053763292
AATS4Z,13.868852459016393
AATS4d,2.7704918032786887
AATS4i,159.998525161292
AATS4m,48.34286072950819
AATS4p,1.3031003998719344
AATS4s,2.3975409836065573
AATS4v,169.99579691124268
AATS5Z,14.264957264957266
AATS5d,2.700854700854701
AATS5i,157.62395624539258
AATS5m,50.426006914529914
AATS5p,1.3210616142839744
AATS5s,2.4532288698955367
AATS5v,172.29016094242508
AATS6Z,13.822033898305085
AATS6d,2.5508474576271185
AATS6i,160.35720417293157
AATS6m,48.32654497457626
AATS6p,1.247262418593848
AATS6s,2.664783427495292
AATS6v,163.12558176854276
AATS7Z,13.14018691588785
AATS7d,2.532710280373832
AATS7i,162.93351047785865
AATS7m,45.9680768130841
AATS7p,1.1850895821445795
AATS7s,2.5436137071651093
AATS7v,154.40994413373988
AATS8Z,14.130952380952381
AATS8d,2.6785714285714284
AATS8i,163.11607003970335
AATS8m,49.508543464285715
AATS8p,1.2574301530866903
AATS8s,2.6223544973544977
AATS8v,165.87219433428456
AMID_C,1.7064997888041658
AMID_N,0.30296729441180403
AMID_O,0.06457104534212948
AMID_X,0.0
AMID_h,0.36753833975393346
ATS0dv,328.0
ATS0pe,298.33500000000004
ATS0se,367.85581999999994
ATS1dv,351.0
ATS1pe,335.9525
ATS1se,400.97559999999993
ATS2dv,461.0
ATS2pe,543.361
ATS2se,656.071384
ATS3dv,422.0
ATS3pe,703.4561
ATS3se,866.2151120000001
ATS4dv,363.0
ATS4pe,727.8996000000001
ATS4se,907.589332
ATS5dv,367.0
ATS5pe,690.4386999999999
ATS5se,861.600324
ATS6dv,374.0
ATS6pe,704.8271
ATS6se,880.51602
ATS7dv,322.0
ATS7pe,633.6215
ATS7se,795.962868
ATS8dv,271.0
ATS8pe,507.4031
ATS8se,631.9078199999999
ATSC0Z,337.2653061224489
ATSC0c,0.8589627052578958
ATSC0d,24.775510204081634
ATSC0i,77.38473186076128
ATSC0m,1614.8179399591836
ATSC0p,11.215267126863386
ATSC0s,33.8639455782313
ATSC0v,2501.690050907403
ATSC1Z,7.616409829237835
ATSC1c,-0.3880915972012611
ATSC1d,6.891295293627652
ATSC1i,-0.4356924614427382
ATSC1m,40.72206461474373
ATSC1p,0.8806663824784433
ATSC1s,-4.709924105696703
ATSC1v,174.65864562861339
ATSC2Z,-63.15951686797166
ATSC2c,-0.03062459701185346
ATSC2d,-5.7896709704289915
ATSC2i,-25.994840800542892
ATSC2m,-301.67111164264907
ATSC2p,-2.2890415097405197
ATSC2s,-7.070167522791432
ATSC2v,-511.80913123357556
ATSC3Z,-90.47980008329861
ATSC3c,0.0059183882893738046
ATSC3d,-7.371095376926283
ATSC3i,-5.979882695448864
ATSC3m,-432.56899506747186
ATSC3p,-1.8183195911363395
ATSC3s,-2.7067656994770704
ATSC3v,-525.9247263603977
ATSC4Z,-72.04831320283216
ATSC4c,-0.21830016847570619
ATSC4d,-6.461474385672637
ATSC4i,8.330873281962063
ATSC4m,-340.24127887796743
ATSC4p,-0.45421179920014926
ATSC4s,-8.709438197047525
ATSC4v,-264.9749352603731
ATSC5Z,19.774677217825914
ATSC5c,0.3439927088380249
ATSC5d,-3.9741774260724694
ATSC5i,-7.652344212211753
ATSC5m,82.26493285256149
ATSC5p,-2.4969324469707628
ATSC5s,8.27100976445
ATSC5v,-334.3681550171872
ATSC6Z,-14.8225739275302
ATSC6c,-0.13369060319339918
ATSC6d,0.5610162432319876
ATSC6i,-13.586363696235178
ATSC6m,-75.79800635068717
ATSC6p,-1.7850840885890555
ATSC6s,2.077074367161831
ATSC6v,-303.42241613662617
ATSC7Z,56.21657642648894
ATSC7c,-0.041501170788107944
ATSC7d,1.6738858808829666
ATSC7i,-9.28481327303004
ATSC7m,272.3092066197417
ATSC7p,1.126808574400277
ATSC7s,-1.6377088250266099
ATSC7v,370.47466977260336
ATSC8Z,-27.781341107871725
ATSC8c,0.02576296884575109
ATSC8d,0.03790087463556922
ATSC8i,12.412712324285744
ATSC8m,-128.093308664723
ATSC8p,1.0356950204017028
ATSC8s,-1.5127955944282483
ATSC8v,80.06090599510611
AXp-0d,0.6843141009952513
AXp-1d,0.44379981285796294
AXp-2d,0.2854497226748815
AXp-3d,0.18691261883402754
AXp-4d,0.12054452573416913
AXp-5d,0.08159264906512577
AXp-6d,0.052455655974826966
AXp-7d,0.034288664407848196
GATS1Z,0.8470847801599346
GATS1c,1.4698317057848898
GATS1d,0.7824103408946902
GATS1i,1.1471093557678633
GATS1m,0.845615646327607
GATS1p,0.9073982699829888
GATS1s,1.0028819111784153
GATS1v,0.8615840590449256
GATS2Z,1.0003855798755452
GATS2c,1.0002672662366021
GATS2d,1.3742002222137084
GATS2i,1.2843175842184607
GATS2m,1.0012321772331385
GATS2p,1.095064136501588
GATS2s,0.9586926663365317
GATS2v,1.0575824936814304
GATS3Z,1.0723592336713166
GATS3c,1.1096801612999523
GATS3d,1.1792851514934461
GATS3i,1.0735832893603339
GATS3m,1.0721906808135568
GATS3p,1.026844914530829
GATS3s,0.7994480060090483
GATS3v,1.0430875488373297
GATS4Z,1.0685754985189757
GATS4c,1.1203850063959298
GATS4d,1.1592621600453723
GATS4i,0.9249969633873412
GATS4m,1.067529338522373
GATS4p,0.9981080728240315
GATS4s,1.0535569621086875
GATS4v,1.0265627050076724
GATS5Z,0.9360355244416725
GATS5c,0.6324179848567016
GATS5d,1.0349343133527646
GATS5i,0.9788958624876246
GATS5m,0.9418007496869768
GATS5p,1.1050377284623323
GATS5s,0.7455676772671547
GATS5v,1.0676602673760471
GATS6Z,1.0239889070534978
GATS6c,1.0417530884965192
GATS6d,0.8948147320805294
GATS6i,1.0067452534610482
GATS6m,1.0235941072730446
GATS6p,1.0531580967305367
GATS6s,1.2993169947770185
GATS6v,1.0363723250860244
GATS7Z,0.953019936865274
GATS7c,1.0799846377439957
GATS7d,0.9777517744691988
GATS7i,0.9769879781742523
GATS7m,0.9499370015908871
GATS7p,0.9327834346981013
GATS7s,1.3460497215786842
GATS7v,0.9206472601882484
GATS8Z,1.0631731816531529
GATS8c,1.2508558075618554
GATS8d,0.9571663920922571
GATS8i,0.9021450141396078
GATS8m,1.0587537188161729
GATS8p,0.893814001616446
GATS8s,1.126824695326101
GATS8v,0.9376447393414398
MATS1Z,0.021279987711671174
MATS1c,-0.42574805067110355
MATS1d,0.2621023951336965
MATS1i,-0.0053053922657079295
MATS1m,0.023762873685992003
MATS1p,0.07399366392071974
MATS1s,-0.13105967539223873
MATS1v,0.06578839982362687
MATS2Z,-0.10670008358921389
MATS2c,-0.02031391839324679
MATS2d,-0.13314623960767794
MATS2i,-0.19139452432483578
MATS2m,-0.10644071589158803
MATS2p,-0.1162898137480234
MATS2s,-0.11895693765747585
MATS2v,-0.11656607073206732
MATS3Z,-0.11430841519818573
MATS3c,0.0029358062210350037
MATS3d,-0.12676742353699594
MATS3i,-0.03292574590353765
MATS3m,-0.1141379483303393
MATS3p,-0.06908103496843025
MATS3s,-0.034057388742350404
MATS3v,-0.08957531167106389
MATS4Z,-0.08580021942572362
MATS4c,-0.10207420646116024
MATS4d,-0.10474788667728956
MATS4i,0.04323858727222836
MATS4m,-0.08462519566940506
MATS4p,-0.01626615996956337
MATS4s,-0.10329726754001756
MATS4v,-0.042540985125362966
MATS5Z,0.0245554531528149
MATS5c,0.167720113600927
MATS5d,-0.06717920556470804
MATS5i,-0.04141421493455969
MATS5m,0.021335430003432625
MATS5p,-0.09324110014355075
MATS5s,0.10228953263304408
MATS5v,-0.055975969688729726
MATS6Z,-0.018250132815881302
MATS6c,-0.06463096607319839
MATS6d,0.009403010080138512
MATS6i,-0.07290579108487011
MATS6m,-0.019491635890490192
MATS6p,-0.06609416639989982
MATS6s,0.02546997750554416
MATS6v,-0.05036492987739896
MATS7Z,0.0763317163212655
MATS7c,-0.02212576743572573
MATS7d,0.030939660348889148
MATS7i,-0.05494525513073211
MATS7m,0.07722378100397877
MATS7p,0.046010062507722556
MATS7s,-0.022146822968100142
MATS7v,0.06781680424949812
MATS8Z,-0.04805054661341726
MATS8c,0.01749598486798407
MATS8d,0.0008923668314113291
MATS8i,0.09356818433979543
MATS8m,-0.0462721492448722
MATS8p,0.053869018163691856
MATS8s,-0.02605910450426321
MATS8v,0.018668257943014268
MAXaaN,4.016635391660484
MAXsOH,9.816707790234888
MINaaN,4.016635391660484
MINsOH,9.816707790234888
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,36.27600321001023
SpAD_D,332.1059127894698
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.8135454266519389
SssNH2,0
SsssAs,0
SsssCH,-0.052580531574939915
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,755
TMWC10,132.21063165867193
TSRW10,75.83477686494334
VE1_Dt,5.108486066316799
VE2_Dt,0.18920318764136293
VE3_Dt,2.6241548645070742
VR1_Dt,166.29708856988765
VR2_Dt,6.159151428514357
VR3_Dt,6.107027651959629
Xc-3dv,0.6407372072107786
Xc-4dv,0.0
Xc-5dv,0.050296115882772816
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.47285288451456386
Xch-7d,0.5769043236060725
Xp-0dv,14.891544522027777
Xp-1dv,9.011435330908437
Xp-2dv,6.525695647110967
Xp-3dv,4.5863057834794585
Xp-4dv,3.2145829049015555
Xp-5dv,2.1601402744693696
Xp-6dv,1.1347845937427186
Xp-7dv,0.7162092278364961
Xpc-4d,3.01846120991345
Xpc-5d,4.860907708340507
Xpc-6d,6.870362267647891
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,52
nFRing,1
nHBAcc,4
nHBDon,4
nHRing,2
nSpiro,0
naRing,4
piPC10,7.14685522226433
AATS0dv,6.6938775510204085
AATS0pe,6.088469387755103
AATS0se,7.50726163265306
AATS1dv,6.75
AATS1pe,6.460624999999999
AATS1se,7.71106923076923
AATS2dv,5.3604651162790695
AATS2pe,6.318151162790698
AATS2se,7.628737023255813
AATS3dv,3.6695652173913045
AATS3pe,6.1170095652173915
AATS3se,7.532305321739131
AATS4dv,2.9754098360655736
AATS4pe,5.966390163934427
AATS4se,7.439256819672131
AATS5dv,3.1367521367521367
AATS5pe,5.901185470085469
AATS5se,7.364105333333334
AATS6dv,3.169491525423729
AATS6pe,5.973111016949153
AATS6se,7.4620001694915254
AATS7dv,3.0093457943925235
AATS7pe,5.921696261682243
AATS7se,7.438905308411215
AATS8dv,3.2261904761904763
AATS8pe,6.040513095238095
AATS8se,7.5227121428571415
AATSC0Z,6.882965431070386
AATSC0c,0.01752985112771216
AATSC0d,0.5056226572261558
AATSC0i,1.5792802420563525
AATSC0m,32.95546816243232
AATSC0p,0.2288830025890487
AATSC0s,0.6911009301679858
AATSC0v,51.05489899811027
AATSC1Z,0.1464694197930353
AATSC1c,-0.007463299946178097
AATSC1d,0.13252490949283946
AATSC1i,-0.00837870118159112
AATSC1m,0.7831166272066101
AATSC1p,0.016935891970739296
AATSC1s,-0.09057546357109045
AATSC1v,3.3588201082425653
AATSC2Z,-0.7344129868368797
AATSC2c,-0.00035609996525411
AATSC2d,-0.06732175547010455
AATSC2i,-0.3022655907039871
AATSC2m,-3.5078036237517334
AATSC2p,-0.026616761741168834
AATSC2s,-0.08221125026501665
AATSC2v,-5.951268967832274
AATSC3Z,-0.7867808702895531
AATSC3c,5.1464245994554825e-05
AATSC3d,-0.06409648153848942
AATSC3i,-0.0519989799604249
AATSC3m,-3.761469522325842
AATSC3p,-0.015811474705533388
AATSC3s,-0.023537093038931048
AATSC3v,-4.5732584900904145
AATSC4Z,-0.5905599442855095
AATSC4c,-0.0017893456432434933
AATSC4d,-0.05296290480059539
AATSC4i,0.06828584657345953
AATSC4m,-2.7888629416226838
AATSC4p,-0.003723047534427453
AATSC4s,-0.07138883768071742
AATSC4v,-2.1719256988555173
AATSC5Z,0.1690143351950933
AATSC5c,0.0029401086225472215
AATSC5d,-0.033967328427969824
