DLiP-ID,T006OB
ATS8dv,375.66666666666663
ATS8pe,606.9508999999999
ATS8se,757.794546
ATSC0Z,542.148148148148
ATSC0c,1.3758366240518338
ATSC0d,28.592592592592595
ATSC0i,85.20276121019147
ATSC0m,2490.093931648147
ATSC0p,14.834064564801475
ATSC0s,119.50233704211755
ATSC0v,2697.0792334902026
ATSC1Z,16.068587105624157
ATSC1c,-0.9917716307294787
ATSC1d,4.200274348422498
ATSC1i,-2.468420340349171
ATSC1m,78.36920966118035
ATSC1p,1.225815287465723
ATSC1s,-6.010882675593337
ATSC1v,148.8233438617914
ATSC2Z,43.84773662551444
ATSC2c,0.7003416962264476
ATSC2d,-5.090534979423863
ATSC2i,9.70741409811382
ATSC2m,175.8032846255152
ATSC2p,-0.14404178578389337
ATSC2s,30.316959925937212
ATSC2v,-446.5848573538027
ATSC3Z,-126.9807956104252
ATSC3c,-0.6219495701127806
ATSC3d,-1.4417009602194777
ATSC3i,-18.445635633638798
ATSC3m,-581.6718456474621
ATSC3p,-2.977473568844178
ATSC3s,-38.92412422075077
ATSC3v,-325.8993253773548
ATSC4Z,-91.85596707818931
ATSC4c,0.38845222197177215
ATSC4d,-4.757201646090533
ATSC4i,4.3880208655980075
ATSC4m,-413.619216143004
ATSC4p,-1.3217007127971896
ATSC4s,-1.8949488278096687
ATSC4v,-268.8958036819609
ATSC5Z,122.96707818930042
ATSC5c,-0.23825697117500444
ATSC5d,-3.42798353909465
ATSC5i,-1.1606486252472776
ATSC5m,560.1978807448561
ATSC5p,0.26114961645404156
ATSC5s,-18.821735620699183
ATSC5v,398.3192552156675
ATSC6Z,-108.87379972565158
ATSC6c,0.07816511544566587
ATSC6d,-0.5692729766803842
ATSC6i,5.281511953983462
ATSC6m,-488.77550481824363
ATSC6p,0.7628919298812613
ATSC6s,7.8476952286331025
ATSC6v,-161.5373228519555
ATSC7Z,69.84636488340192
ATSC7c,-0.09875789511976862
ATSC7d,1.866941015089162
ATSC7i,-12.285551360589634
ATSC7m,294.23313795747634
ATSC7p,-0.5482140064909063
ATSC7s,-40.19524227524785
ATSC7v,47.256766734032745
ATSC8Z,7.617283950617285
ATSC8c,0.35153032259172606
ATSC8d,-0.9382716049382727
ATSC8i,5.2262134437409715
ATSC8m,58.041930608024714
ATSC8p,0.23025671114339485
ATSC8s,36.648563057799436
ATSC8v,126.93694142375315
AXp-0d,0.7115574738291619
AXp-1d,0.45337626221396815
AXp-2d,0.3062410163204577
AXp-3d,0.19359745482594592
AXp-4d,0.1271739264377027
AXp-5d,0.08535637817414235
AXp-6d,0.05567458628410671
AXp-7d,0.035350755538369374
GATS1Z,0.7689812962348488
GATS1c,1.7001317128334639
GATS1d,0.9599139526276833
GATS1i,1.230562290486785
GATS1m,0.7701102409096797
GATS1p,0.9362312025238682
GATS1s,0.6251862731493847
GATS1v,0.9217155170094687
GATS2Z,0.854884333583823
GATS2c,0.6295388687534637
GATS2d,1.2454056023316062
GATS2i,1.0721131552144763
GATS2m,0.8595784843462195
GATS2p,1.031046489711125
GATS2s,0.46429848178135513
GATS2v,1.077760681649733
GATS3Z,1.1849491157432712
GATS3c,1.1394420164110755
GATS3d,1.0933502671632125
GATS3i,1.1230030401093924
GATS3m,1.1737161446574853
GATS3p,1.1428143651318476
GATS3s,1.01539884485585
GATS3v,1.0363290758062924
GATS4Z,1.0737622426094464
GATS4c,0.9459553413027523
GATS4d,1.1151901933527109
GATS4i,1.0029135390040904
GATS4m,1.0697912305443713
GATS4p,1.0170820809039995
GATS4s,0.9556019870727372
GATS4v,1.0045731520972225
GATS5Z,0.9087537573438995
GATS5c,1.1627438434605348
GATS5d,1.1585168393782384
GATS5i,0.9913890415566844
GATS5m,0.9061204427128766
GATS5p,1.0019501611971529
GATS5s,1.1608583737446938
GATS5v,0.9161897764835083
GATS6Z,1.2443236427625786
GATS6c,1.103515552791554
GATS6d,1.0147009558692157
GATS6i,0.9620754437314071
GATS6m,1.2241208730796558
GATS6p,1.0726134462879433
GATS6s,1.5132751878733621
GATS6v,0.9873069158313325
GATS7Z,1.1633351550758302
GATS7c,0.9663420745067284
GATS7d,0.9352390485162505
GATS7i,1.048512271712049
GATS7m,1.1446685494601037
GATS7p,1.1998874083660775
GATS7s,1.379105017372877
GATS7v,1.0078598371692264
GATS8Z,1.1918729583027987
GATS8c,0.6690230934439364
GATS8d,0.98298398492699
GATS8i,0.9558811977701911
GATS8m,1.1662517940089108
GATS8p,1.1669539172228416
GATS8s,0.7193199072598879
GATS8v,1.0125716831456957
MATS1Z,0.02858021197275197
MATS1c,-0.6951052171658523
MATS1d,0.14165433012583278
MATS1i,-0.027936447566282312
MATS1m,0.030348376965088863
MATS1p,0.07968390355135631
MATS1s,-0.048502886535845106
MATS1v,0.053208753623617745
MATS2Z,0.045493749146058256
MATS2c,0.28632920307588444
MATS2d,-0.10014572538860092
MATS2i,0.06408736468901996
MATS2m,0.03971309931123733
MATS2p,-0.005461989473585951
MATS2s,0.14270256448900576
MATS2v,-0.09313926678247383
MATS3Z,-0.09881067256455799
MATS3c,-0.1907093984157847
MATS3d,-0.021271858808290137
MATS3i,-0.09133216368122303
MATS3m,-0.09854761170398986
MATS3p,-0.08467818488782129
MATS3s,-0.13741250014082781
MATS3v,-0.05097691465135483
MATS4Z,-0.0743837456136551
MATS4c,0.12395367074021234
MATS4d,-0.07304435738657901
MATS4i,0.02261016142592167
MATS4m,-0.0729245278069301
MATS4p,-0.03911664581112621
MATS4s,-0.0069616107455650125
MATS4v,-0.0437702440420521
MATS5Z,0.10206653914469194
MATS5c,-0.07792759340349753
MATS5d,-0.05395077720207253
MATS5i,-0.006129987736815287
MATS5m,0.10123676184710517
MATS5p,0.00792212592111577
MATS5s,-0.07087544259765842
MATS5v,0.06645843496970498
MATS6Z,-0.09348483634941653
MATS6c,0.02644733268344137
MATS6d,-0.0092683580489548
MATS6i,0.028856281653418345
MATS6m,-0.09137543839808822
MATS6p,0.023940798229471365
MATS6s,0.030570426691582664
MATS6v,-0.027881423719439472
MATS7Z,0.06324510303195917
MATS7c,-0.03523757666122025
MATS7d,0.03205369759773903
MATS7i,-0.0707851337689112
MATS7m,0.05800653559057932
MATS7p,-0.018142245395686197
MATS7s,-0.16511986570821738
MATS7v,0.008601444150636317
MATS8Z,0.007663739457700385
MATS8c,0.13936524800312033
MATS8d,-0.01789919924634952
MATS8i,0.03345738844509638
MATS8m,0.012714072539484375
MATS8p,0.008466632268312489
MATS8s,0.16727811186829672
MATS8v,0.025671597195194178
MAXaaS,1.2997723765432097
MAXdsN,4.206170650561278
MAXsOH,9.172892648252363
MINaaS,1.2997723765432097
MINdsN,4.206170650561278
MINsOH,9.172892648252363
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.28854037906967
SpAD_D,408.0011168843341
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.0531087794268337
SssNH2,0
SsssAs,0
SsssCH,-0.614540893801391
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,644
TMWC10,136.91784166592055
TSRW10,78.48876844786926
VE1_Dt,5.376616738036449
VE2_Dt,0.1792205579345483
VE3_Dt,2.78067160592595
VR1_Dt,188.57006500923006
VR2_Dt,6.285668833641002
VR3_Dt,6.33808192415541
Xc-3dv,0.8687150546085115
Xc-4dv,0.0
Xc-5dv,0.07010508269634019
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.35549886030924205
Xch-7d,0.35428634045537594
Xp-0dv,17.20535977441939
Xp-1dv,10.571737995676685
Xp-2dv,8.02771472551438
Xp-3dv,5.668777680928282
Xp-4dv,3.9338715549530088
Xp-5dv,2.584265781890848
Xp-6dv,1.3930775921579772
Xp-7dv,0.8404239518817684
Xpc-4d,3.287112541544086
Xpc-5d,4.8799724848369435
Xpc-6d,6.772329910220204
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,56
nFRing,0
nHBAcc,6
nHBDon,4
nHRing,2
nSpiro,0
naRing,2
piPC10,6.108135853911675
AATS0dv,7.674897119341564
AATS0pe,6.364253703703701
AATS0se,7.825022759259257
AATS1dv,6.68452380952381
AATS1pe,6.5560535714285715
AATS1se,7.838050214285713
AATS2dv,5.0625
AATS2pe,6.407860416666668
AATS2se,7.772838499999998
AATS3dv,3.3984375
AATS3pe,6.2337570312500015
AATS3se,7.736813640625
AATS4dv,4.2168021680216805
AATS4pe,6.312873170731706
AATS4se,7.800097040650407
AATS5dv,4.0472222222222225
AATS5pe,6.279365833333332
AATS5se,7.775387333333334
AATS6dv,4.528735632183907
AATS6pe,6.490221551724138
AATS6se,7.997516344827586
AATS7dv,3.4030303030303033
AATS7pe,6.24183
AATS7se,7.778410727272727
AATS8dv,3.794612794612794
AATS8pe,6.130817171717171
AATS8se,7.654490363636364
AATSC0Z,10.039780521262001
AATSC0c,0.025478456000959885
AATSC0d,0.5294924554183814
AATSC0i,1.577828911299842
AATSC0m,46.1128505860768
AATSC0p,0.27470489934817544
AATSC0s,2.2130062415206955
AATSC0v,49.94591173130005
AATSC1Z,0.28693905545757425
AATSC1c,-0.017710207691597833
AATSC1d,0.07500489907897319
AATSC1i,-0.04407893464909234
AATSC1m,1.3994501725210777
AATSC1p,0.021889558704745054
AATSC1s,-0.10733719063559531
AATSC1v,2.6575597118177035
AATSC2Z,0.45674725651577547
AATSC2c,0.007295226002358829
AATSC2d,-0.05302640603566524
AATSC2i,0.10111889685535229
AATSC2m,1.8312842148491166
AATSC2p,-0.0015004352685822227
AATSC2s,0.3158016658951793
AATSC2v,-4.6519255974354445
AATSC3Z,-0.9920374657064469
AATSC3c,-0.004858981016506099
AATSC3d,-0.01126328875171467
AATSC3i,-0.1441065283878031
AATSC3m,-4.5443112941207975
AATSC3p,-0.02326151225659514
AATSC3s,-0.3040947204746154
AATSC3v,-2.5460884795105843
AATSC4Z,-0.7467964803104822
AATSC4c,0.003158148146111969
AATSC4d,-0.038676436147077504
AATSC4i,0.03567496638697567
