DLiP-ID,T001SB
VE2_D,0.18938239620678854
VE3_A,2.351334083835516
VE3_D,2.6251015914108793
VR1_A,1432.8715436571738
VR1_D,161.28164366697337
VR2_A,53.069316431747175
VR2_D,5.9733942098879025
VR3_A,8.260687555269241
VR3_D,6.0764039492288395
WPath,2103
Xc-3d,2.0374566037283377
Xc-4d,0.16666666666666666
Xc-5d,0.7092756949471918
Xc-6d,0.15137471507731048
Xp-0d,19.277810114122513
Xp-1d,12.981200378874176
Xp-2d,11.745191005927076
Xp-3d,9.570608455068026
Xp-4d,7.4896395612321545
Xp-5d,5.567819210985095
Xp-6d,3.475184091661177
Xp-7d,1.996756029886455
ZMIC0,89.63969948302598
ZMIC1,54.52662142500205
ZMIC2,32.98876699915681
ZMIC3,25.27265638920413
ZMIC4,24.612004652616555
ZMIC5,24.612004652616555
nAcid,0
nAtom,53
nBase,0
nRing,3
piPC1,3.6635616461296463
piPC2,4.219507705176107
piPC3,4.653960350157523
piPC4,5.062595033026967
piPC5,5.477509030333064
piPC6,5.435085702115501
piPC7,5.438079308923196
piPC8,5.369765554610052
piPC9,5.524456426842045
AATS0Z,25.056603773584907
AATS0d,3.0943396226415096
AATS0i,161.4472494480769
AATS0m,98.94535671698117
AATS0p,1.5638952363410186
AATS0s,4.712149299893884
AATS0v,215.74736237817345
AATS1Z,28.30909090909091
AATS1d,3.8181818181818183
AATS1i,143.9811834303418
AATS1m,107.76705332727275
AATS1p,1.9222185463636368
AATS1s,2.5429854096520765
AATS1v,265.7272415245901
AATS2Z,21.757575757575758
AATS2d,3.3434343434343434
AATS2i,153.00087040156302
AATS2m,80.778855030303
AATS2p,1.612372682764051
AATS2s,3.2168131936650446
AATS2v,215.84431741792687
AATS3Z,18.0
AATS3d,2.8358208955223883
AATS3i,157.64434808802704
AATS3m,64.58311963432836
AATS3p,1.4000102152095073
AATS3s,2.717131932927953
AATS3v,177.62952905712396
AATS4Z,16.638297872340427
AATS4d,2.49645390070922
AATS4i,162.1045814152376
AATS4m,58.56509488652482
AATS4p,1.216527447548362
AATS4s,3.201591366780492
AATS4v,160.15501508768682
AATS5Z,15.515625
AATS5d,2.4453125
AATS5i,163.63104332379768
AATS5m,54.1369532734375
AATS5p,1.2076041344091875
AATS5s,3.8592664930555554
AATS5v,159.68001133032172
AATS6Z,14.433333333333334
AATS6d,2.5083333333333333
AATS6i,158.77941930040274
AATS6m,49.78600604166666
AATS6p,1.2746244581672836
AATS6s,2.6052854938271603
AATS6v,161.17361851201096
AATS7Z,12.420634920634921
AATS7d,2.3015873015873014
AATS7i,165.16719739209702
AATS7m,42.00926981746032
AATS7p,1.1159348191790794
AATS7s,2.7585611405055843
AATS7v,141.41573268373065
AATS8Z,13.446601941747574
AATS8d,2.407766990291262
AATS8i,160.82701222894596
AATS8m,46.22597960194175
AATS8p,1.216814253534699
AATS8s,2.6587858084621843
AATS8v,154.5555029355024
AMID_C,1.5843167671303335
AMID_N,0.15607858433914537
AMID_O,0.19558348714198046
AMID_X,0.0
AMID_h,0.4351060711733354
ATS0dv,328.44444444444446
ATS0pe,323.03289999999987
ATS0se,402.23316899999986
ATS1dv,259.0
ATS1pe,348.9406
ATS1se,421.32108399999987
ATS2dv,461.33333333333337
ATS2pe,621.3579000000001
ATS2se,759.1557519999998
ATS3dv,413.3333333333333
ATS3pe,813.9817000000003
ATS3se,1015.4128459999998
ATS4dv,399.33333333333337
ATS4pe,877.1993999999999
ATS4se,1097.183926
ATS5dv,406.0
ATS5pe,807.0373999999999
ATS5se,1004.7987680000001
ATS6dv,290.33333333333337
ATS6pe,715.8889999999999
ATS6se,898.6317899999999
ATS7dv,268.33333333333337
ATS7pe,754.3665
ATS7se,953.6942140000001
ATS8dv,230.66666666666669
ATS8pe,613.4325
ATS8se,773.0295740000001
ATSC0Z,527.3207547169812
ATSC0c,0.5766935923003002
ATSC0d,30.867924528301884
ATSC0i,79.09943784845726
ATSC0m,2425.4250361886793
ATSC0p,15.159621193735815
ATSC0s,100.88134430727021
ATSC0v,2789.854062089378
ATSC1Z,125.78034887860447
ATSC1c,-0.34361809833154405
ATSC1d,8.986116055535772
ATSC1i,-10.107588912998345
ATSC1m,543.958936011748
ATSC1p,-0.9214751601004444
ATSC1s,-15.919324417009603
ATSC1v,66.91089845483691
ATSC2Z,81.5329298682805
ATSC2c,0.05779831170752942
ATSC2d,-3.5646137415450383
ATSC2i,1.3833853569080754
ATSC2m,354.07930708152406
ATSC2p,0.7709125290456929
ATSC2s,36.83136145404664
ATSC2v,-199.7329575240263
ATSC3Z,-25.67888928444287
ATSC3c,0.16273916950543782
ATSC3d,-9.288714845140621
ATSC3i,-10.312055054261776
ATSC3m,-109.07949928835865
ATSC3p,-3.140030782370579
ATSC3s,5.726851851851853
ATSC3v,-410.8891516127374
ATSC4Z,-118.07974368102528
ATSC4c,-0.2574043439763839
ATSC4d,-7.0259878960484174
ATSC4i,-24.67457935804254
ATSC4m,-526.210212445354
ATSC4p,-4.710044785760837
ATSC4s,-46.23251028806586
ATSC4v,-312.9354695836781
ATSC5Z,-130.32182271270912
ATSC5c,0.10491739233312354
ATSC5d,-2.605553577785689
ATSC5i,20.516168054829986
ATSC5m,-609.2519010783197
ATSC5p,2.779915783177549
ATSC5s,7.2072187928669385
ATSC5v,-258.3836429637452
ATSC6Z,-155.36774652901389
ATSC6c,0.03616191578162392
ATSC6d,-6.172659309362764
ATSC6i,-34.939432754533385
ATSC6m,-700.612308257387
ATSC6p,-6.332117005737345
ATSC6s,5.381172839506175
ATSC6v,-770.9336646621649
ATSC7Z,-72.36632253470982
ATSC7c,-0.049039668828108646
ATSC7d,1.0687077251691008
ATSC7i,14.841148206031946
ATSC7m,-317.57283948629424
ATSC7p,1.9879890564233909
ATSC7s,-23.592335390946506
ATSC7v,226.86563771071556
ATSC8Z,-63.45354218583123
ATSC8c,-0.019099357781724773
ATSC8d,-2.0263438946244205
ATSC8i,-3.382866453841309
ATSC8m,-283.5979234421504
ATSC8p,-0.41150154733989786
ATSC8s,-15.552640603566529
ATSC8v,-94.12609065098651
AXp-0d,0.7139929671897227
AXp-1d,0.4476275992715233
AXp-2d,0.2936297751481769
AXp-3d,0.18765898931505934
AXp-4d,0.1208006380843896
AXp-5d,0.07954027444264422
AXp-6d,0.05186841927852503
AXp-7d,0.03169454015692786
GATS1Z,0.8767477262968888
GATS1c,1.644296378322065
GATS1d,0.9801289175372304
GATS1i,1.3473212726009376
GATS1m,0.8714684455597674
GATS1p,1.2771878177607927
GATS1s,0.6695606436599738
GATS1v,1.0410790593902033
GATS2Z,0.8596151872236028
GATS2c,1.0186111271648073
GATS2d,1.3102417821244228
GATS2i,1.119345078148206
GATS2m,0.8645344192479875
GATS2p,0.9832293580889752
GATS2s,0.5249793375163061
GATS2v,1.0305006271435804
GATS3Z,1.2400054258548387
GATS3c,1.0655873536808897
GATS3d,1.357734554610809
GATS3i,1.1213389737816843
GATS3m,1.2143527132550858
GATS3p,1.24305543510608
GATS3s,0.8505425840170602
GATS3v,1.0656873323422587
GATS4Z,1.2994365422309107
GATS4c,1.5962677506074365
GATS4d,1.2066968388562314
GATS4i,1.120124214042931
GATS4m,1.2756418046348252
GATS4p,1.1881556019292978
GATS4s,1.78325555710658
GATS4v,0.9860795395741057
GATS5Z,1.046978987762988
GATS5c,1.3478157381444598
GATS5d,0.9870683068459658
GATS5i,0.8658329381172856
GATS5m,1.053842403491279
GATS5p,0.7897671785206889
GATS5s,1.7136230086982023
GATS5v,0.9363101124832285
GATS6Z,1.1808751967940458
GATS6c,1.0746007819860754
GATS6d,1.0528728606356967
GATS6i,1.2019008850595385
GATS6m,1.1709126648839758
GATS6p,1.2266236831513486
GATS6s,0.8067152496855562
GATS6v,1.1182828556427702
GATS7Z,0.984160493069896
GATS7c,1.2005390768277069
GATS7d,0.9091473590251096
GATS7i,0.8609793068518008
GATS7m,0.9888571574284241
GATS7p,0.823229394755223
GATS7s,1.298396982956082
GATS7v,0.8999559693889896
GATS8Z,0.9923401434842236
GATS8c,1.045752000582249
GATS8d,1.0385619673843378
GATS8i,0.9670793138200633
GATS8m,0.9959282586977029
GATS8p,0.9523764628566689
GATS8s,1.1523959133332522
GATS8v,0.9904432293647215
MATS1Z,0.22985349415147605
MATS1c,-0.5741747423186675
MATS1d,0.28052900644587675
MATS1i,-0.12313665545782279
MATS1m,0.21611824865532117
MATS1p,-0.05857448290511043
MATS1s,-0.15206418984693457
MATS1v,0.02311152248099039
MATS2Z,0.08277493700421992
MATS2c,0.05365506210441625
MATS2d,-0.06182238028203807
MATS2i,0.009362901453180113
MATS2m,0.0781543877931991
MATS2p,0.02722434436841239
MATS2s,0.19545536096595012
MATS2v,-0.03832736141654113
MATS3Z,-0.019260716597348168
MATS3c,0.11161383759597188
MATS3d,-0.11901981534868449
MATS3i,-0.05156356039696282
MATS3m,-0.017787968460440968
MATS3p,-0.08192503346570282
MATS3s,0.022453092155566467
MATS3v,-0.05825245867949925
MATS4Z,-0.08416999351379004
MATS4c,-0.16777509863706908
MATS4d,-0.08555723178830918
MATS4i,-0.11725547157649378
MATS4m,-0.08155079012176457
MATS4p,-0.11678671542336887
MATS4s,-0.1722635413449598
MATS4v,-0.04216285996962608
MATS5Z,-0.10233122674252178
MATS5c,0.07533005107556726
MATS5d,-0.03495090922982885
MATS5i,0.10739615939468684
MATS5m,-0.1040099617701057
MATS5p,0.07592926394807205
MATS5s,0.029581673915168097
MATS5v,-0.03834859271619069
MATS6Z,-0.13013095749248602
MATS6c,0.027694971847777635
MATS6d,-0.08832008964955178
MATS6i,-0.19509092883167545
MATS6m,-0.12758056761050413
MATS6p,-0.18448251279675512
MATS6s,0.023559208960804993
MATS6v,-0.12204785422985603
MATS7Z,-0.05772540159616154
MATS7c,-0.03576907647472666
MATS7d,0.014563200993518865
MATS7i,0.07892224480451349
MATS7m,-0.05507580079367668
MATS7p,0.05516085186332238
MATS7s,-0.09837061741105325
MATS7v,0.034205233460050534
MATS8Z,-0.06191838935276467
MATS8c,-0.01704167517931648
MATS8d,-0.03377881168846582
MATS8i,-0.022006455667862825
MATS8m,-0.060166373476804466
MATS8p,-0.01396759931825491
MATS8s,-0.07932898914866941
MATS8v,-0.017360697928289287
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,-3.650731236881805
SdssSe,0
SdsssP,0
SpAD_A,34.621466670437954
SpAD_D,323.6619035189483
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.9108268610432586
SssNH2,0
SsssAs,0
SsssCH,-0.6175663475266655
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,607
TMWC10,131.55777724143002
TSRW10,75.625658536297
VE1_Dt,5.104485710584052
VE2_Dt,0.18905502631792787
VE3_Dt,2.6233714772570718
VR1_Dt,161.54387320051458
VR2_Dt,5.983106414833873
VR3_Dt,6.0780285394642135
Xc-3dv,1.279417361146214
Xc-4dv,0.04564354645876384
Xc-5dv,0.3348020239812135
Xc-6dv,0.03384841529875286
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.3123623527921552
Xch-7d,0.4992151997668843
Xp-0dv,16.412846717298684
Xp-1dv,10.824726808010997
Xp-2dv,8.857568870866444
Xp-3dv,6.840592993385681
Xp-4dv,5.058524820873717
Xp-5dv,3.515180025358107
Xp-6dv,2.1977680434950018
Xp-7dv,1.241226092364478
Xpc-4d,4.596656645993213
Xpc-5d,6.861698893695867
Xpc-6d,10.283211257543178
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,55
nFRing,0
nHBAcc,3
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,5.585843176791514
AATS0dv,6.19706498951782
AATS0pe,6.094960377358488
AATS0se,7.589305075471695
AATS1dv,4.709090909090909
AATS1pe,6.344374545454546
AATS1se,7.660383345454543
AATS2dv,4.65993265993266
AATS2pe,6.276342424242425
AATS2se,7.668239919191917
AATS3dv,3.0845771144278604
AATS3pe,6.074490298507465
AATS3se,7.577707805970148
AATS4dv,2.832151300236407
AATS4pe,6.221272340425531
AATS4se,7.781446283687942
AATS5dv,3.171875
AATS5pe,6.3049796874999995
AATS5se,7.849990375000001
AATS6dv,2.4194444444444447
AATS6pe,5.965741666666665
AATS6se,7.488598249999999
AATS7dv,2.1296296296296298
AATS7pe,5.987035714285714
AATS7se,7.569001698412699
AATS8dv,2.2394822006472492
AATS8pe,5.955655339805825
AATS8se,7.505141495145632
AATSC0Z,9.949448202207194
AATSC0c,0.010881011175477361
AATSC0d,0.5824136703453185
AATSC0i,1.4924422235557973
AATSC0m,45.762736531861876
AATSC0p,0.2860305885610531
AATSC0s,1.9034215907032115
AATSC0v,52.63875588847883
AATSC1Z,2.286915434156445
AATSC1c,-0.0062476017878462554
AATSC1d,0.1633839282824686
AATSC1i,-0.18377434387269717
AATSC1m,9.890162472940874
AATSC1p,-0.01675409382000808
AATSC1s,-0.28944226212744734
AATSC1v,1.2165617900879437
AATSC2Z,0.8235649481644496
AATSC2c,0.0005838213303790851
AATSC2d,-0.036006199409545844
AATSC2i,0.013973589463717934
AATSC2m,3.576558657389132
AATSC2p,0.007786995242885787
AATSC2s,0.3720339540812792
AATSC2v,-2.017504621454811
AATSC3Z,-0.191633502122708
AATSC3c,0.0012144714142196852
AATSC3d,-0.06931876750104941
AATSC3i,-0.07695563473329683
AATSC3m,-0.8140261140922287
AATSC3p,-0.023433065540078946
AATSC3s,0.042737700386954125
AATSC3v,-3.0663369523338613
AATSC4Z,-0.8374449906455693
AATSC4c,-0.0018255627232367652
AATSC4d,-0.04982970139041431
AATSC4i,-0.17499701672370596
AATSC4m,-3.7319873223074755
AATSC4p,-0.033404572948658416
AATSC4s,-0.3278901438869919
