DLiP-ID,C000RT
ATS6v,10496.829187253863
ATS7Z,775.0
ATS7d,138.0
ATS7i,5973.453775205797
ATS7m,2849.423453
ATS7p,65.328424570547
ATS7s,134.33333333333334
ATS7v,9137.144822736402
ATS8Z,640.0
ATS8d,115.0
ATS8i,5663.247939233751
ATS8m,2246.110161
ATS8p,59.75086612999999
ATS8s,129.00000000000003
ATS8v,8089.732803605483
C1SP1,0
C1SP2,0
C1SP3,1
C2SP1,0
C2SP2,12
C2SP3,0
C3SP2,5
C3SP3,0
C4SP3,0
FCSP3,0.05555555555555555
GGI10,0.004691358024691353
JGI10,0.0023456790123456764
JGT10,0.38241082603534265
Kier1,14.583333333333334
Kier2,5.893877551020408
Kier3,2.491349480968858
MAXdO,12.488654415469892
MID_C,37.98862383204751
MID_N,4.158008896639009
MID_O,1.8054224634829434
MID_X,0.0
MID_h,5.963431360121953
MINdO,12.488654415469892
MPC10,153
MWC01,24.0
MWC02,4.77912349311153
MWC03,5.673323267171493
MWC04,6.583409222158765
MWC05,7.4949862339505335
MWC06,8.412943170042439
MWC07,9.331052447138447
MWC08,10.252981776705631
MWC09,11.174665631549477
MWC10,12.09904963758644
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.663420000000002
SRW02,3.8918202981106265
SRW03,0.0
SRW04,5.241747015059643
SRW05,2.3978952727983707
SRW06,6.810142450115136
SRW07,4.948759890378168
SRW08,8.472405008626103
SRW09,7.221835825288449
SRW10,10.181460140129015
SaaCH,17.379946040144453
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,5.793265568573109
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.032716836734693944
SdssS,0
SsCH3,2.0285822940287224
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.9381300486674315
VE1_D,4.519495713795817
VE2_A,0.18753000231749675
VE2_D,0.21521408160932462
VE3_A,2.1126433484404994
VE3_D,2.250337764605085
VR1_A,177.1983906464058
VR1_D,117.57822771525132
VR2_A,8.4380186022098
VR2_D,5.598963224535777
VR3_A,5.919207300728223
VR3_D,5.509041224577906
WPath,878
Xc-3d,1.2752328342318295
Xc-4d,0.0
Xc-5d,0.4880679335392587
Xc-6d,0.0
Xp-0d,14.396976746569035
Xp-1d,10.254020195423491
Xp-2d,9.297719978917124
Xp-3d,8.554467155517564
Xp-4d,7.5232427697367354
Xp-5d,6.296403312777423
Xp-6d,4.229743719795088
Xp-7d,3.3078135153147734
ZMIC0,62.537100200292535
ZMIC1,52.35404397559268
ZMIC2,34.80503715631307
ZMIC3,26.45000945631771
ZMIC4,22.675980889946093
ZMIC5,22.191080822986688
nAcid,0
nAtom,33
nBase,0
nRing,4
piPC1,3.5553480614894135
piPC2,4.212127597878484
piPC3,4.8959723857761155
piPC4,5.537826271948511
piPC5,6.14217180515748
piPC6,6.454412090629509
piPC7,6.984860985579639
piPC8,7.4469679021920125
piPC9,7.812068313784346
AATS0Z,24.90909090909091
AATS0d,3.9393939393939394
AATS0i,154.8255044040451
AATS0m,98.70627409090909
AATS0p,1.7757199653996363
AATS0s,4.279461279461279
AATS0v,263.6160087292976
AATS1Z,27.02777777777778
AATS1d,4.611111111111111
AATS1i,140.7016038344389
AATS1m,104.31676855555554
AATS1p,2.093440881111111
AATS1s,3.3734567901234573
AATS1v,306.5344963609565
AATS2Z,24.559322033898304
AATS2d,4.440677966101695
AATS2i,143.76967265565503
AATS2m,94.00313130508474
AATS2p,1.9274449021109659
AATS2s,3.148775894538607
AATS2v,279.13894602117887
AATS3Z,22.205479452054796
AATS3d,3.780821917808219
AATS3i,149.0008729056972
AATS3m,83.78710335616437
AATS3p,1.7057245851930685
AATS3s,3.319634703196347
AATS3v,244.72941913297174
AATS4Z,19.573333333333334
AATS4d,3.32
AATS4i,154.7690724956499
AATS4m,72.06148270666665
AATS4p,1.5026290816792398
AATS4s,3.514074074074075
AATS4v,211.48828401405652
AATS5Z,17.727272727272727
AATS5d,2.984848484848485
AATS5i,160.71872229024305
AATS5m,64.25176066666667
AATS5p,1.3884054187218335
AATS5s,3.4410774410774416
AATS5v,193.3622473468891
AATS6Z,16.5
AATS6d,3.1666666666666665
AATS6i,160.10903401720074
AATS6m,59.62465561111111
AATS6p,1.4161387478609258
AATS6s,2.917695473251029
AATS6v,194.38572568988636
AATS7Z,19.375
AATS7d,3.45
AATS7i,149.3363443801449
AATS7m,71.235586325
AATS7p,1.633210614263675
AATS7s,3.3583333333333334
AATS7v,228.42862056841005
AATS8Z,16.842105263157894
AATS8d,3.026315789473684
AATS8i,149.03284050615133
AATS8m,59.10816213157895
AATS8p,1.5723912139473681
AATS8s,3.3947368421052637
AATS8v,212.88770535803903
AMID_C,1.8089820872403575
AMID_N,0.19800042364947662
AMID_O,0.08597249826109254
AMID_X,0.0
AMID_h,0.28397292191056916
ATS0dv,296.0
ATS0pe,205.4418
ATS0se,250.10584400000002
ATS1dv,331.0
ATS1pe,230.88759999999996
ATS1se,273.99887199999995
ATS2dv,486.0
ATS2pe,371.95349999999996
ATS2se,445.91170800000003
ATS3dv,514.0
ATS3pe,459.334
ATS3se,555.045396
ATS4dv,439.0
ATS4pe,473.4361
ATS4se,576.240892
ATS5dv,334.0
ATS5pe,415.6086
ATS5se,509.206984
ATS6dv,244.0
ATS6pe,330.89549999999997
ATS6se,408.646876
ATS7dv,188.0
ATS7pe,248.18499999999997
ATS7se,302.852876
ATS8dv,126.0
ATS8pe,236.842
ATS8se,290.228556
ATSC0Z,210.96969696969697
ATSC0c,0.25834168283224107
ATSC0d,20.90909090909091
ATSC0i,51.19540207902869
ATSC0m,1010.3039465454543
ATSC0p,7.50141503145297
ATSC0s,38.10774410774411
ATSC0v,1622.8753824608393
ATSC1Z,13.033057851239684
ATSC1c,-0.05360556885431293
ATSC1d,10.462809917355376
ATSC1i,7.147670483423578
ATSC1m,61.38742704132227
ATSC1p,0.3831942242486396
ATSC1s,-1.1680440771349858
ATSC1v,71.3797546167824
ATSC2Z,32.78145087235998
ATSC2c,-0.07913228110672434
ATSC2d,2.4958677685950432
ATSC2i,-7.572251325408408
ATSC2m,155.1902902066115
ATSC2p,-0.015269196656308603
ATSC2s,-1.0781552902765015
ATSC2v,102.42364015668328
ATSC3Z,29.40036730945824
ATSC3c,-0.02503887597323072
ATSC3d,-8.132231404958677
ATSC3i,-25.186086653774744
ATSC3m,133.82499479338844
ATSC3p,-2.0023210927920227
ATSC3s,3.1791653912866034
ATSC3v,-178.06409781495202
ATSC4Z,-30.628099173553714
ATSC4c,0.04205386486663206
ATSC4d,-4.884297520661156
ATSC4i,-26.676492670644635
ATSC4m,-152.84009696694213
ATSC4p,-2.8061152528588393
ATSC4s,2.367921640648912
ATSC4v,-517.1395721916675
ATSC5Z,-34.848484848484844
ATSC5c,-0.003276243478791234
ATSC5d,4.2727272727272725
ATSC5i,10.533553460755343
ATSC5m,-162.15064445454541
ATSC5p,0.6486938929417265
ATSC5s,-4.454545454545455
ATSC5v,10.565670649909936
ATSC6Z,-2.4655647382920116
ATSC6c,-0.055381362616786924
ATSC6d,-1.3966942148760333
ATSC6i,30.710793516957867
ATSC6m,-1.575639256198361
ATSC6p,2.8721821778000485
ATSC6s,-6.034894398530762
ATSC6v,477.0371400371524
ATSC7Z,-33.448117539026626
ATSC7c,0.08575246830001745
ATSC7d,-13.40495867768595
ATSC7i,1.417156009772245
ATSC7m,-159.79094347933884
ATSC7p,-0.7846564793768422
ATSC7s,0.6505458626670737
ATSC7v,-191.8367011386358
ATSC8Z,-132.3287419651056
ATSC8c,-0.0067133606002943375
ATSC8d,-12.107438016528926
ATSC8i,-6.0799371658802155
ATSC8m,-626.5088929917354
ATSC8p,-1.6534801300232986
ATSC8s,-18.002856851341697
ATSC8v,-656.384542827726
AXp-0d,0.6855703212651921
AXp-1d,0.4272508414759788
AXp-2d,0.265649142254775
AXp-3d,0.16773465010818753
AXp-4d,0.10596116577093993
AXp-5d,0.06843916644323286
AXp-6d,0.04229743719795088
AXp-7d,0.02667591544608688
GATS1Z,0.6446423441539787
GATS1c,1.0264285878769512
GATS1d,0.5314009661835748
GATS1i,0.8038696744328563
GATS1m,0.6496017753641489
GATS1p,0.7986828180885203
GATS1s,0.5222359663073569
GATS1v,0.7628704489853187
GATS2Z,0.6928459092701785
GATS2c,0.9835139193842263
GATS2d,1.0375829034635224
GATS2i,1.0076632414459425
GATS2m,0.6973833042536509
GATS2p,0.8890040848666476
GATS2s,0.6009326676270885
GATS2v,0.8263942534885542
GATS3Z,0.816581599524621
GATS3c,1.0548603450913017
GATS3d,1.22644431209053
GATS3i,1.1906538431086198
GATS3m,0.8199048363392069
GATS3p,1.0317474343878061
GATS3s,0.8390852733069154
GATS3v,0.9440707417397853
GATS4Z,1.0405285837403047
GATS4c,1.1095696959720183
GATS4d,1.0815072463768116
GATS4i,1.2595385444971352
GATS4m,1.03932078411688
GATS4p,1.0921521975080715
GATS4s,1.194896624845379
GATS4v,1.054866018762348
GATS5Z,1.1353059465670783
GATS5c,1.1658791167241906
GATS5d,0.7420289855072464
GATS5i,1.0187156174690342
GATS5m,1.1271358303515608
GATS5p,0.8963759426387993
GATS5s,1.297048948577487
GATS5v,0.9361978526878083
GATS6Z,1.0645727600625619
GATS6c,1.2245779846643479
GATS6d,1.0628019323671496
GATS6i,0.7086091443627194
GATS6m,1.056158156882016
GATS6p,0.7489079058333946
GATS6s,1.0798924034478017
GATS6v,0.818495386806505
GATS7Z,1.0579718471703532
GATS7c,1.0405304026064122
GATS7d,1.7217391304347824
GATS7i,0.8701231661153332
GATS7m,1.0565187544300825
GATS7p,1.0538332995635908
GATS7s,1.3423926488778934
GATS7v,1.038869772393435
GATS8Z,1.494851751614025
GATS8c,1.1772394279102374
GATS8d,1.5102974828375284
GATS8i,0.9449792782592283
GATS8m,1.4840243676123914
GATS8p,1.1772271188434484
GATS8s,2.392723281963523
GATS8v,1.2853685300887139
MATS1Z,0.056628842286699295
MATS1c,-0.19020716122052386
MATS1d,0.45869565217391317
MATS1i,0.12798085395163916
MATS1m,0.055697899937561385
MATS1p,0.0468260149258643
MATS1s,-0.028096836896978252
MATS1v,0.04031821693717104
MATS2Z,0.08691005409511203
MATS2c,-0.17132515330236817
MATS2d,0.0667649226234341
MATS2i,-0.08272866000697933
MATS2m,0.08591607412445648
MATS2p,-0.0011385049479318724
MATS2s,-0.015824500345931622
MATS2v,0.035300183458840895
MATS3Z,0.06299756407582457
MATS3c,-0.04381385074608523
MATS3d,-0.1758189398451459
MATS3i,-0.2223928471051647
MATS3m,0.059879238054938
MATS3p,-0.12066508070423804
MATS3s,0.037712989612860584
MATS3v,-0.04960006789132945
MATS4Z,-0.06387819592071242
MATS4c,0.07162491293878358
MATS4d,-0.10278260869565216
MATS4i,-0.22927169820767493
MATS4m,-0.06656377310551159
MATS4p,-0.16459437400555862
MATS4s,0.02734051952641808
MATS4v,-0.14020880113376444
MATS5Z,-0.0825912094225797
MATS5c,-0.006340911468240925
MATS5d,0.10217391304347825
MATS5i,0.10287597160087772
MATS5m,-0.08024844652393434
MATS5p,0.04323810175958757
MATS5s,-0.058446722035695356
MATS5v,0.0032552316598359918
MATS6Z,-0.007141945162628876
MATS6c,-0.13100544082763965
MATS6d,-0.04082125603864735
MATS6i,0.3665897011665408
MATS6m,-0.0009530702714347399
MATS6p,0.23398551268385756
MATS6s,-0.09677799375625844
MATS6v,0.17963344557443586
MATS7Z,-0.1307993392703246
MATS7c,0.27384580595712266
MATS7d,-0.5289130434782608
MATS7i,0.022837084202548454
MATS7m,-0.13048303812057171
MATS7p,-0.08629593120386375
MATS7s,0.014083760381692857
MATS7v,-0.09752152269349833
MATS8Z,-0.544708870711683
MATS8c,-0.02256710421364256
MATS8d,-0.5028604118993135
MATS8i,-0.10313319593382769
MATS8m,-0.5385245838099375
MATS8p,-0.19141947872495016
MATS8s,-0.410259391188698
MATS8v,-0.3512396341542918
MAXaaN,4.312537792894935
MINaaN,4.297630385487528
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,28.386133718565564
SpAD_D,172.56872673461044
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,967
TMWC10,120.80153487941476
TSRW10,70.16606590050552
VE1_Dt,4.563867815991362
VE2_Dt,0.21732703885673152
VE3_Dt,2.260107813994138
VR1_Dt,112.93103599551304
VR2_Dt,5.377668380738716
VR3_Dt,5.468714676207638
Xc-3dv,0.6044951600744872
Xc-4dv,0.0
Xc-5dv,0.14287154358033288
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.06415002990995841
Xch-6d,0.480301762971208
Xch-7d,0.8418299901178626
Xp-0dv,11.498827904170414
Xp-1dv,6.833388548300767
Xp-2dv,5.181489187182934
Xp-3dv,3.8863688069074467
Xp-4dv,2.7883279003492865
Xp-5dv,1.864639968943694
Xp-6dv,1.0209852893346705
Xp-7dv,0.6475949235300906
Xpc-4d,3.758236851039409
Xpc-5d,6.615020455659047
Xpc-6d,10.61731001857048
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,36
nFRing,1
nHBAcc,3
nHBDon,0
nHRing,1
nSpiro,0
naRing,3
piPC10,8.16803235643201
AATS0dv,8.969696969696969
AATS0pe,6.225509090909091
AATS0se,7.57896496969697
AATS1dv,9.194444444444445
AATS1pe,6.413544444444444
AATS1se,7.611079777777777
AATS2dv,8.23728813559322
AATS2pe,6.304296610169491
AATS2se,7.557825559322034
AATS3dv,7.041095890410959
AATS3pe,6.292246575342466
AATS3se,7.6033615890410955
AATS4dv,5.8533333333333335
AATS4pe,6.312481333333333
AATS4se,7.6832118933333335
AATS5dv,5.0606060606060606
AATS5pe,6.2971
AATS5se,7.715257333333333
AATS6dv,4.518518518518518
AATS6pe,6.127694444444444
AATS6se,7.567534740740741
AATS7dv,4.7
AATS7pe,6.204624999999999
AATS7se,7.571321899999999
AATS8dv,3.3157894736842106
AATS8pe,6.232684210526316
AATS8se,7.637593578947369
AATSC0Z,6.393021120293848
AATSC0c,0.007828535843401244
AATSC0d,0.6336088154269973
AATSC0i,1.551375820576627
AATSC0m,30.61527110743801
AATSC0p,0.22731560701372636
AATSC0s,1.1547801244770943
AATSC0v,49.17804189275271
AATSC1Z,0.3620293847566579
AATSC1c,-0.0014890435792864704
AATSC1d,0.2906336088154271
AATSC1i,0.19854640231732162
AATSC1m,1.7052063067033965
AATSC1p,0.010644284006906654
AATSC1s,-0.03244566880930516
AATSC1v,1.982770961577289
AATSC2Z,0.5556178113959319
AATSC2c,-0.0013412251035038022
AATSC2d,0.042302843535509206
AATSC2i,-0.12834324280353235
AATSC2m,2.6303439018069747
AATSC2p,-0.0002587999433272645
AATSC2s,-0.018273818479262738
AATSC2v,1.7359939009607335
AATSC3Z,0.4027447576638115
AATSC3c,-0.00034299830100316056
AATSC3d,-0.11140043020491339
AATSC3i,-0.3450148856681472
AATSC3m,1.8332191067587458
AATSC3p,-0.027429056065644147
AATSC3s,0.04355021083954251
AATSC3v,-2.4392342166431784
AATSC4Z,-0.40837465564738284
AATSC4c,0.0005607181982217608
AATSC4d,-0.06512396694214875
AATSC4i,-0.35568656894192846
AATSC4m,-2.0378679595592284
AATSC4p,-0.03741487003811786
AATSC4s,0.031572288541985495
AATSC4v,-6.8951942958889
AATSC5Z,-0.5280073461891643
AATSC5c,-4.964005270895809e-05
AATSC5d,0.06473829201101929
AATSC5i,0.15959929485992944
AATSC5m,-2.456827946280991
AATSC5p,0.009828695347601918
AATSC5s,-0.0674931129476584
AATSC5v,0.16008591893802934
AATSC6Z,-0.04565860626466688
