DLiP-ID,C000MU
SlogP_VSA4,3.5701822710653963
SlogP_VSA5,0.0
SlogP_VSA6,24.395944776997908
SlogP_VSA7,5.022633313741326
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,2
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,5.749511833283905
EState_VSA3,14.109516302422984
EState_VSA4,5.386224214464796
EState_VSA5,0.0
EState_VSA6,18.3295777085363
EState_VSA7,28.657237695529666
EState_VSA8,4.9839785209472085
EState_VSA9,11.600939890232516
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SlogP_VSA12,34.191810517300574
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.7164814814814816
VSA_EState9,22.845975711766194
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,1
fr_priamide,0
fr_pyridine,1
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,5.106527394840706
EState_VSA11,0.0
FractionCSP3,0.0
VSA_EState10,5.978379012345679
fr_C_O_noCOO,0
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-0.55
NumHAcceptors,2
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,13
HeavyAtomMolWt,300.46200000000005
MaxEStateIndex,9.654043209876544
MinEStateIndex,0.19500000000000028
NumHeteroatoms,4
fr_aryl_methyl,0
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.4615384615384615
FpDensityMorgan2,2.230769230769231
FpDensityMorgan3,3.0
MaxPartialCharge,0.15475763168666057
MinPartialCharge,-0.5045907597486406
NumAromaticRings,2
fr_unbrch_alkane,0
MaxAbsEStateIndex,9.654043209876544
MinAbsEStateIndex,0.19500000000000028
NumAliphaticRings,0
NumRotatableBonds,0
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.5045907597486406
MinAbsPartialCharge,0.15475763168666057
NumRadicalElectrons,0
NumValenceElectrons,66
fr_para_hydroxylation,0
NumAromaticCarbocycles,1
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,1
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,304.9104394600002
MZ,1.3333333333333333
Mi,1.0898957448341122
Mm,1.4130540985578035
Mp,0.9246828010645378
Mv,0.8054532193500238
SZ,24.0
Si,19.61812340701402
Sm,25.434973774040465
Sp,16.64429041916168
Sv,14.498157948300427
nB,0
nC,9
nF,0
nH,5
nI,1
nN,1
nO,1
nP,0
nS,0
nX,2
ABC,10.065903877755678
AMW,16.9394688588889
IC0,1.9399824743635556
IC1,3.4613201402110083
IC2,3.9057645846554525
IC3,4.169925001442312
IC4,4.169925001442312
IC5,4.169925001442312
MID,26.18876456929705
Mpe,1.007625272331155
Mse,1.0272517601359552
NdO,0
NdS,0
NsF,0
NsI,1
NtN,0
SMR,61.134800000000006
SdO,0
SdS,0
Spe,18.137254901960787
SsF,0
SsI,2.023608238851096
Sse,18.490531682447195
StN,0
fMF,0.5555555555555556
nBr,0
nCl,1
AMID,2.0145203514843883
BIC0,0.42311850403540296
BIC1,0.7549287785159828
BIC2,0.8518640193984413
BIC3,0.9094785400723422
BIC4,0.9094785400723422
BIC5,0.9094785400723422
CIC0,2.2299425270787565
CIC1,0.7086048612313038
CIC2,0.26416041678685964
CIC3,0.0
CIC4,0.0
CIC5,0.0
GGI1,2.5
GGI2,2.000000000000001
GGI3,1.3125
GGI4,0.937777777777778
GGI5,0.20833333333333334
GGI6,0.04
GGI7,0.0
GGI8,0.0
GGI9,0.0
JGI1,0.17857142857142855
JGI2,0.10000000000000006
JGI3,0.062499999999999986
JGI4,0.06251851851851851
JGI5,0.029761904761904764
JGI6,0.04
JGI7,0.0
JGI8,0.0
JGI9,0.0
MIC0,51.08623263674913
MIC1,67.15252633345244
MIC2,70.50708339935824
MIC3,70.7733570994794
MIC4,70.7733570994794
MIC5,70.7733570994794
MPC2,20
MPC3,27
MPC4,34
MPC5,41
MPC6,35
MPC7,29
MPC8,24
MPC9,22
Mare,1.0024444444444442
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,1
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.5051605614010533
RPCG,0.2936025585123836
SIC0,0.46523198227607115
SIC1,0.8300677204059526
SIC2,0.9366510388806776
SIC3,1.0
SIC4,1.0
SIC5,1.0
SaaN,4.063162962962963
SaaO,0
SaaS,0
Sare,18.043999999999997
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,5.978379012345679
SsLi,0
SsOH,9.654043209876544
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,34.919684538544004
TIC1,62.30376252379815
TIC2,70.30376252379814
TIC3,75.05865002596161
TIC4,75.05865002596161
TIC5,75.05865002596161
WPol,21
apol,27.795964999999995
bpol,10.346035
nRot,0
ABCGG,8.92731825004479
ATS0Z,3540.0
ATS0d,73.0
ATS0i,2739.817076948245
ATS0m,19117.0684649809
ATS0p,62.551268524244996
ATS0s,82.75013812772444
ATS0v,5987.974024841302
ATS1Z,908.0
ATS1d,90.0
ATS1i,2683.1873802997507
ATS1m,3841.6121151699995
ATS1p,47.67748522599999
ATS1s,68.06205761316873
ATS1v,6428.50233072362
ATS2Z,1513.0
ATS2d,130.0
ATS2i,4142.428518753501
ATS2m,6487.00237834
ATS2p,73.65960677999999
ATS2s,97.46986008230454
ATS2v,9494.314881719565
ATS3Z,2107.0
ATS3d,130.0
ATS3i,5369.651932673069
ATS3m,9068.606304629999
ATS3p,85.03257249969799
ATS3s,127.00204115226336
ATS3v,10415.12064601047
ATS4Z,2432.0
ATS4d,87.0
ATS4i,4758.35389239407
ATS4m,10944.84801472
ATS4p,74.56393988084899
ATS4s,105.50374759945132
ATS4v,8268.058973658954
ATS5Z,1090.0
ATS5d,49.0
ATS5i,3457.2014190247883
ATS5m,4715.248469340001
ATS5p,44.342841611698
ATS5s,68.87733333333334
ATS5v,4751.232954366437
ATS6Z,493.0
ATS6d,19.0
ATS6i,2107.032628175037
ATS6m,1919.1597366899998
ATS6p,25.299186520547003
ATS6s,23.45758024691358
ATS6v,1916.2382992290413
ATS7Z,55.0
ATS7d,3.0
ATS7i,511.956167436678
ATS7m,129.95183376
ATS7p,4.456568359698
ATS7s,3.024888888888889
ATS7v,243.44788638304578
ATS8Z,0.0
ATS8d,0.0
ATS8i,0.0
ATS8m,0.0
ATS8p,0.0
ATS8s,0.0
ATS8v,0.0
C1SP1,0
C1SP2,1
C1SP3,0
C2SP1,0
C2SP2,7
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.0
JGI10,0.0
JGT10,0.47335185185185186
Kier1,9.551020408163266
Kier2,3.63
Kier3,1.646090534979424
MAXsI,2.023608238851096
MID_C,18.851270188238082
MID_N,2.0323871034738965
MID_O,1.7717880859328545
MID_X,3.5333191916522173
MID_h,7.337494381058969
MINsI,2.023608238851096
MPC10,9
MWC01,14.0
MWC02,4.23410650459726
MWC03,5.093750200806762
MWC04,5.978885764901122
MWC05,6.85751406254539
MWC06,7.745435610274381
MWC07,8.628197749459149
MWC08,9.516279760698795
MWC09,10.400163540697676
MWC10,11.288092988224056
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.1984000000000004
SRW02,3.367295829986474
SRW03,0.0
SRW04,4.6913478822291435
SRW05,0.0
SRW06,6.244166900663736
SRW07,0.0
SRW08,7.904334842085095
SRW09,0.0
SRW10,9.618402105931613
SaaCH,6.983044847568657
SaaNH,0
SaaSe,0
SaaaC,1.3347061728395064
SaasC,1.5275000000000007
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.363389574672756
VE1_D,3.5639092799326737
VE2_A,0.25872227497482736
VE2_D,0.27414686768712876
VE3_A,1.475313531929774
VE3_D,1.5332223191877359
VR1_A,53.222138739850124
VR1_D,54.61775909966305
VR2_A,4.0940106722961636
VR2_D,4.201366084589465
VR3_A,4.236838715978641
VR3_D,4.262723352568945
WPath,218
Xc-3d,0.9360201374968156
Xc-4d,0.0
Xc-5d,0.3664307840402862
Xc-6d,0.0
Xp-0d,9.422285251880869
Xp-1d,6.198377302757662
Xp-2d,5.661553056595468
Xp-3d,4.922244761602304
Xp-4d,3.9454033738596426
Xp-5d,3.0971250701509923
Xp-6d,1.7659143274588072
Xp-7d,0.9992504367701273
ZMIC0,49.25797487702612
ZMIC1,37.946534735443414
ZMIC2,33.95689376165869
ZMIC3,33.3594000115385
ZMIC4,33.3594000115385
ZMIC5,33.3594000115385
nAcid,0
nAtom,18
nBase,0
nRing,2
piPC1,3.0204248861443626
piPC2,3.7256934272366524
piPC3,4.3975308212098465
piPC4,5.022234429939608
piPC5,5.602118820879701
piPC6,5.806921775241317
piPC7,6.037050177477259
piPC8,6.274129170374931
piPC9,6.565358495591288
AATS0Z,196.66666666666666
AATS0d,4.055555555555555
AATS0i,152.21205983045806
AATS0m,1062.0593591656057
AATS0p,3.4750704735691667
AATS0s,4.597229895984691
AATS0v,332.66522360229453
AATS1Z,47.78947368421053
AATS1d,4.7368421052631575
AATS1i,141.22038843682898
AATS1m,202.19011132473682
AATS1p,2.50934132768421
AATS1s,3.582213558587828
AATS1v,338.3422279328221
AATS2Z,52.172413793103445
AATS2d,4.482758620689655
AATS2i,142.84236271563796
AATS2m,223.68973718413793
AATS2p,2.539986440689655
AATS2s,3.361029658010501
AATS2v,327.3901683351574
AATS3Z,58.52777777777778
AATS3d,3.611111111111111
AATS3i,149.15699812980745
AATS3m,251.90573068416663
AATS3p,2.3620159027693886
AATS3s,3.52783447645176
AATS3v,289.3089068336242
AATS4Z,78.45161290322581
AATS4d,2.806451612903226
AATS4i,153.4952868514216
AATS4m,353.0596133780645
AATS4p,2.4052883832531933
AATS4s,3.4033466967564943
AATS4v,266.7115797954501
AATS5Z,49.54545454545455
AATS5d,2.227272727272727
AATS5i,157.14551904658128
AATS5m,214.32947587909095
AATS5p,2.015583709622636
AATS5s,3.130787878787879
AATS5v,215.9651342893835
AATS6Z,37.92307692307692
AATS6d,1.4615384615384615
AATS6i,162.0794329365413
AATS6m,147.6276720530769
AATS6p,1.946091270811308
AATS6s,1.8044292497625831
AATS6v,147.40294609454165
AATS7Z,18.333333333333332
AATS7d,1.0
AATS7i,170.652055812226
AATS7m,43.31727792
AATS7p,1.4855227865660001
AATS7s,1.0082962962962962
AATS7v,81.14929546101526
AMID_C,1.450097706787545
AMID_N,0.15633746949799204
AMID_O,0.13629139122560419
AMID_X,0.2717937839732475
AMID_h,0.5644226446968438
ATS0dv,166.62913580246914
ATS0pe,120.8589
ATS0se,144.80322500000003
ATS1dv,176.73333333333335
ATS1pe,127.64750000000001
ATS1se,150.55241
ATS2dv,246.53333333333333
ATS2pe,193.57750000000001
ATS2se,228.886996
ATS3dv,238.57777777777778
ATS3pe,241.9425
ATS3se,289.04997
ATS4dv,132.85432098765432
ATS4pe,210.26590000000002
ATS4se,253.04510000000002
ATS5dv,43.15555555555556
ATS5pe,143.21740000000003
ATS5se,176.335692
ATS6dv,0.4666666666666667
ATS6pe,76.91900000000001
ATS6se,98.141028
ATS7dv,0.0
ATS7pe,15.532000000000002
ATS7se,20.637504
ATS8dv,0.0
ATS8pe,0.0
ATS8se,0.0
ATSC0Z,2388.0
ATSC0c,0.4815807101074841
ATSC0d,12.500000000000002
ATSC0i,28.737023922576924
ATSC0m,13932.072566631963
ATSC0p,19.62817573084361
ATSC0s,23.330962796592665
ATSC0v,1042.3181376733264
ATSC1Z,-12.0
ATSC1c,-0.2462402465651953
ATSC1d,3.527777777777778
ATSC1i,0.8368592117176571
ATSC1m,-48.954307803947806
ATSC1p,0.705732973966744
ATSC1s,-4.3403521706755805
ATSC1v,60.65275881843216
ATSC2Z,-47.0
ATSC2c,-0.09396122219179594
ATSC2d,-1.6944444444444433
ATSC2i,-3.7790168964506425
ATSC2m,-268.64911015069856
ATSC2p,0.4438784348019601
ATSC2s,-2.552327672211968
ATSC2v,-17.282545116252972
ATSC3Z,-325.0
ATSC3c,0.18114919079265818
ATSC3d,-5.666666666666666
ATSC3i,-6.6011055146183875
ATSC3m,-1895.4971002539894
ATSC3p,-4.580925305397277
ATSC3s,3.9242958855188057
ATSC3v,-139.75114608047616
ATSC4Z,72.0
ATSC4c,-0.08693816151075787
ATSC4d,-6.805555555555556
ATSC4i,-10.003944594366837
ATSC4m,181.18681942630604
ATSC4p,-1.97171295852444
ATSC4s,-3.2147369747987096
ATSC4v,-280.36864014031977
ATSC5Z,-22.0
ATSC5c,0.013442232026472434
ATSC5d,-1.7222222222222232
ATSC5i,3.5310407516792464
ATSC5m,-140.43985728806356
ATSC5p,2.184647620068307
ATSC5s,-7.641401504392775
ATSC5v,-2.396228938880803
ATSC6Z,-643.0
ATSC6c,-0.029894781509372824
ATSC6d,4.027777777777777
ATSC6i,0.5465209394403242
ATSC6m,-3548.4135632620273
ATSC6p,-4.79617094442283
ATSC6s,0.1774768814901415
ATSC6v,-208.69810373582015
ATSC7Z,-217.0
ATSC7c,0.021652633904249336
ATSC7d,2.083333333333333
ATSC7i,1.101134141310176
ATSC7m,-1245.2691639835602
ATSC7p,-1.7995376859142678
ATSC7s,1.981564156773755
ATSC7v,66.68483635665453
ATSC8Z,0.0
ATSC8c,0.0
ATSC8d,0.0
ATSC8i,0.0
ATSC8m,0.0
ATSC8p,0.0
ATSC8s,0.0
ATSC8v,0.0
AXp-0d,0.7247911732216052
AXp-1d,0.4427412359112616
AXp-2d,0.28307765282977343
AXp-3d,0.18230536154082608
AXp-4d,0.1160412757017542
AXp-5d,0.07553963585734128
AXp-6d,0.05045469507025163
AXp-7d,0.03445691161276301
GATS1Z,0.46554042140527196
GATS1c,1.2922225264291836
GATS1d,0.7157894736842104
GATS1i,0.8162450809492864
GATS1m,0.4650514519217935
GATS1p,0.4387421908120286
GATS1s,0.9856617297122693
GATS1v,0.5210459698141331
GATS2Z,0.602285854560157
GATS2c,0.8084982016844176
GATS2d,1.1020689655172413
GATS2i,0.9691679530950674
GATS2m,0.603393070679536
GATS2p,0.5723083374320415
GATS2s,0.6840403552739822
GATS2v,0.6570930960499448
GATS3Z,0.9950679322538619
GATS3c,0.7297138424452554
GATS3d,1.2466666666666666
GATS3i,1.0684457333709494
GATS3m,0.9967175161270352
GATS3p,1.029625413986087
GATS3s,0.8590462651620417
GATS3v,0.9330001751808079
GATS4Z,1.0686429459123576
GATS4c,1.2036496015191946
GATS4d,1.184516129032258
GATS4i,1.2027776446311145
GATS4m,1.0771281044029295
GATS4p,1.1260114560716614
GATS4s,1.165095181728859
GATS4v,1.120157022966527
GATS5Z,0.8476378102634384
GATS5c,1.2356082092441534
GATS5d,0.9272727272727271
GATS5i,0.8158637505517765
GATS5m,0.8385847257587951
GATS5p,0.8182507825787088
GATS5s,1.6633874566757916
GATS5v,1.097571596324271
GATS6Z,2.266557144697848
GATS6c,1.0084092352188343
GATS6d,0.41846153846153844
GATS6i,0.981279274004814
GATS6m,2.2518363307684894
GATS6p,2.1995931383200498
GATS6s,0.8305300710798859
GATS6v,1.9743505572547306
GATS7Z,3.2082635399218313
GATS7c,0.37526250421897966
GATS7d,0.0
GATS7i,0.9765621210287448
GATS7m,3.223361760010482
GATS7p,3.1659528441431304
GATS7s,7.522739577094505e-05
GATS7v,1.9728068020553953
MATS1Z,-0.004760645331922771
MATS1c,-0.4844052693389939
MATS1d,0.2673684210526316
MATS1i,0.027588590669106874
MATS1m,-0.0033288489609957753
MATS1p,0.03406272403507346
MATS1s,-0.17624273025482706
MATS1v,0.05512761054179496
MATS2Z,-0.012216253682204123
MATS2c,-0.12110277130657446
MATS2d,-0.0841379310344827
MATS2i,-0.08162281176603965
MATS2m,-0.011968622955724645
MATS2p,0.014036493070660828
MATS2s,-0.06790132908632553
MATS2v,-0.010291576612735418
MATS3Z,-0.06804857621440535
MATS3c,0.1880777063851119
MATS3d,-0.2266666666666666
MATS3i,-0.11485367330317567
MATS3m,-0.06802638628203113
MATS3p,-0.11669258947480371
MATS3s,0.0841005988422373
MATS3v,-0.06703862334796848
MATS4Z,0.017506889285135357
MATS4c,-0.10482193691153333
MATS4d,-0.3161290322580645
MATS4i,-0.20213443250718838
MATS4m,0.007551299312166954
MATS4p,-0.05832766144546011
MATS4s,-0.08000619115086705
MATS4v,-0.15618522636324492
MATS5Z,-0.007537688442211055
MATS5c,0.0228376876585991
MATS5d,-0.11272727272727277
MATS5i,0.10053349122256472
MATS5m,-0.008247540861676759
MATS5p,0.0910649561316744
MATS5s,-0.26797247206765223
MATS5v,-0.0018809525413898552
MATS6Z,-0.37282566679551604
MATS6c,-0.0859518945191029
MATS6d,0.4461538461538459
MATS6i,0.02633262591151675
MATS6m,-0.3526530591319083
MATS6p,-0.3383326177611988
MATS6s,0.010532665225487379
MATS6v,-0.27723455510206163
MATS7Z,-0.5452261306532663
MATS7c,0.2697695333280689
MATS7d,0.9999999999999997
MATS7i,0.2299056737977134
MATS7m,-0.5362888362924744
MATS7p,-0.5500881112715383
MATS7s,0.509596841086168
MATS7v,0.3838645838333532
MAXaaN,4.063162962962963
MAXsCl,5.978379012345679
MAXsOH,9.654043209876544
MINaaN,4.063162962962963
MINsCl,5.978379012345679
MINsOH,9.654043209876544
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,3
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,16.678194282439094
SpAD_D,68.79228698749279
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,268
TMWC10,96.74242618220458
TSRW10,44.82554756089606
VE1_Dt,3.601791839322133
VE2_Dt,0.27706091071708716
VE3_Dt,1.5437957192465377
VR1_Dt,51.37113711861772
VR2_Dt,3.9516259322013627
VR3_Dt,4.201440744551736
Xc-3dv,0.713598127556387
Xc-4dv,0.0
Xc-5dv,0.1577146985738481
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.12869425449598476
Xch-7d,0.2964578382628504
Xp-0dv,9.373184450971651
Xp-1dv,5.072782647304841
Xp-2dv,4.1577797676257955
Xp-3dv,2.9040070873687425
Xp-4dv,2.1697568772297675
Xp-5dv,1.2786427090985548
Xp-6dv,0.7271940227238148
Xp-7dv,0.29408634972858955
Xpc-4d,2.5114197205270075
Xpc-5d,3.882909951522389
Xpc-6d,6.235281593178584
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,19
nFRing,1
nHBAcc,2
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,5.81166714570174
AATS0dv,9.257174211248286
AATS0pe,6.714383333333334
AATS0se,8.044623611111113
AATS1dv,9.301754385964912
AATS1pe,6.718289473684211
AATS1se,7.92381105263158
AATS2dv,8.501149425287355
AATS2pe,6.675086206896553
AATS2se,7.892655034482759
AATS3dv,6.62716049382716
AATS3pe,6.720625
AATS3se,8.029165833333332
AATS4dv,4.285623257666268
AATS4pe,6.782770967741936
AATS4se,8.162745161290323
AATS5dv,1.9616161616161618
AATS5pe,6.509881818181819
AATS5se,8.015258727272727
AATS6dv,0.035897435897435895
AATS6pe,5.916846153846155
AATS6se,7.549309846153847
AATS7dv,0.0
AATS7pe,5.177333333333334
AATS7se,6.879168
AATSC0Z,132.66666666666666
AATSC0c,0.026754483894860227
AATSC0d,0.6944444444444445
AATSC0i,1.5965013290320513
AATSC0m,774.0040314795535
AATSC0p,1.0904542072690893
AATSC0s,1.2961645998107036
AATSC0v,57.90656320407369
AATSC1Z,-0.631578947368421
AATSC1c,-0.012960012977115543
AATSC1d,0.18567251461988307
AATSC1i,0.044045221669350376
AATSC1m,-2.576542515997253
AATSC1p,0.03714384073509178
AATSC1s,-0.2284395879302937
AATSC1v,3.1922504641280085
AATSC2Z,-1.6206896551724137
AATSC2c,-0.0032400421445446877
AATSC2d,-0.05842911877394632
AATSC2i,-0.13031092746381526
AATSC2m,-9.263762418989606
AATSC2p,0.015306152924205521
AATSC2s,-0.088011299041792
AATSC2v,-0.5959498315949301
AATSC3Z,-9.027777777777779
AATSC3c,0.0050319219664627275
AATSC3d,-0.15740740740740738
AATSC3i,-0.183364042072733
AATSC3m,-52.652697229277486
AATSC3p,-0.12724792514992436
AATSC3s,0.10900821904218905
AATSC3v,-3.8819762800132267
AATSC4Z,2.3225806451612905
AATSC4c,-0.002804456822927673
AATSC4d,-0.2195340501792115
AATSC4i,-0.3227078901408657
AATSC4m,5.844736110526002
AATSC4p,-0.06360364382336903
AATSC4s,-0.10370119273544225
AATSC4v,-9.044149681945798
AATSC5Z,-1.0
AATSC5c,0.0006110105466578379
AATSC5d,-0.07828282828282833
AATSC5i,0.16050185234905665
AATSC5m,-6.383629876730162
AATSC5p,0.0993021645485594
AATSC5s,-0.3473364320178534
AATSC5v,-0.10891949722185469
AATSC6Z,-49.46153846153846
AATSC6c,-0.0022995985776440636
AATSC6d,0.3098290598290597
AATSC6i,0.04204007226464032
AATSC6m,-272.9548894816944
AATSC6p,-0.3689362264940638
AATSC6s,0.013652067806933963
AATSC6v,-16.05370028737078
AATSC7Z,-72.33333333333333
AATSC7c,0.007217544634749779
AATSC7d,0.6944444444444443
AATSC7i,0.3670447137700587
AATSC7m,-415.0897213278534
AATSC7p,-0.599845895304756
AATSC7s,0.6605213855912516
AATSC7v,22.22827878555151
ATS0are,115.0179
ATS1are,122.65
ATS2are,185.229
ATS3are,230.05200000000002
ATS4are,198.7131
ATS5are,136.84
ATS6are,71.921
ATS7are,14.542000000000002
ATS8are,0.0
ATSC0dv,64.22518518518518
ATSC0pe,2.022094444444444
ATSC0se,1.5754124999999997
ATSC1dv,5.918737997256513
ATSC1pe,-0.3379552469135805
ATSC1se,-0.23570597222222217
ATSC2dv,-0.8015363511659856
ATSC2pe,-0.20000771604938306
ATSC2se,-0.18676719444444476
ATSC3dv,-4.393086419753088
