DLiP-ID,C100ID
ATS3i,6493.153440381347
ATS3m,2984.380308999999
ATS3p,62.20124977539599
ATS3s,152.55555555555557
ATS3v,8826.887780542624
ATS4Z,746.0
ATS4d,113.0
ATS4i,6174.972754884797
ATS4m,2717.766679
ATS4p,53.201748503396004
ATS4s,155.44444444444446
ATS4v,7692.212324290909
ATS5Z,624.0
ATS5d,93.0
ATS5i,5653.657367940146
ATS5m,2255.7483640000005
ATS5p,43.830053426245
ATS5s,133.16666666666666
ATS5v,6260.947660753022
ATS6Z,460.0
ATS6d,64.0
ATS6i,4689.826425959394
ATS6m,1645.1877199999994
ATS6p,30.034481101094
ATS6s,124.66666666666664
ATS6v,4225.257677140772
ATS7Z,278.0
ATS7d,32.0
ATS7i,3126.595566419296
ATS7m,969.7228440000001
ATS7p,15.439278051395998
ATS7s,92.33333333333333
ATS7v,2215.089157034068
ATS8Z,48.0
ATS8d,11.0
ATS8i,1646.2537409765469
ATS8m,93.78230400000001
ATS8p,5.319927268547
ATS8s,33.5
ATS8v,623.0085470658005
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,6
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.0
JGI10,0.0
JGT10,0.3786213374238585
Kier1,10.515555555555556
Kier2,4.68
Kier3,2.5344
MAXdO,10.694518376795163
MID_C,20.769055735590552
MID_N,4.008235660012261
MID_O,3.419301861576969
MID_X,0.0
MID_h,7.42753752158923
MINdO,10.694518376795163
MPC10,10
MWC01,15.0
MWC02,4.2626798770413155
MWC03,5.081404364984463
MWC04,5.926926025970411
MWC05,6.767343125265392
MWC06,7.616283561580385
MWC07,8.462737005620179
MWC08,9.312445594913337
MWC09,10.160955232894292
MWC10,11.010877868015744
NaaCH,6
NaaNH,1
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.7748999999999997
SRW02,3.4339872044851463
SRW03,0.0
SRW04,4.709530201312334
SRW05,2.3978952727983707
SRW06,6.175867270105761
SRW07,4.442651256490317
SRW08,7.7279755421055585
SRW09,6.293419278846481
SRW10,9.326433090963036
SaaCH,10.163503873771731
SaaNH,2.67947940287226
SaaSe,0
SaaaC,0
SaasC,1.8099537037037048
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.9283465608465609
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.505426532643193
VE1_D,3.693053142946066
VE2_A,0.2503876094745138
VE2_D,0.2637895102104333
VE3_A,1.5907844423266995
VE3_D,1.6429257625711684
VR1_A,61.18018780635902
VR1_D,60.32092630633832
VR2_A,4.3700134147399305
VR2_D,4.30863759330988
VR3_A,4.450295645073797
VR3_D,4.4361513167404425
WPath,302
Xc-3d,0.8333333333333333
Xc-4d,0.0
Xc-5d,0.25
Xc-6d,0.0
Xp-0d,9.966255326250886
Xp-1d,6.770856947829096
Xp-2d,5.975318872568415
Xp-3d,4.76463439708009
Xp-4d,3.7292452537512863
Xp-5d,2.5740626887853306
Xp-6d,1.6609936693765457
Xp-7d,1.1141784183670318
ZMIC0,44.70325613459026
ZMIC1,31.550198026665058
ZMIC2,21.28021493759168
ZMIC3,19.86474084665705
ZMIC4,19.86474084665705
ZMIC5,19.86474084665705
nAcid,1
nAtom,22
nBase,0
nRing,2
piPC1,3.1135153092103742
piPC2,3.6826098411003407
piPC3,4.243123698247448
piPC4,4.7848841793749655
piPC5,5.144218768697822
piPC6,5.387643770127907
piPC7,5.719491768361381
piPC8,5.836910139960482
piPC9,5.931955025991852
AATS0Z,27.0
AATS0d,3.5454545454545454
AATS0i,160.9394306508633
AATS0m,107.04990099999996
AATS0p,1.5978323290360004
AATS0s,6.516414141414142
AATS0v,245.60222151421902
AATS1Z,27.82608695652174
AATS1d,4.130434782608695
AATS1i,148.46728810347176
AATS1m,107.06652030434779
AATS1p,1.8870080933043472
AATS1s,4.082125603864734
AATS1v,286.2331504730408
AATS2Z,25.542857142857144
AATS2d,3.8857142857142857
AATS2i,149.0810636555086
AATS2m,97.0938877714286
AATS2p,1.7690487037142857
AATS2s,4.593650793650794
AATS2v,262.13179629674926
AATS3Z,19.357142857142858
AATS3d,3.261904761904762
AATS3i,154.5988914376511
AATS3m,71.0566740238095
AATS3p,1.4809821375094283
AATS3s,3.6322751322751325
AATS3v,210.16399477482437
AATS4Z,19.128205128205128
AATS4d,2.8974358974358974
AATS4i,158.33263474063583
AATS4m,69.6863251025641
AATS4p,1.3641473975229745
AATS4s,3.985754985754986
AATS4v,197.23621344335666
AATS5Z,17.82857142857143
AATS5d,2.657142857142857
AATS5i,161.53306765543275
AATS5m,64.44995325714287
AATS5p,1.252287240749857
AATS5s,3.8047619047619046
AATS5v,178.88421887865778
AATS6Z,16.428571428571427
AATS6d,2.2857142857142856
AATS6i,167.4938009271212
AATS6m,58.756704285714264
AATS6p,1.0726600393247856
AATS6s,4.452380952380952
AATS6v,150.90205989788473
AATS7Z,15.444444444444445
AATS7d,1.7777777777777777
AATS7i,173.6997536899609
AATS7m,53.87349133333334
AATS7p,0.8577376695219999
AATS7s,5.12962962962963
AATS7v,123.0605087241149
AATS8Z,5.333333333333333
AATS8d,1.2222222222222223
AATS8i,182.91708233072742
AATS8m,10.420256000000002
AATS8p,0.5911030298385556
AATS8s,3.7222222222222223
AATS8v,69.22317189620006
AMID_C,1.4835039811136108
AMID_N,0.28630254714373293
AMID_O,0.24423584725549777
AMID_X,0.0
AMID_h,0.5305383943992307
ATS0dv,220.0
ATS0pe,145.89540000000002
ATS0se,176.25957600000007
ATS1dv,215.0
ATS1pe,155.2306
ATS1se,183.67182000000003
ATS2dv,291.0
ATS2pe,232.47360000000003
ATS2se,276.84620800000005
ATS3dv,231.0
ATS3pe,265.731
ATS3se,324.03418
ATS4dv,215.0
ATS4pe,253.16149999999996
ATS4se,308.96511599999997
ATS5dv,182.0
ATS5pe,224.436
ATS5se,275.280912
ATS6dv,137.0
ATS6pe,180.62019999999998
ATS6se,223.019136
ATS7dv,77.0
ATS7pe,119.9912
ATS7se,148.4892
ATS8dv,0.0
ATS8pe,57.09
ATS8se,73.436544
ATSC0Z,157.45454545454544
ATSC0c,0.6875132258241198
ATSC0d,12.363636363636363
ATSC0i,35.466275037885794
ATSC0m,745.3718858181819
ATSC0p,4.805946663231271
ATSC0s,50.632575757575765
ATSC0v,1006.4152002572182
ATSC1Z,-3.8842975206611365
ATSC1c,-0.4033372339647686
ATSC1d,2.9834710743801645
ATSC1i,9.150353404472991
ATSC1m,-15.418519537190448
ATSC1p,0.7355855954345829
ATSC1s,-7.2850665748393
ATSC1v,95.03362549178095
ATSC2Z,-15.132231404958658
ATSC2c,0.06549288556312695
ATSC2d,-3.12396694214876
ATSC2i,-6.025555147202911
ATSC2m,-76.84369834710783
ATSC2p,-0.6631052331479281
ATSC2s,17.112316345270887
ATSC2v,-189.23443655965815
ATSC3Z,-24.049586776859506
ATSC3c,0.04995329678704081
ATSC3d,-3.694214876033058
ATSC3i,-6.902722189408932
ATSC3m,-116.31608819834712
ATSC3p,-1.3367054609411546
ATSC3s,0.4135674931129482
ATSC3v,-228.86082523052235
ATSC4Z,-39.214876033057855
ATSC4c,-0.023401159113228084
ATSC4d,-2.0991735537190084
ATSC4i,-10.03590251197831
ATSC4m,-182.44941795041322
ATSC4p,-0.8260724892998015
ATSC4s,-17.554465105601473
ATSC4v,-180.69428269581
ATSC5Z,-13.404958677685956
ATSC5c,-0.1389346113604036
ATSC5d,-2.9421487603305776
ATSC5i,-13.39829515590315
ATSC5m,-64.06478280165275
ATSC5p,-1.3937990012800259
ATSC5s,-8.103592745638199
ATSC5v,-179.446088952524
ATSC6Z,17.78512396694214
ATSC6c,0.07700269883268097
ATSC6d,-1.0082644628099167
ATSC6i,-2.307826996034115
ATSC6m,80.39935641322336
ATSC6p,-0.4118413504010778
ATSC6s,5.559802571166206
ATSC6v,-35.70461640668749
ATSC7Z,2.6280991735537125
ATSC7c,0.18712698802124558
ATSC7d,-0.6611570247933881
ATSC7i,2.6017612231803486
ATSC7m,9.258826148760502
ATSC7p,-0.3383320759750453
ATSC7s,-1.8572084481175413
ATSC7v,-63.51854080797901
ATSC8Z,-27.32231404958679
ATSC8c,-0.23855701920786487
ATSC8d,3.3057851239669422
ATSC8i,7.280092694040262
ATSC8m,-121.1331066528924
ATSC8p,1.315824442117112
ATSC8s,-15.8193870523416
ATSC8v,132.60987502129564
AXp-0d,0.7118753804464919
AXp-1d,0.45139046318860643
AXp-2d,0.2987659436284208
AXp-3d,0.1905853758832036
AXp-4d,0.12430817512504287
AXp-5d,0.08043945902454158
AXp-6d,0.05358044094763051
AXp-7d,0.03713928061223439
GATS1Z,0.7103499347324029
GATS1c,1.4519285158610078
GATS1d,0.775415601023018
GATS1i,0.8525227980310012
GATS1m,0.7103954776726419
GATS1p,0.7980330739197609
GATS1s,0.7511132217238427
GATS1v,0.7499087708548428
GATS2Z,0.7811778290993071
GATS2c,0.6428355768686487
GATS2d,1.2375
GATS2i,1.163310005106754
GATS2m,0.7902905345744274
GATS2p,1.0356045213523406
GATS2s,0.41327148948904
GATS2v,0.9898110905586205
GATS3Z,0.9542436489607391
GATS3c,0.6471357469592776
GATS3d,1.2132352941176472
GATS3i,1.057014738740152
GATS3m,0.9610447199302274
GATS3p,1.127711989382193
GATS3s,0.7057928729956856
GATS3v,1.099008547218728
GATS4Z,1.0909131284419968
GATS4c,0.8822090901138753
GATS4d,1.0452488687782806
GATS4i,1.088546150189818
GATS4m,1.0877077214262232
GATS4p,1.0560784502222662
GATS4s,1.2362822335142225
GATS4v,1.049604247581529
GATS5Z,1.049826789838337
GATS5c,1.0867127495327076
GATS5d,1.0191176470588237
GATS5i,1.174106965663087
GATS5m,1.050398990754236
GATS5p,1.1233819106420642
GATS5s,1.0217401062317644
GATS5v,1.0826496499755467
GATS6Z,1.0288683602771362
GATS6c,1.0455677559671106
GATS6d,0.9099264705882354
GATS6i,0.958508490564441
GATS6m,1.029241614617505
GATS6p,0.9995739306077431
GATS6s,1.0523116630507965
GATS6v,1.0206507958246531
GATS7Z,1.2225750577367205
GATS7c,1.2110316183627936
GATS7d,0.849264705882353
GATS7i,0.7787819279399291
GATS7m,1.2158181981493792
GATS7p,0.9873930722655929
GATS7s,1.6778924881341275
GATS7v,1.0369692662044558
GATS8Z,1.9042532717474983
GATS8c,2.615606833274515
GATS8d,0.18872549019607845
GATS8i,0.20868337168113066
GATS8m,1.860977608706087
GATS8p,0.3076228566137104
GATS8s,2.8859878806014807
GATS8v,0.7643754042228887
MATS1Z,-0.023596746661311254
MATS1c,-0.5611540520192632
MATS1d,0.23081841432225056
MATS1i,0.2467840770634917
MATS1m,-0.019786296482515175
MATS1p,0.14640270946147305
MATS1s,-0.13762532214853143
MATS1v,0.09032229313312855
MATS2Z,-0.06040910590564162
MATS2c,0.05987805774984634
MATS2d,-0.1588235294117647
MATS2i,-0.10679136173075358
MATS2m,-0.06480222042951551
MATS2p,-0.08672776310271044
MATS2s,0.2124385925538016
MATS2v,-0.11818915303824236
MATS3Z,-0.08000659848234908
MATS3c,0.03805892253399278
MATS3d,-0.15651260504201683
MATS3i,-0.10194788201358472
MATS3m,-0.08174104219625045
MATS3p,-0.14569014182492235
MATS3s,0.00427848254585743
MATS3v,-0.11911533117943363
MATS4Z,-0.14049268668206313
MATS4c,-0.019200581694876442
MATS4d,-0.09577677224736049
MATS4i,-0.15962427218654443
MATS4m,-0.13807897298390154
MATS4p,-0.0969610447227266
MATS4s,-0.19557604228809436
MATS4v,-0.10128037430409323
MATS5Z,-0.05351369185087433
MATS5c,-0.1270234867644074
MATS5d,-0.14957983193277305
MATS5i,-0.2374589808930138
MATS5m,-0.05402577265514951
MATS5p,-0.18229545410455517
MATS5s,-0.10060098251913915
MATS5v,-0.11207569644776406
MATS6Z,0.08874958759485314
MATS6c,0.08800139144795144
MATS6d,-0.0640756302521008
MATS6i,-0.05112723672852857
MATS6m,0.08475087952473875
MATS6p,-0.06733109106966756
MATS6s,0.08627679395241297
MATS6v,-0.027874804722258888
MATS7Z,0.020400307929176242
MATS7c,0.332663801286038
MATS7d,-0.06535947712418298
MATS7i,0.08966068132303792
MATS7m,0.015182143686953694
MATS7p,-0.0860427738224731
MATS7s,-0.04483124554943217
MATS7v,-0.07713891053990389
MATS8Z,-0.42417244033872237
MATS8c,-0.848186417922193
MATS8d,0.6535947712418301
MATS8i,0.501766315238279
MATS8m,-0.39725559177876946
MATS8p,0.6692666341899856
MATS8s,-0.7637299152972078
MATS8v,0.3220911927715624
MAXaaN,3.968994708994709
MAXsOH,8.778563161375661
MINaaN,3.968994708994709
MINsOH,8.778563161375661
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,18.06115030768818
SpAD_D,88.86604187256
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,249
TMWC10,97.60165265628552
TSRW10,58.507759117107
VE1_Dt,3.708133566820707
VE2_Dt,0.2648666833443362
VE3_Dt,1.6470009049330048
VR1_Dt,59.33964997692903
VR2_Dt,4.238546426923502
VR3_Dt,4.419749952864016
Xc-3dv,0.27685993556222077
Xc-4dv,0.0
Xc-5dv,0.03673108963185137
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.16666666666666666
Xch-7d,0.21407617506269555
Xp-0dv,7.266777096601535
Xp-1dv,4.106995346050747
Xp-2dv,2.8454337454199377
Xp-3dv,1.9060267761798042
Xp-4dv,1.2326072483827286
Xp-5dv,0.7087719758353787
Xp-6dv,0.3487874307387935
Xp-7dv,0.1792310819124054
Xpc-4d,1.9399969854363028
Xpc-5d,2.48496923026563
Xpc-6d,3.4087294422136463
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,23
nFRing,0
nHBAcc,2
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,5.731873776697638
AATS0dv,10.0
AATS0pe,6.631609090909092
AATS0se,8.011798909090912
AATS1dv,9.347826086956522
AATS1pe,6.749156521739131
AATS1se,7.985731304347827
AATS2dv,8.314285714285715
AATS2pe,6.642102857142858
AATS2se,7.909891657142858
AATS3dv,5.5
AATS3pe,6.326928571428572
AATS3se,7.715099523809523
AATS4dv,5.512820512820513
AATS4pe,6.491320512820512
AATS4se,7.922182461538461
AATS5dv,5.2
AATS5pe,6.412457142857143
AATS5se,7.865168914285714
AATS6dv,4.892857142857143
AATS6pe,6.450721428571428
AATS6se,7.964969142857143
AATS7dv,4.277777777777778
AATS7pe,6.666177777777778
AATS7se,8.249400000000001
AATS8dv,0.0
AATS8pe,6.343333333333334
AATS8se,8.159616
AATSC0Z,7.1570247933884295
AATSC0c,0.031250601173823625
AATSC0d,0.5619834710743802
AATSC0i,1.6121034108129906
AATSC0m,33.880540264462816
AATSC0p,0.21845212105596687
AATSC0s,2.301480716253444
AATSC0v,45.74614546623719
AATSC1Z,-0.16888250089831028
AATSC1c,-0.01753640147672907
AATSC1d,0.1297161336687028
AATSC1i,0.3978414523683909
AATSC1m,-0.6703704146604543
AATSC1p,0.031981982410199256
AATSC1s,-0.31674202499301307
AATSC1v,4.131896760512215
AATSC2Z,-0.4323494687131045
AATSC2c,0.001871225301803627
AATSC2d,-0.08925619834710743
AATSC2i,-0.17215871849151174
AATSC2m,-2.1955342384887953
AATSC2p,-0.01894586380422652
AATSC2s,0.4889233241505968
AATSC2v,-5.4066981874188045
AATSC3Z,-0.5726092089728454
AATSC3c,0.0011893642092152574
AATSC3d,-0.08795749704840615
AATSC3i,-0.16435052831926028
AATSC3m,-2.769430671389217
AATSC3p,-0.03182632049859892
AATSC3s,0.009846845074117814
AATSC3v,-5.4490672673933895
AATSC4Z,-1.0055096418732783
AATSC4c,-0.0006000297208520022
AATSC4d,-0.05382496291587201
AATSC4i,-0.2573308336404695
AATSC4m,-4.678190203856749
AATSC4p,-0.02118134587948209
AATSC4s,-0.45011448988721725
AATSC4v,-4.63318673579
AATSC5Z,-0.3829988193624559
AATSC5c,-0.00396956032458296
AATSC5d,-0.08406139315230221
AATSC5i,-0.38280843302580425
AATSC5m,-1.8304223657615073
AATSC5p,-0.03982282860800074
