DLiP-ID,C002XN
BIC1,0.49648139045595224
BIC2,0.6314530209978042
BIC3,0.7964183472156234
BIC4,0.8264120428915904
BIC5,0.8414088907295739
CIC0,3.23995503682798
CIC1,2.1538461538461533
CIC2,1.4615384615384612
CIC3,0.615384615384615
CIC4,0.4615384615384617
CIC5,0.384615384615385
GGI1,3.0
GGI2,1.7777777777777786
GGI3,0.7916666666666666
GGI4,0.7294444444444446
GGI5,0.3716666666666666
GGI6,0.0947392290249433
GGI7,0.14675453514739226
GGI8,0.05894904257999495
GGI9,0.024691358024691357
JGI1,0.16666666666666666
JGI2,0.07111111111111114
JGI3,0.03598484848484848
JGI4,0.045590277777777785
JGI5,0.02858974358974359
JGI6,0.007894935752078608
JGI7,0.018344316893424032
JGI8,0.014737260644998737
JGI9,0.012345679012345678
MIC0,12.537369076599113
MIC1,22.988094090076277
MIC2,31.30340178238397
MIC3,34.84901716699935
MIC4,35.00409409007628
MIC5,35.92801716699935
MPC2,25
MPC3,33
MPC4,43
MPC5,54
MPC6,55
MPC7,57
MPC8,63
MPC9,58
Mare,0.9889230769230768
NaaN,2
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.34118103218548307
RPCG,0.13367012697587052
SIC0,0.3107123522245058
SIC1,0.541777730808141
SIC2,0.6890634601912385
SIC3,0.8690793516594689
SIC4,0.9018095137446016
SIC5,0.9181745947871679
SaaN,8.754739229024944
SaaO,0
SaaS,0
Sare,25.711999999999996
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,37.9726017141409
TIC1,66.2114326716684
TIC2,84.21143267166839
TIC3,106.21143267166839
TIC4,110.21143267166838
TIC5,112.21143267166838
Vabc,171.87073454749097
WPol,22
apol,31.10792999999999
bpol,11.172069999999998
nRot,1
ABCGG,10.386038642237407
ATS0Z,638.0
ATS0d,96.0
ATS0i,4215.66904456249
ATS0m,2526.1142879999998
ATS0p,42.75292904849
ATS0s,91.11111111111111
ATS0v,6366.296958187992
ATS1Z,760.0
ATS1d,119.0
ATS1i,4218.9083461358005
ATS1m,2921.6086739999982
ATS1p,53.610099079999976
ATS1s,98.77777777777779
ATS1v,7944.697972728942
ATS2Z,1094.0
ATS2d,179.0
ATS2i,6637.79576150645
ATS2m,4165.1660729999985
ATS2p,77.20921048484895
ATS2s,148.66666666666674
ATS2v,11273.98440689857
ATS3Z,1043.0
ATS3d,176.0
ATS3i,8478.457412757047
ATS3m,3841.3824620000014
ATS3p,76.92398452424497
ATS3s,167.33333333333343
ATS3v,10854.22864881217
ATS4Z,814.0
ATS4d,148.0
ATS4i,8481.137013276993
ATS4m,2899.0458479999998
ATS4p,62.29144715879199
ATS4s,145.33333333333334
ATS4v,8594.241022318927
ATS5Z,604.0
ATS5d,116.0
ATS5i,5907.033265293344
ATS5m,2192.2350129999995
ATS5p,50.66142321394301
ATS5s,96.33333333333333
ATS5v,6951.71249416474
ATS6Z,556.0
ATS6d,94.0
ATS6i,4229.421615313201
ATS6m,2032.770652
ATS6p,47.365564940000006
ATS6s,91.55555555555557
ATS6v,6502.042342925171
ATS7Z,428.0
ATS7d,78.0
ATS7i,5068.278682128597
ATS7m,1456.3147679999993
ATS7p,42.93644977939599
ATS7s,84.0
ATS7v,5491.107712014602
ATS8Z,248.0
ATS8d,58.0
ATS8i,4203.962248814592
ATS8m,802.6321399999999
ATS8p,28.398323578791995
ATS8s,56.66666666666667
ATS8v,3344.037150397472
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,12
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.0
JGI10,0.0
JGT10,0.4012648399329947
Kier1,11.11111111111111
Kier2,4.704
Kier3,2.3397612488521577
MID_C,25.04653103893889
MID_N,8.184507655492089
MID_O,0.0
MID_X,0.0
MID_h,8.184507655492089
MPC10,48
MWC01,18.0
MWC02,4.465908118654584
MWC03,5.313205979041787
MWC04,6.184148890937483
MWC05,7.051855622955894
MWC06,7.9291264873067995
MWC07,8.804325112562537
MWC08,9.68477168454907
MWC09,10.563362293832501
MWC10,11.445534880564031
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,2
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.0027
SRW02,3.6109179126442243
SRW03,0.0
SRW04,4.919980925828125
SRW05,2.3978952727983707
SRW06,6.428105272684596
SRW07,4.727387818712341
SRW08,8.019941687677365
SRW09,6.842683282238422
SRW10,9.652265977087122
SaaCH,15.246116255144031
SaaNH,0
SaaSe,0
SaaaC,1.7765277777777781
SaasC,1.6443158436213998
SaasN,1.6151851851851853
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,5.6297823759133285
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.639644983928583
VE1_D,3.944290193185748
VE2_A,0.22747781149553645
VE2_D,0.24651813707410924
VE3_A,1.7618897742500892
VE3_D,1.8422726416733197
VR1_A,90.92488425565782
VR1_D,76.59819193580941
VR2_A,5.6828052659786135
VR2_D,4.787386995988088
VR3_A,4.980037347152983
VR3_D,4.8085771017425465
WPath,441
Xc-3d,0.9553418012614794
Xc-4d,0.0
Xc-5d,0.16666666666666666
Xc-6d,0.0
Xp-0d,10.957819157813608
Xp-1d,7.8264998404949235
Xp-2d,7.056052446612374
Xp-3d,6.004674484996896
Xp-4d,4.921189593915157
Xp-5d,4.0736313381692675
Xp-6d,2.72393151156694
Xp-7d,1.8004643746278182
ZMIC0,54.00279717723076
ZMIC1,43.21685873971046
ZMIC2,30.519477376544017
ZMIC3,24.664176770385012
ZMIC4,24.248724506055616
ZMIC5,23.00236771306742
nAcid,0
nAtom,26
nBase,0
nRing,3
piPC1,3.295836866004329
piPC2,3.965563772356176
piPC3,4.616357375378656
piPC4,5.2558664418744705
piPC5,5.819526395693716
piPC6,6.143078530095767
piPC7,6.564020798487506
piPC8,7.026270685278551
piPC9,7.23342721425258
AATS0Z,24.53846153846154
AATS0d,3.6923076923076925
AATS0i,162.14111709855732
AATS0m,97.15824184615384
AATS0p,1.644343424941923
AATS0s,3.5042735042735043
AATS0v,244.85757531492274
AATS1Z,27.142857142857142
AATS1d,4.25
AATS1i,150.67529807627858
AATS1m,104.34316692857136
AATS1p,1.914646395714285
AATS1s,3.527777777777778
AATS1v,283.7392133117479
AATS2Z,24.863636363636363
AATS2d,4.068181818181818
AATS2i,150.85899457969205
AATS2m,94.66286529545451
AATS2p,1.7547547837465671
AATS2s,3.3787878787878807
AATS2v,256.22691833860387
AATS3Z,19.67924528301887
AATS3d,3.3207547169811322
AATS3i,159.97089458032164
AATS3m,72.47891437735852
AATS3p,1.4513959344197165
AATS3s,3.1572327044025177
AATS3v,204.79676695872018
AATS4Z,16.28
AATS4d,2.96
AATS4i,169.62274026553987
AATS4m,57.980916959999995
AATS4p,1.2458289431758398
AATS4s,2.9066666666666667
AATS4v,171.88482044637854
AATS5Z,16.77777777777778
AATS5d,3.2222222222222223
AATS5i,164.08425736925955
AATS5m,60.89541702777777
AATS5p,1.4072617559428613
AATS5s,2.6759259259259256
AATS5v,193.10312483790943
AATS6Z,19.857142857142858
AATS6d,3.357142857142857
AATS6i,151.05077197547146
AATS6m,72.59895185714285
AATS6p,1.6916273192857145
AATS6s,3.26984126984127
AATS6v,232.21579796161328
AATS7Z,13.375
AATS7d,2.4375
AATS7i,158.38370881651866
AATS7m,45.50983649999998
AATS7p,1.3417640556061248
AATS7s,2.625
AATS7v,171.5971160004563
AATS8Z,9.538461538461538
AATS8d,2.230769230769231
AATS8i,161.69085572363818
AATS8m,30.870466923076922
AATS8p,1.092243214568923
AATS8s,2.1794871794871797
AATS8v,128.61681347682585
AMID_C,1.5654081899336807
AMID_N,0.5115317284682556
AMID_O,0.0
AMID_X,0.0
AMID_h,0.5115317284682556
ATS0dv,220.0
ATS0pe,163.3964
ATS0se,198.47737600000002
ATS1dv,255.0
ATS1pe,185.77720000000002
ATS1se,219.47111200000003
ATS2dv,355.0
ATS2pe,286.1156000000001
ATS2se,340.7723560000001
ATS3dv,297.0
ATS3pe,337.07600000000014
ATS3se,408.73231200000004
ATS4dv,224.0
ATS4pe,316.207
ATS4se,388.013504
ATS5dv,163.0
ATS5pe,222.0346
ATS5se,273.349332
ATS6dv,134.0
ATS6pe,175.42420000000007
ATS6se,212.0129760000001
ATS7dv,84.0
ATS7pe,190.39100000000002
ATS7se,236.65590400000008
ATS8dv,42.0
ATS8pe,145.769
ATS8se,186.01704
ATSC0Z,172.61538461538458
ATSC0c,0.35525751749408885
ATSC0d,14.615384615384617
ATSC0i,46.36540279230151
ATSC0m,826.0813033846152
ATSC0p,5.533571014455384
ATSC0s,14.376068376068375
ATSC0v,1239.415666795874
ATSC1Z,8.875739644970409
ATSC1c,-0.15215904731366264
ATSC1d,4.952662721893491
ATSC1i,13.123466907583675
ATSC1m,41.85684820118328
ATSC1p,0.6224276826180493
ATSC1s,-4.1229454306377376
ATSC1v,89.19229074854562
ATSC2Z,11.573964497041397
ATSC2c,-0.009380074070348177
ATSC2d,-1.733727810650886
ATSC2i,-27.11922343237828
ATSC2m,48.818643887573856
ATSC2p,-2.0821162563924163
ATSC2s,2.508875739644969
ATSC2v,-287.30881236157484
ATSC3Z,-22.17751479289941
ATSC3c,0.035569663459352134
ATSC3d,-1.3313609467455618
ATSC3i,-32.36978966986466
ATSC3m,-107.99086628402371
ATSC3p,-2.1526477089013594
ATSC3s,-0.36489151873767406
ATSC3v,-343.3164581081047
ATSC4Z,-42.5680473372781
ATSC4c,-0.13058216572888068
ATSC4d,0.2011834319526622
ATSC4i,1.3094412334091228
ATSC4m,-194.47651697041414
ATSC4p,0.838492759759335
ATSC4s,-7.167652859960552
ATSC4v,82.9921834513717
ATSC5Z,4.532544378698225
ATSC5c,0.07249100656026919
ATSC5d,-4.852071005917161
ATSC5i,27.556087463577022
ATSC5m,28.764647082840245
ATSC5p,2.526362489733235
ATSC5s,-1.2813938198553572
ATSC5v,403.73744866024924
ATSC6Z,-51.27810650887576
ATSC6c,0.11403026242758577
ATSC6d,-5.893491124260354
ATSC6i,11.813593930178296
ATSC6m,-248.58961687573967
ATSC6p,-1.148257288571951
ATSC6s,4.689020381328072
ATSC6v,-369.0731914316398
ATSC7Z,-56.91124260355029
ATSC7c,-0.20077427190431818
ATSC7d,-2.2958579881656807
ATSC7i,-3.935515618776668
ATSC7m,-272.82090631952656
ATSC7p,-1.432456875550627
ATSC7s,-4.80473372781065
ATSC7v,-374.79748702783803
ATSC8Z,19.538461538461533
ATSC8c,0.10487874175625446
ATSC8d,-2.1538461538461537
ATSC8i,-12.684589237554135
ATSC8m,89.15844153846169
ATSC8p,-0.9099648123541548
ATSC8s,3.9829059829059843
ATSC8v,-95.5639592182228
AXp-0d,0.6848636973633505
AXp-1d,0.43480554669416244
AXp-2d,0.28224209786449495
AXp-3d,0.1819598328786938
AXp-4d,0.11444626962593389
AXp-5d,0.07543761737350495
AXp-6d,0.04952602748303527
AXp-7d,0.031587094291716106
GATS1Z,0.7138082505729566
GATS1c,1.461286947164893
GATS1d,0.6719924812030075
GATS1i,0.8507466735285443
GATS1m,0.714654307255609
GATS1p,0.7846853311265457
GATS1s,1.1731357227790047
GATS1v,0.7568340722162172
GATS2Z,0.760360962566845
GATS2c,0.8003546843684699
GATS2d,1.1273923444976075
GATS2i,1.3909863771861792
GATS2m,0.7658682216360916
GATS2p,1.1302107518411844
GATS2s,0.627972651605232
GATS2v,0.9970830387434054
GATS3Z,0.9974186930346753
GATS3c,0.8932490468490117
GATS3d,1.0004965243296922
GATS3i,1.3461551442824264
GATS3m,0.9966755075863928
GATS3p,1.0997664476310247
GATS3s,0.9806945908958339
GATS3v,1.0375944860107686
GATS4Z,1.1789215686274512
GATS4c,1.1799205964884256
GATS4d,0.9236842105263158
GATS4i,0.9977103714237406
GATS4m,1.1676418126738632
GATS4p,0.8111149038827772
GATS4s,1.3409631391200956
GATS4v,0.8786701174917997
GATS5Z,0.985653099623688
GATS5c,0.6575759273209458
GATS5d,1.377923976608187
GATS5i,0.5405016921604296
GATS5m,0.9786365687129266
GATS5p,0.6401921744598559
GATS5s,0.9124388954947815
GATS5v,0.7436200433356662
GATS6Z,1.0914024700789409
GATS6c,0.5226867090189171
GATS6d,1.282894736842105
GATS6i,0.7537917838402042
GATS6m,1.0985991285381531
GATS6p,1.1670063960341426
GATS6s,0.4554526923730254
GATS6v,1.2076237003940828
GATS7Z,1.2355865641711232
GATS7c,1.189544570130473
GATS7d,0.8018092105263157
GATS7i,0.9470284651592301
GATS7m,1.2393416254765788
GATS7p,1.2355875823716584
GATS7s,1.1714105231866825
GATS7v,1.2775430253020588
GATS8Z,0.9803921568627452
GATS8c,0.5364055689153827
GATS8d,1.1842105263157894
GATS8i,1.015888346221406
GATS8m,0.9910624408641744
GATS8p,1.2806221221707534
GATS8s,0.6316884661117718
GATS8v,1.2418244972397594
MATS1Z,0.047746371275783024
MATS1c,-0.39771303062282487
MATS1d,0.3146616541353383
MATS1i,0.2628269287074588
MATS1m,0.047049937058766804
MATS1p,0.1044476633481733
MATS1s,-0.2663071173772719
MATS1v,0.06682295137679224
MATS2Z,0.03962080700048607
MATS2c,-0.01560212175288199
MATS2d,-0.07009569377990423
MATS2i,-0.34562399331183963
MATS2m,0.034920752183625996
MATS2p,-0.2223413092590397
MATS2s,0.10312398659604362
MATS2v,-0.13697857278312883
MATS3Z,-0.06302761241717958
MATS3c,0.049117240332971504
MATS3d,-0.044687189672293924
MATS3i,-0.34248639080786664
MATS3m,-0.0641300694829429
MATS3p,-0.19083804191511344
MATS3s,-0.012451484082292023
MATS3v,-0.13588612687057186
MATS4Z,-0.12823529411764706
MATS4c,-0.19113663423082325
MATS4d,0.007157894736842085
MATS4i,0.014685722550992306
MATS4m,-0.12241868737408194
MATS4p,0.07879473019065737
MATS4s,-0.2592627824019025
MATS4v,0.034819581961780116
MATS5Z,0.0189641513170925
MATS5c,0.14737088807685664
MATS5d,-0.23976608187134507
MATS5i,0.4292342463376371
MATS5m,0.025148211504714878
MATS5p,0.3297319446533895
MATS5s,-0.06437442198441004
MATS5v,0.23526260412662575
MATS6Z,-0.2758467023172907
MATS6c,0.29805208466706135
MATS6d,-0.37443609022556384
MATS6i,0.23659377750795327
MATS6m,-0.2794315943534386
MATS6p,-0.1926855023693504
MATS6s,0.30287073212162385
MATS6v,-0.27650999563452916
MATS7Z,-0.2678810160427808
MATS7c,-0.4591854862718643
MATS7d,-0.1276315789473684
MATS7i,-0.06896535450322826
MATS7m,-0.2683355566533254
MATS7p,-0.21032913616622903
MATS7s,-0.271551724137931
MATS7v,-0.24569881305225744
MATS8Z,0.11319073083778965
MATS8c,0.29521892315199083
MATS8d,-0.14736842105263157
MATS8i,-0.2735787564356128
MATS8m,0.10792937834709763
MATS8p,-0.16444440849806533
MATS8s,0.27705112960761014
MATS8v,-0.07710404328297212
MAXaaN,4.377369614512472
MINaaN,4.377369614512472
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,21.352964209210395
SpAD_D,113.884863984068
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,470
TMWC10,105.44223907040468
TSRW10,62.599178149670564
VE1_Dt,3.9734245989763615
VE2_Dt,0.2483390374360226
VE3_Dt,1.8496319714920644
VR1_Dt,74.81300612932698
VR2_Dt,4.675812883082936
VR3_Dt,4.7849953778453305
Xc-3dv,0.34458144853850703
Xc-4dv,0.0
Xc-5dv,0.031573786516665266
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.35830498571017655
Xch-7d,0.5507693935246437
Xp-0dv,8.537793209206509
Xp-1dv,5.008213002080295
Xp-2dv,3.569689277065523
Xp-3dv,2.410672859184599
Xp-4dv,1.5828682261295552
Xp-5dv,1.063252655677978
Xp-6dv,0.5182505407399265
Xp-7dv,0.2787348602983674
Xpc-4d,2.207362032296708
Xpc-5d,3.2686452403502457
Xpc-6d,4.686635350633836
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,28
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,1
nSpiro,0
naRing,3
piPC10,7.463802206103007
AATS0dv,8.461538461538462
AATS0pe,6.284476923076923
AATS0se,7.6337452307692315
AATS1dv,9.107142857142858
AATS1pe,6.634900000000001
AATS1se,7.838254000000001
AATS2dv,8.068181818181818
AATS2pe,6.502627272727275
AATS2se,7.744826272727275
AATS3dv,5.60377358490566
AATS3pe,6.35992452830189
AATS3se,7.71193041509434
AATS4dv,4.48
AATS4pe,6.32414
AATS4se,7.760270080000001
AATS5dv,4.527777777777778
AATS5pe,6.167627777777778
AATS5se,7.593037
AATS6dv,4.785714285714286
AATS6pe,6.265150000000003
AATS6se,7.571892000000004
AATS7dv,2.625
AATS7pe,5.949718750000001
AATS7se,7.395497000000002
AATS8dv,1.6153846153846154
AATS8pe,5.6065000000000005
AATS8se,7.154501538461539
AATSC0Z,6.639053254437869
AATSC0c,0.013663750672849572
AATSC0d,0.562130177514793
AATSC0i,1.7832847227808273
AATSC0m,31.7723578224852
AATSC0p,0.21282965440213014
AATSC0s,0.5529257067718606
AATSC0v,47.669833338302844
AATSC1Z,0.31699070160608606
AATSC1c,-0.0054342516897736655
AATSC1d,0.1768808114961961
AATSC1i,0.4686952466994169
AATSC1m,1.4948874357565458
AATSC1p,0.02222956009350176
AATSC1s,-0.1472480510942049
AATSC1v,3.1854389553052007
AATSC2Z,0.2630446476600317
AATSC2c,-0.00021318350159882222
AATSC2d,-0.039402904787520135
AATSC2i,-0.6163459870995064
AATSC2m,1.1095146338084967
AATSC2p,-0.04732082400891855
AATSC2s,0.057019903173749296
AATSC2v,-6.529745735490337
AATSC3Z,-0.4184436753377247
AATSC3c,0.0006711257256481535
AATSC3d,-0.025120017863123806
AATSC3i,-0.6107507484880125
AATSC3m,-2.0375635147929003
AATSC3p,-0.04061599450757282
AATSC3s,-0.0068847456365598875
AATSC3v,-6.477669020907636
AATSC4Z,-0.8513609467455621
AATSC4c,-0.0026116433145776134
AATSC4d,0.004023668639053244
AATSC4i,0.026188824668182457
AATSC4m,-3.889530339408283
AATSC4p,0.0167698551951867
AATSC4s,-0.14335305719921104
AATSC4v,1.659843669027434
AATSC5Z,0.12590401051939515
AATSC5c,0.0020136390711185887
AATSC5d,-0.13477975016436558
AATSC5i,0.7654468739882506
AATSC5m,0.7990179745233401
AATSC5p,0.0701767358259232
AATSC5s,-0.03559427277375992
AATSC5v,11.214929129451368
AATSC6Z,-1.8313609467455627
AATSC6c,0.004072509372413777
AATSC6d,-0.2104818258664412
AATSC6i,0.42191406893493916
AATSC6m,-8.878200602704988
AATSC6p,-0.04100918887756968
