DLiP-ID,T001ND
ATSC6Z,-93.42357351103708
ATSC6c,-0.14533227695102188
ATSC6d,-6.440649729279468
ATSC6i,17.37497132664038
ATSC6m,-433.4570220000002
ATSC6p,1.247730476225844
ATSC6s,-12.191216622703504
ATSC6v,7.939991285741279
ATSC7Z,-133.3277800916285
ATSC7c,-0.005941913524220698
ATSC7d,-15.185755935027075
ATSC7i,12.672712126849005
ATSC7m,-629.1184220000002
ATSC7p,-0.6272837302198602
ATSC7s,-12.03099403026517
ATSC7v,-420.46013708374124
ATSC8Z,-181.25989171178676
ATSC8c,0.05563505630025795
ATSC8d,-18.18825489379425
ATSC8i,-0.24182467286884685
ATSC8m,-864.086851
ATSC8p,-3.1737441701558424
ATSC8s,-11.701860335971125
ATSC8v,-965.3227965512341
AXp-0d,0.6771629707257195
AXp-1d,0.44479239605401233
AXp-2d,0.28617454625083766
AXp-3d,0.18648129056871657
AXp-4d,0.12184228980296102
AXp-5d,0.0794381291376736
AXp-6d,0.048425099613195494
AXp-7d,0.03183966333819968
GATS1Z,0.8231334841628957
GATS1c,1.5423402228179188
GATS1d,0.7591736885023103
GATS1i,1.2100904948828866
GATS1m,0.8270288058308993
GATS1p,1.0405345760103863
GATS1s,0.6700593193880736
GATS1v,0.9664365041293425
GATS2Z,0.9660633484162893
GATS2c,1.2472816728678395
GATS2d,1.1073661321011143
GATS2i,1.2426000621950155
GATS2m,0.9704258977846218
GATS2p,1.1626604128151172
GATS2s,0.7165589951727948
GATS2v,1.104627605277089
GATS3Z,0.8481209150326795
GATS3c,0.9271409076212004
GATS3d,0.972909305064782
GATS3i,1.0700561441403338
GATS3m,0.8517852219641537
GATS3p,1.0101608568634912
GATS3s,0.5958996773857841
GATS3v,0.9630616770252692
GATS4Z,0.8641103548857557
GATS4c,1.2454005753736084
GATS4d,0.9358409017901468
GATS4i,1.0879372939683019
GATS4m,0.861899606285364
GATS4p,0.8732784606421139
GATS4s,0.8714639942409362
GATS4v,0.8447787016052658
GATS5Z,0.9346860859728504
GATS5c,1.663317350304053
GATS5d,1.0188910029899427
GATS5i,0.9856773686225528
GATS5m,0.9246345845090335
GATS5p,0.6874157873885971
GATS5s,1.3662431854751556
GATS5v,0.7116391194432455
GATS6Z,1.1537077596996241
GATS6c,1.8294198555737473
GATS6d,1.359371475828885
GATS6i,1.008421023672306
GATS6m,1.1434953266214334
GATS6p,0.8435636365590475
GATS6s,1.6506386964348583
GATS6v,0.8995334063201926
GATS7Z,1.1616755793226377
GATS7c,1.2433083260918207
GATS7d,1.5530570724917014
GATS7i,0.9970840642284616
GATS7m,1.1571626843856344
GATS7p,0.9946142896313754
GATS7s,1.4040927539522605
GATS7v,1.0353197856180854
GATS8Z,1.1863502673796789
GATS8c,0.7447118987454017
GATS8d,1.3599743013170573
GATS8i,1.0273510717835175
GATS8m,1.1859890337854508
GATS8p,1.1293884779570555
GATS8s,1.2603456986348027
GATS8v,1.1558480713600852
MATS1Z,0.0695654223227752
MATS1c,-0.43490681739732767
MATS1d,0.2802731720576242
MATS1i,-0.042982033608771515
MATS1m,0.06795192066003813
MATS1p,-0.00621631749133187
MATS1s,0.1861367948317683
MATS1v,0.01688121650891591
MATS2Z,-0.038786764705882375
MATS2c,-0.1748864567430706
MATS2d,0.006523511823865123
MATS2i,-0.15583988323167372
MATS2m,-0.04187153746577428
MATS2p,-0.15434012847761594
MATS2s,0.16593818295348114
MATS2v,-0.1257925574565376
MATS3Z,0.13618940631808277
MATS3c,0.10145699830770584
MATS3d,0.09624067530427954
MATS3i,-0.09356284617256407
MATS3m,0.1323294970504261
MATS3p,-0.03329567128415772
MATS3s,0.3521264786484892
MATS3v,0.015676496216819814
MATS4Z,0.1653231850591476
MATS4c,0.08170122161519454
MATS4d,0.11721373711415471
MATS4i,-0.10152945855401646
MATS4m,0.16386750677698697
MATS4p,0.04753885034249313
MATS4s,0.2660806114102739
MATS4v,0.09467930316194438
MATS5Z,0.11607454279788836
MATS5c,0.02618306827962037
MATS5d,0.09589052731720574
MATS5i,0.08647624440535091
MATS5m,0.11906404095648881
MATS5p,0.18530305875037956
MATS5s,0.00404458560484161
MATS5v,0.1803948885085101
MATS6Z,-0.146217928660826
MATS6c,-0.1544444382047181
MATS6d,-0.14532741899105334
MATS6i,0.11477927541975108
MATS6m,-0.14135421347954805
MATS6p,0.058822931224124374
MATS6s,-0.3499910323433483
MATS6v,0.0016502492322594171
MATS7Z,-0.198133293721529
MATS7c,-0.005995552103155147
MATS7d,-0.32534711068279976
MATS7i,0.0794880074987454
MATS7m,-0.19479947273073933
MATS7p,-0.028079059790143922
MATS7s,-0.3279472842694822
MATS7v,-0.08297495014980745
MATS8Z,-0.24242702762923346
MATS8c,0.050523554357604535
MATS8d,-0.3507067137809187
MATS8i,-0.0013651336111936145
MATS8m,-0.24079933343857537
MATS8p,-0.12785948880432899
MATS8s,-0.2870780234439304
MATS8v,-0.17144990326567583
MAXaaN,4.756505338246409
MINaaN,4.317130102040816
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,35.66432736349616
SpAD_D,274.3480933951321
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,7.543249111119955
SssNH2,0
SsssAs,0
SsssCH,0.7089249496094733
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,836
TMWC10,129.8036640667669
TSRW10,60.730105346815634
VE1_Dt,5.021176482012006
VE2_Dt,0.19312217238507715
VE3_Dt,2.5691757102398367
VR1_Dt,158.50430601184488
VR2_Dt,6.0963194619940335
VR3_Dt,6.021293205242908
Xc-3dv,0.5138105998770446
Xc-4dv,0.0
Xc-5dv,0.044043844299856305
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.37422759959187446
Xch-7d,0.3166998564107686
Xp-0dv,14.80499776101538
Xp-1dv,9.353889877599693
Xp-2dv,6.798563781737782
Xp-3dv,4.9108750559641114
Xp-4dv,3.4754695345242483
Xp-5dv,2.475669294133827
Xp-6dv,1.131841464277092
Xp-7dv,0.7164761609873791
Xpc-4d,2.7132516680497525
Xpc-5d,4.44324682968897
Xpc-6d,6.767983553813997
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,52
nFRing,0
nHBAcc,5
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,7.701186046881488
AATS0dv,6.326530612244898
AATS0pe,6.001642857142857
AATS0se,7.426197714285713
AATS1dv,6.634615384615385
AATS1pe,6.373376923076923
AATS1se,7.616240384615384
AATS2dv,5.241758241758242
AATS2pe,6.19243076923077
AATS2se,7.526895384615384
AATS3dv,4.007936507936508
AATS3pe,5.9497333333333335
AATS3se,7.404994222222222
AATS4dv,3.727272727272727
AATS4pe,5.986443801652892
AATS4se,7.47331761983471
AATS5dv,4.115384615384615
AATS5pe,6.185534615384615
AATS5se,7.6369795
AATS6dv,3.893617021276596
AATS6pe,6.276005319148935
AATS6se,7.670034468085105
AATS7dv,3.2525252525252526
AATS7pe,6.145217171717173
AATS7se,7.537814707070708
AATS8dv,2.5727272727272728
AATS8pe,6.017463636363637
AATS8se,7.43065749090909
AATSC0Z,6.797167846730531
AATSC0c,0.010010642472091394
AATSC0d,0.4714702207413578
AATSC0i,1.6103963003792163
AATSC0m,32.62191342857142
AATSC0p,0.22565567873373676
AATSC0s,0.37056319126289977
AATSC0v,51.184991182122666
AATSC1Z,0.4728478518565979
AATSC1c,-0.004353696657639784
AATSC1d,0.13214045429788865
AATSC1i,-0.0692181079063408
AATSC1m,2.216721673076918
AATSC1p,-0.001402747342730893
AATSC1s,0.06897544470430769
AATSC1v,0.8640649181523645
AATSC2Z,-0.26364014993752627
AATSC2c,-0.0017507257916657567
AATSC2d,0.0030756415596065474
AATSC2i,-0.25096397140781646
AATSC2m,-1.3659296703296735
AATSC2p,-0.03482772644746856
AATSC2s,0.061490582627608883
AATSC2v,-6.438690944189536
AATSC3Z,0.9257022536905919
AATSC3c,0.0010156497363500248
AATSC3d,0.04537461243000602
AATSC3i,-0.1506732613292469
AATSC3m,4.316841396825397
AATSC3p,-0.007513357302521998
AATSC3s,0.1304851116561515
AATSC3v,0.8024013206245015
AATSC4Z,1.1237294378031193
AATSC4c,0.0008178817191228178
AATSC4d,0.05526278651113001
AATSC4i,-0.16350266443489309
AATSC4m,5.34567161983471
AATSC4p,0.010727411540256821
AATSC4s,0.09859968049737464
AATSC4v,4.846159297473641
AATSC5Z,0.7889781501297536
AATSC5c,0.0002621093353696366
AATSC5d,0.04520952808124819
AATSC5i,0.13926102406106602
AATSC5m,3.8840968365384603
AATSC5p,0.041814687493754395
AATSC5s,0.0014987745490660925
AATSC5v,9.23351077760809
AATSC6Z,-0.9938678033089051
AATSC6c,-0.0015460880526704456
