DLiP-ID,J000EJ
AATS8Z,15.478632478632479
AATS8d,2.7948717948717947
AATS8i,159.37684405557897
AATS8m,54.4793943846154
AATS8p,1.3245535776032817
AATS8s,2.8516144349477672
AATS8v,178.05612739427647
AMID_C,1.6356575823790078
AMID_N,0.2883411909763493
AMID_O,0.12664999891855747
AMID_X,0.0
AMID_h,0.4149911898949068
ATS0dv,382.0
ATS0pe,336.03109999999987
ATS0se,415.6219079999998
ATS1dv,400.0
ATS1pe,374.32150000000007
ATS1se,447.2983439999998
ATS2dv,550.0
ATS2pe,640.4921999999998
ATS2se,779.1290759999999
ATS3dv,498.0
ATS3pe,760.1295000000001
ATS3se,932.4661199999998
ATS4dv,459.0
ATS4pe,819.5136
ATS4se,1014.935956
ATS5dv,460.0
ATS5pe,788.9057000000003
ATS5se,980.7056199999996
ATS6dv,428.0
ATS6pe,788.6702999999997
ATS6se,987.022504
ATS7dv,416.0
ATS7pe,723.2366999999998
ATS7se,896.1578999999997
ATS8dv,387.0
ATS8pe,721.9541000000004
ATS8se,892.0154360000004
ATSC0Z,391.3818181818181
ATSC0c,0.9758996220104992
ATSC0d,32.72727272727273
ATSC0i,83.79530914018805
ATSC0m,1868.847241927273
ATSC0p,12.501246737311742
ATSC0s,47.047474747474766
ATSC0v,2787.043096254797
ATSC1Z,29.724628099173582
ATSC1c,-0.425575561067671
ATSC1d,15.396694214876032
ATSC1i,-22.338562963778987
ATSC1m,138.60454494942186
ATSC1p,-1.1882829145402323
ATSC1s,-1.3020844811753933
ATSC1v,-61.23176883857262
ATSC2Z,58.971570247933904
ATSC2c,-0.050427537025658324
ATSC2d,-0.4628099173553779
ATSC2i,30.089877983815473
ATSC2m,292.4498407335541
ATSC2p,4.360803152053035
ATSC2s,5.8890817263544495
ATSC2v,835.494340190526
ATSC3Z,-80.3084297520661
ATSC3c,0.05313549482116418
ATSC3d,-11.73553719008265
ATSC3i,-27.886880240057454
ATSC3m,-385.46989745553685
ATSC3p,-3.4400953710184594
ATSC3s,-1.2698071625344394
ATSC3v,-687.6320534607527
ATSC4Z,-118.62115702479335
ATSC4c,-0.20866891428533157
ATSC4d,-6.826446280991737
ATSC4i,-7.318958127107812
ATSC4m,-563.7416852955373
ATSC4p,-2.5428468082153945
ATSC4s,-15.535867768595045
ATSC4v,-669.3966887262918
ATSC5Z,-18.83669421487601
ATSC5c,0.12641566729092812
ATSC5d,0.2314049586776845
ATSC5i,-34.35239322851416
ATSC5m,-106.68838220859492
ATSC5p,-3.9328674735195563
ATSC5s,12.158135904499542
ATSC5v,-719.7643053899615
ATSC6Z,88.77454545454546
ATSC6c,0.06919160434598919
ATSC6d,3.1818181818181808
ATSC6i,25.333851002880717
ATSC6m,424.2449163199999
ATSC6p,2.6786229653430813
ATSC6s,3.524949494949495
ATSC6v,643.7720899832009
ATSC7Z,-4.910082644628107
ATSC7c,0.04035201281870617
ATSC7d,-4.487603305785127
ATSC7i,9.015730200094978
ATSC7m,-18.587680989421443
ATSC7p,0.6874942336770019
ATSC7s,-4.801854912764008
ATSC7v,105.84942936806848
ATSC8Z,-131.06677685950413
ATSC8c,-0.15378977129981017
ATSC8d,-7.710743801652896
ATSC8i,-16.47401837583877
ATSC8m,-621.9870925725618
ATSC8p,-2.3872389324536023
ATSC8s,-14.188365472910936
ATSC8v,-734.2629564984868
AXp-0d,0.7027622210239474
AXp-1d,0.4389389122908677
AXp-2d,0.28176053237023113
AXp-3d,0.18050852934059597
AXp-4d,0.1154212848091621
AXp-5d,0.0740408593710292
AXp-6d,0.04771129206217406
AXp-7d,0.03130652577709809
GATS1Z,0.8123736491876705
GATS1c,1.4953844864947146
GATS1d,0.6685344827586206
GATS1i,1.4522000559684836
GATS1m,0.8178171982102214
GATS1p,1.1490630219019402
GATS1s,0.6142914624874046
GATS1v,1.0155535120806114
GATS2Z,0.8817957192913383
GATS2c,1.3703513426491543
GATS2d,1.2415841584158416
GATS2i,0.9343094103082094
GATS2m,0.8776213152308407
GATS2p,0.7891462490869704
GATS2s,0.6269209912596556
GATS2v,0.7900160933641698
GATS3Z,1.0331125377592159
GATS3c,0.9721266169627077
GATS3d,1.3146341463414635
GATS3i,1.2157493953992649
GATS3m,1.0350383986651281
GATS3p,1.1338947194405442
GATS3s,0.9078790065441067
GATS3v,1.095263159248963
GATS4Z,1.1027518266698655
GATS4c,1.0710459844076103
GATS4d,1.0712686567164178
GATS4i,1.0623068618695612
GATS4m,1.1013869702555479
GATS4p,1.0570384285546026
GATS4s,1.3798780161497932
GATS4v,1.064630487167104
GATS5Z,0.9810805750262599
GATS5c,0.8688394244424265
GATS5d,0.976145038167939
GATS5i,1.1662334502706846
GATS5m,0.9863759212171954
GATS5p,1.128980883557963
GATS5s,0.8687424271750935
GATS5v,1.1003665396431828
GATS6Z,0.8968224472730653
GATS6c,0.9600707541655119
GATS6d,0.96875
GATS6i,0.8506706812507812
GATS6m,0.8967713915445275
GATS6p,0.8748209304201415
GATS6s,1.0766445885308193
GATS6v,0.880608486588149
GATS7Z,0.9991327003843992
GATS7c,1.1112612671373832
GATS7d,1.1536016949152543
GATS7i,0.9567273806345092
GATS7m,0.9959511882766913
GATS7p,0.9505819732202682
GATS7s,1.5232089708931038
GATS7v,0.9487307337853959
GATS8Z,1.1438760997434232
GATS8c,1.0187986029071034
GATS8d,1.1423076923076922
GATS8i,1.1178921488203746
GATS8m,1.140814032069285
GATS8p,1.0657940959978
GATS8s,1.7708517409550097
GATS8v,1.0844354823127422
MATS1Z,0.07201956254985958
MATS1c,-0.41352924311573075
MATS1d,0.4461206896551724
MATS1i,-0.25279601291786397
MATS1m,0.07032963497489783
MATS1p,-0.0901366102793818
MATS1s,-0.02624445393723265
MATS1v,-0.020833767679958645
MATS2Z,0.08205090229361137
MATS2c,-0.028138693104414348
MATS2d,-0.007700770077007802
MATS2i,0.19554289241282868
MATS2m,0.08521555972737671
MATS2p,0.18995663677958147
MATS2s,0.06816360941330617
MATS2v,0.16324547189875674
MATS3Z,-0.09175253371041561
MATS3c,0.02434653479840062
MATS3d,-0.16034327009936775
MATS3i,-0.14881194812363543
MATS3m,-0.09223043190805313
MATS3p,-0.12304804952773582
MATS3s,-0.012068659450362063
MATS3v,-0.11032400176934336
MATS4Z,-0.12439971932588288
MATS4c,-0.08776280548480613
MATS4d,-0.08561359867330019
MATS4i,-0.035849858522731017
MATS4m,-0.12381242694971809
MATS4p,-0.08348813533743843
MATS4s,-0.1355367568196333
MATS4v,-0.09858203219304827
MATS5Z,-0.020206701925525154
MATS5c,0.05438600339958152
MATS5d,0.0029686174724342478
MATS5i,-0.17211894870701375
MATS5m,-0.023968161345701754
MATS5p,-0.13208313824954312
MATS5s,0.10849808418695002
MATS5v,-0.1084271430856786
MATS6Z,0.09450974015918737
MATS6c,0.029541803781795085
MATS6d,0.04050925925925925
MATS6i,0.12597090886723364
MATS6m,0.09458703267316715
MATS6p,0.08927852762838016
MATS6s,0.03121801890775847
MATS6v,0.09624478759829366
MATS7Z,-0.005847481248533515
MATS7c,0.019272618970067257
MATS7d,-0.06391242937853112
MATS7i,0.05014895428254378
MATS7m,-0.0046358789628941416
MATS7p,0.025632821613296313
MATS7s,-0.047572217756417956
MATS7v,0.01770212972327815
MATS8Z,-0.1574232234364168
MATS8c,-0.07407968535418741
MATS8d,-0.11075498575498581
MATS8i,-0.09241802138884575
MATS8m,-0.15645318046302142
MATS8p,-0.08976755353683274
MATS8s,-0.14176625820784958
MATS8v,-0.12384679215609173
MAXaaN,4.786687636814454
MAXssO,5.213088050177593
MINaaN,4.786687636814454
MINssO,5.213088050177593
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,37.798464686334086
SpAD_D,344.60181247282645
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.6899772524523207
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,966
TMWC10,137.85657026979638
TSRW10,80.32561610178603
VE1_Dt,5.306461868120043
VE2_Dt,0.18298144372827735
VE3_Dt,2.733636035304892
VR1_Dt,183.33883077981568
VR2_Dt,6.322028647579851
VR3_Dt,6.276046712172984
Xc-3dv,0.9025051709943344
Xc-4dv,0.0
Xc-5dv,0.1582964693125991
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.21407617506269555
Xch-6d,0.509679700787487
Xch-7d,0.6903410476205553
Xp-0dv,17.1053666456908
Xp-1dv,9.838514001824695
Xp-2dv,7.491870834377194
Xp-3dv,5.286956598063241
Xp-4dv,3.758552188100082
Xp-5dv,2.3035971225042986
Xp-6dv,1.4093927594655162
Xp-7dv,0.9027550624766705
Xpc-4d,4.659539832975743
Xpc-5d,6.906049658141753
Xpc-6d,9.438407476325112
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,58
nFRing,1
nHBAcc,5
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,7.479643663861639
AATS0dv,6.945454545454545
AATS0pe,6.109656363636361
AATS0se,7.55676196363636
AATS1dv,6.896551724137931
AATS1pe,6.453818965517242
AATS1se,7.7120404137931
AATS2dv,5.445544554455446
AATS2pe,6.341506930693067
AATS2se,7.714149267326732
AATS3dv,4.048780487804878
AATS3pe,6.179914634146343
AATS3se,7.581025365853657
AATS4dv,3.425373134328358
AATS4pe,6.115773134328358
AATS4se,7.574148925373135
AATS5dv,3.5114503816793894
AATS5pe,6.022180916030536
AATS5se,7.486302442748088
AATS6dv,3.242424242424242
AATS6pe,5.9747749999999975
AATS6se,7.477443212121212
AATS7dv,3.5254237288135593
AATS7pe,6.129124576271185
AATS7se,7.594558474576268
AATS8dv,3.3076923076923075
AATS8pe,6.170547863247866
AATS8se,7.6240635555555585
AATSC0Z,7.116033057851238
AATSC0c,0.017743629491099984
AATSC0d,0.5950413223140496
AATSC0i,1.5235510752761463
AATSC0m,33.97904076231406
AATSC0p,0.22729539522384987
AATSC0s,0.8554086317722684
AATSC0v,50.67351084099631
AATSC1Z,0.5124935879167859
AATSC1c,-0.007337509673580535
AATSC1d,0.2654602450840695
AATSC1i,-0.38514763730653423
AATSC1m,2.389733533610722
AATSC1p,-0.020487636457590212
AATSC1s,-0.022449732434058504
AATSC1v,-1.055720152389183
AATSC2Z,0.5838769331478605
AATSC2c,-0.0004992825448084982
AATSC2d,-0.004582276409459188
AATSC2i,0.297919583998173
AATSC2m,2.8955429775599413
AATSC2p,0.043176268832208264
AATSC2s,0.05830773986489554
AATSC2v,8.272221190005208
AATSC3Z,-0.6529140630249277
AATSC3c,0.0004319958928549933
AATSC3d,-0.0954108714640866
AATSC3i,-0.22672260357770288
AATSC3m,-3.133901605329568
AATSC3p,-0.027968255048930565
AATSC3s,-0.010323635467759669
AATSC3v,-5.590504499680916
AATSC4Z,-0.8852325151103981
AATSC4c,-0.0015572307036218775
AATSC4d,-0.05094362896262491
AATSC4i,-0.05461909050080457
