DLiP-ID,C001YO
GATS6i,1.0250943247728985
GATS6m,0.88289440689901
GATS6p,0.9357826008014483
GATS6s,0.8673332535622764
GATS6v,0.9901671880499378
GATS7Z,0.9615278162192081
GATS7c,1.5605749386784262
GATS7d,1.2
GATS7i,0.8332327957575391
GATS7m,0.9596354602147015
GATS7p,0.7763239455299662
GATS7s,1.5136534146998117
GATS7v,0.8507834993010899
GATS8Z,2.5269858843066695
GATS8c,1.9440105799454395
GATS8d,1.1428571428571428
GATS8i,1.1353640634127957
GATS8m,2.447499870162486
GATS8p,1.8464700663147962
GATS8s,1.8410332346166505
GATS8v,1.3411538211436758
MATS1Z,-0.0963701038431179
MATS1c,-0.6336240500350554
MATS1d,0.2566137566137565
MATS1i,-0.11323345485246158
MATS1m,-0.09095733787641591
MATS1p,-0.11666712547920634
MATS1s,-0.06830715291557674
MATS1v,-0.02360886949770317
MATS2Z,0.06790294307592956
MATS2c,0.2281163142537456
MATS2d,-0.04761904761904765
MATS2i,-0.2256487399166644
MATS2m,0.0581351626286507
MATS2p,-0.22100456374987987
MATS2s,0.04608844046158951
MATS2v,-0.1421422895194607
MATS3Z,0.0032535017882049135
MATS3c,-0.11403112392312793
MATS3d,-0.18767507002801118
MATS3i,0.05616839070340293
MATS3m,0.0011692785713004713
MATS3p,0.06312932453632171
MATS3s,-0.08361216543813377
MATS3v,-0.0014159806918989225
MATS4Z,-0.026374665559553465
MATS4c,-0.024797499106598887
MATS4d,-0.14434523809523805
MATS4i,-0.06960390277477442
MATS4m,-0.03299142968961092
MATS4p,-0.008263771045728417
MATS4s,-0.1771678563771975
MATS4v,-0.11444313928205917
MATS5Z,-0.05681204117406718
MATS5c,0.0020705822047285922
MATS5d,0.054421768707483
MATS5i,-0.10278798563916428
MATS5m,-0.054457687941605146
MATS5p,-0.08855892947275162
MATS5s,0.03879642212564229
MATS5v,-0.05686684339213391
MATS6Z,0.05675492819140752
MATS6c,0.055796253308315356
MATS6d,-0.01785714285714285
MATS6i,-0.0148730554488274
MATS6m,0.061200292314374835
MATS6p,0.005805414102779059
MATS6s,0.14525042295279217
MATS6v,0.05665124806501825
MATS7Z,0.12053694990312758
MATS7c,0.07160432673487067
MATS7d,-0.21428571428571425
MATS7i,0.23207178582807772
MATS7m,0.12410853164491756
MATS7p,0.26345866576349586
MATS7s,-0.10436970893535555
MATS7v,0.1610329888093631
MATS8Z,-0.5308607805148075
MATS8c,-0.09334686903689841
MATS8d,-0.21428571428571416
MATS8i,-4.228127444047618e-05
MATS8m,-0.5296329544431402
MATS8p,-0.18277089950947684
MATS8s,-0.40136059509208577
MATS8v,-0.28243343538086446
MAXaaN,4.196842561098514
MAXaaO,5.311834057697153
MAXsSH,4.086662012541642
MINaaN,4.196842561098514
MINaaO,5.311834057697153
MINsSH,4.086662012541642
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,21.437150065527362
SpAD_D,112.17696930161915
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,469
TMWC10,105.45758803768862
TSRW10,62.57222315910728
VE1_Dt,3.97518328490815
VE2_Dt,0.24844895530675937
VE3_Dt,1.85007448569988
VR1_Dt,74.78845224676442
VR2_Dt,4.674278265422776
VR3_Dt,4.784667120580333
Xc-3dv,0.4126164413414948
Xc-4dv,0.0
Xc-5dv,0.042992293264032394
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.4024112627128349
Xch-7d,0.4660258384485472
Xp-0dv,9.315904825980704
Xp-1dv,5.424999753449303
Xp-2dv,3.9275431299948296
Xp-3dv,2.6746873742611497
Xp-4dv,1.931515371404461
Xp-5dv,1.2836345363874295
Xp-6dv,0.6336680871128799
Xp-7dv,0.40813825977846496
Xpc-4d,2.132447075166178
Xpc-5d,3.494321786266416
Xpc-6d,4.889518166889684
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,27
nFRing,1
nHBAcc,3
nHBDon,1
nHRing,1
nSpiro,0
naRing,3
piPC10,7.463802206103007
AATS0dv,8.532345679012346
AATS0pe,6.232963999999999
AATS0se,7.6316034
AATS1dv,8.860082304526749
AATS1pe,6.470944444444445
AATS1se,7.717090592592594
AATS2dv,7.764550264550264
AATS2pe,6.4914047619047635
AATS2se,7.768063333333335
AATS3dv,4.989106753812637
AATS3pe,6.17956862745098
AATS3se,7.567496235294118
AATS4dv,4.090277777777778
AATS4pe,6.052458333333334
AATS4se,7.475425166666665
AATS5dv,3.759259259259259
AATS5pe,5.925154761904762
AATS5se,7.391294761904764
AATS6dv,3.8117283950617287
AATS6pe,5.970944444444443
AATS6se,7.4608064999999995
AATS7dv,3.6133333333333337
AATS7pe,6.2221400000000004
AATS7se,7.749331679999999
AATS8dv,2.2222222222222223
AATS8pe,6.299899999999999
AATS8se,7.911409333333334
AATSC0Z,11.561600000000004
AATSC0c,0.01606589620852876
AATSC0d,0.56
AATSC0i,1.5886558744173045
AATSC0m,51.9327872224
AATSC0p,0.32945028161640955
AATSC0s,0.4076085962505715
AATSC0v,51.728842977704424
AATSC1Z,-1.1141925925925922
AATSC1c,-0.010179738223090833
AATSC1d,0.14370370370370367
AATSC1i,-0.1798889932319297
AATSC1m,-4.723668074251852
AATSC1p,-0.03843601734450152
AATSC1s,-0.027842582713791364
AATSC1v,-1.2212595031278028
AATSC2Z,0.7850666666666675
AATSC2c,0.0036648930282728058
AATSC2d,-0.02666666666666669
AATSC2i,-0.3584781962234714
AATSC2m,3.0191210309333374
AATSC2p,-0.07281001576590966
AATSC2s,0.01878604451992654
AATSC2v,-7.352856175043583
AATSC3Z,0.03761568627450994
AATSC3c,-0.001832012201490854
AATSC3d,-0.10509803921568628
AATSC3i,0.08923224384752737
AATSC3m,0.06072389524705924
AATSC3p,0.020797973746744903
AATSC3s,-0.034081037383708254
AATSC3v,-0.07324704287070063
AATSC4Z,-0.30493333333333345
AATSC4c,-0.00039839404687770234
AATSC4d,-0.08083333333333331
AATSC4i,-0.1105766490255163
AATSC4m,-1.713336898233334
AATSC4p,-0.0027225016982287582
AATSC4s,-0.07221514123863233
AATSC4v,-5.920011181797196
AATSC5Z,-0.6568380952380953
AATSC5c,3.3265758792396206e-05
AATSC5d,0.030476190476190483
AATSC5i,-0.16329473720517984
AATSC5m,-2.828139520495238
AATSC5p,-0.029175764254445773
AATSC5s,0.01581375516217767
AATSC5v,-2.941656012469404
AATSC6Z,0.6561777777777773
AATSC6c,0.0008964168144761738
