DLiP-ID,C000ET
NsF,0
NsI,0
NtN,0
SMR,87.68600000000004
SdO,0
SdS,0
Spe,36.11764705882352
SsF,0
SsI,0
Sse,37.55680990531685
StN,0
fMF,0.3684210526315789
nBr,0
nCl,0
AMID,2.0471321359966543
BIC0,0.2634507747491855
BIC1,0.5466421243605016
BIC2,0.6485482646267108
BIC3,0.7788804038387136
BIC4,0.7788804038387136
BIC5,0.7788804038387136
CIC0,3.784566777055923
CIC1,2.211555263613362
CIC2,1.6455085529731792
CIC3,0.9215671054908903
CIC4,0.9215671054908903
CIC5,0.9215671054908903
GGI1,5.0
GGI2,2.666666666666668
GGI3,1.125
GGI4,1.5911111111111114
GGI5,0.6388888888888891
GGI6,0.4440816326530612
GGI7,0.2986111111111111
GGI8,0.1567145376669186
GGI9,0.14250000000000002
JGI1,0.22727272727272724
JGI2,0.08333333333333337
JGI3,0.03409090909090909
JGI4,0.061196581196581196
JGI5,0.029040404040404047
JGI6,0.02467120181405896
JGI7,0.021329365079365076
JGI8,0.014246776151538056
JGI9,0.017812500000000002
MIC0,15.304940520381322
MIC1,29.66202897508967
MIC2,36.4608160165889
MIC3,37.190548995651056
MIC4,37.190548995651056
MIC5,37.190548995651056
MPC2,32
MPC3,42
MPC4,54
MPC5,76
MPC6,86
MPC7,100
MPC8,115
MPC9,130
Mare,0.960526315789474
NaaN,1
NaaO,0
NaaS,1
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.3409487379046785
RPCG,0.09513582594057306
SIC0,0.27884545520855225
SIC1,0.5785850208586087
SIC2,0.6864460210706246
SIC3,0.8243940864026575
SIC4,0.8243940864026575
SIC5,0.8243940864026575
SaaN,4.7519567271352985
SaaO,0
SaaS,1.7985648148148146
Sare,36.500000000000014
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,55.607707982731164
TIC1,115.38214549354848
TIC2,136.89192049787542
TIC3,164.40169550220241
TIC4,164.40169550220241
TIC5,164.40169550220241
Vabc,249.88516879338542
WPol,33
apol,44.92227399999998
bpol,25.077725999999995
nRot,1
ABCGG,12.26082619263487
ATS0Z,997.0
ATS0d,126.0
ATS0i,6098.277429506583
ATS0m,3942.9468349999993
ATS0p,64.665432287282
ATS0s,90.86454046639233
ATS0v,8662.497584177716
ATS1Z,1068.0
ATS1d,152.0
ATS1i,5820.318382958198
ATS1m,4065.1469719999986
ATS1p,77.89259758000001
ATS1s,109.16049382716051
ATS1v,10721.02046685577
ATS2Z,1608.0
ATS2d,250.0
ATS2i,10739.956975773388
ATS2m,6098.384171999999
ATS2p,117.345554178188
ATS2s,163.86419753086423
ATS2v,15842.810516743984
ATS3Z,1844.0
ATS3d,268.0
ATS3i,11812.208250472555
ATS3m,6807.776687999999
ATS3p,142.28105416969805
ATS3s,197.2160493827161
ATS3v,18417.309006053223
ATS4Z,1578.0
ATS4d,252.0
ATS4i,15068.499036221441
ATS4m,5616.146917999999
ATS4p,137.54355231697997
ATS4s,202.93209876543213
ATS4v,16909.74217245602
ATS5Z,1356.0
ATS5d,228.0
ATS5i,13899.820822401532
ATS5m,4839.976553999999
ATS5p,122.25261870607402
ATS5s,167.81481481481487
ATS5v,14509.402806300037
ATS6Z,1046.0
ATS6d,185.0
ATS6i,10531.558509762246
ATS6m,3481.1385939999986
ATS6p,98.73904050788599
ATS6s,136.6666666666667
ATS6v,11626.487030727067
ATS7Z,750.0
ATS7d,150.0
ATS7i,8491.674253863195
ATS7m,2559.466318
ATS7p,69.554950019396
ATS7s,128.44444444444443
ATS7v,9155.804295764345
ATS8Z,618.0
ATS8d,120.0
ATS8i,7096.623212262348
ATS8m,2081.2841149999995
ATS8p,63.402312614547
ATS8s,101.99999999999999
ATS8v,7982.752223690027
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,12
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.25
GGI10,0.0
JGI10,0.0
JGT10,0.5129937979789171
Kier1,14.917355371900827
Kier2,6.01171875
Kier3,3.122448979591837
MID_C,32.701583455743275
MID_N,6.143738319303567
MID_O,0.0
MID_X,0.0
MID_h,8.241059264189811
MPC10,110
MWC01,22.0
MWC02,4.6913478822291435
MWC03,5.54907608489522
MWC04,6.437751649736401
MWC05,7.319202458767849
MWC06,8.210939733379021
MWC07,9.10063710688422
MWC08,9.99474407280768
MWC09,10.888202994524125
MWC10,11.783921598203822
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,4
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.498900000000001
SRW02,3.8066624897703196
SRW03,0.0
SRW04,5.153291594497779
SRW05,0.0
SRW06,6.70073110954781
SRW07,0.0
SRW08,8.340217320947035
SRW09,0.0
SRW10,10.02857716337495
SaaCH,12.82800359032502
SaaNH,0
SaaSe,0
SaaaC,2.282693688586546
SaasC,3.4897901444528436
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,8.239909507012682
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.117659202569917
SsssP,0
VE1_A,4.03250539458419
VE1_D,4.402852359982261
VE2_A,0.2016252697292095
VE2_D,0.22014261799911305
VE3_A,2.0875350493528897
VE3_D,2.17539977508439
VR1_A,122.99126441630189
VR1_D,106.3714111798662
VR2_A,6.149563220815095
VR2_D,5.31857055899331
VR3_A,5.505260512404576
VR3_D,5.360084029444797
WPath,805
Xc-3d,1.6666666666666667
Xc-4d,0.0
Xc-5d,0.5
Xc-6d,0.0
Xp-0d,14.27565640300939
Xp-1d,9.541713895658194
Xp-2d,9.146021383988968
Xp-3d,7.457443438662157
Xp-4d,5.9127366507983465
Xp-5d,5.255782004452252
Xp-6d,3.9244028366468777
Xp-7d,2.961558128871439
ZMIC0,67.91639764616765
ZMIC1,43.273921709772914
ZMIC2,29.24364005001789
ZMIC3,26.293306989666295
ZMIC4,26.293306989666295
ZMIC5,26.293306989666295
nAcid,0
nAtom,38
nBase,1
nRing,3
piPC1,3.449987545831587
piPC2,4.1666652238017265
piPC3,4.826311734631628
piPC4,5.459585514144159
piPC5,6.157773161669653
piPC6,6.64703965476017
piPC7,7.179933012310051
piPC8,7.715593915631814
piPC9,8.205672451554925
AATS0Z,26.236842105263158
AATS0d,3.3157894736842106
AATS0i,160.48098498701535
AATS0m,103.76175881578945
AATS0p,1.7017219022968948
AATS0s,2.39117211753664
AATS0v,227.96046274151885
AATS1Z,26.7
AATS1d,3.8
AATS1i,145.50795957395493
AATS1m,101.62867429999997
AATS1p,1.9473149395000005
AATS1s,2.7290123456790125
AATS1v,268.02551167139427
AATS2Z,23.647058823529413
AATS2d,3.676470588235294
AATS2i,157.94054376137336
AATS2m,89.68212017647058
AATS2p,1.7256699143851175
AATS2s,2.4097676107480033
AATS2v,232.98250759917624
AATS3Z,23.341772151898734
AATS3d,3.392405063291139
AATS3i,149.52162342370323
AATS3m,86.17438845569619
AATS3p,1.8010260021480766
AATS3s,2.4964056883888115
AATS3v,233.13049374750915
AATS4Z,16.4375
AATS4d,2.625
AATS4i,156.96353162730668
AATS4m,58.50153039583332
AATS4p,1.432745336635208
AATS4s,2.1138760288065845
AATS4v,176.1431476297502
AATS5Z,15.409090909090908
AATS5d,2.590909090909091
AATS5i,157.95250934547195
AATS5m,54.9997335681818
AATS5p,1.3892343034781138
AATS5s,1.9069865319865327
AATS5v,164.8795773443186
AATS6Z,15.382352941176471
AATS6d,2.7205882352941178
AATS6i,154.8758604376801
AATS6m,51.19321461764704
AATS6p,1.4520447133512646
AATS6s,2.0098039215686283
AATS6v,170.97775045186862
AATS7Z,14.423076923076923
AATS7d,2.8846153846153846
AATS7i,163.3014279589076
AATS7m,49.22050611538461
AATS7p,1.3375951926806924
AATS7s,2.4700854700854697
AATS7v,176.0731595339297
AATS8Z,13.434782608695652
AATS8d,2.608695652173913
AATS8i,154.27441765787714
AATS8m,45.24530684782608
AATS8p,1.3783111437945
AATS8s,2.2173913043478257
AATS8v,173.5380918193484
AMID_C,1.6350791727871639
AMID_N,0.30718691596517833
AMID_O,0.0
AMID_X,0.0
AMID_h,0.4120529632094906
ATS0dv,220.44444444444446
ATS0pe,225.5412
ATS0se,280.92936499999996
ATS1dv,245.33333333333334
ATS1pe,254.18400000000003
ATS1se,305.00920399999984
ATS2dv,329.33333333333337
ATS2pe,424.0380000000001
ATS2se,518.835128
ATS3dv,313.6666666666667
ATS3pe,489.3452000000001
ATS3se,597.574314
ATS4dv,236.0
ATS4pe,560.7974
ATS4se,704.2533440000002
ATS5dv,215.66666666666666
ATS5pe,501.7102
ATS5se,636.4708
ATS6dv,166.0
ATS6pe,397.5529999999999
ATS6se,502.4271439999999
ATS7dv,115.0
ATS7pe,321.225
ATS7se,395.618424
ATS8dv,75.0
ATS8pe,272.9616
ATS8se,338.30926
ATSC0Z,396.97368421052636
ATSC0c,0.4499819483084401
ATSC0d,24.842105263157894
ATSC0i,62.90025434765942
ATSC0m,1814.4223928684214
ATSC0p,11.559887515411575
ATSC0s,10.345363150675038
ATSC0v,2061.108109965443
ATSC1Z,38.60664819944599
ATSC1c,-0.09665160296394111
ATSC1d,13.745152354570639
ATSC1i,-17.16018633343684
ATSC1m,176.9173402437679
ATSC1p,-0.31432676042786856
ATSC1s,-1.5712868916931708
ATSC1v,-46.297295366058506
ATSC2Z,154.46814404432126
ATSC2c,-0.020703930248994702
ATSC2d,0.28254847645429404
ATSC2i,46.27659127771413
ATSC2m,735.6298929722993
ATSC2p,8.469523028126227
ATSC2s,3.3422734060622634
ATSC2v,1369.1316015161601
ATSC3Z,-59.708448753462605
ATSC3c,0.1414604491355555
ATSC3d,-1.382271468144043
ATSC3i,-16.060281935936302
ATSC3m,-291.93720012119024
ATSC3p,-2.3864250390328556
ATSC3s,-1.5394667970011682
ATSC3v,-593.2929931821817
ATSC4Z,18.224376731301952
ATSC4c,-0.001428665691665834
ATSC4d,5.030470914127424
ATSC4i,-9.815217887432606
ATSC4m,65.82742212188381
ATSC4p,-1.24679213764683
ATSC4s,-5.439098070061442
ATSC4v,-210.1910334447733
ATSC5Z,114.95567867036011
ATSC5c,0.18593678918527662
ATSC5d,-1.108033240997229
ATSC5i,10.064203372792878
ATSC5m,534.1666849889193
ATSC5p,2.1985191327753952
ATSC5s,1.2035507601579223
ATSC5v,341.23339868697974
ATSC6Z,-359.847645429363
ATSC6c,-0.1120306670897558
ATSC6d,-9.243767313019392
ATSC6i,-47.72004184687289
ATSC6m,-1585.180032185595
ATSC6p,-10.880203657873455
ATSC6s,9.355196660700921
ATSC6v,-876.7341614011585
ATSC7Z,-145.54293628808867
ATSC7c,-0.20578827042785452
ATSC7d,-15.047091412742384
ATSC7i,11.807954587803097
ATSC7m,-686.9387966094182
ATSC7p,-1.1535610376719514
ATSC7s,-8.347214147562973
ATSC7v,-532.4929623258404
ATSC8Z,-117.96814404432132
ATSC8c,0.11701954033024664
ATSC8d,-15.335180055401665
ATSC8i,-20.319896642958813
ATSC8m,-572.6195727880885
ATSC8p,-4.83053030468133
ATSC8s,-2.8651869141122255
ATSC8v,-1071.7894767741832
AXp-0d,0.7137828201504696
AXp-1d,0.4337142679844634
AXp-2d,0.28581316824965525
AXp-3d,0.17755817711100375
AXp-4d,0.10949512316293235
AXp-5d,0.06915502637437174
AXp-6d,0.04563259112380091
AXp-7d,0.02961558128871439
GATS1Z,0.76661252900232
GATS1c,1.4166914999240945
GATS1d,0.6329978813559322
GATS1i,1.3659327418972103
GATS1m,0.768525901427806
GATS1p,0.9498400963443108
GATS1s,1.1110580198525934
GATS1v,0.9604984343008834
GATS2Z,0.781278636744721
GATS2c,1.653703050712337
GATS2d,1.270376370887338
GATS2i,0.7140655397839806
GATS2m,0.7677352845530346
GATS2p,0.5408259867506818
GATS2s,0.7642914720611984
GATS2v,0.5497481644957837
GATS3Z,1.2122571252354797
GATS3c,1.0080458189201513
GATS3d,1.1500482729028105
GATS3i,1.2265167257220415
GATS3m,1.1959496355653827
GATS3p,1.1997143316406846
GATS3s,1.1810365900123359
GATS3v,1.1082264237809678
GATS4Z,1.0106935697712958
GATS4c,0.7671408954455486
GATS4d,0.7447033898305084
GATS4i,1.0268834647047975
GATS4m,1.0088547887464872
GATS4p,1.0698360037227246
GATS4s,1.2602697237054339
GATS4v,1.0335119116399747
GATS5Z,0.9542938500015065
GATS5c,0.39901100387767313
GATS5d,0.9816544684129429
GATS5i,0.8469056661855812
GATS5m,0.9436913719837786
GATS5p,0.9987702091840793
GATS5s,0.7993312404702395
GATS5v,0.9561895811188686
GATS6Z,2.2670787108346815
GATS6c,1.0013453271119999
GATS6d,1.1827642073778664
GATS6i,1.4826817881927943
GATS6m,2.175390650546535
GATS6p,2.0381062613556185
GATS6s,0.5650208772782628
GATS6v,1.3024221695900655
GATS7Z,0.9033731929323575
GATS7c,1.8051182391281257
GATS7d,1.5180492177314209
GATS7i,0.9302319614688972
GATS7m,0.9417439350463678
GATS7p,0.7403347197145757
GATS7s,2.151238342840552
GATS7v,1.0370979165648784
GATS8Z,0.8347941375682725
GATS8c,0.698393875617028
GATS8d,1.5865420044215182
GATS8i,1.1968866024767166
GATS8m,0.8817164782296008
GATS8p,1.0860841828762864
GATS8s,0.945953442283891
GATS8v,1.3667291649838187
MATS1Z,0.09238979118329467
MATS1c,-0.20405045838151425
MATS1d,0.525635593220339
MATS1i,-0.2591750571732246
MATS1m,0.09263084157921753
MATS1p,-0.02583160277367487
MATS1s,-0.14428904286565442
MATS1v,-0.021339215728229315
MATS2Z,0.21744623603501714
MATS2c,-0.025711794479603586
MATS2d,0.0063559322033898405
MATS2i,0.41113423681919004
MATS2m,0.2265664790885274
MATS2p,0.4094303465065511
MATS2s,0.1805389519760767
MATS2v,0.3712095207860156
MATS3Z,-0.07234867396986695
MATS3c,0.1512155474871581
MATS3d,-0.026764642780519175
MATS3i,-0.12281665608528454
MATS3m,-0.07739404518916361
MATS3p,-0.09930033057469768
MATS3s,-0.07157825254599447
MATS3v,-0.13846019933583326
MATS4Z,0.018172025190586683
MATS4c,-0.00125674708747078
MATS4d,0.08015536723163842
MATS4i,-0.06176748336026369
MATS4m,0.014360872102141908
MATS4p,-0.042692620249165605
MATS4s,-0.20811027008354355
MATS4v,-0.040366935146656485
MATS5Z,0.12504595172808627
MATS5c,0.17843134939284572
MATS5d,-0.019260400616332805
MATS5i,0.06909202589018704
MATS5m,0.12712744706325274
MATS5p,0.08212541284176643
MATS5s,0.05023652562098539
MATS5v,0.07149105138357874
MATS6Z,-0.5065608610033342
MATS6c,-0.13912863176133214
MATS6d,-0.20793868394815557
MATS6i,-0.4239582571662355
MATS6m,-0.48821922823526803
MATS6p,-0.5259665200639422
MATS6s,0.5053378929412373
MATS6v,-0.23770692864736417
MATS7Z,-0.2679227964610796
MATS7c,-0.3341994865509875
MATS7d,-0.4426336375488919
MATS7i,0.13718370427238133
MATS7m,-0.2766686180444475
MATS7p,-0.07292345284683975
MATS7s,-0.5896252430039263
MATS7v,-0.18879624537279008
MATS8Z,-0.2454871669236644
MATS8c,0.21482709759442406
MATS8d,-0.5099484156226972
MATS8i,-0.2668669904232712
MATS8m,-0.2607075188162066
MATS8p,-0.34519696428362306
MATS8s,-0.22878786401910325
MATS8v,-0.429570531802554
MAXaaN,4.7519567271352985
MAXaaS,1.7985648148148146
MINaaN,4.7519567271352985
MINaaS,1.7985648148148146
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,25.70161986496698
SpAD_D,166.90975761336495
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,787
TMWC10,115.97582358142748
TSRW10,54.02947967813789
VE1_Dt,4.464848756570173
VE2_Dt,0.22324243782850864
VE3_Dt,2.189382521206117
VR1_Dt,99.92758668161261
VR2_Dt,4.996379334080631
VR3_Dt,5.297592971053089
Xc-3dv,1.1141285658001596
Xc-4dv,0.0
Xc-5dv,0.24915602550085397
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1916383190435099
Xch-7d,0.4281523501253911
Xp-0dv,13.083273677529261
Xp-1dv,7.516060199066613
Xp-2dv,6.526601140228698
Xp-3dv,4.551570966549155
Xp-4dv,3.241576317757787
Xp-5dv,2.614817264420961
Xp-6dv,1.6685328045073415
Xp-7dv,1.144056542187937
Xpc-4d,3.793489629541324
Xpc-5d,4.830766095410805
Xpc-6d,7.6680806609426435
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,40
nFRing,1
nHBAcc,3
nHBDon,0
nHRing,1
nSpiro,0
naRing,3
piPC10,8.418520764024544
AATS0dv,5.801169590643275
AATS0pe,5.935294736842105
AATS0se,7.392878026315788
AATS1dv,6.133333333333334
AATS1pe,6.3546000000000005
AATS1se,7.625230099999996
AATS2dv,4.843137254901961
AATS2pe,6.235852941176472
AATS2se,7.629928352941177
AATS3dv,3.970464135021097
AATS3pe,6.194243037974685
AATS3se,7.5642318227848095
AATS4dv,2.4583333333333335
AATS4pe,5.841639583333333
AATS4se,7.335972333333335
AATS5dv,2.4507575757575757
AATS5pe,5.701252272727273
AATS5se,7.2326227272727275
AATS6dv,2.4411764705882355
AATS6pe,5.8463676470588215
AATS6se,7.388634470588234
AATS7dv,2.2115384615384617
AATS7pe,6.1774038461538465
AATS7se,7.608046615384615
AATS8dv,1.6304347826086956
AATS8pe,5.933947826086956
AATS8se,7.3545491304347825
AATSC0Z,10.44667590027701
AATSC0c,0.011841630218643161
AATSC0d,0.6537396121883656
AATSC0i,1.6552698512541952
AATSC0m,47.74795770706372
AATSC0p,0.3042075661950414
AATSC0s,0.2722463987019747
AATSC0v,54.23968710435376
AATSC1Z,0.9651662049861498
AATSC1c,-0.002416290074098528
AATSC1d,0.34362880886426594
AATSC1i,-0.429004658335921
AATSC1m,4.422933506094198
AATSC1p,-0.007858169010696714
AATSC1s,-0.03928217229232927
AATSC1v,-1.1574323841514627
AATSC2Z,2.2715903535929596
AATSC2c,-0.0003044695624852162
AATSC2d,0.0041551246537396185
AATSC2i,0.6805381070252078
AATSC2m,10.818086661357343
AATSC2p,0.1245518092371504
AATSC2s,0.049151079500915636
AATSC2v,20.13428825759059
AATSC3Z,-0.7558031487780077
AATSC3c,0.0017906385966526012
AATSC3d,-0.017497107191696747
AATSC3i,-0.2032947080498266
AATSC3m,-3.6954075964707624
AATSC3p,-0.030207911886491842
AATSC3s,-0.019486921481027444
AATSC3v,-7.510037888382047
AATSC4Z,0.18983725761772866
AATSC4c,-1.4881934288185771e-05
AATSC4d,0.05240073868882733
AATSC4i,-0.10224185299408965
AATSC4m,0.6857023137696231
AATSC4p,-0.012987418100487813
AATSC4s,-0.05665727156314002
AATSC4v,-2.1894899317163885
AATSC5Z,1.3063145303450012
AATSC5c,0.002112918058923598
AATSC5d,-0.012591286829513966
AATSC5i,0.1143659474181009
AATSC5m,6.070075965783174
AATSC5p,0.024983171963356764
AATSC5s,0.013676713183612754
AATSC5v,3.877652257806588
AATSC6Z,-5.291877138667103
AATSC6c,-0.0016475098101434676
