DLiP-ID,J100AQ
NaaO,2
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,1
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.24427554176346256
RPCG,0.1382744493649256
SIC0,0.4033433280823386
SIC1,0.7639069927354305
SIC2,0.9175928373218181
SIC3,0.9999999999999997
SIC4,0.9999999999999997
SIC5,0.9999999999999997
SaaN,3.590573699644467
SaaO,10.189380614564296
SaaS,0
Sare,30.467999999999993
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,5.662519062593917
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,56.82359244772967
TIC1,107.62032392985955
TIC2,129.27180838426275
TIC3,140.88144885869954
TIC4,140.88144885869954
TIC5,140.88144885869954
Vabc,229.48203269020965
WPol,29
apol,36.057344
bpol,14.558656
nRot,3
ABCGG,14.489100950895676
ATS0Z,1172.0
ATS0d,118.0
ATS0i,4705.009572138392
ATS0m,4805.764131149773
ATS0p,52.013764238792014
ATS0s,210.00529644871207
ATS0v,7994.722221369734
ATS1Z,1047.0
ATS1d,145.0
ATS1i,4562.305345350598
ATS1m,4125.750195835201
ATS1p,61.105332469999986
ATS1s,130.3539094650206
ATS1v,9535.072027307859
ATS2Z,1553.0
ATS2d,209.0
ATS2i,7202.48816485105
ATS2m,6082.102937670397
ATS2p,87.27552062599996
ATS2s,207.04526748971193
ATS2v,13553.307774948353
ATS3Z,1636.0
ATS3d,201.0
ATS3i,8946.537889661338
ATS3m,6331.130333536001
ATS3p,85.31656065954698
ATS3s,243.46193415637862
ATS3v,13018.235633778662
ATS4Z,1525.0
ATS4d,177.0
ATS4i,8499.569704104986
ATS4m,5863.4721906864015
ATS4p,75.23139836339601
ATS4s,265.20679012345664
ATS4v,11778.782922224895
ATS5Z,1242.0
ATS5d,165.0
ATS5i,7670.328456240826
ATS5m,4677.437717622401
ATS5p,73.116460120547
ATS5s,222.68415637860087
ATS5v,10964.248101541354
ATS6Z,1175.0
ATS6d,141.0
ATS6i,6821.8798107931
ATS6m,4481.597361260801
ATS6p,64.22474780384901
ATS6s,194.05144032921817
ATS6v,9773.130025733386
ATS7Z,1013.0
ATS7d,129.0
ATS7i,6514.526957345145
ATS7m,3877.9985556320007
ATS7p,57.318588458244996
ATS7s,192.32304526748973
ATS7v,8498.591281985859
ATS8Z,1002.0
ATS8d,101.0
ATS8i,5123.973658449287
ATS8m,3898.599710670401
ATS8p,49.058238192547
ATS8s,122.61316872427983
ATS8v,7353.189424701837
C1SP1,0
C1SP2,3
C1SP3,0
C2SP1,0
C2SP2,10
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.05774920926436078
JGI10,0.009624868210726797
JGT10,0.41577820480267547
Kier1,15.879017013232515
Kier2,7.05078125
Kier3,3.673469387755102
MAXdO,12.197831160241874
MAXsF,13.077412305040372
MID_C,29.28787496490875
MID_N,4.055326217752434
MID_O,5.839296748392806
MID_X,3.5137148556217115
MID_h,13.408337821766953
MINdO,12.197831160241874
MINsF,13.077412305040372
MPC10,59
MWC01,23.0
MWC02,4.709530201312334
MWC03,5.556828061699537
MWC04,6.428105272684596
MWC05,7.2909747781429814
MWC06,8.164794804244766
MWC07,9.032767522204432
MWC08,9.907628965036679
MWC09,10.778143459633002
MWC10,11.653808517796582
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.979400000000002
SRW02,3.8501476017100584
SRW03,0.0
SRW04,5.1647859739235145
SRW05,3.044522437723423
SRW06,6.658011045870748
SRW07,5.209486152841421
SRW08,8.236155661683124
SRW09,7.153833801578843
SRW10,9.859901324373205
SaaCH,9.926588877375764
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.5177631265962508
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.4672918241370614
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.5830007558578987
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.998837945294924
VE1_D,4.521161015112023
VE2_A,0.19042085453785354
VE2_D,0.2152933816720011
VE3_A,2.127941149965726
VE3_D,2.2507061673406334
VR1_A,148.37034382790256
VR1_D,112.60171795240606
VR2_A,7.06525446799536
VR2_D,5.361986569162194
VR3_A,5.741648816057478
VR3_D,5.465794317444742
WPath,967
Xc-3d,1.3500631200610542
Xc-4d,0.0
Xc-5d,0.38648864883113704
Xc-6d,0.0
Xp-0d,14.819626477379408
Xp-1d,10.147867045540842
Xp-2d,9.149781432929963
Xp-3d,7.772986810351181
Xp-4d,6.268447968499542
Xp-5d,4.252094843460197
Xp-6d,2.909092373303051
Xp-7d,1.8645993041967541
ZMIC0,62.911563825951646
ZMIC1,37.699452516488684
ZMIC2,27.48125699207823
ZMIC3,26.132587422065562
ZMIC4,26.132587422065562
ZMIC5,26.132587422065562
nAcid,0
nAtom,29
nBase,0
nRing,3
piPC1,3.4965075614664802
piPC2,4.110873864173311
piPC3,4.6913478822291435
piPC4,5.250963670164566
piPC5,5.532648107252811
piPC6,5.785554455505411
piPC7,5.983227591339053
piPC8,6.279283328964606
piPC9,6.431582660590872
AATS0Z,40.41379310344828
AATS0d,4.068965517241379
AATS0i,162.2417093840825
AATS0m,165.71600452240597
AATS0p,1.7935780771997245
AATS0s,7.241561946507312
AATS0v,275.68007659895636
AATS1Z,33.774193548387096
AATS1d,4.67741935483871
AATS1i,147.17114017259993
AATS1m,133.08871599468392
AATS1p,1.9711397570967737
AATS1s,4.204964821452277
AATS1v,307.58296862283413
AATS2Z,32.354166666666664
AATS2d,4.354166666666667
AATS2i,150.0518367677302
AATS2m,126.71047786813328
AATS2p,1.8182400130416658
AATS2s,4.313443072702332
AATS2v,282.36057864475737
AATS3Z,29.214285714285715
AATS3d,3.5892857142857144
AATS3i,159.7596051725239
AATS3m,113.05589881314287
AATS3p,1.5235100117776246
AATS3s,4.347534538506761
AATS3v,232.46849346033326
AATS4Z,29.326923076923077
AATS4d,3.4038461538461537
AATS4i,163.4532635404805
AATS4m,112.7590805901231
AATS4p,1.4467576608345387
AATS4s,5.100130579297243
AATS4v,226.5150561966326
AATS5Z,25.875
AATS5d,3.4375
AATS5i,159.79850950501722
AATS5m,97.44661911713335
AATS5p,1.5232595858447293
AATS5s,4.6392532578875185
AATS5v,228.4218354487782
AATS6Z,27.325581395348838
AATS6d,3.2790697674418605
AATS6i,158.6483676928628
AATS6m,104.22319444792561
AATS6p,1.4935987861360236
AATS6s,4.512824193702748
AATS6v,227.28209362170665
AATS7Z,25.325
AATS7d,3.225
AATS7i,162.86317393362862
AATS7m,96.94996389080002
AATS7p,1.4329647114561248
AATS7s,4.808076131687243
AATS7v,212.46478204964646
AATS8Z,31.3125
AATS8d,3.15625
AATS8i,160.1241768265402
AATS8m,121.83124095845002
AATS8p,1.5330699435170938
AATS8s,3.8316615226337447
AATS8v,229.7871695219324
AMID_C,1.3946607126147024
AMID_N,0.19311077227392542
AMID_O,0.278061749923467
AMID_X,0.1673197550296053
AMID_h,0.6384922772269978
ATS0dv,373.60493827160496
ATS0pe,209.56500000000003
ATS0se,247.84898100000004
ATS1dv,361.1111111111111
ATS1pe,217.49910000000003
ATS1se,254.77391400000002
ATS2dv,498.44444444444446
ATS2pe,337.36910000000006
ATS2se,397.31898800000005
ATS3dv,457.8888888888889
ATS3pe,395.1319
ATS3se,471.932812
ATS4dv,483.44444444444446
ATS4pe,375.2124
ATS4se,446.79230400000006
ATS5dv,381.1111111111111
ATS5pe,335.49240000000003
ATS5se,402.89401399999997
ATS6dv,310.77777777777777
ATS6pe,299.64140000000003
ATS6se,358.817688
ATS7dv,286.44444444444446
ATS7pe,274.2822
ATS7se,331.336884
ATS8dv,219.66666666666663
ATS8pe,224.1623
ATS8se,269.759138
ATSC0Z,332.82758620689646
ATSC0c,0.8395754741929341
ATSC0d,17.448275862068964
ATSC0i,67.02523131126864
ATSC0m,1562.6251782706192
ATSC0p,7.1816243651942075
ATSC0s,75.25380119725233
ATSC0v,1203.099776256672
ATSC1Z,2.1153388822829973
ATSC1c,-0.32181060559677194
ATSC1d,2.969084423305591
ATSC1i,-0.9333025110882451
ATSC1m,10.172922832162376
ATSC1p,-0.03957582892428574
ATSC1s,-3.3408930477920467
ATSC1v,18.870608871627425
ATSC2Z,-11.266349583828783
ATSC2c,-0.061159693412396014
ATSC2d,-4.431629013079665
ATSC2i,-21.742579885551358
ATSC2m,-52.72289973565168
ATSC2p,-1.72341271744751
ATSC2s,-2.886956642691535
ATSC2v,-258.0829972268533
ATSC3Z,-24.908442330558863
ATSC3c,-0.18589492257014165
ATSC3d,-3.3139120095124848
ATSC3i,-20.54641075524004
ATSC3m,-103.4583198511531
ATSC3p,-1.6286563852903648
ATSC3s,-17.37094519175302
ATSC3v,-232.88239144198565
ATSC4Z,-9.587395957193806
ATSC4c,0.08918755002345782
ATSC4d,-2.0796670630202145
ATSC4i,6.801969722970779
ATSC4m,-60.931406281678335
ATSC4p,-0.24614193891747607
ATSC4s,-4.485698469372126
ATSC4v,-23.229801170512445
ATSC5Z,-117.85255648038046
ATSC5c,0.2677151789273227
ATSC5d,-1.8799048751486325
ATSC5i,16.510843059592325
ATSC5m,-541.2327017231496
ATSC5p,0.8459920895232083
ATSC5s,-2.7231333188710516
ATSC5v,-25.787546982732884
ATSC6Z,-33.675386444708685
ATSC6c,-0.1678239305829318
ATSC6d,-2.25089179548157
ATSC6i,-14.785001553058722
ATSC6m,-169.88713401208486
ATSC6p,-1.9291655623755135
ATSC6s,-26.89874417363003
ATSC6v,-362.73257332246055
ATSC7Z,34.892984542211664
ATSC7c,0.004876526911621836
ATSC7d,1.416171224732461
ATSC7i,5.424307651342583
ATSC7m,181.83269245431995
ATSC7p,2.186731167745954
ATSC7s,18.14906481766921
ATSC7v,302.1839507591315
ATSC8Z,12.948870392390015
ATSC8c,-0.14270803333669335
ATSC8d,-2.184304399524376
ATSC8i,-8.935583031293751
ATSC8m,61.12257942818225
ATSC8p,-0.7501992645191593
ATSC8s,-4.359269344798771
ATSC8v,19.743058363620463
AXp-0d,0.7056964989228289
AXp-1d,0.44121161067568876
AXp-2d,0.28593066977906134
AXp-3d,0.18507111453217098
AXp-4d,0.11827260317923664
AXp-5d,0.07593026506178924
AXp-6d,0.05015676505694915
AXp-7d,0.032148263865461275
GATS1Z,0.4898399796799595
GATS1c,1.311537970400967
GATS1d,0.7764885885502997
GATS1i,0.9113999506978584
GATS1m,0.48963439136071124
GATS1p,0.8054692358753859
GATS1s,0.5412261721895788
GATS1v,0.7303943821647081
GATS2Z,0.6388442809780359
GATS2c,1.06212192993175
GATS2d,1.170125164690382
GATS2i,1.0989355255111237
GATS2m,0.6383985849485673
GATS2p,0.9861179839923057
GATS2s,0.650066439411169
GATS2v,0.9247429266539745
GATS3Z,1.0080294239535852
GATS3c,1.2245213467752458
GATS3d,1.1462450592885376
GATS3i,1.1321799532207033
GATS3m,1.0031573109660317
GATS3p,1.077573410007323
GATS3s,1.1052877838061625
GATS3v,1.045885059762345
GATS4Z,0.9245951417004051
GATS4c,1.1362706963011853
GATS4d,1.0338248707813926
GATS4i,0.8812973306394317
GATS4m,0.9283237615383736
GATS4p,0.9368336592197943
GATS4s,1.1312967718556795
GATS4v,0.9219798897203834
GATS5Z,1.138352154993784
GATS5c,0.8738953156357057
GATS5d,1.053112648221344
GATS5i,0.6087482095649552
GATS5m,1.1289402738759466
GATS5p,0.8566208749163807
GATS5s,0.9349562982150562
GATS5v,0.9682770130210039
GATS6Z,0.8882313823379179
GATS6c,1.0495175723064312
GATS6d,0.9889695744094127
GATS6i,1.0265525505610276
GATS6m,0.8933454151326288
GATS6p,1.085225588970003
GATS6s,1.3423608486537886
GATS6v,1.132678388150172
GATS7Z,0.8780822627434731
GATS7c,0.8655085121371661
GATS7d,0.9026679841897234
GATS7i,0.8076187345907114
GATS7m,0.8718700157002682
GATS7p,0.7487772482383422
GATS7s,0.7357667202536471
GATS7v,0.8759704100753669
GATS8Z,1.2776885619560718
GATS8c,1.0719207451246389
GATS8d,0.9778903162055337
GATS8i,1.0061924685493249
GATS8m,1.269647353022081
GATS8p,1.1557497031319923
GATS8s,0.7156638714619941
GATS8v,1.0112402004591974
MATS1Z,0.005945617154392207
MATS1c,-0.35857244559404633
MATS1d,0.15918653576437602
MATS1i,-0.013026280234708521
MATS1m,0.00609013944125715
MATS1p,-0.005155177680731673
MATS1s,-0.041530813209630056
MATS1v,0.01467305587045681
MATS2Z,-0.020451288161348273
MATS2c,-0.04401110947034566
MATS2d,-0.1534502635046113
MATS2i,-0.19598801462067852
MATS2m,-0.02038455480766169
MATS2p,-0.14498509861327827
MATS2s,-0.023177606232199475
MATS2v,-0.129602836967551
MATS3Z,-0.038755846308685116
MATS3c,-0.11466153601778657
MATS3d,-0.09835544889892717
MATS3i,-0.1587477635140814
MATS3m,-0.03428629633512793
MATS3p,-0.11744019173017588
MATS3s,-0.11953772304670894
MATS3v,-0.100240904564973
MATS4Z,-0.016064825145844612
MATS4c,0.05924328677873608
MATS4d,-0.06647157190635453
MATS4i,0.05659668929809441
MATS4m,-0.021746082843599145
MATS4p,-0.01911426426032993
MATS4s,-0.033242699919420596
MATS4v,-0.010768085638187909
MATS5Z,-0.21393234562784913
MATS5c,0.19265044327798214
MATS5d,-0.06509387351778656
MATS5i,0.14882904273533273
MATS5m,-0.20925988000075588
MATS5p,0.07117055902154291
MATS5s,-0.02186236912921989
MATS5v,-0.012949862188939445
MATS6Z,-0.06823745410036723
MATS6c,-0.13481049002725504
MATS6d,-0.08700248184575791
MATS6i,-0.14876905192422235
MATS6m,-0.07332215393803988
MATS6p,-0.1811658589418838
MATS6s,-0.241064414339651
MATS6v,-0.203336082999544
MATS7Z,0.07600756319933696
MATS7c,0.00421103536203748
MATS7d,0.05884387351778654
MATS7i,0.058673770612742364
MATS7m,0.0843636105846437
MATS7p,0.22075508492192547
MATS7s,0.17484926719277277
MATS7v,0.1820990815757833
MATS8Z,0.035258236634894344
MATS8c,-0.1540411305317127
MATS8d,-0.11345108695652174
MATS8i,-0.12081826446078231
MATS8m,0.03544825616344778
MATS8p,-0.09466773098931121
MATS8s,-0.05249685438970398
MATS8v,0.014871706399697555
MAXaaN,3.590573699644467
MAXaaO,5.169316961531067
MAXsCl,5.662519062593917
MINaaN,3.590573699644467
MINaaO,5.02006365303323
MINsCl,5.662519062593917
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,27.128969957926344
SpAD_D,189.88252743598724
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,520
TMWC10,117.5225815827549
TSRW10,70.17684399970435
VE1_Dt,4.5156142825956485
VE2_Dt,0.21502925155217373
VE3_Dt,2.249478576074897
VR1_Dt,112.65323967380058
VR2_Dt,5.364439984466695
VR3_Dt,5.466251769949548
Xc-3dv,0.5347076449328736
Xc-4dv,0.0
Xc-5dv,0.0772051988718424
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.2621886974951644
Xch-6d,0.2874574785652648
Xch-7d,0.5428960325590738
Xp-0dv,11.225268243255838
Xp-1dv,6.276827525260858
Xp-2dv,4.53610872835036
Xp-3dv,3.0271302499494523
Xp-4dv,1.9396347596568708
Xp-5dv,1.0513876200503236
Xp-6dv,0.5664749372370197
Xp-7dv,0.2782629784115485
Xpc-4d,3.3429306588788896
Xpc-5d,4.931133445620174
Xpc-6d,6.952300582446932
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,31
nFRing,0
nHBAcc,4
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,6.684914416228122
AATS0dv,12.882928905917412
AATS0pe,7.226379310344829
AATS0se,8.546516586206899
AATS1dv,11.64874551971326
AATS1pe,7.016100000000001
AATS1se,8.218513354838711
AATS2dv,10.38425925925926
AATS2pe,7.028522916666668
AATS2se,8.277478916666668
AATS3dv,8.176587301587302
AATS3pe,7.055926785714285
AATS3se,8.427371642857143
AATS4dv,9.297008547008547
AATS4pe,7.215623076923077
AATS4se,8.592159692307693
AATS5dv,7.939814814814814
AATS5pe,6.989425000000001
AATS5se,8.393625291666666
AATS6dv,7.227390180878553
AATS6pe,6.968404651162792
AATS6se,8.344597395348837
AATS7dv,7.161111111111111
AATS7pe,6.857055
AATS7se,8.2834221
AATS8dv,6.864583333333332
AATS8pe,7.005071875
AATS8se,8.4299730625
AATSC0Z,11.476813317479188
AATSC0c,0.028950878420446004
AATSC0d,0.6016646848989298
AATSC0i,2.311214872802367
AATSC0m,53.883626836917905
AATSC0p,0.24764221948945545
AATSC0s,2.594958661974218
AATSC0v,41.48619918126455
AATSC1Z,0.0682367381381612
AATSC1c,-0.010380987277315224
AATSC1d,0.09577691688082551
AATSC1i,-0.030106532615749842
AATSC1m,0.328158801037496
AATSC1p,-0.0012766396427188948
AATSC1s,-0.1077707434771628
AATSC1v,0.6087293184395943
AATSC2Z,-0.2347156163297663
AATSC2c,-0.0012741602794249169
AATSC2d,-0.0923256044391597
AATSC2i,-0.45297041428231993
AATSC2m,-1.0983937444927434
AATSC2p,-0.035904431613489794
AATSC2s,-0.06014493005607365
AATSC2v,-5.3767291088927776
AATSC3Z,-0.444793613045694
AATSC3c,-0.0033195521887525296
AATSC3d,-0.0591770001698658
AATSC3i,-0.36690019205785784
AATSC3m,-1.8474699973420197
AATSC3p,-0.029083149737327944
AATSC3s,-0.3101954498527325
AATSC3v,-4.158614132892601
AATSC4Z,-0.18437299917680397
AATSC4c,0.0017151451927588043
AATSC4d,-0.039993597365773355
AATSC4i,0.13080711005713036
