DLiP-ID,C000HC
MATS6s,0.3135875172188769
MATS6v,-0.20703185524586218
MATS7Z,-0.7931558510043298
MATS7c,-0.2422913440070656
MATS7d,0.262135922330097
MATS7i,-0.2013357510155
MATS7m,-0.787126533492742
MATS7p,-0.2710303268879816
MATS7s,-0.60305585312359
MATS7v,-0.5348691332129958
MATS8Z,0.8269467393214974
MATS8c,0.03666660209341279
MATS8d,0.2621359223300971
MATS8i,0.5007630611133951
MATS8m,0.8318591978005758
MATS8p,0.656487397305619
MATS8s,0.23400145333445302
MATS8v,0.8128639171280791
MAXsOH,10.34367441421013
MINsOH,10.34367441421013
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,2
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,19.56035515023294
SpAD_D,124.25562853639815
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-0.674398148148148
SssssN,0
TMPC10,297
TMWC10,108.96750522893088
TSRW10,51.5100773758666
VE1_Dt,4.218246238936813
VE2_Dt,0.2343470132742674
VE3_Dt,2.0272061233810845
VR1_Dt,81.63056442939515
VR2_Dt,4.535031357188619
VR3_Dt,4.98999042082629
Xc-3dv,2.822148437558757
Xc-4dv,0.5
Xc-5dv,0.4781461756074554
Xc-6dv,0.14433756729740643
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.05555555555555555
Xch-7d,0.14318612606609032
Xp-0dv,11.8881268973523
Xp-1dv,6.0214137178657765
Xp-2dv,6.6936788686452156
Xp-3dv,2.9529052587050555
Xp-4dv,1.8913777932066687
Xp-5dv,1.2923708507088585
Xp-6dv,0.8480609115949053
Xp-7dv,0.2815079749223672
Xpc-4d,4.901523000509585
Xpc-5d,7.038213969719059
Xpc-6d,10.385878401245355
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,39
nFRing,0
nHBAcc,3
nHBDon,1
nHRing,0
nSpiro,0
naRing,1
piPC10,0.0
AATS0dv,6.3076923076923075
AATS0pe,6.0876256410256415
AATS0se,7.613121846153843
AATS1dv,5.743589743589744
AATS1pe,6.365184615384616
AATS1se,7.680445948717945
AATS2dv,4.642857142857143
AATS2pe,6.023294285714284
AATS2se,7.450827714285714
AATS3dv,3.5053763440860215
AATS3pe,6.133586021505374
AATS3se,7.5154107956989264
AATS4dv,2.101449275362319
AATS4pe,5.783865942028986
AATS4se,7.375228260869564
AATS5dv,2.240740740740741
AATS5pe,6.232459259259257
AATS5se,7.778967222222223
AATS6dv,1.4901960784313726
AATS6pe,6.247702941176472
AATS6se,7.76613423529412
AATS7dv,0.0
AATS7pe,6.160400000000001
AATS7se,7.865353309090909
AATS8dv,0.0
AATS8pe,4.839999999999998
AATS8se,6.718463999999999
AATSC0Z,7.480604865220253
AATSC0c,0.015609364042627364
AATSC0d,0.8126232741617354
AATSC0i,1.322632892716253
AATSC0m,35.52630521630505
AATSC0p,0.2218542359743077
AATSC0s,2.5006665936153127
AATSC0v,49.54041408778096
AATSC1Z,0.10387902695595014
AATSC1c,-0.005894156159371872
AATSC1d,0.32347140039447725
AATSC1i,0.18912448585679867
AATSC1m,0.42212168836290725
AATSC1p,0.01569705364102574
AATSC1s,-0.2325042004529184
AATSC1v,0.24257661586233412
AATSC2Z,2.712801728186343
AATSC2c,0.00040753284075409097
AATSC2d,-0.07379543533389679
AATSC2i,0.35409108052083627
AATSC2m,12.941689674903722
AATSC2p,0.0739658376323286
AATSC2s,0.6960570531083353
AATSC2v,18.263959902948258
AATSC3Z,-1.8991325740705391
AATSC3c,-0.00077585553271798
AATSC3d,0.027740662976395023
AATSC3i,-0.4883398360151442
AATSC3m,-9.247215372081193
AATSC3p,-0.09211993026351602
AATSC3s,-0.009041283441614298
AATSC3v,-19.053589978462472
AATSC4Z,1.5857273532858813
AATSC4c,-0.0008591599292647904
AATSC4d,0.009561787153760352
AATSC4i,-0.04471163839222871
AATSC4m,7.517206993096645
AATSC4p,0.01010900612965941
AATSC4s,0.06471982820226965
AATSC4v,6.934536097977665
AATSC5Z,-1.3604719117539632
AATSC5c,-0.0014825387778741833
AATSC5d,-0.35963182117028264
AATSC5i,-0.2282523634211768
AATSC5m,-6.38744782100592
AATSC5p,-0.02011178455945369
AATSC5s,-0.5371232782201444
AATSC5v,-6.850918513879025
AATSC6Z,-0.8187144680357347
AATSC6c,0.006053498068515278
AATSC6d,-0.2847198050817959
AATSC6i,-0.059535546409416995
AATSC6m,-4.122156941041112
AATSC6p,-0.05837998394536275
AATSC6s,0.7841778284840122
