DLiP-ID,T006GT
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.85613231061734
SsSH,0
SssO,10.978249382104252
SssS,0
StCH,0
StsC,2.171044405244096
TIC0,100.80258618365846
TIC1,244.8225162676374
TIC2,322.6116015661573
TIC3,368.6653493711676
TIC4,375.42023687333096
TIC5,381.42023687333096
Vabc,470.6816448786055
WPol,61
apol,75.07699699999999
bpol,37.15100300000001
nRot,9
ABCGG,22.519131312723484
ATS0Z,1540.0
ATS0d,219.0
ATS0i,10600.624852755722
ATS0m,6081.553517
ATS0p,100.61789424062098
ATS0s,329.55555555555554
ATS0v,14995.315143714377
ATS1Z,1737.0
ATS1d,278.0
ATS1i,9995.935066065753
ATS1m,6606.845076
ATS1p,127.03161665600001
ATS1s,233.05555555555557
ATS1v,18746.99359608507
ATS2Z,2510.0
ATS2d,441.0
ATS2i,17956.213050311795
ATS2m,9361.132687000001
ATS2p,189.09411549448998
ATS2s,379.5
ATS2v,27208.632450947407
ATS3Z,2923.0
ATS3d,521.0
ATS3i,24318.959059067427
ATS3m,10710.949249000001
ATS3p,226.98107099897996
ATS3s,478.69444444444446
ATS3v,31922.42841513556
ATS4Z,3145.0
ATS4d,518.0
ATS4i,26704.070635815686
ATS4m,11451.652807999999
ATS4p,240.52914202782898
ATS4s,565.2222222222222
ATS4v,33949.14488541569
ATS5Z,3228.0
ATS5d,527.0
ATS5i,29721.818699260777
ATS5m,11573.978047
ATS5p,254.60500134837596
ATS5s,675.6388888888888
ATS5v,35311.70737247539
ATS6Z,2877.0
ATS6d,491.0
ATS6i,31726.732076840668
ATS6m,9979.080032
ATS6p,242.08296237316802
ATS6s,639.9166666666667
ATS6v,32480.178964044993
ATS7Z,2351.0
ATS7d,428.0
ATS7i,29665.020545414904
ATS7m,8123.307758000001
ATS7p,204.509064589601
ATS7s,564.7222222222222
ATS7v,26810.252545514762
ATS8Z,2046.0
ATS8d,388.0
ATS8i,24243.377401152808
ATS8m,7221.547399999999
ATS8p,175.491875063356
ATS8s,417.0833333333333
ATS8v,23564.695136814524
C1SP1,1
C1SP2,2
C1SP3,1
C2SP1,0
C2SP2,14
C2SP3,5
C3SP2,4
C3SP3,0
C4SP3,0
FCSP3,0.27586206896551724
GGI10,0.28558106315682075
JGI10,0.006641420073414436
JGT10,0.4095458769973665
Kier1,29.97
Kier2,14.578512396694215
Kier3,7.3984
MAXdO,13.18715343596948
MAXtN,9.467856449641355
MID_C,60.18100515606439
MID_N,6.01924539060883
MID_O,9.020863676003485
MID_X,0.0
MID_h,15.040109066612313
MINdO,12.057166555352882
MINtN,9.467856449641355
MPC10,152
MWC01,40.0
MWC02,5.25227342804663
MWC03,6.111467339502679
MWC04,6.9930151229329605
MWC05,7.870547844507712
MWC06,8.75573753930647
MWC07,9.638153883748108
MWC08,10.524413441579078
MWC09,11.408753132032544
MWC10,12.295607086914234
NaaCH,11
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,4.023380000000002
SRW02,4.394449154672439
SRW03,0.0
SRW04,5.707110264748875
SRW05,2.3978952727983707
SRW06,7.223295679562314
SRW07,4.59511985013459
SRW08,8.832441791585824
SRW09,6.6052979209482015
SRW10,10.490190296875209
SaaCH,20.136505377420463
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.958899426789819
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.45942813649794
SdssS,0
SsCH3,3.1888356708617223
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.723848440036661
SssPH,0
SssSe,0
SsssB,0
SsssN,1.8910955563103415
SsssP,0
VE1_A,5.054984590464059
VE1_D,6.001287112960602
VE2_A,0.13662120514767728
VE2_D,0.1621969489989352
VE3_A,2.9287076237429046
VE3_D,3.1003067846991272
VR1_A,375.1439562128187
VR1_D,259.20118202363244
VR2_A,10.139025843589694
VR2_D,7.005437351990066
VR3_A,7.235642655190456
VR3_D,6.86593734439426
WPath,4805
Xc-3d,2.1258524738690876
Xc-4d,0.0
Xc-5d,0.6087108710533593
Xc-6d,0.0
Xp-0d,26.36323207281991
Xp-1d,17.960258755680858
Xp-2d,15.453752902018866
Xp-3d,13.374367701176807
Xp-4d,11.226663277961814
Xp-5d,9.067265270848948
Xp-6d,5.803678134815239
Xp-7d,4.036176320079362
ZMIC0,121.36138574569038
ZMIC1,62.40157251602814
ZMIC2,33.944510471033205
ZMIC3,27.073981903973543
ZMIC4,26.005278394246844
ZMIC5,25.33452431643667
nAcid,1
nAtom,66
nBase,0
nRing,4
piPC1,3.9889840465642745
piPC2,4.516338972281476
piPC3,5.073610093257644
piPC4,5.606261519554711
piPC5,6.107162076273344
piPC6,6.242466426550588
piPC7,6.578686816657893
piPC8,6.834209648684591
piPC9,7.0910789376708925
AATS0Z,23.333333333333332
AATS0d,3.3181818181818183
AATS0i,160.61552807205638
AATS0m,92.14475025757577
AATS0p,1.5245135491003179
AATS0s,4.993265993265993
AATS0v,227.201744601733
AATS1Z,25.17391304347826
AATS1d,4.028985507246377
AATS1i,144.8686241458805
AATS1m,95.75137791304347
AATS1p,1.8410379225507247
AATS1s,3.377616747181965
AATS1v,271.69555936355175
AATS2Z,21.271186440677965
AATS2d,3.73728813559322
AATS2i,152.17129703654064
AATS2m,79.33163294067798
AATS2p,1.602492504190593
AATS2s,3.2161016949152543
AATS2v,230.58163094023226
AATS3Z,18.737179487179485
AATS3d,3.33974358974359
AATS3i,155.89076319915017
AATS3m,68.65993108333335
AATS3p,1.4550068653780766
AATS3s,3.0685541310541313
AATS3v,204.6309513790741
AATS4Z,18.391812865497077
AATS4d,3.0292397660818713
AATS4i,156.164155765004
AATS4m,66.96872987134502
AATS4p,1.4066031697533858
AATS4s,3.305393112410656
AATS4v,198.53301102582276
AATS5Z,17.07936507936508
AATS5d,2.7883597883597884
AATS5i,157.25829999608877
AATS5m,61.23797908465609
AATS5p,1.3471164092506664
AATS5s,3.574808935920047
AATS5v,186.83443054219782
AATS6Z,14.530303030303031
AATS6d,2.4797979797979797
AATS6i,160.23602059010437
AATS6m,50.3993941010101
AATS6p,1.2226412241069091
AATS6s,3.2319023569023573
AATS6v,164.04130789921714
AATS7Z,12.917582417582418
AATS7d,2.3516483516483517
AATS7i,162.99461838140056
AATS7m,44.633559109890115
AATS7p,1.1236761790637417
AATS7s,3.1028693528693525
AATS7v,147.3090799204108
AATS8Z,13.731543624161073
AATS8d,2.6040268456375837
AATS8i,162.70723088022018
AATS8m,48.466761073825495
AATS8p,1.1777978192171543
AATS8s,2.7992170022371363
AATS8v,158.15231635445988
AMID_C,1.626513652866605
AMID_N,0.16268230785429272
AMID_O,0.24380712637847254
AMID_X,0.0
AMID_h,0.40648943423276523
ATS0dv,530.0
ATS0pe,415.82529999999997
ATS0se,510.8739079999999
ATS1dv,512.0
ATS1pe,449.20949999999993
ATS1se,536.3815439999998
ATS2dv,705.0
ATS2pe,755.8457000000001
ATS2se,916.380604
ATS3dv,786.0
ATS3pe,982.5784
ATS3se,1202.5249720000002
ATS4dv,799.0
ATS4pe,1082.7022
ATS4se,1326.75924
ATS5dv,752.0
ATS5pe,1188.2636999999997
ATS5se,1462.243492
ATS6dv,645.0
ATS6pe,1224.9057
ATS6se,1521.838488
ATS7dv,540.0
ATS7pe,1093.0126999999998
ATS7se,1374.10796
ATS8dv,503.0
ATS8pe,898.065
ATS8se,1128.4183920000003
ATSC0Z,484.0
ATSC0c,1.6393811944228165
ATSC0d,38.98484848484849
ATSC0i,97.34817488248744
ATSC0m,2300.232494439393
ATSC0p,15.215538505196616
ATSC0s,116.19528619528619
ATSC0v,3292.998531938225
ATSC1Z,17.0
ATSC1c,-0.7990737254050003
ATSC1d,16.98553719008264
ATSC1i,-8.650305971449164
ATSC1m,81.95197732851292
ATSC1p,-0.30739847620799
ATSC1s,-2.6704928068564433
ATSC1v,48.46497261210186
ATSC2Z,10.0
ATSC2c,-0.23266993076401987
ATSC2d,1.4967860422405819
ATSC2i,3.781831147713785
ATSC2m,51.29474032047803
ATSC2p,1.641279454804291
ATSC2s,18.696306499336803
ATSC2v,223.52971926216807
ATSC3Z,-9.0
ATSC3c,0.3678833689018315
ATSC3d,-11.388429752066118
ATSC3i,12.493829014294523
ATSC3m,-44.669771750688334
ATSC3p,0.09329582390102642
ATSC3s,-6.487679828588917
ATSC3v,-49.48239175244553
ATSC4Z,-63.0
ATSC4c,-0.0764552691469438
ATSC4d,-19.718319559228654
ATSC4i,-15.571862550087083
ATSC4m,-300.56487582024744
ATSC4p,-2.50172901086675
ATSC4s,-29.990817263544546
ATSC4v,-494.1955391431558
ATSC5Z,-144.0
ATSC5c,-0.013461999470727258
ATSC5d,-19.426308539944905
ATSC5i,-26.522455985693256
ATSC5m,-693.2815159703852
ATSC5p,-4.806193197562524
ATSC5s,20.847337006427907
ATSC5v,-1108.98839737708
ATSC6Z,-239.0
ATSC6c,-0.1049931613521676
ATSC6d,-2.8030303030303005
ATSC6i,-31.610508136234426
ATSC6m,-1137.4135283484848
ATSC6p,-5.948870527112469
ATSC6s,-35.52441077441078
ATSC6v,-1526.8158869736342
ATSC7Z,43.0
ATSC7c,0.15008681984347766
ATSC7d,12.769054178145089
ATSC7i,-3.735444152938859
ATSC7m,202.33121228833744
ATSC7p,-1.0373863271282677
ATSC7s,-12.610907050300986
ATSC7v,54.32539126994098
ATSC8Z,110.0
ATSC8c,-0.2879226234740095
ATSC8d,6.625114784205694
ATSC8i,26.099856791386596
ATSC8m,547.9026075231859
ATSC8p,6.323698091647207
ATSC8s,-28.098280787674714
ATSC8v,1363.1927268620668
AXp-0d,0.7125197857518895
AXp-1d,0.44900646889202145
AXp-2d,0.2809773254912521
AXp-3d,0.17832490268235743
AXp-4d,0.11455778855063076
AXp-5d,0.0768412311088894
AXp-6d,0.049183713006908804
AXp-7d,0.03128818852774699
GATS1Z,0.7726973290214396
GATS1c,1.4564537247453107
GATS1d,0.7249193125939943
GATS1i,1.2178479799971067
GATS1m,0.7776522133285364
GATS1p,1.0711686302313106
GATS1s,0.6095106333387927
GATS1v,0.9515205861751941
GATS2Z,0.8826078582434514
GATS2c,1.176155655984891
GATS2d,1.2080964645899066
GATS2i,1.0603893797233628
GATS2m,0.8838134347119908
GATS2p,0.9489423575008423
GATS2s,0.4995516836190935
GATS2v,0.9240664457138973
GATS3Z,0.9387913223140495
GATS3c,0.9168109050958558
GATS3d,1.3466770307034588
GATS3i,1.0018864923056232
GATS3m,0.9408194682594885
GATS3p,0.9870628036356544
GATS3s,0.8167922341350334
GATS3v,0.9753032461735379
GATS4Z,1.005267990913924
GATS4c,1.0660621590688957
GATS4d,1.306550480359468
GATS4i,1.0888830020950084
GATS4m,1.0048744307534145
GATS4p,1.0514624760820774
GATS4s,1.1391158550534553
GATS4v,1.0198327787662218
GATS5Z,1.0718931741659015
GATS5c,1.04093630506002
GATS5d,1.1512409083337958
GATS5i,1.1057020996601146
GATS5m,1.0724738305516963
GATS5p,1.0943812306249778
GATS5s,0.994247699079632
GATS5v,1.083873700347727
GATS6Z,1.1676423324150598
GATS6c,1.0537696364258842
GATS6d,0.8757611089519367
GATS6i,1.084508038357728
GATS6m,1.1663717822665325
GATS6p,1.1019502935751082
GATS6s,1.2158854921278857
GATS6v,1.128514805048256
GATS7Z,0.995056080283353
GATS7c,0.7861886052612032
GATS7d,0.8336572094830935
GATS7i,0.9460290431206121
GATS7m,0.9954731018648918
GATS7p,0.9996654994705351
GATS7s,1.2947722192325208
GATS7v,1.0011317946728582
GATS8Z,0.9328720394919296
GATS8c,1.037792395270779
GATS8d,0.9567475357154965
GATS8i,0.8035001076828793
GATS8m,0.9272934339013915
GATS8p,0.7988503982801254
GATS8s,1.1958231394849077
GATS8v,0.8242308570961142
MATS1Z,0.03359683794466403
MATS1c,-0.4662316440606284
MATS1d,0.4167525642542116
MATS1i,-0.08499600246033413
MATS1m,0.03407866294774341
MATS1p,-0.019324542799986338
MATS1s,-0.021983546042105
MATS1v,0.014077686169677956
MATS2Z,0.01155624036979969
MATS2c,-0.07938203716416757
MATS2d,0.021474635556990036
MATS2i,0.021728825342156085
MATS2m,0.012472773319084638
MATS2p,0.06033330746349255
MATS2s,0.0899972496304191
MATS2v,0.03796694593144702
MATS3Z,-0.007867132867132868
MATS3c,0.09494006903071578
MATS3d,-0.12359113874854256
MATS3i,0.054298406140614944
MATS3m,-0.008216017134144363
MATS3p,0.002594144801282711
MATS3s,-0.023622194235784492
MATS3v,-0.006357384567915227
MATS4Z,-0.050239234449760764
MATS4c,-0.018000115744945443
MATS4d,-0.1952189061850117
MATS4i,-0.061739139644339816
MATS4m,-0.050432943718106575
MATS4p,-0.06346010152052746
MATS4s,-0.09962024737299642
MATS4v,-0.05792354174012746
MATS5Z,-0.10389610389610389
MATS5c,-0.0028675549678033097
MATS5d,-0.17401094392932712
MATS5i,-0.09514107519663616
MATS5m,-0.10524949445306618
MATS5p,-0.11030521065869507
MATS5s,0.06265333719694773
MATS5v,-0.11760278232869711
MATS6Z,-0.1646005509641873
MATS6c,-0.02134812853153676
MATS6d,-0.023966835082264517
MATS6i,-0.10823866043848154
MATS6m,-0.1648258789923889
MATS6p,-0.13032446020189012
MATS6s,-0.10191007437457746
MATS6v,-0.15455173273085407
MATS7Z,0.032217782217782216
MATS7c,0.03319977604954172
MATS7d,0.11877784089210437
MATS7i,-0.013915120828265208
MATS7m,0.031898017865948494
MATS7p,-0.024724398783347177
MATS7s,-0.039357759018726846
MATS7v,0.005982516063491453
MATS8Z,0.10067114093959732
MATS8c,-0.07779532671636197
MATS8d,0.0752757729336919
MATS8i,0.11875939538436402
MATS8m,0.1055089497816015
MATS8p,0.1840947770041472
MATS8s,-0.10711465794371437
MATS8v,0.18336793336897064
MAXsOH,9.85613231061734
MAXssO,5.489124691052126
MAXtsC,2.171044405244096
MINsOH,9.85613231061734
MINssO,5.489124691052126
MINtsC,2.171044405244096
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,48.17870978734801
SpAD_D,535.3520734325698
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.13010001469313
SssNH2,0
SsssAs,0
SsssCH,-1.6207922218769368
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1112
TMWC10,155.8499688185704
TSRW10,87.24580023132583
VE1_Dt,5.9817986998587935
VE2_Dt,0.16167023513131876
VE3_Dt,3.0970541283152646
VR1_Dt,261.28615836863713
VR2_Dt,7.06178806401722
VR3_Dt,6.8739490185908805
Xc-3dv,0.9145205510337157
Xc-4dv,0.0
Xc-5dv,0.16482499037339918
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.37079081189859814
Xch-7d,0.5924187767343059
Xp-0dv,20.808614572566654
Xp-1dv,12.057049996266665
Xp-2dv,8.818365757103162
Xp-3dv,6.614230097523959
Xp-4dv,4.793178721634503
Xp-5dv,3.1515440421639345
Xp-6dv,1.782279199460369
Xp-7dv,1.08777312213123
Xpc-4d,5.607235910986216
Xpc-5d,9.124597788608998
Xpc-6d,14.642140407081865
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,69
nFRing,0
nHBAcc,6
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,7.29179456813103
AATS0dv,8.030303030303031
AATS0pe,6.300383333333333
AATS0se,7.740513757575756
AATS1dv,7.420289855072464
AATS1pe,6.510282608695651
AATS1se,7.7736455652173895
AATS2dv,5.97457627118644
AATS2pe,6.405472033898306
AATS2se,7.765937322033898
AATS3dv,5.038461538461538
AATS3pe,6.298579487179487
AATS3se,7.708493410256411
AATS4dv,4.6725146198830405
AATS4pe,6.331591812865497
AATS4se,7.7588259649122815
AATS5dv,3.9788359788359786
AATS5pe,6.287109523809522
AATS5se,7.736738052910053
AATS6dv,3.257575757575758
AATS6pe,6.186392424242424
AATS6se,7.68605296969697
AATS7dv,2.967032967032967
AATS7pe,6.005564285714285
AATS7se,7.550043736263737
AATS8dv,3.3758389261744965
AATS8pe,6.027281879194631
AATS8se,7.5732777986577196
AATSC0Z,7.333333333333333
AATSC0c,0.02483910900640631
AATSC0d,0.5906795224977044
AATSC0i,1.4749723467043552
AATSC0m,34.85200749150596
AATSC0p,0.23053846219994872
AATSC0s,1.760534639322518
AATSC0v,49.89391715057916
AATSC1Z,0.2463768115942029
AATSC1c,-0.011580778629057976
AATSC1d,0.24616720565337158
AATSC1i,-0.12536675320940818
AATSC1m,1.1877098163552597
AATSC1p,-0.004455050379825942
AATSC1s,-0.03870279430226729
AATSC1v,0.7023909074217661
AATSC2Z,0.0847457627118644
AATSC2c,-0.001971779074271355
AATSC2d,0.0126846274766151
AATSC2i,0.032049416506049026
AATSC2m,0.43470118915659345
AATSC2p,0.013909147922070262
AATSC2s,0.1584432754181085
AATSC2v,1.894319654764136
AATSC3Z,-0.057692307692307696
AATSC3c,0.002358226723729689
AATSC3d,-0.07300275482093666
AATSC3i,0.08008864752752899
AATSC3m,-0.2863446907095406
AATSC3p,0.0005980501532117078
AATSC3s,-0.041587691208903314
AATSC3v,-0.3171948189259329
AATSC4Z,-0.3684210526315789
AATSC4c,-0.00044710683711663037
