DLiP-ID,C001QR
AATSC5p,-0.005884703757318452
AATSC5s,-0.030508082643040956
AATSC5v,3.152573201871909
AATSC6Z,-3.1487608571003842
AATSC6c,-0.0008430818243969516
AATSC6d,-0.29803138737284707
AATSC6i,0.1473021314642338
AATSC6m,-14.719944660111699
AATSC6p,0.012494154285348575
AATSC6s,-0.16676458998445048
AATSC6v,-8.404638747462393
AATSC7Z,-1.1218496992462117
AATSC7c,0.005923114189086222
AATSC7d,-0.3444836425471434
AATSC7i,-0.4353401686182694
AATSC7m,-5.741375276820386
AATSC7p,-0.08233388323282761
AATSC7s,0.6073210211810754
AATSC7v,-17.96347093687389
AATSC8Z,-3.4410584212873494
AATSC8c,-0.004697465334657512
AATSC8d,-0.047866805411030236
AATSC8i,-0.3365328114703272
AATSC8m,-16.264404222982023
AATSC8p,-0.06523871183794364
AATSC8s,-0.8487702954924602
AATSC8v,-18.652042274290675
ATS0are,209.65000000000003
ATS1are,226.89999999999998
ATS2are,364.2699999999999
ATS3are,457.39
ATS4are,494.65999999999985
ATS5are,389.72
ATS6are,338.65
ATS7are,264.3299999999999
ATS8are,222.57999999999993
ATSC0dv,136.38709677419357
ATSC0pe,5.156387096774191
ATSC0se,4.069157419354838
ATSC1dv,37.22060353798126
ATSC1pe,-0.7292793964620199
ATSC1se,-0.6030521373569196
ATSC2dv,41.60353798126951
ATSC2pe,1.0546551508844935
ATSC2se,0.4934746430801244
ATSC3dv,3.9250780437044916
ATSC3pe,-0.5457975026014588
ATSC3se,-0.5603758876170656
ATSC4dv,35.656607700312186
ATSC4pe,0.8454566077003108
ATSC4se,0.6189500312174819
ATSC5dv,-17.575442247658685
ATSC5pe,0.1428310093652434
ATSC5se,-0.3086121207075963
ATSC6dv,-116.28928199791883
ATSC6pe,-2.407492507804371
ATSC6se,-1.0860299854318405
ATSC7dv,-49.28616024973985
ATSC7pe,1.2450106139438102
ATSC7se,1.251380703433922
ATSC8dv,-52.88865764828305
ATSC8pe,-1.8915983350676355
ATSC8se,-1.1379955379812692
AXp-0dv,0.5240915908733159
AXp-1dv,0.2650236971563105
AXp-2dv,0.13601084788148143
AXp-3dv,0.06738961357879793
AXp-4dv,0.03343161328413522
AXp-5dv,0.017163279391624386
AXp-6dv,0.008512544059481379
AXp-7dv,0.004289502499305877
BertzCT,1084.8521133481681
ECIndex,329
ETA_eta,13.489191921890102
GATS1dv,0.4431590517001502
GATS1pe,0.8213599794805068
GATS1se,0.8908475268828876
GATS2dv,0.5918981680571084
GATS2pe,0.5999285116315048
GATS2se,0.686939710143975
GATS3dv,0.8167712449218097
GATS3pe,0.931055458567993
GATS3se,0.9905207123988331
GATS4dv,0.9288942442915952
GATS4pe,0.9991125014709924
GATS4se,1.0105478074033503
GATS5dv,1.0998107852412486
GATS5pe,0.9954890938764712
GATS5se,1.048657940091364
GATS6dv,1.5936033826965033
GATS6pe,1.493915010075899
GATS6se,1.4188642625017251
GATS7dv,1.18833214112652
GATS7pe,0.6904082506429889
GATS7se,0.6203501557884228
GATS8dv,1.3637653736991484
GATS8pe,1.341188235967026
GATS8se,1.2238039338208764
LogEE_A,4.021033294412401
LogEE_D,80.91759124928159
MATS1dv,0.24882436418275913
MATS1pe,-0.12895292807578992
MATS1se,-0.13512420336299824
MATS2dv,0.1719317106734325
MATS2pe,0.1152826548857777
MATS2se,0.06835327924387175
MATS3dv,0.013119817463409261
MATS3pe,-0.04825461026210213
MATS3se,-0.06278092780663964
MATS4dv,0.10952082640824365
MATS4pe,0.06868719540320053
MATS4se,0.06372077833832461
MATS5dv,-0.0677084168497346
MATS5pe,0.01455414423363201
MATS5se,-0.03984906812598925
MATS6dv,-0.5394261772826442
MATS6pe,-0.2953826926396405
MATS6se,-0.16885072855549
MATS7dv,-0.27323072663082354
MATS7pe,0.1825598953151839
MATS7se,0.2325213306366371
MATS8dv,-0.3434653331531289
MATS8pe,-0.32492046015142934
MATS8se,-0.24770211648113932
MAXaaCH,1.863790627362056
MAXaaaC,0.6803514739229026
MAXaasC,1.0035180985974639
MAXsCH3,1.9272728751994626
MDEC-12,1.39667236171013
MDEC-13,2.2280016253052604
MDEC-22,2.570566778723786
MDEC-23,16.628425708140924
MDEC-33,16.391030873748164
MDEO-11,0.5984084805885755
MDEO-12,1.381199369861928
MDEO-22,0.25
MINaaCH,1.283469387755102
MINaaaC,0.26240740740740764
MINaasC,-0.3111674330225913
MINsCH3,1.9272728751994626
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.25
SM1_Dzi,0.865670929391506
SM1_Dzm,1.2463278954934687
SM1_Dzp,-5.41147132169576
SM1_Dzv,-1.9949723902901284
SddssSe,0
SpAD_Dt,571.601502408811
SpAbs_A,27.427319754539077
SpAbs_D,161.83518249856326
SpMAD_A,1.3060628454542418
SpMAD_D,7.706437261836346
SpMax_A,2.570952132309256
SpMax_D,80.91759124928159
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,83.81
TpiPC10,10.233940629110666
VAdjMat,5.584962500721156
VE1_DzZ,4.501670648238326
VE1_Dzi,4.501250315762718
VE1_Dzm,4.501667401120884
VE1_Dzp,4.476974995519743
VE1_Dzv,4.492498020447867
VE2_DzZ,0.21436526896372982
VE2_Dzi,0.214345253131558
VE2_Dzm,0.21436511433908972
VE2_Dzp,0.21318928550094016
VE2_Dzv,0.21392847716418414
VE3_DzZ,2.2463859277715774
VE3_Dzi,2.2462925508603298
VE3_Dzm,2.246385206457455
VE3_Dzp,2.2408849388753884
VE3_Dzv,2.244346243769992
VR1_DzZ,119.88389075321294
VR1_Dzi,119.99795262798791
VR1_Dzm,119.88496182390625
VR1_Dzp,122.77867563662802
VR1_Dzv,121.11957111201572
VR2_DzZ,5.708756702533949
VR2_Dzi,5.714188220380377
VR2_Dzm,5.7088077059002975
VR2_Dzp,5.846603601744191
VR2_Dzv,5.767598624381701
VR3_DzZ,5.528461042050015
VR3_Dzi,5.529412025932442
VR3_Dzm,5.528469976243775
VR3_Dzp,5.552320694195785
VR3_Dzv,5.538715593395203
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02551551815399144
Xch-6dv,0.11262565432999438
Xch-7dv,0.1982274639410563
Xpc-4dv,1.3470541537223215
Xpc-5dv,1.832601423189969
Xpc-6dv,2.514178603682288
Zagreb1,122.0
Zagreb2,151.0
fragCpx,156.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,20
nBondsD,1
nBondsM,21
nBondsO,24
nBondsS,13
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,5
naHRing,2
AATS0are,6.762903225806452
AATS1are,6.673529411764705
AATS2are,6.623090909090908
AATS3are,6.726323529411765
AATS4are,6.684594594594593
AATS5are,6.60542372881356
AATS6are,6.911224489795918
AATS7are,6.447073170731706
AATS8are,6.35942857142857
AATSC0dv,4.39958376690947
AATSC0pe,0.16633506763787712
AATSC0se,0.13126314255983348
AATSC1dv,1.0947236334700372
AATSC1pe,-0.02144939401358882
AATSC1se,-0.017736827569321167
AATSC2dv,0.7564279632958093
AATSC2pe,0.01917554819789988
AATSC2se,0.008972266237820443
AATSC3dv,0.05772173593683076
AATSC3pe,-0.008026433861786158
AATSC3se,-0.008240821876721552
AATSC4dv,0.4818460500042187
AATSC4pe,0.011425089293247443
AATSC4se,0.008364189611047053
AATSC5dv,-0.29788885165523193
AATSC5pe,0.0024208645655126
AATSC5se,-0.005230713910298243
AATSC6dv,-2.3732506530187516
AATSC6pe,-0.049132500159272875
AATSC6se,-0.02216387725371103
AATSC7dv,-1.20210146950585
AATSC7pe,0.030366112535214883
AATSC7se,0.03052148057155907
AATSC8dv,-1.5111045042366587
AATSC8pe,-0.05404566671621816
AATSC8se,-0.032514158228036265
AETA_eta,0.6423424724709572
ATSC0are,5.770967741935481
ATSC1are,-0.845577523413112
ATSC2are,1.0021540062434953
ATSC3are,-0.6656711758584821
ATSC4are,0.9244640998959403
ATSC5are,-0.0699063475546311
ATSC6are,-2.273465140478669
ATSC7are,1.5829136316337158
ATSC8are,-1.9227055150884478
BCUTZ-1h,8.039179832736412
BCUTZ-1l,5.657247957775992
BCUTc-1h,0.5288041895113247
BCUTc-1l,-0.5293755775898655
BCUTd-1h,3.3215713935231834
BCUTd-1l,0.9777373853398299
BCUTi-1h,13.651633114505096
BCUTi-1l,10.917930484988
BCUTm-1h,16.019734919894482
BCUTm-1l,11.66953472323476
BCUTp-1h,2.0352806976239473
BCUTp-1l,0.7203865610511951
BCUTs-1h,7.008284492666579
BCUTs-1l,1.3528581617832955
BCUTv-1h,20.93416007822335
BCUTv-1l,14.697715571367276
BalabanJ,1.586528839637973
Diameter,9
ETA_beta,30.75
GATS1are,0.8485680465590375
GATS2are,0.6309009604146554
GATS3are,0.9525367441554601
GATS4are,1.0042111703654466
GATS5are,1.0163380735379108
GATS6are,1.4704144374351196
GATS7are,0.6567778701822793
GATS8are,1.295895552183982
HybRatio,0.0625
Lipinski,True
LogEE_Dt,283.9940056906097
MATS1are,-0.13359418669647866
MATS2are,0.0978779409522841
MATS3are,-0.05258524315259936
MATS4are,0.06710754913661558
MATS5are,-0.0063646957395003855
MATS6are,-0.24923284014556096
MATS7are,0.2073893304612199
MATS8are,-0.2950922302962548
NsssssAs,0
RotRatio,0.0
SM1_Dzpe,1.2936046511627908
SM1_Dzse,1.2424740010946906
SMR_VSA1,19.047356663788108
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,0.0
SMR_VSA7,46.31541033715485
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
SpAD_DzZ,104.21653921345649
SpAD_Dzi,106.6229565270052
SpAD_Dzm,104.23931460010125
SpAD_Dzp,138.1267819176075
SpAD_Dzv,123.40217276049302
SpAbs_Dt,571.6015024088108
SpDiam_A,5.026072876159482
SpDiam_D,116.87476713227622
SpMAD_Dt,27.219119162324336
SpMax_Dt,283.9940056906097
SsssssAs,0
VE1_Dzpe,4.50170800122262
VE1_Dzse,4.5016639764209305
VE2_Dzpe,0.2143670476772676
VE2_Dzse,0.21436495125813954
VE3_Dzpe,2.2463942253198086
VE3_Dzse,2.2463844456946194
VMcGowan,187.80999999999986
VR1_Dzpe,119.87120263979443
VR1_Dzse,119.88608634137236
VR2_Dzpe,5.7081525066568775
VR2_Dzse,5.708861254351065
VR3_Dzpe,5.528355199765284
VR3_Dzse,5.528479356170791
mZagreb1,6.861111111111111
mZagreb2,4.36111111111111
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,26
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1861602497398542
AATSC1are,-0.024869927159209177
AATSC2are,0.018220981931699912
AATSC3are,-0.009789281997918856
AATSC4are,0.012492758106701895
AATSC5are,-0.0011848533483835779
AATSC6are,-0.046397247764870794
AATSC7are,0.03860764955204185
AATSC8are,-0.05493444328824137
AETA_beta,1.4642857142857142
BCUTdv-1h,6.038946309179792
BCUTdv-1l,0.9959465192626586
BCUTpe-1h,3.5229676579145934
BCUTpe-1l,2.204378103586463
BCUTse-1h,3.7354888363746666
BCUTse-1l,2.400472797411643
ETA_alpha,9.666666666666666
ETA_dBeta,3.25
ETA_eta_B,0.3724996667149014
ETA_eta_F,21.80643592562309
ETA_eta_L,3.932515296439758
ETA_eta_R,35.295627847513195
ETA_psi_1,0.5215827338129497
LabuteASA,117.19047452162087
LogEE_DzZ,52.15997097716228
LogEE_Dzi,53.35270068871172
LogEE_Dzm,52.171342787477144
LogEE_Dzp,67.74149989068509
LogEE_Dzv,61.226092953986964
PEOE_VSA1,19.047356663788108
PEOE_VSA2,0.0
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,11.629818560158606
PEOE_VSA7,25.122838405075452
PEOE_VSA8,11.452591282926406
PEOE_VSA9,5.386224214464796
SM1_Dzare,1.4285714285714284
SpAD_Dzpe,103.94632053281518
SpAD_Dzse,104.26322069112501
SpAbs_DzZ,103.20463445155178
SpAbs_Dzi,105.9145830160145
SpAbs_Dzm,103.23038249422561
SpAbs_Dzp,140.894471103066
SpAbs_Dzv,124.44715829826416
SpDiam_Dt,318.45279699282423
SpMAD_DzZ,4.9626923434979275
SpMAD_Dzi,5.077283644143105
SpMAD_Dzm,4.963776885719107
SpMAD_Dzp,6.577465805600357
SpMAD_Dzv,5.876293940975858
SpMax_DzZ,52.15997097716228
SpMax_Dzi,53.35270068871172
SpMax_Dzm,52.171342787477144
SpMax_Dzp,67.74149989068509
SpMax_Dzv,61.226092953986964
VE1_Dzare,4.501809154531452
VE2_Dzare,0.21437186450149773
VE3_Dzare,2.2464166950518227
VR1_Dzare,119.8322997139293
VR2_Dzare,5.706299986377585
VR3_Dzare,5.52803060771031
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,20
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4603174603174603
AETA_dBeta,0.15476190476190477
AETA_eta_B,0.017738079367376258
AETA_eta_F,1.0384017107439567
AETA_eta_L,0.18726263316379801
AETA_eta_R,1.6807441832149141
BCUTare-1h,3.574675509112747
BCUTare-1l,2.1549104611229706
ETA_beta_s,13.75
ETA_dPsi_A,0.19241726618705024
ETA_dPsi_B,0.0
ETA_eta_BR,0.7164996667149014
ETA_eta_FL,6.109198599218436
ETA_eta_RL,10.041713895658194
LogEE_Dzpe,52.02497240954075
LogEE_Dzse,52.18327808194715
PEOE_VSA10,16.552264497749277
PEOE_VSA11,17.082043808210052
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.625586319077987
SlogP_VSA2,10.213054789681411
SlogP_VSA3,0.0
SlogP_VSA4,6.923737199690624
SlogP_VSA5,5.563451491696996
SlogP_VSA6,43.96067440048657
SlogP_VSA7,0.0
SlogP_VSA8,32.907733068321114
SlogP_VSA9,0.0
SpAD_Dzare,103.11270239904236
SpAbs_Dzpe,102.8991167675882
SpAbs_Dzse,103.2574084045246
SpDiam_DzZ,74.59304163043467
SpDiam_Dzi,76.30722383312013
SpDiam_Dzm,74.60933427622594
SpDiam_Dzp,95.28288112951576
SpDiam_Dzv,87.64461551521251
SpMAD_Dzpe,4.949824787276913
SpMAD_Dzse,4.964915271005953
SpMax_Dzpe,52.02497240954075
SpMax_Dzse,52.18327808194715
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,1
nG12FaRing,1
nG12aHRing,0
nHeavyAtom,21
AETA_beta_s,0.6547619047619048
AETA_eta_BR,0.034119031748328636
AETA_eta_FL,0.2909142190104017
AETA_eta_RL,0.47817685217419975
DetourIndex,2978
EState_VSA1,5.625586319077987
EState_VSA2,16.885247881032605
EState_VSA3,27.521508853856318
EState_VSA4,5.563451491696996
EState_VSA5,12.13273413692322
EState_VSA6,6.06636706846161
EState_VSA7,19.056471336613843
EState_VSA8,0.0
EState_VSA9,8.834301874106695
ETA_beta_ns,17.0
ETA_shape_p,0.15517241379310343
ETA_shape_x,0.0
ETA_shape_y,0.5172413793103449
GhoseFilter,True
LogEE_Dzare,51.60755472652777
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,101.95623981400834
SpDiam_Dzpe,74.39970232743923
SpDiam_Dzse,74.62643530802708
SpMAD_Dzare,4.910128685668684
SpMax_Dzare,51.60755472652777
TopoPSA(NO),83.81
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,11.013026502267573
VSA_EState9,43.65364016439911
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,1
AETA_beta_ns,0.8095238095238095
EState_VSA10,15.007591973753234
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03968253968253971
FilterItLogS,-4.6535959458002045
SpDiam_Dzare,73.80278967012273
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6946236559139786
ETA_epsilon_2,0.8825396825396823
ETA_epsilon_3,0.4473684210526319
ETA_epsilon_4,0.571851851851852
ETA_epsilon_5,0.8318840579710143
AETA_beta_ns_d,0.07142857142857142
ETA_dEpsilon_A,0.24725523486134665
ETA_dEpsilon_B,0.12277180406212651
ETA_dEpsilon_C,-0.12448343079922014
ETA_dEpsilon_D,0.05065562456866801
PetitjeanIndex,0.4444444444444444
TopoShapeIndex,0.8
CDK Descriptors
FMFDescriptor,0.8095238095238095
MDEDescriptor,"0.0,1.39667236171013,2.2280016253052604,0.0,2.570566778723786,16.628425708140924,0.0,16.391030873748164,0.0,0.0,0.5984084805885755,1.381199369861928,0.25,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,38.83792999999999
BCUTDescriptor,"11.850000000000001,15.998934798161683,-0.3587139091684242,0.30165888210865555,4.944401985524629,10.072766015621115"
BPolDescriptor,15.722069999999997
TPSADescriptor,83.81
ALOGPDescriptor,"3.851800000000001,14.836363240000006,69.9405"
XLogPDescriptor,3.835000000000001
VAdjMaDescriptor,5.584962500721157
WeightDescriptor,282.0528235
ChiPathDescriptor,"14.723250160202095,10.041713895658196,9.881958350791919,8.650912379491317,7.54883690326719,6.803396009068612,5.138381719652827,3.9865996047522425,11.005923408339635,6.360568731751453,5.032401371614814,3.5716495196762894,2.574234222878412,1.8707974536870595,1.1151432717920609,0.68632039988894"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.37079081189859814,0.8993055874022072,0.0,0.0,0.025515518153991442,0.11262565432999438,0.19822746394105636"
AtomCountDescriptor,31
BondCountDescriptor,24
SmallRingDescriptor,"4,4,1,1,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.848474650689668,0.0,0.5275942481673181,0.0,0.7131525120100611,0.0,0.10663537046921319,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,10,4,1,0,0,0"
ZagrebIndexDescriptor,122.0
LargestChainDescriptor,10
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"43.69500513684393,2.0807145303259014,14.000161949124484,14.000161949124484,0.0"
FractionalPSADescriptor,0.29714292152795985
WienerNumbersDescriptor,"822.0,39.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.4501915800834135,7.231156141432875,11.721925675394427,1.3470541537223213,1.8326014231899697,2.3346922121801037"
FractionalCSP3Descriptor,0.0625
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,20
PetitjeanNumberDescriptor,0.4444444444444444
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"14.583333333333334,5.2739225712198685,2.30687077251691"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,20
FragmentComplexityDescriptor,736.05
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.0625
AutocorrelationDescriptorMass,"24.87234517770473,26.324643839927948,41.759572761131714,45.08794066966196,40.64060280934617"
PetitjeanShapeIndexDescriptor,"0.8,NaN"
RotatableBondsCountDescriptor,0
AutocorrelationDescriptorCharge,"0.49718727305787513,-0.21328066911251187,0.014917292198662396,-0.16179821668614097,0.1815801526954931"
EccentricConnectivityIndexDescriptor,329
AutocorrelationDescriptorPolarizability,"1387.9190267855224,1716.2624809964295,2624.7903712985985,2654.070910377336,2213.8871666695563"
