DLiP-ID,T003QL
GATS4p,1.1616349007861275
GATS4s,0.9160581875813663
GATS4v,1.0937295683878363
GATS5Z,1.2305428865676036
GATS5c,1.0579132898516317
GATS5d,0.7555555555555556
GATS5i,1.0314393752678346
GATS5m,1.2172258693692752
GATS5p,0.74996031699124
GATS5s,1.5523318967027575
GATS5v,0.8393325150176758
GATS6Z,1.5470461567268983
GATS6c,1.0652311551396991
GATS6d,0.7212121212121213
GATS6i,0.7218836635789535
GATS6m,1.5273006347898623
GATS6p,0.6156770841033237
GATS6s,2.0674292594822394
GATS6v,0.8637384530639048
GATS7Z,1.6807415036045317
GATS7c,0.5504451066946048
GATS7d,0.7555555555555556
GATS7i,0.14412893449872932
GATS7m,1.6559451794207114
GATS7p,0.30454514123957593
GATS7s,2.401766004415011
GATS7v,0.7251590757158444
MATS1Z,0.06602586108250368
MATS1c,-0.508937633043503
MATS1d,0.2671296296296297
MATS1i,0.47335197818793917
MATS1m,0.06197731820906804
MATS1p,0.11308352307582777
MATS1s,0.22781252554983225
MATS1v,0.038244910812049254
MATS2Z,-0.07598123355074954
MATS2c,0.0259057751773477
MATS2d,-0.15524691358024686
MATS2i,0.122785620934088
MATS2m,-0.08231062959388467
MATS2p,-0.1832621090314385
MATS2s,0.04405472433434165
MATS2v,-0.20475569630640097
MATS3Z,-0.017233093031239263
MATS3c,0.02496124229621012
MATS3d,-0.19250000000000003
MATS3i,-0.24563461453310395
MATS3m,-0.02025572900648494
MATS3p,-0.20195429027442624
MATS3s,0.02804758400784902
MATS3v,-0.14172286535221182
MATS4Z,-0.008120098233383496
MATS4c,0.0015584689293640097
MATS4d,-0.1445512820512821
MATS4i,-0.4510746414587283
MATS4m,-0.009147315228736883
MATS4p,-0.2217293229150689
MATS4s,0.04451802796173659
MATS4v,-0.12160462349816564
MATS5Z,-0.10460497278210976
MATS5c,-0.010511596599673335
MATS5d,-0.008333333333333375
MATS5i,-0.18603537565474618
MATS5m,-0.09665693957235984
MATS5p,0.09954157892333114
MATS5s,-0.2926346403167595
MATS5v,0.08986537594009024
MATS6Z,-0.35380582342477296
MATS6c,-0.1215399023196844
MATS6d,0.004545454545454467
MATS6i,0.09734031439827853
MATS6m,-0.34110047249017217
MATS6p,0.21253797997416524
MATS6s,-0.6559970566593084
MATS6v,0.0703227568329826
MATS7Z,-0.2734294541709578
MATS7c,0.24324881935152237
MATS7d,0.18055555555555547
MATS7i,0.5324770572284597
MATS7m,-0.2552672447250605
MATS7p,0.6026245651342487
MATS7s,-0.8092347314201618
MATS7v,0.36422611908996616
MAXaaN,3.769814814814815
MINaaN,3.4430007558578986
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,3
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,14.872066693869229
SpAD_D,57.01006414974199
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,160
TMWC10,88.58082583871318
TSRW10,54.01321195355574
VE1_Dt,3.2862182435351013
VE2_Dt,0.2987471130486456
VE3_Dt,1.2850476133840916
VR1_Dt,41.91242135871754
VR2_Dt,3.8102201235197763
VR3_Dt,3.8308924152744233
Xc-3dv,0.13923503277082808
Xc-4dv,0.0
Xc-5dv,0.018633899812498248
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.1853954059492991
Xch-7d,0.17677669529663687
Xp-0dv,5.728392132448002
Xp-1dv,3.257897198022917
Xp-2dv,2.1158783195093993
Xp-3dv,1.3925704990571128
Xp-4dv,0.8774706131417402
Xp-5dv,0.48680053117661826
Xp-6dv,0.1828532510927203
Xp-7dv,0.08705185522206177
Xpc-4d,0.9428090415820635
Xpc-5d,1.4999999999999996
Xpc-6d,1.8856180831641258
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,18
nFRing,0
nHBAcc,3
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,5.04196235405471
AATS0dv,9.882352941176471
AATS0pe,6.5602294117647055
AATS0se,7.876525882352941
AATS1dv,10.11111111111111
AATS1pe,6.860238888888889
AATS1se,8.044276444444444
AATS2dv,8.333333333333334
AATS2pe,6.635214814814815
AATS2se,7.873508592592594
AATS3dv,4.933333333333334
AATS3pe,6.15635
AATS3se,7.542923066666666
AATS4dv,4.846153846153846
AATS4pe,6.350788461538462
AATS4se,7.759778615384615
AATS5dv,4.142857142857143
AATS5pe,6.486000000000001
AATS5se,7.9562800000000005
AATS6dv,2.727272727272727
AATS6pe,6.447454545454547
AATS6se,7.979008727272727
AATS7dv,0.0
AATS7pe,6.072
AATS7se,7.75872
AATSC0Z,6.719723183391003
AATSC0c,0.010465997050532362
AATSC0d,0.4152249134948096
AATSC0i,1.905601002610497
AATSC0m,32.01280570934256
AATSC0p,0.19332546463679584
AATSC0s,0.5224913494809689
AATSC0v,43.46440743485616
AATSC1Z,0.44367550941945366
AATSC1c,-0.005326539766338225
AATSC1d,0.11091887735486353
AATSC1i,0.902020004222599
AATSC1m,1.9840678462129935
AATSC1p,0.021861924641400226
AATSC1s,0.11903007390319956
AATSC1v,1.6622923858446446
AATSC2Z,-0.510572856593618
AATSC2c,0.0002711297665978755
AATSC2d,-0.06446238626169419
AATSC2i,0.2339804023581505
AATSC2m,-2.6349941930026914
AATSC2p,-0.035429232378821986
AATSC2s,0.023018212368462247
AATSC2v,-8.899585008869085
AATSC3Z,-0.11580161476355241
AATSC3c,0.00026124428824975875
AATSC3d,-0.07993079584775087
AATSC3i,-0.4680815677301258
AATSC3m,-0.6484427171856967
AATSC3p,-0.039042907002697795
AATSC3s,0.014654620017941877
AATSC3v,-6.1599003625037945
AATSC4Z,-0.05456481235027939
AATSC4c,1.6310931218070053e-05
AATSC4d,-0.06002129358530743
AATSC4i,-0.859568289015923
AATSC4m,-0.2928312251796642
AATSC4p,-0.042865924376157834
AATSC4s,0.023260284505959256
AATSC4v,-5.285472901686555
AATSC5Z,-0.7029164607019277
AATSC5c,-0.00011001433900856713
AATSC5d,-0.003460207612456764
AATSC5i,-0.35450919836870476
AATSC5m,-3.094259826989619
AATSC5p,0.019243921996033277
AATSC5s,-0.15289906812398163
AATSC5v,3.9059453141466025
AATSC6Z,-2.3774771940861905
AATSC6c,-0.0012720362591998084
AATSC6d,0.0018873859704309202
AATSC6i,0.18549180071178056
AATSC6m,-10.919583153192827
AATSC6p,0.04108900373147151
AATSC6s,-0.34275278738946563
AATSC6v,3.0565369549310715
AATSC7Z,-1.8373702422145328
AATSC7c,0.0025458414258785127
AATSC7d,0.07497116493656282
AATSC7i,1.0146888141216397
AATSC7m,-8.17182070934256
AATSC7p,0.11650267405612567
AATSC7s,-0.42281814686658975
AATSC7v,15.830872438542732
ATS0are,110.4896
ATS1are,121.62870000000001
ATS2are,176.2287
ATS3are,181.668
ATS4are,163.52599999999998
ATS5are,135.942
ATS6are,71.054
ATS7are,18.348000000000003
ATS8are,0.0
ATSC0dv,64.23529411764706
ATSC0pe,1.6942470588235288
ATSC0se,0.9007929411764701
ATSC1dv,17.633217993079583
ATSC1pe,0.5690442906574391
ATSC1se,0.4213552387543253
ATSC2dv,4.391003460207609
ATSC2pe,0.5604311418685122
ATSC2se,0.4462479169550173
ATSC3dv,-2.4152249134948085
ATSC3pe,0.11502283737024291
ATSC3se,0.03294563321799249
ATSC4dv,-4.359861591695501
ATSC4pe,-0.2063425605536333
ATSC4se,-0.22268991003460215
ATSC5dv,-19.525951557093425
ATSC5pe,-0.8788463667820073
ATSC5se,-0.5731677508650516
ATSC6dv,-21.446366782006923
