DLiP-ID,J100AP
JGI9,0.00781298225308642
MIC0,15.039318728200548
MIC1,35.321908840637754
MIC2,41.14067946557644
MIC3,41.54154749645751
MIC4,41.54154749645751
MIC5,41.54154749645751
MPC2,34
MPC3,44
MPC4,54
MPC5,63
MPC6,63
MPC7,65
MPC8,66
MPC9,68
Mare,0.994666666666667
NaaN,2
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.24857776914204346
RPCG,0.128397566497878
SIC0,0.3039034084987852
SIC1,0.7136789723035588
SIC2,0.8786228754721122
SIC3,0.9538653115450461
SIC4,0.9538653115450461
SIC5,0.9538653115450461
SaaN,8.158368774469375
SaaO,0
SaaS,0
Sare,38.792000000000016
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.2418786112525355
SssS,0
StCH,0
StsC,0
TIC0,62.64381823437191
TIC1,147.1111365269738
TIC2,181.1111365269738
TIC3,196.62091153130075
TIC4,196.62091153130075
TIC5,196.62091153130075
Vabc,270.6581966742749
WPol,33
apol,45.062687999999994
bpol,20.935311999999996
nRot,4
ABCGG,14.395725182456966
ATS0Z,952.0
ATS0d,134.0
ATS0i,6330.049308762984
ATS0m,3765.467278999999
ATS0p,60.651514477584016
ATS0s,167.19444444444446
ATS0v,9103.165487448941
ATS1Z,1083.0
ATS1d,163.0
ATS1i,6094.133275578199
ATS1m,4143.8156370000015
ATS1p,75.14008494000002
ATS1s,144.83333333333334
ATS1v,11210.563471469932
ATS2Z,1518.0
ATS2d,248.0
ATS2i,10198.441294140845
ATS2m,5735.187409999999
ATS2p,107.16450448709398
ATS2s,223.0833333333334
ATS2v,15728.56628814017
ATS3Z,1575.0
ATS3d,258.0
ATS3i,11778.273454169044
ATS3m,5801.294073
ATS3p,116.19979439654699
ATS3s,257.77777777777777
ATS3v,16673.955292555154
ATS4Z,1486.0
ATS4d,241.0
ATS4i,13372.41198442814
ATS4m,5342.982169
ATS4p,112.05613640964098
ATS4s,281.72222222222223
ATS4v,15681.376908485092
ATS5Z,1364.0
ATS5d,219.0
ATS5i,13401.317229816483
ATS5m,4912.4160379999985
ATS5p,100.947297531584
ATS5s,280.0833333333333
ATS5v,13888.919585038162
ATS6Z,1125.0
ATS6d,193.0
ATS6i,11699.10658032208
ATS6m,4055.9112499999997
ATS6p,85.364116908433
ATS6s,208.5555555555556
ATS6v,11704.340128856196
ATS7Z,992.0
ATS7d,166.0
ATS7i,10262.39556182694
ATS7m,3523.1650429999995
ATS7p,73.676213499339
ATS7s,211.0277777777778
ATS7v,10371.850759146906
ATS8Z,910.0
ATS8d,151.0
ATS8i,7989.361411193189
ATS8m,3344.960639
ATS8p,67.68143024248997
ATS8s,165.88888888888897
ATS8v,9614.247445110212
C1SP1,0
C1SP2,4
C1SP3,1
C2SP1,0
C2SP2,8
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.11764705882352941
GGI10,0.08244056728905214
JGI10,0.006870047274087677
JGT10,0.4168140230391778
Kier1,17.8112
Kier2,8.392733564013842
Kier3,4.545454545454546
MAXdO,12.314854182413708
MID_C,35.025716617980194
MID_N,8.129766049801228
MID_O,3.6736656716240663
MID_X,0.0
MID_h,11.803431721425293
MINdO,12.314854182413708
MPC10,72
MWC01,25.0
MWC02,4.77912349311153
MWC03,5.616771097666572
MWC04,6.47543271670409
MWC05,7.328437352895162
MWC06,8.190077049719049
MWC07,9.047703788498627
MWC08,9.910512817472881
MWC09,10.770188800870221
MWC10,11.633628677202141
NaaCH,8
NaaNH,1
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.0410200000000005
SRW02,3.9318256327243257
SRW03,0.0
SRW04,5.231108616854587
SRW05,2.3978952727983707
SRW06,6.7226297948554485
SRW07,4.59511985013459
SRW08,8.294799358992574
SRW09,6.580639137284949
SRW10,9.90752937336246
SaaCH,14.19525654074761
SaaNH,2.8112853521038046
SaaSe,0
SaaaC,0
SaasC,4.372319345069478
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.22849227345259004
SdssS,0
SsCH3,3.5102293445691712
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.7909667894935755
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.422683260373034
VE1_D,4.727516127261927
VE2_A,0.19229057653795803
VE2_D,0.20554417944617073
VE3_A,2.3196557073133404
VE3_D,2.3863090558519295
VR1_A,141.7268484469449
VR1_D,127.93976144941705
VR2_A,6.162036888997604
VR2_D,5.5625983238876975
VR3_A,5.786810725550769
VR3_D,5.68446866240492
WPath,1327
Xc-3d,1.3421953326896299
Xc-4d,0.0
Xc-5d,0.31903559372884915
Xc-6d,0.0
Xp-0d,16.233840039752504
Xp-1d,11.169035095596021
Xp-2d,9.768977844712353
Xp-3d,8.33555471403666
Xp-4d,6.617225321476612
Xp-5d,4.9734207547714915
Xp-6d,3.2754321428951263
Xp-7d,2.1410837643814618
ZMIC0,74.6509684185628
ZMIC1,37.557364886035444
ZMIC2,24.529078913050157
ZMIC3,22.84950412997565
ZMIC4,22.84950412997565
ZMIC5,22.84950412997565
nAcid,0
nAtom,39
nBase,0
nRing,3
piPC1,3.56953269648137
piPC2,4.162781723775329
piPC3,4.735101355580122
piPC4,5.273320020030998
piPC5,5.7120812774708964
piPC6,5.88419248338351
piPC7,6.166664450856457
piPC8,6.371398149186381
piPC9,6.679363605333655
AATS0Z,24.41025641025641
AATS0d,3.4358974358974357
AATS0i,162.30895663494832
AATS0m,96.55044305128203
AATS0p,1.5551670378867697
AATS0s,4.287037037037037
AATS0v,233.41449967817798
AATS1Z,26.414634146341463
AATS1d,3.975609756097561
AATS1i,148.63739696532193
AATS1m,101.06867407317077
AATS1p,1.8326849985365858
AATS1s,3.532520325203252
AATS1v,273.42837735292517
AATS2Z,23.0
AATS2d,3.757575757575758
AATS2i,154.5218377900128
AATS2m,86.89677893939393
AATS2p,1.623704613440818
AATS2s,3.380050505050506
AATS2v,238.3116104263662
AATS3Z,20.723684210526315
AATS3d,3.3947368421052633
AATS3i,154.97728229169795
AATS3m,76.33281675
AATS3p,1.5289446631124604
AATS3s,3.391812865497076
AATS3v,219.39414858625204
AATS4Z,17.69047619047619
AATS4d,2.869047619047619
AATS4i,159.19538076700167
AATS4m,63.60693058333333
AATS4p,1.3340016239242973
AATS4s,3.353835978835979
AATS4v,186.68305843434632
AATS5Z,16.634146341463413
AATS5d,2.6707317073170733
AATS5i,163.43069792459124
AATS5m,59.90751265853657
AATS5p,1.2310646040437072
AATS5s,3.415650406504065
AATS5v,169.3770681102215
AATS6Z,15.845070422535212
AATS6d,2.7183098591549295
AATS6i,164.77614901862086
AATS6m,57.125510563380274
AATS6p,1.2023115057525775
AATS6s,2.937402190923318
AATS6v,164.84986096980558
AATS7Z,16.262295081967213
AATS7d,2.721311475409836
AATS7i,168.23599281683508
AATS7m,57.75680398360655
AATS7p,1.2078067786776885
AATS7s,3.459471766848816
AATS7v,170.0303403138837
AATS8Z,18.2
AATS8d,3.02
AATS8i,159.7872282238638
AATS8m,66.89921278
AATS8p,1.3536286048497994
AATS8s,3.3177777777777795
AATS8v,192.28494890220423
AMID_C,1.5228572442600083
AMID_N,0.3534680891217925
AMID_O,0.15972459441843767
AMID_X,0.0
AMID_h,0.5131926835402301
ATS0dv,340.0
ATS0pe,248.61610000000005
ATS0se,303.1941719999999
ATS1dv,347.0
ATS1pe,271.5231
ATS1se,322.2399159999999
ATS2dv,465.0
ATS2pe,429.84119999999996
ATS2se,517.6344720000001
ATS3dv,432.0
ATS3pe,491.3166
ATS3se,593.9962759999999
ATS4dv,402.0
ATS4pe,535.1281
ATS4se,655.378788
ATS5dv,399.0
ATS5pe,515.8919
ATS5se,636.2659919999999
ATS6dv,291.0
ATS6pe,437.42160000000007
ATS6se,542.057976
ATS7dv,269.0
ATS7pe,392.6327
ATS7se,483.83751599999994
ATS8dv,248.0
ATS8pe,315.5071000000001
ATS8se,388.192588
ATSC0Z,279.07692307692304
ATSC0c,0.8281739924113374
ATSC0d,22.3076923076923
ATSC0i,63.27098465156487
ATSC0m,1327.6679897435902
ATSC0p,8.583672175395693
ATSC0s,44.52706552706553
ATSC0v,1876.9085640044946
ATSC1Z,12.585798816568015
ATSC1c,-0.39138435252866444
ATSC1d,9.6508875739645
ATSC1i,-1.1144135569478957
ATSC1m,59.28849755161133
ATSC1p,-0.20830312491341785
ATSC1s,-2.8753195996785736
ATSC1v,22.250137748468788
ATSC2Z,35.71597633136091
ATSC2c,0.08914368412802876
ATSC2d,-2.9822485207100593
ATSC2i,4.355013765209682
ATSC2m,174.090228895464
ATSC2p,1.518844934484676
ATSC2s,1.4862480824019277
ATSC2v,317.8031049928717
ATSC3Z,-83.66272189349115
ATSC3c,-0.13382326086173682
ATSC3d,-10.035502958579883
ATSC3i,-13.704786934835534
ATSC3m,-401.1065728080204
ATSC3p,-3.0938612163389614
ATSC3s,-5.079808605449633
ATSC3v,-637.1150093843358
ATSC4Z,-88.62721893491126
ATSC4c,-0.17102884888841818
ATSC4d,-4.124260355029586
ATSC4i,-29.431233540755763
ATSC4m,-423.2232020374751
ATSC4p,-3.2126651427066446
ATSC4s,-8.88236905544598
ATSC4v,-701.3928324057255
ATSC5Z,29.017751479289924
ATSC5c,0.3220182927087359
ATSC5d,0.3017751479289937
ATSC5i,-11.281630559312934
ATSC5m,128.47156833399072
ATSC5p,-0.6885978281751485
ATSC5s,8.903919205201255
ATSC5v,-134.1787162108825
ATSC6Z,65.44970414201185
ATSC6c,-0.1645186745670414
ATSC6d,2.029585798816568
ATSC6i,-13.537822859726884
ATSC6m,309.2261070565415
ATSC6p,-0.475839947904799
ATSC6s,6.52764993790635
ATSC6v,181.02837686787245
ATSC7Z,-53.171597633136095
ATSC7c,0.11414627618552228
ATSC7d,3.928994082840236
ATSC7i,33.51420543622659
ATSC7m,-237.91563100920445
ATSC7p,3.023276375634761
ATSC7s,-21.566549784498505
ATSC7v,342.6148380654964
ATSC8Z,36.41420118343195
ATSC8c,-0.08324117349297815
ATSC8d,-3.6508875739644964
ATSC8i,5.098947620892794
ATSC8m,178.18767976462843
ATSC8p,1.6335844824508046
ATSC8s,-0.8053546643290247
ATSC8v,353.225803626135
AXp-0d,0.7058191321631524
AXp-1d,0.44676140382384083
AXp-2d,0.28732287778565746
AXp-3d,0.18944442531901498
AXp-4d,0.12254120965697429
AXp-5d,0.07894318658367447
AXp-6d,0.05199098639516073
AXp-7d,0.032939750221253256
GATS1Z,0.7306316723586201
GATS1c,1.4214768848797836
GATS1d,0.6647603027754418
GATS1i,1.1665477247367437
GATS1m,0.7345592784636722
GATS1p,1.0082216905787384
GATS1s,0.6209797608885296
GATS1v,0.8900667957650852
GATS2Z,0.8015059637165483
GATS2c,1.0355451447861703
GATS2d,1.264681295715779
GATS2i,1.028020082262584
GATS2m,0.8000974868991577
GATS2p,0.8726410651659725
GATS2s,0.6928597188210727
GATS2v,0.8254432459289698
GATS3Z,1.0364525909592062
GATS3c,1.1492623948772835
GATS3d,1.333620689655173
GATS3i,1.164432969868721
GATS3m,1.0380271051546255
GATS3p,1.155366142234204
GATS3s,0.9953371936784183
GATS3v,1.0994512491435222
GATS4Z,1.1184832257048354
GATS4c,1.2221791264962396
GATS4d,1.0240968801313632
GATS4i,1.1852141379084256
GATS4m,1.1165648753335382
GATS4p,1.143059204078814
GATS4s,1.2997341252068042
GATS4v,1.1211985573673804
GATS5Z,0.9714080189313471
GATS5c,0.7794748084555942
GATS5d,0.9971404541631627
GATS5i,1.0367862689667238
GATS5m,0.9725130648103217
GATS5p,0.9938953713495621
GATS5s,1.2691346137340058
GATS5v,1.001048450140605
GATS6Z,0.8879373262729631
GATS6c,1.1835125453571136
GATS6d,0.8997085964060226
GATS6i,1.0828842399857137
GATS6m,0.8894075727449502
GATS6p,0.9796766054581973
GATS6s,0.7844659936070449
GATS6v,0.9340065077154096
GATS7Z,1.1908697381025541
GATS7c,1.1982968119760744
GATS7d,0.8517241379310349
GATS7i,0.6461132250334308
GATS7m,1.1761979695605027
GATS7p,0.6810699314171774
GATS7s,2.210480936552374
GATS7v,0.7984734681636982
GATS8Z,0.8986769570011026
GATS8c,1.2274947861419363
GATS8d,1.2946206896551729
GATS8i,0.8657120806894261
GATS8m,0.8931302984935319
GATS8p,0.8496981343440927
GATS8s,1.3412815919124705
GATS8v,0.8331268608013571
MATS1Z,0.042898055772178346
MATS1c,-0.44953407895500497
MATS1d,0.41152228763666976
MATS1i,-0.01675415557164701
MATS1m,0.04247777016203963
MATS1p,-0.023083593224449635
MATS1s,-0.06142466552952687
MATS1v,0.011276396507146028
MATS2Z,0.07562393505061636
MATS2c,0.06360476642717079
MATS2d,-0.07899686520376177
MATS2i,0.04067294414759803
MATS2m,0.077482849392672
MATS2p,0.1045588952058091
MATS2s,0.019723678011156407
MATS2v,0.10005428472165812
MATS3Z,-0.1538363894852899
MATS3c,-0.08292033249037345
MATS3d,-0.23085299455535402
MATS3i,-0.11115236549623134
MATS3m,-0.15503198544918248
MATS3p,-0.18496038477975538
MATS3s,-0.05854290775245749
MATS3v,-0.1741910091897936
MATS4Z,-0.147444479445582
MATS4c,-0.09588112159670818
MATS4d,-0.08583743842364534
MATS4i,-0.21596789368824051
MATS4m,-0.1480012233315991
MATS4p,-0.17377114363918617
MATS4s,-0.09261686151202436
MATS4v,-0.17350161773122624
MATS5Z,0.04945276575147226
MATS5c,0.18493099645428834
MATS5d,0.006433978132884772
MATS5i,-0.08480433153121329
MATS5m,0.04602229755693743
MATS5p,-0.038154281572687763
MATS5s,0.09510599432886642
MATS5v,-0.03400096718317753
MATS6Z,0.12882199481342305
MATS6c,-0.10911887310928983
MATS6d,0.04997571636716854
MATS6i,-0.11753047523649746
MATS6m,0.12793604675953477
MATS6p,-0.030450472414590778
MATS6s,0.08052654013530285
MATS6v,0.05297973721891418
MATS7Z,-0.12181213512389974
MATS7c,0.08812008999350023
MATS7d,0.11260599208592428
MATS7i,0.33865625877374683
MATS7m,-0.11456930103845123
MATS7p,0.22518502158491993
MATS7s,-0.3096644636022359
MATS7v,0.11670724674353886
MATS8Z,0.10177508269018744
MATS8c,-0.0783991237583738
MATS8d,-0.12765517241379315
MATS8i,0.06285944759985669
MATS8m,0.10468459832586031
MATS8p,0.14844414724551028
MATS8s,-0.014107748416405424
MATS8v,0.14679251409059346
MAXaaN,4.188812725707567
MAXssO,5.2418786112525355
MINaaN,3.9695560487618082
MINssO,5.2418786112525355
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,30.062318333699437
SpAD_D,238.45021984565648
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,577
TMWC10,121.75187579414026
TSRW10,70.66154703700731
VE1_Dt,4.727055455791418
VE2_Dt,0.2055241502518008
VE3_Dt,2.386211606387017
VR1_Dt,128.41173998025585
VR2_Dt,5.583119129576341
VR3_Dt,5.688150942879271
Xc-3dv,0.5576793414564285
Xc-4dv,0.0
Xc-5dv,0.07254761045357963
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.3214781694372534
Xch-7d,0.4068132690711196
Xp-0dv,12.829725925444652
Xp-1dv,7.08950903268051
Xp-2dv,5.041273105142379
Xp-3dv,3.4723957120428963
Xp-4dv,2.212036857261574
Xp-5dv,1.3559936642549557
Xp-6dv,0.6928107858075735
Xp-7dv,0.3495623138431034
Xpc-4d,3.316642361086601
Xpc-5d,4.77050516392798
Xpc-6d,6.505383274461232
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,41
nFRing,0
nHBAcc,4
nHBDon,2
nHRing,2
nSpiro,0
naRing,3
piPC10,6.960347729101308
AATS0dv,8.717948717948717
AATS0pe,6.374771794871796
AATS0se,7.774209538461537
AATS1dv,8.463414634146341
AATS1pe,6.6225146341463415
AATS1se,7.85951014634146
AATS2dv,7.045454545454546
AATS2pe,6.5127454545454535
AATS2se,7.842946545454547
AATS3dv,5.684210526315789
AATS3pe,6.464692105263158
AATS3se,7.815740473684208
AATS4dv,4.785714285714286
AATS4pe,6.3705726190476195
AATS4se,7.802128428571429
AATS5dv,4.865853658536586
AATS5pe,6.291364634146341
AATS5se,7.759341365853657
AATS6dv,4.098591549295775
AATS6pe,6.160867605633804
AATS6se,7.634619380281691
AATS7dv,4.409836065573771
AATS7pe,6.436601639344262
AATS7se,7.9317625573770485
AATS8dv,4.96
AATS8pe,6.310142000000002
AATS8se,7.76385176
AATSC0Z,7.155818540433924
AATSC0c,0.021235230574649676
AATSC0d,0.5719921104536487
AATSC0i,1.6223329397837147
AATSC0m,34.04276896778436
AATSC0p,0.22009415834347928
AATSC0s,1.1417196288991163
AATSC0v,48.12586061549986
AATSC1Z,0.30697070284312233
AATSC1c,-0.009545959817772303
AATSC1d,0.2353875018040122
AATSC1i,-0.027180818462143798
AATSC1m,1.4460609158929592
AATSC1p,-0.005080564022278484
AATSC1s,-0.07012974633362375
AATSC1v,0.5426862865480192
AATSC2Z,0.5411511565357714
AATSC2c,0.0013506618807277084
AATSC2d,-0.04518558364712211
AATSC2i,0.06598505704863154
AATSC2m,2.6377307408403636
AATSC2p,0.023012802037646607
AATSC2s,0.02251891033942315
AATSC2v,4.815198560498056
AATSC3Z,-1.100825288072252
AATSC3c,-0.001760832379759695
AATSC3d,-0.13204609156026162
AATSC3i,-0.18032614387941492
AATSC3m,-5.277718063263427
AATSC3p,-0.040708700214986335
AATSC3s,-0.06683958691381096
AATSC3v,-8.383092228741262
AATSC4Z,-1.0550859397013244
AATSC4c,-0.0020360577248621213
AATSC4d,-0.04909833755987602
AATSC4i,-0.35037182786614
AATSC4m,-5.038371452827085
AATSC4p,-0.03824601360365053
AATSC4s,-0.1057424887553093
AATSC4v,-8.349914671496732
AATSC5Z,0.353875018040121
AATSC5c,0.003927052350106535
AATSC5d,0.0036801847308413865
