DLiP-ID,T007KP
GATS8m,0.9138588074217932
GATS8p,0.6160898753771404
GATS8s,0.986966742136658
GATS8v,0.7710034884885336
MATS1Z,-0.06938918361332158
MATS1c,-0.6563789765965161
MATS1d,0.2594824530308401
MATS1i,-0.01633412345391771
MATS1m,-0.05252353487972468
MATS1p,0.009255217021552246
MATS1s,-0.21911992583392928
MATS1v,0.08375371187546193
MATS2Z,0.08020656679856795
MATS2c,0.0929761393292891
MATS2d,-0.21628767847699626
MATS2i,-0.08216189420728373
MATS2m,0.07260362774696104
MATS2p,-0.06616805017112794
MATS2s,0.1282239428427852
MATS2v,-0.04252339952970767
MATS3Z,-0.19929280489625323
MATS3c,0.1311990624676901
MATS3d,-0.09031061104793822
MATS3i,-0.06973035198166046
MATS3m,-0.20562012132624935
MATS3p,-0.13752133601360392
MATS3s,-0.06743732914885293
MATS3v,-0.22140249522473118
MATS4Z,-0.10259140008309102
MATS4c,-0.2206514635660672
MATS4d,-0.02842707234467825
MATS4i,-0.1655189889946901
MATS4m,-0.10066385372067631
MATS4p,-0.10196799530444639
MATS4s,-0.12753891195523703
MATS4v,-0.10047046414679028
MATS5Z,0.2806800766283526
MATS5c,0.1292097607284707
MATS5d,-0.06488479262672811
MATS5i,-0.07920024716221703
MATS5m,0.27883983072065377
MATS5p,-0.051391621040605975
MATS5s,0.15884051125822948
MATS5v,0.09042116551392672
MATS6Z,-0.10210998331479425
MATS6c,0.08726376546338524
MATS6d,-0.03404192061840345
MATS6i,0.0679282884923561
MATS6m,-0.0987529355260175
MATS6p,0.04273079047212404
MATS6s,0.012436443362570455
MATS6v,-0.0011662942776061924
MATS7Z,-0.0864995742869306
MATS7c,-0.235492428897025
MATS7d,0.04582693292370712
MATS7i,-0.030211806181081442
MATS7m,-0.0883114343347463
MATS7p,-0.06225546532482377
MATS7s,0.07600474767273943
MATS7v,-0.0636139296542857
MATS8Z,0.08263566534040678
MATS8c,0.2294957646211602
MATS8d,0.09447004608294932
MATS8i,0.17674350531753522
MATS8m,0.08634042312493578
MATS8p,0.20410229621244272
MATS8s,0.00909696995753375
MATS8v,0.1631370462154608
MAXsOH,9.662612401327227
MAXssO,5.320116370622323
MINsOH,9.084114926029157
MINssO,5.320116370622323
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,27.386207672244755
SpAD_D,228.51098845700997
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,-0.22777069160997732
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,402
TMWC10,117.00119911168443
TSRW10,55.50652392948379
VE1_Dt,4.624656401421141
VE2_Dt,0.21021165461005184
VE3_Dt,2.319859436984284
VR1_Dt,115.19191665097613
VR2_Dt,5.235996211408006
VR3_Dt,5.535056938203898
Xc-3dv,0.5975554099287407
Xc-4dv,0.0
Xc-5dv,0.037878908785485776
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.15137471507731048
Xch-7d,0.2976965126745776
Xp-0dv,11.984046302131157
Xp-1dv,6.638557604249568
Xp-2dv,4.80015938924658
Xp-3dv,2.9837534350825647
Xp-4dv,1.7840436509233815
Xp-5dv,1.2084252514877645
Xp-6dv,0.5661657971505828
Xp-7dv,0.24764002322571488
Xpc-4d,3.20783372003604
Xpc-5d,3.656248463072024
Xpc-6d,5.457962034876097
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,39
nFRing,0
nHBAcc,5
nHBDon,4
nHRing,0
nSpiro,0
naRing,2
piPC10,5.436583625729145
AATS0dv,8.842105263157896
AATS0pe,6.514439473684211
AATS0se,7.966815921052629
AATS1dv,7.82051282051282
AATS1pe,6.604517948717948
AATS1se,7.903102410256409
AATS2dv,6.868852459016393
AATS2pe,6.509167213114756
AATS2se,7.851575213114755
AATS3dv,5.454545454545454
AATS3pe,6.579919480519481
AATS3se,7.997439844155844
AATS4dv,4.313253012048193
AATS4pe,6.298145783132529
AATS4se,7.810617012048192
AATS5dv,4.946666666666666
AATS5pe,6.2597320000000005
AATS5se,7.78046752
AATS6dv,5.483870967741935
AATS6pe,6.772772580645162
AATS6se,8.30764935483871
AATS7dv,5.074074074074074
AATS7pe,6.5583944444444455
AATS7se,8.072686481481481
AATS8dv,4.3076923076923075
AATS8pe,6.3226576923076925
AATS8se,7.84673026923077
AATSC0Z,7.711911357340718
AATSC0c,0.04331312553420456
AATSC0d,0.6011080332409972
AATSC0i,1.8487006606923997
AATSC0m,36.505537887119125
AATSC0p,0.31404161569726313
AATSC0s,2.443694213604187
AATSC0v,53.38771884373099
AATSC1Z,-0.5351232331841751
AATSC1c,-0.028429825011337624
AATSC1d,0.15597698700191776
AATSC1i,-0.030196904821088895
AATSC1m,-1.9173998925172122
AATSC1p,0.002906523307077079
AATSC1s,-0.5354620948457516
AATSC1v,4.471419621726015
AATSC2Z,0.6185459334271832
AATSC2c,0.004027087194455193
AATSC2d,-0.1300122610235684
AATSC2i,-0.15189274810474448
AATSC2m,2.6504344834589793
AATSC2p,-0.020779521383278585
AATSC2s,0.31334010717042826
AATSC2v,-2.2702272983716756
AATSC3Z,-1.536928445515703
AATSC3c,0.005682641462633006
AATSC3d,-0.05428643378781882
AATSC3i,-0.12891054777880928
AATSC3m,-7.506273129429427
AATSC3p,-0.04318742255455839
AATSC3s,-0.1647962110219729
AATSC3v,-11.820174166358441
AATSC4Z,-0.7911757834662752
AATSC4c,-0.009557104540743034
AATSC4d,-0.017087741547909086
AATSC4i,-0.30599506431162166
AATSC4m,-3.6747881258635666
AATSC4p,-0.03202219399481929
AATSC4s,-0.31166610115438664
AATSC4v,-5.363888891967994
AATSC5Z,2.1645798707294555
AATSC5c,0.005596478586676786
AATSC5d,-0.039002770083102496
AATSC5i,-0.14641754925579198
