DLiP-ID,C001YB
ATS3se,959.1770319999999
ATS4dv,515.0
ATS4pe,826.2387999999997
ATS4se,1025.0243119999998
ATS5dv,419.0
ATS5pe,812.3204999999999
ATS5se,1000.817676
ATS6dv,298.0
ATS6pe,719.2036999999999
ATS6se,890.565868
ATS7dv,182.0
ATS7pe,615.1240000000001
ATS7se,771.8334559999997
ATS8dv,125.0
ATS8pe,525.1970999999999
ATS8se,668.07236
ATSC0Z,337.8297872340424
ATSC0c,0.9322402952164293
ATSC0d,28.851063829787236
ATSC0i,69.71603960426903
ATSC0m,1611.8700105531912
ATSC0p,10.66552520052443
ATSC0s,52.594858156028366
ATSC0v,2380.4116975487627
ATSC1Z,9.223630602082386
ATSC1c,-0.6302379777013649
ATSC1d,13.179719330013574
ATSC1i,-0.8696796832305772
ATSC1m,49.115135007244014
ATSC1p,1.0025013819363355
ATSC1s,-4.813383381117651
ATSC1v,188.1213155709138
ATSC2Z,18.98913535536441
ATSC2c,0.3354366609793631
ATSC2d,10.288365776369393
ATSC2i,19.289456368302318
ATSC2m,86.81770639701324
ATSC2p,0.7849780103582642
ATSC2s,8.59352522508928
ATSC2v,58.72904088046269
ATSC3Z,65.7012222725215
ATSC3c,-0.4514207645755771
ATSC3d,4.344952467179722
ATSC3i,-14.687016014213539
ATSC3m,312.8000025667727
ATSC3p,0.22957433524755733
ATSC3s,-0.7290314873497303
ATSC3v,260.6957553045659
ATSC4Z,138.6414667270258
ATSC4c,0.6039241502500542
ATSC4d,-4.441376188320508
ATSC4i,-11.673122835732554
ATSC4m,651.4386380588506
ATSC4p,0.737016137104217
ATSC4s,12.343572380664952
ATSC4v,459.5563915311675
ATSC5Z,-168.0434585785423
ATSC5c,-0.4356666668251752
ATSC5d,-17.633770937075603
ATSC5i,1.6741405358304928
ATSC5m,-785.7694882630143
ATSC5p,-0.8840385185043804
ATSC5s,-32.223564584276446
ATSC5v,-476.8384167273808
ATSC6Z,-228.6224535989135
ATSC6c,0.24653160805024343
ATSC6d,-19.86645540968764
ATSC6i,-8.122964738938666
ATSC6m,-1089.9585215568125
ATSC6p,-4.083960420878432
ATSC6s,-12.122859136864344
ATSC6v,-1284.0776734621472
ATSC7Z,-166.0099592575826
ATSC7c,-0.2592656723367394
ATSC7d,-14.90765052059756
ATSC7i,-12.747040895390525
ATSC7m,-792.7500512123133
ATSC7p,-4.10174964506289
ATSC7s,-12.436604044062166
ATSC7v,-1030.0689845025952
ATSC8Z,-62.94703485740158
ATSC8c,0.1462251355704728
ATSC8d,-5.732910819375281
ATSC8i,-0.16728745752621474
ATSC8m,-307.20198098596677
ATSC8p,-1.7260759341823149
ATSC8s,15.976799456767772
ATSC8v,-491.75745954097556
AXp-0d,0.6904459722056656
AXp-1d,0.43455970421463125
AXp-2d,0.2687725240136117
AXp-3d,0.16238991775297804
AXp-4d,0.10202270212217716
AXp-5d,0.06233113381308057
AXp-6d,0.04008009810550777
AXp-7d,0.02587126033622039
GATS1Z,0.8823378259226607
GATS1c,1.5808570576201226
GATS1d,0.7493657817109144
GATS1i,1.2248825575865514
GATS1m,0.8833930063202273
GATS1p,1.026871454818174
GATS1s,0.9506527101207433
GATS1v,0.9638362516097562
GATS2Z,0.8850610908174837
GATS2c,0.5637140200914162
GATS2d,1.2089370806184965
GATS2i,0.9979093934815164
GATS2m,0.8909213887904017
GATS2p,1.032364737208144
GATS2s,0.603063229801477
GATS2v,1.013134133573533
GATS3Z,0.8602561586359561
GATS3c,0.877223985031105
GATS3d,1.1741670668404565
GATS3i,1.1105830170834543
GATS3m,0.8648060944509689
GATS3p,1.018109451259414
GATS3s,0.6387488926720641
GATS3v,0.9745845848140092
GATS4Z,0.8294944725591462
GATS4c,0.7308754808425516
GATS4d,1.2016582075308
GATS4i,1.0892499647737097
GATS4m,0.8324320404673621
GATS4p,0.9542694832287627
GATS4s,0.760483046438863
GATS4v,0.9104023125198051
GATS5Z,1.2054141511193397
GATS5c,1.5160391676084612
GATS5d,1.2792241201893393
GATS5i,1.0764235324819165
GATS5m,1.1964433488620632
GATS5p,0.9493412506024164
GATS5s,1.4862158659998066
GATS5v,0.9877441627490168
GATS6Z,1.2788780615990034
GATS6c,1.3143450428831993
GATS6d,1.2232860339741634
GATS6i,1.0958880754899198
GATS6m,1.2750736499354725
GATS6p,1.096511161593648
GATS6s,1.2785886046728352
GATS6v,1.1537333518484119
GATS7Z,1.2049786172966936
GATS7c,1.3775262195660596
GATS7d,1.0835696079273707
GATS7i,1.0651884855489462
GATS7m,1.2047398656572947
GATS7p,1.129333921251465
GATS7s,1.0208208381357167
GATS7v,1.159219421122634
GATS8Z,1.0631207185559124
GATS8c,0.8290990349882335
GATS8d,0.8848017763946968
GATS8i,0.8917792905658342
GATS8m,1.066989096210669
GATS8p,1.0653849300567166
GATS8s,0.718796907016436
GATS8v,1.1018494298321158
MATS1Z,0.02566444136541126
MATS1c,-0.6354839005341919
MATS1d,0.4294100294985248
MATS1i,-0.011726123670781257
MATS1m,0.028642648975747437
MATS1p,0.08835488935639284
MATS1s,-0.08602704783094828
MATS1v,0.07428716503903691
MATS2Z,0.029031114999121047
MATS2c,0.18583996755888932
MATS2d,0.1841793899316022
MATS2i,0.14290378961150974
MATS2m,0.027818567253803484
MATS2p,0.038012961905723626
MATS2s,0.08438874602678603
MATS2v,0.012742577926700934
MATS3Z,0.0708571462049289
MATS3c,-0.17642568351037666
MATS3d,0.05486954334453823
MATS3i,-0.07675541216039063
MATS3m,0.07070414590624219
MATS3p,0.007842404465035027
MATS3s,-0.00505022986296464
MATS3v,0.03990157438358234
MATS4Z,0.14182544475152456
MATS4c,0.22387906037462346
MATS4d,-0.053200373069581815
MATS4i,-0.05786464555461142
MATS4m,0.13966977973111958
MATS4p,0.023881065528081998
MATS4s,0.08110666224451583
MATS4v,0.0667184094797263
MATS5Z,-0.18123072146043823
MATS5c,-0.17026861746066324
MATS5d,-0.22268528046465896
MATS5i,0.00874918000482398
MATS5m,-0.17761240438277096
MATS5p,-0.030199314820211248
MATS5s,-0.2232227427463841
MATS5v,-0.0729839407310978
MATS6Z,-0.2741958076887996
MATS6c,0.10714813253896349
MATS6d,-0.27899628725460274
MATS6i,-0.04720866602741603
MATS6m,-0.27398060775507105
MATS6p,-0.1551454870203157
MATS6s,-0.09339027180158131
MATS6v,-0.21856423029270253
MATS7Z,-0.22423161069171862
MATS7c,-0.12690472161631156
MATS7d,-0.23578056534066508
MATS7i,-0.08343289330590394
MATS7m,-0.22442275882204218
MATS7p,-0.1754880451685082
MATS7s,-0.10789943052173724
MATS7v,-0.19745806107795488
MATS8Z,-0.096235166773018
MATS8c,0.08101223751563248
MATS8d,-0.10262893448734153
MATS8i,-0.0012393305015197043
MATS8m,-0.09843520778445465
MATS8p,-0.08358611052367283
MATS8s,0.15689278106052937
MATS8v,-0.10669777090335474
MAXaaN,4.742363473167044
MAXsOH,10.704419170445956
MINaaN,4.301860355253213
MINsOH,8.93027896292687
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,8
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,31.63445009386541
SpAD_D,216.53392619652865
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,6.850869403272226
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-0.01646971056941271
SssssN,0
TMPC10,1199
TMWC10,128.25903166723526
TSRW10,72.88042092760683
VE1_Dt,4.883777200437185
VE2_Dt,0.20349071668488272
VE3_Dt,2.4613876743057097
VR1_Dt,135.44689301024226
VR2_Dt,5.643620542093427
VR3_Dt,5.784048367343899
Xc-3dv,0.9444092509988006
Xc-4dv,0.08838834764831845
Xc-5dv,0.16582563801801073
Xc-6dv,0.02209708691207961
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.125
Xch-6d,0.33872973025182984
Xch-7d,0.6086949013050934
Xp-0dv,13.75510970825072
Xp-1dv,8.779378976922727
Xp-2dv,6.9197246922267714
Xp-3dv,5.400237254516303
Xp-4dv,4.3274362011985295
Xp-5dv,2.990782687994679
Xp-6dv,2.0111188238512043
Xp-7dv,1.3390836298168467
Xpc-4d,3.96771794894327
Xpc-5d,8.043335882973757
Xpc-6d,13.55023942655446
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,50
nFRing,1
nHBAcc,5
nHBDon,3
nHRing,1
nSpiro,1
naRing,2
piPC10,7.595748576071987
AATS0dv,6.297872340425532
AATS0pe,6.090627659574465
AATS0se,7.555379063829785
AATS1dv,6.34
AATS1pe,6.432550000000001
AATS1se,7.710714799999994
AATS2dv,5.274725274725275
AATS2pe,6.2300978021978
AATS2se,7.583015780219776
AATS3dv,3.9844961240310077
AATS3pe,5.988476744186045
AATS3se,7.435480868217054
AATS4dv,3.786764705882353
AATS4pe,6.075285294117645
AATS4se,7.536943470588234
AATS5dv,3.248062015503876
AATS5pe,6.297058139534883
AATS5se,7.758276558139535
AATS6dv,2.5689655172413794
AATS6pe,6.200031896551724
AATS6se,7.677291965517242
AATS7dv,1.766990291262136
AATS7pe,5.972077669902914
AATS7se,7.493528699029124
AATS8dv,1.3736263736263736
AATS8pe,5.771396703296702
AATS8se,7.3414545054945055
AATSC0Z,7.187867813490263
AATSC0c,0.0198348998982219
AATSC0d,0.6138524219103667
AATSC0i,1.483319991580192
AATSC0m,34.295106607514704
AATSC0p,0.22692606809626445
AATSC0s,1.119039535234646
AATSC0v,50.647057394654524
AATSC1Z,0.18447261204164772
AATSC1c,-0.012604759554027298
AATSC1d,0.26359438660027146
AATSC1i,-0.017393593664611545
AATSC1m,0.9823027001448803
AATSC1p,0.020050027638726712
AATSC1s,-0.09626766762235302
AATSC1v,3.7624263114182757
AATSC2Z,0.2086718170919166
AATSC2c,0.0036861171536193746
AATSC2d,0.11305896457548784
AATSC2i,0.21197204800332217
AATSC2m,0.9540407296375081
AATSC2p,0.008626131981958947
AATSC2s,0.09443434313284924
AATSC2v,0.6453740756094801
AATSC3Z,0.5093118005621822
AATSC3c,-0.0034993857719036988
AATSC3d,0.03368180207116064
AATSC3i,-0.1138528373194848
AATSC3m,2.4248062214478505
AATSC3p,0.001779646009670987
AATSC3s,-0.00565140687868008
AATSC3v,2.0208973279423716
AATSC4Z,1.019422549463425
AATSC4c,0.004440618751838633
AATSC4d,-0.03265717785529785
AATSC4i,-0.08583178555685701
AATSC4m,4.789989985726843
AATSC4p,0.005419236302236889
AATSC4s,0.09076156162253642
AATSC4v,3.379091114199761
AATSC5Z,-1.302662469601103
AATSC5c,-0.003377260983140893
AATSC5d,-0.13669589873702018
