DLiP-ID,C000YT
SRW04,5.14166355650266
SRW05,2.3978952727983707
SRW06,6.618738983517219
SRW07,4.59511985013459
SRW08,8.173857454773621
SRW09,6.580639137284949
SRW10,9.766349664317493
SaaCH,17.75012510374919
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,5.834456978916722
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,5.943993963201804
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.01802153951462
VE1_D,4.518060845309201
VE2_A,0.1913343590245057
VE2_D,0.21514575453853335
VE3_A,2.1327269718630077
VE3_D,2.2500202299950853
VR1_A,154.12077573351442
VR1_D,111.96560411678553
VR2_A,7.339084558738782
VR2_D,5.331695434132644
VR3_A,5.779673897783222
VR3_D,5.460129062757607
WPath,1065
Xc-3d,1.22850154022226
Xc-4d,0.0
Xc-5d,0.20118446353109126
Xc-6d,0.0
Xp-0d,14.656489770562878
Xp-1d,10.220346690612276
Xp-2d,9.058280357187417
Xp-3d,7.543793242745205
Xp-4d,5.832934657239412
Xp-5d,4.487600636084925
Xp-6d,2.944591006573553
Xp-7d,1.8609786616417503
ZMIC0,69.62597887241974
ZMIC1,45.71512865215798
ZMIC2,29.921792154855375
ZMIC3,26.281423110075302
ZMIC4,26.099807648825287
ZMIC5,26.099807648825287
nAcid,0
nAtom,34
nBase,0
nRing,3
piPC1,3.481240089335692
piPC2,4.081765780015241
piPC3,4.633514658997234
piPC4,5.1550963233759965
piPC5,5.582556017222057
piPC6,5.708355336501335
piPC7,5.970384541811796
piPC8,6.330166439056464
piPC9,6.682539269108482
AATS0Z,43.76470588235294
AATS0d,3.5588235294117645
AATS0i,154.05701004683343
AATS0m,177.2416637058824
AATS0p,2.1880814047952053
AATS0s,2.810815021024414
AATS0v,275.42684952885634
AATS1Z,34.22222222222222
AATS1d,4.111111111111111
AATS1i,141.25464700543054
AATS1m,133.2270198888889
AATS1p,2.3353620002777777
AATS1s,2.8813157293095566
AATS1v,311.7990753235682
AATS2Z,32.10526315789474
AATS2d,3.807017543859649
AATS2i,142.71114378450332
AATS2m,123.10846664912278
AATS2p,2.178002726661368
AATS2s,2.5672514619883047
AATS2v,279.4267715220265
AATS3Z,28.33823529411765
AATS3d,3.2058823529411766
AATS3i,150.2797668033861
AATS3m,106.72254985294116
AATS3p,1.9160134056506617
AATS3s,2.3854847494553377
AATS3v,235.56235032857978
AATS4Z,25.28358208955224
AATS4d,2.8955223880597014
AATS4i,152.12249303468872
AATS4m,91.27307608955225
AATS4p,1.8296236125192835
AATS4s,2.164859857093135
AATS4v,207.91510789639779
AATS5Z,21.087719298245613
AATS5d,3.0
AATS5i,154.5563321894567
AATS5m,77.26246922807019
AATS5p,1.6618467183094912
AATS5s,2.3427911342141368
AATS5v,206.21695343318206
AATS6Z,26.563636363636363
AATS6d,2.909090909090909
AATS6i,155.3627726700434
AATS6m,101.99245527272726
AATS6p,1.695796399603418
AATS6s,2.352334039988361
AATS6v,206.09513655604655
AATS7Z,25.591836734693878
AATS7d,2.7755102040816326
AATS7i,155.56844419280677
AATS7m,95.71060608163266
AATS7p,1.755133497829408
AATS7s,2.168724279835391
AATS7v,207.96705004272542
AATS8Z,21.35
AATS8d,2.975
AATS8i,151.67726394909658
AATS8m,76.1902113
AATS8p,1.7464717472198
AATS8s,1.9407407407407409
AATS8v,203.50564514949528
AMID_C,1.5860820495245724
AMID_N,0.18269527062794666
AMID_O,0.0
AMID_X,0.08389135037704226
AMID_h,0.4615260912952705
ATS0dv,216.49382716049382
ATS0pe,208.7416
ATS0se,257.954883
ATS1dv,232.77777777777777
ATS1pe,230.25350000000003
ATS1se,276.293598
ATS2dv,284.6666666666667
ATS2pe,357.1772
ATS2se,434.612708
ATS3dv,226.33333333333334
ATS3pe,420.9314
ATS3se,519.02402
ATS4dv,195.22222222222223
ATS4pe,405.19789999999995
ATS4se,508.01148699999993
ATS5dv,199.11111111111111
ATS5pe,343.0609999999999
ATS5se,426.67789199999993
ATS6dv,181.07407407407408
ATS6pe,329.7858
ATS6se,411.261701
ATS7dv,135.44444444444443
ATS7pe,295.97720000000004
ATS7se,370.49315
ATS8dv,120.22222222222223
ATS8pe,235.61650000000003
ATS8se,297.732538
ATSC0Z,617.8823529411764
ATSC0c,0.38800865023054004
ATSC0d,18.61764705882353
ATSC0i,57.1020676285934
ATSC0m,2767.438845529412
ATSC0p,13.322097612464027
ATSC0s,15.603428682858603
ATSC0v,1885.8783244953788
ATSC1Z,13.41868512110728
ATSC1c,-0.22387657980098946
ATSC1d,4.787197231833909
ATSC1i,8.965395896367848
ATSC1m,68.29224496885837
ATSC1p,1.6084502279748814
ATSC1s,-3.208343155977256
ATSC1v,173.92032641276614
ATSC2Z,-60.214532871972295
ATSC2c,0.012962351734130965
ATSC2d,-5.270761245674741
ATSC2i,-18.536094388067966
ATSC2m,-251.27774491695473
ATSC2p,-2.5957623447836653
ATSC2s,0.21791558617583487
ATSC2v,-224.81738192562582
ATSC3Z,-50.99999999999998
ATSC3c,0.12354906813335806
ATSC3d,-5.852941176470588
ATSC3i,-10.323149501537431
ATSC3m,-249.83092058823516
ATSC3p,-1.3888485339227348
ATSC3s,-6.633128468579933
ATSC3v,-406.0750516653122
ATSC4Z,-289.35640138408303
ATSC4c,-0.11926695863700973
ATSC4d,-1.6288927335640133
ATSC4i,-14.251818944368358
ATSC4m,-1319.251864131488
ATSC4p,-5.627894682754234
ATSC4s,1.641535300340852
ATSC4v,-711.9969245324717
ATSC5Z,-40.68512110726645
ATSC5c,-0.12776870141943836
ATSC5d,0.7880622837370238
ATSC5i,3.6164957966507294
ATSC5m,-165.83408826989637
ATSC5p,0.10595530843386193
ATSC5s,-2.4186724967024924
ATSC5v,28.365213699132212
ATSC6Z,318.8961937716262
ATSC6c,0.2286753257084627
ATSC6d,2.8538062283737027
ATSC6i,9.870680143379664
ATSC6m,1432.0681261730103
ATSC6p,4.791456713740188
ATSC6s,4.5165617357785255
ATSC6v,494.3184001775589
ATSC7Z,13.993079584775085
ATSC7c,-0.10010776107318334
ATSC7d,0.6980968858131493
ATSC7i,7.591684822184152
ATSC7m,93.58233185467121
ATSC7p,1.3563457755103692
ATSC7s,-5.527086006542804
ATSC7v,259.72777107442687
ATSC8Z,-191.39100346020766
ATSC8c,-0.002512632095262136
ATSC8d,-3.4913494809688586
ATSC8i,-1.947185986101607
ATSC8m,-823.7202288581319
ATSC8p,-3.3157656998367107
ATSC8s,3.9667550968314913
ATSC8v,-54.597172092747385
AXp-0d,0.697928084312518
AXp-1d,0.4443628995918381
AXp-2d,0.292202592167336
AXp-3d,0.19343059596782577
AXp-4d,0.12410499270722153
AXp-5d,0.08159273883790773
AXp-6d,0.05452946308469543
AXp-7d,0.034462567808180564
GATS1Z,0.6460911716171618
GATS1c,1.5726259410114436
GATS1d,0.7631648235913638
GATS1i,0.8042400117815547
GATS1m,0.6357786864049304
GATS1p,0.6444694595886516
GATS1s,1.2347754586450297
GATS1v,0.6840286725991646
GATS2Z,0.950104220948411
GATS2c,0.7779573313645517
GATS2d,1.259416313295086
GATS2i,1.1515765420845192
GATS2m,0.9298385378288737
GATS2p,1.0657071058969878
GATS2s,0.8088086361672762
GATS2v,0.932819476337034
GATS3Z,1.0167198210205637
GATS3c,0.8427292853281821
GATS3d,1.159952606635071
GATS3i,1.0889778804069492
GATS3m,1.0153944397621517
GATS3p,1.0176923669903026
GATS3s,1.2227054796217764
GATS3v,1.0269366241051845
GATS4Z,1.4974231564947542
GATS4c,1.2369286669367368
GATS4d,0.9656221263351489
GATS4i,1.2019833352988472
GATS4m,1.474267293127316
GATS4p,1.4842692828125426
GATS4s,1.029462596306612
GATS4v,1.2157688619331228
GATS5Z,0.8339179059606368
GATS5c,1.2970522701826697
GATS5d,0.9484493223580277
GATS5i,0.980400595257751
GATS5m,0.8294851970776146
GATS5p,0.9153678318881484
GATS5s,1.179138172149485
GATS5v,0.9545051837883349
GATS6Z,0.5292269611576543
GATS6c,0.5421700883135848
GATS6d,0.8379146919431278
GATS6i,0.8710530355622655
GATS6m,0.5337269375928843
GATS6p,0.6989913332226189
GATS6s,0.7197968350937812
GATS6v,0.8332180922783244
GATS7Z,1.0654395992974497
GATS7c,1.2623539241797266
GATS7d,0.8500822129799787
GATS7i,0.9775797546449211
GATS7m,1.045700487120731
GATS7p,1.0479077143934779
GATS7s,1.366251211687683
GATS7v,0.9176871313049605
GATS8Z,1.4947627094440217
GATS8c,0.784743464510795
GATS8d,1.2850710900473932
GATS8i,1.0083699062715463
GATS8m,1.4651499843212736
GATS8p,1.4578344169564972
GATS8s,0.528021789246576
GATS8v,1.1051000391752375
MATS1Z,0.02051070491664554
MATS1c,-0.5449337067836988
MATS1d,0.24284711251535895
MATS1i,0.1482839185726734
MATS1m,0.023306108990870513
MATS1p,0.1140279801399315
MATS1s,-0.19419461780620323
MATS1v,0.08709898402403736
MATS2Z,-0.058129902059031804
MATS2c,0.019927208066045247
MATS2d,-0.1688700424045897
MATS2i,-0.19362902543351748
MATS2m,-0.05416017444950823
MATS2p,-0.11622414981929764
MATS2s,0.008330523903150384
MATS2v,-0.07110829712315665
MATS3Z,-0.04126999238385376
MATS3c,0.15920916719247094
MATS3d,-0.15718799368088468
MATS3i,-0.09039208149766015
MATS3m,-0.0451375684401876
MATS3p,-0.05212574529642169
MATS3s,-0.21255355484358585
MATS3v,-0.10766204966430411
MATS4Z,-0.23764649714110334
MATS4c,-0.1559850050061281
MATS4d,-0.04439885878663553
MATS4i,-0.1266550692528071
MATS4m,-0.24190998703092725
MATS4p,-0.2143766423656531
MATS4s,0.053386850450435334
MATS4v,-0.191588114385633
MATS5Z,-0.039276599724749825
MATS5c,-0.1964206457081035
MATS5d,0.025248745877331547
MATS5i,0.037778106969538455
MATS5m,-0.03574372713883229
MATS5p,0.004744103660457936
MATS5s,-0.09246153247347148
MATS5v,0.008971735309803545
MATS6Z,0.31905075122896903
MATS6c,0.364329322389551
MATS6d,0.09475800660634785
MATS6i,0.10685909024194677
MATS6m,0.31989089096872414
MATS6p,0.22233671522329773
MATS6s,0.1789386424293563
MATS6v,0.1620351872193331
MATS7Z,0.01571413028273
MATS7c,-0.17902314304159095
MATS7d,0.026017990134442424
MATS7i,0.09225059426566515
MATS7m,0.023463817222554147
MATS7p,0.07064487233357994
MATS7s,-0.24578706260324837
MATS7v,0.09556251184621647
MATS8Z,-0.2632901751713634
MATS8c,-0.00550435481194515
MATS8d,-0.15939968404423382
MATS8i,-0.028985081572730716
MATS8m,-0.25300006020384924
MATS8p,-0.21155833914805844
MATS8s,0.21608980313479748
MATS8v,-0.02460794828386024
MAXaaN,4.668681500377929
MAXaaS,1.6490612927269672
MAXsCl,5.904531020003903
MAXssS,1.7091669291173257
MINaaN,4.668681500377929
MINaaS,1.6490612927269672
MINsCl,5.904531020003903
MINssS,1.7091669291173257
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,27.457457832298527
SpAD_D,209.57792365282734
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.8177609896839395
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,510
TMWC10,116.54478005284783
TSRW10,68.12441152103895
VE1_Dt,4.5216496068003735
VE2_Dt,0.21531664794287492
VE3_Dt,2.2508142292495363
VR1_Dt,112.30334113046858
VR2_Dt,5.347778149069932
VR3_Dt,5.463140957860838
Xc-3dv,0.7606433307617365
Xc-4dv,0.0
Xc-5dv,0.1045691115576428
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.31804138174397717
Xch-7d,0.4769678865942999
Xp-0dv,13.511206230393626
Xp-1dv,8.641658495394818
Xp-2dv,6.789105247531309
Xp-3dv,5.252529964701115
Xp-4dv,3.7800799631960924
Xp-5dv,2.6178981091582862
Xp-6dv,1.7931838684048351
Xp-7dv,1.1305251349685093
Xpc-4d,2.756177568765617
Xpc-5d,3.722181677543611
Xpc-6d,4.8682985772715455
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,36
nFRing,0
nHBAcc,4
nHBDon,1
nHRing,1
nSpiro,0
naRing,3
piPC10,6.79062437439206
AATS0dv,6.367465504720407
AATS0pe,6.139458823529412
AATS0se,7.5869083235294115
AATS1dv,6.466049382716049
AATS1pe,6.395930555555556
AATS1se,7.674822166666666
AATS2dv,4.9941520467836265
AATS2pe,6.2662666666666675
AATS2se,7.624784350877193
AATS3dv,3.3284313725490198
AATS3pe,6.190167647058823
AATS3se,7.632706176470587
AATS4dv,2.913764510779436
AATS4pe,6.047729850746268
AATS4se,7.582260999999999
AATS5dv,3.4931773879142303
AATS5pe,6.018614035087718
AATS5se,7.4855770526315775
AATS6dv,3.292255892255892
AATS6pe,5.996105454545455
AATS6se,7.477485472727273
AATS7dv,2.764172335600907
AATS7pe,6.040351020408164
AATS7se,7.561084693877551
AATS8dv,3.0055555555555555
AATS8pe,5.890412500000001
AATS8se,7.44331345
AATSC0Z,18.173010380622834
AATSC0c,0.011412019124427648
AATSC0d,0.5475778546712803
AATSC0i,1.6794725773115706
AATSC0m,81.39526016262977
AATSC0p,0.39182640036658906
AATSC0s,0.458924373025253
AATSC0v,55.46700954398173
AATSC1Z,0.37274125336409114
AATSC1c,-0.006218793883360819
AATSC1d,0.13297770088427527
AATSC1i,0.2490387748991069
AATSC1m,1.8970068046905102
AATSC1p,0.04467917299930226
AATSC1s,-0.08912064322159045
AATSC1v,4.831120178132393
AATSC2Z,-1.0563953135433737
AATSC2c,0.00022740967954615728
AATSC2d,-0.09246949553815335
AATSC2i,-0.3251946383871573
AATSC2m,-4.408381489771136
AATSC2p,-0.045539690259362546
AATSC2s,0.003823080459225173
AATSC2v,-3.944164595186418
AATSC3Z,-0.7499999999999997
AATSC3c,0.0018168980607846774
AATSC3d,-0.08607266435986159
AATSC3i,-0.15181102208143282
AATSC3m,-3.673984126297576
AATSC3p,-0.02042424314592257
AATSC3s,-0.09754600689088137
AATSC3v,-5.971691936254591
AATSC4Z,-4.318752259463926
AATSC4c,-0.0017801038602538765
AATSC4d,-0.024311831844239004
AATSC4i,-0.21271371558758742
AATSC4m,-19.690326330320715
AATSC4p,-0.08399842810080946
AATSC4s,0.024500526870758984
AATSC4v,-10.626819769141369
AATSC5Z,-0.7137740545134464
AATSC5c,-0.0022415561652533045
