DLiP-ID,I0004Z
Sv,39.531418074496244
nB,0
nC,26
nF,0
nH,31
nI,0
nN,3
nO,4
nP,0
nS,0
nX,0
ABC,25.679272205262556
AMW,7.019241507375014
IC0,1.4914624094402344
IC1,3.3341151968363656
IC2,4.352217001462483
IC3,5.152114648336087
IC4,5.425704882778696
IC5,5.425704882778696
MID,67.37372229971734
Mpe,0.9643382352941179
Mse,1.0011493991260014
NdO,3
NdS,0
NsF,0
NsI,0
NtN,0
SMR,123.98820000000003
SdO,38.91956941550133
SdS,0
Spe,61.717647058823545
SsF,0
SsI,0
Sse,64.07356154406409
StN,0
fMF,0.390625
nBr,0
nCl,0
AMID,2.041627948476283
BIC0,0.23871314227495022
BIC1,0.5336353838392639
BIC2,0.6965857065559538
BIC3,0.8246117832273739
BIC4,0.8684007410624206
BIC5,0.8684007410624206
CIC0,4.508537590559765
CIC1,2.6658848031636344
CIC2,1.647782998537517
CIC3,0.8478853516639129
CIC4,0.574295117221304
CIC5,0.574295117221304
GGI1,5.5
GGI2,4.000000000000002
GGI3,2.375
GGI4,2.0472222222222225
GGI5,1.0833333333333333
GGI6,0.8033560090702946
GGI7,0.7839427437641723
GGI8,0.470679012345679
GGI9,0.16751543209876546
JGI1,0.1527777777777778
JGI2,0.08000000000000003
JGI3,0.04241071428571428
JGI4,0.037222222222222226
JGI5,0.019345238095238096
JGI6,0.014345643019112404
JGI7,0.015371426348317103
JGI8,0.010232152442297365
JGI9,0.004408300844704354
MIC0,13.750344478606534
MIC1,28.725988616037274
MIC2,34.98499453563759
MIC3,39.22767531552278
MIC4,39.50345427184094
MIC5,39.50345427184094
MPC2,50
MPC3,67
MPC4,87
MPC5,109
MPC6,119
MPC7,134
MPC8,156
MPC9,172
Mare,0.9775625
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.12620053473295242
RPCG,0.0818253032824573
SIC0,0.24857706824003908
SIC1,0.5556858661393943
SIC2,0.7253695002437471
SIC3,0.8586857747226811
SIC4,0.9042841471297827
SIC5,0.9042841471297827
SaaN,0
SaaO,0
SaaS,0
Sare,62.564
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.550311184078632
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,95.453594204175
TIC1,213.3833725975274
TIC2,278.5418880935989
TIC3,329.7353374935096
TIC4,347.24511249783654
TIC5,347.24511249783654
Vabc,431.4492980465102
WPol,56
apol,70.59858299999999
bpol,36.55341700000001
nRot,6
ABCGG,20.93844145843691
ATS0Z,1370.0
ATS0d,203.0
ATS0i,10404.625802731722
ATS0m,5394.825281
ATS0p,92.49721605031901
ATS0s,308.5277777777778
ATS0v,13570.541150363888
ATS1Z,1576.0
ATS1d,266.0
ATS1i,9796.738372989952
ATS1m,5936.2890879999995
ATS1p,121.119813266
ATS1s,199.19444444444443
ATS1v,17514.48445876215
ATS2Z,2378.0
ATS2d,430.0
ATS2i,18427.559352773544
ATS2m,8738.863354000001
ATS2p,187.61733040479197
ATS2s,345.19444444444446
ATS2v,26195.43149105153
ATS3Z,2857.0
ATS3d,537.0
ATS3i,28567.22866402557
ATS3m,10239.185608
ATS3p,230.738519342866
ATS3s,527.4444444444445
ATS3v,31385.578335557304
ATS4Z,2896.0
ATS4d,535.0
ATS4i,30854.109229876765
ATS4m,10220.486375
ATS4p,232.975646548564
ATS4s,563.2222222222222
ATS4v,31892.27782668272
ATS5Z,2940.0
ATS5d,520.0
ATS5i,30550.790721678262
ATS5m,10449.810583999999
ATS5p,234.07727517826197
ATS5s,653.2777777777778
ATS5v,31971.430853374593
ATS6Z,2930.0
ATS6d,517.0
ATS6i,30952.739594618462
ATS6m,10408.920852
ATS6p,237.27341023680899
ATS6s,616.8611111111111
ATS6v,32245.81411411436
ATS7Z,2708.0
ATS7d,497.0
ATS7i,30889.60005801486
ATS7m,9410.311495
ATS7p,234.157615384262
ATS7s,565.1666666666667
ATS7v,31496.73273179226
ATS8Z,2495.0
ATS8d,472.0
ATS8i,29611.211739126964
ATS8m,8632.366281999999
ATS8p,229.33184790396
ATS8s,528.8888888888889
ATS8v,29852.68993589121
C1SP1,0
C1SP2,3
C1SP3,1
C2SP1,0
C2SP2,10
C2SP3,10
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.4230769230769231
GGI10,0.1542781348841955
JGI10,0.005509933388721268
JGT10,0.3816234084241049
Kier1,26.074074074074073
Kier2,12.3008
Kier3,6.415682780129205
MAXdO,13.519819014025362
MID_C,54.014126316705365
MID_N,6.3335707453201024
MID_O,7.026025237691883
MID_X,0.0
MID_h,13.359595983011985
MINdO,12.024504362442052
MPC10,169
MWC01,36.0
MWC02,5.153291594497779
MWC03,6.008813185442595
MWC04,6.8885724595653635
MWC05,7.766840537085513
MWC06,8.65434302956347
MWC07,9.542015406113592
MWC08,10.434380474452231
MWC09,11.327210155908142
MWC10,12.222924846163666
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.3012999999999995
SRW02,4.290459441148391
SRW03,0.0
SRW04,5.60947179518496
SRW05,2.3978952727983707
SRW06,7.115582126184454
SRW07,4.844187086458591
SRW08,8.704999678440762
SRW09,7.034387929915503
SRW10,10.341839252978511
SaaCH,19.560111234277205
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.9367835968945282
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.9940751627841959
SdssS,0
SsCH3,1.373733349566232
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.840024978361919
SssPH,0
SssSe,0
SsssB,0
SsssN,1.6829043839758124
SsssP,0
VE1_A,4.475051610628689
VE1_D,5.657896234750639
VE2_A,0.1356076245645057
VE2_D,0.17145140105304968
VE3_A,2.6924403532341303
VE3_D,2.926974601620301
VR1_A,454.9436661310804
VR1_D,222.8073612793905
VR2_A,13.78617170094183
VR2_D,6.751738220587591
VR3_A,7.314096069057285
VR3_D,6.6002300158333975
WPath,3157
Xc-3d,2.047131248607927
Xc-4d,0.0
Xc-5d,0.7293016202415108
Xc-6d,0.0
Xp-0d,23.37166824125719
Xp-1d,15.952397498181156
Xp-2d,14.258758904115531
Xp-3d,12.108147500534304
Xp-4d,9.761015711460844
Xp-5d,8.078176732275542
Xp-6d,5.439306268624079
Xp-7d,3.8961710912095353
ZMIC0,110.40908142800797
ZMIC1,65.86875224668074
ZMIC2,44.20125809856788
ZMIC3,30.32307324168044
ZMIC4,28.589614648336088
ZMIC5,28.589614648336088
nAcid,0
nAtom,64
nBase,0
nRing,4
piPC1,3.828641396489095
piPC2,4.30406509320417
piPC3,4.749270529961848
piPC4,5.171903441692378
piPC5,5.62175863917761
piPC6,5.620853661740282
piPC7,5.926926025970411
piPC8,6.245985634114447
piPC9,6.463809184055691
AATS0Z,21.40625
AATS0d,3.171875
AATS0i,162.57227816768315
AATS0m,84.294145015625
AATS0p,1.4452690007862345
AATS0s,4.820746527777779
AATS0v,212.03970547443575
AATS1Z,23.52238805970149
AATS1d,3.970149253731343
AATS1i,146.21997571626795
AATS1m,88.60132967164178
AATS1p,1.8077584069552237
AATS1s,2.9730514096185736
AATS1v,261.4102158024201
AATS2Z,19.65289256198347
AATS2d,3.553719008264463
AATS2i,152.29387894854167
AATS2m,72.22201119008265
AATS2p,1.55055644962638
AATS2s,2.852846648301194
AATS2v,216.49116934753332
AATS3Z,16.05056179775281
AATS3d,3.0168539325842696
AATS3i,160.49004867430097
AATS3m,57.52351465168539
AATS3p,1.296283816532955
AATS3s,2.963171036204744
AATS3v,176.32347379526576
AATS4Z,15.242105263157894
AATS4d,2.8157894736842106
AATS4i,162.39004857829877
AATS4m,53.79203355263158
AATS4p,1.2261876134134946
AATS4s,2.9643274853801165
AATS4v,167.8540938246459
AATS5Z,15.555555555555555
AATS5d,2.751322751322751
AATS5i,161.64439535279504
AATS5m,55.290003089947085
AATS5p,1.2385041014722855
AATS5s,3.4564961787184014
AATS5v,169.1610098062148
AATS6Z,15.260416666666666
AATS6d,2.6927083333333335
AATS6i,161.21218538863783
AATS6m,54.213129437499994
AATS6p,1.2357990116500468
AATS6s,3.2128182870370368
AATS6v,167.9469485110123
AATS7Z,14.178010471204189
AATS7d,2.602094240837696
AATS7i,161.7256547540045
AATS7m,49.26864657068063
AATS7p,1.2259561014882827
AATS7s,2.9589877835951137
AATS7v,164.9043598523155
AATS8Z,13.413978494623656
AATS8d,2.5376344086021505
AATS8i,159.20006311358583
AATS8m,46.410571408602145
AATS8p,1.2329669242148387
AATS8s,2.843488649940263
AATS8v,160.4983329886624
AMID_C,1.6367917065668292
AMID_N,0.1919263862218213
AMID_O,0.21290985568763282
AMID_X,0.0
AMID_h,0.4048362419094541
ATS0dv,426.0
ATS0pe,394.16420000000005
ATS0se,488.3375719999999
ATS1dv,412.0
ATS1pe,429.9385
ATS1se,515.3660639999999
ATS2dv,583.0
ATS2pe,760.5023
ATS2se,924.5729359999999
ATS3dv,664.0
ATS3pe,1099.7086
ATS3se,1360.69992
ATS4dv,661.0
ATS4pe,1180.8505
ATS4se,1464.759692
ATS5dv,706.0
ATS5pe,1175.1203999999998
ATS5se,1457.748544
ATS6dv,655.0
ATS6pe,1183.7249
ATS6se,1471.374
ATS7dv,554.0
ATS7pe,1174.481
ATS7se,1464.0024520000002
ATS8dv,505.0
ATS8pe,1112.3746999999998
ATS8se,1392.74648
ATSC0Z,470.0
ATSC0c,1.1506856880531453
ATSC0d,37.234375
ATSC0i,92.37478938788942
ATSC0m,2237.0736934843744
ATSC0p,14.619717275195736
ATSC0s,121.18012152777779
ATSC0v,3229.2310758955155
ATSC1Z,13.1875
ATSC1c,-0.7132718037733472
ATSC1d,11.442138671875
ATSC1i,-4.5491205722320425
ATSC1m,66.40828063354458
ATSC1p,0.547701821146407
ATSC1s,-6.175977918836804
ATSC1v,141.93034661470466
ATSC2Z,-19.1875
ATSC2c,-0.037526862016458974
ATSC2d,-3.349365234375
ATSC2i,-28.022127056116855
ATSC2m,-106.84378515014672
ATSC2p,-3.5936378773218367
ATSC2s,7.039232042100693
ATSC2v,-680.9771772327031
ATSC3Z,23.875
ATSC3c,0.7652935323014631
ATSC3d,-1.38623046875
ATSC3i,12.9264232195393
ATSC3m,104.71661546533184
ATSC3p,0.28113909830627093
ATSC3s,13.102769639756943
ATSC3v,-26.184538278429898
ATSC4Z,-98.375
ATSC4c,-0.9062982374483805
ATSC4d,-10.93017578125
ATSC4i,-6.362149733866372
ATSC4m,-453.58561926611344
ATSC4p,-0.9462054807036331
ATSC4s,-49.44489203559028
ATSC4v,-211.10923119496903
ATSC5Z,-15.9375
ATSC5c,0.13959690847269057
ATSC5d,-2.770263671875
ATSC5i,4.541209177582752
ATSC5m,-76.76818316479512
ATSC5p,0.7653255657580658
ATSC5s,26.847418891059025
ATSC5v,-1.0255327403370416
ATSC6Z,12.5
ATSC6c,0.6471850357551745
ATSC6d,0.390625
ATSC6i,8.790990231837965
ATSC6m,57.95288312499986
ATSC6p,0.35492161845281284
ATSC6s,-4.494357638888891
ATSC6v,68.32869302995493
ATSC7Z,-171.0625
ATSC7c,-0.678192829534756
ATSC7d,-6.105712890625
ATSC7i,22.41126843072768
ATSC7m,-785.9774550080567
ATSC7p,2.0995128421332763
ATSC7s,-64.81923421223958
ATSC7v,-42.51478059361631
ATSC8Z,-83.125
ATSC8c,0.08414572919299589
ATSC8d,-13.47802734375
ATSC8i,-18.34386345163492
ATSC8m,-406.0561051577147
ATSC8p,-3.409185945891447
ATSC8s,18.57504611545139
ATSC8v,-812.9684086808427
AXp-0d,0.7082323709471876
AXp-1d,0.44312215272725436
AXp-2d,0.28517517808231063
AXp-3d,0.18071861941095976
AXp-4d,0.11219558289035453
AXp-5d,0.07411171314014259
AXp-6d,0.04570845603885781
AXp-7d,0.0290759036657428
GATS1Z,0.8442680215941568
GATS1c,1.636729587952179
GATS1d,0.9343797170254478
GATS1i,1.2830085717617008
GATS1m,0.8499041283563917
GATS1p,1.0889373308796253
GATS1s,0.6181743904591027
GATS1v,1.0044972721886891
GATS2Z,0.9288816599261474
GATS2c,1.066053560094009
GATS2d,1.3284178911920874
GATS2i,1.3211463455085897
GATS2m,0.9376833094548561
GATS2p,1.1885868975012106
GATS2s,0.5706108670556641
GATS2v,1.1278483674888145
GATS3Z,0.9612658379153717
GATS3c,0.9451036281877204
GATS3d,1.2024499379971427
GATS3i,1.0052671573307281
GATS3m,0.9626584788037583
GATS3p,0.9698031675811715
GATS3s,0.8542685373096414
GATS3v,0.9740007597328216
GATS4Z,1.0853919372900336
GATS4c,1.5270951738662288
GATS4d,1.2333679351547144
GATS4i,1.0561835530962225
GATS4m,1.0797557898286687
GATS4p,0.9697071595724366
GATS4s,1.3325151028854914
GATS4v,0.9672594113875003
GATS5Z,1.0265957446808511
GATS5c,1.1550599636018755
GATS5d,1.0966568750874248
GATS5i,0.9962559765746468
GATS5m,1.0232326822761066
GATS5p,0.945208387776944
GATS5s,1.1913318696222646
GATS5v,0.9549129803141351
GATS6Z,0.9962433510638298
GATS6c,0.9575665472547085
GATS6d,1.0310532941670165
GATS6i,0.9693478107102882
GATS6m,0.9940714210434528
GATS6p,0.9658763825564236
GATS6s,1.193589518587101
GATS6v,0.9595764502558672
GATS7Z,1.1348000445583157
GATS7c,1.2385116887635546
GATS7d,1.0718857175499228
GATS7i,0.9095821956603611
GATS7m,1.1273250076790458
GATS7p,0.9212642772054219
GATS7s,1.4375532668633264
GATS7v,0.9658591317650979
GATS8Z,1.0208133150308853
GATS8c,0.7794428023616947
GATS8d,1.1143448892017382
GATS8i,1.0412821871547988
GATS8m,1.0245670249277503
GATS8p,1.0936214600018417
GATS8s,0.8243582534321398
GATS8v,1.0946735408041042
MATS1Z,0.026802159415687518
MATS1c,-0.5921115274089872
MATS1d,0.2935406893355296
MATS1i,-0.047041282963735796
MATS1m,0.02835614030745077
MATS1p,0.03578577130853021
MATS1s,-0.04868324540143702
MATS1v,0.04198375813975483
MATS2Z,-0.02159310708633726
MATS2c,-0.01724964424133038
MATS2d,-0.047578751695029876
MATS2i,-0.16045093061058474
MATS2m,-0.025261758452850336
MATS2p,-0.13001394664100974
MATS2s,0.030724760167656705
MATS2v,-0.11153933152994136
MATS3Z,0.018264403538130528
MATS3c,0.239128479945489
MATS3d,-0.013386016116027856
MATS3i,0.05031354075520304
MATS3m,0.016830432555610533
MATS3p,0.006914204894429466
MATS3s,0.03887690592884274
MATS3v,-0.0029154511483243423
MATS4Z,-0.07050391937290033
MATS4c,-0.26530216675841917
MATS4d,-0.09888022616339422
MATS4i,-0.023199402397078118
MATS4m,-0.06829758686792141
MATS4p,-0.021800821461335877
MATS4s,-0.1374410366799308
MATS4v,-0.02202087004767228
MATS5Z,-0.01148260722728808
MATS5c,0.04108064547630311
MATS5d,-0.025193888811177942
MATS5i,0.016647009043306585
MATS5m,-0.011620348192947185
MATS5p,0.01772659885679308
MATS5s,0.07502211873645868
MATS5v,-0.00010753963955271701
MATS6Z,0.008865248226950355
MATS6c,0.18747808153998805
MATS6d,0.003496992586375717
MATS6i,0.03172218412292798
MATS6m,0.008635221881423558
MATS6p,0.00809230465432196
MATS6s,-0.012362747240021161
MATS6v,0.007053143759205519
MATS7Z,-0.12195611005903977
MATS7c,-0.19748908105010413
MATS7d,-0.05494635869696564
MATS7i,0.08129420398480769
MATS7m,-0.11772708881826585
MATS7p,0.04812006087940754
MATS7s,-0.1792334724792084
MATS7v,-0.00441151160172877
MATS8Z,-0.060855639441775335
MATS8c,0.025161840010084077
MATS8d,-0.12455159530545666
MATS8i,-0.06832889185388977
MATS8m,-0.06245580113816786
MATS8p,-0.08023775060849292
MATS8s,0.05274308720411275
MATS8v,-0.08662466660889985
MAXsOH,9.550311184078632
MINsOH,9.550311184078632
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,5
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,42.98889059696059
SpAD_D,395.8671152989223
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.45154653410696
SssNH2,0
SsssAs,0
SsssCH,-2.8209095139784277
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1132
TMWC10,146.99839168879234
TSRW10,83.33882258310955
VE1_Dt,5.683861508082882
VE2_Dt,0.17223822751766307
VE3_Dt,2.931553313189284
VR1_Dt,218.62710780846547
VR2_Dt,6.625063872983802
VR3_Dt,6.581290042969827
Xc-3dv,0.961258285776457
Xc-4dv,0.0
Xc-5dv,0.19292095857509248
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.38327663808701984
Xch-7d,0.4983596339149735
Xp-0dv,18.814960006168633
Xp-1dv,11.663012480941946
Xp-2dv,8.923498876146066
Xp-3dv,6.636215491762873
Xp-4dv,4.933081753704951
Xp-5dv,3.520773740962124
Xp-6dv,2.2737954122147412
Xp-7dv,1.4634168600201751
Xpc-4d,5.338668652884296
Xpc-5d,7.848766444274463
Xpc-6d,12.878595228656202
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,1
n8Ring,0
n9Ring,0
nARing,2
nBonds,67
nFRing,1
nHBAcc,4
nHBDon,3
nHRing,2
nSpiro,0
naRing,2
piPC10,6.543979289333575
AATS0dv,6.65625
AATS0pe,6.158815625000001
AATS0se,7.630274562499999
AATS1dv,6.149253731343284
AATS1pe,6.416992537313432
AATS1se,7.692030805970148
AATS2dv,4.818181818181818
AATS2pe,6.285142975206612
AATS2se,7.641098644628099
AATS3dv,3.730337078651685
AATS3pe,6.17813820224719
AATS3se,7.644381573033708
AATS4dv,3.4789473684210526
AATS4pe,6.2150026315789475
AATS4se,7.709261536842106
AATS5dv,3.7354497354497354
AATS5pe,6.217568253968253
AATS5se,7.712955259259259
AATS6dv,3.4114583333333335
AATS6pe,6.165233854166666
AATS6se,7.66340625
AATS7dv,2.900523560209424
AATS7pe,6.1491151832460735
AATS7se,7.664934303664922
AATS8dv,2.71505376344086
AATS8pe,5.980509139784945
AATS8se,7.487884301075269
AATSC0Z,7.34375
AATSC0c,0.017979463875830395
AATSC0d,0.581787109375
AATSC0i,1.4433560841857722
AATSC0m,34.95427646069335
AATSC0p,0.22843308242493338
AATSC0s,1.893439398871528
AATSC0v,50.45673556086743
AATSC1Z,0.19682835820895522
AATSC1c,-0.010645847817512644
AATSC1d,0.17077818913246268
AATSC1i,-0.06789732197361258
AATSC1m,0.9911683676648444
AATSC1p,0.008174654046961298
AATSC1s,-0.09217877490801199
AATSC1v,2.118363382309025
AATSC2Z,-0.15857438016528927
AATSC2c,-0.0003101393555079254
AATSC2d,-0.027680704416322314
AATSC2i,-0.23158782691005664
AATSC2m,-0.8830064888441878
AATSC2p,-0.029699486589436667
AATSC2s,0.058175471422319776
AATSC2v,-5.627910555642174
AATSC3Z,0.13412921348314608
AATSC3c,0.004299401866862153
AATSC3d,-0.007787811622191011
AATSC3i,0.07262035516595113
AATSC3m,0.5882955925018643
AATSC3p,0.001579433136552084
AATSC3s,0.07361106539189294
AATSC3v,-0.14710414763162863
AATSC4Z,-0.5177631578947368
AATSC4c,-0.004769990723412529
AATSC4d,-0.057527240953947366
AATSC4i,-0.03348499859929669
AATSC4m,-2.3872927329795446
AATSC4p,-0.004980028845808595
AATSC4s,-0.26023627387152776
AATSC4v,-1.1111012168156265
AATSC5Z,-0.08432539682539683
AATSC5c,0.0007386079813369871
AATSC5d,-0.01465747974537037
AATSC5i,0.02402756178615213
