DLiP-ID,C000ZO
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,10.188869007492293
SssS,0
StCH,0
StsC,0
TIC0,60.222532054044535
TIC1,139.57785364444405
TIC2,191.55494694137286
TIC3,203.81960944786326
TIC4,209.81960944786323
TIC5,213.81960944786326
Vabc,289.1471972049498
WPol,41
apol,47.40585999999998
bpol,27.008139999999997
nRot,3
ABCGG,14.158474211230065
ATS0Z,988.0
ATS0d,140.0
ATS0i,6907.90787911748
ATS0m,3896.915463
ATS0p,62.30847809698001
ATS0s,207.22222222222223
ATS0v,9326.933004928325
ATS1Z,1116.0
ATS1d,177.0
ATS1i,6444.701635107996
ATS1m,4231.943729000003
ATS1p,80.39690620000005
ATS1s,140.0
ATS1v,11916.355673755552
ATS2Z,1665.0
ATS2d,282.0
ATS2i,12342.23630397624
ATS2m,6202.655075000003
ATS2p,120.37419550733898
ATS2s,259.3611111111111
ATS2v,17427.77613364969
ATS3Z,1988.0
ATS3d,341.0
ATS3i,16632.954194159378
ATS3m,7322.441696999999
ATS3p,148.14387376497996
ATS3s,331.19444444444446
ATS3v,21138.26728177254
ATS4Z,1823.0
ATS4d,329.0
ATS4i,17652.647292462883
ATS4m,6416.157742
ATS4p,147.32399136303698
ATS4s,349.8611111111112
ATS4v,20349.647710164194
ATS5Z,1636.0
ATS5d,280.0
ATS5i,17298.353155253324
ATS5m,5737.520137999998
ATS5p,131.89000017497997
ATS5s,332.44444444444446
ATS5v,18101.00729651781
ATS6Z,1286.0
ATS6d,232.0
ATS6i,15783.211302322874
ATS6m,4414.739033999999
ATS6p,105.52266499037599
ATS6s,299.9722222222221
ATS6v,14162.614617446758
ATS7Z,981.0
ATS7d,176.0
ATS7i,11101.355652187036
ATS7m,3410.7596049999993
ATS7p,79.11223045073498
ATS7s,205.86111111111114
ATS7v,10631.32516801385
ATS8Z,864.0
ATS8d,147.0
ATS8i,8997.992462156137
ATS8m,3088.4334519999993
ATS8p,63.85921110788599
ATS8s,167.61111111111114
ATS8v,8943.893349868955
C1SP1,0
C1SP2,2
C1SP3,1
C2SP1,0
C2SP2,5
C2SP3,6
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.4444444444444444
GGI10,0.07846138149168452
JGI10,0.0071328528628804115
JGT10,0.44622446068476834
Kier1,17.8112
Kier2,7.92
Kier3,3.9837030330466274
MAXdO,12.237062792339668
MID_C,37.512403296339556
MID_N,0.0
MID_O,9.443441618284968
MID_X,0.0
MID_h,9.443441618284968
MINdO,11.442936705967462
MPC10,132
MWC01,25.0
MWC02,4.795790545596741
MWC03,5.652489180268651
MWC04,6.535241271013659
MWC05,7.413970290190444
MWC06,8.30622521603216
MWC07,9.194109358865765
MWC08,10.091749761992155
MWC09,10.984767161075625
MWC10,11.88591558957719
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.002200000000001
SRW02,3.9318256327243257
SRW03,0.0
SRW04,5.25227342804663
SRW05,0.0
SRW06,6.771935555839602
SRW07,2.70805020110221
SRW08,8.392763113038061
SRW09,5.093750200806762
SRW10,10.07285050816569
SaaCH,5.371076152683296
SaaNH,0
SaaSe,0
SaaaC,1.4627656788023855
SaasC,2.3889217663649482
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.45048319031724504
SdssS,0
SsCH3,2.930671919360245
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.9929947145917146
VE1_D,4.71890593104061
VE2_A,0.1736084658518137
VE2_D,0.2051698230887222
VE3_A,2.217450627346821
VE3_D,2.3844861013930667
VR1_A,259.34599257972803
VR1_D,129.74416720752694
VR2_A,11.275912720857741
VR2_D,5.641050748153345
VR3_A,6.39107217182878
VR3_D,5.698473689886066
WPath,1209
Xc-3d,1.4861458835490087
Xc-4d,0.0
Xc-5d,0.44204420438669256
Xc-6d,0.0
Xp-0d,16.396976746569035
Xp-1d,11.096555450524585
Xp-2d,9.880236325120622
Xp-3d,8.550541144084283
Xp-4d,6.849298791817356
Xp-5d,5.599926522587282
Xp-6d,4.369909940855525
Xp-7d,3.015855375079837
ZMIC0,81.50991805176429
ZMIC1,39.00171564069084
ZMIC2,26.780606526499902
ZMIC3,24.706892825862244
ZMIC4,23.29932782367522
ZMIC5,22.847929729777157
nAcid,0
nAtom,43
nBase,0
nRing,3
piPC1,3.5115454388310208
piPC2,4.135166556742356
piPC3,4.74493212836325
piPC4,5.3595300507160255
piPC5,6.001260163023114
piPC6,6.429114456340738
piPC7,6.79546105843192
piPC8,7.239988633509044
piPC9,7.541602277650565
AATS0Z,22.976744186046513
AATS0d,3.255813953488372
AATS0i,160.64902044459257
AATS0m,90.625941
AATS0p,1.4490343743483722
AATS0s,4.819121447028424
AATS0v,216.90541871926337
AATS1Z,24.8
AATS1d,3.933333333333333
AATS1i,143.2155918912888
AATS1m,94.04319397777785
AATS1p,1.7865979155555567
AATS1s,3.111111111111111
AATS1v,264.8079038612345
AATS2Z,20.555555555555557
AATS2d,3.4814814814814814
AATS2i,152.37328770341037
AATS2m,76.57598858024696
AATS2p,1.4861011791029504
AATS2s,3.2019890260631
AATS2v,215.15773004505792
AATS3Z,18.57943925233645
AATS3d,3.1869158878504673
AATS3i,155.4481700388727
AATS3m,68.43403455140187
AATS3p,1.3845221847194389
AATS3s,3.09527518172378
AATS3v,197.5538998296499
AATS4Z,16.13274336283186
AATS4d,2.911504424778761
AATS4i,156.2181176324149
AATS4m,56.780157008849564
AATS4p,1.3037521359560795
AATS4s,3.0961160275319575
AATS4v,180.0853779660548
AATS5Z,15.009174311926605
AATS5d,2.5688073394495414
AATS5i,158.70048766287454
AATS5m,52.63779943119264
AATS5p,1.210000001605321
AATS5s,3.049949031600408
AATS5v,166.06428712401663
AATS6Z,13.257731958762887
AATS6d,2.3917525773195876
AATS6i,162.71351858064818
AATS6m,45.51277354639174
AATS6p,1.0878625256739793
AATS6s,3.092497136311568
AATS6v,146.0063362623377
AATS7Z,14.217391304347826
AATS7d,2.550724637681159
AATS7i,160.88921235053675
AATS7m,49.4312986231884
AATS7p,1.1465540645034056
AATS7s,2.983494363929147
AATS7v,154.0771763480268
AATS8Z,15.428571428571429
AATS8d,2.625
AATS8i,160.67843682421673
AATS8m,55.15059735714284
AATS8p,1.140343055497964
AATS8s,2.9930555555555562
AATS8v,159.71238124765992
AMID_C,1.6309740563625894
AMID_N,0.0
AMID_O,0.410584418186303
AMID_X,0.0
AMID_h,0.410584418186303
ATS0dv,350.0
ATS0pe,273.0129999999999
ATS0se,336.85714799999994
ATS1dv,336.0
ATS1pe,292.91850000000005
ATS1se,350.81248399999976
ATS2dv,493.0
ATS2pe,518.3666999999997
ATS2se,632.9085079999998
ATS3dv,518.0
ATS3pe,675.0226999999996
ATS3se,831.3126120000001
ATS4dv,414.0
ATS4pe,713.9305999999998
ATS4se,882.0225760000002
ATS5dv,367.0
ATS5pe,677.8224999999999
ATS5se,843.5348
ATS6dv,294.0
ATS6pe,598.4935999999999
ATS6se,751.3347359999999
ATS7dv,243.0
ATS7pe,428.3861999999999
ATS7se,535.235644
ATS8dv,202.0
ATS8pe,347.8754999999999
ATS8se,433.9731760000001
ATSC0Z,331.6279069767442
ATSC0c,1.1210817367188877
ATSC0d,26.046511627906977
ATSC0i,57.405480625849705
ATSC0m,1569.4917279069764
ATSC0p,10.045325484431162
ATSC0s,76.40826873385012
ATSC0v,2150.9529200730117
ATSC1Z,21.31963223363985
ATSC1c,-0.6152336120280144
ATSC1d,11.369929691725265
ATSC1i,-5.923134384214883
ATSC1m,98.99846567874499
ATSC1p,-0.8336702356954013
ATSC1s,-1.0086533261222264
ATSC1v,-17.50970956034397
ATSC2Z,76.67766360194693
ATSC2c,-0.10620962656267857
ATSC2d,5.02866414277988
ATSC2i,4.226580746705
ATSC2m,357.6711937798807
ATSC2p,0.830077313352857
ATSC2s,21.47576768223064
ATSC2v,290.2020742531387
ATSC3Z,97.20497566252027
ATSC3c,0.2644953590288636
ATSC3d,-2.185505678745269
ATSC3i,12.095187488181253
ATSC3m,461.23052097566233
ATSC3p,2.278491189688036
ATSC3s,14.557072892254073
ATSC3v,591.2896378248936
ATSC4Z,-171.5570578691184
ATSC4c,0.06585045351355386
ATSC4d,-12.936181719848566
ATSC4i,-13.962570379609357
ATSC4m,-812.3445709415903
ATSC4p,-2.8784616598500086
ATSC4s,-28.46501111712037
ATSC4v,-920.0027381252542
ATSC5Z,-79.7079502433748
ATSC5c,-0.1875303717738692
ATSC5d,-2.5365062195781505
ATSC5i,-15.56065520200429
ATSC5m,-375.2359408804761
ATSC5p,-2.617142607419924
ATSC5s,-21.42251066642629
ATSC5v,-504.18564768628187
ATSC6Z,-42.46295294753921
ATSC6c,-0.12439225278320988
ATSC6d,-0.9421308815575986
ATSC6i,-1.6603865179248598
ATSC6m,-197.41908825527304
ATSC6p,-0.3398091648282517
ATSC6s,-12.784673397031433
ATSC6v,-140.5241381570432
ATSC7Z,-24.72850189291508
ATSC7c,0.31682967620578184
ATSC7d,-2.539751216873987
ATSC7i,-2.73154869422834
ATSC7m,-124.13049192049752
ATSC7p,-0.7272445595391914
ATSC7s,-0.2164984075476244
ATSC7v,-265.8965788609796
ATSC8Z,38.810167658193606
ATSC8c,-0.2555753244117586
ATSC8d,-9.014061654948623
ATSC8i,-8.938036894234392
ATSC8m,183.08137663277444
ATSC8p,-1.1606355282578398
ATSC8s,-0.9800192296136048
ATSC8v,42.118113857875215
AXp-0d,0.7129120324595233
AXp-1d,0.4438622180209834
AXp-2d,0.2822924664320178
AXp-3d,0.1819264073209422
AXp-4d,0.1122835867511042
AXp-5d,0.06999908153234102
AXp-6d,0.0464884036261226
AXp-7d,0.02928014927261978
GATS1Z,0.748630201028518
GATS1c,1.534932459535133
GATS1d,0.7345833333333334
GATS1i,1.2503695096062937
GATS1m,0.7577770988654475
GATS1p,1.2151001256762026
GATS1s,0.5493394205839252
GATS1v,1.0366556870316597
GATS2Z,0.7903771232663237
GATS2c,1.1194144858702813
GATS2d,1.0351851851851852
GATS2i,1.016459775047496
GATS2m,0.7947148489797238
GATS2p,1.001555276015243
GATS2s,0.49614348877115205
GATS2v,0.9229428590650623
GATS3Z,0.8226199682793514
GATS3c,0.9852714017206609
GATS3d,1.1679322429906542
GATS3i,0.9383201813576989
GATS3m,0.8239656202282867
GATS3p,0.9266974782532492
GATS3s,0.6887394555608585
GATS3v,0.8792098901362624
GATS4Z,1.1510394816865048
GATS4c,0.9501045717315564
GATS4d,1.2700221238938054
GATS4i,1.100587174336488
GATS4m,1.1509589845866923
GATS4p,1.1079690913938651
GATS4s,1.2598831032408475
GATS4v,1.1328792021658383
GATS5Z,1.068374358248517
GATS5c,1.035421695345636
GATS5d,0.9541857798165138
GATS5i,1.0865480354688712
GATS5m,1.067621434679756
GATS5p,1.0803156242843155
GATS5s,1.1399810122458605
GATS5v,1.0648520042778853
GATS6Z,1.0752020647474732
GATS6c,0.9646086602336201
GATS6d,0.889368556701031
GATS6i,0.951551150395067
GATS6m,1.071624201592752
GATS6p,0.9541940379435059
GATS6s,1.2200128822399412
GATS6v,0.9871831487558766
GATS7Z,1.043469113970364
GATS7c,0.8626153882889627
GATS7d,1.004891304347826
GATS7i,0.9879145207582299
GATS7m,1.044866911296442
GATS7p,1.0028359109742775
GATS7s,0.8571580332593259
GATS7v,1.0426039269379859
GATS8Z,0.9114130434782608
GATS8c,1.4117629583337714
GATS8d,1.4253348214285715
GATS8i,1.0768001965692147
GATS8m,0.9101291732546573
GATS8p,1.0455284906950415
GATS8s,0.9793878931349342
GATS8v,0.9510232656240587
MATS1Z,0.06143057503506324
MATS1c,-0.5243952128401271
MATS1d,0.41712301587301615
MATS1i,-0.09859483633675944
MATS1m,0.0602733561373747
MATS1p,-0.07930238064009933
MATS1s,-0.012614135948596528
MATS1v,-0.0077786454972631255
MATS2Z,0.12274427302477782
MATS2c,-0.05029328935485743
MATS2d,0.1024911816578483
MATS2i,0.03908582197966293
MATS2m,0.12097854858978682
MATS2p,0.04386700336635168
MATS2s,0.14920788503530025
MATS2v,0.07162308846116233
MATS3Z,0.11779371092265138
MATS3c,0.09481246904555586
MATS3d,-0.03371995994659548
MATS3i,0.0846728007388975
MATS3m,0.1180983105662917
MATS3p,0.09115238120767229
MATS3s,0.07656290000916566
MATS3v,0.11047246417564541
MATS4Z,-0.19685549032506292
MATS4c,0.022351748634370432
MATS4d,-0.1889933628318584
MATS4i,-0.09255545708370722
MATS4m,-0.19695692870617404
MATS4p,-0.10904015197543136
MATS4s,-0.1417623847417707
MATS4v,-0.16276020467468263
MATS5Z,-0.09481837950512756
MATS5c,-0.0659897213652306
MATS5d,-0.038417431192660556
MATS5i,-0.10693416431869701
MATS5m,-0.09431643045928666
MATS5p,-0.10277922352899313
MATS5s,-0.11060428837806727
MATS5v,-0.09247014352470644
MATS6Z,-0.05676175879469642
MATS6c,-0.04918727655019166
MATS6d,-0.01603460972017673
MATS6i,-0.012821905219376732
MATS6m,-0.055760522175824
MATS6p,-0.014995736343546413
MATS6s,-0.0741730264373547
MATS6v,-0.028961212955166505
MATS7Z,-0.04646929690834805
MATS7c,0.17611970149630798
MATS7d,-0.06076604554865427
MATS7i,-0.02965343130228546
MATS7m,-0.04928772926627986
MATS7p,-0.04511654484329613
MATS7s,-0.001765768282581748
MATS7v,-0.07703732775408796
MATS8Z,0.0898617511520737
MATS8c,-0.17504998249454942
MATS8d,-0.26573660714285724
MATS8i,-0.11955540477206768
MATS8m,0.08957061720807415
MATS8p,-0.08871810893612093
MATS8s,-0.009848603797284892
MATS8v,0.015035519498186939
MAXaaO,5.472923044217687
MAXssO,5.547157659360041
MINaaO,5.472923044217687
MINssO,4.641711348132254
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.601465794081378
SpAD_D,218.30732534540792
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.929732455288809
SssNH2,0
SsssAs,0
SsssCH,-0.7175933536995045
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,856
TMWC10,122.8602583746124
TSRW10,65.22344863972329
VE1_Dt,4.7771855613246395
VE2_Dt,0.20770372005759302
VE3_Dt,2.396760701328839
VR1_Dt,122.44704553074722
VR2_Dt,5.323784588293357
VR3_Dt,5.640587778077699
Xc-3dv,0.5835427450850895
Xc-4dv,0.0
Xc-5dv,0.10814910989766512
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.11340230290662862
Xch-7d,0.3680953010123042
Xp-0dv,13.386176435010558
Xp-1dv,7.92986147893454
Xp-2dv,5.848491630893091
Xp-3dv,4.291052853851525
Xp-4dv,3.09398798112743
Xp-5dv,2.1731506532477525
Xp-6dv,1.4914990432613915
Xp-7dv,0.8409244355620803
Xpc-4d,3.8145240568005874
Xpc-5d,5.827469918452715
Xpc-6d,9.01977469858389
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,1
n8Ring,0
n9Ring,0
nARing,1
nBonds,45
nFRing,1
nHBAcc,5
nHBDon,0
nHRing,1
nSpiro,0
naRing,2
piPC10,7.568642541867472
AATS0dv,8.13953488372093
AATS0pe,6.349139534883719
AATS0se,7.833887162790696
AATS1dv,7.466666666666667
AATS1pe,6.509300000000001
AATS1se,7.795832977777772
AATS2dv,6.08641975308642
AATS2pe,6.399588888888885
AATS2se,7.813685283950615
AATS3dv,4.841121495327103
AATS3pe,6.308623364485978
AATS3se,7.769276747663552
AATS4dv,3.663716814159292
AATS4pe,6.317969911504423
AATS4se,7.805509522123895
AATS5dv,3.36697247706422
AATS5pe,6.218555045871558
AATS5se,7.738851376146789
AATS6dv,3.0309278350515463
AATS6pe,6.170037113402061
AATS6se,7.745718927835051
AATS7dv,3.5217391304347827
AATS7pe,6.208495652173911
AATS7se,7.757038318840579
AATS8dv,3.607142857142857
AATS8pe,6.212062499999997
AATS8se,7.749521000000001
AATSC0Z,7.712276906435912
AATSC0c,0.026071668295788084
AATSC0d,0.6057328285559762
AATSC0i,1.335011177345342
AATSC0m,36.499807625743635
AATSC0p,0.23361222056816655
AATSC0s,1.776936482182561
AATSC0v,50.02216093193051
AATSC1Z,0.4737696051919967
AATSC1c,-0.013671858045066987
AATSC1d,0.25266510426056144
AATSC1i,-0.13162520853810852
AATSC1m,2.199965903972111
AATSC1p,-0.018526005237675586
AATSC1s,-0.0224145183582717
AATSC1v,-0.3891046568965327
AATSC2Z,0.9466378222462585
AATSC2c,-0.001311229957563933
AATSC2d,0.062082273367652846
AATSC2i,0.05218000921858025
AATSC2m,4.415693750368898
AATSC2p,0.010247868066084654
AATSC2s,0.2651329343485264
AATSC2v,3.5827416574461566
AATSC3Z,0.908457716472152
AATSC3c,0.002471919243260408
AATSC3d,-0.020425286717245503
AATSC3i,0.11303913540356311
AATSC3m,4.310565616594975
AATSC3p,0.02129431018400034
AATSC3s,0.136047410207982
AATSC3v,5.526071381541062
AATSC4Z,-1.518204051939101
AATSC4c,0.0005827473762261403
AATSC4d,-0.1144794842464475
AATSC4i,-0.12356256973105625
AATSC4m,-7.188890008332657
AATSC4p,-0.025473112034070874
AATSC4s,-0.2519027532488528
AATSC4v,-8.141617151550921
AATSC5Z,-0.7312655985630715
AATSC5c,-0.0017204621263657723
AATSC5d,-0.023270699262184866
AATSC5i,-0.14275830460554395
