DLiP-ID,T004PC
JGI4,0.049597423510467
JGI5,0.02971813725490196
JGI6,0.022441818832796275
JGI7,0.0165625
JGI8,0.01130382082763035
JGI9,0.009879807692307693
MIC0,17.095909071914264
MIC1,35.76292623267006
MIC2,42.51855186130237
MIC3,43.50578030144775
MIC4,43.90614696811442
MIC5,44.00694696811442
MPC2,55
MPC3,81
MPC4,119
MPC5,172
MPC6,208
MPC7,267
MPC8,314
MPC9,385
Mare,0.9845333333333335
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,2
NssS,0
NtCH,0
NtsC,0
RNCG,0.18724432418963707
RPCG,0.0918649040458594
SIC0,0.2713180363135073
SIC1,0.5806117781225837
SIC2,0.8214395783736794
SIC3,0.9033200803031505
SIC4,0.9089632072231099
SIC5,0.9258925879829881
SaaN,0
SaaO,0
SaaS,0
Sare,59.07200000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,11.15122234219127
SssS,0
StCH,0
StsC,0
TIC0,96.15875742715363
TIC1,205.77661511350976
TIC2,291.12922322136683
TIC3,320.1487732300207
TIC4,322.1487732300207
TIC5,328.1487732300207
Vabc,406.07627737462224
WPol,66
apol,67.86020399999998
bpol,42.50579600000003
nRot,4
ABCGG,19.662570783624812
ATS0Z,1566.0
ATS0d,210.0
ATS0i,9677.825164671573
ATS0m,6190.864399000002
ATS0p,93.42878133577199
ATS0s,279.63280178326477
ATS0v,13200.109954081758
ATS1Z,1874.0
ATS1d,277.0
ATS1i,9211.311953471206
ATS1m,7174.812416000003
ATS1p,121.10134068000004
ATS1s,169.41975308641977
ATS1v,17251.20415099737
ATS2Z,2777.0
ATS2d,476.0
ATS2i,18382.747944845494
ATS2m,10453.789547
ATS2p,191.55486217388608
ATS2s,375.68827160493817
ATS2v,26889.752597753188
ATS3Z,3541.0
ATS3d,605.0
ATS3i,24813.568064293857
ATS3m,13110.707356
ATS3p,252.720120926131
ATS3s,448.8734567901233
ATS3v,34316.124544064005
ATS4Z,3961.0
ATS4d,635.0
ATS4i,30395.31081139411
ATS4m,14409.890403
ATS4p,274.7273853452252
ATS4s,600.6003086419753
ATS4v,37374.39864765599
ATS5Z,3805.0
ATS5d,617.0
ATS5i,32628.89169360951
ATS5m,13650.922617000004
ATS5p,272.07536913347
ATS5s,743.5663580246916
ATS5v,37316.45065073657
ATS6Z,3379.0
ATS6d,568.0
ATS6i,32563.699105864278
ATS6m,11864.557297000005
ATS6p,264.75571614777203
ATS6s,612.5648148148149
ATS6v,35310.44894799836
ATS7Z,2929.0
ATS7d,502.0
ATS7i,32502.44415962658
ATS7m,10199.736348000002
ATS7p,246.90408560475203
ATS7s,574.3179012345682
ATS7v,31821.116943348243
ATS8Z,2259.0
ATS8d,411.0
ATS8i,30269.210891819286
ATS8m,7661.715892
ATS8p,201.584428732393
ATS8s,490.5231481481481
ATS8v,25525.98734650589
C1SP1,0
C1SP2,1
C1SP3,2
C2SP1,0
C2SP2,9
C2SP3,7
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.4583333333333333
GGI10,0.11947760432608917
JGI10,0.006637644684782731
JGT10,0.4810527689645021
Kier1,23.728395061728396
Kier2,9.223140495867769
Kier3,3.978052126200274
MAXdO,13.843942044040348
MID_C,50.1875178175411
MID_N,4.569936574351053
MID_O,9.155098503870267
MID_X,0.0
MID_h,15.998578905866585
MINdO,13.612415910808767
MPC10,435
MWC01,36.0
MWC02,5.209486152841421
MWC03,6.12029741895095
MWC04,7.065613363597717
MWC05,8.002694162283937
MWC06,8.956093075610639
MWC07,9.903437551286085
MWC08,10.860555477926988
MWC09,11.813304093943202
MWC10,12.772564737405029
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,3.063620000000002
SRW02,4.290459441148391
SRW03,0.0
SRW04,5.680172609017068
SRW05,0.0
SRW06,7.293697720601438
SRW07,0.0
SRW08,9.0173622349937
SRW09,0.0
SRW10,10.80309997135747
SaaCH,10.728476102186038
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.404577138697551
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.10583409444024472
SdssS,0
SsCH3,5.087770984174632
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,3.390507605820106
SsssP,0
VE1_A,4.744995430834905
VE1_D,5.565225749809411
VE2_A,0.14828110721359078
VE2_D,0.1739133046815441
VE3_A,2.7202412789239903
VE3_D,2.879688359713899
VR1_A,337.78964662100725
VR1_D,222.1131505000671
VR2_A,10.555926456906477
VR2_D,6.941035953127097
VR3_A,6.985574164275122
VR3_D,6.566337748768931
WPath,2524
Xc-3d,2.800299430261342
Xc-4d,0.16666666666666666
Xc-5d,0.9929126408090888
Xc-6d,0.1388888888888889
Xp-0d,22.620591385700628
Xp-1d,15.361740436436056
Xp-2d,14.503572560454682
Xp-3d,12.962425164168101
Xp-4d,11.554195942784473
Xp-5d,10.525612724974604
Xp-6d,7.677967898490569
Xp-7d,6.14215808143064
ZMIC0,106.32525250576077
ZMIC1,51.815188068188505
ZMIC2,31.640548975195497
ZMIC3,28.054235261330664
ZMIC4,27.27285714220896
ZMIC5,26.576278713742752
nAcid,0
nAtom,60
nBase,0
nRing,5
piPC1,3.828641396489095
piPC2,4.454347296253507
piPC3,5.000584958242754
piPC4,5.5422434570447745
piPC5,6.075058633472106
piPC6,6.2959576441185146
piPC7,6.644603204273634
piPC8,6.840747043943638
piPC9,7.2019861735119095
AATS0Z,26.1
AATS0d,3.5
AATS0i,161.29708607785955
AATS0m,103.1810733166667
AATS0p,1.5571463555961997
AATS0s,4.660546696387746
AATS0v,220.0018325680293
AATS1Z,29.28125
AATS1d,4.328125
AATS1i,143.9267492729876
AATS1m,112.10644400000005
AATS1p,1.8922084481250006
AATS1s,2.647183641975309
AATS1v,269.55006485933393
AATS2Z,23.33613445378151
AATS2d,4.0
AATS2i,154.4768734860966
AATS2m,87.84697098319327
AATS2p,1.609704724150303
AATS2s,3.157044299201161
AATS2v,225.96430754414445
AATS3Z,21.993788819875775
AATS3d,3.7577639751552794
AATS3i,154.12154077201154
AATS3m,81.43296494409938
AATS3p,1.5696901920877702
AATS3s,2.788033893106356
AATS3v,213.14363070847207
AATS4Z,20.417525773195877
AATS4d,3.2731958762886597
AATS4i,156.67685985254695
AATS4m,74.27778558247422
AATS4p,1.4161205430166246
AATS4s,3.095877879597811
AATS4v,192.65153942090714
AATS5Z,18.5609756097561
AATS5d,3.0097560975609756
AATS5i,159.16532533468052
AATS5m,66.58986642439027
AATS5p,1.3271969226022928
AATS5s,3.6271529659741053
AATS5v,182.0314665889589
AATS6Z,16.563725490196077
AATS6d,2.784313725490196
AATS6i,159.6259760091386
AATS6m,58.15959459313728
AATS6p,1.2978221379792747
AATS6s,3.002768700072622
AATS6v,173.0904360195998
AATS7Z,14.428571428571429
AATS7d,2.4729064039408866
AATS7i,160.11056236269252
AATS7m,50.2450066403941
AATS7p,1.2162762837672514
AATS7s,2.8291522228303854
AATS7v,156.75427065688788
AATS8Z,12.21081081081081
AATS8d,2.2216216216216216
AATS8i,163.61735617199614
AATS8m,41.4146804972973
AATS8p,1.089645560715638
AATS8s,2.651476476476476
AATS8v,137.97830998111291
AMID_C,1.5683599317981594
AMID_N,0.1428105179484704
AMID_O,0.28609682824594584
AMID_X,0.0
AMID_h,0.4999555908083308
ATS0dv,446.44444444444446
ATS0pe,375.8875999999999
ATS0se,464.99507699999987
ATS1dv,388.0
ATS1pe,414.92760000000004
ATS1se,498.38242399999973
ATS2dv,698.0
ATS2pe,767.6698999999999
ATS2se,933.6411239999999
ATS3dv,773.0
ATS3pe,1018.7442000000001
ATS3se,1248.3211079999996
ATS4dv,827.0
ATS4pe,1238.0656000000004
ATS4se,1525.1711879999998
ATS5dv,827.6666666666667
ATS5pe,1316.4895
ATS5se,1624.4042980000002
ATS6dv,635.3333333333333
ATS6pe,1284.9984000000002
ATS6se,1594.6160399999999
ATS7dv,603.3333333333334
ATS7pe,1225.9367999999995
ATS7se,1538.60894
ATS8dv,393.0
ATS8pe,1096.9677999999997
ATS8se,1391.2980940000002
ATSC0Z,589.9333333333334
ATSC0c,1.0806807199231927
ATSC0d,43.33333333333333
ATSC0i,88.5631384245703
ATSC0m,2716.792828183333
ATSC0p,16.678659887078393
ATSC0s,107.95996084819389
ATSC0v,3081.06329644912
ATSC1Z,140.2044444444444
ATSC1c,-0.46704310933992627
ATSC1d,21.444444444444443
ATSC1i,-20.433698977578576
ATSC1m,612.4305168044452
ATSC1p,-1.85002355235376
ATSC1s,-15.02191777168115
ATSC1v,13.524876871852157
ATSC2Z,151.16555555555553
ATSC2c,-0.13414442988144554
ATSC2d,13.222222222222214
ATSC2i,21.237205830112195
ATSC2m,707.8857812530555
ATSC2p,5.8141895325580375
ATSC2s,33.99207530768936
ATSC2v,822.2316869937999
ATSC3Z,13.312222222222275
ATSC3c,-0.025263755201099483
ATSC3d,-2.7777777777777892
ATSC3i,-2.5332486598968487
ATSC3m,81.61013092472244
ATSC3p,-0.5735810729746406
ATSC3s,1.061486458809629
ATSC3v,19.82666126197539
ATSC4Z,-118.85111111111108
ATSC4c,0.22342359108174312
ATSC4d,-22.777777777777786
ATSC4i,-37.10445686261114
ATSC4m,-547.4117740594443
ATSC4p,-6.567060718962361
ATSC4s,-47.08342302049992
ATSC4v,-838.034903940127
ATSC5Z,-245.13888888888889
ATSC5c,-0.0343578879836703
ATSC5d,-20.22222222222223
ATSC5i,-11.97349172759359
ATSC5m,-1102.617283209722
ATSC5p,-3.4220552154256008
ATSC5s,13.977666919105337
ATSC5v,-695.778483522911
ATSC6Z,-308.2733333333334
ATSC6c,-0.29253705210184966
ATSC6d,-15.333333333333334
ATSC6i,8.912288780603443
ATSC6m,-1454.5131023066663
ATSC6p,-1.190777398704761
ATSC6s,-46.63320844764516
ATSC6v,-1137.5946935358063
ATSC7Z,-68.70777777777778
ATSC7c,0.2160951999989811
ATSC7d,-10.777777777777777
ATSC7i,-18.788200093509104
ATSC7m,-316.78389062027793
ATSC7p,-4.3185774826375205
ATSC7s,16.004754491502826
ATSC7v,-638.5583254180717
ATSC8Z,25.205555555555527
ATSC8c,-0.0064747042344280685
ATSC8d,-1.7777777777777726
ATSC8i,-2.6985110211673895
ATSC8m,124.28258243472222
ATSC8p,-0.5993216843893987
ATSC8s,-6.273766741921969
ATSC8v,249.44196900179273
AXp-0d,0.7068934808031446
AXp-1d,0.42671501212322377
AXp-2d,0.2637013192809942
AXp-3d,0.16002994029837161
AXp-4d,0.0970940835528107
AXp-5d,0.06119542281961979
AXp-6d,0.036913307204281584
AXp-7d,0.023004337383635356
GATS1Z,0.8079037885636794
GATS1c,1.4112842101505683
GATS1d,0.7658653846153848
GATS1i,1.4256522296791712
GATS1m,0.8030244845339674
GATS1p,1.3024356841859916
GATS1s,0.6585621580598182
GATS1v,1.0295059916903302
GATS2Z,0.7937871724574109
GATS2c,1.2627022474582041
GATS2d,1.0755009696186169
GATS2i,1.0041057602508536
GATS2m,0.7921847870086999
GATS2p,0.814724133293314
GATS2s,0.5582075447777257
GATS2v,0.8294559502596034
GATS3Z,1.1081997544727304
GATS3c,1.0407858200561053
GATS3d,1.3234830387004302
GATS3i,1.1436280748682197
GATS3m,1.087293803420455
GATS3p,1.1525313763044367
GATS3s,0.8059783785098512
GATS3v,0.9980029430490455
GATS4Z,1.2274582834801064
GATS4c,0.9909756376407858
GATS4d,1.3966296590007932
GATS4i,1.1987175212372234
GATS4m,1.2068301347171402
GATS4p,1.243089044614416
GATS4s,1.5135589178061344
GATS4v,1.0595420361608079
GATS5Z,1.193061638492981
GATS5c,1.1623177658539394
GATS5d,1.241988742964353
GATS5i,1.0618836699698344
GATS5m,1.1803600643077696
GATS5p,1.0770505994022612
GATS5s,1.4817025515869362
GATS5v,1.010668742727789
GATS6Z,1.1189989895834025
GATS6c,1.2518236609997884
GATS6d,1.034502262443439
GATS6i,0.9658546948059465
GATS6m,1.1236090605196034
GATS6p,0.9724800659817173
GATS6s,1.2938799984304008
GATS6v,1.05794653445227
GATS7Z,0.9922303430239257
GATS7c,0.8034527327139324
GATS7d,0.9859416445623344
GATS7i,1.0140411260534627
GATS7m,0.9954730154110288
GATS7p,1.0480227001986393
GATS7s,0.9229010029896978
GATS7v,1.057612685053568
GATS8Z,0.9217257714263024
GATS8c,0.8567295364363386
GATS8d,0.8610810810810812
GATS8i,0.9094022863326693
GATS8m,0.9288734795106841
GATS8p,0.9307540256108638
GATS8s,1.0256068073492242
GATS8v,0.9639541020436108
MATS1Z,0.2228076618826985
MATS1c,-0.4051639924114686
MATS1d,0.4639423076923077
MATS1i,-0.2163043579106638
MATS1m,0.2113350725708787
MATS1p,-0.10398899504362187
MATS1s,-0.13044695274346868
MATS1v,0.004115323460564545
MATS2Z,0.12919752599875972
MATS2c,-0.06258633632684338
MATS2d,0.15384615384615377
MATS2i,0.12090622648208654
MATS2m,0.13137446364302147
MATS2p,0.1757649687631104
MATS2s,0.15875201662748686
MATS2v,0.1345543919730748
MATS3Z,0.00840955464666327
MATS3c,-0.008712160656265195
MATS3d,-0.02388915432393704
MATS3i,-0.01065982800923559
MATS3m,0.011194712041562766
MATS3p,-0.012816192850785448
MATS3s,0.0036641826525085274
MATS3v,0.002398138937983273
MATS4Z,-0.06230886360273685
MATS4c,0.06394125336196815
MATS4d,-0.16256938937351317
MATS4i,-0.12957541274369352
MATS4m,-0.06231708534325679
MATS4p,-0.12177535369428026
MATS4s,-0.13488225907082338
MATS4v,-0.0841222746263265
MATS5Z,-0.12162046696746773
MATS5c,-0.009305215712044424
MATS5d,-0.13658536585365857
MATS5i,-0.039569923396322176
MATS5m,-0.11878611069440746
MATS5p,-0.06005141558154129
MATS5s,0.037893904666017046
MATS5v,-0.06609487160390712
MATS6Z,-0.1536930061888017
MATS6c,-0.079616771036533
MATS6d,-0.10407239819004525
MATS6i,0.029597657136917963
MATS6m,-0.15746433324940967
MATS6p,-0.020998608344379433
MATS6s,-0.12704385436663024
MATS6v,-0.10859454752356469
MATS7Z,-0.034423749977036726
MATS7c,0.059102102300198814
MATS7d,-0.07351269420234938
MATS7i,-0.06270286586494643
MATS7m,-0.034463690280676765
MATS7p,-0.07653053967170172
MATS7s,0.043816886099884926
MATS7v,-0.06125692097270453
MATS8Z,0.013857116241566447
MATS8c,-0.0019431308778970092
MATS8d,-0.013305613305613268
MATS8i,-0.009882133573747079
MATS8m,0.014836561755935037
MATS8p,-0.011654089816478436
MATS8s,-0.018847127616166606
MATS8v,0.02625720093055915
MAXssO,5.712335196819776
MINssO,5.438887145371494
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,3
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,-3.8418360785672276
SdssSe,0
SdsssP,0
SpAD_A,42.06912949634855
SpAD_D,329.10499918497516
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.3266188271171133
SssNH2,0
SsssAs,0
SsssCH,-1.3584694927353673
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,2104
TMWC10,148.70404603384597
TSRW10,69.08479197711807
VE1_Dt,5.636555326995826
VE2_Dt,0.17614235396861957
VE3_Dt,2.8924239311023796
VR1_Dt,208.63044774862166
VR2_Dt,6.519701492144427
VR3_Dt,6.503715304082445
Xc-3dv,1.6867424322181186
Xc-4dv,0.04564354645876384
Xc-5dv,0.5058190505157506
Xc-6dv,0.03042903097250923
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2995228632254586
Xch-7d,0.6785293300781349
Xp-0dv,19.392099843350195
Xp-1dv,12.460196560301913
Xp-2dv,10.637612158691189
Xp-3dv,8.949510073057528
Xp-4dv,7.575400951505341
Xp-5dv,6.283612916564217
Xp-6dv,4.464002098017707
Xp-7dv,3.3135683954222626
Xpc-4d,6.999130236952319
Xpc-5d,12.468593364696662
Xpc-6d,22.95321001900541
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,5
n7Ring,0
n8Ring,0
n9Ring,0
nARing,3
nBonds,64
nFRing,1
nHBAcc,5
nHBDon,0
nHRing,3
nSpiro,0
naRing,2
piPC10,7.467549622404151
AATS0dv,7.440740740740741
AATS0pe,6.264793333333332
AATS0se,7.749917949999998
AATS1dv,6.0625
AATS1pe,6.483243750000001
AATS1se,7.787225374999996
AATS2dv,5.8655462184873945
AATS2pe,6.451007563025209
AATS2se,7.845723731092436
AATS3dv,4.801242236024844
AATS3pe,6.327603726708075
AATS3se,7.753547254658383
AATS4dv,4.262886597938144
AATS4pe,6.381781443298971
AATS4se,7.861707154639174
AATS5dv,4.0373983739837405
AATS5pe,6.4219
AATS5se,7.92392340487805
AATS6dv,3.11437908496732
AATS6pe,6.299011764705884
AATS6se,7.816745294117647
AATS7dv,2.9720853858784895
AATS7pe,6.03909753694581
AATS7se,7.579354384236454
AATS8dv,2.1243243243243244
AATS8pe,5.929555675675674
AATS8se,7.520530237837839
AATSC0Z,9.832222222222223
AATSC0c,0.018011345332053213
AATSC0d,0.7222222222222221
AATSC0i,1.4760523070761715
AATSC0m,45.279880469722215
AATSC0p,0.27797766478463987
AATSC0s,1.7993326808032315
AATSC0v,51.35105494081867
AATSC1Z,2.1906944444444436
AATSC1c,-0.007297548583436348
AATSC1d,0.3350694444444444
AATSC1i,-0.31927654652466525
AATSC1m,9.569226825069457
AATSC1p,-0.0289066180055275
AATSC1s,-0.23471746518251796
AATSC1v,0.21132620112268996
AATSC2Z,1.2702987861811388
AATSC2c,-0.0011272641166508027
AATSC2d,0.11111111111111105
AATSC2i,0.17846391453875796
AATSC2m,5.948620010529878
AATSC2p,0.0488587355677146
AATSC2s,0.28564769166125514
AATSC2v,6.909509974737815
AATSC3Z,0.08268461007591475
AATSC3c,-0.00015691773416831977
AATSC3d,-0.017253278122843413
AATSC3i,-0.015734463726067384
AATSC3m,0.506895223134922
AATSC3p,-0.0035626153600909352
AATSC3s,0.006593083595090864
AATSC3v,0.12314696436009558
AATSC4Z,-0.6126345933562427
AATSC4c,0.001151667995266717
AATSC4d,-0.11741122565864838
AATSC4i,-0.19126008692067598
AATSC4m,-2.821710175564146
AATSC4p,-0.033850828448259596
AATSC4s,-0.24269805680670062
AATSC4v,-4.319767546083129
