DLiP-ID,T005RH
AATSC4c,-0.0038849016142491763
AATSC4d,-0.05487413820747155
AATSC4i,0.009807110489497395
AATSC4m,-3.5075435047729786
AATSC4p,0.005865894905496689
AATSC4s,-0.4154201232390532
AATSC4v,-0.76287086009244
AATSC5Z,-0.4059462038528061
AATSC5c,0.0026385494341983964
AATSC5d,-0.04119699409554481
AATSC5i,-0.03588888307512277
AATSC5m,-2.0899845567895694
AATSC5p,-0.03586673332084803
AATSC5s,0.4042000490381239
AATSC5v,-8.225086073721037
AATSC6Z,1.7372256515775035
AATSC6c,0.0026167404177958663
AATSC6d,-0.028163580246913573
AATSC6i,-0.06293011562925153
AATSC6m,8.269978904304962
AATSC6p,0.00294928073122963
AATSC6s,0.05889441396128655
AATSC6v,5.859481874252961
AATSC7Z,-1.8279000417486733
AATSC7c,-0.0025429270490601474
AATSC7d,0.018223295759527653
AATSC7i,-0.0620142221541402
AATSC7m,-8.704145938339087
AATSC7p,-0.024171479178230138
AATSC7s,-0.6916109189346799
AATSC7v,-7.997436042731471
AATSC8Z,0.7494824791121087
AATSC8c,-0.003111704764016556
AATSC8d,0.0008978675645342457
AATSC8i,0.04525163341977166
AATSC8m,3.9147154854866972
AATSC8p,0.043017517581201876
AATSC8s,-0.0482524144046777
AATSC8v,10.14022111511059
ATS0are,368.8844999999999
ATS1are,380.30800000000005
ATS2are,650.7188999999998
ATS3are,871.4986999999999
ATS4are,1002.6010000000001
ATS5are,888.0870000000001
ATS6are,883.9838
ATS7are,756.8290000000001
ATS8are,704.464
ATSC0dv,269.03703703703707
ATSC0pe,10.988414814814814
ATSC0se,7.45404925925926
ATSC1dv,72.1275720164609
ATSC1pe,-0.8013082304526705
ATSC1se,-0.7213355514403277
ATSC2dv,9.303155006858713
ATSC2pe,0.9686397805212642
ATSC2se,0.5673996406035691
ATSC3dv,-105.94101508916326
ATSC3pe,-1.3638727023319501
ATSC3se,-0.6758842167352562
ATSC4dv,-95.88340192043894
ATSC4pe,-3.440675582990402
ATSC4se,-2.3641261838134384
ATSC5dv,76.23868312757203
ATSC5pe,3.351095473251016
ATSC5se,2.9262303374485743
ATSC6dv,70.38271604938271
ATSC6pe,3.487045679012306
ATSC6se,1.2369843456790437
ATSC7dv,-104.31961591220852
ATSC7pe,-4.462338957475992
ATSC7se,-2.8639057187928687
ATSC8dv,-6.816186556927297
ATSC8pe,-1.1742190672153772
ATSC8se,-1.194900194787372
AXp-0dv,0.5410590957002204
AXp-1dv,0.2798401878337127
AXp-2dv,0.1507394446682582
AXp-3dv,0.0789727987912784
AXp-4dv,0.04280592977668337
AXp-5dv,0.02216179431377781
AXp-6dv,0.011961504399104846
AXp-7dv,0.0064282838667876095
BertzCT,1236.1498238989923
ECIndex,934
ETA_eta,28.194034013647553
GATS1dv,0.4302870681660097
GATS1pe,0.6470447840795217
GATS1se,0.6942375569815686
GATS2dv,0.7950312696664569
GATS2pe,0.6362152837144608
GATS2se,0.6312258489013719
GATS3dv,1.0243942731277533
GATS3pe,0.8888955892318188
GATS3se,0.8863587872499545
GATS4dv,1.0988445062646603
GATS4pe,0.9947444758208415
GATS4se,1.0027721776197382
GATS5dv,0.7544486808082742
GATS5pe,0.6424706874709324
GATS5se,0.5959762316954771
GATS6dv,0.8557139661343612
GATS6pe,0.6341115322804621
GATS6se,0.6598772799750449
GATS7dv,1.156297883547213
GATS7pe,1.1601999447346503
GATS7se,1.1841047074417128
GATS8dv,1.0324533189827794
GATS8pe,0.9502132426462495
GATS8se,0.957540019454682
LogEE_A,4.430131121475444
LogEE_D,219.47190617853678
MATS1dv,0.25398504521214926
MATS1pe,-0.06908495227509469
MATS1se,-0.09167775777283527
MATS2dv,0.019053987233659985
MATS2pe,0.04857300131283748
MATS2se,0.04194348208374167
MATS3dv,-0.16356955269400206
MATS3pe,-0.05155718522092223
MATS3se,-0.03766434801384797
MATS4dv,-0.1249696063848046
MATS4pe,-0.10979478653682341
MATS4se,-0.11121194432376058
MATS5dv,0.11088632445891593
MATS5pe,0.11933461293211473
MATS5se,0.15361404438827292
MATS6dv,0.09810366189427311
MATS6pe,0.11900188986919423
MATS6se,0.06223048889211903
MATS7dv,-0.18207479410074698
MATS7pe,-0.19068802897902007
MATS7se,-0.18041073578400402
MATS8dv,-0.012437424909891867
MATS8pe,-0.05245841411425967
MATS8se,-0.07869378749027157
MAXaaCH,1.6502808113603566
MAXaaNH,2.876336223603401
MAXaaaC,0.3235866301181545
MAXaasC,0.6737743291761151
MAXdssC,-0.32321320966658207
MAXsCH3,1.571255831610269
MAXssNH,2.956967612535968
MAXsssN,1.4137649834119683
MDEC-11,0.12499999999999997
MDEC-12,3.0414888972919005
MDEC-13,4.298671271290459
MDEC-22,5.483917583183627
MDEC-23,22.085681126552544
MDEC-33,12.879928882448102
MDEN-22,0.5503212081491045
MDEN-23,1.2354293410542652
MDEN-33,0.16666666666666669
MDEO-11,1.0259855680060181
MINaaCH,0.9874637217420994
MINaaNH,2.876336223603401
MINaaaC,0.25414218567371005
MINaasC,-1.0022115234018656
MINdssC,-1.0951974767049701
MINsCH3,1.5686003582256287
MINssNH,2.956967612535968
MINsssN,1.4011739730327393
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.3809523809523814
SM1_Dzi,2.526191057834527
SM1_Dzm,2.4451411546406554
SM1_Dzp,-10.916495483992806
SM1_Dzv,-4.2859203840506614
SddssSe,0
SpAD_Dt,807.7976566684997
SpAbs_A,41.487071750711955
SpAbs_D,438.9438123570736
SpMAD_A,1.2571839924458168
SpMAD_D,13.30132764718405
SpMax_A,2.445621903967484
SpMax_D,219.47190617853678
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,118.63000000000001
TpiPC10,8.818150429520195
VAdjMat,6.169925001442312
VE1_DzZ,5.66169618372314
VE1_Dzi,5.659767935038462
VE1_Dzm,5.662064446546167
VE1_Dzp,5.636591369870217
VE1_Dzv,5.654431522472367
VE2_DzZ,0.17156655102191332
VE2_Dzi,0.17150811924358977
VE2_Dzm,0.171577710501399
VE2_Dzp,0.17080579908697627
VE2_Dzv,0.17134640977188992
VE3_DzZ,2.9276459948957414
VE3_Dzi,2.9273053589703704
VE3_Dzm,2.92771103739093
VE3_Dzp,2.923201984234735
VE3_Dzv,2.9263620464573026
VR1_DzZ,220.58265327066167
VR1_Dzi,220.83661175354786
VR1_Dzm,220.52452360311378
VR1_Dzp,224.66649622692964
VR1_Dzv,222.16442698164806
VR2_DzZ,6.684322826383687
VR2_Dzi,6.692018537986299
VR2_Dzm,6.682561321306478
VR2_Dzp,6.808075643240292
VR2_Dzv,6.732255363080244
VR3_DzZ,6.590194937887493
VR3_Dzi,6.591345583230949
VR3_Dzm,6.589931375329766
VR3_Dzp,6.6085395320825
VR3_Dzv,6.597340238269414
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02795084971874737
Xch-6dv,0.09692869114401526
Xch-7dv,0.1450746180582137
Xpc-4dv,2.0655457555621455
Xpc-5dv,2.650153668486825
Xpc-6dv,3.223526885420859
Zagreb1,178.0
Zagreb2,211.0
fragCpx,240.11
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,1
n7FRing,0
n7HRing,1
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,3
nBondsM,19
nBondsO,36
nBondsS,38
nBondsT,0
nFARing,1
nFHRing,2
nFaRing,1
nHetero,11
naHRing,1
AATS0are,6.831194444444442
AATS1are,6.672070175438598
AATS2are,6.6399887755102025
AATS3are,6.703836153846153
AATS4are,6.510396103896104
AATS5are,6.4354130434782615
AATS6are,6.138776388888889
AATS7are,6.5811217391304355
AATS8are,6.404218181818182
AATSC0dv,4.982167352537723
AATSC0pe,0.20348916323731137
AATSC0se,0.13803794924554186
AATSC1dv,1.2653960002887878
AATSC1pe,-0.014058039130748606
AATSC1se,-0.012655009674391714
AATSC2dv,0.09493015313121135
AATSC2pe,0.009884079393074124
AATSC2se,0.0057897922510568274
AATSC3dv,-0.8149308853012558
AATSC3pe,-0.01049132847947654
AATSC3se,-0.005199109359501971
AATSC4dv,-0.6226194929898633
AATSC4pe,-0.022342049240197413
AATSC4se,-0.01535146872606129
AATSC5dv,0.5524542255621162
AATSC5pe,0.024283300530804464
AATSC5se,0.02120456766267083
AATSC6dv,0.4887688614540466
AATSC6pe,0.024215594993141014
AATSC6se,0.008590169067215582
AATSC7dv,-0.9071270948887697
AATSC7pe,-0.03880294745631297
AATSC7se,-0.024903527989503207
AATSC8dv,-0.0619653323357027
AATSC8pe,-0.010674718792867065
AATSC8se,-0.010862729043521565
AETA_eta,0.8543646670802288
ATSC0are,12.374083333333331
ATSC1are,-1.053226851851849
ATSC2are,0.8435913580246925
ATSC3are,-1.1931209876543136
ATSC4are,-3.710496913580251
ATSC5are,4.180981481481468
ATSC6are,3.281022222222187
ATSC7are,-4.687242283950614
ATSC8are,-1.724966049382725
BCUTZ-1h,9.00536718819417
BCUTZ-1l,5.6879404625843275
BCUTc-1h,0.44857442864748415
BCUTc-1l,-0.41050337867147196
BCUTd-1h,3.210494944017637
BCUTd-1l,0.9724701898730048
BCUTi-1h,17.42586458617595
BCUTi-1l,10.949244406735119
BCUTm-1h,19.001218035201273
BCUTm-1l,11.699777253764935
BCUTp-1h,1.9982156482078535
BCUTp-1l,0.5435757236495787
BCUTs-1h,8.003011464883475
BCUTs-1l,1.2546511411246617
BCUTv-1h,20.89943831404849
BCUTv-1l,13.303120533341149
BalabanJ,1.3026066121679671
Diameter,17
ETA_beta,42.0
GATS1are,0.6703723933475843
GATS2are,0.6497772184320392
GATS3are,0.8853673698699254
GATS4are,0.9804620797919963
GATS5are,0.6190122998424415
GATS6are,0.6253779180051495
GATS7are,1.1443484819692393
GATS8are,0.9479301986862814
HybRatio,0.2727272727272727
Lipinski,True
LogEE_Dt,403.89882833424986
MATS1are,-0.0806357798610634
MATS2are,0.03756529206245064
MATS3are,-0.04005178316756928
MATS4are,-0.10514583571847087
MATS5are,0.1322147417156061
MATS6are,0.09943228117907618
MATS7are,-0.17786900918147344
MATS8are,-0.06843347441102193
MAXssCH2,0.2111324558578347
MAXsssCH,-0.902098597714718
MINssCH2,-0.3637571336018204
MINsssCH,-0.902098597714718
NsssssAs,0
RotRatio,0.1388888888888889
SM1_Dzpe,2.5593977383859325
SM1_Dzse,2.322294166436178
SMR_VSA1,28.27096904240581
SMR_VSA2,0.0
SMR_VSA3,19.76777650359537
SMR_VSA4,0.0
SMR_VSA5,25.55217526389912
SMR_VSA6,19.41213256936071
SMR_VSA7,58.917584505793755
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,343.6746574862444
SpAD_Dzi,331.26151360472517
SpAD_Dzm,343.4127650454657
SpAD_Dzp,490.0550901195651
SpAD_Dzv,434.0300229291986
SpAbs_Dt,807.7976566684999
SpDiam_A,4.8112313384208285
SpDiam_D,337.41713519561256
SpMAD_Dt,24.478716868742417
SpMax_Dt,403.89882833424986
SsssssAs,0
VE1_Dzpe,5.661750752882219
VE1_Dzse,5.661510491591105
VE2_Dzpe,0.1715682046327945
VE2_Dzse,0.17156092398760925
VE3_Dzpe,2.927655633155078
VE3_Dzse,2.9276131963895624
VMcGowan,311.300000000001
VR1_Dzpe,220.55322354563802
VR1_Dzse,220.61492933098597
VR2_Dzpe,6.6834310165344855
VR2_Dzse,6.685300888817757
VR3_Dzpe,6.590061510856893
VR3_Dzse,6.590341249026333
mZagreb1,12.305555555555557
mZagreb2,7.027777777777778
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,1
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,1
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,10
nBondsKS,47
nFAHRing,1
nFaHRing,1
nG12Ring,0
AATSC0are,0.22914969135802465
AATSC1are,-0.0184776640675763
AATSC2are,0.008608075081884617
AATSC3are,-0.009177853751187027
AATSC4are,-0.024094135802469163
AATSC5are,0.030296967257112086
AATSC6are,0.022784876543209633
AATSC7are,-0.040758628556092295
AATSC8are,-0.015681509539842955
AETA_beta,1.2727272727272727
BCUTdv-1h,7.005356921208631
BCUTdv-1l,0.9960222281983135
BCUTpe-1h,3.9907932360505924
BCUTpe-1l,2.236509470140878
BCUTse-1h,4.012397843083671
BCUTse-1l,2.432372261592574
ETA_alpha,14.904761904761907
ETA_dBeta,-3.0
ETA_eta_B,0.7971122662454952
ETA_eta_F,38.54281563923793
ETA_eta_L,6.889219996339364
ETA_eta_R,66.73684965288548
ETA_psi_1,0.49036503211655985
LabuteASA,186.55701851749183
LogEE_DzZ,171.90947881527228
LogEE_Dzi,165.70730804653937
LogEE_Dzm,171.7804777092371
LogEE_Dzp,243.28909153327317
LogEE_Dzv,216.36562958822796
PEOE_VSA1,25.2071139814952
PEOE_VSA2,14.383611552215466
PEOE_VSA3,13.764808616296849
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,23.762552697081826
PEOE_VSA8,44.02367227457073
PEOE_VSA9,23.99897946407111
SM1_Dzare,2.851683709950175
SpAD_Dzpe,340.4183755821071
SpAD_Dzse,344.2923628530792
SpAbs_DzZ,341.4380052495924
SpAbs_Dzi,328.88842503524415
SpAbs_Dzm,341.11581426383367
SpAbs_Dzp,497.49467855053916
SpAbs_Dzv,437.01717956050663
SpDiam_Dt,564.7302332323372
SpMAD_DzZ,10.414383560189226
SpMAD_Dzi,10.038227684991671
SpMAD_Dzm,10.406447425620172
SpMAD_Dzp,14.850154246047426
SpMAD_Dzv,13.152424937248442
SpMax_DzZ,171.90947881527228
SpMax_Dzi,165.70730804653937
SpMax_Dzm,171.7804777092371
SpMax_Dzp,243.28909153327317
SpMax_Dzv,216.36562958822796
VE1_Dzare,5.661913629929415
VE2_Dzare,0.17157314030089135
VE3_Dzare,2.9276844007062346
VR1_Dzare,220.4919424159012
VR2_Dzare,6.6815740126030665
VR3_Dzare,6.5897836203601345
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,1
n11FHRing,1
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4516594516594517
AETA_dBeta,-0.09090909090909091
AETA_eta_B,0.024154917158954403
AETA_eta_F,1.1679641102799372
AETA_eta_L,0.20876424231331406
AETA_eta_R,2.022328777360166
BCUTare-1h,4.109630163245027
BCUTare-1l,2.1868301953818965
ETA_beta_s,22.5
ETA_dPsi_A,0.22363496788344012
ETA_dPsi_B,0.0
ETA_eta_BR,1.141112266245495
ETA_eta_FL,8.727881299788237
ETA_eta_RL,15.6171012961276
LogEE_Dzpe,170.28674529827737
LogEE_Dzse,172.21655397703768
PEOE_VSA10,11.866245327147887
PEOE_VSA11,11.63444168209179
PEOE_VSA12,5.907179729351506
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,62.79515343959327
SlogP_VSA3,22.678587179968794
SlogP_VSA4,11.63444168209179
SlogP_VSA5,28.16666628839175
SlogP_VSA6,30.33183534230805
SlogP_VSA7,0.0
SlogP_VSA8,11.033401435232523
SlogP_VSA9,0.0
SpAD_Dzare,335.9325905163819
SpAbs_Dzpe,338.01409285816885
SpAbs_Dzse,342.11081378763924
SpDiam_DzZ,265.57305833356395
SpDiam_Dzi,255.4015811246668
SpDiam_Dzm,265.4497773747305
SpDiam_Dzp,370.78625663895565
SpDiam_Dzv,333.1988152771643
SpMAD_Dzpe,10.315708350972942
SpMAD_Dzse,10.433101904638765
SpMax_Dzpe,170.28674529827737
SpMax_Dzse,172.21655397703768
n10FAHRing,0
n10FaHRing,0
n11FAHRing,1
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,33
AETA_beta_s,0.6818181818181818
AETA_eta_BR,0.03457915958319682
AETA_eta_FL,0.26448125150873447
AETA_eta_RL,0.4732454938220485
DetourIndex,6513
EState_VSA1,23.645587799191603
EState_VSA2,36.84139461107043
EState_VSA3,28.15539447369374
EState_VSA4,12.13273413692322
EState_VSA5,9.799819461700956
EState_VSA6,32.29444517073921
EState_VSA7,0.0
EState_VSA8,15.284745645900749
EState_VSA9,5.106527394840706
ETA_beta_ns,19.5
ETA_shape_p,0.19488817891373802
ETA_shape_x,0.0
ETA_shape_y,0.4562300319488818
GhoseFilter,True
LogEE_Dzare,168.05270991606824
SlogP_VSA10,14.4682163700332
SlogP_VSA11,0.0
SpAbs_Dzare,333.25373612218647
SpDiam_Dzpe,263.04924405862226
SpDiam_Dzse,266.01344613114884
SpMAD_Dzare,10.179775470193391
SpMax_Dzare,168.05270991606824
TopoPSA(NO),118.63000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,26.851953360946162
VSA_EState9,66.31471330572049
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5909090909090909
EState_VSA10,23.164441647565102
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.048340548340548274
FilterItLogS,-5.217218585005569
SpDiam_Dzare,259.60848668006673
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.679541446208112
ETA_epsilon_2,0.9210678210678207
ETA_epsilon_3,0.4419354838709669
ETA_epsilon_4,0.6105339105339093
ETA_epsilon_5,0.869312169312169
AETA_beta_ns_d,0.030303030303030304
ETA_dEpsilon_A,0.23760596233714504
ETA_dEpsilon_B,0.0690075356742027
ETA_dEpsilon_C,-0.16859842666294234
ETA_dEpsilon_D,0.051755651755651666
PetitjeanIndex,0.47058823529411764
TopoShapeIndex,0.8888888888888888
CDK Descriptors
FMFDescriptor,0.696969696969697
MDEDescriptor,"0.12499999999999997,3.0414888972919005,4.298671271290459,0.0,5.483917583183627,22.085681126552544,0.0,12.879928882448102,0.0,0.0,1.0259855680060181,0.0,0.0,0.0,0.0,0.0,0.5503212081491045,1.2354293410542652,0.16666666666666669"
APolDescriptor,62.544652999999975
BCUTDescriptor,"11.994284142939682,18.999414240097444,-0.33162798617247746,0.2611109346030391,4.064465378872732,10.485284793394957"
BPolDescriptor,34.837347
TPSADescriptor,118.63000000000001
ALOGPDescriptor,"1.8716,3.50288656,115.426"
XLogPDescriptor,2.055
VAdjMaDescriptor,6.169925001442312
WeightDescriptor,457.15616076
ChiPathDescriptor,"23.861078361706788,15.617101296127604,15.146389848530069,12.481302051886585,9.848222242024402,8.084016854139897,6.066070940201178,4.377609147498366,17.854950158107272,10.074246762013654,7.989190567417682,5.449123116598207,3.8097277501248166,2.5264445517706697,1.5908800850809444,0.9578142961513544"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.3277210825314642,0.5873759836689711,0.0,0.0,0.02795084971874737,0.09692869114401526,0.13366373144352275"
AtomCountDescriptor,54
BondCountDescriptor,36
SmallRingDescriptor,"4,3,2,2,0,0,1,2,1,0,0"
ChiClusterDescriptor,"2.940081656737608,0.0,0.7979489500391173,0.0,1.1636363175035325,0.0,0.1633925204088441,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,4,10,2,2,2,0,0"
ZagrebIndexDescriptor,178.0
LargestChainDescriptor,18
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"66.97463267092715,2.0295343233614287,30.894089089794537,9.909715209626349,15.922587711738341"
FractionalPSADescriptor,0.25949557324740713
WienerNumbersDescriptor,"3499.0,58.0"
AminoAcidCountDescriptor,"1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.549836540909556,9.159271733681893,13.299306814185782,2.0655457555621455,2.6501536684868254,3.0809239577463376"
FractionalCSP3Descriptor,0.2727272727272727
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,3,0,0,5,1,0,0,3,6,2,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.47058823529411764
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"26.074074074074073,10.947668209327162,6.049149338374291"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,2193.11
HBondAcceptorCountDescriptor,8
HybridizationRatioDescriptor,0.2727272727272727
AutocorrelationDescriptorMass,"40.90186592663148,40.48612132974591,61.22342795010774,68.61178001157816,61.109256670419626"
PetitjeanShapeIndexDescriptor,"0.8888888888888888,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.9220605206339174,-0.4494672797761771,0.04228704563897149,-0.00607527465500321,-0.3004336251338775"
EccentricConnectivityIndexDescriptor,934
AutocorrelationDescriptorPolarizability,"2154.992895209865,2565.0650468553026,3673.9784056033004,3974.6235945668423,3434.3943236503546"
